date,invest_unscaled,invest_monthly,isPartial,scale,invest
2014-09-07,73,41.0,,0.41,29.93
2014-09-08,74,41.0,,0.41,30.34
2014-09-09,76,41.0,,0.41,31.159999999999997
2014-09-10,83,41.0,,0.41,34.03
2014-09-11,79,41.0,,0.41,32.39
2014-09-12,93,41.0,,0.41,38.129999999999995
2014-09-13,64,41.0,,0.41,26.24
2014-09-14,54,41.0,,0.41,22.139999999999997
2014-09-15,85,41.0,,0.41,34.85
2014-09-16,83,41.0,,0.41,34.03
2014-09-17,84,41.0,,0.41,34.44
2014-09-18,75,41.0,,0.41,30.749999999999996
2014-09-19,88,41.0,,0.41,36.08
2014-09-20,66,41.0,,0.41,27.06
2014-09-21,61,41.0,,0.41,25.009999999999998
2014-09-22,71,41.0,,0.41,29.11
2014-09-23,95,41.0,,0.41,38.949999999999996
2014-09-24,91,41.0,,0.41,37.309999999999995
2014-09-25,89,41.0,,0.41,36.489999999999995
2014-09-26,68,41.0,,0.41,27.88
2014-09-27,53,41.0,,0.41,21.73
2014-09-28,46,41.0,,0.41,18.86
2014-09-29,100,41.0,,0.41,41.0
2014-09-30,83,41.0,,0.41,34.03
2014-10-01,95,40.0,False,0.4,38.0
2014-10-02,76,40.0,,0.4,30.400000000000002
2014-10-03,80,40.0,,0.4,32.0
2014-10-04,57,40.0,,0.4,22.8
2014-10-05,64,40.0,,0.4,25.6
2014-10-06,92,40.0,,0.4,36.800000000000004
2014-10-07,92,40.0,,0.4,36.800000000000004
2014-10-08,86,40.0,,0.4,34.4
2014-10-09,79,40.0,,0.4,31.6
2014-10-10,86,40.0,,0.4,34.4
2014-10-11,52,40.0,,0.4,20.8
2014-10-12,64,40.0,,0.4,25.6
2014-10-13,68,40.0,,0.4,27.200000000000003
2014-10-14,76,40.0,,0.4,30.400000000000002
2014-10-15,86,40.0,,0.4,34.4
2014-10-16,88,40.0,,0.4,35.2
2014-10-17,83,40.0,,0.4,33.2
2014-10-18,60,40.0,,0.4,24.0
2014-10-19,56,40.0,,0.4,22.400000000000002
2014-10-20,83,40.0,,0.4,33.2
2014-10-21,100,40.0,,0.4,40.0
2014-10-22,83,40.0,,0.4,33.2
2014-10-23,82,40.0,,0.4,32.800000000000004
2014-10-24,94,40.0,,0.4,37.6
2014-10-25,50,40.0,,0.4,20.0
2014-10-26,49,40.0,,0.4,19.6
2014-10-27,74,40.0,,0.4,29.6
2014-10-28,84,40.0,,0.4,33.6
2014-10-29,75,40.0,,0.4,30.0
2014-10-30,84,40.0,,0.4,33.6
2014-10-31,78,40.0,,0.4,31.200000000000003
2014-11-01,54,40.0,False,0.4,21.6
2014-11-02,55,40.0,,0.4,22.0
2014-11-03,77,40.0,,0.4,30.8
2014-11-04,80,40.0,,0.4,32.0
2014-11-05,76,40.0,,0.4,30.400000000000002
2014-11-06,93,40.0,,0.4,37.2
2014-11-07,72,40.0,,0.4,28.8
2014-11-08,53,40.0,,0.4,21.200000000000003
2014-11-09,71,40.0,,0.4,28.400000000000002
2014-11-10,64,40.0,,0.4,25.6
2014-11-11,71,40.0,,0.4,28.400000000000002
2014-11-12,84,40.0,,0.4,33.6
2014-11-13,90,40.0,,0.4,36.0
2014-11-14,71,40.0,,0.4,28.400000000000002
2014-11-15,65,40.0,,0.4,26.0
2014-11-16,68,40.0,,0.4,27.200000000000003
2014-11-17,78,40.0,,0.4,31.200000000000003
2014-11-18,80,40.0,,0.4,32.0
2014-11-19,90,40.0,,0.4,36.0
2014-11-20,100,40.0,,0.4,40.0
2014-11-21,73,40.0,,0.4,29.200000000000003
2014-11-22,56,40.0,,0.4,22.400000000000002
2014-11-23,74,40.0,,0.4,29.6
2014-11-24,70,40.0,,0.4,28.0
2014-11-25,80,40.0,,0.4,32.0
2014-11-26,61,40.0,,0.4,24.400000000000002
2014-11-27,42,40.0,,0.4,16.8
2014-11-28,55,40.0,,0.4,22.0
2014-11-29,68,40.0,,0.4,27.200000000000003
2014-11-30,75,40.0,,0.4,30.0
2014-12-01,72,42.0,False,0.42,30.24
2014-12-02,85,42.0,,0.42,35.699999999999996
2014-12-03,100,42.0,,0.42,42.0
2014-12-04,100,42.0,,0.42,42.0
2014-12-05,75,42.0,,0.42,31.5
2014-12-06,53,42.0,,0.42,22.259999999999998
2014-12-07,63,42.0,,0.42,26.459999999999997
2014-12-08,84,42.0,,0.42,35.28
2014-12-09,82,42.0,,0.42,34.44
2014-12-10,77,42.0,,0.42,32.339999999999996
2014-12-11,76,42.0,,0.42,31.919999999999998
2014-12-12,87,42.0,,0.42,36.54
2014-12-13,48,42.0,,0.42,20.16
2014-12-14,66,42.0,,0.42,27.72
2014-12-15,96,42.0,,0.42,40.32
2014-12-16,91,42.0,,0.42,38.22
2014-12-17,81,42.0,,0.42,34.019999999999996
2014-12-18,72,42.0,,0.42,30.24
2014-12-19,81,42.0,,0.42,34.019999999999996
2014-12-20,66,42.0,,0.42,27.72
2014-12-21,51,42.0,,0.42,21.419999999999998
2014-12-22,69,42.0,,0.42,28.98
2014-12-23,71,42.0,,0.42,29.82
2014-12-24,64,42.0,,0.42,26.88
2014-12-25,58,42.0,,0.42,24.36
2014-12-26,81,42.0,,0.42,34.019999999999996
2014-12-27,80,42.0,,0.42,33.6
2014-12-28,75,42.0,,0.42,31.5
2014-12-29,77,42.0,,0.42,32.339999999999996
2014-12-30,86,42.0,,0.42,36.12
2014-12-31,73,42.0,,0.42,30.66
2015-01-01,69,46.0,False,0.46,31.740000000000002
2015-01-02,75,46.0,,0.46,34.5
2015-01-03,77,46.0,,0.46,35.42
2015-01-04,72,46.0,,0.46,33.120000000000005
2015-01-05,76,46.0,,0.46,34.96
2015-01-06,100,46.0,,0.46,46.0
2015-01-07,77,46.0,,0.46,35.42
2015-01-08,77,46.0,,0.46,35.42
2015-01-09,88,46.0,,0.46,40.480000000000004
2015-01-10,63,46.0,,0.46,28.98
2015-01-11,61,46.0,,0.46,28.060000000000002
2015-01-12,73,46.0,,0.46,33.58
2015-01-13,82,46.0,,0.46,37.72
2015-01-14,86,46.0,,0.46,39.56
2015-01-15,84,46.0,,0.46,38.64
2015-01-16,76,46.0,,0.46,34.96
2015-01-17,59,46.0,,0.46,27.14
2015-01-18,67,46.0,,0.46,30.82
2015-01-19,66,46.0,,0.46,30.360000000000003
2015-01-20,89,46.0,,0.46,40.940000000000005
2015-01-21,70,46.0,,0.46,32.2
2015-01-22,75,46.0,,0.46,34.5
2015-01-23,78,46.0,,0.46,35.88
2015-01-24,73,46.0,,0.46,33.58
2015-01-25,67,46.0,,0.46,30.82
2015-01-26,65,46.0,,0.46,29.900000000000002
2015-01-27,77,46.0,,0.46,35.42
2015-01-28,84,46.0,,0.46,38.64
2015-01-29,69,46.0,,0.46,31.740000000000002
2015-01-30,77,46.0,,0.46,35.42
2015-01-31,55,46.0,,0.46,25.3
2015-02-01,47,45.0,False,0.45,21.150000000000002
2015-02-02,72,45.0,,0.45,32.4
2015-02-03,67,45.0,,0.45,30.150000000000002
2015-02-04,84,45.0,,0.45,37.800000000000004
2015-02-05,100,45.0,,0.45,45.0
2015-02-06,92,45.0,,0.45,41.4
2015-02-07,57,45.0,,0.45,25.650000000000002
2015-02-08,65,45.0,,0.45,29.25
2015-02-09,64,45.0,,0.45,28.8
2015-02-10,67,45.0,,0.45,30.150000000000002
2015-02-11,77,45.0,,0.45,34.65
2015-02-12,71,45.0,,0.45,31.95
2015-02-13,92,45.0,,0.45,41.4
2015-02-14,59,45.0,,0.45,26.55
2015-02-15,56,45.0,,0.45,25.2
2015-02-16,50,45.0,,0.45,22.5
2015-02-17,74,45.0,,0.45,33.300000000000004
2015-02-18,75,45.0,,0.45,33.75
2015-02-19,56,45.0,,0.45,25.2
2015-02-20,74,45.0,,0.45,33.300000000000004
2015-02-21,67,45.0,,0.45,30.150000000000002
2015-02-22,54,45.0,,0.45,24.3
2015-02-23,74,45.0,,0.45,33.300000000000004
2015-02-24,65,45.0,,0.45,29.25
2015-02-25,71,45.0,,0.45,31.95
2015-02-26,68,45.0,,0.45,30.6
2015-02-27,89,45.0,,0.45,40.050000000000004
2015-02-28,46,45.0,,0.45,20.7
2015-03-01,75,42.0,False,0.42,31.5
2015-03-02,95,42.0,,0.42,39.9
2015-03-03,99,42.0,,0.42,41.58
2015-03-04,97,42.0,,0.42,40.74
2015-03-05,83,42.0,,0.42,34.86
2015-03-06,77,42.0,,0.42,32.339999999999996
2015-03-07,68,42.0,,0.42,28.56
2015-03-08,75,42.0,,0.42,31.5
2015-03-09,78,42.0,,0.42,32.76
2015-03-10,80,42.0,,0.42,33.6
2015-03-11,81,42.0,,0.42,34.019999999999996
2015-03-12,96,42.0,,0.42,40.32
2015-03-13,75,42.0,,0.42,31.5
2015-03-14,61,42.0,,0.42,25.619999999999997
2015-03-15,70,42.0,,0.42,29.4
2015-03-16,80,42.0,,0.42,33.6
2015-03-17,85,42.0,,0.42,35.699999999999996
2015-03-18,85,42.0,,0.42,35.699999999999996
2015-03-19,75,42.0,,0.42,31.5
2015-03-20,90,42.0,,0.42,37.8
2015-03-21,47,42.0,,0.42,19.74
2015-03-22,66,42.0,,0.42,27.72
2015-03-23,79,42.0,,0.42,33.18
2015-03-24,83,42.0,,0.42,34.86
2015-03-25,100,42.0,,0.42,42.0
2015-03-26,80,42.0,,0.42,33.6
2015-03-27,67,42.0,,0.42,28.14
2015-03-28,59,42.0,,0.42,24.779999999999998
2015-03-29,66,42.0,,0.42,27.72
2015-03-30,91,42.0,,0.42,38.22
2015-03-31,81,42.0,,0.42,34.019999999999996
2015-04-01,86,45.0,False,0.45,38.7
2015-04-02,79,45.0,,0.45,35.550000000000004
2015-04-03,78,45.0,,0.45,35.1
2015-04-04,64,45.0,,0.45,28.8
2015-04-05,59,45.0,,0.45,26.55
2015-04-06,88,45.0,,0.45,39.6
2015-04-07,92,45.0,,0.45,41.4
2015-04-08,88,45.0,,0.45,39.6
2015-04-09,93,45.0,,0.45,41.85
2015-04-10,79,45.0,,0.45,35.550000000000004
2015-04-11,51,45.0,,0.45,22.95
2015-04-12,81,45.0,,0.45,36.45
2015-04-13,88,45.0,,0.45,39.6
2015-04-14,99,45.0,,0.45,44.550000000000004
2015-04-15,98,45.0,,0.45,44.1
2015-04-16,94,45.0,,0.45,42.300000000000004
2015-04-17,84,45.0,,0.45,37.800000000000004
2015-04-18,70,45.0,,0.45,31.5
2015-04-19,63,45.0,,0.45,28.35
2015-04-20,81,45.0,,0.45,36.45
2015-04-21,84,45.0,,0.45,37.800000000000004
2015-04-22,94,45.0,,0.45,42.300000000000004
2015-04-23,81,45.0,,0.45,36.45
2015-04-24,96,45.0,,0.45,43.2
2015-04-25,69,45.0,,0.45,31.05
2015-04-26,76,45.0,,0.45,34.2
2015-04-27,91,45.0,,0.45,40.95
2015-04-28,100,45.0,,0.45,45.0
2015-04-29,89,45.0,,0.45,40.050000000000004
2015-04-30,84,45.0,,0.45,37.800000000000004
2015-05-01,84,41.0,False,0.41,34.44
2015-05-02,82,41.0,,0.41,33.62
2015-05-03,57,41.0,,0.41,23.369999999999997
2015-05-04,96,41.0,,0.41,39.36
2015-05-05,90,41.0,,0.41,36.9
2015-05-06,89,41.0,,0.41,36.489999999999995
2015-05-07,81,41.0,,0.41,33.21
2015-05-08,83,41.0,,0.41,34.03
2015-05-09,62,41.0,,0.41,25.419999999999998
2015-05-10,75,41.0,,0.41,30.749999999999996
2015-05-11,80,41.0,,0.41,32.8
2015-05-12,100,41.0,,0.41,41.0
2015-05-13,88,41.0,,0.41,36.08
2015-05-14,87,41.0,,0.41,35.669999999999995
2015-05-15,71,41.0,,0.41,29.11
2015-05-16,75,41.0,,0.41,30.749999999999996
2015-05-17,70,41.0,,0.41,28.7
2015-05-18,95,41.0,,0.41,38.949999999999996
2015-05-19,93,41.0,,0.41,38.129999999999995
2015-05-20,87,41.0,,0.41,35.669999999999995
2015-05-21,92,41.0,,0.41,37.72
2015-05-22,80,41.0,,0.41,32.8
2015-05-23,67,41.0,,0.41,27.47
2015-05-24,84,41.0,,0.41,34.44
2015-05-25,80,41.0,,0.41,32.8
2015-05-26,90,41.0,,0.41,36.9
2015-05-27,94,41.0,,0.41,38.54
2015-05-28,80,41.0,,0.41,32.8
2015-05-29,76,41.0,,0.41,31.159999999999997
2015-05-30,64,41.0,,0.41,26.24
2015-05-31,66,41.0,,0.41,27.06
2015-06-01,63,40.0,False,0.4,25.200000000000003
2015-06-02,82,40.0,,0.4,32.800000000000004
2015-06-03,69,40.0,,0.4,27.6
2015-06-04,74,40.0,,0.4,29.6
2015-06-05,69,40.0,,0.4,27.6
2015-06-06,42,40.0,,0.4,16.8
2015-06-07,72,40.0,,0.4,28.8
2015-06-08,72,40.0,,0.4,28.8
2015-06-09,72,40.0,,0.4,28.8
2015-06-10,64,40.0,,0.4,25.6
2015-06-11,57,40.0,,0.4,22.8
2015-06-12,77,40.0,,0.4,30.8
2015-06-13,51,40.0,,0.4,20.400000000000002
2015-06-14,72,40.0,,0.4,28.8
2015-06-15,95,40.0,,0.4,38.0
2015-06-16,100,40.0,,0.4,40.0
2015-06-17,78,40.0,,0.4,31.200000000000003
2015-06-18,62,40.0,,0.4,24.8
2015-06-19,54,40.0,,0.4,21.6
2015-06-20,52,40.0,,0.4,20.8
2015-06-21,52,40.0,,0.4,20.8
2015-06-22,61,40.0,,0.4,24.400000000000002
2015-06-23,66,40.0,,0.4,26.400000000000002
2015-06-24,53,40.0,,0.4,21.200000000000003
2015-06-25,70,40.0,,0.4,28.0
2015-06-26,58,40.0,,0.4,23.200000000000003
2015-06-27,54,40.0,,0.4,21.6
2015-06-28,48,40.0,,0.4,19.200000000000003
2015-06-29,81,40.0,,0.4,32.4
2015-06-30,78,40.0,,0.4,31.200000000000003
2015-07-01,60,39.0,False,0.39,23.400000000000002
2015-07-02,44,39.0,,0.39,17.16
2015-07-03,54,39.0,,0.39,21.060000000000002
2015-07-04,51,39.0,,0.39,19.89
2015-07-05,40,39.0,,0.39,15.600000000000001
2015-07-06,67,39.0,,0.39,26.130000000000003
2015-07-07,62,39.0,,0.39,24.18
2015-07-08,74,39.0,,0.39,28.86
2015-07-09,55,39.0,,0.39,21.45
2015-07-10,58,39.0,,0.39,22.62
2015-07-11,59,39.0,,0.39,23.01
2015-07-12,53,39.0,,0.39,20.67
2015-07-13,75,39.0,,0.39,29.25
2015-07-14,78,39.0,,0.39,30.42
2015-07-15,63,39.0,,0.39,24.57
2015-07-16,52,39.0,,0.39,20.28
2015-07-17,73,39.0,,0.39,28.470000000000002
2015-07-18,65,39.0,,0.39,25.35
2015-07-19,73,39.0,,0.39,28.470000000000002
2015-07-20,100,39.0,,0.39,39.0
2015-07-21,75,39.0,,0.39,29.25
2015-07-22,54,39.0,,0.39,21.060000000000002
2015-07-23,85,39.0,,0.39,33.15
2015-07-24,62,39.0,,0.39,24.18
2015-07-25,46,39.0,,0.39,17.94
2015-07-26,84,39.0,,0.39,32.76
2015-07-27,65,39.0,,0.39,25.35
2015-07-28,76,39.0,,0.39,29.64
2015-07-29,63,39.0,,0.39,24.57
2015-07-30,60,39.0,,0.39,23.400000000000002
2015-07-31,68,39.0,,0.39,26.52
2015-08-01,52,41.0,False,0.41,21.32
2015-08-02,52,41.0,,0.41,21.32
2015-08-03,59,41.0,,0.41,24.189999999999998
2015-08-04,63,41.0,,0.41,25.83
2015-08-05,62,41.0,,0.41,25.419999999999998
2015-08-06,77,41.0,,0.41,31.569999999999997
2015-08-07,72,41.0,,0.41,29.52
2015-08-08,51,41.0,,0.41,20.91
2015-08-09,63,41.0,,0.41,25.83
2015-08-10,81,41.0,,0.41,33.21
2015-08-11,72,41.0,,0.41,29.52
2015-08-12,76,41.0,,0.41,31.159999999999997
2015-08-13,67,41.0,,0.41,27.47
2015-08-14,62,41.0,,0.41,25.419999999999998
2015-08-15,50,41.0,,0.41,20.5
2015-08-16,62,41.0,,0.41,25.419999999999998
2015-08-17,71,41.0,,0.41,29.11
2015-08-18,74,41.0,,0.41,30.34
2015-08-19,73,41.0,,0.41,29.93
2015-08-20,67,41.0,,0.41,27.47
2015-08-21,80,41.0,,0.41,32.8
2015-08-22,51,41.0,,0.41,20.91
2015-08-23,45,41.0,,0.41,18.45
2015-08-24,100,41.0,,0.41,41.0
2015-08-25,96,41.0,,0.41,39.36
2015-08-26,77,41.0,,0.41,31.569999999999997
2015-08-27,71,41.0,,0.41,29.11
2015-08-28,65,41.0,,0.41,26.65
2015-08-29,50,41.0,,0.41,20.5
2015-08-30,60,41.0,,0.41,24.599999999999998
2015-08-31,64,41.0,,0.41,26.24
2015-09-01,91,37.0,False,0.37,33.67
2015-09-02,81,37.0,,0.37,29.97
2015-09-03,84,37.0,,0.37,31.08
2015-09-04,85,37.0,,0.37,31.45
2015-09-05,45,37.0,,0.37,16.65
2015-09-06,58,37.0,,0.37,21.46
2015-09-07,54,37.0,,0.37,19.98
2015-09-08,85,37.0,,0.37,31.45
2015-09-09,55,37.0,,0.37,20.35
2015-09-10,61,37.0,,0.37,22.57
2015-09-11,75,37.0,,0.37,27.75
2015-09-12,42,37.0,,0.37,15.54
2015-09-13,55,37.0,,0.37,20.35
2015-09-14,59,37.0,,0.37,21.83
2015-09-15,65,37.0,,0.37,24.05
2015-09-16,100,37.0,,0.37,37.0
2015-09-17,76,37.0,,0.37,28.12
2015-09-18,61,37.0,,0.37,22.57
2015-09-19,50,37.0,,0.37,18.5
2015-09-20,48,37.0,,0.37,17.759999999999998
2015-09-21,57,37.0,,0.37,21.09
2015-09-22,72,37.0,,0.37,26.64
2015-09-23,57,37.0,,0.37,21.09
2015-09-24,61,37.0,,0.37,22.57
2015-09-25,57,37.0,,0.37,21.09
2015-09-26,59,37.0,,0.37,21.83
2015-09-27,58,37.0,,0.37,21.46
2015-09-28,52,37.0,,0.37,19.24
2015-09-29,80,37.0,,0.37,29.6
2015-09-30,56,37.0,,0.37,20.72
2015-10-01,85,39.0,False,0.39,33.15
2015-10-02,69,39.0,,0.39,26.91
2015-10-03,61,39.0,,0.39,23.79
2015-10-04,59,39.0,,0.39,23.01
2015-10-05,76,39.0,,0.39,29.64
2015-10-06,90,39.0,,0.39,35.1
2015-10-07,89,39.0,,0.39,34.71
2015-10-08,74,39.0,,0.39,28.86
2015-10-09,87,39.0,,0.39,33.93
2015-10-10,54,39.0,,0.39,21.060000000000002
2015-10-11,58,39.0,,0.39,22.62
2015-10-12,72,39.0,,0.39,28.080000000000002
2015-10-13,67,39.0,,0.39,26.130000000000003
2015-10-14,83,39.0,,0.39,32.370000000000005
2015-10-15,86,39.0,,0.39,33.54
2015-10-16,68,39.0,,0.39,26.52
2015-10-17,61,39.0,,0.39,23.79
2015-10-18,56,39.0,,0.39,21.84
2015-10-19,81,39.0,,0.39,31.59
2015-10-20,90,39.0,,0.39,35.1
2015-10-21,89,39.0,,0.39,34.71
2015-10-22,89,39.0,,0.39,34.71
2015-10-23,71,39.0,,0.39,27.69
2015-10-24,65,39.0,,0.39,25.35
2015-10-25,68,39.0,,0.39,26.52
2015-10-26,100,39.0,,0.39,39.0
2015-10-27,93,39.0,,0.39,36.27
2015-10-28,82,39.0,,0.39,31.98
2015-10-29,70,39.0,,0.39,27.3
2015-10-30,74,39.0,,0.39,28.86
2015-10-31,51,39.0,,0.39,19.89
2015-11-01,51,39.0,False,0.39,19.89
2015-11-02,70,39.0,,0.39,27.3
2015-11-03,88,39.0,,0.39,34.32
2015-11-04,85,39.0,,0.39,33.15
2015-11-05,100,39.0,,0.39,39.0
2015-11-06,92,39.0,,0.39,35.88
2015-11-07,59,39.0,,0.39,23.01
2015-11-08,58,39.0,,0.39,22.62
2015-11-09,88,39.0,,0.39,34.32
2015-11-10,89,39.0,,0.39,34.71
2015-11-11,79,39.0,,0.39,30.810000000000002
2015-11-12,78,39.0,,0.39,30.42
2015-11-13,78,39.0,,0.39,30.42
2015-11-14,46,39.0,,0.39,17.94
2015-11-15,66,39.0,,0.39,25.740000000000002
2015-11-16,90,39.0,,0.39,35.1
2015-11-17,75,39.0,,0.39,29.25
2015-11-18,90,39.0,,0.39,35.1
2015-11-19,72,39.0,,0.39,28.080000000000002
2015-11-20,64,39.0,,0.39,24.96
2015-11-21,54,39.0,,0.39,21.060000000000002
2015-11-22,68,39.0,,0.39,26.52
2015-11-23,76,39.0,,0.39,29.64
2015-11-24,80,39.0,,0.39,31.200000000000003
2015-11-25,60,39.0,,0.39,23.400000000000002
2015-11-26,51,39.0,,0.39,19.89
2015-11-27,53,39.0,,0.39,20.67
2015-11-28,56,39.0,,0.39,21.84
2015-11-29,57,39.0,,0.39,22.23
2015-11-30,80,39.0,,0.39,31.200000000000003
2015-12-01,95,38.0,False,0.38,36.1
2015-12-02,89,38.0,,0.38,33.82
2015-12-03,82,38.0,,0.38,31.16
2015-12-04,92,38.0,,0.38,34.96
2015-12-05,63,38.0,,0.38,23.94
2015-12-06,74,38.0,,0.38,28.12
2015-12-07,78,38.0,,0.38,29.64
2015-12-08,76,38.0,,0.38,28.88
2015-12-09,85,38.0,,0.38,32.3
2015-12-10,90,38.0,,0.38,34.2
2015-12-11,90,38.0,,0.38,34.2
2015-12-12,57,38.0,,0.38,21.66
2015-12-13,48,38.0,,0.38,18.240000000000002
2015-12-14,78,38.0,,0.38,29.64
2015-12-15,93,38.0,,0.38,35.34
2015-12-16,96,38.0,,0.38,36.480000000000004
2015-12-17,97,38.0,,0.38,36.86
2015-12-18,78,38.0,,0.38,29.64
2015-12-19,45,38.0,,0.38,17.1
2015-12-20,54,38.0,,0.38,20.52
2015-12-21,76,38.0,,0.38,28.88
2015-12-22,55,38.0,,0.38,20.9
2015-12-23,74,38.0,,0.38,28.12
2015-12-24,76,38.0,,0.38,28.88
2015-12-25,41,38.0,,0.38,15.58
2015-12-26,87,38.0,,0.38,33.06
2015-12-27,96,38.0,,0.38,36.480000000000004
2015-12-28,76,38.0,,0.38,28.88
2015-12-29,82,38.0,,0.38,31.16
2015-12-30,100,38.0,,0.38,38.0
2015-12-31,79,38.0,,0.38,30.02
2016-01-01,56,46.0,False,0.46,25.76
2016-01-02,75,46.0,,0.46,34.5
2016-01-03,76,46.0,,0.46,34.96
2016-01-04,99,46.0,,0.46,45.54
2016-01-05,83,46.0,,0.46,38.18
2016-01-06,94,46.0,,0.46,43.24
2016-01-07,88,46.0,,0.46,40.480000000000004
2016-01-08,88,46.0,,0.46,40.480000000000004
2016-01-09,61,46.0,,0.46,28.060000000000002
2016-01-10,77,46.0,,0.46,35.42
2016-01-11,75,46.0,,0.46,34.5
2016-01-12,80,46.0,,0.46,36.800000000000004
2016-01-13,91,46.0,,0.46,41.86
2016-01-14,74,46.0,,0.46,34.04
2016-01-15,79,46.0,,0.46,36.34
2016-01-16,74,46.0,,0.46,34.04
2016-01-17,60,46.0,,0.46,27.6
2016-01-18,74,46.0,,0.46,34.04
2016-01-19,81,46.0,,0.46,37.260000000000005
2016-01-20,100,46.0,,0.46,46.0
2016-01-21,89,46.0,,0.46,40.940000000000005
2016-01-22,77,46.0,,0.46,35.42
2016-01-23,61,46.0,,0.46,28.060000000000002
2016-01-24,63,46.0,,0.46,28.98
2016-01-25,75,46.0,,0.46,34.5
2016-01-26,84,46.0,,0.46,38.64
2016-01-27,72,46.0,,0.46,33.120000000000005
2016-01-28,76,46.0,,0.46,34.96
2016-01-29,74,46.0,,0.46,34.04
2016-01-30,68,46.0,,0.46,31.28
2016-01-31,65,46.0,,0.46,29.900000000000002
2016-02-01,67,44.0,False,0.44,29.48
2016-02-02,82,44.0,,0.44,36.08
2016-02-03,100,44.0,,0.44,44.0
2016-02-04,73,44.0,,0.44,32.12
2016-02-05,78,44.0,,0.44,34.32
2016-02-06,60,44.0,,0.44,26.4
2016-02-07,57,44.0,,0.44,25.080000000000002
2016-02-08,67,44.0,,0.44,29.48
2016-02-09,86,44.0,,0.44,37.84
2016-02-10,76,44.0,,0.44,33.44
2016-02-11,70,44.0,,0.44,30.8
2016-02-12,74,44.0,,0.44,32.56
2016-02-13,55,44.0,,0.44,24.2
2016-02-14,76,44.0,,0.44,33.44
2016-02-15,78,44.0,,0.44,34.32
2016-02-16,80,44.0,,0.44,35.2
2016-02-17,80,44.0,,0.44,35.2
2016-02-18,90,44.0,,0.44,39.6
2016-02-19,83,44.0,,0.44,36.52
2016-02-20,72,44.0,,0.44,31.68
2016-02-21,86,44.0,,0.44,37.84
2016-02-22,76,44.0,,0.44,33.44
2016-02-23,80,44.0,,0.44,35.2
2016-02-24,77,44.0,,0.44,33.88
2016-02-25,76,44.0,,0.44,33.44
2016-02-26,90,44.0,,0.44,39.6
2016-02-27,70,44.0,,0.44,30.8
2016-02-28,64,44.0,,0.44,28.16
2016-02-29,75,44.0,,0.44,33.0
2016-03-01,86,43.0,False,0.43,36.98
2016-03-02,66,43.0,,0.43,28.38
2016-03-03,74,43.0,,0.43,31.82
2016-03-04,84,43.0,,0.43,36.12
2016-03-05,64,43.0,,0.43,27.52
2016-03-06,53,43.0,,0.43,22.79
2016-03-07,85,43.0,,0.43,36.55
2016-03-08,85,43.0,,0.43,36.55
2016-03-09,73,43.0,,0.43,31.39
2016-03-10,79,43.0,,0.43,33.97
2016-03-11,83,43.0,,0.43,35.69
2016-03-12,51,43.0,,0.43,21.93
2016-03-13,66,43.0,,0.43,28.38
2016-03-14,69,43.0,,0.43,29.669999999999998
2016-03-15,67,43.0,,0.43,28.81
2016-03-16,71,43.0,,0.43,30.53
2016-03-17,83,43.0,,0.43,35.69
2016-03-18,59,43.0,,0.43,25.37
2016-03-19,52,43.0,,0.43,22.36
2016-03-20,61,43.0,,0.43,26.23
2016-03-21,68,43.0,,0.43,29.24
2016-03-22,76,43.0,,0.43,32.68
2016-03-23,100,43.0,,0.43,43.0
2016-03-24,78,43.0,,0.43,33.54
2016-03-25,49,43.0,,0.43,21.07
2016-03-26,61,43.0,,0.43,26.23
2016-03-27,44,43.0,,0.43,18.919999999999998
2016-03-28,68,43.0,,0.43,29.24
2016-03-29,77,43.0,,0.43,33.11
2016-03-30,76,43.0,,0.43,32.68
2016-03-31,84,43.0,,0.43,36.12
2016-04-01,66,44.0,False,0.44,29.04
2016-04-02,62,44.0,,0.44,27.28
2016-04-03,85,44.0,,0.44,37.4
2016-04-04,93,44.0,,0.44,40.92
2016-04-05,86,44.0,,0.44,37.84
2016-04-06,87,44.0,,0.44,38.28
2016-04-07,77,44.0,,0.44,33.88
2016-04-08,55,44.0,,0.44,24.2
2016-04-09,52,44.0,,0.44,22.88
2016-04-10,63,44.0,,0.44,27.72
2016-04-11,90,44.0,,0.44,39.6
2016-04-12,76,44.0,,0.44,33.44
2016-04-13,94,44.0,,0.44,41.36
2016-04-14,79,44.0,,0.44,34.76
2016-04-15,77,44.0,,0.44,33.88
2016-04-16,66,44.0,,0.44,29.04
2016-04-17,62,44.0,,0.44,27.28
2016-04-18,73,44.0,,0.44,32.12
2016-04-19,100,44.0,,0.44,44.0
2016-04-20,71,44.0,,0.44,31.24
2016-04-21,83,44.0,,0.44,36.52
2016-04-22,66,44.0,,0.44,29.04
2016-04-23,71,44.0,,0.44,31.24
2016-04-24,73,44.0,,0.44,32.12
2016-04-25,84,44.0,,0.44,36.96
2016-04-26,65,44.0,,0.44,28.6
2016-04-27,78,44.0,,0.44,34.32
2016-04-28,83,44.0,,0.44,36.52
2016-04-29,68,44.0,,0.44,29.92
2016-04-30,55,44.0,,0.44,24.2
2016-05-01,98,39.0,False,0.39,38.22
2016-05-02,84,39.0,,0.39,32.76
2016-05-03,93,39.0,,0.39,36.27
2016-05-04,73,39.0,,0.39,28.470000000000002
2016-05-05,87,39.0,,0.39,33.93
2016-05-06,71,39.0,,0.39,27.69
2016-05-07,50,39.0,,0.39,19.5
