date,lifestyle_unscaled,lifestyle_monthly,isPartial,scale,lifestyle
2010-01-01,87,44.0,False,0.44,38.28
2010-01-02,96,44.0,,0.44,42.24
2010-01-03,92,44.0,,0.44,40.48
2010-01-04,70,44.0,,0.44,30.8
2010-01-05,83,44.0,,0.44,36.52
2010-01-06,85,44.0,,0.44,37.4
2010-01-07,75,44.0,,0.44,33.0
2010-01-08,78,44.0,,0.44,34.32
2010-01-09,70,44.0,,0.44,30.8
2010-01-10,74,44.0,,0.44,32.56
2010-01-11,96,44.0,,0.44,42.24
2010-01-12,99,44.0,,0.44,43.56
2010-01-13,87,44.0,,0.44,38.28
2010-01-14,75,44.0,,0.44,33.0
2010-01-15,79,44.0,,0.44,34.76
2010-01-16,60,44.0,,0.44,26.4
2010-01-17,68,44.0,,0.44,29.92
2010-01-18,79,44.0,,0.44,34.76
2010-01-19,74,44.0,,0.44,32.56
2010-01-20,100,44.0,,0.44,44.0
2010-01-21,70,44.0,,0.44,30.8
2010-01-22,56,44.0,,0.44,24.64
2010-01-23,73,44.0,,0.44,32.12
2010-01-24,57,44.0,,0.44,25.080000000000002
2010-01-25,76,44.0,,0.44,33.44
2010-01-26,71,44.0,,0.44,31.24
2010-01-27,78,44.0,,0.44,34.32
2010-01-28,91,44.0,,0.44,40.04
2010-01-29,77,44.0,,0.44,33.88
2010-01-30,84,44.0,,0.44,36.96
2010-01-31,70,44.0,,0.44,30.8
2010-02-01,86,42.0,False,0.42,36.12
2010-02-02,77,42.0,,0.42,32.339999999999996
2010-02-03,76,42.0,,0.42,31.919999999999998
2010-02-04,86,42.0,,0.42,36.12
2010-02-05,81,42.0,,0.42,34.019999999999996
2010-02-06,54,42.0,,0.42,22.68
2010-02-07,82,42.0,,0.42,34.44
2010-02-08,68,42.0,,0.42,28.56
2010-02-09,82,42.0,,0.42,34.44
2010-02-10,89,42.0,,0.42,37.379999999999995
2010-02-11,82,42.0,,0.42,34.44
2010-02-12,69,42.0,,0.42,28.98
2010-02-13,84,42.0,,0.42,35.28
2010-02-14,64,42.0,,0.42,26.88
2010-02-15,75,42.0,,0.42,31.5
2010-02-16,78,42.0,,0.42,32.76
2010-02-17,70,42.0,,0.42,29.4
2010-02-18,81,42.0,,0.42,34.019999999999996
2010-02-19,70,42.0,,0.42,29.4
2010-02-20,87,42.0,,0.42,36.54
2010-02-21,72,42.0,,0.42,30.24
2010-02-22,100,42.0,,0.42,42.0
2010-02-23,74,42.0,,0.42,31.08
2010-02-24,83,42.0,,0.42,34.86
2010-02-25,87,42.0,,0.42,36.54
2010-02-26,62,42.0,,0.42,26.04
2010-02-27,73,42.0,,0.42,30.66
2010-02-28,85,42.0,,0.42,35.699999999999996
2010-03-01,78,41.0,False,0.41,31.979999999999997
2010-03-02,82,41.0,,0.41,33.62
2010-03-03,69,41.0,,0.41,28.29
2010-03-04,100,41.0,,0.41,41.0
2010-03-05,53,41.0,,0.41,21.73
2010-03-06,59,41.0,,0.41,24.189999999999998
2010-03-07,81,41.0,,0.41,33.21
2010-03-08,78,41.0,,0.41,31.979999999999997
2010-03-09,64,41.0,,0.41,26.24
2010-03-10,81,41.0,,0.41,33.21
2010-03-11,66,41.0,,0.41,27.06
2010-03-12,65,41.0,,0.41,26.65
2010-03-13,62,41.0,,0.41,25.419999999999998
2010-03-14,74,41.0,,0.41,30.34
2010-03-15,72,41.0,,0.41,29.52
2010-03-16,78,41.0,,0.41,31.979999999999997
2010-03-17,70,41.0,,0.41,28.7
2010-03-18,59,41.0,,0.41,24.189999999999998
2010-03-19,52,41.0,,0.41,21.32
2010-03-20,59,41.0,,0.41,24.189999999999998
2010-03-21,60,41.0,,0.41,24.599999999999998
2010-03-22,79,41.0,,0.41,32.39
2010-03-23,80,41.0,,0.41,32.8
2010-03-24,65,41.0,,0.41,26.65
2010-03-25,69,41.0,,0.41,28.29
2010-03-26,73,41.0,,0.41,29.93
2010-03-27,80,41.0,,0.41,32.8
2010-03-28,59,41.0,,0.41,24.189999999999998
2010-03-29,84,41.0,,0.41,34.44
2010-03-30,67,41.0,,0.41,27.47
2010-03-31,72,41.0,,0.41,29.52
2010-04-01,70,42.0,False,0.42,29.4
2010-04-02,77,42.0,,0.42,32.339999999999996
2010-04-03,100,42.0,,0.42,42.0
2010-04-04,75,42.0,,0.42,31.5
2010-04-05,80,42.0,,0.42,33.6
2010-04-06,51,42.0,,0.42,21.419999999999998
2010-04-07,51,42.0,,0.42,21.419999999999998
2010-04-08,60,42.0,,0.42,25.2
2010-04-09,75,42.0,,0.42,31.5
2010-04-10,68,42.0,,0.42,28.56
2010-04-11,94,42.0,,0.42,39.48
2010-04-12,77,42.0,,0.42,32.339999999999996
2010-04-13,82,42.0,,0.42,34.44
2010-04-14,70,42.0,,0.42,29.4
2010-04-15,83,42.0,,0.42,34.86
2010-04-16,87,42.0,,0.42,36.54
2010-04-17,83,42.0,,0.42,34.86
2010-04-18,89,42.0,,0.42,37.379999999999995
2010-04-19,93,42.0,,0.42,39.059999999999995
2010-04-20,94,42.0,,0.42,39.48
2010-04-21,83,42.0,,0.42,34.86
2010-04-22,83,42.0,,0.42,34.86
2010-04-23,71,42.0,,0.42,29.82
2010-04-24,63,42.0,,0.42,26.459999999999997
2010-04-25,68,42.0,,0.42,28.56
2010-04-26,76,42.0,,0.42,31.919999999999998
2010-04-27,82,42.0,,0.42,34.44
2010-04-28,79,42.0,,0.42,33.18
2010-04-29,66,42.0,,0.42,27.72
2010-04-30,68,42.0,,0.42,28.56
2010-05-01,75,41.0,False,0.41,30.749999999999996
2010-05-02,71,41.0,,0.41,29.11
2010-05-03,66,41.0,,0.41,27.06
2010-05-04,86,41.0,,0.41,35.26
2010-05-05,79,41.0,,0.41,32.39
2010-05-06,45,41.0,,0.41,18.45
2010-05-07,62,41.0,,0.41,25.419999999999998
2010-05-08,73,41.0,,0.41,29.93
2010-05-09,100,41.0,,0.41,41.0
2010-05-10,38,41.0,,0.41,15.579999999999998
2010-05-11,72,41.0,,0.41,29.52
2010-05-12,68,41.0,,0.41,27.88
2010-05-13,80,41.0,,0.41,32.8
2010-05-14,66,41.0,,0.41,27.06
2010-05-15,43,41.0,,0.41,17.63
2010-05-16,64,41.0,,0.41,26.24
2010-05-17,65,41.0,,0.41,26.65
2010-05-18,79,41.0,,0.41,32.39
2010-05-19,50,41.0,,0.41,20.5
2010-05-20,55,41.0,,0.41,22.549999999999997
2010-05-21,54,41.0,,0.41,22.139999999999997
2010-05-22,68,41.0,,0.41,27.88
2010-05-23,61,41.0,,0.41,25.009999999999998
2010-05-24,77,41.0,,0.41,31.569999999999997
2010-05-25,64,41.0,,0.41,26.24
2010-05-26,68,41.0,,0.41,27.88
2010-05-27,59,41.0,,0.41,24.189999999999998
2010-05-28,51,41.0,,0.41,20.91
2010-05-29,63,41.0,,0.41,25.83
2010-05-30,55,41.0,,0.41,22.549999999999997
2010-05-31,64,41.0,,0.41,26.24
2010-06-01,89,37.0,False,0.37,32.93
2010-06-02,88,37.0,,0.37,32.56
2010-06-03,100,37.0,,0.37,37.0
2010-06-04,88,37.0,,0.37,32.56
2010-06-05,84,37.0,,0.37,31.08
2010-06-06,82,37.0,,0.37,30.34
2010-06-07,85,37.0,,0.37,31.45
2010-06-08,98,37.0,,0.37,36.26
2010-06-09,85,37.0,,0.37,31.45
2010-06-10,72,37.0,,0.37,26.64
2010-06-11,86,37.0,,0.37,31.82
2010-06-12,65,37.0,,0.37,24.05
2010-06-13,78,37.0,,0.37,28.86
2010-06-14,79,37.0,,0.37,29.23
2010-06-15,84,37.0,,0.37,31.08
2010-06-16,71,37.0,,0.37,26.27
2010-06-17,82,37.0,,0.37,30.34
2010-06-18,75,37.0,,0.37,27.75
2010-06-19,80,37.0,,0.37,29.6
2010-06-20,84,37.0,,0.37,31.08
2010-06-21,98,37.0,,0.37,36.26
2010-06-22,76,37.0,,0.37,28.12
2010-06-23,74,37.0,,0.37,27.38
2010-06-24,85,37.0,,0.37,31.45
2010-06-25,68,37.0,,0.37,25.16
2010-06-26,58,37.0,,0.37,21.46
2010-06-27,61,37.0,,0.37,22.57
2010-06-28,77,37.0,,0.37,28.49
2010-06-29,70,37.0,,0.37,25.9
2010-06-30,70,37.0,,0.37,25.9
2010-07-01,78,35.0,False,0.35,27.299999999999997
2010-07-02,100,35.0,,0.35,35.0
2010-07-03,65,35.0,,0.35,22.75
2010-07-04,61,35.0,,0.35,21.349999999999998
2010-07-05,74,35.0,,0.35,25.9
2010-07-06,88,35.0,,0.35,30.799999999999997
2010-07-07,82,35.0,,0.35,28.7
2010-07-08,80,35.0,,0.35,28.0
2010-07-09,66,35.0,,0.35,23.099999999999998
2010-07-10,63,35.0,,0.35,22.049999999999997
2010-07-11,64,35.0,,0.35,22.4
2010-07-12,85,35.0,,0.35,29.749999999999996
2010-07-13,86,35.0,,0.35,30.099999999999998
2010-07-14,78,35.0,,0.35,27.299999999999997
2010-07-15,72,35.0,,0.35,25.2
2010-07-16,93,35.0,,0.35,32.55
2010-07-17,63,35.0,,0.35,22.049999999999997
2010-07-18,76,35.0,,0.35,26.599999999999998
2010-07-19,85,35.0,,0.35,29.749999999999996
2010-07-20,75,35.0,,0.35,26.25
2010-07-21,94,35.0,,0.35,32.9
2010-07-22,84,35.0,,0.35,29.4
2010-07-23,77,35.0,,0.35,26.95
2010-07-24,69,35.0,,0.35,24.15
2010-07-25,71,35.0,,0.35,24.849999999999998
2010-07-26,88,35.0,,0.35,30.799999999999997
2010-07-27,80,35.0,,0.35,28.0
2010-07-28,96,35.0,,0.35,33.599999999999994
2010-07-29,84,35.0,,0.35,29.4
2010-07-30,78,35.0,,0.35,27.299999999999997
2010-07-31,68,35.0,,0.35,23.799999999999997
2010-08-01,97,39.0,False,0.39,37.83
2010-08-02,93,39.0,,0.39,36.27
2010-08-03,84,39.0,,0.39,32.76
2010-08-04,78,39.0,,0.39,30.42
2010-08-05,78,39.0,,0.39,30.42
2010-08-06,67,39.0,,0.39,26.130000000000003
2010-08-07,59,39.0,,0.39,23.01
2010-08-08,93,39.0,,0.39,36.27
2010-08-09,73,39.0,,0.39,28.470000000000002
2010-08-10,79,39.0,,0.39,30.810000000000002
2010-08-11,87,39.0,,0.39,33.93
2010-08-12,75,39.0,,0.39,29.25
2010-08-13,78,39.0,,0.39,30.42
2010-08-14,78,39.0,,0.39,30.42
2010-08-15,74,39.0,,0.39,28.86
2010-08-16,64,39.0,,0.39,24.96
2010-08-17,100,39.0,,0.39,39.0
2010-08-18,65,39.0,,0.39,25.35
2010-08-19,85,39.0,,0.39,33.15
2010-08-20,98,39.0,,0.39,38.22
2010-08-21,61,39.0,,0.39,23.79
2010-08-22,69,39.0,,0.39,26.91
2010-08-23,93,39.0,,0.39,36.27
2010-08-24,71,39.0,,0.39,27.69
2010-08-25,88,39.0,,0.39,34.32
2010-08-26,76,39.0,,0.39,29.64
2010-08-27,81,39.0,,0.39,31.59
2010-08-28,65,39.0,,0.39,25.35
2010-08-29,59,39.0,,0.39,23.01
2010-08-30,74,39.0,,0.39,28.86
2010-08-31,78,39.0,,0.39,30.42
2010-09-01,62,36.0,False,0.36,22.32
2010-09-02,46,36.0,,0.36,16.56
2010-09-03,62,36.0,,0.36,22.32
2010-09-04,38,36.0,,0.36,13.68
2010-09-05,47,36.0,,0.36,16.919999999999998
2010-09-06,59,36.0,,0.36,21.24
2010-09-07,59,36.0,,0.36,21.24
2010-09-08,31,36.0,,0.36,11.16
2010-09-09,62,36.0,,0.36,22.32
2010-09-10,35,36.0,,0.36,12.6
2010-09-11,36,36.0,,0.36,12.959999999999999
2010-09-12,43,36.0,,0.36,15.479999999999999
2010-09-13,35,36.0,,0.36,12.6
2010-09-14,69,36.0,,0.36,24.84
2010-09-15,62,36.0,,0.36,22.32
2010-09-16,70,36.0,,0.36,25.2
2010-09-17,58,36.0,,0.36,20.88
2010-09-18,54,36.0,,0.36,19.439999999999998
2010-09-19,32,36.0,,0.36,11.52
2010-09-20,60,36.0,,0.36,21.599999999999998
2010-09-21,53,36.0,,0.36,19.08
2010-09-22,66,36.0,,0.36,23.759999999999998
2010-09-23,54,36.0,,0.36,19.439999999999998
2010-09-24,70,36.0,,0.36,25.2
2010-09-25,47,36.0,,0.36,16.919999999999998
2010-09-26,72,36.0,,0.36,25.919999999999998
2010-09-27,48,36.0,,0.36,17.28
2010-09-28,38,36.0,,0.36,13.68
2010-09-29,50,36.0,,0.36,18.0
2010-09-30,100,36.0,,0.36,36.0
2010-10-01,84,40.0,False,0.4,33.6
2010-10-02,66,40.0,,0.4,26.400000000000002
2010-10-03,56,40.0,,0.4,22.400000000000002
2010-10-04,77,40.0,,0.4,30.8
2010-10-05,68,40.0,,0.4,27.200000000000003
2010-10-06,100,40.0,,0.4,40.0
2010-10-07,73,40.0,,0.4,29.200000000000003
2010-10-08,64,40.0,,0.4,25.6
2010-10-09,71,40.0,,0.4,28.400000000000002
2010-10-10,67,40.0,,0.4,26.8
2010-10-11,72,40.0,,0.4,28.8
2010-10-12,83,40.0,,0.4,33.2
2010-10-13,80,40.0,,0.4,32.0
2010-10-14,67,40.0,,0.4,26.8
2010-10-15,64,40.0,,0.4,25.6
2010-10-16,70,40.0,,0.4,28.0
2010-10-17,69,40.0,,0.4,27.6
2010-10-18,76,40.0,,0.4,30.400000000000002
2010-10-19,78,40.0,,0.4,31.200000000000003
2010-10-20,64,40.0,,0.4,25.6
2010-10-21,73,40.0,,0.4,29.200000000000003
2010-10-22,50,40.0,,0.4,20.0
2010-10-23,33,40.0,,0.4,13.200000000000001
2010-10-24,70,40.0,,0.4,28.0
2010-10-25,87,40.0,,0.4,34.800000000000004
2010-10-26,94,40.0,,0.4,37.6
2010-10-27,81,40.0,,0.4,32.4
2010-10-28,70,40.0,,0.4,28.0
2010-10-29,67,40.0,,0.4,26.8
2010-10-30,68,40.0,,0.4,27.200000000000003
2010-10-31,79,40.0,,0.4,31.6
2010-11-01,72,38.0,False,0.38,27.36
2010-11-02,91,38.0,,0.38,34.58
2010-11-03,91,38.0,,0.38,34.58
2010-11-04,89,38.0,,0.38,33.82
2010-11-05,98,38.0,,0.38,37.24
2010-11-06,73,38.0,,0.38,27.740000000000002
2010-11-07,77,38.0,,0.38,29.26
2010-11-08,89,38.0,,0.38,33.82
2010-11-09,100,38.0,,0.38,38.0
2010-11-10,87,38.0,,0.38,33.06
2010-11-11,79,38.0,,0.38,30.02
2010-11-12,74,38.0,,0.38,28.12
2010-11-13,74,38.0,,0.38,28.12
2010-11-14,81,38.0,,0.38,30.78
2010-11-15,96,38.0,,0.38,36.480000000000004
2010-11-16,91,38.0,,0.38,34.58
2010-11-17,84,38.0,,0.38,31.92
2010-11-18,76,38.0,,0.38,28.88
2010-11-19,83,38.0,,0.38,31.54
2010-11-20,66,38.0,,0.38,25.080000000000002
2010-11-21,67,38.0,,0.38,25.46
2010-11-22,77,38.0,,0.38,29.26
2010-11-23,92,38.0,,0.38,34.96
2010-11-24,75,38.0,,0.38,28.5
2010-11-25,57,38.0,,0.38,21.66
2010-11-26,78,38.0,,0.38,29.64
2010-11-27,77,38.0,,0.38,29.26
2010-11-28,87,38.0,,0.38,33.06
2010-11-29,83,38.0,,0.38,31.54
2010-11-30,100,38.0,,0.38,38.0
2010-12-01,53,38.0,False,0.38,20.14
2010-12-02,73,38.0,,0.38,27.740000000000002
2010-12-03,63,38.0,,0.38,23.94
2010-12-04,57,38.0,,0.38,21.66
2010-12-05,60,38.0,,0.38,22.8
2010-12-06,100,38.0,,0.38,38.0
2010-12-07,90,38.0,,0.38,34.2
2010-12-08,96,38.0,,0.38,36.480000000000004
2010-12-09,91,38.0,,0.38,34.58
2010-12-10,68,38.0,,0.38,25.84
2010-12-11,74,38.0,,0.38,28.12
2010-12-12,69,38.0,,0.38,26.22
2010-12-13,82,38.0,,0.38,31.16
2010-12-14,59,38.0,,0.38,22.42
2010-12-15,65,38.0,,0.38,24.7
2010-12-16,51,38.0,,0.38,19.38
2010-12-17,45,38.0,,0.38,17.1
2010-12-18,54,38.0,,0.38,20.52
2010-12-19,46,38.0,,0.38,17.48
2010-12-20,70,38.0,,0.38,26.6
2010-12-21,65,38.0,,0.38,24.7
2010-12-22,60,38.0,,0.38,22.8
2010-12-23,53,38.0,,0.38,20.14
2010-12-24,55,38.0,,0.38,20.9
2010-12-25,57,38.0,,0.38,21.66
2010-12-26,75,38.0,,0.38,28.5
2010-12-27,69,38.0,,0.38,26.22
2010-12-28,74,38.0,,0.38,28.12
2010-12-29,90,38.0,,0.38,34.2
2010-12-30,64,38.0,,0.38,24.32
2010-12-31,79,38.0,,0.38,30.02
2011-01-01,70,45.0,False,0.45,31.5
2011-01-02,79,45.0,,0.45,35.550000000000004
2011-01-03,100,45.0,,0.45,45.0
2011-01-04,83,45.0,,0.45,37.35
2011-01-05,86,45.0,,0.45,38.7
2011-01-06,85,45.0,,0.45,38.25
2011-01-07,71,45.0,,0.45,31.95
2011-01-08,84,45.0,,0.45,37.800000000000004
2011-01-09,78,45.0,,0.45,35.1
2011-01-10,74,45.0,,0.45,33.300000000000004
2011-01-11,81,45.0,,0.45,36.45
2011-01-12,85,45.0,,0.45,38.25
2011-01-13,85,45.0,,0.45,38.25
2011-01-14,64,45.0,,0.45,28.8
2011-01-15,82,45.0,,0.45,36.9
2011-01-16,67,45.0,,0.45,30.150000000000002
2011-01-17,77,45.0,,0.45,34.65
2011-01-18,79,45.0,,0.45,35.550000000000004
2011-01-19,85,45.0,,0.45,38.25
2011-01-20,74,45.0,,0.45,33.300000000000004
2011-01-21,84,45.0,,0.45,37.800000000000004
2011-01-22,84,45.0,,0.45,37.800000000000004
2011-01-23,84,45.0,,0.45,37.800000000000004
2011-01-24,89,45.0,,0.45,40.050000000000004
2011-01-25,74,45.0,,0.45,33.300000000000004
2011-01-26,76,45.0,,0.45,34.2
2011-01-27,92,45.0,,0.45,41.4
2011-01-28,70,45.0,,0.45,31.5
2011-01-29,71,45.0,,0.45,31.95
2011-01-30,75,45.0,,0.45,33.75
2011-01-31,81,45.0,,0.45,36.45
2011-02-01,93,46.0,False,0.46,42.78
2011-02-02,95,46.0,,0.46,43.7
2011-02-03,80,46.0,,0.46,36.800000000000004
2011-02-04,77,46.0,,0.46,35.42
2011-02-05,71,46.0,,0.46,32.660000000000004
2011-02-06,96,46.0,,0.46,44.160000000000004
2011-02-07,97,46.0,,0.46,44.620000000000005
2011-02-08,90,46.0,,0.46,41.4
2011-02-09,85,46.0,,0.46,39.1
2011-02-10,79,46.0,,0.46,36.34
2011-02-11,68,46.0,,0.46,31.28
2011-02-12,90,46.0,,0.46,41.4
2011-02-13,75,46.0,,0.46,34.5
2011-02-14,87,46.0,,0.46,40.02
2011-02-15,85,46.0,,0.46,39.1
2011-02-16,78,46.0,,0.46,35.88
2011-02-17,83,46.0,,0.46,38.18
2011-02-18,71,46.0,,0.46,32.660000000000004
2011-02-19,81,46.0,,0.46,37.260000000000005
2011-02-20,70,46.0,,0.46,32.2
2011-02-21,100,46.0,,0.46,46.0
2011-02-22,92,46.0,,0.46,42.32
2011-02-23,81,46.0,,0.46,37.260000000000005
2011-02-24,73,46.0,,0.46,33.58
2011-02-25,63,46.0,,0.46,28.98
2011-02-26,78,46.0,,0.46,35.88
2011-02-27,85,46.0,,0.46,39.1
2011-02-28,79,46.0,,0.46,36.34
2011-03-01,81,43.0,False,0.43,34.83
2011-03-02,89,43.0,,0.43,38.269999999999996
2011-03-03,71,43.0,,0.43,30.53
2011-03-04,86,43.0,,0.43,36.98
2011-03-05,85,43.0,,0.43,36.55
2011-03-06,78,43.0,,0.43,33.54
2011-03-07,86,43.0,,0.43,36.98
2011-03-08,82,43.0,,0.43,35.26
2011-03-09,86,43.0,,0.43,36.98
2011-03-10,67,43.0,,0.43,28.81
2011-03-11,80,43.0,,0.43,34.4
2011-03-12,91,43.0,,0.43,39.13
2011-03-13,64,43.0,,0.43,27.52
2011-03-14,64,43.0,,0.43,27.52
2011-03-15,51,43.0,,0.43,21.93
2011-03-16,68,43.0,,0.43,29.24
2011-03-17,100,43.0,,0.43,43.0
2011-03-18,74,43.0,,0.43,31.82
2011-03-19,79,43.0,,0.43,33.97
2011-03-20,70,43.0,,0.43,30.099999999999998
2011-03-21,74,43.0,,0.43,31.82
2011-03-22,85,43.0,,0.43,36.55
2011-03-23,74,43.0,,0.43,31.82
2011-03-24,79,43.0,,0.43,33.97
2011-03-25,70,43.0,,0.43,30.099999999999998
2011-03-26,98,43.0,,0.43,42.14
2011-03-27,80,43.0,,0.43,34.4
2011-03-28,94,43.0,,0.43,40.42
2011-03-29,77,43.0,,0.43,33.11
2011-03-30,94,43.0,,0.43,40.42
2011-03-31,72,43.0,,0.43,30.96
2011-04-01,67,46.0,False,0.46,30.82
2011-04-02,58,46.0,,0.46,26.68
2011-04-03,68,46.0,,0.46,31.28
2011-04-04,65,46.0,,0.46,29.900000000000002
2011-04-05,88,46.0,,0.46,40.480000000000004
2011-04-06,80,46.0,,0.46,36.800000000000004
2011-04-07,64,46.0,,0.46,29.44
2011-04-08,49,46.0,,0.46,22.540000000000003
2011-04-09,73,46.0,,0.46,33.58
2011-04-10,54,46.0,,0.46,24.84
2011-04-11,72,46.0,,0.46,33.120000000000005
2011-04-12,89,46.0,,0.46,40.940000000000005
2011-04-13,96,46.0,,0.46,44.160000000000004
2011-04-14,76,46.0,,0.46,34.96
2011-04-15,54,46.0,,0.46,24.84
2011-04-16,48,46.0,,0.46,22.080000000000002
2011-04-17,52,46.0,,0.46,23.92
2011-04-18,82,46.0,,0.46,37.72
2011-04-19,84,46.0,,0.46,38.64
2011-04-20,96,46.0,,0.46,44.160000000000004
2011-04-21,67,46.0,,0.46,30.82
2011-04-22,86,46.0,,0.46,39.56
2011-04-23,58,46.0,,0.46,26.68
2011-04-24,69,46.0,,0.46,31.740000000000002
2011-04-25,88,46.0,,0.46,40.480000000000004
2011-04-26,61,46.0,,0.46,28.060000000000002
2011-04-27,100,46.0,,0.46,46.0
2011-04-28,58,46.0,,0.46,26.68
2011-04-29,61,46.0,,0.46,28.060000000000002
2011-04-30,77,46.0,,0.46,35.42
2011-05-01,93,44.0,False,0.44,40.92
2011-05-02,64,44.0,,0.44,28.16
2011-05-03,86,44.0,,0.44,37.84
2011-05-04,83,44.0,,0.44,36.52
2011-05-05,73,44.0,,0.44,32.12
2011-05-06,66,44.0,,0.44,29.04
2011-05-07,86,44.0,,0.44,37.84
2011-05-08,66,44.0,,0.44,29.04
2011-05-09,87,44.0,,0.44,38.28
2011-05-10,82,44.0,,0.44,36.08
2011-05-11,80,44.0,,0.44,35.2
2011-05-12,87,44.0,,0.44,38.28
2011-05-13,74,44.0,,0.44,32.56
2011-05-14,63,44.0,,0.44,27.72
2011-05-15,100,44.0,,0.44,44.0
2011-05-16,80,44.0,,0.44,35.2
2011-05-17,77,44.0,,0.44,33.88
2011-05-18,96,44.0,,0.44,42.24
2011-05-19,92,44.0,,0.44,40.48
2011-05-20,96,44.0,,0.44,42.24
2011-05-21,88,44.0,,0.44,38.72
2011-05-22,68,44.0,,0.44,29.92
2011-05-23,90,44.0,,0.44,39.6
2011-05-24,78,44.0,,0.44,34.32
2011-05-25,80,44.0,,0.44,35.2
2011-05-26,74,44.0,,0.44,32.56
2011-05-27,58,44.0,,0.44,25.52
2011-05-28,68,44.0,,0.44,29.92
2011-05-29,66,44.0,,0.44,29.04
2011-05-30,70,44.0,,0.44,30.8
2011-05-31,92,44.0,,0.44,40.48
2011-06-01,85,43.0,False,0.43,36.55
2011-06-02,76,43.0,,0.43,32.68
2011-06-03,82,43.0,,0.43,35.26
2011-06-04,73,43.0,,0.43,31.39
2011-06-05,89,43.0,,0.43,38.269999999999996
2011-06-06,62,43.0,,0.43,26.66
2011-06-07,88,43.0,,0.43,37.839999999999996
2011-06-08,83,43.0,,0.43,35.69
2011-06-09,68,43.0,,0.43,29.24
2011-06-10,67,43.0,,0.43,28.81
2011-06-11,84,43.0,,0.43,36.12
2011-06-12,91,43.0,,0.43,39.13
2011-06-13,74,43.0,,0.43,31.82
2011-06-14,89,43.0,,0.43,38.269999999999996
2011-06-15,71,43.0,,0.43,30.53
2011-06-16,76,43.0,,0.43,32.68
2011-06-17,67,43.0,,0.43,28.81
2011-06-18,80,43.0,,0.43,34.4
2011-06-19,57,43.0,,0.43,24.509999999999998
2011-06-20,70,43.0,,0.43,30.099999999999998
2011-06-21,66,43.0,,0.43,28.38
2011-06-22,72,43.0,,0.43,30.96
2011-06-23,63,43.0,,0.43,27.09
2011-06-24,61,43.0,,0.43,26.23
2011-06-25,56,43.0,,0.43,24.08
2011-06-26,100,43.0,,0.43,43.0
2011-06-27,77,43.0,,0.43,33.11
2011-06-28,69,43.0,,0.43,29.669999999999998
2011-06-29,67,43.0,,0.43,28.81
2011-06-30,52,43.0,,0.43,22.36
2011-07-01,69,41.0,False,0.41,28.29
2011-07-02,97,41.0,,0.41,39.769999999999996
2011-07-03,60,41.0,,0.41,24.599999999999998
2011-07-04,99,41.0,,0.41,40.589999999999996
2011-07-05,84,41.0,,0.41,34.44
2011-07-06,90,41.0,,0.41,36.9
2011-07-07,74,41.0,,0.41,30.34
2011-07-08,77,41.0,,0.41,31.569999999999997
2011-07-09,76,41.0,,0.41,31.159999999999997
2011-07-10,79,41.0,,0.41,32.39
2011-07-11,86,41.0,,0.41,35.26
2011-07-12,80,41.0,,0.41,32.8
2011-07-13,79,41.0,,0.41,32.39
2011-07-14,85,41.0,,0.41,34.85
2011-07-15,75,41.0,,0.41,30.749999999999996
2011-07-16,84,41.0,,0.41,34.44
2011-07-17,80,41.0,,0.41,32.8
2011-07-18,79,41.0,,0.41,32.39
2011-07-19,87,41.0,,0.41,35.669999999999995
2011-07-20,87,41.0,,0.41,35.669999999999995
2011-07-21,81,41.0,,0.41,33.21
2011-07-22,78,41.0,,0.41,31.979999999999997
2011-07-23,76,41.0,,0.41,31.159999999999997
2011-07-24,78,41.0,,0.41,31.979999999999997
2011-07-25,100,41.0,,0.41,41.0
2011-07-26,71,41.0,,0.41,29.11
2011-07-27,80,41.0,,0.41,32.8
2011-07-28,72,41.0,,0.41,29.52
2011-07-29,74,41.0,,0.41,30.34
2011-07-30,84,41.0,,0.41,34.44
2011-07-31,71,41.0,,0.41,29.11
2011-08-01,72,40.0,False,0.4,28.8
2011-08-02,75,40.0,,0.4,30.0
2011-08-03,85,40.0,,0.4,34.0
2011-08-04,71,40.0,,0.4,28.400000000000002
2011-08-05,80,40.0,,0.4,32.0
2011-08-06,65,40.0,,0.4,26.0
2011-08-07,90,40.0,,0.4,36.0
2011-08-08,77,40.0,,0.4,30.8
2011-08-09,76,40.0,,0.4,30.400000000000002
2011-08-10,87,40.0,,0.4,34.800000000000004
2011-08-11,81,40.0,,0.4,32.4
2011-08-12,61,40.0,,0.4,24.400000000000002
2011-08-13,94,40.0,,0.4,37.6
2011-08-14,69,40.0,,0.4,27.6
2011-08-15,98,40.0,,0.4,39.2
2011-08-16,95,40.0,,0.4,38.0
2011-08-17,82,40.0,,0.4,32.800000000000004
2011-08-18,76,40.0,,0.4,30.400000000000002
2011-08-19,100,40.0,,0.4,40.0
2011-08-20,89,40.0,,0.4,35.6
2011-08-21,77,40.0,,0.4,30.8
2011-08-22,74,40.0,,0.4,29.6
2011-08-23,83,40.0,,0.4,33.2
2011-08-24,80,40.0,,0.4,32.0
2011-08-25,80,40.0,,0.4,32.0
2011-08-26,88,40.0,,0.4,35.2
2011-08-27,82,40.0,,0.4,32.800000000000004
2011-08-28,64,40.0,,0.4,25.6
2011-08-29,86,40.0,,0.4,34.4
2011-08-30,87,40.0,,0.4,34.800000000000004
2011-08-31,83,40.0,,0.4,33.2
2011-09-01,65,44.0,False,0.44,28.6
