date,ore_unscaled,ore_monthly,isPartial,scale,ore
2017-04-26,77,62.0,,0.62,47.74
2017-04-27,61,62.0,,0.62,37.82
2017-04-28,57,62.0,,0.62,35.339999999999996
2017-04-29,70,62.0,,0.62,43.4
2017-04-30,73,62.0,,0.62,45.26
2017-05-01,74,61.0,False,0.61,45.14
2017-05-02,64,61.0,,0.61,39.04
2017-05-03,71,61.0,,0.61,43.31
2017-05-04,88,61.0,,0.61,53.68
2017-05-05,69,61.0,,0.61,42.089999999999996
2017-05-06,85,61.0,,0.61,51.85
2017-05-07,91,61.0,,0.61,55.51
2017-05-08,75,61.0,,0.61,45.75
2017-05-09,69,61.0,,0.61,42.089999999999996
2017-05-10,61,61.0,,0.61,37.21
2017-05-11,77,61.0,,0.61,46.97
2017-05-12,84,61.0,,0.61,51.24
2017-05-13,85,61.0,,0.61,51.85
2017-05-14,89,61.0,,0.61,54.29
2017-05-15,89,61.0,,0.61,54.29
2017-05-16,62,61.0,,0.61,37.82
2017-05-17,66,61.0,,0.61,40.26
2017-05-18,87,61.0,,0.61,53.07
2017-05-19,51,61.0,,0.61,31.11
2017-05-20,78,61.0,,0.61,47.58
2017-05-21,77,61.0,,0.61,46.97
2017-05-22,69,61.0,,0.61,42.089999999999996
2017-05-23,66,61.0,,0.61,40.26
2017-05-24,65,61.0,,0.61,39.65
2017-05-25,69,61.0,,0.61,42.089999999999996
2017-05-26,65,61.0,,0.61,39.65
2017-05-27,68,61.0,,0.61,41.48
2017-05-28,100,61.0,,0.61,61.0
2017-05-29,83,61.0,,0.61,50.629999999999995
2017-05-30,73,61.0,,0.61,44.53
2017-05-31,76,61.0,,0.61,46.36
2017-06-01,65,56.0,False,0.56,36.400000000000006
2017-06-02,52,56.0,,0.56,29.120000000000005
2017-06-03,83,56.0,,0.56,46.480000000000004
2017-06-04,70,56.0,,0.56,39.2
2017-06-05,55,56.0,,0.56,30.800000000000004
2017-06-06,63,56.0,,0.56,35.28
2017-06-07,68,56.0,,0.56,38.080000000000005
2017-06-08,66,56.0,,0.56,36.96
2017-06-09,77,56.0,,0.56,43.120000000000005
2017-06-10,81,56.0,,0.56,45.36000000000001
2017-06-11,79,56.0,,0.56,44.24
2017-06-12,77,56.0,,0.56,43.120000000000005
2017-06-13,75,56.0,,0.56,42.00000000000001
2017-06-14,53,56.0,,0.56,29.680000000000003
2017-06-15,73,56.0,,0.56,40.88
2017-06-16,74,56.0,,0.56,41.440000000000005
2017-06-17,61,56.0,,0.56,34.160000000000004
2017-06-18,83,56.0,,0.56,46.480000000000004
2017-06-19,71,56.0,,0.56,39.760000000000005
2017-06-20,69,56.0,,0.56,38.64
2017-06-21,76,56.0,,0.56,42.56
2017-06-22,60,56.0,,0.56,33.6
2017-06-23,100,56.0,,0.56,56.00000000000001
2017-06-24,68,56.0,,0.56,38.080000000000005
2017-06-25,69,56.0,,0.56,38.64
2017-06-26,71,56.0,,0.56,39.760000000000005
2017-06-27,75,56.0,,0.56,42.00000000000001
2017-06-28,80,56.0,,0.56,44.800000000000004
2017-06-29,68,56.0,,0.56,38.080000000000005
2017-06-30,78,56.0,,0.56,43.68000000000001
2017-07-01,85,63.0,False,0.63,53.55
2017-07-02,85,63.0,,0.63,53.55
2017-07-03,90,63.0,,0.63,56.7
2017-07-04,84,63.0,,0.63,52.92
2017-07-05,75,63.0,,0.63,47.25
2017-07-06,76,63.0,,0.63,47.88
2017-07-07,85,63.0,,0.63,53.55
2017-07-08,78,63.0,,0.63,49.14
2017-07-09,86,63.0,,0.63,54.18
2017-07-10,82,63.0,,0.63,51.660000000000004
2017-07-11,58,63.0,,0.63,36.54
2017-07-12,77,63.0,,0.63,48.51
2017-07-13,76,63.0,,0.63,47.88
2017-07-14,69,63.0,,0.63,43.47
2017-07-15,100,63.0,,0.63,63.0
2017-07-16,80,63.0,,0.63,50.4
2017-07-17,63,63.0,,0.63,39.69
2017-07-18,68,63.0,,0.63,42.84
2017-07-19,63,63.0,,0.63,39.69
2017-07-20,69,63.0,,0.63,43.47
2017-07-21,73,63.0,,0.63,45.99
2017-07-22,73,63.0,,0.63,45.99
2017-07-23,89,63.0,,0.63,56.07
2017-07-24,80,63.0,,0.63,50.4
2017-07-25,77,63.0,,0.63,48.51
2017-07-26,59,63.0,,0.63,37.17
2017-07-27,78,63.0,,0.63,49.14
2017-07-28,77,63.0,,0.63,48.51
2017-07-29,73,63.0,,0.63,45.99
2017-07-30,81,63.0,,0.63,51.03
2017-07-31,86,63.0,,0.63,54.18
2017-08-01,75,58.0,False,0.58,43.5
2017-08-02,80,58.0,,0.58,46.4
2017-08-03,80,58.0,,0.58,46.4
2017-08-04,77,58.0,,0.58,44.66
2017-08-05,89,58.0,,0.58,51.62
2017-08-06,85,58.0,,0.58,49.3
2017-08-07,64,58.0,,0.58,37.12
2017-08-08,88,58.0,,0.58,51.04
2017-08-09,63,58.0,,0.58,36.54
2017-08-10,67,58.0,,0.58,38.86
2017-08-11,96,58.0,,0.58,55.67999999999999
2017-08-12,100,58.0,,0.58,57.99999999999999
2017-08-13,66,58.0,,0.58,38.279999999999994
2017-08-14,76,58.0,,0.58,44.08
2017-08-15,73,58.0,,0.58,42.339999999999996
2017-08-16,67,58.0,,0.58,38.86
2017-08-17,78,58.0,,0.58,45.239999999999995
2017-08-18,69,58.0,,0.58,40.019999999999996
2017-08-19,89,58.0,,0.58,51.62
2017-08-20,82,58.0,,0.58,47.559999999999995
2017-08-21,79,58.0,,0.58,45.82
2017-08-22,73,58.0,,0.58,42.339999999999996
2017-08-23,84,58.0,,0.58,48.72
2017-08-24,69,58.0,,0.58,40.019999999999996
2017-08-25,61,58.0,,0.58,35.379999999999995
2017-08-26,75,58.0,,0.58,43.5
2017-08-27,76,58.0,,0.58,44.08
2017-08-28,69,58.0,,0.58,40.019999999999996
2017-08-29,77,58.0,,0.58,44.66
2017-08-30,72,58.0,,0.58,41.76
2017-08-31,64,58.0,,0.58,37.12
2017-09-01,70,57.0,False,0.57,39.9
2017-09-02,84,57.0,,0.57,47.879999999999995
2017-09-03,73,57.0,,0.57,41.61
2017-09-04,91,57.0,,0.57,51.87
2017-09-05,76,57.0,,0.57,43.31999999999999
2017-09-06,75,57.0,,0.57,42.74999999999999
2017-09-07,77,57.0,,0.57,43.88999999999999
2017-09-08,62,57.0,,0.57,35.339999999999996
2017-09-09,70,57.0,,0.57,39.9
2017-09-10,91,57.0,,0.57,51.87
2017-09-11,71,57.0,,0.57,40.47
2017-09-12,63,57.0,,0.57,35.91
2017-09-13,61,57.0,,0.57,34.769999999999996
2017-09-14,76,57.0,,0.57,43.31999999999999
2017-09-15,78,57.0,,0.57,44.459999999999994
2017-09-16,88,57.0,,0.57,50.16
2017-09-17,79,57.0,,0.57,45.029999999999994
2017-09-18,77,57.0,,0.57,43.88999999999999
2017-09-19,92,57.0,,0.57,52.44
2017-09-20,69,57.0,,0.57,39.33
2017-09-21,100,57.0,,0.57,56.99999999999999
2017-09-22,78,57.0,,0.57,44.459999999999994
2017-09-23,79,57.0,,0.57,45.029999999999994
2017-09-24,98,57.0,,0.57,55.85999999999999
2017-09-25,98,57.0,,0.57,55.85999999999999
2017-09-26,79,57.0,,0.57,45.029999999999994
2017-09-27,89,57.0,,0.57,50.73
2017-09-28,73,57.0,,0.57,41.61
2017-09-29,72,57.0,,0.57,41.04
2017-09-30,78,57.0,,0.57,44.459999999999994
2017-10-01,89,57.0,False,0.57,50.73
2017-10-02,72,57.0,,0.57,41.04
2017-10-03,66,57.0,,0.57,37.62
2017-10-04,72,57.0,,0.57,41.04
2017-10-05,72,57.0,,0.57,41.04
2017-10-06,53,57.0,,0.57,30.209999999999997
2017-10-07,100,57.0,,0.57,56.99999999999999
2017-10-08,77,57.0,,0.57,43.88999999999999
2017-10-09,77,57.0,,0.57,43.88999999999999
2017-10-10,73,57.0,,0.57,41.61
2017-10-11,61,57.0,,0.57,34.769999999999996
2017-10-12,67,57.0,,0.57,38.19
2017-10-13,78,57.0,,0.57,44.459999999999994
2017-10-14,79,57.0,,0.57,45.029999999999994
2017-10-15,77,57.0,,0.57,43.88999999999999
2017-10-16,68,57.0,,0.57,38.76
2017-10-17,68,57.0,,0.57,38.76
2017-10-18,61,57.0,,0.57,34.769999999999996
2017-10-19,68,57.0,,0.57,38.76
2017-10-20,76,57.0,,0.57,43.31999999999999
2017-10-21,86,57.0,,0.57,49.019999999999996
2017-10-22,83,57.0,,0.57,47.309999999999995
2017-10-23,72,57.0,,0.57,41.04
2017-10-24,63,57.0,,0.57,35.91
2017-10-25,69,57.0,,0.57,39.33
2017-10-26,74,57.0,,0.57,42.18
2017-10-27,64,57.0,,0.57,36.48
2017-10-28,80,57.0,,0.57,45.599999999999994
2017-10-29,77,57.0,,0.57,43.88999999999999
2017-10-30,76,57.0,,0.57,43.31999999999999
2017-10-31,68,57.0,,0.57,38.76
2017-11-01,65,57.0,False,0.57,37.05
2017-11-02,66,57.0,,0.57,37.62
2017-11-03,67,57.0,,0.57,38.19
2017-11-04,66,57.0,,0.57,37.62
2017-11-05,84,57.0,,0.57,47.879999999999995
2017-11-06,83,57.0,,0.57,47.309999999999995
2017-11-07,80,57.0,,0.57,45.599999999999994
2017-11-08,83,57.0,,0.57,47.309999999999995
2017-11-09,62,57.0,,0.57,35.339999999999996
2017-11-10,77,57.0,,0.57,43.88999999999999
2017-11-11,64,57.0,,0.57,36.48
2017-11-12,81,57.0,,0.57,46.169999999999995
2017-11-13,65,57.0,,0.57,37.05
2017-11-14,76,57.0,,0.57,43.31999999999999
2017-11-15,60,57.0,,0.57,34.199999999999996
2017-11-16,77,57.0,,0.57,43.88999999999999
2017-11-17,65,57.0,,0.57,37.05
2017-11-18,91,57.0,,0.57,51.87
2017-11-19,100,57.0,,0.57,56.99999999999999
2017-11-20,75,57.0,,0.57,42.74999999999999
2017-11-21,75,57.0,,0.57,42.74999999999999
2017-11-22,72,57.0,,0.57,41.04
2017-11-23,72,57.0,,0.57,41.04
2017-11-24,58,57.0,,0.57,33.059999999999995
2017-11-25,71,57.0,,0.57,40.47
2017-11-26,69,57.0,,0.57,39.33
2017-11-27,63,57.0,,0.57,35.91
2017-11-28,62,57.0,,0.57,35.339999999999996
2017-11-29,81,57.0,,0.57,46.169999999999995
2017-11-30,57,57.0,,0.57,32.489999999999995
2017-12-01,65,56.0,False,0.56,36.400000000000006
2017-12-02,91,56.0,,0.56,50.96000000000001
2017-12-03,86,56.0,,0.56,48.160000000000004
2017-12-04,79,56.0,,0.56,44.24
2017-12-05,71,56.0,,0.56,39.760000000000005
2017-12-06,79,56.0,,0.56,44.24
2017-12-07,83,56.0,,0.56,46.480000000000004
2017-12-08,63,56.0,,0.56,35.28
2017-12-09,55,56.0,,0.56,30.800000000000004
2017-12-10,88,56.0,,0.56,49.28
2017-12-11,80,56.0,,0.56,44.800000000000004
2017-12-12,69,56.0,,0.56,38.64
2017-12-13,76,56.0,,0.56,42.56
2017-12-14,79,56.0,,0.56,44.24
2017-12-15,84,56.0,,0.56,47.040000000000006
2017-12-16,73,56.0,,0.56,40.88
2017-12-17,86,56.0,,0.56,48.160000000000004
2017-12-18,68,56.0,,0.56,38.080000000000005
2017-12-19,76,56.0,,0.56,42.56
2017-12-20,66,56.0,,0.56,36.96
2017-12-21,84,56.0,,0.56,47.040000000000006
2017-12-22,74,56.0,,0.56,41.440000000000005
2017-12-23,82,56.0,,0.56,45.92
2017-12-24,93,56.0,,0.56,52.080000000000005
2017-12-25,100,56.0,,0.56,56.00000000000001
2017-12-26,81,56.0,,0.56,45.36000000000001
2017-12-27,72,56.0,,0.56,40.32000000000001
2017-12-28,74,56.0,,0.56,41.440000000000005
2017-12-29,90,56.0,,0.56,50.400000000000006
2017-12-30,82,56.0,,0.56,45.92
2017-12-31,95,56.0,,0.56,53.2
2018-01-01,65,61.0,False,0.61,39.65
2018-01-02,62,61.0,,0.61,37.82
2018-01-03,47,61.0,,0.61,28.669999999999998
2018-01-04,67,61.0,,0.61,40.87
2018-01-05,72,61.0,,0.61,43.92
2018-01-06,73,61.0,,0.61,44.53
2018-01-07,66,61.0,,0.61,40.26
2018-01-08,61,61.0,,0.61,37.21
2018-01-09,67,61.0,,0.61,40.87
2018-01-10,63,61.0,,0.61,38.43
2018-01-11,55,61.0,,0.61,33.55
2018-01-12,56,61.0,,0.61,34.16
2018-01-13,68,61.0,,0.61,41.48
2018-01-14,77,61.0,,0.61,46.97
2018-01-15,54,61.0,,0.61,32.94
2018-01-16,52,61.0,,0.61,31.72
2018-01-17,60,61.0,,0.61,36.6
2018-01-18,59,61.0,,0.61,35.99
2018-01-19,46,61.0,,0.61,28.06
2018-01-20,70,61.0,,0.61,42.699999999999996
2018-01-21,61,61.0,,0.61,37.21
2018-01-22,63,61.0,,0.61,38.43
2018-01-23,52,61.0,,0.61,31.72
2018-01-24,69,61.0,,0.61,42.089999999999996
2018-01-25,59,61.0,,0.61,35.99
2018-01-26,52,61.0,,0.61,31.72
2018-01-27,92,61.0,,0.61,56.12
2018-01-28,100,61.0,,0.61,61.0
2018-01-29,86,61.0,,0.61,52.46
2018-01-30,83,61.0,,0.61,50.629999999999995
2018-01-31,90,61.0,,0.61,54.9
2018-02-01,87,75.0,False,0.75,65.25
2018-02-02,66,75.0,,0.75,49.5
2018-02-03,89,75.0,,0.75,66.75
2018-02-04,100,75.0,,0.75,75.0
2018-02-05,74,75.0,,0.75,55.5
2018-02-06,73,75.0,,0.75,54.75
2018-02-07,68,75.0,,0.75,51.0
2018-02-08,79,75.0,,0.75,59.25
2018-02-09,62,75.0,,0.75,46.5
2018-02-10,100,75.0,,0.75,75.0
2018-02-11,90,75.0,,0.75,67.5
2018-02-12,73,75.0,,0.75,54.75
2018-02-13,63,75.0,,0.75,47.25
2018-02-14,66,75.0,,0.75,49.5
2018-02-15,72,75.0,,0.75,54.0
2018-02-16,63,75.0,,0.75,47.25
2018-02-17,63,75.0,,0.75,47.25
2018-02-18,65,75.0,,0.75,48.75
2018-02-19,70,75.0,,0.75,52.5
2018-02-20,68,75.0,,0.75,51.0
2018-02-21,67,75.0,,0.75,50.25
2018-02-22,57,75.0,,0.75,42.75
2018-02-23,69,75.0,,0.75,51.75
2018-02-24,69,75.0,,0.75,51.75
2018-02-25,72,75.0,,0.75,54.0
2018-02-26,75,75.0,,0.75,56.25
2018-02-27,70,75.0,,0.75,52.5
2018-02-28,64,75.0,,0.75,48.0
2018-03-01,72,71.0,False,0.71,51.12
2018-03-02,67,71.0,,0.71,47.57
2018-03-03,72,71.0,,0.71,51.12
2018-03-04,69,71.0,,0.71,48.989999999999995
2018-03-05,74,71.0,,0.71,52.54
2018-03-06,83,71.0,,0.71,58.93
2018-03-07,74,71.0,,0.71,52.54
2018-03-08,65,71.0,,0.71,46.15
2018-03-09,53,71.0,,0.71,37.629999999999995
2018-03-10,74,71.0,,0.71,52.54
2018-03-11,100,71.0,,0.71,71.0
2018-03-12,65,71.0,,0.71,46.15
2018-03-13,60,71.0,,0.71,42.599999999999994
2018-03-14,61,71.0,,0.71,43.309999999999995
2018-03-15,63,71.0,,0.71,44.73
2018-03-16,66,71.0,,0.71,46.86
2018-03-17,71,71.0,,0.71,50.41
2018-03-18,85,71.0,,0.71,60.349999999999994
2018-03-19,75,71.0,,0.71,53.25
2018-03-20,63,71.0,,0.71,44.73
2018-03-21,57,71.0,,0.71,40.47
2018-03-22,45,71.0,,0.71,31.95
2018-03-23,89,71.0,,0.71,63.19
2018-03-24,57,71.0,,0.71,40.47
2018-03-25,97,71.0,,0.71,68.86999999999999
2018-03-26,84,71.0,,0.71,59.64
2018-03-27,65,71.0,,0.71,46.15
2018-03-28,63,71.0,,0.71,44.73
2018-03-29,56,71.0,,0.71,39.76
2018-03-30,58,71.0,,0.71,41.18
2018-03-31,86,71.0,,0.71,61.059999999999995
2018-04-01,100,62.0,False,0.62,62.0
2018-04-02,73,62.0,,0.62,45.26
2018-04-03,78,62.0,,0.62,48.36
2018-04-04,74,62.0,,0.62,45.88
2018-04-05,86,62.0,,0.62,53.32
2018-04-06,64,62.0,,0.62,39.68
2018-04-07,79,62.0,,0.62,48.98
2018-04-08,96,62.0,,0.62,59.519999999999996
2018-04-09,78,62.0,,0.62,48.36
2018-04-10,79,62.0,,0.62,48.98
2018-04-11,80,62.0,,0.62,49.6
2018-04-12,70,62.0,,0.62,43.4
2018-04-13,83,62.0,,0.62,51.46
2018-04-14,66,62.0,,0.62,40.92
2018-04-15,78,62.0,,0.62,48.36
2018-04-16,89,62.0,,0.62,55.18
2018-04-17,87,62.0,,0.62,53.94
2018-04-18,76,62.0,,0.62,47.12
2018-04-19,87,62.0,,0.62,53.94
2018-04-20,68,62.0,,0.62,42.16
2018-04-21,80,62.0,,0.62,49.6
2018-04-22,74,62.0,,0.62,45.88
2018-04-23,70,62.0,,0.62,43.4
2018-04-24,58,62.0,,0.62,35.96
2018-04-25,75,62.0,,0.62,46.5
2018-04-26,78,62.0,,0.62,48.36
2018-04-27,69,62.0,,0.62,42.78
2018-04-28,88,62.0,,0.62,54.56
2018-04-29,79,62.0,,0.62,48.98
2018-04-30,70,62.0,,0.62,43.4
2018-05-01,75,61.0,False,0.61,45.75
2018-05-02,65,61.0,,0.61,39.65
2018-05-03,64,61.0,,0.61,39.04
2018-05-04,83,61.0,,0.61,50.629999999999995
2018-05-05,88,61.0,,0.61,53.68
2018-05-06,100,61.0,,0.61,61.0
2018-05-07,76,61.0,,0.61,46.36
2018-05-08,69,61.0,,0.61,42.089999999999996
2018-05-09,80,61.0,,0.61,48.8
2018-05-10,71,61.0,,0.61,43.31
2018-05-11,88,61.0,,0.61,53.68
2018-05-12,78,61.0,,0.61,47.58
2018-05-13,87,61.0,,0.61,53.07
2018-05-14,80,61.0,,0.61,48.8
2018-05-15,71,61.0,,0.61,43.31
2018-05-16,77,61.0,,0.61,46.97
2018-05-17,79,61.0,,0.61,48.19
2018-05-18,61,61.0,,0.61,37.21
2018-05-19,81,61.0,,0.61,49.41
2018-05-20,80,61.0,,0.61,48.8
2018-05-21,88,61.0,,0.61,53.68
2018-05-22,79,61.0,,0.61,48.19
2018-05-23,78,61.0,,0.61,47.58
2018-05-24,78,61.0,,0.61,47.58
2018-05-25,81,61.0,,0.61,49.41
2018-05-26,76,61.0,,0.61,46.36
2018-05-27,89,61.0,,0.61,54.29
2018-05-28,100,61.0,,0.61,61.0
2018-05-29,80,61.0,,0.61,48.8
2018-05-30,76,61.0,,0.61,46.36
2018-05-31,79,61.0,,0.61,48.19
2018-06-01,83,60.0,False,0.6,49.8
2018-06-02,64,60.0,,0.6,38.4
2018-06-03,68,60.0,,0.6,40.8
2018-06-04,90,60.0,,0.6,54.0
2018-06-05,61,60.0,,0.6,36.6
2018-06-06,53,60.0,,0.6,31.799999999999997
2018-06-07,91,60.0,,0.6,54.6
2018-06-08,72,60.0,,0.6,43.199999999999996
2018-06-09,88,60.0,,0.6,52.8
2018-06-10,72,60.0,,0.6,43.199999999999996
2018-06-11,70,60.0,,0.6,42.0
2018-06-12,94,60.0,,0.6,56.4
2018-06-13,89,60.0,,0.6,53.4
2018-06-14,87,60.0,,0.6,52.199999999999996
2018-06-15,79,60.0,,0.6,47.4
2018-06-16,88,60.0,,0.6,52.8
2018-06-17,78,60.0,,0.6,46.8
2018-06-18,59,60.0,,0.6,35.4
2018-06-19,61,60.0,,0.6,36.6
2018-06-20,74,60.0,,0.6,44.4
2018-06-21,72,60.0,,0.6,43.199999999999996
2018-06-22,68,60.0,,0.6,40.8
2018-06-23,78,60.0,,0.6,46.8
2018-06-24,70,60.0,,0.6,42.0
2018-06-25,100,60.0,,0.6,60.0
2018-06-26,70,60.0,,0.6,42.0
2018-06-27,61,60.0,,0.6,36.6
2018-06-28,86,60.0,,0.6,51.6
2018-06-29,83,60.0,,0.6,49.8
2018-06-30,67,60.0,,0.6,40.199999999999996
2018-07-01,90,62.0,False,0.62,55.8
2018-07-02,70,62.0,,0.62,43.4
2018-07-03,67,62.0,,0.62,41.54
2018-07-04,88,62.0,,0.62,54.56
2018-07-05,68,62.0,,0.62,42.16
2018-07-06,69,62.0,,0.62,42.78
2018-07-07,78,62.0,,0.62,48.36
2018-07-08,100,62.0,,0.62,62.0
2018-07-09,74,62.0,,0.62,45.88
2018-07-10,75,62.0,,0.62,46.5
2018-07-11,69,62.0,,0.62,42.78
2018-07-12,74,62.0,,0.62,45.88
2018-07-13,77,62.0,,0.62,47.74
2018-07-14,92,62.0,,0.62,57.04
2018-07-15,90,62.0,,0.62,55.8
2018-07-16,63,62.0,,0.62,39.06
2018-07-17,69,62.0,,0.62,42.78
2018-07-18,85,62.0,,0.62,52.7
2018-07-19,85,62.0,,0.62,52.7
2018-07-20,83,62.0,,0.62,51.46
2018-07-21,73,62.0,,0.62,45.26
2018-07-22,74,62.0,,0.62,45.88
2018-07-23,74,62.0,,0.62,45.88
2018-07-24,62,62.0,,0.62,38.44
2018-07-25,74,62.0,,0.62,45.88
2018-07-26,80,62.0,,0.62,49.6
2018-07-27,77,62.0,,0.62,47.74
2018-07-28,81,62.0,,0.62,50.22
2018-07-29,99,62.0,,0.62,61.38
2018-07-30,89,62.0,,0.62,55.18
2018-07-31,70,62.0,,0.62,43.4
2018-08-01,62,70.0,False,0.7,43.4
2018-08-02,74,70.0,,0.7,51.8
2018-08-03,62,70.0,,0.7,43.4
2018-08-04,61,70.0,,0.7,42.699999999999996
2018-08-05,71,70.0,,0.7,49.699999999999996
2018-08-06,60,70.0,,0.7,42.0
2018-08-07,71,70.0,,0.7,49.699999999999996
2018-08-08,54,70.0,,0.7,37.8
2018-08-09,59,70.0,,0.7,41.3
2018-08-10,79,70.0,,0.7,55.3
2018-08-11,89,70.0,,0.7,62.3
2018-08-12,87,70.0,,0.7,60.9
2018-08-13,79,70.0,,0.7,55.3
2018-08-14,74,70.0,,0.7,51.8
2018-08-15,98,70.0,,0.7,68.6
2018-08-16,70,70.0,,0.7,49.0
2018-08-17,65,70.0,,0.7,45.5
2018-08-18,100,70.0,,0.7,70.0
2018-08-19,89,70.0,,0.7,62.3
2018-08-20,68,70.0,,0.7,47.599999999999994
2018-08-21,76,70.0,,0.7,53.199999999999996
2018-08-22,69,70.0,,0.7,48.3
2018-08-23,57,70.0,,0.7,39.9
2018-08-24,54,70.0,,0.7,37.8
2018-08-25,86,70.0,,0.7,60.199999999999996
2018-08-26,92,70.0,,0.7,64.39999999999999
2018-08-27,70,70.0,,0.7,49.0
2018-08-28,82,70.0,,0.7,57.4
2018-08-29,62,70.0,,0.7,43.4
2018-08-30,71,70.0,,0.7,49.699999999999996
2018-08-31,65,70.0,,0.7,45.5
2018-09-01,73,65.0,False,0.65,47.45
2018-09-02,99,65.0,,0.65,64.35000000000001
2018-09-03,83,65.0,,0.65,53.95
2018-09-04,97,65.0,,0.65,63.050000000000004
2018-09-05,72,65.0,,0.65,46.800000000000004
2018-09-06,73,65.0,,0.65,47.45
2018-09-07,78,65.0,,0.65,50.7
2018-09-08,100,65.0,,0.65,65.0
2018-09-09,84,65.0,,0.65,54.6
2018-09-10,85,65.0,,0.65,55.25
2018-09-11,74,65.0,,0.65,48.1
2018-09-12,67,65.0,,0.65,43.550000000000004
2018-09-13,73,65.0,,0.65,47.45
2018-09-14,68,65.0,,0.65,44.2
2018-09-15,80,65.0,,0.65,52.0
2018-09-16,88,65.0,,0.65,57.2
2018-09-17,73,65.0,,0.65,47.45
2018-09-18,83,65.0,,0.65,53.95
2018-09-19,65,65.0,,0.65,42.25
2018-09-20,80,65.0,,0.65,52.0
2018-09-21,75,65.0,,0.65,48.75
2018-09-22,99,65.0,,0.65,64.35000000000001
2018-09-23,86,65.0,,0.65,55.9
2018-09-24,74,65.0,,0.65,48.1
2018-09-25,81,65.0,,0.65,52.65
2018-09-26,80,65.0,,0.65,52.0
2018-09-27,79,65.0,,0.65,51.35
2018-09-28,62,65.0,,0.65,40.300000000000004
2018-09-29,84,65.0,,0.65,54.6
2018-09-30,94,65.0,,0.65,61.1
2018-10-01,87,60.0,False,0.6,52.199999999999996
2018-10-02,73,60.0,,0.6,43.8
2018-10-03,82,60.0,,0.6,49.199999999999996
2018-10-04,76,60.0,,0.6,45.6
2018-10-05,73,60.0,,0.6,43.8
2018-10-06,83,60.0,,0.6,49.8
2018-10-07,50,60.0,,0.6,30.0
2018-10-08,92,60.0,,0.6,55.199999999999996
2018-10-09,80,60.0,,0.6,48.0
2018-10-10,63,60.0,,0.6,37.8
2018-10-11,84,60.0,,0.6,50.4
2018-10-12,55,60.0,,0.6,33.0
2018-10-13,81,60.0,,0.6,48.6
2018-10-14,63,60.0,,0.6,37.8
2018-10-15,70,60.0,,0.6,42.0
2018-10-16,74,60.0,,0.6,44.4
2018-10-17,69,60.0,,0.6,41.4
2018-10-18,74,60.0,,0.6,44.4
2018-10-19,69,60.0,,0.6,41.4
2018-10-20,76,60.0,,0.6,45.6
2018-10-21,79,60.0,,0.6,47.4
2018-10-22,67,60.0,,0.6,40.199999999999996
2018-10-23,88,60.0,,0.6,52.8
2018-10-24,47,60.0,,0.6,28.2
2018-10-25,75,60.0,,0.6,45.0
2018-10-26,66,60.0,,0.6,39.6
2018-10-27,99,60.0,,0.6,59.4
2018-10-28,100,60.0,,0.6,60.0
2018-10-29,71,60.0,,0.6,42.6
2018-10-30,99,60.0,,0.6,59.4
2018-10-31,69,60.0,,0.6,41.4
2018-11-01,65,62.0,False,0.62,40.3
2018-11-02,69,62.0,,0.62,42.78
2018-11-03,89,62.0,,0.62,55.18
2018-11-04,100,62.0,,0.62,62.0
2018-11-05,68,62.0,,0.62,42.16
2018-11-06,72,62.0,,0.62,44.64
2018-11-07,76,62.0,,0.62,47.12
2018-11-08,61,62.0,,0.62,37.82
2018-11-09,73,62.0,,0.62,45.26
2018-11-10,59,62.0,,0.62,36.58
2018-11-11,79,62.0,,0.62,48.98
2018-11-12,55,62.0,,0.62,34.1
2018-11-13,76,62.0,,0.62,47.12
2018-11-14,78,62.0,,0.62,48.36
2018-11-15,60,62.0,,0.62,37.2
2018-11-16,84,62.0,,0.62,52.08
2018-11-17,100,62.0,,0.62,62.0
2018-11-18,77,62.0,,0.62,47.74
2018-11-19,65,62.0,,0.62,40.3
2018-11-20,70,62.0,,0.62,43.4
2018-11-21,81,62.0,,0.62,50.22
2018-11-22,83,62.0,,0.62,51.46
2018-11-23,67,62.0,,0.62,41.54
2018-11-24,83,62.0,,0.62,51.46
2018-11-25,82,62.0,,0.62,50.839999999999996
2018-11-26,63,62.0,,0.62,39.06
2018-11-27,63,62.0,,0.62,39.06
2018-11-28,80,62.0,,0.62,49.6
2018-11-29,78,62.0,,0.62,48.36
2018-11-30,63,62.0,,0.62,39.06
2018-12-01,67,63.0,False,0.63,42.21
2018-12-02,82,63.0,,0.63,51.660000000000004
2018-12-03,68,63.0,,0.63,42.84
2018-12-04,62,63.0,,0.63,39.06
2018-12-05,72,63.0,,0.63,45.36
2018-12-06,68,63.0,,0.63,42.84
2018-12-07,75,63.0,,0.63,47.25
2018-12-08,66,63.0,,0.63,41.58
2018-12-09,72,63.0,,0.63,45.36
2018-12-10,61,63.0,,0.63,38.43
2018-12-11,67,63.0,,0.63,42.21
2018-12-12,61,63.0,,0.63,38.43
2018-12-13,64,63.0,,0.63,40.32
2018-12-14,60,63.0,,0.63,37.8
2018-12-15,74,63.0,,0.63,46.62
2018-12-16,100,63.0,,0.63,63.0
2018-12-17,67,63.0,,0.63,42.21
2018-12-18,75,63.0,,0.63,47.25
2018-12-19,67,63.0,,0.63,42.21
2018-12-20,79,63.0,,0.63,49.77
2018-12-21,80,63.0,,0.63,50.4
2018-12-22,93,63.0,,0.63,58.59
2018-12-23,78,63.0,,0.63,49.14
