date,office_unscaled,office_monthly,isPartial,scale,office
2015-01-11,42,83.0,,0.83,34.86
2015-01-12,92,83.0,,0.83,76.36
2015-01-13,91,83.0,,0.83,75.53
2015-01-14,87,83.0,,0.83,72.21
2015-01-15,87,83.0,,0.83,72.21
2015-01-16,84,83.0,,0.83,69.72
2015-01-17,62,83.0,,0.83,51.46
2015-01-18,44,83.0,,0.83,36.519999999999996
2015-01-19,77,83.0,,0.83,63.91
2015-01-20,100,83.0,,0.83,83.0
2015-01-21,90,83.0,,0.83,74.7
2015-01-22,88,83.0,,0.83,73.03999999999999
2015-01-23,87,83.0,,0.83,72.21
2015-01-24,61,83.0,,0.83,50.629999999999995
2015-01-25,47,83.0,,0.83,39.01
2015-01-26,95,83.0,,0.83,78.85
2015-01-27,88,83.0,,0.83,73.03999999999999
2015-01-28,89,83.0,,0.83,73.86999999999999
2015-01-29,86,83.0,,0.83,71.38
2015-01-30,83,83.0,,0.83,68.89
2015-01-31,64,83.0,,0.83,53.12
2015-02-01,47,79.0,False,0.79,37.13
2015-02-02,95,79.0,,0.79,75.05
2015-02-03,99,79.0,,0.79,78.21000000000001
2015-02-04,100,79.0,,0.79,79.0
2015-02-05,97,79.0,,0.79,76.63000000000001
2015-02-06,93,79.0,,0.79,73.47
2015-02-07,66,79.0,,0.79,52.14
2015-02-08,47,79.0,,0.79,37.13
2015-02-09,96,79.0,,0.79,75.84
2015-02-10,96,79.0,,0.79,75.84
2015-02-11,95,79.0,,0.79,75.05
2015-02-12,90,79.0,,0.79,71.10000000000001
2015-02-13,92,79.0,,0.79,72.68
2015-02-14,62,79.0,,0.79,48.980000000000004
2015-02-15,47,79.0,,0.79,37.13
2015-02-16,90,79.0,,0.79,71.10000000000001
2015-02-17,100,79.0,,0.79,79.0
2015-02-18,95,79.0,,0.79,75.05
2015-02-19,93,79.0,,0.79,73.47
2015-02-20,89,79.0,,0.79,70.31
2015-02-21,61,79.0,,0.79,48.190000000000005
2015-02-22,48,79.0,,0.79,37.92
2015-02-23,95,79.0,,0.79,75.05
2015-02-24,95,79.0,,0.79,75.05
2015-02-25,94,79.0,,0.79,74.26
2015-02-26,93,79.0,,0.79,73.47
2015-02-27,89,79.0,,0.79,70.31
2015-02-28,67,79.0,,0.79,52.93
2015-03-01,47,78.0,False,0.78,36.660000000000004
2015-03-02,98,78.0,,0.78,76.44
2015-03-03,92,78.0,,0.78,71.76
2015-03-04,90,78.0,,0.78,70.2
2015-03-05,89,78.0,,0.78,69.42
2015-03-06,91,78.0,,0.78,70.98
2015-03-07,65,78.0,,0.78,50.7
2015-03-08,47,78.0,,0.78,36.660000000000004
2015-03-09,98,78.0,,0.78,76.44
2015-03-10,93,78.0,,0.78,72.54
2015-03-11,93,78.0,,0.78,72.54
2015-03-12,90,78.0,,0.78,70.2
2015-03-13,87,78.0,,0.78,67.86
2015-03-14,60,78.0,,0.78,46.800000000000004
2015-03-15,45,78.0,,0.78,35.1
2015-03-16,99,78.0,,0.78,77.22
2015-03-17,92,78.0,,0.78,71.76
2015-03-18,92,78.0,,0.78,71.76
2015-03-19,87,78.0,,0.78,67.86
2015-03-20,86,78.0,,0.78,67.08
2015-03-21,57,78.0,,0.78,44.46
2015-03-22,45,78.0,,0.78,35.1
2015-03-23,96,78.0,,0.78,74.88
2015-03-24,92,78.0,,0.78,71.76
2015-03-25,81,78.0,,0.78,63.18
2015-03-26,98,78.0,,0.78,76.44
2015-03-27,89,78.0,,0.78,69.42
2015-03-28,60,78.0,,0.78,46.800000000000004
2015-03-29,44,78.0,,0.78,34.32
2015-03-30,100,78.0,,0.78,78.0
2015-03-31,96,78.0,,0.78,74.88
2015-04-01,87,82.0,False,0.82,71.33999999999999
2015-04-02,84,82.0,,0.82,68.88
2015-04-03,83,82.0,,0.82,68.06
2015-04-04,52,82.0,,0.82,42.64
2015-04-05,36,82.0,,0.82,29.52
2015-04-06,89,82.0,,0.82,72.97999999999999
2015-04-07,86,82.0,,0.82,70.52
2015-04-08,85,82.0,,0.82,69.7
2015-04-09,83,82.0,,0.82,68.06
2015-04-10,78,82.0,,0.82,63.959999999999994
2015-04-11,52,82.0,,0.82,42.64
2015-04-12,41,82.0,,0.82,33.62
2015-04-13,90,82.0,,0.82,73.8
2015-04-14,87,82.0,,0.82,71.33999999999999
2015-04-15,100,82.0,,0.82,82.0
2015-04-16,86,82.0,,0.82,70.52
2015-04-17,80,82.0,,0.82,65.6
2015-04-18,51,82.0,,0.82,41.82
2015-04-19,40,82.0,,0.82,32.8
2015-04-20,85,82.0,,0.82,69.7
2015-04-21,84,82.0,,0.82,68.88
2015-04-22,81,82.0,,0.82,66.42
2015-04-23,80,82.0,,0.82,65.6
2015-04-24,77,82.0,,0.82,63.13999999999999
2015-04-25,48,82.0,,0.82,39.36
2015-04-26,36,82.0,,0.82,29.52
2015-04-27,86,82.0,,0.82,70.52
2015-04-28,77,82.0,,0.82,63.13999999999999
2015-04-29,80,82.0,,0.82,65.6
2015-04-30,80,82.0,,0.82,65.6
2015-05-01,88,76.0,False,0.76,66.88
2015-05-02,58,76.0,,0.76,44.08
2015-05-03,45,76.0,,0.76,34.2
2015-05-04,99,76.0,,0.76,75.24
2015-05-05,95,76.0,,0.76,72.2
2015-05-06,94,76.0,,0.76,71.44
2015-05-07,98,76.0,,0.76,74.48
2015-05-08,90,76.0,,0.76,68.4
2015-05-09,57,76.0,,0.76,43.32
2015-05-10,44,76.0,,0.76,33.44
2015-05-11,97,76.0,,0.76,73.72
2015-05-12,89,76.0,,0.76,67.64
2015-05-13,91,76.0,,0.76,69.16
2015-05-14,92,76.0,,0.76,69.92
2015-05-15,88,76.0,,0.76,66.88
2015-05-16,54,76.0,,0.76,41.04
2015-05-17,46,76.0,,0.76,34.96
2015-05-18,100,76.0,,0.76,76.0
2015-05-19,97,76.0,,0.76,73.72
2015-05-20,90,76.0,,0.76,68.4
2015-05-21,91,76.0,,0.76,69.16
2015-05-22,86,76.0,,0.76,65.36
2015-05-23,57,76.0,,0.76,43.32
2015-05-24,39,76.0,,0.76,29.64
2015-05-25,48,76.0,,0.76,36.480000000000004
2015-05-26,99,76.0,,0.76,75.24
2015-05-27,96,76.0,,0.76,72.96000000000001
2015-05-28,93,76.0,,0.76,70.68
2015-05-29,95,76.0,,0.76,72.2
2015-05-30,59,76.0,,0.76,44.84
2015-05-31,45,76.0,,0.76,34.2
2015-06-01,99,82.0,False,0.82,81.17999999999999
2015-06-02,92,82.0,,0.82,75.44
2015-06-03,89,82.0,,0.82,72.97999999999999
2015-06-04,86,82.0,,0.82,70.52
2015-06-05,86,82.0,,0.82,70.52
2015-06-06,55,82.0,,0.82,45.099999999999994
2015-06-07,42,82.0,,0.82,34.44
2015-06-08,91,82.0,,0.82,74.61999999999999
2015-06-09,94,82.0,,0.82,77.08
2015-06-10,90,82.0,,0.82,73.8
2015-06-11,84,82.0,,0.82,68.88
2015-06-12,87,82.0,,0.82,71.33999999999999
2015-06-13,56,82.0,,0.82,45.919999999999995
2015-06-14,44,82.0,,0.82,36.08
2015-06-15,96,82.0,,0.82,78.72
2015-06-16,89,82.0,,0.82,72.97999999999999
2015-06-17,88,82.0,,0.82,72.16
2015-06-18,90,82.0,,0.82,73.8
2015-06-19,88,82.0,,0.82,72.16
2015-06-20,57,82.0,,0.82,46.739999999999995
2015-06-21,39,82.0,,0.82,31.979999999999997
2015-06-22,92,82.0,,0.82,75.44
2015-06-23,90,82.0,,0.82,73.8
2015-06-24,91,82.0,,0.82,74.61999999999999
2015-06-25,93,82.0,,0.82,76.25999999999999
2015-06-26,87,82.0,,0.82,71.33999999999999
2015-06-27,56,82.0,,0.82,45.919999999999995
2015-06-28,42,82.0,,0.82,34.44
2015-06-29,100,82.0,,0.82,82.0
2015-06-30,96,82.0,,0.82,78.72
2015-07-01,90,88.0,False,0.88,79.2
2015-07-02,89,88.0,,0.88,78.32000000000001
2015-07-03,80,88.0,,0.88,70.4
2015-07-04,39,88.0,,0.88,34.32
2015-07-05,41,88.0,,0.88,36.08
2015-07-06,93,88.0,,0.88,81.84
2015-07-07,92,88.0,,0.88,80.96
2015-07-08,87,88.0,,0.88,76.56
2015-07-09,89,88.0,,0.88,78.32000000000001
2015-07-10,86,88.0,,0.88,75.68
2015-07-11,56,88.0,,0.88,49.28
2015-07-12,45,88.0,,0.88,39.6
2015-07-13,98,88.0,,0.88,86.24
2015-07-14,89,88.0,,0.88,78.32000000000001
2015-07-15,88,88.0,,0.88,77.44
2015-07-16,87,88.0,,0.88,76.56
2015-07-17,88,88.0,,0.88,77.44
2015-07-18,56,88.0,,0.88,49.28
2015-07-19,48,88.0,,0.88,42.24
2015-07-20,98,88.0,,0.88,86.24
2015-07-21,96,88.0,,0.88,84.48
2015-07-22,92,88.0,,0.88,80.96
2015-07-23,88,88.0,,0.88,77.44
2015-07-24,86,88.0,,0.88,75.68
2015-07-25,56,88.0,,0.88,49.28
2015-07-26,47,88.0,,0.88,41.36
2015-07-27,100,88.0,,0.88,88.0
2015-07-28,94,88.0,,0.88,82.72
2015-07-29,95,88.0,,0.88,83.6
2015-07-30,93,88.0,,0.88,81.84
2015-07-31,91,88.0,,0.88,80.08
2015-08-01,56,91.0,False,0.91,50.96
2015-08-02,44,91.0,,0.91,40.04
2015-08-03,97,91.0,,0.91,88.27
2015-08-04,93,91.0,,0.91,84.63000000000001
2015-08-05,87,91.0,,0.91,79.17
2015-08-06,87,91.0,,0.91,79.17
2015-08-07,85,91.0,,0.91,77.35000000000001
2015-08-08,57,91.0,,0.91,51.870000000000005
2015-08-09,48,91.0,,0.91,43.68
2015-08-10,98,91.0,,0.91,89.18
2015-08-11,90,91.0,,0.91,81.9
2015-08-12,91,91.0,,0.91,82.81
2015-08-13,86,91.0,,0.91,78.26
2015-08-14,87,91.0,,0.91,79.17
2015-08-15,58,91.0,,0.91,52.78
2015-08-16,47,91.0,,0.91,42.77
2015-08-17,100,91.0,,0.91,91.0
2015-08-18,94,91.0,,0.91,85.54
2015-08-19,90,91.0,,0.91,81.9
2015-08-20,92,91.0,,0.91,83.72
2015-08-21,88,91.0,,0.91,80.08
2015-08-22,60,91.0,,0.91,54.6
2015-08-23,47,91.0,,0.91,42.77
2015-08-24,98,91.0,,0.91,89.18
2015-08-25,94,91.0,,0.91,85.54
2015-08-26,88,91.0,,0.91,80.08
2015-08-27,90,91.0,,0.91,81.9
2015-08-28,85,91.0,,0.91,77.35000000000001
2015-08-29,58,91.0,,0.91,52.78
2015-08-30,46,91.0,,0.91,41.86
2015-08-31,95,91.0,,0.91,86.45
2015-09-01,99,87.0,False,0.87,86.13
2015-09-02,100,87.0,,0.87,87.0
2015-09-03,91,87.0,,0.87,79.17
2015-09-04,87,87.0,,0.87,75.69
2015-09-05,57,87.0,,0.87,49.589999999999996
2015-09-06,40,87.0,,0.87,34.8
2015-09-07,53,87.0,,0.87,46.11
2015-09-08,97,87.0,,0.87,84.39
2015-09-09,92,87.0,,0.87,80.04
2015-09-10,89,87.0,,0.87,77.42999999999999
2015-09-11,87,87.0,,0.87,75.69
2015-09-12,52,87.0,,0.87,45.24
2015-09-13,45,87.0,,0.87,39.15
2015-09-14,95,87.0,,0.87,82.65
2015-09-15,90,87.0,,0.87,78.3
2015-09-16,91,87.0,,0.87,79.17
2015-09-17,87,87.0,,0.87,75.69
2015-09-18,83,87.0,,0.87,72.21
2015-09-19,55,87.0,,0.87,47.85
2015-09-20,44,87.0,,0.87,38.28
2015-09-21,91,87.0,,0.87,79.17
2015-09-22,90,87.0,,0.87,78.3
2015-09-23,85,87.0,,0.87,73.95
2015-09-24,87,87.0,,0.87,75.69
2015-09-25,80,87.0,,0.87,69.6
2015-09-26,55,87.0,,0.87,47.85
2015-09-27,42,87.0,,0.87,36.54
2015-09-28,90,87.0,,0.87,78.3
2015-09-29,92,87.0,,0.87,80.04
2015-09-30,90,87.0,,0.87,78.3
2015-10-01,92,84.0,False,0.84,77.28
2015-10-02,89,84.0,,0.84,74.75999999999999
2015-10-03,59,84.0,,0.84,49.559999999999995
2015-10-04,45,84.0,,0.84,37.8
2015-10-05,99,84.0,,0.84,83.16
2015-10-06,100,84.0,,0.84,84.0
2015-10-07,96,84.0,,0.84,80.64
2015-10-08,94,84.0,,0.84,78.96
2015-10-09,88,84.0,,0.84,73.92
2015-10-10,60,84.0,,0.84,50.4
2015-10-11,46,84.0,,0.84,38.64
2015-10-12,98,84.0,,0.84,82.32
2015-10-13,100,84.0,,0.84,84.0
2015-10-14,94,84.0,,0.84,78.96
2015-10-15,94,84.0,,0.84,78.96
2015-10-16,89,84.0,,0.84,74.75999999999999
2015-10-17,53,84.0,,0.84,44.519999999999996
2015-10-18,43,84.0,,0.84,36.12
2015-10-19,99,84.0,,0.84,83.16
2015-10-20,95,84.0,,0.84,79.8
2015-10-21,90,84.0,,0.84,75.6
2015-10-22,92,84.0,,0.84,77.28
2015-10-23,87,84.0,,0.84,73.08
2015-10-24,55,84.0,,0.84,46.199999999999996
2015-10-25,43,84.0,,0.84,36.12
2015-10-26,98,84.0,,0.84,82.32
2015-10-27,94,84.0,,0.84,78.96
2015-10-28,93,84.0,,0.84,78.11999999999999
2015-10-29,90,84.0,,0.84,75.6
2015-10-30,85,84.0,,0.84,71.39999999999999
2015-10-31,58,84.0,,0.84,48.72
2015-11-01,43,79.0,False,0.79,33.97
2015-11-02,98,79.0,,0.79,77.42
2015-11-03,95,79.0,,0.79,75.05
2015-11-04,88,79.0,,0.79,69.52000000000001
2015-11-05,90,79.0,,0.79,71.10000000000001
2015-11-06,83,79.0,,0.79,65.57000000000001
2015-11-07,55,79.0,,0.79,43.45
2015-11-08,44,79.0,,0.79,34.760000000000005
2015-11-09,98,79.0,,0.79,77.42
2015-11-10,96,79.0,,0.79,75.84
2015-11-11,90,79.0,,0.79,71.10000000000001
2015-11-12,95,79.0,,0.79,75.05
2015-11-13,90,79.0,,0.79,71.10000000000001
2015-11-14,57,79.0,,0.79,45.03
2015-11-15,45,79.0,,0.79,35.550000000000004
2015-11-16,93,79.0,,0.79,73.47
2015-11-17,90,79.0,,0.79,71.10000000000001
2015-11-18,86,79.0,,0.79,67.94
2015-11-19,88,79.0,,0.79,69.52000000000001
2015-11-20,87,79.0,,0.79,68.73
2015-11-21,58,79.0,,0.79,45.82
2015-11-22,42,79.0,,0.79,33.18
2015-11-23,89,79.0,,0.79,70.31
2015-11-24,88,79.0,,0.79,69.52000000000001
2015-11-25,81,79.0,,0.79,63.99
2015-11-26,45,79.0,,0.79,35.550000000000004
2015-11-27,71,79.0,,0.79,56.09
2015-11-28,58,79.0,,0.79,45.82
2015-11-29,46,79.0,,0.79,36.34
2015-11-30,100,79.0,,0.79,79.0
2015-12-01,84,90.0,False,0.9,75.60000000000001
2015-12-02,80,90.0,,0.9,72.0
2015-12-03,77,90.0,,0.9,69.3
2015-12-04,75,90.0,,0.9,67.5
2015-12-05,56,90.0,,0.9,50.4
2015-12-06,41,90.0,,0.9,36.9
2015-12-07,88,90.0,,0.9,79.2
2015-12-08,84,90.0,,0.9,75.60000000000001
2015-12-09,80,90.0,,0.9,72.0
2015-12-10,81,90.0,,0.9,72.9
2015-12-11,82,90.0,,0.9,73.8
2015-12-12,59,90.0,,0.9,53.1
2015-12-13,38,90.0,,0.9,34.2
2015-12-14,85,90.0,,0.9,76.5
2015-12-15,86,90.0,,0.9,77.4
2015-12-16,83,90.0,,0.9,74.7
2015-12-17,83,90.0,,0.9,74.7
2015-12-18,91,90.0,,0.9,81.9
2015-12-19,80,90.0,,0.9,72.0
2015-12-20,51,90.0,,0.9,45.9
2015-12-21,100,90.0,,0.9,90.0
2015-12-22,88,90.0,,0.9,79.2
2015-12-23,81,90.0,,0.9,72.9
2015-12-24,70,90.0,,0.9,63.0
2015-12-25,33,90.0,,0.9,29.7
2015-12-26,52,90.0,,0.9,46.800000000000004
2015-12-27,43,90.0,,0.9,38.7
2015-12-28,85,90.0,,0.9,76.5
2015-12-29,80,90.0,,0.9,72.0
2015-12-30,80,90.0,,0.9,72.0
2015-12-31,75,90.0,,0.9,67.5
2016-01-01,44,87.0,False,0.87,38.28
2016-01-02,58,87.0,,0.87,50.46
2016-01-03,45,87.0,,0.87,39.15
2016-01-04,100,87.0,,0.87,87.0
2016-01-05,94,87.0,,0.87,81.78
2016-01-06,91,87.0,,0.87,79.17
2016-01-07,86,87.0,,0.87,74.82
2016-01-08,86,87.0,,0.87,74.82
2016-01-09,59,87.0,,0.87,51.33
2016-01-10,40,87.0,,0.87,34.8
2016-01-11,90,87.0,,0.87,78.3
2016-01-12,89,87.0,,0.87,77.42999999999999
2016-01-13,87,87.0,,0.87,75.69
2016-01-14,77,87.0,,0.87,66.99
2016-01-15,85,87.0,,0.87,73.95
2016-01-16,59,87.0,,0.87,51.33
2016-01-17,42,87.0,,0.87,36.54
2016-01-18,77,87.0,,0.87,66.99
2016-01-19,94,87.0,,0.87,81.78
2016-01-20,88,87.0,,0.87,76.56
2016-01-21,86,87.0,,0.87,74.82
2016-01-22,78,87.0,,0.87,67.86
2016-01-23,55,87.0,,0.87,47.85
2016-01-24,41,87.0,,0.87,35.67
2016-01-25,90,87.0,,0.87,78.3
2016-01-26,90,87.0,,0.87,78.3
2016-01-27,86,87.0,,0.87,74.82
2016-01-28,84,87.0,,0.87,73.08
2016-01-29,85,87.0,,0.87,73.95
2016-01-30,59,87.0,,0.87,51.33
2016-01-31,42,87.0,,0.87,36.54
2016-02-01,98,87.0,False,0.87,85.26
2016-02-02,94,87.0,,0.87,81.78
2016-02-03,95,87.0,,0.87,82.65
2016-02-04,95,87.0,,0.87,82.65
2016-02-05,92,87.0,,0.87,80.04
2016-02-06,65,87.0,,0.87,56.55
2016-02-07,45,87.0,,0.87,39.15
2016-02-08,91,87.0,,0.87,79.17
2016-02-09,93,87.0,,0.87,80.91
2016-02-10,91,87.0,,0.87,79.17
2016-02-11,88,87.0,,0.87,76.56
2016-02-12,92,87.0,,0.87,80.04
2016-02-13,66,87.0,,0.87,57.42
2016-02-14,49,87.0,,0.87,42.63
2016-02-15,88,87.0,,0.87,76.56
2016-02-16,97,87.0,,0.87,84.39
2016-02-17,98,87.0,,0.87,85.26
2016-02-18,92,87.0,,0.87,80.04
2016-02-19,91,87.0,,0.87,79.17
2016-02-20,62,87.0,,0.87,53.94
2016-02-21,48,87.0,,0.87,41.76
2016-02-22,97,87.0,,0.87,84.39
2016-02-23,92,87.0,,0.87,80.04
2016-02-24,90,87.0,,0.87,78.3
2016-02-25,93,87.0,,0.87,80.91
2016-02-26,86,87.0,,0.87,74.82
2016-02-27,60,87.0,,0.87,52.2
2016-02-28,46,87.0,,0.87,40.02
2016-02-29,100,87.0,,0.87,87.0
2016-03-01,95,84.0,False,0.84,79.8
2016-03-02,89,84.0,,0.84,74.75999999999999
2016-03-03,93,84.0,,0.84,78.11999999999999
2016-03-04,92,84.0,,0.84,77.28
2016-03-05,61,84.0,,0.84,51.239999999999995
2016-03-06,46,84.0,,0.84,38.64
2016-03-07,99,84.0,,0.84,83.16
2016-03-08,93,84.0,,0.84,78.11999999999999
2016-03-09,90,84.0,,0.84,75.6
2016-03-10,89,84.0,,0.84,74.75999999999999
2016-03-11,86,84.0,,0.84,72.24
2016-03-12,60,84.0,,0.84,50.4
2016-03-13,46,84.0,,0.84,38.64
2016-03-14,94,84.0,,0.84,78.96
2016-03-15,96,84.0,,0.84,80.64
2016-03-16,87,84.0,,0.84,73.08
2016-03-17,89,84.0,,0.84,74.75999999999999
2016-03-18,85,84.0,,0.84,71.39999999999999
2016-03-19,61,84.0,,0.84,51.239999999999995
2016-03-20,47,84.0,,0.84,39.48
2016-03-21,100,84.0,,0.84,84.0
2016-03-22,98,84.0,,0.84,82.32
2016-03-23,93,84.0,,0.84,78.11999999999999
2016-03-24,92,84.0,,0.84,77.28
2016-03-25,94,84.0,,0.84,78.96
2016-03-26,62,84.0,,0.84,52.08
2016-03-27,47,84.0,,0.84,39.48
2016-03-28,100,84.0,,0.84,84.0
2016-03-29,98,84.0,,0.84,82.32
2016-03-30,94,84.0,,0.84,78.96
2016-03-31,97,84.0,,0.84,81.48
2016-04-01,84,86.0,False,0.86,72.24
2016-04-02,57,86.0,,0.86,49.019999999999996
2016-04-03,42,86.0,,0.86,36.12
2016-04-04,90,86.0,,0.86,77.4
2016-04-05,86,86.0,,0.86,73.96
2016-04-06,83,86.0,,0.86,71.38
2016-04-07,82,86.0,,0.86,70.52
2016-04-08,80,86.0,,0.86,68.8
2016-04-09,55,86.0,,0.86,47.3
2016-04-10,42,86.0,,0.86,36.12
2016-04-11,90,86.0,,0.86,77.4
2016-04-12,86,86.0,,0.86,73.96
2016-04-13,84,86.0,,0.86,72.24
2016-04-14,84,86.0,,0.86,72.24
2016-04-15,85,86.0,,0.86,73.1
2016-04-16,56,86.0,,0.86,48.16
2016-04-17,42,86.0,,0.86,36.12
2016-04-18,100,86.0,,0.86,86.0
2016-04-19,87,86.0,,0.86,74.82
2016-04-20,78,86.0,,0.86,67.08
2016-04-21,76,86.0,,0.86,65.36
2016-04-22,75,86.0,,0.86,64.5
2016-04-23,52,86.0,,0.86,44.72
2016-04-24,40,86.0,,0.86,34.4
2016-04-25,85,86.0,,0.86,73.1
2016-04-26,82,86.0,,0.86,70.52
2016-04-27,78,86.0,,0.86,67.08
2016-04-28,78,86.0,,0.86,67.08
2016-04-29,78,86.0,,0.86,67.08
2016-04-30,52,86.0,,0.86,44.72
2016-05-01,44,82.0,False,0.82,36.08
2016-05-02,95,82.0,,0.82,77.89999999999999
2016-05-03,91,82.0,,0.82,74.61999999999999
2016-05-04,91,82.0,,0.82,74.61999999999999
2016-05-05,93,82.0,,0.82,76.25999999999999
2016-05-06,85,82.0,,0.82,69.7
2016-05-07,59,82.0,,0.82,48.379999999999995
2016-05-08,42,82.0,,0.82,34.44
2016-05-09,100,82.0,,0.82,82.0
2016-05-10,97,82.0,,0.82,79.53999999999999
2016-05-11,92,82.0,,0.82,75.44
2016-05-12,87,82.0,,0.82,71.33999999999999
2016-05-13,86,82.0,,0.82,70.52
2016-05-14,58,82.0,,0.82,47.559999999999995
2016-05-15,44,82.0,,0.82,36.08
2016-05-16,98,82.0,,0.82,80.36
2016-05-17,90,82.0,,0.82,73.8
2016-05-18,91,82.0,,0.82,74.61999999999999
2016-05-19,88,82.0,,0.82,72.16
2016-05-20,85,82.0,,0.82,69.7
2016-05-21,54,82.0,,0.82,44.279999999999994
2016-05-22,44,82.0,,0.82,36.08
2016-05-23,88,82.0,,0.82,72.16
2016-05-24,92,82.0,,0.82,75.44
2016-05-25,89,82.0,,0.82,72.97999999999999
2016-05-26,88,82.0,,0.82,72.16
2016-05-27,84,82.0,,0.82,68.88
2016-05-28,54,82.0,,0.82,44.279999999999994
2016-05-29,40,82.0,,0.82,32.8
2016-05-30,47,82.0,,0.82,38.54
2016-05-31,99,82.0,,0.82,81.17999999999999
2016-06-01,97,84.0,False,0.84,81.48
2016-06-02,95,84.0,,0.84,79.8
2016-06-03,89,84.0,,0.84,74.75999999999999
2016-06-04,58,84.0,,0.84,48.72
2016-06-05,42,84.0,,0.84,35.28
2016-06-06,100,84.0,,0.84,84.0
2016-06-07,95,84.0,,0.84,79.8
2016-06-08,94,84.0,,0.84,78.96
2016-06-09,90,84.0,,0.84,75.6
2016-06-10,89,84.0,,0.84,74.75999999999999
2016-06-11,58,84.0,,0.84,48.72
2016-06-12,43,84.0,,0.84,36.12
2016-06-13,98,84.0,,0.84,82.32
2016-06-14,96,84.0,,0.84,80.64
2016-06-15,94,84.0,,0.84,78.96
2016-06-16,91,84.0,,0.84,76.44
2016-06-17,88,84.0,,0.84,73.92
2016-06-18,57,84.0,,0.84,47.879999999999995
2016-06-19,42,84.0,,0.84,35.28
2016-06-20,96,84.0,,0.84,80.64
2016-06-21,98,84.0,,0.84,82.32
2016-06-22,92,84.0,,0.84,77.28
2016-06-23,92,84.0,,0.84,77.28
2016-06-24,86,84.0,,0.84,72.24
2016-06-25,59,84.0,,0.84,49.559999999999995
2016-06-26,43,84.0,,0.84,36.12
2016-06-27,97,84.0,,0.84,81.48
2016-06-28,94,84.0,,0.84,78.96
2016-06-29,94,84.0,,0.84,78.96
2016-06-30,94,84.0,,0.84,78.96
2016-07-01,83,85.0,False,0.85,70.55
2016-07-02,53,85.0,,0.85,45.05
2016-07-03,36,85.0,,0.85,30.599999999999998
2016-07-04,39,85.0,,0.85,33.15
2016-07-05,92,85.0,,0.85,78.2
2016-07-06,90,85.0,,0.85,76.5
2016-07-07,86,85.0,,0.85,73.1
2016-07-08,83,85.0,,0.85,70.55
2016-07-09,55,85.0,,0.85,46.75
2016-07-10,44,85.0,,0.85,37.4
2016-07-11,100,85.0,,0.85,85.0
2016-07-12,91,85.0,,0.85,77.35
2016-07-13,88,85.0,,0.85,74.8
2016-07-14,84,85.0,,0.85,71.39999999999999
2016-07-15,83,85.0,,0.85,70.55
2016-07-16,55,85.0,,0.85,46.75
2016-07-17,48,85.0,,0.85,40.8
2016-07-18,97,85.0,,0.85,82.45
2016-07-19,92,85.0,,0.85,78.2
2016-07-20,92,85.0,,0.85,78.2
2016-07-21,88,85.0,,0.85,74.8
2016-07-22,88,85.0,,0.85,74.8
2016-07-23,57,85.0,,0.85,48.449999999999996
2016-07-24,49,85.0,,0.85,41.65
2016-07-25,94,85.0,,0.85,79.89999999999999
2016-07-26,92,85.0,,0.85,78.2
2016-07-27,90,85.0,,0.85,76.5
2016-07-28,91,85.0,,0.85,77.35
2016-07-29,87,85.0,,0.85,73.95
2016-07-30,61,85.0,,0.85,51.85
2016-07-31,50,85.0,,0.85,42.5
2016-08-01,100,90.0,False,0.9,90.0
2016-08-01,100,90.0,False,0.9,90.0
2016-08-01,100,90.0,False,0.9,90.0
2016-08-01,100,90.0,False,0.9,90.0
2016-08-01,100,90.0,False,0.9,90.0
2016-08-01,100,90.0,False,0.9,90.0
2016-08-01,100,90.0,False,0.9,90.0
2016-08-01,100,90.0,False,0.9,90.0
2016-08-01,100,90.0,False,0.9,90.0
2016-08-01,100,90.0,False,0.9,90.0
2016-08-01,100,90.0,False,0.9,90.0
2016-08-01,100,90.0,False,0.9,90.0
2016-08-01,100,90.0,False,0.9,90.0
2016-08-01,100,90.0,False,0.9,90.0
2016-08-01,100,90.0,False,0.9,90.0
2016-08-01,100,90.0,False,0.9,90.0
2016-08-01,100,90.0,False,0.9,90.0
2016-08-01,100,90.0,False,0.9,90.0
2016-08-01,100,90.0,False,0.9,90.0
2016-08-01,100,90.0,False,0.9,90.0
2016-08-01,100,90.0,False,0.9,90.0
2016-08-01,100,90.0,False,0.9,90.0
2016-08-01,100,90.0,False,0.9,90.0
2016-08-01,100,90.0,False,0.9,90.0
2016-08-01,100,90.0,False,0.9,90.0
2016-08-01,100,90.0,False,0.9,90.0
2016-08-01,100,90.0,False,0.9,90.0
2016-08-02,93,90.0,,0.9,83.7
2016-08-02,93,90.0,,0.9,83.7
2016-08-02,94,90.0,,0.9,84.60000000000001
2016-08-02,94,90.0,,0.9,84.60000000000001
2016-08-02,94,90.0,,0.9,84.60000000000001
2016-08-02,94,90.0,,0.9,84.60000000000001
2016-08-02,94,90.0,,0.9,84.60000000000001
2016-08-02,94,90.0,,0.9,84.60000000000001
2016-08-02,93,90.0,,0.9,83.7
2016-08-02,94,90.0,,0.9,84.60000000000001
2016-08-02,93,90.0,,0.9,83.7
2016-08-02,94,90.0,,0.9,84.60000000000001
2016-08-02,94,90.0,,0.9,84.60000000000001
2016-08-02,94,90.0,,0.9,84.60000000000001
2016-08-02,93,90.0,,0.9,83.7
2016-08-02,94,90.0,,0.9,84.60000000000001
2016-08-02,93,90.0,,0.9,83.7
2016-08-02,94,90.0,,0.9,84.60000000000001
