date,chance_unscaled,chance_monthly,isPartial,scale,chance
2015-01-09,83,44.0,,0.44,36.52
2015-01-10,95,44.0,,0.44,41.8
2015-01-11,89,44.0,,0.44,39.160000000000004
2015-01-12,91,44.0,,0.44,40.04
2015-01-13,88,44.0,,0.44,38.72
2015-01-14,90,44.0,,0.44,39.6
2015-01-15,93,44.0,,0.44,40.92
2015-01-16,84,44.0,,0.44,36.96
2015-01-17,91,44.0,,0.44,40.04
2015-01-18,85,44.0,,0.44,37.4
2015-01-19,83,44.0,,0.44,36.52
2015-01-20,81,44.0,,0.44,35.64
2015-01-21,86,44.0,,0.44,37.84
2015-01-22,97,44.0,,0.44,42.68
2015-01-23,88,44.0,,0.44,38.72
2015-01-24,90,44.0,,0.44,39.6
2015-01-25,91,44.0,,0.44,40.04
2015-01-26,77,44.0,,0.44,33.88
2015-01-27,77,44.0,,0.44,33.88
2015-01-28,74,44.0,,0.44,32.56
2015-01-29,88,44.0,,0.44,38.72
2015-01-30,96,44.0,,0.44,42.24
2015-01-31,91,44.0,,0.44,40.04
2015-02-01,34,48.0,False,0.48,16.32
2015-02-02,27,48.0,,0.48,12.959999999999999
2015-02-03,28,48.0,,0.48,13.44
2015-02-04,26,48.0,,0.48,12.48
2015-02-05,26,48.0,,0.48,12.48
2015-02-06,27,48.0,,0.48,12.959999999999999
2015-02-07,31,48.0,,0.48,14.879999999999999
2015-02-08,31,48.0,,0.48,14.879999999999999
2015-02-09,29,48.0,,0.48,13.92
2015-02-10,26,48.0,,0.48,12.48
2015-02-11,29,48.0,,0.48,13.92
2015-02-12,30,48.0,,0.48,14.399999999999999
2015-02-13,24,48.0,,0.48,11.52
2015-02-14,32,48.0,,0.48,15.36
2015-02-15,30,48.0,,0.48,14.399999999999999
2015-02-16,31,48.0,,0.48,14.879999999999999
2015-02-17,28,48.0,,0.48,13.44
2015-02-18,29,48.0,,0.48,13.92
2015-02-19,30,48.0,,0.48,14.399999999999999
2015-02-20,28,48.0,,0.48,13.44
2015-02-21,100,48.0,,0.48,48.0
2015-02-22,68,48.0,,0.48,32.64
2015-02-23,44,48.0,,0.48,21.119999999999997
2015-02-24,36,48.0,,0.48,17.28
2015-02-25,31,48.0,,0.48,14.879999999999999
2015-02-26,34,48.0,,0.48,16.32
2015-02-27,32,48.0,,0.48,15.36
2015-02-28,30,48.0,,0.48,14.399999999999999
2015-03-01,94,44.0,False,0.44,41.36
2015-03-02,85,44.0,,0.44,37.4
2015-03-03,78,44.0,,0.44,34.32
2015-03-04,82,44.0,,0.44,36.08
2015-03-05,93,44.0,,0.44,40.92
2015-03-06,80,44.0,,0.44,35.2
2015-03-07,88,44.0,,0.44,38.72
2015-03-08,81,44.0,,0.44,35.64
2015-03-09,81,44.0,,0.44,35.64
2015-03-10,93,44.0,,0.44,40.92
2015-03-11,79,44.0,,0.44,34.76
2015-03-12,80,44.0,,0.44,35.2
2015-03-13,83,44.0,,0.44,36.52
2015-03-14,88,44.0,,0.44,38.72
2015-03-15,74,44.0,,0.44,32.56
2015-03-16,81,44.0,,0.44,35.64
2015-03-17,78,44.0,,0.44,34.32
2015-03-18,86,44.0,,0.44,37.84
2015-03-19,76,44.0,,0.44,33.44
2015-03-20,87,44.0,,0.44,38.28
2015-03-21,89,44.0,,0.44,39.160000000000004
2015-03-22,80,44.0,,0.44,35.2
2015-03-23,92,44.0,,0.44,40.48
2015-03-24,84,44.0,,0.44,36.96
2015-03-25,100,44.0,,0.44,44.0
2015-03-26,94,44.0,,0.44,41.36
2015-03-27,94,44.0,,0.44,41.36
2015-03-28,95,44.0,,0.44,41.8
2015-03-29,92,44.0,,0.44,40.48
2015-03-30,90,44.0,,0.44,39.6
2015-03-31,96,44.0,,0.44,42.24
2015-04-01,88,44.0,False,0.44,38.72
2015-04-02,88,44.0,,0.44,38.72
2015-04-03,99,44.0,,0.44,43.56
2015-04-04,89,44.0,,0.44,39.160000000000004
2015-04-05,81,44.0,,0.44,35.64
2015-04-06,78,44.0,,0.44,34.32
2015-04-07,93,44.0,,0.44,40.92
2015-04-08,91,44.0,,0.44,40.04
2015-04-09,96,44.0,,0.44,42.24
2015-04-10,82,44.0,,0.44,36.08
2015-04-11,95,44.0,,0.44,41.8
2015-04-12,91,44.0,,0.44,40.04
2015-04-13,89,44.0,,0.44,39.160000000000004
2015-04-14,95,44.0,,0.44,41.8
2015-04-15,92,44.0,,0.44,40.48
2015-04-16,100,44.0,,0.44,44.0
2015-04-17,89,44.0,,0.44,39.160000000000004
2015-04-18,85,44.0,,0.44,37.4
2015-04-19,91,44.0,,0.44,40.04
2015-04-20,86,44.0,,0.44,37.84
2015-04-21,83,44.0,,0.44,36.52
2015-04-22,79,44.0,,0.44,34.76
2015-04-23,84,44.0,,0.44,36.96
2015-04-24,85,44.0,,0.44,37.4
2015-04-25,91,44.0,,0.44,40.04
2015-04-26,91,44.0,,0.44,40.04
2015-04-27,92,44.0,,0.44,40.48
2015-04-28,85,44.0,,0.44,37.4
2015-04-29,85,44.0,,0.44,37.4
2015-04-30,95,44.0,,0.44,41.8
2015-05-01,39,52.0,False,0.52,20.28
2015-05-02,37,52.0,,0.52,19.240000000000002
2015-05-03,39,52.0,,0.52,20.28
2015-05-04,38,52.0,,0.52,19.76
2015-05-05,44,52.0,,0.52,22.880000000000003
2015-05-06,45,52.0,,0.52,23.400000000000002
2015-05-07,85,52.0,,0.52,44.2
2015-05-08,57,52.0,,0.52,29.64
2015-05-09,55,52.0,,0.52,28.6
2015-05-10,49,52.0,,0.52,25.48
2015-05-11,47,52.0,,0.52,24.44
2015-05-12,46,52.0,,0.52,23.92
2015-05-13,42,52.0,,0.52,21.84
2015-05-14,40,52.0,,0.52,20.8
2015-05-15,41,52.0,,0.52,21.32
2015-05-16,43,52.0,,0.52,22.36
2015-05-17,42,52.0,,0.52,21.84
2015-05-18,40,52.0,,0.52,20.8
2015-05-19,38,52.0,,0.52,19.76
2015-05-20,43,52.0,,0.52,22.36
2015-05-21,54,52.0,,0.52,28.080000000000002
2015-05-22,41,52.0,,0.52,21.32
2015-05-23,43,52.0,,0.52,22.36
2015-05-24,42,52.0,,0.52,21.84
2015-05-25,50,52.0,,0.52,26.0
2015-05-26,41,52.0,,0.52,21.32
2015-05-27,40,52.0,,0.52,20.8
2015-05-28,39,52.0,,0.52,20.28
2015-05-29,100,52.0,,0.52,52.0
2015-05-30,64,52.0,,0.52,33.28
2015-05-31,56,52.0,,0.52,29.12
2015-06-01,97,42.0,False,0.42,40.74
2015-06-02,92,42.0,,0.42,38.64
2015-06-03,91,42.0,,0.42,38.22
2015-06-04,93,42.0,,0.42,39.059999999999995
2015-06-05,83,42.0,,0.42,34.86
2015-06-06,100,42.0,,0.42,42.0
2015-06-07,89,42.0,,0.42,37.379999999999995
2015-06-08,75,42.0,,0.42,31.5
2015-06-09,87,42.0,,0.42,36.54
2015-06-10,84,42.0,,0.42,35.28
2015-06-11,90,42.0,,0.42,37.8
2015-06-12,75,42.0,,0.42,31.5
2015-06-13,83,42.0,,0.42,34.86
2015-06-14,87,42.0,,0.42,36.54
2015-06-15,77,42.0,,0.42,32.339999999999996
2015-06-16,81,42.0,,0.42,34.019999999999996
2015-06-17,72,42.0,,0.42,30.24
2015-06-18,75,42.0,,0.42,31.5
2015-06-19,71,42.0,,0.42,29.82
2015-06-20,74,42.0,,0.42,31.08
2015-06-21,87,42.0,,0.42,36.54
2015-06-22,82,42.0,,0.42,34.44
2015-06-23,75,42.0,,0.42,31.5
2015-06-24,88,42.0,,0.42,36.96
2015-06-25,83,42.0,,0.42,34.86
2015-06-26,74,42.0,,0.42,31.08
2015-06-27,80,42.0,,0.42,33.6
2015-06-28,80,42.0,,0.42,33.6
2015-06-29,72,42.0,,0.42,30.24
2015-06-30,83,42.0,,0.42,34.86
2015-07-01,85,42.0,False,0.42,35.699999999999996
2015-07-02,82,42.0,,0.42,34.44
2015-07-03,85,42.0,,0.42,35.699999999999996
2015-07-04,84,42.0,,0.42,35.28
2015-07-05,84,42.0,,0.42,35.28
2015-07-06,85,42.0,,0.42,35.699999999999996
2015-07-07,87,42.0,,0.42,36.54
2015-07-08,91,42.0,,0.42,38.22
2015-07-09,86,42.0,,0.42,36.12
2015-07-10,90,42.0,,0.42,37.8
2015-07-11,93,42.0,,0.42,39.059999999999995
2015-07-12,89,42.0,,0.42,37.379999999999995
2015-07-13,93,42.0,,0.42,39.059999999999995
2015-07-14,79,42.0,,0.42,33.18
2015-07-15,86,42.0,,0.42,36.12
2015-07-16,89,42.0,,0.42,37.379999999999995
2015-07-17,92,42.0,,0.42,38.64
2015-07-18,90,42.0,,0.42,37.8
2015-07-19,98,42.0,,0.42,41.16
2015-07-20,98,42.0,,0.42,41.16
2015-07-21,86,42.0,,0.42,36.12
2015-07-22,91,42.0,,0.42,38.22
2015-07-23,87,42.0,,0.42,36.54
2015-07-24,92,42.0,,0.42,38.64
2015-07-25,97,42.0,,0.42,40.74
2015-07-26,96,42.0,,0.42,40.32
2015-07-27,84,42.0,,0.42,35.28
2015-07-28,100,42.0,,0.42,42.0
2015-07-29,92,42.0,,0.42,38.64
2015-07-30,92,42.0,,0.42,38.64
2015-07-31,93,42.0,,0.42,39.059999999999995
2015-08-01,100,44.0,False,0.44,44.0
2015-08-02,94,44.0,,0.44,41.36
2015-08-03,88,44.0,,0.44,38.72
2015-08-04,79,44.0,,0.44,34.76
2015-08-05,81,44.0,,0.44,35.64
2015-08-06,92,44.0,,0.44,40.48
2015-08-07,76,44.0,,0.44,33.44
2015-08-08,65,44.0,,0.44,28.6
2015-08-09,73,44.0,,0.44,32.12
2015-08-10,80,44.0,,0.44,35.2
2015-08-11,77,44.0,,0.44,33.88
2015-08-12,78,44.0,,0.44,34.32
2015-08-13,84,44.0,,0.44,36.96
2015-08-14,77,44.0,,0.44,33.88
2015-08-15,86,44.0,,0.44,37.84
2015-08-16,76,44.0,,0.44,33.44
2015-08-17,72,44.0,,0.44,31.68
2015-08-18,74,44.0,,0.44,32.56
2015-08-19,66,44.0,,0.44,29.04
2015-08-20,74,44.0,,0.44,32.56
2015-08-21,70,44.0,,0.44,30.8
2015-08-22,79,44.0,,0.44,34.76
2015-08-23,80,44.0,,0.44,35.2
2015-08-24,76,44.0,,0.44,33.44
2015-08-25,78,44.0,,0.44,34.32
2015-08-26,65,44.0,,0.44,28.6
2015-08-27,72,44.0,,0.44,31.68
2015-08-28,61,44.0,,0.44,26.84
2015-08-29,73,44.0,,0.44,32.12
2015-08-30,90,44.0,,0.44,39.6
2015-08-31,75,44.0,,0.44,33.0
2015-09-01,75,41.0,False,0.41,30.749999999999996
2015-09-02,77,41.0,,0.41,31.569999999999997
2015-09-03,74,41.0,,0.41,30.34
2015-09-04,76,41.0,,0.41,31.159999999999997
2015-09-05,91,41.0,,0.41,37.309999999999995
2015-09-06,78,41.0,,0.41,31.979999999999997
2015-09-07,77,41.0,,0.41,31.569999999999997
2015-09-08,77,41.0,,0.41,31.569999999999997
2015-09-09,78,41.0,,0.41,31.979999999999997
2015-09-10,80,41.0,,0.41,32.8
2015-09-11,76,41.0,,0.41,31.159999999999997
2015-09-12,84,41.0,,0.41,34.44
2015-09-13,81,41.0,,0.41,33.21
2015-09-14,76,41.0,,0.41,31.159999999999997
2015-09-15,76,41.0,,0.41,31.159999999999997
2015-09-16,81,41.0,,0.41,33.21
2015-09-17,64,41.0,,0.41,26.24
2015-09-18,82,41.0,,0.41,33.62
2015-09-19,81,41.0,,0.41,33.21
2015-09-20,82,41.0,,0.41,33.62
2015-09-21,86,41.0,,0.41,35.26
2015-09-22,65,41.0,,0.41,26.65
2015-09-23,87,41.0,,0.41,35.669999999999995
2015-09-24,100,41.0,,0.41,41.0
2015-09-25,83,41.0,,0.41,34.03
2015-09-26,77,41.0,,0.41,31.569999999999997
2015-09-27,91,41.0,,0.41,37.309999999999995
2015-09-28,80,41.0,,0.41,32.8
2015-09-29,80,41.0,,0.41,32.8
2015-09-30,80,41.0,,0.41,32.8
2015-10-01,77,44.0,False,0.44,33.88
2015-10-02,70,44.0,,0.44,30.8
2015-10-03,76,44.0,,0.44,33.44
2015-10-04,67,44.0,,0.44,29.48
2015-10-05,65,44.0,,0.44,28.6
2015-10-06,66,44.0,,0.44,29.04
2015-10-07,68,44.0,,0.44,29.92
2015-10-08,62,44.0,,0.44,27.28
2015-10-09,69,44.0,,0.44,30.36
2015-10-10,67,44.0,,0.44,29.48
2015-10-11,65,44.0,,0.44,28.6
2015-10-12,77,44.0,,0.44,33.88
2015-10-13,72,44.0,,0.44,31.68
2015-10-14,73,44.0,,0.44,32.12
2015-10-15,74,44.0,,0.44,32.56
2015-10-16,71,44.0,,0.44,31.24
2015-10-17,70,44.0,,0.44,30.8
2015-10-18,72,44.0,,0.44,31.68
2015-10-19,61,44.0,,0.44,26.84
2015-10-20,73,44.0,,0.44,32.12
2015-10-21,68,44.0,,0.44,29.92
2015-10-22,76,44.0,,0.44,33.44
2015-10-23,79,44.0,,0.44,34.76
2015-10-24,72,44.0,,0.44,31.68
2015-10-25,66,44.0,,0.44,29.04
2015-10-26,62,44.0,,0.44,27.28
2015-10-27,100,44.0,,0.44,44.0
2015-10-28,80,44.0,,0.44,35.2
2015-10-29,75,44.0,,0.44,33.0
2015-10-30,69,44.0,,0.44,30.36
2015-10-31,63,44.0,,0.44,27.72
2015-11-01,69,47.0,False,0.47,32.43
2015-11-02,72,47.0,,0.47,33.839999999999996
2015-11-03,85,47.0,,0.47,39.949999999999996
2015-11-04,76,47.0,,0.47,35.72
2015-11-05,100,47.0,,0.47,47.0
2015-11-06,89,47.0,,0.47,41.83
2015-11-07,82,47.0,,0.47,38.54
2015-11-08,81,47.0,,0.47,38.07
2015-11-09,70,47.0,,0.47,32.9
2015-11-10,87,47.0,,0.47,40.89
2015-11-11,80,47.0,,0.47,37.599999999999994
2015-11-12,87,47.0,,0.47,40.89
2015-11-13,73,47.0,,0.47,34.309999999999995
2015-11-14,71,47.0,,0.47,33.37
2015-11-15,73,47.0,,0.47,34.309999999999995
2015-11-16,76,47.0,,0.47,35.72
2015-11-17,71,47.0,,0.47,33.37
2015-11-18,77,47.0,,0.47,36.19
2015-11-19,80,47.0,,0.47,37.599999999999994
2015-11-20,74,47.0,,0.47,34.78
2015-11-21,84,47.0,,0.47,39.48
2015-11-22,80,47.0,,0.47,37.599999999999994
2015-11-23,66,47.0,,0.47,31.02
2015-11-24,69,47.0,,0.47,32.43
2015-11-25,71,47.0,,0.47,33.37
2015-11-26,96,47.0,,0.47,45.12
2015-11-27,74,47.0,,0.47,34.78
2015-11-28,80,47.0,,0.47,37.599999999999994
2015-11-29,82,47.0,,0.47,38.54
2015-11-30,70,47.0,,0.47,32.9
2015-12-01,44,53.0,False,0.53,23.32
2015-12-02,49,53.0,,0.53,25.970000000000002
2015-12-03,60,53.0,,0.53,31.8
2015-12-04,57,53.0,,0.53,30.21
2015-12-05,68,53.0,,0.53,36.04
2015-12-06,73,53.0,,0.53,38.690000000000005
2015-12-07,60,53.0,,0.53,31.8
2015-12-08,52,53.0,,0.53,27.560000000000002
2015-12-09,52,53.0,,0.53,27.560000000000002
2015-12-10,60,53.0,,0.53,31.8
2015-12-11,52,53.0,,0.53,27.560000000000002
2015-12-12,61,53.0,,0.53,32.33
2015-12-13,100,53.0,,0.53,53.0
2015-12-14,71,53.0,,0.53,37.63
2015-12-15,62,53.0,,0.53,32.86
2015-12-16,65,53.0,,0.53,34.45
2015-12-17,92,53.0,,0.53,48.760000000000005
2015-12-18,67,53.0,,0.53,35.510000000000005
2015-12-19,61,53.0,,0.53,32.33
2015-12-20,61,53.0,,0.53,32.33
2015-12-21,59,53.0,,0.53,31.270000000000003
2015-12-22,51,53.0,,0.53,27.03
2015-12-23,59,53.0,,0.53,31.270000000000003
2015-12-24,52,53.0,,0.53,27.560000000000002
2015-12-25,53,53.0,,0.53,28.09
2015-12-26,53,53.0,,0.53,28.09
2015-12-27,62,53.0,,0.53,32.86
2015-12-28,54,53.0,,0.53,28.62
2015-12-29,52,53.0,,0.53,27.560000000000002
2015-12-30,50,53.0,,0.53,26.5
2015-12-31,51,53.0,,0.53,27.03
2016-01-01,54,52.0,False,0.52,28.080000000000002
2016-01-02,60,52.0,,0.52,31.200000000000003
2016-01-03,64,52.0,,0.52,33.28
2016-01-04,56,52.0,,0.52,29.12
2016-01-05,55,52.0,,0.52,28.6
2016-01-06,56,52.0,,0.52,29.12
2016-01-07,65,52.0,,0.52,33.800000000000004
2016-01-08,67,52.0,,0.52,34.84
2016-01-09,74,52.0,,0.52,38.480000000000004
2016-01-10,93,52.0,,0.52,48.36
2016-01-11,65,52.0,,0.52,33.800000000000004
2016-01-12,72,52.0,,0.52,37.44
2016-01-13,83,52.0,,0.52,43.160000000000004
2016-01-14,100,52.0,,0.52,52.0
2016-01-15,74,52.0,,0.52,38.480000000000004
2016-01-16,68,52.0,,0.52,35.36
2016-01-17,70,52.0,,0.52,36.4
2016-01-18,63,52.0,,0.52,32.76
2016-01-19,60,52.0,,0.52,31.200000000000003
2016-01-20,61,52.0,,0.52,31.720000000000002
2016-01-21,73,52.0,,0.52,37.96
2016-01-22,68,52.0,,0.52,35.36
2016-01-23,65,52.0,,0.52,33.800000000000004
2016-01-24,67,52.0,,0.52,34.84
2016-01-25,64,52.0,,0.52,33.28
2016-01-26,59,52.0,,0.52,30.68
2016-01-27,54,52.0,,0.52,28.080000000000002
2016-01-28,66,52.0,,0.52,34.32
2016-01-29,63,52.0,,0.52,32.76
2016-01-30,76,52.0,,0.52,39.52
2016-01-31,66,52.0,,0.52,34.32
2016-02-01,58,54.0,False,0.54,31.32
2016-02-02,56,54.0,,0.54,30.240000000000002
2016-02-03,57,54.0,,0.54,30.78
2016-02-04,59,54.0,,0.54,31.860000000000003
2016-02-05,66,54.0,,0.54,35.64
2016-02-06,68,54.0,,0.54,36.72
2016-02-07,57,54.0,,0.54,30.78
2016-02-08,49,54.0,,0.54,26.46
2016-02-09,53,54.0,,0.54,28.62
2016-02-10,56,54.0,,0.54,30.240000000000002
2016-02-11,53,54.0,,0.54,28.62
2016-02-12,60,54.0,,0.54,32.400000000000006
2016-02-13,86,54.0,,0.54,46.440000000000005
2016-02-14,100,54.0,,0.54,54.0
2016-02-15,75,54.0,,0.54,40.5
2016-02-16,67,54.0,,0.54,36.18
2016-02-17,65,54.0,,0.54,35.1
2016-02-18,67,54.0,,0.54,36.18
2016-02-19,68,54.0,,0.54,36.72
2016-02-20,74,54.0,,0.54,39.96
2016-02-21,65,54.0,,0.54,35.1
2016-02-22,62,54.0,,0.54,33.480000000000004
2016-02-23,64,54.0,,0.54,34.56
2016-02-24,57,54.0,,0.54,30.78
2016-02-25,65,54.0,,0.54,35.1
2016-02-26,64,54.0,,0.54,34.56
2016-02-27,65,54.0,,0.54,35.1
2016-02-28,61,54.0,,0.54,32.940000000000005
2016-02-29,63,54.0,,0.54,34.02
2016-03-01,69,49.0,False,0.49,33.81
2016-03-02,82,49.0,,0.49,40.18
2016-03-03,69,49.0,,0.49,33.81
2016-03-04,87,49.0,,0.49,42.63
2016-03-05,88,49.0,,0.49,43.12
2016-03-06,81,49.0,,0.49,39.69
2016-03-07,73,49.0,,0.49,35.769999999999996
2016-03-08,64,49.0,,0.49,31.36
2016-03-09,65,49.0,,0.49,31.849999999999998
2016-03-10,70,49.0,,0.49,34.3
2016-03-11,68,49.0,,0.49,33.32
2016-03-12,76,49.0,,0.49,37.24
2016-03-13,73,49.0,,0.49,35.769999999999996
2016-03-14,69,49.0,,0.49,33.81
2016-03-15,64,49.0,,0.49,31.36
2016-03-16,76,49.0,,0.49,37.24
2016-03-17,70,49.0,,0.49,34.3
2016-03-18,73,49.0,,0.49,35.769999999999996
2016-03-19,81,49.0,,0.49,39.69
2016-03-20,73,49.0,,0.49,35.769999999999996
2016-03-21,72,49.0,,0.49,35.28
2016-03-22,76,49.0,,0.49,37.24
2016-03-23,79,49.0,,0.49,38.71
2016-03-24,75,49.0,,0.49,36.75
2016-03-25,73,49.0,,0.49,35.769999999999996
2016-03-26,100,49.0,,0.49,49.0
2016-03-27,86,49.0,,0.49,42.14
2016-03-28,75,49.0,,0.49,36.75
2016-03-29,72,49.0,,0.49,35.28
2016-03-30,79,49.0,,0.49,38.71
2016-03-31,71,49.0,,0.49,34.79
2016-04-01,68,49.0,False,0.49,33.32
2016-04-02,72,49.0,,0.49,35.28
2016-04-03,71,49.0,,0.49,34.79
2016-04-04,69,49.0,,0.49,33.81
2016-04-05,69,49.0,,0.49,33.81
2016-04-06,71,49.0,,0.49,34.79
2016-04-07,76,49.0,,0.49,37.24
2016-04-08,76,49.0,,0.49,37.24
2016-04-09,74,49.0,,0.49,36.26
2016-04-10,75,49.0,,0.49,36.75
2016-04-11,67,49.0,,0.49,32.83
2016-04-12,63,49.0,,0.49,30.87
2016-04-13,68,49.0,,0.49,33.32
2016-04-14,59,49.0,,0.49,28.91
2016-04-15,65,49.0,,0.49,31.849999999999998
2016-04-16,68,49.0,,0.49,33.32
2016-04-17,76,49.0,,0.49,37.24
2016-04-18,68,49.0,,0.49,33.32
2016-04-19,66,49.0,,0.49,32.339999999999996
2016-04-20,61,49.0,,0.49,29.89
2016-04-21,63,49.0,,0.49,30.87
2016-04-22,63,49.0,,0.49,30.87
2016-04-23,72,49.0,,0.49,35.28
2016-04-24,65,49.0,,0.49,31.849999999999998
2016-04-25,67,49.0,,0.49,32.83
2016-04-26,72,49.0,,0.49,35.28
2016-04-27,69,49.0,,0.49,33.81
2016-04-28,74,49.0,,0.49,36.26
2016-04-29,70,49.0,,0.49,34.3
2016-04-30,100,49.0,,0.49,49.0
2016-05-01,17,88.0,False,0.88,14.96
2016-05-02,16,88.0,,0.88,14.08
2016-05-03,15,88.0,,0.88,13.2
2016-05-04,16,88.0,,0.88,14.08
2016-05-05,17,88.0,,0.88,14.96
2016-05-06,22,88.0,,0.88,19.36
2016-05-07,16,88.0,,0.88,14.08
2016-05-08,15,88.0,,0.88,13.2
2016-05-09,16,88.0,,0.88,14.08
2016-05-10,15,88.0,,0.88,13.2
2016-05-11,14,88.0,,0.88,12.32
2016-05-12,24,88.0,,0.88,21.12
2016-05-13,100,88.0,,0.88,88.0
2016-05-14,49,88.0,,0.88,43.12
2016-05-15,38,88.0,,0.88,33.44
2016-05-16,32,88.0,,0.88,28.16
2016-05-17,30,88.0,,0.88,26.4
2016-05-18,26,88.0,,0.88,22.88
2016-05-19,25,88.0,,0.88,22.0
2016-05-20,21,88.0,,0.88,18.48
2016-05-21,22,88.0,,0.88,19.36
2016-05-22,21,88.0,,0.88,18.48
2016-05-23,19,88.0,,0.88,16.72
2016-05-24,19,88.0,,0.88,16.72
2016-05-25,23,88.0,,0.88,20.24
2016-05-26,21,88.0,,0.88,18.48
2016-05-27,22,88.0,,0.88,19.36
2016-05-28,20,88.0,,0.88,17.6
2016-05-29,19,88.0,,0.88,16.72
2016-05-30,20,88.0,,0.88,17.6
2016-05-31,18,88.0,,0.88,15.84
2016-06-01,87,56.0,False,0.56,48.720000000000006
2016-06-02,83,56.0,,0.56,46.480000000000004
2016-06-03,80,56.0,,0.56,44.800000000000004
2016-06-04,79,56.0,,0.56,44.24
2016-06-05,90,56.0,,0.56,50.400000000000006
2016-06-06,79,56.0,,0.56,44.24
2016-06-07,74,56.0,,0.56,41.440000000000005
2016-06-08,84,56.0,,0.56,47.040000000000006
2016-06-09,83,56.0,,0.56,46.480000000000004
2016-06-10,84,56.0,,0.56,47.040000000000006
2016-06-11,81,56.0,,0.56,45.36000000000001
2016-06-12,74,56.0,,0.56,41.440000000000005
2016-06-13,71,56.0,,0.56,39.760000000000005
2016-06-14,73,56.0,,0.56,40.88
2016-06-15,74,56.0,,0.56,41.440000000000005
2016-06-16,73,56.0,,0.56,40.88
2016-06-17,75,56.0,,0.56,42.00000000000001
2016-06-18,71,56.0,,0.56,39.760000000000005
2016-06-19,78,56.0,,0.56,43.68000000000001
2016-06-20,63,56.0,,0.56,35.28
2016-06-21,100,56.0,,0.56,56.00000000000001
2016-06-22,82,56.0,,0.56,45.92
2016-06-23,81,56.0,,0.56,45.36000000000001
2016-06-24,84,56.0,,0.56,47.040000000000006
2016-06-25,99,56.0,,0.56,55.440000000000005
2016-06-26,89,56.0,,0.56,49.84
2016-06-27,69,56.0,,0.56,38.64
2016-06-28,70,56.0,,0.56,39.2
2016-06-29,75,56.0,,0.56,42.00000000000001
2016-06-30,68,56.0,,0.56,38.080000000000005
2016-07-01,69,55.0,False,0.55,37.95
2016-07-02,70,55.0,,0.55,38.5
2016-07-03,78,55.0,,0.55,42.900000000000006
2016-07-04,79,55.0,,0.55,43.45
2016-07-05,70,55.0,,0.55,38.5
2016-07-06,92,55.0,,0.55,50.6
2016-07-07,74,55.0,,0.55,40.7
2016-07-08,68,55.0,,0.55,37.400000000000006
2016-07-09,74,55.0,,0.55,40.7
2016-07-10,65,55.0,,0.55,35.75
2016-07-11,67,55.0,,0.55,36.85
2016-07-12,65,55.0,,0.55,35.75
2016-07-13,70,55.0,,0.55,38.5
2016-07-14,94,55.0,,0.55,51.7
2016-07-15,76,55.0,,0.55,41.800000000000004
2016-07-16,78,55.0,,0.55,42.900000000000006
2016-07-17,78,55.0,,0.55,42.900000000000006
2016-07-18,76,55.0,,0.55,41.800000000000004
2016-07-19,81,55.0,,0.55,44.550000000000004
2016-07-20,96,55.0,,0.55,52.800000000000004
2016-07-21,81,55.0,,0.55,44.550000000000004
2016-07-22,79,55.0,,0.55,43.45
2016-07-23,80,55.0,,0.55,44.0
2016-07-24,74,55.0,,0.55,40.7
2016-07-25,100,55.0,,0.55,55.00000000000001
2016-07-26,93,55.0,,0.55,51.150000000000006
2016-07-27,75,55.0,,0.55,41.25
2016-07-28,77,55.0,,0.55,42.35
2016-07-29,94,55.0,,0.55,51.7
2016-07-30,99,55.0,,0.55,54.45
2016-07-31,97,55.0,,0.55,53.35
2016-08-01,85,59.0,False,0.59,50.15
2016-08-02,80,59.0,,0.59,47.199999999999996
2016-08-03,82,59.0,,0.59,48.379999999999995
2016-08-04,76,59.0,,0.59,44.839999999999996
2016-08-05,80,59.0,,0.59,47.199999999999996
2016-08-06,64,59.0,,0.59,37.76
2016-08-07,64,59.0,,0.59,37.76
2016-08-08,65,59.0,,0.59,38.35
2016-08-09,72,59.0,,0.59,42.48
2016-08-10,71,59.0,,0.59,41.89
2016-08-11,99,59.0,,0.59,58.41
2016-08-12,82,59.0,,0.59,48.379999999999995
2016-08-13,69,59.0,,0.59,40.71
2016-08-14,74,59.0,,0.59,43.66
2016-08-15,81,59.0,,0.59,47.79
2016-08-16,74,59.0,,0.59,43.66
2016-08-17,71,59.0,,0.59,41.89
2016-08-18,68,59.0,,0.59,40.12
2016-08-19,76,59.0,,0.59,44.839999999999996
2016-08-20,68,59.0,,0.59,40.12
2016-08-21,70,59.0,,0.59,41.3
2016-08-22,67,59.0,,0.59,39.53
2016-08-23,65,59.0,,0.59,38.35
2016-08-24,70,59.0,,0.59,41.3
2016-08-25,74,59.0,,0.59,43.66
2016-08-26,85,59.0,,0.59,50.15
2016-08-27,74,59.0,,0.59,43.66
2016-08-28,70,59.0,,0.59,41.3
2016-08-29,100,59.0,,0.59,59.0
2016-08-30,97,59.0,,0.59,57.23
2016-08-31,89,59.0,,0.59,52.51
2016-09-01,85,60.0,False,0.6,51.0
2016-09-02,76,60.0,,0.6,45.6
2016-09-03,83,60.0,,0.6,49.8
2016-09-04,87,60.0,,0.6,52.199999999999996
2016-09-05,92,60.0,,0.6,55.199999999999996
2016-09-06,86,60.0,,0.6,51.6
2016-09-07,76,60.0,,0.6,45.6
2016-09-08,75,60.0,,0.6,45.0
2016-09-09,73,60.0,,0.6,43.8
