date,chance_unscaled,chance_monthly,isPartial,scale,chance
2010-01-01,81,44.0,False,0.44,35.64
2010-01-02,80,44.0,,0.44,35.2
2010-01-03,70,44.0,,0.44,30.8
2010-01-04,49,44.0,,0.44,21.56
2010-01-05,62,44.0,,0.44,27.28
2010-01-06,75,44.0,,0.44,33.0
2010-01-07,79,44.0,,0.44,34.76
2010-01-08,69,44.0,,0.44,30.36
2010-01-09,97,44.0,,0.44,42.68
2010-01-10,83,44.0,,0.44,36.52
2010-01-11,60,44.0,,0.44,26.4
2010-01-12,71,44.0,,0.44,31.24
2010-01-13,62,44.0,,0.44,27.28
2010-01-14,53,44.0,,0.44,23.32
2010-01-15,68,44.0,,0.44,29.92
2010-01-16,100,44.0,,0.44,44.0
2010-01-17,81,44.0,,0.44,35.64
2010-01-18,83,44.0,,0.44,36.52
2010-01-19,59,44.0,,0.44,25.96
2010-01-20,61,44.0,,0.44,26.84
2010-01-21,55,44.0,,0.44,24.2
2010-01-22,67,44.0,,0.44,29.48
2010-01-23,82,44.0,,0.44,36.08
2010-01-24,75,44.0,,0.44,33.0
2010-01-25,58,44.0,,0.44,25.52
2010-01-26,47,44.0,,0.44,20.68
2010-01-27,49,44.0,,0.44,21.56
2010-01-28,57,44.0,,0.44,25.080000000000002
2010-01-29,60,44.0,,0.44,26.4
2010-01-30,70,44.0,,0.44,30.8
2010-01-31,68,44.0,,0.44,29.92
2010-02-01,81,37.0,False,0.37,29.97
2010-02-02,76,37.0,,0.37,28.12
2010-02-03,70,37.0,,0.37,25.9
2010-02-04,75,37.0,,0.37,27.75
2010-02-05,78,37.0,,0.37,28.86
2010-02-06,98,37.0,,0.37,36.26
2010-02-07,99,37.0,,0.37,36.63
2010-02-08,71,37.0,,0.37,26.27
2010-02-09,83,37.0,,0.37,30.71
2010-02-10,83,37.0,,0.37,30.71
2010-02-11,78,37.0,,0.37,28.86
2010-02-12,79,37.0,,0.37,29.23
2010-02-13,87,37.0,,0.37,32.19
2010-02-14,91,37.0,,0.37,33.67
2010-02-15,89,37.0,,0.37,32.93
2010-02-16,80,37.0,,0.37,29.6
2010-02-17,74,37.0,,0.37,27.38
2010-02-18,69,37.0,,0.37,25.53
2010-02-19,66,37.0,,0.37,24.419999999999998
2010-02-20,91,37.0,,0.37,33.67
2010-02-21,74,37.0,,0.37,27.38
2010-02-22,70,37.0,,0.37,25.9
2010-02-23,70,37.0,,0.37,25.9
2010-02-24,72,37.0,,0.37,26.64
2010-02-25,81,37.0,,0.37,29.97
2010-02-26,78,37.0,,0.37,28.86
2010-02-27,100,37.0,,0.37,37.0
2010-02-28,82,37.0,,0.37,30.34
2010-03-01,67,36.0,False,0.36,24.119999999999997
2010-03-02,95,36.0,,0.36,34.199999999999996
2010-03-03,68,36.0,,0.36,24.48
2010-03-04,73,36.0,,0.36,26.279999999999998
2010-03-05,80,36.0,,0.36,28.799999999999997
2010-03-06,78,36.0,,0.36,28.08
2010-03-07,100,36.0,,0.36,36.0
2010-03-08,68,36.0,,0.36,24.48
2010-03-09,86,36.0,,0.36,30.959999999999997
2010-03-10,62,36.0,,0.36,22.32
2010-03-11,77,36.0,,0.36,27.72
2010-03-12,63,36.0,,0.36,22.68
2010-03-13,68,36.0,,0.36,24.48
2010-03-14,97,36.0,,0.36,34.92
2010-03-15,75,36.0,,0.36,27.0
2010-03-16,63,36.0,,0.36,22.68
2010-03-17,63,36.0,,0.36,22.68
2010-03-18,42,36.0,,0.36,15.12
2010-03-19,69,36.0,,0.36,24.84
2010-03-20,72,36.0,,0.36,25.919999999999998
2010-03-21,85,36.0,,0.36,30.599999999999998
2010-03-22,79,36.0,,0.36,28.439999999999998
2010-03-23,67,36.0,,0.36,24.119999999999997
2010-03-24,67,36.0,,0.36,24.119999999999997
2010-03-25,79,36.0,,0.36,28.439999999999998
2010-03-26,63,36.0,,0.36,22.68
2010-03-27,85,36.0,,0.36,30.599999999999998
2010-03-28,78,36.0,,0.36,28.08
2010-03-29,62,36.0,,0.36,22.32
2010-03-30,64,36.0,,0.36,23.04
2010-03-31,64,36.0,,0.36,23.04
2010-04-01,65,36.0,False,0.36,23.4
2010-04-02,65,36.0,,0.36,23.4
2010-04-03,80,36.0,,0.36,28.799999999999997
2010-04-04,75,36.0,,0.36,27.0
2010-04-05,66,36.0,,0.36,23.759999999999998
2010-04-06,78,36.0,,0.36,28.08
2010-04-07,68,36.0,,0.36,24.48
2010-04-08,62,36.0,,0.36,22.32
2010-04-09,77,36.0,,0.36,27.72
2010-04-10,72,36.0,,0.36,25.919999999999998
2010-04-11,64,36.0,,0.36,23.04
2010-04-12,91,36.0,,0.36,32.76
2010-04-13,61,36.0,,0.36,21.96
2010-04-14,65,36.0,,0.36,23.4
2010-04-15,69,36.0,,0.36,24.84
2010-04-16,75,36.0,,0.36,27.0
2010-04-17,90,36.0,,0.36,32.4
2010-04-18,100,36.0,,0.36,36.0
2010-04-19,79,36.0,,0.36,28.439999999999998
2010-04-20,77,36.0,,0.36,27.72
2010-04-21,53,36.0,,0.36,19.08
2010-04-22,66,36.0,,0.36,23.759999999999998
2010-04-23,62,36.0,,0.36,22.32
2010-04-24,71,36.0,,0.36,25.56
2010-04-25,72,36.0,,0.36,25.919999999999998
2010-04-26,68,36.0,,0.36,24.48
2010-04-27,59,36.0,,0.36,21.24
2010-04-28,64,36.0,,0.36,23.04
2010-04-29,63,36.0,,0.36,22.68
2010-04-30,69,36.0,,0.36,24.84
2010-05-01,25,54.0,False,0.54,13.5
2010-05-02,26,54.0,,0.54,14.040000000000001
2010-05-03,29,54.0,,0.54,15.66
2010-05-04,23,54.0,,0.54,12.420000000000002
2010-05-05,23,54.0,,0.54,12.420000000000002
2010-05-06,28,54.0,,0.54,15.120000000000001
2010-05-07,23,54.0,,0.54,12.420000000000002
2010-05-08,22,54.0,,0.54,11.88
2010-05-09,34,54.0,,0.54,18.36
2010-05-10,25,54.0,,0.54,13.5
2010-05-11,22,54.0,,0.54,11.88
2010-05-12,56,54.0,,0.54,30.240000000000002
2010-05-13,100,54.0,,0.54,54.0
2010-05-14,91,54.0,,0.54,49.14
2010-05-15,73,54.0,,0.54,39.42
2010-05-16,67,54.0,,0.54,36.18
2010-05-17,46,54.0,,0.54,24.840000000000003
2010-05-18,41,54.0,,0.54,22.14
2010-05-19,41,54.0,,0.54,22.14
2010-05-20,37,54.0,,0.54,19.98
2010-05-21,37,54.0,,0.54,19.98
2010-05-22,39,54.0,,0.54,21.060000000000002
2010-05-23,36,54.0,,0.54,19.44
2010-05-24,35,54.0,,0.54,18.900000000000002
2010-05-25,33,54.0,,0.54,17.82
2010-05-26,47,54.0,,0.54,25.380000000000003
2010-05-27,48,54.0,,0.54,25.92
2010-05-28,40,54.0,,0.54,21.6
2010-05-29,39,54.0,,0.54,21.060000000000002
2010-05-30,41,54.0,,0.54,22.14
2010-05-31,38,54.0,,0.54,20.520000000000003
2010-06-01,76,40.0,False,0.4,30.400000000000002
2010-06-02,70,40.0,,0.4,28.0
2010-06-03,74,40.0,,0.4,29.6
2010-06-04,69,40.0,,0.4,27.6
2010-06-05,98,40.0,,0.4,39.2
2010-06-06,87,40.0,,0.4,34.800000000000004
2010-06-07,74,40.0,,0.4,29.6
2010-06-08,76,40.0,,0.4,30.400000000000002
2010-06-09,81,40.0,,0.4,32.4
2010-06-10,58,40.0,,0.4,23.200000000000003
2010-06-11,68,40.0,,0.4,27.200000000000003
2010-06-12,83,40.0,,0.4,33.2
2010-06-13,100,40.0,,0.4,40.0
2010-06-14,95,40.0,,0.4,38.0
2010-06-15,67,40.0,,0.4,26.8
2010-06-16,77,40.0,,0.4,30.8
2010-06-17,72,40.0,,0.4,28.8
2010-06-18,56,40.0,,0.4,22.400000000000002
2010-06-19,85,40.0,,0.4,34.0
2010-06-20,99,40.0,,0.4,39.6
2010-06-21,79,40.0,,0.4,31.6
2010-06-22,68,40.0,,0.4,27.200000000000003
2010-06-23,78,40.0,,0.4,31.200000000000003
2010-06-24,72,40.0,,0.4,28.8
2010-06-25,54,40.0,,0.4,21.6
2010-06-26,50,40.0,,0.4,20.0
2010-06-27,95,40.0,,0.4,38.0
2010-06-28,73,40.0,,0.4,29.200000000000003
2010-06-29,72,40.0,,0.4,28.8
2010-06-30,77,40.0,,0.4,30.8
2010-07-01,63,39.0,False,0.39,24.57
2010-07-02,78,39.0,,0.39,30.42
2010-07-03,85,39.0,,0.39,33.15
2010-07-04,65,39.0,,0.39,25.35
2010-07-05,82,39.0,,0.39,31.98
2010-07-06,76,39.0,,0.39,29.64
2010-07-07,82,39.0,,0.39,31.98
2010-07-08,59,39.0,,0.39,23.01
2010-07-09,73,39.0,,0.39,28.470000000000002
2010-07-10,71,39.0,,0.39,27.69
2010-07-11,93,39.0,,0.39,36.27
2010-07-12,73,39.0,,0.39,28.470000000000002
2010-07-13,83,39.0,,0.39,32.370000000000005
2010-07-14,73,39.0,,0.39,28.470000000000002
2010-07-15,73,39.0,,0.39,28.470000000000002
2010-07-16,71,39.0,,0.39,27.69
2010-07-17,84,39.0,,0.39,32.76
2010-07-18,91,39.0,,0.39,35.49
2010-07-19,100,39.0,,0.39,39.0
2010-07-20,81,39.0,,0.39,31.59
2010-07-21,69,39.0,,0.39,26.91
2010-07-22,84,39.0,,0.39,32.76
2010-07-23,70,39.0,,0.39,27.3
2010-07-24,96,39.0,,0.39,37.44
2010-07-25,77,39.0,,0.39,30.03
2010-07-26,72,39.0,,0.39,28.080000000000002
2010-07-27,94,39.0,,0.39,36.660000000000004
2010-07-28,73,39.0,,0.39,28.470000000000002
2010-07-29,76,39.0,,0.39,29.64
2010-07-30,71,39.0,,0.39,27.69
2010-07-31,71,39.0,,0.39,27.69
2010-08-01,100,37.0,False,0.37,37.0
2010-08-02,72,37.0,,0.37,26.64
2010-08-03,57,37.0,,0.37,21.09
2010-08-04,54,37.0,,0.37,19.98
2010-08-05,67,37.0,,0.37,24.79
2010-08-06,56,37.0,,0.37,20.72
2010-08-07,83,37.0,,0.37,30.71
2010-08-08,84,37.0,,0.37,31.08
2010-08-09,65,37.0,,0.37,24.05
2010-08-10,65,37.0,,0.37,24.05
2010-08-11,63,37.0,,0.37,23.31
2010-08-12,51,37.0,,0.37,18.87
2010-08-13,62,37.0,,0.37,22.94
2010-08-14,77,37.0,,0.37,28.49
2010-08-15,71,37.0,,0.37,26.27
2010-08-16,69,37.0,,0.37,25.53
2010-08-17,63,37.0,,0.37,23.31
2010-08-18,64,37.0,,0.37,23.68
2010-08-19,47,37.0,,0.37,17.39
2010-08-20,66,37.0,,0.37,24.419999999999998
2010-08-21,66,37.0,,0.37,24.419999999999998
2010-08-22,94,37.0,,0.37,34.78
2010-08-23,80,37.0,,0.37,29.6
2010-08-24,71,37.0,,0.37,26.27
2010-08-25,47,37.0,,0.37,17.39
2010-08-26,58,37.0,,0.37,21.46
2010-08-27,58,37.0,,0.37,21.46
2010-08-28,67,37.0,,0.37,24.79
2010-08-29,79,37.0,,0.37,29.23
2010-08-30,70,37.0,,0.37,25.9
2010-08-31,52,37.0,,0.37,19.24
2010-09-01,61,38.0,False,0.38,23.18
2010-09-02,72,38.0,,0.38,27.36
2010-09-03,64,38.0,,0.38,24.32
2010-09-04,74,38.0,,0.38,28.12
2010-09-05,86,38.0,,0.38,32.68
2010-09-06,62,38.0,,0.38,23.56
2010-09-07,62,38.0,,0.38,23.56
2010-09-08,63,38.0,,0.38,23.94
2010-09-09,72,38.0,,0.38,27.36
2010-09-10,59,38.0,,0.38,22.42
2010-09-11,80,38.0,,0.38,30.4
2010-09-12,73,38.0,,0.38,27.740000000000002
2010-09-13,79,38.0,,0.38,30.02
2010-09-14,77,38.0,,0.38,29.26
2010-09-15,80,38.0,,0.38,30.4
2010-09-16,77,38.0,,0.38,29.26
2010-09-17,86,38.0,,0.38,32.68
2010-09-18,100,38.0,,0.38,38.0
2010-09-19,95,38.0,,0.38,36.1
2010-09-20,78,38.0,,0.38,29.64
2010-09-21,68,38.0,,0.38,25.84
2010-09-22,66,38.0,,0.38,25.080000000000002
2010-09-23,69,38.0,,0.38,26.22
2010-09-24,70,38.0,,0.38,26.6
2010-09-25,80,38.0,,0.38,30.4
2010-09-26,73,38.0,,0.38,27.740000000000002
2010-09-27,78,38.0,,0.38,29.64
2010-09-28,62,38.0,,0.38,23.56
2010-09-29,65,38.0,,0.38,24.7
2010-09-30,63,38.0,,0.38,23.94
2010-10-01,84,35.0,False,0.35,29.4
2010-10-02,90,35.0,,0.35,31.499999999999996
2010-10-03,86,35.0,,0.35,30.099999999999998
2010-10-04,81,35.0,,0.35,28.349999999999998
2010-10-05,77,35.0,,0.35,26.95
2010-10-06,78,35.0,,0.35,27.299999999999997
2010-10-07,79,35.0,,0.35,27.65
2010-10-08,71,35.0,,0.35,24.849999999999998
2010-10-09,93,35.0,,0.35,32.55
2010-10-10,80,35.0,,0.35,28.0
2010-10-11,79,35.0,,0.35,27.65
2010-10-12,71,35.0,,0.35,24.849999999999998
2010-10-13,71,35.0,,0.35,24.849999999999998
2010-10-14,79,35.0,,0.35,27.65
2010-10-15,69,35.0,,0.35,24.15
2010-10-16,71,35.0,,0.35,24.849999999999998
2010-10-17,91,35.0,,0.35,31.849999999999998
2010-10-18,83,35.0,,0.35,29.049999999999997
2010-10-19,73,35.0,,0.35,25.549999999999997
2010-10-20,66,35.0,,0.35,23.099999999999998
2010-10-21,71,35.0,,0.35,24.849999999999998
2010-10-22,66,35.0,,0.35,23.099999999999998
2010-10-23,86,35.0,,0.35,30.099999999999998
2010-10-24,85,35.0,,0.35,29.749999999999996
2010-10-25,81,35.0,,0.35,28.349999999999998
2010-10-26,92,35.0,,0.35,32.199999999999996
2010-10-27,86,35.0,,0.35,30.099999999999998
2010-10-28,81,35.0,,0.35,28.349999999999998
2010-10-29,70,35.0,,0.35,24.5
2010-10-30,87,35.0,,0.35,30.45
2010-10-31,100,35.0,,0.35,35.0
2010-11-01,67,37.0,False,0.37,24.79
2010-11-02,73,37.0,,0.37,27.009999999999998
2010-11-03,85,37.0,,0.37,31.45
2010-11-04,69,37.0,,0.37,25.53
2010-11-05,72,37.0,,0.37,26.64
2010-11-06,96,37.0,,0.37,35.519999999999996
2010-11-07,82,37.0,,0.37,30.34
2010-11-08,76,37.0,,0.37,28.12
2010-11-09,73,37.0,,0.37,27.009999999999998
2010-11-10,67,37.0,,0.37,24.79
2010-11-11,72,37.0,,0.37,26.64
2010-11-12,67,37.0,,0.37,24.79
2010-11-13,86,37.0,,0.37,31.82
2010-11-14,82,37.0,,0.37,30.34
2010-11-15,95,37.0,,0.37,35.15
2010-11-16,75,37.0,,0.37,27.75
2010-11-17,79,37.0,,0.37,29.23
2010-11-18,76,37.0,,0.37,28.12
2010-11-19,80,37.0,,0.37,29.6
2010-11-20,75,37.0,,0.37,27.75
2010-11-21,100,37.0,,0.37,37.0
2010-11-22,80,37.0,,0.37,29.6
2010-11-23,74,37.0,,0.37,27.38
2010-11-24,83,37.0,,0.37,30.71
2010-11-25,74,37.0,,0.37,27.38
2010-11-26,75,37.0,,0.37,27.75
2010-11-27,92,37.0,,0.37,34.04
2010-11-28,85,37.0,,0.37,31.45
2010-11-29,75,37.0,,0.37,27.75
2010-11-30,84,37.0,,0.37,31.08
2010-12-01,71,40.0,False,0.4,28.400000000000002
2010-12-02,66,40.0,,0.4,26.400000000000002
2010-12-03,79,40.0,,0.4,31.6
2010-12-04,88,40.0,,0.4,35.2
2010-12-05,94,40.0,,0.4,37.6
2010-12-06,81,40.0,,0.4,32.4
2010-12-07,74,40.0,,0.4,29.6
2010-12-08,91,40.0,,0.4,36.4
2010-12-09,78,40.0,,0.4,31.200000000000003
2010-12-10,66,40.0,,0.4,26.400000000000002
2010-12-11,78,40.0,,0.4,31.200000000000003
2010-12-12,100,40.0,,0.4,40.0
2010-12-13,99,40.0,,0.4,39.6
2010-12-14,94,40.0,,0.4,37.6
2010-12-15,95,40.0,,0.4,38.0
2010-12-16,82,40.0,,0.4,32.800000000000004
2010-12-17,85,40.0,,0.4,34.0
2010-12-18,96,40.0,,0.4,38.400000000000006
2010-12-19,99,40.0,,0.4,39.6
2010-12-20,87,40.0,,0.4,34.800000000000004
2010-12-21,85,40.0,,0.4,34.0
2010-12-22,80,40.0,,0.4,32.0
2010-12-23,83,40.0,,0.4,33.2
2010-12-24,78,40.0,,0.4,31.200000000000003
2010-12-25,69,40.0,,0.4,27.6
2010-12-26,70,40.0,,0.4,28.0
2010-12-27,71,40.0,,0.4,28.400000000000002
2010-12-28,77,40.0,,0.4,30.8
2010-12-29,90,40.0,,0.4,36.0
2010-12-30,75,40.0,,0.4,30.0
2010-12-31,89,40.0,,0.4,35.6
2011-01-01,99,38.0,False,0.38,37.62
2011-01-02,97,38.0,,0.38,36.86
2011-01-03,92,38.0,,0.38,34.96
2011-01-04,84,38.0,,0.38,31.92
2011-01-05,86,38.0,,0.38,32.68
2011-01-06,84,38.0,,0.38,31.92
2011-01-07,80,38.0,,0.38,30.4
2011-01-08,96,38.0,,0.38,36.480000000000004
2011-01-09,100,38.0,,0.38,38.0
2011-01-10,83,38.0,,0.38,31.54
2011-01-11,70,38.0,,0.38,26.6
2011-01-12,82,38.0,,0.38,31.16
2011-01-13,76,38.0,,0.38,28.88
2011-01-14,79,38.0,,0.38,30.02
2011-01-15,87,38.0,,0.38,33.06
2011-01-16,82,38.0,,0.38,31.16
2011-01-17,83,38.0,,0.38,31.54
2011-01-18,75,38.0,,0.38,28.5
2011-01-19,71,38.0,,0.38,26.98
2011-01-20,81,38.0,,0.38,30.78
2011-01-21,82,38.0,,0.38,31.16
2011-01-22,82,38.0,,0.38,31.16
2011-01-23,94,38.0,,0.38,35.72
2011-01-24,88,38.0,,0.38,33.44
2011-01-25,80,38.0,,0.38,30.4
2011-01-26,89,38.0,,0.38,33.82
2011-01-27,79,38.0,,0.38,30.02
2011-01-28,68,38.0,,0.38,25.84
2011-01-29,88,38.0,,0.38,33.44
2011-01-30,82,38.0,,0.38,31.16
2011-01-31,79,38.0,,0.38,30.02
2011-02-01,85,38.0,False,0.38,32.3
2011-02-02,82,38.0,,0.38,31.16
2011-02-03,87,38.0,,0.38,33.06
2011-02-04,73,38.0,,0.38,27.740000000000002
2011-02-05,87,38.0,,0.38,33.06
2011-02-06,88,38.0,,0.38,33.44
2011-02-07,70,38.0,,0.38,26.6
2011-02-08,79,38.0,,0.38,30.02
2011-02-09,74,38.0,,0.38,28.12
2011-02-10,85,38.0,,0.38,32.3
2011-02-11,85,38.0,,0.38,32.3
2011-02-12,100,38.0,,0.38,38.0
2011-02-13,91,38.0,,0.38,34.58
2011-02-14,79,38.0,,0.38,30.02
2011-02-15,93,38.0,,0.38,35.34
2011-02-16,75,38.0,,0.38,28.5
2011-02-17,85,38.0,,0.38,32.3
2011-02-18,77,38.0,,0.38,29.26
2011-02-19,84,38.0,,0.38,31.92
2011-02-20,89,38.0,,0.38,33.82
2011-02-21,75,38.0,,0.38,28.5
2011-02-22,85,38.0,,0.38,32.3
2011-02-23,97,38.0,,0.38,36.86
2011-02-24,90,38.0,,0.38,34.2
2011-02-25,81,38.0,,0.38,30.78
2011-02-26,95,38.0,,0.38,36.1
2011-02-27,95,38.0,,0.38,36.1
2011-02-28,65,38.0,,0.38,24.7
2011-03-01,73,36.0,False,0.36,26.279999999999998
2011-03-02,82,36.0,,0.36,29.52
2011-03-03,76,36.0,,0.36,27.36
2011-03-04,83,36.0,,0.36,29.88
2011-03-05,80,36.0,,0.36,28.799999999999997
2011-03-06,91,36.0,,0.36,32.76
2011-03-07,82,36.0,,0.36,29.52
2011-03-08,76,36.0,,0.36,27.36
2011-03-09,91,36.0,,0.36,32.76
2011-03-10,76,36.0,,0.36,27.36
2011-03-11,77,36.0,,0.36,27.72
2011-03-12,70,36.0,,0.36,25.2
2011-03-13,84,36.0,,0.36,30.24
2011-03-14,73,36.0,,0.36,26.279999999999998
2011-03-15,68,36.0,,0.36,24.48
2011-03-16,76,36.0,,0.36,27.36
2011-03-17,74,36.0,,0.36,26.64
2011-03-18,68,36.0,,0.36,24.48
2011-03-19,75,36.0,,0.36,27.0
2011-03-20,100,36.0,,0.36,36.0
2011-03-21,90,36.0,,0.36,32.4
2011-03-22,90,36.0,,0.36,32.4
2011-03-23,76,36.0,,0.36,27.36
2011-03-24,81,36.0,,0.36,29.16
2011-03-25,79,36.0,,0.36,28.439999999999998
2011-03-26,84,36.0,,0.36,30.24
2011-03-27,91,36.0,,0.36,32.76
2011-03-28,70,36.0,,0.36,25.2
2011-03-29,87,36.0,,0.36,31.32
2011-03-30,87,36.0,,0.36,31.32
2011-03-31,86,36.0,,0.36,30.959999999999997
2011-04-01,91,35.0,False,0.35,31.849999999999998
2011-04-02,91,35.0,,0.35,31.849999999999998
2011-04-03,85,35.0,,0.35,29.749999999999996
2011-04-04,78,35.0,,0.35,27.299999999999997
2011-04-05,75,35.0,,0.35,26.25
2011-04-06,83,35.0,,0.35,29.049999999999997
2011-04-07,80,35.0,,0.35,28.0
2011-04-08,70,35.0,,0.35,24.5
2011-04-09,76,35.0,,0.35,26.599999999999998
2011-04-10,88,35.0,,0.35,30.799999999999997
2011-04-11,84,35.0,,0.35,29.4
2011-04-12,94,35.0,,0.35,32.9
2011-04-13,81,35.0,,0.35,28.349999999999998
2011-04-14,90,35.0,,0.35,31.499999999999996
2011-04-15,79,35.0,,0.35,27.65
2011-04-16,100,35.0,,0.35,35.0
2011-04-17,89,35.0,,0.35,31.15
2011-04-18,86,35.0,,0.35,30.099999999999998
2011-04-19,91,35.0,,0.35,31.849999999999998
2011-04-20,96,35.0,,0.35,33.599999999999994
2011-04-21,91,35.0,,0.35,31.849999999999998
2011-04-22,92,35.0,,0.35,32.199999999999996
2011-04-23,100,35.0,,0.35,35.0
2011-04-24,97,35.0,,0.35,33.949999999999996
2011-04-25,89,35.0,,0.35,31.15
2011-04-26,89,35.0,,0.35,31.15
2011-04-27,90,35.0,,0.35,31.499999999999996
2011-04-28,97,35.0,,0.35,33.949999999999996
2011-04-29,79,35.0,,0.35,27.65
2011-04-30,82,35.0,,0.35,28.7
2011-05-01,88,35.0,False,0.35,30.799999999999997
2011-05-02,74,35.0,,0.35,25.9
2011-05-03,85,35.0,,0.35,29.749999999999996
2011-05-04,80,35.0,,0.35,28.0
2011-05-05,71,35.0,,0.35,24.849999999999998
2011-05-06,70,35.0,,0.35,24.5
2011-05-07,69,35.0,,0.35,24.15
2011-05-08,82,35.0,,0.35,28.7
2011-05-09,69,35.0,,0.35,24.15
2011-05-10,76,35.0,,0.35,26.599999999999998
2011-05-11,80,35.0,,0.35,28.0
2011-05-12,78,35.0,,0.35,27.299999999999997
2011-05-13,68,35.0,,0.35,23.799999999999997
2011-05-14,86,35.0,,0.35,30.099999999999998
2011-05-15,90,35.0,,0.35,31.499999999999996
2011-05-16,77,35.0,,0.35,26.95
2011-05-17,79,35.0,,0.35,27.65
2011-05-18,72,35.0,,0.35,25.2
2011-05-19,75,35.0,,0.35,26.25
2011-05-20,74,35.0,,0.35,25.9
2011-05-21,80,35.0,,0.35,28.0
2011-05-22,87,35.0,,0.35,30.45
2011-05-23,76,35.0,,0.35,26.599999999999998
2011-05-24,80,35.0,,0.35,28.0
2011-05-25,72,35.0,,0.35,25.2
2011-05-26,75,35.0,,0.35,26.25
2011-05-27,74,35.0,,0.35,25.9
2011-05-28,84,35.0,,0.35,29.4
2011-05-29,86,35.0,,0.35,30.099999999999998
2011-05-30,100,35.0,,0.35,35.0
2011-05-31,96,35.0,,0.35,33.599999999999994
2011-06-01,76,37.0,False,0.37,28.12
2011-06-02,72,37.0,,0.37,26.64
2011-06-03,65,37.0,,0.37,24.05
2011-06-04,76,37.0,,0.37,28.12
2011-06-05,75,37.0,,0.37,27.75
2011-06-06,81,37.0,,0.37,29.97
2011-06-07,87,37.0,,0.37,32.19
2011-06-08,77,37.0,,0.37,28.49
2011-06-09,69,37.0,,0.37,25.53
2011-06-10,67,37.0,,0.37,24.79
2011-06-11,86,37.0,,0.37,31.82
2011-06-12,86,37.0,,0.37,31.82
2011-06-13,100,37.0,,0.37,37.0
2011-06-14,74,37.0,,0.37,27.38
2011-06-15,70,37.0,,0.37,25.9
2011-06-16,65,37.0,,0.37,24.05
2011-06-17,64,37.0,,0.37,23.68
2011-06-18,98,37.0,,0.37,36.26
2011-06-19,76,37.0,,0.37,28.12
2011-06-20,77,37.0,,0.37,28.49
2011-06-21,75,37.0,,0.37,27.75
2011-06-22,76,37.0,,0.37,28.12
2011-06-23,67,37.0,,0.37,24.79
2011-06-24,74,37.0,,0.37,27.38
2011-06-25,70,37.0,,0.37,25.9
2011-06-26,89,37.0,,0.37,32.93
2011-06-27,64,37.0,,0.37,23.68
2011-06-28,62,37.0,,0.37,22.94
2011-06-29,82,37.0,,0.37,30.34
2011-06-30,86,37.0,,0.37,31.82
2011-07-01,88,38.0,False,0.38,33.44
2011-07-02,90,38.0,,0.38,34.2
2011-07-03,82,38.0,,0.38,31.16
2011-07-04,77,38.0,,0.38,29.26
2011-07-05,70,38.0,,0.38,26.6
2011-07-06,72,38.0,,0.38,27.36
2011-07-07,88,38.0,,0.38,33.44
2011-07-08,88,38.0,,0.38,33.44
2011-07-09,100,38.0,,0.38,38.0
2011-07-10,97,38.0,,0.38,36.86
2011-07-11,91,38.0,,0.38,34.58
2011-07-12,77,38.0,,0.38,29.26
2011-07-13,71,38.0,,0.38,26.98
2011-07-14,81,38.0,,0.38,30.78
2011-07-15,85,38.0,,0.38,32.3
2011-07-16,78,38.0,,0.38,29.64
2011-07-17,84,38.0,,0.38,31.92
2011-07-18,77,38.0,,0.38,29.26
2011-07-19,81,38.0,,0.38,30.78
2011-07-20,69,38.0,,0.38,26.22
2011-07-21,74,38.0,,0.38,28.12
2011-07-22,71,38.0,,0.38,26.98
2011-07-23,82,38.0,,0.38,31.16
2011-07-24,95,38.0,,0.38,36.1
2011-07-25,78,38.0,,0.38,29.64
2011-07-26,74,38.0,,0.38,28.12
2011-07-27,81,38.0,,0.38,30.78
2011-07-28,77,38.0,,0.38,29.26
2011-07-29,85,38.0,,0.38,32.3
2011-07-30,90,38.0,,0.38,34.2
2011-07-31,90,38.0,,0.38,34.2
2011-08-01,80,36.0,False,0.36,28.799999999999997
2011-08-02,93,36.0,,0.36,33.48
2011-08-03,100,36.0,,0.36,36.0
2011-08-04,80,36.0,,0.36,28.799999999999997
2011-08-05,82,36.0,,0.36,29.52
2011-08-06,96,36.0,,0.36,34.56
2011-08-07,100,36.0,,0.36,36.0
2011-08-08,87,36.0,,0.36,31.32
2011-08-09,91,36.0,,0.36,32.76
2011-08-10,91,36.0,,0.36,32.76
2011-08-11,86,36.0,,0.36,30.959999999999997
2011-08-12,78,36.0,,0.36,28.08
2011-08-13,92,36.0,,0.36,33.12
2011-08-14,100,36.0,,0.36,36.0
2011-08-15,91,36.0,,0.36,32.76
2011-08-16,78,36.0,,0.36,28.08
2011-08-17,86,36.0,,0.36,30.959999999999997
2011-08-18,84,36.0,,0.36,30.24
2011-08-19,80,36.0,,0.36,28.799999999999997
2011-08-20,86,36.0,,0.36,30.959999999999997
2011-08-21,84,36.0,,0.36,30.24
2011-08-22,82,36.0,,0.36,29.52
2011-08-23,68,36.0,,0.36,24.48
2011-08-24,84,36.0,,0.36,30.24
2011-08-25,74,36.0,,0.36,26.64
2011-08-26,70,36.0,,0.36,25.2
2011-08-27,78,36.0,,0.36,28.08
2011-08-28,80,36.0,,0.36,28.799999999999997
2011-08-29,78,36.0,,0.36,28.08
2011-08-30,68,36.0,,0.36,24.48
2011-08-31,73,36.0,,0.36,26.279999999999998
2011-09-01,79,34.0,False,0.34,26.860000000000003
2011-09-02,81,34.0,,0.34,27.540000000000003
