date,sell_unscaled,sell_monthly,isPartial,scale,sell
2017-04-25,90,84.0,,0.84,75.6
2017-04-26,88,84.0,,0.84,73.92
2017-04-27,87,84.0,,0.84,73.08
2017-04-28,80,84.0,,0.84,67.2
2017-04-29,98,84.0,,0.84,82.32
2017-04-30,98,84.0,,0.84,82.32
2017-05-01,92,85.0,False,0.85,78.2
2017-05-02,86,85.0,,0.85,73.1
2017-05-03,83,85.0,,0.85,70.55
2017-05-04,85,85.0,,0.85,72.25
2017-05-05,88,85.0,,0.85,74.8
2017-05-06,100,85.0,,0.85,85.0
2017-05-07,100,85.0,,0.85,85.0
2017-05-08,92,85.0,,0.85,78.2
2017-05-09,86,85.0,,0.85,73.1
2017-05-10,87,85.0,,0.85,73.95
2017-05-11,88,85.0,,0.85,74.8
2017-05-12,83,85.0,,0.85,70.55
2017-05-13,98,85.0,,0.85,83.3
2017-05-14,91,85.0,,0.85,77.35
2017-05-15,84,85.0,,0.85,71.39999999999999
2017-05-16,86,85.0,,0.85,73.1
2017-05-17,84,85.0,,0.85,71.39999999999999
2017-05-18,82,85.0,,0.85,69.7
2017-05-19,86,85.0,,0.85,73.1
2017-05-20,91,85.0,,0.85,77.35
2017-05-21,91,85.0,,0.85,77.35
2017-05-22,85,85.0,,0.85,72.25
2017-05-23,85,85.0,,0.85,72.25
2017-05-24,83,85.0,,0.85,70.55
2017-05-25,82,85.0,,0.85,69.7
2017-05-26,82,85.0,,0.85,69.7
2017-05-27,92,85.0,,0.85,78.2
2017-05-28,96,85.0,,0.85,81.6
2017-05-29,96,85.0,,0.85,81.6
2017-05-30,93,85.0,,0.85,79.05
2017-05-31,92,85.0,,0.85,78.2
2017-06-01,78,89.0,False,0.89,69.42
2017-06-02,83,89.0,,0.89,73.87
2017-06-03,94,89.0,,0.89,83.66
2017-06-04,86,89.0,,0.89,76.54
2017-06-05,87,89.0,,0.89,77.43
2017-06-06,88,89.0,,0.89,78.32000000000001
2017-06-07,86,89.0,,0.89,76.54
2017-06-08,83,89.0,,0.89,73.87
2017-06-09,84,89.0,,0.89,74.76
2017-06-10,90,89.0,,0.89,80.1
2017-06-11,95,89.0,,0.89,84.55
2017-06-12,87,89.0,,0.89,77.43
2017-06-13,87,89.0,,0.89,77.43
2017-06-14,88,89.0,,0.89,78.32000000000001
2017-06-15,87,89.0,,0.89,77.43
2017-06-16,85,89.0,,0.89,75.65
2017-06-17,94,89.0,,0.89,83.66
2017-06-18,90,89.0,,0.89,80.1
2017-06-19,91,89.0,,0.89,80.99
2017-06-20,91,89.0,,0.89,80.99
2017-06-21,93,89.0,,0.89,82.77
2017-06-22,88,89.0,,0.89,78.32000000000001
2017-06-23,91,89.0,,0.89,80.99
2017-06-24,100,89.0,,0.89,89.0
2017-06-25,99,89.0,,0.89,88.11
2017-06-26,94,89.0,,0.89,83.66
2017-06-27,90,89.0,,0.89,80.1
2017-06-28,90,89.0,,0.89,80.1
2017-06-29,85,89.0,,0.89,75.65
2017-06-30,91,89.0,,0.89,80.99
2017-07-01,96,90.0,False,0.9,86.4
2017-07-02,92,90.0,,0.9,82.8
2017-07-03,92,90.0,,0.9,82.8
2017-07-04,96,90.0,,0.9,86.4
2017-07-05,86,90.0,,0.9,77.4
2017-07-06,92,90.0,,0.9,82.8
2017-07-07,91,90.0,,0.9,81.9
2017-07-08,99,90.0,,0.9,89.10000000000001
2017-07-09,99,90.0,,0.9,89.10000000000001
2017-07-10,89,90.0,,0.9,80.10000000000001
2017-07-11,85,90.0,,0.9,76.5
2017-07-12,87,90.0,,0.9,78.3
2017-07-13,96,90.0,,0.9,86.4
2017-07-14,94,90.0,,0.9,84.60000000000001
2017-07-15,99,90.0,,0.9,89.10000000000001
2017-07-16,99,90.0,,0.9,89.10000000000001
2017-07-17,93,90.0,,0.9,83.7
2017-07-18,90,90.0,,0.9,81.0
2017-07-19,93,90.0,,0.9,83.7
2017-07-20,90,90.0,,0.9,81.0
2017-07-21,88,90.0,,0.9,79.2
2017-07-22,98,90.0,,0.9,88.2
2017-07-23,91,90.0,,0.9,81.9
2017-07-24,91,90.0,,0.9,81.9
2017-07-25,93,90.0,,0.9,83.7
2017-07-26,93,90.0,,0.9,83.7
2017-07-27,91,90.0,,0.9,81.9
2017-07-28,89,90.0,,0.9,80.10000000000001
2017-07-29,100,90.0,,0.9,90.0
2017-07-30,98,90.0,,0.9,88.2
2017-07-31,89,90.0,,0.9,80.10000000000001
2017-08-01,92,88.0,False,0.88,80.96
2017-08-02,91,88.0,,0.88,80.08
2017-08-03,99,88.0,,0.88,87.12
2017-08-04,93,88.0,,0.88,81.84
2017-08-05,92,88.0,,0.88,80.96
2017-08-06,96,88.0,,0.88,84.48
2017-08-07,96,88.0,,0.88,84.48
2017-08-08,92,88.0,,0.88,80.96
2017-08-09,93,88.0,,0.88,81.84
2017-08-10,90,88.0,,0.88,79.2
2017-08-11,87,88.0,,0.88,76.56
2017-08-12,97,88.0,,0.88,85.36
2017-08-13,95,88.0,,0.88,83.6
2017-08-14,85,88.0,,0.88,74.8
2017-08-15,87,88.0,,0.88,76.56
2017-08-16,88,88.0,,0.88,77.44
2017-08-17,83,88.0,,0.88,73.04
2017-08-18,86,88.0,,0.88,75.68
2017-08-19,96,88.0,,0.88,84.48
2017-08-20,100,88.0,,0.88,88.0
2017-08-21,88,88.0,,0.88,77.44
2017-08-22,88,88.0,,0.88,77.44
2017-08-23,87,88.0,,0.88,76.56
2017-08-24,83,88.0,,0.88,73.04
2017-08-25,81,88.0,,0.88,71.28
2017-08-26,88,88.0,,0.88,77.44
2017-08-27,83,88.0,,0.88,73.04
2017-08-28,82,88.0,,0.88,72.16
2017-08-29,84,88.0,,0.88,73.92
2017-08-30,84,88.0,,0.88,73.92
2017-08-31,82,88.0,,0.88,72.16
2017-09-01,86,78.0,False,0.78,67.08
2017-09-02,96,78.0,,0.78,74.88
2017-09-03,99,78.0,,0.78,77.22
2017-09-04,100,78.0,,0.78,78.0
2017-09-05,85,78.0,,0.78,66.3
2017-09-06,85,78.0,,0.78,66.3
2017-09-07,77,78.0,,0.78,60.06
2017-09-08,83,78.0,,0.78,64.74000000000001
2017-09-09,92,78.0,,0.78,71.76
2017-09-10,83,78.0,,0.78,64.74000000000001
2017-09-11,82,78.0,,0.78,63.96
2017-09-12,87,78.0,,0.78,67.86
2017-09-13,90,78.0,,0.78,70.2
2017-09-14,91,78.0,,0.78,70.98
2017-09-15,91,78.0,,0.78,70.98
2017-09-16,98,78.0,,0.78,76.44
2017-09-17,99,78.0,,0.78,77.22
2017-09-18,91,78.0,,0.78,70.98
2017-09-19,84,78.0,,0.78,65.52
2017-09-20,87,78.0,,0.78,67.86
2017-09-21,86,78.0,,0.78,67.08
2017-09-22,85,78.0,,0.78,66.3
2017-09-23,99,78.0,,0.78,77.22
2017-09-24,96,78.0,,0.78,74.88
2017-09-25,88,78.0,,0.78,68.64
2017-09-26,88,78.0,,0.78,68.64
2017-09-27,88,78.0,,0.78,68.64
2017-09-28,86,78.0,,0.78,67.08
2017-09-29,85,78.0,,0.78,66.3
2017-09-30,99,78.0,,0.78,77.22
2017-10-01,91,80.0,False,0.8,72.8
2017-10-02,82,80.0,,0.8,65.60000000000001
2017-10-03,79,80.0,,0.8,63.2
2017-10-04,80,80.0,,0.8,64.0
2017-10-05,82,80.0,,0.8,65.60000000000001
2017-10-06,79,80.0,,0.8,63.2
2017-10-07,89,80.0,,0.8,71.2
2017-10-08,88,80.0,,0.8,70.4
2017-10-09,87,80.0,,0.8,69.60000000000001
2017-10-10,84,80.0,,0.8,67.2
2017-10-11,83,80.0,,0.8,66.4
2017-10-12,84,80.0,,0.8,67.2
2017-10-13,83,80.0,,0.8,66.4
2017-10-14,90,80.0,,0.8,72.0
2017-10-15,92,80.0,,0.8,73.60000000000001
2017-10-16,87,80.0,,0.8,69.60000000000001
2017-10-17,83,80.0,,0.8,66.4
2017-10-18,81,80.0,,0.8,64.8
2017-10-19,81,80.0,,0.8,64.8
2017-10-20,83,80.0,,0.8,66.4
2017-10-21,95,80.0,,0.8,76.0
2017-10-22,92,80.0,,0.8,73.60000000000001
2017-10-23,86,80.0,,0.8,68.8
2017-10-24,91,80.0,,0.8,72.8
2017-10-25,89,80.0,,0.8,71.2
2017-10-26,82,80.0,,0.8,65.60000000000001
2017-10-27,90,80.0,,0.8,72.0
2017-10-28,100,80.0,,0.8,80.0
2017-10-29,93,80.0,,0.8,74.4
2017-10-30,84,80.0,,0.8,67.2
2017-10-31,80,80.0,,0.8,64.0
2017-11-01,75,82.0,False,0.82,61.49999999999999
2017-11-02,80,82.0,,0.82,65.6
2017-11-03,82,82.0,,0.82,67.24
2017-11-04,92,82.0,,0.82,75.44
2017-11-05,86,82.0,,0.82,70.52
2017-11-06,80,82.0,,0.82,65.6
2017-11-07,81,82.0,,0.82,66.42
2017-11-08,81,82.0,,0.82,66.42
2017-11-09,84,82.0,,0.82,68.88
2017-11-10,83,82.0,,0.82,68.06
2017-11-11,91,82.0,,0.82,74.61999999999999
2017-11-12,89,82.0,,0.82,72.97999999999999
2017-11-13,87,82.0,,0.82,71.33999999999999
2017-11-14,81,82.0,,0.82,66.42
2017-11-15,79,82.0,,0.82,64.78
2017-11-16,82,82.0,,0.82,67.24
2017-11-17,78,82.0,,0.82,63.959999999999994
2017-11-18,90,82.0,,0.82,73.8
2017-11-19,91,82.0,,0.82,74.61999999999999
2017-11-20,86,82.0,,0.82,70.52
2017-11-21,83,82.0,,0.82,68.06
2017-11-22,87,82.0,,0.82,71.33999999999999
2017-11-23,72,82.0,,0.82,59.04
2017-11-24,87,82.0,,0.82,71.33999999999999
2017-11-25,88,82.0,,0.82,72.16
2017-11-26,100,82.0,,0.82,82.0
2017-11-27,81,82.0,,0.82,66.42
2017-11-28,86,82.0,,0.82,70.52
2017-11-29,90,82.0,,0.82,73.8
2017-11-30,85,82.0,,0.82,69.7
2017-12-01,88,88.0,False,0.88,77.44
2017-12-02,96,88.0,,0.88,84.48
2017-12-03,92,88.0,,0.88,80.96
2017-12-04,84,88.0,,0.88,73.92
2017-12-05,85,88.0,,0.88,74.8
2017-12-06,88,88.0,,0.88,77.44
2017-12-07,87,88.0,,0.88,76.56
2017-12-08,82,88.0,,0.88,72.16
2017-12-09,94,88.0,,0.88,82.72
2017-12-10,95,88.0,,0.88,83.6
2017-12-11,87,88.0,,0.88,76.56
2017-12-12,90,88.0,,0.88,79.2
2017-12-13,89,88.0,,0.88,78.32000000000001
2017-12-14,85,88.0,,0.88,74.8
2017-12-15,84,88.0,,0.88,73.92
2017-12-16,98,88.0,,0.88,86.24
2017-12-17,95,88.0,,0.88,83.6
2017-12-18,88,88.0,,0.88,77.44
2017-12-19,90,88.0,,0.88,79.2
2017-12-20,89,88.0,,0.88,78.32000000000001
2017-12-21,93,88.0,,0.88,81.84
2017-12-22,96,88.0,,0.88,84.48
2017-12-23,100,88.0,,0.88,88.0
2017-12-24,88,88.0,,0.88,77.44
2017-12-25,75,88.0,,0.88,66.0
2017-12-26,93,88.0,,0.88,81.84
2017-12-27,99,88.0,,0.88,87.12
2017-12-28,94,88.0,,0.88,82.72
2017-12-29,96,88.0,,0.88,84.48
2017-12-30,99,88.0,,0.88,87.12
2017-12-31,96,88.0,,0.88,84.48
2018-01-01,78,82.0,False,0.82,63.959999999999994
2018-01-02,86,82.0,,0.82,70.52
2018-01-03,88,82.0,,0.82,72.16
2018-01-04,87,82.0,,0.82,71.33999999999999
2018-01-05,87,82.0,,0.82,71.33999999999999
2018-01-06,100,82.0,,0.82,82.0
2018-01-07,93,82.0,,0.82,76.25999999999999
2018-01-08,82,82.0,,0.82,67.24
2018-01-09,82,82.0,,0.82,67.24
2018-01-10,84,82.0,,0.82,68.88
2018-01-11,81,82.0,,0.82,66.42
2018-01-12,78,82.0,,0.82,63.959999999999994
2018-01-13,93,82.0,,0.82,76.25999999999999
2018-01-14,91,82.0,,0.82,74.61999999999999
2018-01-15,87,82.0,,0.82,71.33999999999999
2018-01-16,81,82.0,,0.82,66.42
2018-01-17,80,82.0,,0.82,65.6
2018-01-18,79,82.0,,0.82,64.78
2018-01-19,79,82.0,,0.82,64.78
2018-01-20,90,82.0,,0.82,73.8
2018-01-21,88,82.0,,0.82,72.16
2018-01-22,82,82.0,,0.82,67.24
2018-01-23,79,82.0,,0.82,64.78
2018-01-24,81,82.0,,0.82,66.42
2018-01-25,81,82.0,,0.82,66.42
2018-01-26,76,82.0,,0.82,62.31999999999999
2018-01-27,93,82.0,,0.82,76.25999999999999
2018-01-28,93,82.0,,0.82,76.25999999999999
2018-01-29,81,82.0,,0.82,66.42
2018-01-30,81,82.0,,0.82,66.42
2018-01-31,79,82.0,,0.82,64.78
2018-02-01,81,78.0,False,0.78,63.18
2018-02-02,83,78.0,,0.78,64.74000000000001
2018-02-03,100,78.0,,0.78,78.0
2018-02-04,86,78.0,,0.78,67.08
2018-02-05,84,78.0,,0.78,65.52
2018-02-06,89,78.0,,0.78,69.42
2018-02-07,86,78.0,,0.78,67.08
2018-02-08,83,78.0,,0.78,64.74000000000001
2018-02-09,80,78.0,,0.78,62.400000000000006
2018-02-10,96,78.0,,0.78,74.88
2018-02-11,95,78.0,,0.78,74.10000000000001
2018-02-12,83,78.0,,0.78,64.74000000000001
2018-02-13,87,78.0,,0.78,67.86
2018-02-14,84,78.0,,0.78,65.52
2018-02-15,85,78.0,,0.78,66.3
2018-02-16,84,78.0,,0.78,65.52
2018-02-17,94,78.0,,0.78,73.32000000000001
2018-02-18,97,78.0,,0.78,75.66
2018-02-19,94,78.0,,0.78,73.32000000000001
2018-02-20,88,78.0,,0.78,68.64
2018-02-21,84,78.0,,0.78,65.52
2018-02-22,86,78.0,,0.78,67.08
2018-02-23,85,78.0,,0.78,66.3
2018-02-24,99,78.0,,0.78,77.22
2018-02-25,96,78.0,,0.78,74.88
2018-02-26,89,78.0,,0.78,69.42
2018-02-27,86,78.0,,0.78,67.08
2018-02-28,90,78.0,,0.78,70.2
2018-03-01,87,82.0,False,0.82,71.33999999999999
2018-03-02,85,82.0,,0.82,69.7
2018-03-03,94,82.0,,0.82,77.08
2018-03-04,98,82.0,,0.82,80.36
2018-03-05,85,82.0,,0.82,69.7
2018-03-06,84,82.0,,0.82,68.88
2018-03-07,79,82.0,,0.82,64.78
2018-03-08,86,82.0,,0.82,70.52
2018-03-09,86,82.0,,0.82,70.52
2018-03-10,93,82.0,,0.82,76.25999999999999
2018-03-11,94,82.0,,0.82,77.08
2018-03-12,85,82.0,,0.82,69.7
2018-03-13,80,82.0,,0.82,65.6
2018-03-14,82,82.0,,0.82,67.24
2018-03-15,81,82.0,,0.82,66.42
2018-03-16,78,82.0,,0.82,63.959999999999994
2018-03-17,88,82.0,,0.82,72.16
2018-03-18,92,82.0,,0.82,75.44
2018-03-19,84,82.0,,0.82,68.88
2018-03-20,83,82.0,,0.82,68.06
2018-03-21,84,82.0,,0.82,68.88
2018-03-22,86,82.0,,0.82,70.52
2018-03-23,84,82.0,,0.82,68.88
2018-03-24,95,82.0,,0.82,77.89999999999999
2018-03-25,100,82.0,,0.82,82.0
2018-03-26,92,82.0,,0.82,75.44
2018-03-27,86,82.0,,0.82,70.52
2018-03-28,82,82.0,,0.82,67.24
2018-03-29,81,82.0,,0.82,66.42
2018-03-30,92,82.0,,0.82,75.44
2018-03-31,92,82.0,,0.82,75.44
2018-04-01,72,84.0,False,0.84,60.48
2018-04-02,88,84.0,,0.84,73.92
2018-04-03,80,84.0,,0.84,67.2
2018-04-04,77,84.0,,0.84,64.67999999999999
2018-04-05,77,84.0,,0.84,64.67999999999999
2018-04-06,84,84.0,,0.84,70.56
2018-04-07,91,84.0,,0.84,76.44
2018-04-08,95,84.0,,0.84,79.8
2018-04-09,81,84.0,,0.84,68.03999999999999
2018-04-10,78,84.0,,0.84,65.52
2018-04-11,81,84.0,,0.84,68.03999999999999
2018-04-12,73,84.0,,0.84,61.32
2018-04-13,70,84.0,,0.84,58.8
2018-04-14,86,84.0,,0.84,72.24
2018-04-15,93,84.0,,0.84,78.11999999999999
2018-04-16,82,84.0,,0.84,68.88
2018-04-17,74,84.0,,0.84,62.16
2018-04-18,82,84.0,,0.84,68.88
2018-04-19,82,84.0,,0.84,68.88
2018-04-20,78,84.0,,0.84,65.52
2018-04-21,87,84.0,,0.84,73.08
2018-04-22,100,84.0,,0.84,84.0
2018-04-23,80,84.0,,0.84,67.2
2018-04-24,83,84.0,,0.84,69.72
2018-04-25,78,84.0,,0.84,65.52
2018-04-26,79,84.0,,0.84,66.36
2018-04-27,72,84.0,,0.84,60.48
2018-04-28,86,84.0,,0.84,72.24
2018-04-29,87,84.0,,0.84,73.08
2018-04-30,85,84.0,,0.84,71.39999999999999
2018-05-01,89,81.0,False,0.81,72.09
2018-05-02,88,81.0,,0.81,71.28
2018-05-03,88,81.0,,0.81,71.28
2018-05-04,87,81.0,,0.81,70.47
2018-05-05,93,81.0,,0.81,75.33
2018-05-06,98,81.0,,0.81,79.38000000000001
2018-05-07,92,81.0,,0.81,74.52000000000001
2018-05-08,86,81.0,,0.81,69.66000000000001
2018-05-09,94,81.0,,0.81,76.14
2018-05-10,94,81.0,,0.81,76.14
2018-05-11,83,81.0,,0.81,67.23
2018-05-12,100,81.0,,0.81,81.0
2018-05-13,97,81.0,,0.81,78.57000000000001
2018-05-14,90,81.0,,0.81,72.9
2018-05-15,93,81.0,,0.81,75.33
2018-05-16,89,81.0,,0.81,72.09
2018-05-17,87,81.0,,0.81,70.47
2018-05-18,85,81.0,,0.81,68.85000000000001
2018-05-19,97,81.0,,0.81,78.57000000000001
2018-05-20,99,81.0,,0.81,80.19000000000001
2018-05-21,92,81.0,,0.81,74.52000000000001
2018-05-22,89,81.0,,0.81,72.09
2018-05-23,91,81.0,,0.81,73.71000000000001
2018-05-24,89,81.0,,0.81,72.09
2018-05-25,87,81.0,,0.81,70.47
2018-05-26,100,81.0,,0.81,81.0
2018-05-27,91,81.0,,0.81,73.71000000000001
2018-05-28,93,81.0,,0.81,75.33
2018-05-29,90,81.0,,0.81,72.9
2018-05-30,88,81.0,,0.81,71.28
2018-05-31,91,81.0,,0.81,73.71000000000001
2018-06-01,82,86.0,False,0.86,70.52
2018-06-02,97,86.0,,0.86,83.42
2018-06-03,91,86.0,,0.86,78.26
2018-06-04,88,86.0,,0.86,75.67999999999999
2018-06-05,85,86.0,,0.86,73.1
2018-06-06,89,86.0,,0.86,76.53999999999999
2018-06-07,89,86.0,,0.86,76.53999999999999
2018-06-08,82,86.0,,0.86,70.52
2018-06-09,94,86.0,,0.86,80.84
2018-06-10,99,86.0,,0.86,85.14
2018-06-11,90,86.0,,0.86,77.4
2018-06-12,92,86.0,,0.86,79.12
2018-06-13,98,86.0,,0.86,84.28
2018-06-14,90,86.0,,0.86,77.4
2018-06-15,86,86.0,,0.86,73.96
2018-06-16,94,86.0,,0.86,80.84
2018-06-17,90,86.0,,0.86,77.4
2018-06-18,94,86.0,,0.86,80.84
2018-06-19,85,86.0,,0.86,73.1
2018-06-20,92,86.0,,0.86,79.12
2018-06-21,93,86.0,,0.86,79.98
2018-06-22,86,86.0,,0.86,73.96
2018-06-23,95,86.0,,0.86,81.7
2018-06-24,100,86.0,,0.86,86.0
2018-06-25,96,86.0,,0.86,82.56
2018-06-26,96,86.0,,0.86,82.56
2018-06-27,89,86.0,,0.86,76.53999999999999
2018-06-28,96,86.0,,0.86,82.56
2018-06-29,87,86.0,,0.86,74.82
2018-06-30,96,86.0,,0.86,82.56
2018-07-01,95,90.0,False,0.9,85.5
2018-07-02,85,90.0,,0.9,76.5
2018-07-03,87,90.0,,0.9,78.3
2018-07-04,82,90.0,,0.9,73.8
2018-07-05,86,90.0,,0.9,77.4
2018-07-06,84,90.0,,0.9,75.60000000000001
2018-07-07,92,90.0,,0.9,82.8
2018-07-08,94,90.0,,0.9,84.60000000000001
2018-07-09,89,90.0,,0.9,80.10000000000001
2018-07-10,89,90.0,,0.9,80.10000000000001
2018-07-11,87,90.0,,0.9,78.3
2018-07-12,84,90.0,,0.9,75.60000000000001
2018-07-13,88,90.0,,0.9,79.2
2018-07-14,91,90.0,,0.9,81.9
2018-07-15,93,90.0,,0.9,83.7
2018-07-16,91,90.0,,0.9,81.9
2018-07-17,88,90.0,,0.9,79.2
2018-07-18,85,90.0,,0.9,76.5
2018-07-19,86,90.0,,0.9,77.4
2018-07-20,83,90.0,,0.9,74.7
2018-07-21,93,90.0,,0.9,83.7
2018-07-22,99,90.0,,0.9,89.10000000000001
2018-07-23,89,90.0,,0.9,80.10000000000001
2018-07-24,87,90.0,,0.9,78.3
2018-07-25,85,90.0,,0.9,76.5
2018-07-26,88,90.0,,0.9,79.2
2018-07-27,87,90.0,,0.9,78.3
2018-07-28,94,90.0,,0.9,84.60000000000001
2018-07-29,100,90.0,,0.9,90.0
2018-07-30,91,90.0,,0.9,81.9
2018-07-31,88,90.0,,0.9,79.2
2018-08-01,84,84.0,False,0.84,70.56
2018-08-02,87,84.0,,0.84,73.08
2018-08-03,84,84.0,,0.84,70.56
2018-08-04,90,84.0,,0.84,75.6
2018-08-05,100,84.0,,0.84,84.0
2018-08-06,88,84.0,,0.84,73.92
2018-08-07,86,84.0,,0.84,72.24
2018-08-08,83,84.0,,0.84,69.72
2018-08-09,88,84.0,,0.84,73.92
2018-08-10,79,84.0,,0.84,66.36
2018-08-11,92,84.0,,0.84,77.28
2018-08-12,93,84.0,,0.84,78.11999999999999
2018-08-13,87,84.0,,0.84,73.08
2018-08-14,80,84.0,,0.84,67.2
2018-08-15,80,84.0,,0.84,67.2
2018-08-16,82,84.0,,0.84,68.88
2018-08-17,79,84.0,,0.84,66.36
2018-08-18,94,84.0,,0.84,78.96
2018-08-19,96,84.0,,0.84,80.64
2018-08-20,80,84.0,,0.84,67.2
2018-08-21,80,84.0,,0.84,67.2
2018-08-22,78,84.0,,0.84,65.52
2018-08-23,72,84.0,,0.84,60.48
2018-08-24,73,84.0,,0.84,61.32
2018-08-25,88,84.0,,0.84,73.92
2018-08-26,88,84.0,,0.84,73.92
2018-08-27,79,84.0,,0.84,66.36
2018-08-28,82,84.0,,0.84,68.88
2018-08-29,76,84.0,,0.84,63.839999999999996
2018-08-30,81,84.0,,0.84,68.03999999999999
2018-08-31,78,84.0,,0.84,65.52
2018-09-01,98,81.0,False,0.81,79.38000000000001
2018-09-02,100,81.0,,0.81,81.0
2018-09-03,89,81.0,,0.81,72.09
2018-09-04,82,81.0,,0.81,66.42
2018-09-05,90,81.0,,0.81,72.9
2018-09-06,85,81.0,,0.81,68.85000000000001
2018-09-07,80,81.0,,0.81,64.80000000000001
2018-09-08,94,81.0,,0.81,76.14
2018-09-09,91,81.0,,0.81,73.71000000000001
2018-09-10,86,81.0,,0.81,69.66000000000001
2018-09-11,80,81.0,,0.81,64.80000000000001
2018-09-12,83,81.0,,0.81,67.23
2018-09-13,82,81.0,,0.81,66.42
2018-09-14,82,81.0,,0.81,66.42
2018-09-15,91,81.0,,0.81,73.71000000000001
2018-09-16,95,81.0,,0.81,76.95
2018-09-17,84,81.0,,0.81,68.04
2018-09-18,86,81.0,,0.81,69.66000000000001
2018-09-19,87,81.0,,0.81,70.47
2018-09-20,91,81.0,,0.81,73.71000000000001
2018-09-21,89,81.0,,0.81,72.09
2018-09-22,99,81.0,,0.81,80.19000000000001
2018-09-23,96,81.0,,0.81,77.76
2018-09-24,95,81.0,,0.81,76.95
2018-09-25,89,81.0,,0.81,72.09
2018-09-26,84,81.0,,0.81,68.04
2018-09-27,79,81.0,,0.81,63.99
2018-09-28,81,81.0,,0.81,65.61
2018-09-29,94,81.0,,0.81,76.14
2018-09-30,87,81.0,,0.81,70.47
2018-10-01,83,83.0,False,0.83,68.89
2018-10-02,77,83.0,,0.83,63.91
2018-10-03,82,83.0,,0.83,68.06
2018-10-04,79,83.0,,0.83,65.57
2018-10-05,78,83.0,,0.83,64.74
2018-10-06,82,83.0,,0.83,68.06
2018-10-07,85,83.0,,0.83,70.55
2018-10-08,78,83.0,,0.83,64.74
2018-10-09,78,83.0,,0.83,64.74
2018-10-10,81,83.0,,0.83,67.22999999999999
2018-10-11,80,83.0,,0.83,66.39999999999999
2018-10-12,84,83.0,,0.83,69.72
2018-10-13,85,83.0,,0.83,70.55
2018-10-14,88,83.0,,0.83,73.03999999999999
2018-10-15,78,83.0,,0.83,64.74
2018-10-16,81,83.0,,0.83,67.22999999999999
2018-10-17,73,83.0,,0.83,60.589999999999996
2018-10-18,76,83.0,,0.83,63.08
2018-10-19,83,83.0,,0.83,68.89
2018-10-20,90,83.0,,0.83,74.7
2018-10-21,88,83.0,,0.83,73.03999999999999
2018-10-22,86,83.0,,0.83,71.38
2018-10-23,82,83.0,,0.83,68.06
2018-10-24,79,83.0,,0.83,65.57
2018-10-25,79,83.0,,0.83,65.57
2018-10-26,85,83.0,,0.83,70.55
2018-10-27,97,83.0,,0.83,80.50999999999999
2018-10-28,100,83.0,,0.83,83.0
2018-10-29,90,83.0,,0.83,74.7
2018-10-30,87,83.0,,0.83,72.21
2018-10-31,85,83.0,,0.83,70.55
2018-11-01,86,83.0,False,0.83,71.38
2018-11-02,86,83.0,,0.83,71.38
2018-11-03,100,83.0,,0.83,83.0
2018-11-04,100,83.0,,0.83,83.0
2018-11-05,88,83.0,,0.83,73.03999999999999
2018-11-06,84,83.0,,0.83,69.72
2018-11-07,79,83.0,,0.83,65.57
2018-11-08,87,83.0,,0.83,72.21
2018-11-09,81,83.0,,0.83,67.22999999999999
2018-11-10,97,83.0,,0.83,80.50999999999999
2018-11-11,94,83.0,,0.83,78.02
2018-11-12,90,83.0,,0.83,74.7
2018-11-13,85,83.0,,0.83,70.55
2018-11-14,90,83.0,,0.83,74.7
2018-11-15,85,83.0,,0.83,70.55
2018-11-16,83,83.0,,0.83,68.89
2018-11-17,98,83.0,,0.83,81.33999999999999
2018-11-18,98,83.0,,0.83,81.33999999999999
2018-11-19,86,83.0,,0.83,71.38
2018-11-20,86,83.0,,0.83,71.38
2018-11-21,83,83.0,,0.83,68.89
2018-11-22,78,83.0,,0.83,64.74
2018-11-23,87,83.0,,0.83,72.21
2018-11-24,94,83.0,,0.83,78.02
2018-11-25,100,83.0,,0.83,83.0
2018-11-26,82,83.0,,0.83,68.06
2018-11-27,89,83.0,,0.83,73.86999999999999
2018-11-28,85,83.0,,0.83,70.55
2018-11-29,85,83.0,,0.83,70.55
2018-11-30,83,83.0,,0.83,68.89
2018-12-01,80,86.0,False,0.86,68.8
2018-12-02,87,86.0,,0.86,74.82
2018-12-03,82,86.0,,0.86,70.52
2018-12-04,78,86.0,,0.86,67.08
2018-12-05,78,86.0,,0.86,67.08
2018-12-06,77,86.0,,0.86,66.22
2018-12-07,77,86.0,,0.86,66.22
2018-12-08,85,86.0,,0.86,73.1
2018-12-09,83,86.0,,0.86,71.38
2018-12-10,79,86.0,,0.86,67.94
2018-12-11,78,86.0,,0.86,67.08
2018-12-12,80,86.0,,0.86,68.8
2018-12-13,79,86.0,,0.86,67.94
2018-12-14,76,86.0,,0.86,65.36
2018-12-15,90,86.0,,0.86,77.4
2018-12-16,88,86.0,,0.86,75.67999999999999
2018-12-17,83,86.0,,0.86,71.38
2018-12-18,87,86.0,,0.86,74.82
2018-12-19,80,86.0,,0.86,68.8
2018-12-20,85,86.0,,0.86,73.1
2018-12-21,89,86.0,,0.86,76.53999999999999
2018-12-22,100,86.0,,0.86,86.0
2018-12-23,96,86.0,,0.86,82.56
2018-12-24,89,86.0,,0.86,76.53999999999999
2018-12-25,83,86.0,,0.86,71.38
2018-12-26,89,86.0,,0.86,76.53999999999999
2018-12-27,91,86.0,,0.86,78.26
2018-12-28,93,86.0,,0.86,79.98
