date,crash_unscaled,crash_monthly,isPartial,scale,crash
2015-07-18,50,49.0,,0.49,24.5
2015-07-19,53,49.0,,0.49,25.97
2015-07-20,49,49.0,,0.49,24.009999999999998
2015-07-21,43,49.0,,0.49,21.07
2015-07-22,38,49.0,,0.49,18.62
2015-07-23,32,49.0,,0.49,15.68
2015-07-24,36,49.0,,0.49,17.64
2015-07-25,34,49.0,,0.49,16.66
2015-07-26,39,49.0,,0.49,19.11
2015-07-27,39,49.0,,0.49,19.11
2015-07-28,37,49.0,,0.49,18.13
2015-07-29,33,49.0,,0.49,16.169999999999998
2015-07-30,39,49.0,,0.49,19.11
2015-07-31,35,49.0,,0.49,17.15
2015-08-01,42,46.0,False,0.46,19.32
2015-08-02,47,46.0,,0.46,21.62
2015-08-03,36,46.0,,0.46,16.560000000000002
2015-08-04,38,46.0,,0.46,17.48
2015-08-05,39,46.0,,0.46,17.94
2015-08-06,33,46.0,,0.46,15.180000000000001
2015-08-07,33,46.0,,0.46,15.180000000000001
2015-08-08,39,46.0,,0.46,17.94
2015-08-09,40,46.0,,0.46,18.400000000000002
2015-08-10,39,46.0,,0.46,17.94
2015-08-11,49,46.0,,0.46,22.540000000000003
2015-08-12,40,46.0,,0.46,18.400000000000002
2015-08-13,40,46.0,,0.46,18.400000000000002
2015-08-14,35,46.0,,0.46,16.1
2015-08-15,38,46.0,,0.46,17.48
2015-08-16,53,46.0,,0.46,24.380000000000003
2015-08-17,51,46.0,,0.46,23.46
2015-08-18,41,46.0,,0.46,18.86
2015-08-19,35,46.0,,0.46,16.1
2015-08-20,39,46.0,,0.46,17.94
2015-08-21,48,46.0,,0.46,22.080000000000002
2015-08-22,54,46.0,,0.46,24.84
2015-08-23,60,46.0,,0.46,27.6
2015-08-24,94,46.0,,0.46,43.24
2015-08-25,100,46.0,,0.46,46.0
2015-08-26,47,46.0,,0.46,21.62
2015-08-27,40,46.0,,0.46,18.400000000000002
2015-08-28,43,46.0,,0.46,19.78
2015-08-29,37,46.0,,0.46,17.02
2015-08-30,39,46.0,,0.46,17.94
2015-08-31,37,46.0,,0.46,17.02
2015-09-01,83,40.0,False,0.4,33.2
2015-09-02,80,40.0,,0.4,32.0
2015-09-03,82,40.0,,0.4,32.800000000000004
2015-09-04,82,40.0,,0.4,32.800000000000004
2015-09-05,71,40.0,,0.4,28.400000000000002
2015-09-06,84,40.0,,0.4,33.6
2015-09-07,78,40.0,,0.4,31.200000000000003
2015-09-08,80,40.0,,0.4,32.0
2015-09-09,75,40.0,,0.4,30.0
2015-09-10,79,40.0,,0.4,31.6
2015-09-11,100,40.0,,0.4,40.0
2015-09-12,91,40.0,,0.4,36.4
2015-09-13,92,40.0,,0.4,36.800000000000004
2015-09-14,70,40.0,,0.4,28.0
2015-09-15,87,40.0,,0.4,34.800000000000004
2015-09-16,89,40.0,,0.4,35.6
2015-09-17,77,40.0,,0.4,30.8
2015-09-18,75,40.0,,0.4,30.0
2015-09-19,74,40.0,,0.4,29.6
2015-09-20,72,40.0,,0.4,28.8
2015-09-21,84,40.0,,0.4,33.6
2015-09-22,86,40.0,,0.4,34.4
2015-09-23,76,40.0,,0.4,30.400000000000002
2015-09-24,92,40.0,,0.4,36.800000000000004
2015-09-25,99,40.0,,0.4,39.6
2015-09-26,82,40.0,,0.4,32.800000000000004
2015-09-27,80,40.0,,0.4,32.0
2015-09-28,82,40.0,,0.4,32.800000000000004
2015-09-29,74,40.0,,0.4,29.6
2015-09-30,74,40.0,,0.4,29.6
2015-10-01,56,38.0,False,0.38,21.28
2015-10-02,71,38.0,,0.38,26.98
2015-10-03,71,38.0,,0.38,26.98
2015-10-04,57,38.0,,0.38,21.66
2015-10-05,55,38.0,,0.38,20.9
2015-10-06,51,38.0,,0.38,19.38
2015-10-07,50,38.0,,0.38,19.0
2015-10-08,51,38.0,,0.38,19.38
2015-10-09,54,38.0,,0.38,20.52
2015-10-10,50,38.0,,0.38,19.0
2015-10-11,61,38.0,,0.38,23.18
2015-10-12,60,38.0,,0.38,22.8
2015-10-13,56,38.0,,0.38,21.28
2015-10-14,60,38.0,,0.38,22.8
2015-10-15,59,38.0,,0.38,22.42
2015-10-16,55,38.0,,0.38,20.9
2015-10-17,48,38.0,,0.38,18.240000000000002
2015-10-18,48,38.0,,0.38,18.240000000000002
2015-10-19,49,38.0,,0.38,18.62
2015-10-20,58,38.0,,0.38,22.04
2015-10-21,63,38.0,,0.38,23.94
2015-10-22,54,38.0,,0.38,20.52
2015-10-23,57,38.0,,0.38,21.66
2015-10-24,67,38.0,,0.38,25.46
2015-10-25,89,38.0,,0.38,33.82
2015-10-26,94,38.0,,0.38,35.72
2015-10-27,65,38.0,,0.38,24.7
2015-10-28,59,38.0,,0.38,22.42
2015-10-29,61,38.0,,0.38,23.18
2015-10-30,60,38.0,,0.38,22.8
2015-10-31,100,38.0,,0.38,38.0
2015-11-01,100,42.0,False,0.42,42.0
2015-11-02,88,42.0,,0.42,36.96
2015-11-03,78,42.0,,0.42,32.76
2015-11-04,78,42.0,,0.42,32.76
2015-11-05,83,42.0,,0.42,34.86
2015-11-06,72,42.0,,0.42,30.24
2015-11-07,68,42.0,,0.42,28.56
2015-11-08,56,42.0,,0.42,23.52
2015-11-09,61,42.0,,0.42,25.619999999999997
2015-11-10,76,42.0,,0.42,31.919999999999998
2015-11-11,98,42.0,,0.42,41.16
2015-11-12,84,42.0,,0.42,35.28
2015-11-13,68,42.0,,0.42,28.56
2015-11-14,69,42.0,,0.42,28.98
2015-11-15,82,42.0,,0.42,34.44
2015-11-16,73,42.0,,0.42,30.66
2015-11-17,72,42.0,,0.42,30.24
2015-11-18,61,42.0,,0.42,25.619999999999997
2015-11-19,61,42.0,,0.42,25.619999999999997
2015-11-20,57,42.0,,0.42,23.939999999999998
2015-11-21,52,42.0,,0.42,21.84
2015-11-22,53,42.0,,0.42,22.259999999999998
2015-11-23,56,42.0,,0.42,23.52
2015-11-24,63,42.0,,0.42,26.459999999999997
2015-11-25,51,42.0,,0.42,21.419999999999998
2015-11-26,55,42.0,,0.42,23.099999999999998
2015-11-27,45,42.0,,0.42,18.9
2015-11-28,49,42.0,,0.42,20.58
2015-11-29,51,42.0,,0.42,21.419999999999998
2015-11-30,50,42.0,,0.42,21.0
2015-12-01,74,34.0,False,0.34,25.16
2015-12-02,72,34.0,,0.34,24.48
2015-12-03,75,34.0,,0.34,25.500000000000004
2015-12-04,69,34.0,,0.34,23.46
2015-12-05,72,34.0,,0.34,24.48
2015-12-06,81,34.0,,0.34,27.540000000000003
2015-12-07,79,34.0,,0.34,26.860000000000003
2015-12-08,79,34.0,,0.34,26.860000000000003
2015-12-09,70,34.0,,0.34,23.8
2015-12-10,80,34.0,,0.34,27.200000000000003
2015-12-11,76,34.0,,0.34,25.840000000000003
2015-12-12,83,34.0,,0.34,28.220000000000002
2015-12-13,73,34.0,,0.34,24.82
2015-12-14,73,34.0,,0.34,24.82
2015-12-15,74,34.0,,0.34,25.16
2015-12-16,87,34.0,,0.34,29.580000000000002
2015-12-17,75,34.0,,0.34,25.500000000000004
2015-12-18,72,34.0,,0.34,24.48
2015-12-19,70,34.0,,0.34,23.8
2015-12-20,70,34.0,,0.34,23.8
2015-12-21,100,34.0,,0.34,34.0
2015-12-22,94,34.0,,0.34,31.96
2015-12-23,76,34.0,,0.34,25.840000000000003
2015-12-24,69,34.0,,0.34,23.46
2015-12-25,74,34.0,,0.34,25.16
2015-12-26,76,34.0,,0.34,25.840000000000003
2015-12-27,74,34.0,,0.34,25.16
2015-12-28,67,34.0,,0.34,22.78
2015-12-29,78,34.0,,0.34,26.520000000000003
2015-12-30,78,34.0,,0.34,26.520000000000003
2015-12-31,82,34.0,,0.34,27.880000000000003
2016-01-01,67,35.0,False,0.35,23.45
2016-01-02,74,35.0,,0.35,25.9
2016-01-03,69,35.0,,0.35,24.15
2016-01-04,69,35.0,,0.35,24.15
2016-01-05,77,35.0,,0.35,26.95
2016-01-06,68,35.0,,0.35,23.799999999999997
2016-01-07,73,35.0,,0.35,25.549999999999997
2016-01-08,75,35.0,,0.35,26.25
2016-01-09,63,35.0,,0.35,22.049999999999997
2016-01-10,69,35.0,,0.35,24.15
2016-01-11,68,35.0,,0.35,23.799999999999997
2016-01-12,63,35.0,,0.35,22.049999999999997
2016-01-13,63,35.0,,0.35,22.049999999999997
2016-01-14,68,35.0,,0.35,23.799999999999997
2016-01-15,89,35.0,,0.35,31.15
2016-01-16,100,35.0,,0.35,35.0
2016-01-17,82,35.0,,0.35,28.7
2016-01-18,87,35.0,,0.35,30.45
2016-01-19,93,35.0,,0.35,32.55
2016-01-20,89,35.0,,0.35,31.15
2016-01-21,79,35.0,,0.35,27.65
2016-01-22,83,35.0,,0.35,29.049999999999997
2016-01-23,70,35.0,,0.35,24.5
2016-01-24,64,35.0,,0.35,22.4
2016-01-25,68,35.0,,0.35,23.799999999999997
2016-01-26,69,35.0,,0.35,24.15
2016-01-27,75,35.0,,0.35,26.25
2016-01-28,67,35.0,,0.35,23.45
2016-01-29,68,35.0,,0.35,23.799999999999997
2016-01-30,67,35.0,,0.35,23.45
2016-01-31,67,35.0,,0.35,23.45
2016-02-01,69,36.0,False,0.36,24.84
2016-02-02,73,36.0,,0.36,26.279999999999998
2016-02-03,76,36.0,,0.36,27.36
2016-02-04,80,36.0,,0.36,28.799999999999997
2016-02-05,76,36.0,,0.36,27.36
2016-02-06,86,36.0,,0.36,30.959999999999997
2016-02-07,72,36.0,,0.36,25.919999999999998
2016-02-08,69,36.0,,0.36,24.84
2016-02-09,75,36.0,,0.36,27.0
2016-02-10,66,36.0,,0.36,23.759999999999998
2016-02-11,74,36.0,,0.36,26.64
2016-02-12,72,36.0,,0.36,25.919999999999998
2016-02-13,75,36.0,,0.36,27.0
2016-02-14,83,36.0,,0.36,29.88
2016-02-15,73,36.0,,0.36,26.279999999999998
2016-02-16,69,36.0,,0.36,24.84
2016-02-17,60,36.0,,0.36,21.599999999999998
2016-02-18,76,36.0,,0.36,27.36
2016-02-19,100,36.0,,0.36,36.0
2016-02-20,90,36.0,,0.36,32.4
2016-02-21,91,36.0,,0.36,32.76
2016-02-22,83,36.0,,0.36,29.88
2016-02-23,81,36.0,,0.36,29.16
2016-02-24,73,36.0,,0.36,26.279999999999998
2016-02-25,75,36.0,,0.36,27.0
2016-02-26,72,36.0,,0.36,25.919999999999998
2016-02-27,72,36.0,,0.36,25.919999999999998
2016-02-28,88,36.0,,0.36,31.68
2016-02-29,88,36.0,,0.36,31.68
2016-03-01,64,37.0,False,0.37,23.68
2016-03-02,72,37.0,,0.37,26.64
2016-03-03,68,37.0,,0.37,25.16
2016-03-04,63,37.0,,0.37,23.31
2016-03-05,59,37.0,,0.37,21.83
2016-03-06,63,37.0,,0.37,23.31
2016-03-07,66,37.0,,0.37,24.419999999999998
2016-03-08,64,37.0,,0.37,23.68
2016-03-09,57,37.0,,0.37,21.09
2016-03-10,59,37.0,,0.37,21.83
2016-03-11,63,37.0,,0.37,23.31
2016-03-12,61,37.0,,0.37,22.57
2016-03-13,68,37.0,,0.37,25.16
2016-03-14,65,37.0,,0.37,24.05
2016-03-15,61,37.0,,0.37,22.57
2016-03-16,62,37.0,,0.37,22.94
2016-03-17,59,37.0,,0.37,21.83
2016-03-18,61,37.0,,0.37,22.57
2016-03-19,100,37.0,,0.37,37.0
2016-03-20,95,37.0,,0.37,35.15
2016-03-21,88,37.0,,0.37,32.56
2016-03-22,66,37.0,,0.37,24.419999999999998
2016-03-23,67,37.0,,0.37,24.79
2016-03-24,63,37.0,,0.37,23.31
2016-03-25,56,37.0,,0.37,20.72
2016-03-26,61,37.0,,0.37,22.57
2016-03-27,69,37.0,,0.37,25.53
2016-03-28,67,37.0,,0.37,24.79
2016-03-29,69,37.0,,0.37,25.53
2016-03-30,67,37.0,,0.37,24.79
2016-03-31,61,37.0,,0.37,22.57
2016-04-01,71,40.0,False,0.4,28.400000000000002
2016-04-02,80,40.0,,0.4,32.0
2016-04-03,95,40.0,,0.4,38.0
2016-04-04,85,40.0,,0.4,34.0
2016-04-05,100,40.0,,0.4,40.0
2016-04-06,80,40.0,,0.4,32.0
2016-04-07,79,40.0,,0.4,31.6
2016-04-08,75,40.0,,0.4,30.0
2016-04-09,66,40.0,,0.4,26.400000000000002
2016-04-10,79,40.0,,0.4,31.6
2016-04-11,82,40.0,,0.4,32.800000000000004
2016-04-12,79,40.0,,0.4,31.6
2016-04-13,68,40.0,,0.4,27.200000000000003
2016-04-14,69,40.0,,0.4,27.6
2016-04-15,65,40.0,,0.4,26.0
2016-04-16,63,40.0,,0.4,25.200000000000003
2016-04-17,63,40.0,,0.4,25.200000000000003
2016-04-18,68,40.0,,0.4,27.200000000000003
2016-04-19,66,40.0,,0.4,26.400000000000002
2016-04-20,66,40.0,,0.4,26.400000000000002
2016-04-21,88,40.0,,0.4,35.2
2016-04-22,76,40.0,,0.4,30.400000000000002
2016-04-23,63,40.0,,0.4,25.200000000000003
2016-04-24,62,40.0,,0.4,24.8
2016-04-25,66,40.0,,0.4,26.400000000000002
2016-04-26,67,40.0,,0.4,26.8
2016-04-27,56,40.0,,0.4,22.400000000000002
2016-04-28,75,40.0,,0.4,30.0
2016-04-29,68,40.0,,0.4,27.200000000000003
2016-04-30,69,40.0,,0.4,27.6
2016-05-01,57,43.0,False,0.43,24.509999999999998
2016-05-02,52,43.0,,0.43,22.36
2016-05-03,50,43.0,,0.43,21.5
2016-05-04,52,43.0,,0.43,22.36
2016-05-05,52,43.0,,0.43,22.36
2016-05-06,49,43.0,,0.43,21.07
2016-05-07,49,43.0,,0.43,21.07
2016-05-08,55,43.0,,0.43,23.65
2016-05-09,53,43.0,,0.43,22.79
2016-05-10,46,43.0,,0.43,19.78
2016-05-11,46,43.0,,0.43,19.78
2016-05-12,46,43.0,,0.43,19.78
2016-05-13,48,43.0,,0.43,20.64
2016-05-14,50,43.0,,0.43,21.5
2016-05-15,67,43.0,,0.43,28.81
2016-05-16,63,43.0,,0.43,27.09
2016-05-17,51,43.0,,0.43,21.93
2016-05-18,46,43.0,,0.43,19.78
2016-05-19,100,43.0,,0.43,43.0
2016-05-20,79,43.0,,0.43,33.97
2016-05-21,76,43.0,,0.43,32.68
2016-05-22,73,43.0,,0.43,31.39
2016-05-23,61,43.0,,0.43,26.23
2016-05-24,60,43.0,,0.43,25.8
2016-05-25,48,43.0,,0.43,20.64
2016-05-26,51,43.0,,0.43,21.93
2016-05-27,46,43.0,,0.43,19.78
2016-05-28,67,43.0,,0.43,28.81
2016-05-29,61,43.0,,0.43,26.23
2016-05-30,57,43.0,,0.43,24.509999999999998
2016-05-31,55,43.0,,0.43,23.65
2016-06-01,43,44.0,False,0.44,18.92
2016-06-02,83,44.0,,0.44,36.52
2016-06-03,100,44.0,,0.44,44.0
2016-06-04,56,44.0,,0.44,24.64
2016-06-05,49,44.0,,0.44,21.56
2016-06-06,46,44.0,,0.44,20.24
2016-06-07,40,44.0,,0.44,17.6
2016-06-08,46,44.0,,0.44,20.24
2016-06-09,44,44.0,,0.44,19.36
2016-06-10,47,44.0,,0.44,20.68
2016-06-11,48,44.0,,0.44,21.12
2016-06-12,48,44.0,,0.44,21.12
2016-06-13,38,44.0,,0.44,16.72
2016-06-14,51,44.0,,0.44,22.44
2016-06-15,44,44.0,,0.44,19.36
2016-06-16,43,44.0,,0.44,18.92
2016-06-17,39,44.0,,0.44,17.16
2016-06-18,41,44.0,,0.44,18.04
2016-06-19,47,44.0,,0.44,20.68
2016-06-20,40,44.0,,0.44,17.6
2016-06-21,38,44.0,,0.44,16.72
2016-06-22,42,44.0,,0.44,18.48
2016-06-23,34,44.0,,0.44,14.96
2016-06-24,44,44.0,,0.44,19.36
2016-06-25,44,44.0,,0.44,19.36
2016-06-26,45,44.0,,0.44,19.8
2016-06-27,46,44.0,,0.44,20.24
2016-06-28,45,44.0,,0.44,19.8
2016-06-29,41,44.0,,0.44,18.04
2016-06-30,43,44.0,,0.44,18.92
2016-07-01,71,39.0,False,0.39,27.69
2016-07-02,72,39.0,,0.39,28.080000000000002
2016-07-03,72,39.0,,0.39,28.080000000000002
2016-07-04,72,39.0,,0.39,28.080000000000002
2016-07-05,59,39.0,,0.39,23.01
2016-07-06,55,39.0,,0.39,21.45
2016-07-07,55,39.0,,0.39,21.45
2016-07-08,49,39.0,,0.39,19.11
2016-07-09,59,39.0,,0.39,23.01
2016-07-10,61,39.0,,0.39,23.79
2016-07-11,56,39.0,,0.39,21.84
2016-07-12,63,39.0,,0.39,24.57
2016-07-13,56,39.0,,0.39,21.84
2016-07-14,62,39.0,,0.39,24.18
2016-07-15,58,39.0,,0.39,22.62
2016-07-16,64,39.0,,0.39,24.96
2016-07-17,65,39.0,,0.39,25.35
2016-07-18,55,39.0,,0.39,21.45
2016-07-19,53,39.0,,0.39,20.67
2016-07-20,48,39.0,,0.39,18.72
2016-07-21,65,39.0,,0.39,25.35
2016-07-22,54,39.0,,0.39,21.060000000000002
2016-07-23,54,39.0,,0.39,21.060000000000002
2016-07-24,58,39.0,,0.39,22.62
2016-07-25,72,39.0,,0.39,28.080000000000002
2016-07-26,57,39.0,,0.39,22.23
2016-07-27,48,39.0,,0.39,18.72
2016-07-28,56,39.0,,0.39,21.84
2016-07-29,53,39.0,,0.39,20.67
2016-07-30,98,39.0,,0.39,38.22
2016-07-31,100,39.0,,0.39,39.0
2016-08-01,46,44.0,False,0.44,20.24
2016-08-02,39,44.0,,0.44,17.16
2016-08-03,51,44.0,,0.44,22.44
2016-08-04,40,44.0,,0.44,17.6
2016-08-05,29,44.0,,0.44,12.76
2016-08-06,28,44.0,,0.44,12.32
2016-08-07,100,44.0,,0.44,44.0
2016-08-08,88,44.0,,0.44,38.72
2016-08-09,42,44.0,,0.44,18.48
2016-08-10,30,44.0,,0.44,13.2
2016-08-11,24,44.0,,0.44,10.56
2016-08-12,29,44.0,,0.44,12.76
2016-08-13,35,44.0,,0.44,15.4
2016-08-14,37,44.0,,0.44,16.28
2016-08-15,36,44.0,,0.44,15.84
2016-08-16,31,44.0,,0.44,13.64
2016-08-17,26,44.0,,0.44,11.44
2016-08-18,25,44.0,,0.44,11.0
2016-08-19,29,44.0,,0.44,12.76
2016-08-20,29,44.0,,0.44,12.76
2016-08-21,29,44.0,,0.44,12.76
2016-08-22,28,44.0,,0.44,12.32
2016-08-23,26,44.0,,0.44,11.44
2016-08-24,25,44.0,,0.44,11.0
2016-08-25,30,44.0,,0.44,13.2
2016-08-26,27,44.0,,0.44,11.88
2016-08-27,29,44.0,,0.44,12.76
2016-08-28,31,44.0,,0.44,13.64
2016-08-29,33,44.0,,0.44,14.52
2016-08-30,31,44.0,,0.44,13.64
2016-08-31,29,44.0,,0.44,12.76
2016-09-01,20,45.0,False,0.45,9.0
2016-09-02,18,45.0,,0.45,8.1
2016-09-03,20,45.0,,0.45,9.0
2016-09-04,21,45.0,,0.45,9.450000000000001
2016-09-05,21,45.0,,0.45,9.450000000000001
2016-09-06,20,45.0,,0.45,9.0
2016-09-07,20,45.0,,0.45,9.0
2016-09-08,21,45.0,,0.45,9.450000000000001
2016-09-09,20,45.0,,0.45,9.0
2016-09-10,22,45.0,,0.45,9.9
2016-09-11,31,45.0,,0.45,13.950000000000001
2016-09-12,26,45.0,,0.45,11.700000000000001
2016-09-13,20,45.0,,0.45,9.0
2016-09-14,20,45.0,,0.45,9.0
2016-09-15,20,45.0,,0.45,9.0
2016-09-16,20,45.0,,0.45,9.0
2016-09-17,21,45.0,,0.45,9.450000000000001
2016-09-18,25,45.0,,0.45,11.25
2016-09-19,23,45.0,,0.45,10.35
2016-09-20,21,45.0,,0.45,9.450000000000001
2016-09-21,25,45.0,,0.45,11.25
2016-09-22,22,45.0,,0.45,9.9
2016-09-23,20,45.0,,0.45,9.0
2016-09-24,20,45.0,,0.45,9.0
2016-09-25,26,45.0,,0.45,11.700000000000001
2016-09-26,28,45.0,,0.45,12.6
2016-09-27,22,45.0,,0.45,9.9
2016-09-28,22,45.0,,0.45,9.9
2016-09-29,100,45.0,,0.45,45.0
2016-09-30,43,45.0,,0.45,19.35
2016-10-01,81,37.0,False,0.37,29.97
2016-10-02,76,37.0,,0.37,28.12
2016-10-03,73,37.0,,0.37,27.009999999999998
2016-10-04,67,37.0,,0.37,24.79
2016-10-05,64,37.0,,0.37,23.68
2016-10-06,61,37.0,,0.37,22.57
2016-10-07,67,37.0,,0.37,24.79
2016-10-08,54,37.0,,0.37,19.98
2016-10-09,70,37.0,,0.37,25.9
2016-10-10,59,37.0,,0.37,21.83
2016-10-11,75,37.0,,0.37,27.75
2016-10-12,97,37.0,,0.37,35.89
2016-10-13,80,37.0,,0.37,29.6
2016-10-14,62,37.0,,0.37,22.94
2016-10-15,66,37.0,,0.37,24.419999999999998
2016-10-16,73,37.0,,0.37,27.009999999999998
2016-10-17,72,37.0,,0.37,26.64
2016-10-18,69,37.0,,0.37,25.53
2016-10-19,71,37.0,,0.37,26.27
2016-10-20,66,37.0,,0.37,24.419999999999998
2016-10-21,66,37.0,,0.37,24.419999999999998
2016-10-22,61,37.0,,0.37,22.57
2016-10-23,88,37.0,,0.37,32.56
2016-10-24,100,37.0,,0.37,37.0
2016-10-25,80,37.0,,0.37,29.6
2016-10-26,65,37.0,,0.37,24.05
2016-10-27,71,37.0,,0.37,26.27
2016-10-28,94,37.0,,0.37,34.78
2016-10-29,81,37.0,,0.37,29.97
2016-10-30,72,37.0,,0.37,26.64
2016-10-31,65,37.0,,0.37,24.05
2016-11-01,30,49.0,False,0.49,14.7
2016-11-02,25,49.0,,0.49,12.25
2016-11-03,23,49.0,,0.49,11.27
2016-11-04,21,49.0,,0.49,10.29
2016-11-05,20,49.0,,0.49,9.8
2016-11-06,21,49.0,,0.49,10.29
2016-11-07,22,49.0,,0.49,10.78
2016-11-08,18,49.0,,0.49,8.82
2016-11-09,42,49.0,,0.49,20.58
2016-11-10,22,49.0,,0.49,10.78
2016-11-11,21,49.0,,0.49,10.29
2016-11-12,19,49.0,,0.49,9.31
2016-11-13,21,49.0,,0.49,10.29
2016-11-14,23,49.0,,0.49,11.27
2016-11-15,24,49.0,,0.49,11.76
2016-11-16,22,49.0,,0.49,10.78
2016-11-17,21,49.0,,0.49,10.29
2016-11-18,23,49.0,,0.49,11.27
2016-11-19,27,49.0,,0.49,13.23
2016-11-20,21,49.0,,0.49,10.29
2016-11-21,29,49.0,,0.49,14.209999999999999
2016-11-22,97,49.0,,0.49,47.53
2016-11-23,63,49.0,,0.49,30.87
2016-11-24,43,49.0,,0.49,21.07
2016-11-25,29,49.0,,0.49,14.209999999999999
2016-11-26,25,49.0,,0.49,12.25
2016-11-27,23,49.0,,0.49,11.27
2016-11-28,26,49.0,,0.49,12.74
2016-11-29,100,49.0,,0.49,49.0
2016-11-30,82,49.0,,0.49,40.18
2016-12-01,100,42.0,False,0.42,42.0
2016-12-02,81,42.0,,0.42,34.019999999999996
2016-12-03,72,42.0,,0.42,30.24
2016-12-04,72,42.0,,0.42,30.24
2016-12-05,59,42.0,,0.42,24.779999999999998
2016-12-06,55,42.0,,0.42,23.099999999999998
2016-12-07,61,42.0,,0.42,25.619999999999997
2016-12-08,60,42.0,,0.42,25.2
2016-12-09,58,42.0,,0.42,24.36
2016-12-10,52,42.0,,0.42,21.84
2016-12-11,50,42.0,,0.42,21.0
2016-12-12,51,42.0,,0.42,21.419999999999998
2016-12-13,47,42.0,,0.42,19.74
2016-12-14,50,42.0,,0.42,21.0
2016-12-15,44,42.0,,0.42,18.48
2016-12-16,47,42.0,,0.42,19.74
2016-12-17,57,42.0,,0.42,23.939999999999998
2016-12-18,57,42.0,,0.42,23.939999999999998
2016-12-19,49,42.0,,0.42,20.58
2016-12-20,48,42.0,,0.42,20.16
2016-12-21,50,42.0,,0.42,21.0
2016-12-22,48,42.0,,0.42,20.16
2016-12-23,45,42.0,,0.42,18.9
2016-12-24,46,42.0,,0.42,19.32
2016-12-25,56,42.0,,0.42,23.52
2016-12-26,62,42.0,,0.42,26.04
2016-12-27,53,42.0,,0.42,22.259999999999998
2016-12-28,57,42.0,,0.42,23.939999999999998
2016-12-29,53,42.0,,0.42,22.259999999999998
2016-12-30,54,42.0,,0.42,22.68
2016-12-31,60,42.0,,0.42,25.2
2017-01-01,100,39.0,False,0.39,39.0
2017-01-02,81,39.0,,0.39,31.59
2017-01-03,74,39.0,,0.39,28.86
2017-01-04,75,39.0,,0.39,29.25
2017-01-05,70,39.0,,0.39,27.3
2017-01-06,68,39.0,,0.39,26.52
2017-01-07,66,39.0,,0.39,25.740000000000002
2017-01-08,62,39.0,,0.39,24.18
2017-01-09,64,39.0,,0.39,24.96
2017-01-10,62,39.0,,0.39,24.18
2017-01-11,60,39.0,,0.39,23.400000000000002
2017-01-12,57,39.0,,0.39,22.23
2017-01-13,64,39.0,,0.39,24.96
2017-01-14,63,39.0,,0.39,24.57
2017-01-15,77,39.0,,0.39,30.03
2017-01-16,72,39.0,,0.39,28.080000000000002
2017-01-17,74,39.0,,0.39,28.86
2017-01-18,73,39.0,,0.39,28.470000000000002
2017-01-19,74,39.0,,0.39,28.86
2017-01-20,62,39.0,,0.39,24.18
2017-01-21,53,39.0,,0.39,20.67
2017-01-22,89,39.0,,0.39,34.71
2017-01-23,92,39.0,,0.39,35.88
2017-01-24,79,39.0,,0.39,30.810000000000002
2017-01-25,68,39.0,,0.39,26.52
2017-01-26,68,39.0,,0.39,26.52
2017-01-27,63,39.0,,0.39,24.57
2017-01-28,59,39.0,,0.39,23.01
2017-01-29,56,39.0,,0.39,21.84
2017-01-30,69,39.0,,0.39,26.91
2017-01-31,66,39.0,,0.39,25.740000000000002
2017-02-01,49,36.0,False,0.36,17.64
2017-02-02,48,36.0,,0.36,17.28
2017-02-03,51,36.0,,0.36,18.36
2017-02-04,47,36.0,,0.36,16.919999999999998
2017-02-05,45,36.0,,0.36,16.2
2017-02-06,42,36.0,,0.36,15.12
2017-02-07,45,36.0,,0.36,16.2
2017-02-08,46,36.0,,0.36,16.56
2017-02-09,43,36.0,,0.36,15.479999999999999
2017-02-10,44,36.0,,0.36,15.84
2017-02-11,44,36.0,,0.36,15.84
2017-02-12,47,36.0,,0.36,16.919999999999998
2017-02-13,49,36.0,,0.36,17.64
2017-02-14,46,36.0,,0.36,16.56
2017-02-15,53,36.0,,0.36,19.08
2017-02-16,53,36.0,,0.36,19.08
2017-02-17,52,36.0,,0.36,18.72
2017-02-18,51,36.0,,0.36,18.36
2017-02-19,59,36.0,,0.36,21.24
2017-02-20,56,36.0,,0.36,20.16
2017-02-21,64,36.0,,0.36,23.04
2017-02-22,56,36.0,,0.36,20.16
2017-02-23,51,36.0,,0.36,18.36
2017-02-24,50,36.0,,0.36,18.0
2017-02-25,55,36.0,,0.36,19.8
2017-02-26,68,36.0,,0.36,24.48
2017-02-27,58,36.0,,0.36,20.88
2017-02-28,100,36.0,,0.36,36.0
2017-03-01,96,36.0,False,0.36,34.56
2017-03-02,84,36.0,,0.36,30.24
2017-03-03,69,36.0,,0.36,24.84
2017-03-04,72,36.0,,0.36,25.919999999999998
2017-03-05,83,36.0,,0.36,29.88
2017-03-06,79,36.0,,0.36,28.439999999999998
2017-03-07,76,36.0,,0.36,27.36
2017-03-08,80,36.0,,0.36,28.799999999999997
2017-03-09,86,36.0,,0.36,30.959999999999997
2017-03-10,86,36.0,,0.36,30.959999999999997
2017-03-11,74,36.0,,0.36,26.64
2017-03-12,81,36.0,,0.36,29.16
2017-03-13,81,36.0,,0.36,29.16
2017-03-14,76,36.0,,0.36,27.36
2017-03-15,81,36.0,,0.36,29.16
2017-03-16,75,36.0,,0.36,27.0
2017-03-17,76,36.0,,0.36,27.36
2017-03-18,80,36.0,,0.36,28.799999999999997
