date,house_unscaled,house_monthly,isPartial,scale,house
2010-01-01,87,64.0,False,0.64,55.68
2010-01-02,98,64.0,,0.64,62.72
2010-01-03,97,64.0,,0.64,62.08
2010-01-04,91,64.0,,0.64,58.24
2010-01-05,90,64.0,,0.64,57.6
2010-01-06,90,64.0,,0.64,57.6
2010-01-07,83,64.0,,0.64,53.120000000000005
2010-01-08,85,64.0,,0.64,54.4
2010-01-09,90,64.0,,0.64,57.6
2010-01-10,96,64.0,,0.64,61.44
2010-01-11,91,64.0,,0.64,58.24
2010-01-12,95,64.0,,0.64,60.800000000000004
2010-01-13,95,64.0,,0.64,60.800000000000004
2010-01-14,92,64.0,,0.64,58.88
2010-01-15,93,64.0,,0.64,59.52
2010-01-16,98,64.0,,0.64,62.72
2010-01-17,98,64.0,,0.64,62.72
2010-01-18,96,64.0,,0.64,61.44
2010-01-19,95,64.0,,0.64,60.800000000000004
2010-01-20,85,64.0,,0.64,54.4
2010-01-21,92,64.0,,0.64,58.88
2010-01-22,88,64.0,,0.64,56.32
2010-01-23,97,64.0,,0.64,62.08
2010-01-24,97,64.0,,0.64,62.08
2010-01-25,90,64.0,,0.64,57.6
2010-01-26,98,64.0,,0.64,62.72
2010-01-27,90,64.0,,0.64,57.6
2010-01-28,90,64.0,,0.64,57.6
2010-01-29,89,64.0,,0.64,56.96
2010-01-30,94,64.0,,0.64,60.160000000000004
2010-01-31,100,64.0,,0.64,64.0
2010-02-01,88,65.0,False,0.65,57.2
2010-02-02,90,65.0,,0.65,58.5
2010-02-03,87,65.0,,0.65,56.550000000000004
2010-02-04,85,65.0,,0.65,55.25
2010-02-05,87,65.0,,0.65,56.550000000000004
2010-02-06,92,65.0,,0.65,59.800000000000004
2010-02-07,91,65.0,,0.65,59.15
2010-02-08,87,65.0,,0.65,56.550000000000004
2010-02-09,89,65.0,,0.65,57.85
2010-02-10,89,65.0,,0.65,57.85
2010-02-11,87,65.0,,0.65,56.550000000000004
2010-02-12,91,65.0,,0.65,59.15
2010-02-13,94,65.0,,0.65,61.1
2010-02-14,99,65.0,,0.65,64.35000000000001
2010-02-15,91,65.0,,0.65,59.15
2010-02-16,89,65.0,,0.65,57.85
2010-02-17,90,65.0,,0.65,58.5
2010-02-18,86,65.0,,0.65,55.9
2010-02-19,91,65.0,,0.65,59.15
2010-02-20,95,65.0,,0.65,61.75
2010-02-21,100,65.0,,0.65,65.0
2010-02-22,93,65.0,,0.65,60.45
2010-02-23,91,65.0,,0.65,59.15
2010-02-24,90,65.0,,0.65,58.5
2010-02-25,91,65.0,,0.65,59.15
2010-02-26,90,65.0,,0.65,58.5
2010-02-27,89,65.0,,0.65,57.85
2010-02-28,91,65.0,,0.65,59.15
2010-03-01,80,66.0,False,0.66,52.800000000000004
2010-03-02,81,66.0,,0.66,53.46
2010-03-03,79,66.0,,0.66,52.14
2010-03-04,80,66.0,,0.66,52.800000000000004
2010-03-05,82,66.0,,0.66,54.120000000000005
2010-03-06,82,66.0,,0.66,54.120000000000005
2010-03-07,84,66.0,,0.66,55.440000000000005
2010-03-08,81,66.0,,0.66,53.46
2010-03-09,83,66.0,,0.66,54.78
2010-03-10,81,66.0,,0.66,53.46
2010-03-11,82,66.0,,0.66,54.120000000000005
2010-03-12,85,66.0,,0.66,56.1
2010-03-13,87,66.0,,0.66,57.42
2010-03-14,90,66.0,,0.66,59.400000000000006
2010-03-15,84,66.0,,0.66,55.440000000000005
2010-03-16,87,66.0,,0.66,57.42
2010-03-17,83,66.0,,0.66,54.78
2010-03-18,81,66.0,,0.66,53.46
2010-03-19,84,66.0,,0.66,55.440000000000005
2010-03-20,89,66.0,,0.66,58.74
2010-03-21,97,66.0,,0.66,64.02
2010-03-22,100,66.0,,0.66,66.0
2010-03-23,88,66.0,,0.66,58.080000000000005
2010-03-24,83,66.0,,0.66,54.78
2010-03-25,81,66.0,,0.66,53.46
2010-03-26,83,66.0,,0.66,54.78
2010-03-27,86,66.0,,0.66,56.760000000000005
2010-03-28,87,66.0,,0.66,57.42
2010-03-29,82,66.0,,0.66,54.120000000000005
2010-03-30,82,66.0,,0.66,54.120000000000005
2010-03-31,79,66.0,,0.66,52.14
2010-04-01,87,65.0,False,0.65,56.550000000000004
2010-04-02,90,65.0,,0.65,58.5
2010-04-03,89,65.0,,0.65,57.85
2010-04-04,91,65.0,,0.65,59.15
2010-04-05,90,65.0,,0.65,58.5
2010-04-06,88,65.0,,0.65,57.2
2010-04-07,87,65.0,,0.65,56.550000000000004
2010-04-08,87,65.0,,0.65,56.550000000000004
2010-04-09,92,65.0,,0.65,59.800000000000004
2010-04-10,96,65.0,,0.65,62.400000000000006
2010-04-11,94,65.0,,0.65,61.1
2010-04-12,92,65.0,,0.65,59.800000000000004
2010-04-13,94,65.0,,0.65,61.1
2010-04-14,86,65.0,,0.65,55.9
2010-04-15,87,65.0,,0.65,56.550000000000004
2010-04-16,87,65.0,,0.65,56.550000000000004
2010-04-17,97,65.0,,0.65,63.050000000000004
2010-04-18,98,65.0,,0.65,63.7
2010-04-19,89,65.0,,0.65,57.85
2010-04-20,96,65.0,,0.65,62.400000000000006
2010-04-21,88,65.0,,0.65,57.2
2010-04-22,89,65.0,,0.65,57.85
2010-04-23,91,65.0,,0.65,59.15
2010-04-24,92,65.0,,0.65,59.800000000000004
2010-04-25,100,65.0,,0.65,65.0
2010-04-26,95,65.0,,0.65,61.75
2010-04-27,95,65.0,,0.65,61.75
2010-04-28,93,65.0,,0.65,60.45
2010-04-29,89,65.0,,0.65,57.85
2010-04-30,93,65.0,,0.65,60.45
2010-05-01,97,67.0,False,0.67,64.99000000000001
2010-05-02,100,67.0,,0.67,67.0
2010-05-03,93,67.0,,0.67,62.31
2010-05-04,90,67.0,,0.67,60.300000000000004
2010-05-05,84,67.0,,0.67,56.28
2010-05-06,83,67.0,,0.67,55.61000000000001
2010-05-07,84,67.0,,0.67,56.28
2010-05-08,94,67.0,,0.67,62.980000000000004
2010-05-09,91,67.0,,0.67,60.970000000000006
2010-05-10,87,67.0,,0.67,58.290000000000006
2010-05-11,86,67.0,,0.67,57.620000000000005
2010-05-12,93,67.0,,0.67,62.31
2010-05-13,90,67.0,,0.67,60.300000000000004
2010-05-14,85,67.0,,0.67,56.95
2010-05-15,87,67.0,,0.67,58.290000000000006
2010-05-16,92,67.0,,0.67,61.64
2010-05-17,91,67.0,,0.67,60.970000000000006
2010-05-18,95,67.0,,0.67,63.650000000000006
2010-05-19,90,67.0,,0.67,60.300000000000004
2010-05-20,82,67.0,,0.67,54.940000000000005
2010-05-21,86,67.0,,0.67,57.620000000000005
2010-05-22,86,67.0,,0.67,57.620000000000005
2010-05-23,90,67.0,,0.67,60.300000000000004
2010-05-24,89,67.0,,0.67,59.63
2010-05-25,85,67.0,,0.67,56.95
2010-05-26,83,67.0,,0.67,55.61000000000001
2010-05-27,85,67.0,,0.67,56.95
2010-05-28,78,67.0,,0.67,52.260000000000005
2010-05-29,86,67.0,,0.67,57.620000000000005
2010-05-30,92,67.0,,0.67,61.64
2010-05-31,79,67.0,,0.67,52.93
2010-06-01,90,66.0,False,0.66,59.400000000000006
2010-06-02,85,66.0,,0.66,56.1
2010-06-03,88,66.0,,0.66,58.080000000000005
2010-06-04,95,66.0,,0.66,62.7
2010-06-05,97,66.0,,0.66,64.02
2010-06-06,95,66.0,,0.66,62.7
2010-06-07,96,66.0,,0.66,63.36
2010-06-08,87,66.0,,0.66,57.42
2010-06-09,89,66.0,,0.66,58.74
2010-06-10,89,66.0,,0.66,58.74
2010-06-11,88,66.0,,0.66,58.080000000000005
2010-06-12,90,66.0,,0.66,59.400000000000006
2010-06-13,100,66.0,,0.66,66.0
2010-06-14,86,66.0,,0.66,56.760000000000005
2010-06-15,89,66.0,,0.66,58.74
2010-06-16,91,66.0,,0.66,60.06
2010-06-17,91,66.0,,0.66,60.06
2010-06-18,90,66.0,,0.66,59.400000000000006
2010-06-19,90,66.0,,0.66,59.400000000000006
2010-06-20,100,66.0,,0.66,66.0
2010-06-21,90,66.0,,0.66,59.400000000000006
2010-06-22,93,66.0,,0.66,61.38
2010-06-23,86,66.0,,0.66,56.760000000000005
2010-06-24,89,66.0,,0.66,58.74
2010-06-25,89,66.0,,0.66,58.74
2010-06-26,91,66.0,,0.66,60.06
2010-06-27,95,66.0,,0.66,62.7
2010-06-28,89,66.0,,0.66,58.74
2010-06-29,90,66.0,,0.66,59.400000000000006
2010-06-30,90,66.0,,0.66,59.400000000000006
2010-07-01,86,63.0,False,0.63,54.18
2010-07-02,82,63.0,,0.63,51.660000000000004
2010-07-03,89,63.0,,0.63,56.07
2010-07-04,87,63.0,,0.63,54.81
2010-07-05,89,63.0,,0.63,56.07
2010-07-06,88,63.0,,0.63,55.44
2010-07-07,87,63.0,,0.63,54.81
2010-07-08,85,63.0,,0.63,53.55
2010-07-09,88,63.0,,0.63,55.44
2010-07-10,93,63.0,,0.63,58.59
2010-07-11,94,63.0,,0.63,59.22
2010-07-12,89,63.0,,0.63,56.07
2010-07-13,85,63.0,,0.63,53.55
2010-07-14,88,63.0,,0.63,55.44
2010-07-15,87,63.0,,0.63,54.81
2010-07-16,88,63.0,,0.63,55.44
2010-07-17,95,63.0,,0.63,59.85
2010-07-18,100,63.0,,0.63,63.0
2010-07-19,94,63.0,,0.63,59.22
2010-07-20,89,63.0,,0.63,56.07
2010-07-21,90,63.0,,0.63,56.7
2010-07-22,95,63.0,,0.63,59.85
2010-07-23,90,63.0,,0.63,56.7
2010-07-24,91,63.0,,0.63,57.33
2010-07-25,94,63.0,,0.63,59.22
2010-07-26,87,63.0,,0.63,54.81
2010-07-27,88,63.0,,0.63,55.44
2010-07-28,89,63.0,,0.63,56.07
2010-07-29,88,63.0,,0.63,55.44
2010-07-30,94,63.0,,0.63,59.22
2010-07-31,95,63.0,,0.63,59.85
2010-08-01,100,62.0,False,0.62,62.0
2010-08-02,91,62.0,,0.62,56.42
2010-08-03,91,62.0,,0.62,56.42
2010-08-04,87,62.0,,0.62,53.94
2010-08-05,92,62.0,,0.62,57.04
2010-08-06,93,62.0,,0.62,57.66
2010-08-07,100,62.0,,0.62,62.0
2010-08-08,98,62.0,,0.62,60.76
2010-08-09,93,62.0,,0.62,57.66
2010-08-10,92,62.0,,0.62,57.04
2010-08-11,92,62.0,,0.62,57.04
2010-08-12,90,62.0,,0.62,55.8
2010-08-13,89,62.0,,0.62,55.18
2010-08-14,98,62.0,,0.62,60.76
2010-08-15,95,62.0,,0.62,58.9
2010-08-16,91,62.0,,0.62,56.42
2010-08-17,89,62.0,,0.62,55.18
2010-08-18,84,62.0,,0.62,52.08
2010-08-19,86,62.0,,0.62,53.32
2010-08-20,90,62.0,,0.62,55.8
2010-08-21,95,62.0,,0.62,58.9
2010-08-22,99,62.0,,0.62,61.38
2010-08-23,87,62.0,,0.62,53.94
2010-08-24,85,62.0,,0.62,52.7
2010-08-25,84,62.0,,0.62,52.08
2010-08-26,85,62.0,,0.62,52.7
2010-08-27,86,62.0,,0.62,53.32
2010-08-28,92,62.0,,0.62,57.04
2010-08-29,93,62.0,,0.62,57.66
2010-08-30,89,62.0,,0.62,55.18
2010-08-31,86,62.0,,0.62,53.32
2010-09-01,86,61.0,False,0.61,52.46
2010-09-02,87,61.0,,0.61,53.07
2010-09-03,84,61.0,,0.61,51.24
2010-09-04,92,61.0,,0.61,56.12
2010-09-05,94,61.0,,0.61,57.339999999999996
2010-09-06,96,61.0,,0.61,58.56
2010-09-07,86,61.0,,0.61,52.46
2010-09-08,87,61.0,,0.61,53.07
2010-09-09,86,61.0,,0.61,52.46
2010-09-10,88,61.0,,0.61,53.68
2010-09-11,89,61.0,,0.61,54.29
2010-09-12,91,61.0,,0.61,55.51
2010-09-13,86,61.0,,0.61,52.46
2010-09-14,88,61.0,,0.61,53.68
2010-09-15,88,61.0,,0.61,53.68
2010-09-16,90,61.0,,0.61,54.9
2010-09-17,95,61.0,,0.61,57.949999999999996
2010-09-18,91,61.0,,0.61,55.51
2010-09-19,96,61.0,,0.61,58.56
2010-09-20,94,61.0,,0.61,57.339999999999996
2010-09-21,100,61.0,,0.61,61.0
2010-09-22,90,61.0,,0.61,54.9
2010-09-23,93,61.0,,0.61,56.73
2010-09-24,93,61.0,,0.61,56.73
2010-09-25,96,61.0,,0.61,58.56
2010-09-26,96,61.0,,0.61,58.56
2010-09-27,95,61.0,,0.61,57.949999999999996
2010-09-28,100,61.0,,0.61,61.0
2010-09-29,94,61.0,,0.61,57.339999999999996
2010-09-30,95,61.0,,0.61,57.949999999999996
2010-10-01,82,69.0,False,0.69,56.58
2010-10-02,85,69.0,,0.69,58.65
2010-10-03,87,69.0,,0.69,60.029999999999994
2010-10-04,80,69.0,,0.69,55.199999999999996
2010-10-05,86,69.0,,0.69,59.339999999999996
2010-10-06,83,69.0,,0.69,57.269999999999996
2010-10-07,82,69.0,,0.69,56.58
2010-10-08,85,69.0,,0.69,58.65
2010-10-09,92,69.0,,0.69,63.48
2010-10-10,90,69.0,,0.69,62.099999999999994
2010-10-11,81,69.0,,0.69,55.88999999999999
2010-10-12,80,69.0,,0.69,55.199999999999996
2010-10-13,77,69.0,,0.69,53.129999999999995
2010-10-14,81,69.0,,0.69,55.88999999999999
2010-10-15,87,69.0,,0.69,60.029999999999994
2010-10-16,97,69.0,,0.69,66.92999999999999
2010-10-17,91,69.0,,0.69,62.78999999999999
2010-10-18,84,69.0,,0.69,57.959999999999994
2010-10-19,83,69.0,,0.69,57.269999999999996
2010-10-20,81,69.0,,0.69,55.88999999999999
2010-10-21,84,69.0,,0.69,57.959999999999994
2010-10-22,87,69.0,,0.69,60.029999999999994
2010-10-23,96,69.0,,0.69,66.24
2010-10-24,93,69.0,,0.69,64.17
2010-10-25,87,69.0,,0.69,60.029999999999994
2010-10-26,84,69.0,,0.69,57.959999999999994
2010-10-27,85,69.0,,0.69,58.65
2010-10-28,82,69.0,,0.69,56.58
2010-10-29,93,69.0,,0.69,64.17
2010-10-30,100,69.0,,0.69,69.0
2010-10-31,97,69.0,,0.69,66.92999999999999
2010-11-01,71,63.0,False,0.63,44.73
2010-11-02,74,63.0,,0.63,46.62
2010-11-03,100,63.0,,0.63,63.0
2010-11-04,73,63.0,,0.63,45.99
2010-11-05,70,63.0,,0.63,44.1
2010-11-06,75,63.0,,0.63,47.25
2010-11-07,69,63.0,,0.63,43.47
2010-11-08,66,63.0,,0.63,41.58
2010-11-09,67,63.0,,0.63,42.21
2010-11-10,66,63.0,,0.63,41.58
2010-11-11,67,63.0,,0.63,42.21
2010-11-12,67,63.0,,0.63,42.21
2010-11-13,69,63.0,,0.63,43.47
2010-11-14,67,63.0,,0.63,42.21
2010-11-15,69,63.0,,0.63,43.47
2010-11-16,69,63.0,,0.63,43.47
2010-11-17,67,63.0,,0.63,42.21
2010-11-18,66,63.0,,0.63,41.58
2010-11-19,69,63.0,,0.63,43.47
2010-11-20,71,63.0,,0.63,44.73
2010-11-21,71,63.0,,0.63,44.73
2010-11-22,65,63.0,,0.63,40.95
2010-11-23,64,63.0,,0.63,40.32
2010-11-24,60,63.0,,0.63,37.8
2010-11-25,55,63.0,,0.63,34.65
2010-11-26,60,63.0,,0.63,37.8
2010-11-27,68,63.0,,0.63,42.84
2010-11-28,66,63.0,,0.63,41.58
2010-11-29,64,63.0,,0.63,40.32
2010-11-30,70,63.0,,0.63,44.1
2010-12-01,91,61.0,False,0.61,55.51
2010-12-02,96,61.0,,0.61,58.56
2010-12-03,95,61.0,,0.61,57.949999999999996
2010-12-04,94,61.0,,0.61,57.339999999999996
2010-12-05,92,61.0,,0.61,56.12
2010-12-06,96,61.0,,0.61,58.56
2010-12-07,91,61.0,,0.61,55.51
2010-12-08,96,61.0,,0.61,58.56
2010-12-09,100,61.0,,0.61,61.0
2010-12-10,98,61.0,,0.61,59.78
2010-12-11,100,61.0,,0.61,61.0
2010-12-12,99,61.0,,0.61,60.39
2010-12-13,94,61.0,,0.61,57.339999999999996
2010-12-14,89,61.0,,0.61,54.29
2010-12-15,96,61.0,,0.61,58.56
2010-12-16,93,61.0,,0.61,56.73
2010-12-17,93,61.0,,0.61,56.73
2010-12-18,92,61.0,,0.61,56.12
2010-12-19,93,61.0,,0.61,56.73
2010-12-20,90,61.0,,0.61,54.9
2010-12-21,87,61.0,,0.61,53.07
2010-12-22,90,61.0,,0.61,54.9
2010-12-23,93,61.0,,0.61,56.73
2010-12-24,86,61.0,,0.61,52.46
2010-12-25,85,61.0,,0.61,51.85
2010-12-26,95,61.0,,0.61,57.949999999999996
2010-12-27,91,61.0,,0.61,55.51
2010-12-28,98,61.0,,0.61,59.78
2010-12-29,96,61.0,,0.61,58.56
2010-12-30,98,61.0,,0.61,59.78
2010-12-31,100,61.0,,0.61,61.0
2011-01-01,93,70.0,False,0.7,65.1
2011-01-02,100,70.0,,0.7,70.0
2011-01-03,87,70.0,,0.7,60.9
2011-01-04,89,70.0,,0.7,62.3
2011-01-05,90,70.0,,0.7,62.99999999999999
2011-01-06,92,70.0,,0.7,64.39999999999999
2011-01-07,91,70.0,,0.7,63.699999999999996
2011-01-08,97,70.0,,0.7,67.89999999999999
2011-01-09,94,70.0,,0.7,65.8
2011-01-10,86,70.0,,0.7,60.199999999999996
2011-01-11,85,70.0,,0.7,59.49999999999999
2011-01-12,86,70.0,,0.7,60.199999999999996
2011-01-13,89,70.0,,0.7,62.3
2011-01-14,89,70.0,,0.7,62.3
2011-01-15,95,70.0,,0.7,66.5
2011-01-16,94,70.0,,0.7,65.8
2011-01-17,87,70.0,,0.7,60.9
2011-01-18,91,70.0,,0.7,63.699999999999996
2011-01-19,90,70.0,,0.7,62.99999999999999
2011-01-20,86,70.0,,0.7,60.199999999999996
2011-01-21,91,70.0,,0.7,63.699999999999996
2011-01-22,100,70.0,,0.7,70.0
2011-01-23,96,70.0,,0.7,67.19999999999999
2011-01-24,89,70.0,,0.7,62.3
2011-01-25,89,70.0,,0.7,62.3
2011-01-26,99,70.0,,0.7,69.3
2011-01-27,86,70.0,,0.7,60.199999999999996
2011-01-28,90,70.0,,0.7,62.99999999999999
2011-01-29,94,70.0,,0.7,65.8
2011-01-30,95,70.0,,0.7,66.5
2011-01-31,88,70.0,,0.7,61.599999999999994
2011-02-01,86,73.0,False,0.73,62.78
2011-02-02,77,73.0,,0.73,56.21
2011-02-03,83,73.0,,0.73,60.589999999999996
2011-02-04,84,73.0,,0.73,61.32
2011-02-05,96,73.0,,0.73,70.08
2011-02-06,92,73.0,,0.73,67.16
2011-02-07,82,73.0,,0.73,59.86
2011-02-08,86,73.0,,0.73,62.78
2011-02-09,87,73.0,,0.73,63.51
2011-02-10,85,73.0,,0.73,62.05
2011-02-11,86,73.0,,0.73,62.78
2011-02-12,95,73.0,,0.73,69.35
2011-02-13,97,73.0,,0.73,70.81
2011-02-14,92,73.0,,0.73,67.16
2011-02-15,86,73.0,,0.73,62.78
2011-02-16,84,73.0,,0.73,61.32
2011-02-17,85,73.0,,0.73,62.05
2011-02-18,89,73.0,,0.73,64.97
2011-02-19,100,73.0,,0.73,73.0
2011-02-20,100,73.0,,0.73,73.0
2011-02-21,90,73.0,,0.73,65.7
2011-02-22,85,73.0,,0.73,62.05
2011-02-23,83,73.0,,0.73,60.589999999999996
2011-02-24,83,73.0,,0.73,60.589999999999996
2011-02-25,85,73.0,,0.73,62.05
2011-02-26,94,73.0,,0.73,68.62
2011-02-27,97,73.0,,0.73,70.81
2011-02-28,80,73.0,,0.73,58.4
2011-03-01,92,71.0,False,0.71,65.32
2011-03-02,94,71.0,,0.71,66.74
2011-03-03,87,71.0,,0.71,61.769999999999996
2011-03-04,93,71.0,,0.71,66.03
2011-03-05,99,71.0,,0.71,70.28999999999999
2011-03-06,99,71.0,,0.71,70.28999999999999
2011-03-07,92,71.0,,0.71,65.32
2011-03-08,94,71.0,,0.71,66.74
2011-03-09,93,71.0,,0.71,66.03
2011-03-10,93,71.0,,0.71,66.03
2011-03-11,83,71.0,,0.71,58.93
2011-03-12,94,71.0,,0.71,66.74
2011-03-13,91,71.0,,0.71,64.61
2011-03-14,85,71.0,,0.71,60.349999999999994
2011-03-15,90,71.0,,0.71,63.9
2011-03-16,88,71.0,,0.71,62.48
2011-03-17,90,71.0,,0.71,63.9
2011-03-18,88,71.0,,0.71,62.48
2011-03-19,97,71.0,,0.71,68.86999999999999
2011-03-20,99,71.0,,0.71,70.28999999999999
2011-03-21,95,71.0,,0.71,67.45
2011-03-22,95,71.0,,0.71,67.45
2011-03-23,88,71.0,,0.71,62.48
2011-03-24,91,71.0,,0.71,64.61
2011-03-25,93,71.0,,0.71,66.03
2011-03-26,100,71.0,,0.71,71.0
2011-03-27,100,71.0,,0.71,71.0
2011-03-28,94,71.0,,0.71,66.74
2011-03-29,92,71.0,,0.71,65.32
2011-03-30,91,71.0,,0.71,64.61
2011-03-31,91,71.0,,0.71,64.61
2011-04-01,89,71.0,False,0.71,63.19
2011-04-02,96,71.0,,0.71,68.16
2011-04-03,96,71.0,,0.71,68.16
2011-04-04,92,71.0,,0.71,65.32
2011-04-05,91,71.0,,0.71,64.61
2011-04-06,88,71.0,,0.71,62.48
2011-04-07,91,71.0,,0.71,64.61
2011-04-08,90,71.0,,0.71,63.9
2011-04-09,98,71.0,,0.71,69.58
2011-04-10,100,71.0,,0.71,71.0
2011-04-11,88,71.0,,0.71,62.48
2011-04-12,96,71.0,,0.71,68.16
2011-04-13,89,71.0,,0.71,63.19
2011-04-14,89,71.0,,0.71,63.19
2011-04-15,94,71.0,,0.71,66.74
2011-04-16,98,71.0,,0.71,69.58
2011-04-17,98,71.0,,0.71,69.58
2011-04-18,90,71.0,,0.71,63.9
2011-04-19,91,71.0,,0.71,64.61
2011-04-20,88,71.0,,0.71,62.48
2011-04-21,89,71.0,,0.71,63.19
2011-04-22,91,71.0,,0.71,64.61
2011-04-23,95,71.0,,0.71,67.45
2011-04-24,93,71.0,,0.71,66.03
2011-04-25,92,71.0,,0.71,65.32
2011-04-26,91,71.0,,0.71,64.61
2011-04-27,90,71.0,,0.71,63.9
2011-04-28,88,71.0,,0.71,62.48
2011-04-29,84,71.0,,0.71,59.64
2011-04-30,97,71.0,,0.71,68.86999999999999
2011-05-01,100,73.0,False,0.73,73.0
2011-05-02,93,73.0,,0.73,67.89
2011-05-03,86,73.0,,0.73,62.78
2011-05-04,78,73.0,,0.73,56.94
2011-05-05,82,73.0,,0.73,59.86
2011-05-06,84,73.0,,0.73,61.32
2011-05-07,84,73.0,,0.73,61.32
2011-05-08,89,73.0,,0.73,64.97
2011-05-09,79,73.0,,0.73,57.67
2011-05-10,83,73.0,,0.73,60.589999999999996
2011-05-11,80,73.0,,0.73,58.4
2011-05-12,80,73.0,,0.73,58.4
2011-05-13,80,73.0,,0.73,58.4
2011-05-14,86,73.0,,0.73,62.78
2011-05-15,88,73.0,,0.73,64.24
2011-05-16,78,73.0,,0.73,56.94
2011-05-17,82,73.0,,0.73,59.86
2011-05-18,81,73.0,,0.73,59.129999999999995
2011-05-19,80,73.0,,0.73,58.4
2011-05-20,80,73.0,,0.73,58.4
2011-05-21,81,73.0,,0.73,59.129999999999995
2011-05-22,86,73.0,,0.73,62.78
2011-05-23,79,73.0,,0.73,57.67
2011-05-24,84,73.0,,0.73,61.32
2011-05-25,80,73.0,,0.73,58.4
2011-05-26,79,73.0,,0.73,57.67
2011-05-27,77,73.0,,0.73,56.21
2011-05-28,85,73.0,,0.73,62.05
2011-05-29,83,73.0,,0.73,60.589999999999996
2011-05-30,86,73.0,,0.73,62.78
2011-05-31,79,73.0,,0.73,57.67
2011-06-01,89,70.0,False,0.7,62.3
2011-06-02,89,70.0,,0.7,62.3
2011-06-03,90,70.0,,0.7,62.99999999999999
2011-06-04,93,70.0,,0.7,65.1
2011-06-05,98,70.0,,0.7,68.6
2011-06-06,91,70.0,,0.7,63.699999999999996
2011-06-07,85,70.0,,0.7,59.49999999999999
2011-06-08,85,70.0,,0.7,59.49999999999999
2011-06-09,86,70.0,,0.7,60.199999999999996
2011-06-10,88,70.0,,0.7,61.599999999999994
2011-06-11,93,70.0,,0.7,65.1
2011-06-12,99,70.0,,0.7,69.3
2011-06-13,87,70.0,,0.7,60.9
2011-06-14,84,70.0,,0.7,58.8
2011-06-15,89,70.0,,0.7,62.3
2011-06-16,88,70.0,,0.7,61.599999999999994
2011-06-17,90,70.0,,0.7,62.99999999999999
2011-06-18,93,70.0,,0.7,65.1
2011-06-19,100,70.0,,0.7,70.0
2011-06-20,85,70.0,,0.7,59.49999999999999
2011-06-21,86,70.0,,0.7,60.199999999999996
2011-06-22,89,70.0,,0.7,62.3
2011-06-23,88,70.0,,0.7,61.599999999999994
2011-06-24,89,70.0,,0.7,62.3
2011-06-25,93,70.0,,0.7,65.1
2011-06-26,91,70.0,,0.7,63.699999999999996
2011-06-27,88,70.0,,0.7,61.599999999999994
2011-06-28,86,70.0,,0.7,60.199999999999996
2011-06-29,84,70.0,,0.7,58.8
2011-06-30,84,70.0,,0.7,58.8
2011-07-01,87,75.0,False,0.75,65.25
2011-07-02,91,75.0,,0.75,68.25
2011-07-03,94,75.0,,0.75,70.5
2011-07-04,86,75.0,,0.75,64.5
2011-07-05,85,75.0,,0.75,63.75
2011-07-06,83,75.0,,0.75,62.25
2011-07-07,87,75.0,,0.75,65.25
2011-07-08,89,75.0,,0.75,66.75
2011-07-09,94,75.0,,0.75,70.5
2011-07-10,94,75.0,,0.75,70.5
2011-07-11,87,75.0,,0.75,65.25
2011-07-12,86,75.0,,0.75,64.5
2011-07-13,87,75.0,,0.75,65.25
2011-07-14,90,75.0,,0.75,67.5
2011-07-15,89,75.0,,0.75,66.75
2011-07-16,92,75.0,,0.75,69.0
2011-07-17,96,75.0,,0.75,72.0
2011-07-18,87,75.0,,0.75,65.25
2011-07-19,87,75.0,,0.75,65.25
2011-07-20,88,75.0,,0.75,66.0
2011-07-21,89,75.0,,0.75,66.75
2011-07-22,92,75.0,,0.75,69.0
2011-07-23,97,75.0,,0.75,72.75
2011-07-24,100,75.0,,0.75,75.0
2011-07-25,92,75.0,,0.75,69.0
2011-07-26,96,75.0,,0.75,72.0
2011-07-27,88,75.0,,0.75,66.0
2011-07-28,89,75.0,,0.75,66.75
2011-07-29,95,75.0,,0.75,71.25
2011-07-30,95,75.0,,0.75,71.25
2011-07-31,95,75.0,,0.75,71.25
2011-08-01,94,69.0,False,0.69,64.86
2011-08-02,92,69.0,,0.69,63.48
2011-08-03,89,69.0,,0.69,61.41
2011-08-04,93,69.0,,0.69,64.17
2011-08-05,88,69.0,,0.69,60.72
2011-08-06,100,69.0,,0.69,69.0
2011-08-07,98,69.0,,0.69,67.61999999999999
2011-08-08,85,69.0,,0.69,58.65
2011-08-09,84,69.0,,0.69,57.959999999999994
2011-08-10,87,69.0,,0.69,60.029999999999994
2011-08-11,83,69.0,,0.69,57.269999999999996
2011-08-12,87,69.0,,0.69,60.029999999999994
2011-08-13,90,69.0,,0.69,62.099999999999994
2011-08-14,98,69.0,,0.69,67.61999999999999
2011-08-15,85,69.0,,0.69,58.65
2011-08-16,83,69.0,,0.69,57.269999999999996
2011-08-17,87,69.0,,0.69,60.029999999999994
2011-08-18,85,69.0,,0.69,58.65
2011-08-19,85,69.0,,0.69,58.65
2011-08-20,94,69.0,,0.69,64.86
2011-08-21,93,69.0,,0.69,64.17
2011-08-22,83,69.0,,0.69,57.269999999999996
2011-08-23,80,69.0,,0.69,55.199999999999996
2011-08-24,85,69.0,,0.69,58.65
2011-08-25,81,69.0,,0.69,55.88999999999999
2011-08-26,84,69.0,,0.69,57.959999999999994
2011-08-27,90,69.0,,0.69,62.099999999999994
2011-08-28,90,69.0,,0.69,62.099999999999994
2011-08-29,85,69.0,,0.69,58.65
