date,arts_unscaled,arts_monthly,isPartial,scale,arts
2019-03-04,85,59.0,,0.59,50.15
2019-03-05,90,59.0,,0.59,53.099999999999994
2019-03-06,87,59.0,,0.59,51.33
2019-03-07,87,59.0,,0.59,51.33
2019-03-08,91,59.0,,0.59,53.69
2019-03-09,90,59.0,,0.59,53.099999999999994
2019-03-10,78,59.0,,0.59,46.019999999999996
2019-03-11,95,59.0,,0.59,56.05
2019-03-12,93,59.0,,0.59,54.87
2019-03-13,94,59.0,,0.59,55.459999999999994
2019-03-14,92,59.0,,0.59,54.279999999999994
2019-03-15,92,59.0,,0.59,54.279999999999994
2019-03-16,88,59.0,,0.59,51.919999999999995
2019-03-17,73,59.0,,0.59,43.07
2019-03-18,100,59.0,,0.59,59.0
2019-03-19,90,59.0,,0.59,53.099999999999994
2019-03-20,87,59.0,,0.59,51.33
2019-03-21,96,59.0,,0.59,56.64
2019-03-22,93,59.0,,0.59,54.87
2019-03-23,79,59.0,,0.59,46.61
2019-03-24,76,59.0,,0.59,44.839999999999996
2019-03-25,95,59.0,,0.59,56.05
2019-03-26,93,59.0,,0.59,54.87
2019-03-27,95,59.0,,0.59,56.05
2019-03-28,93,59.0,,0.59,54.87
2019-03-29,92,59.0,,0.59,54.279999999999994
2019-03-30,91,59.0,,0.59,53.69
2019-03-31,86,59.0,,0.59,50.739999999999995
2019-04-01,93,58.0,False,0.58,53.94
2019-04-02,95,58.0,,0.58,55.099999999999994
2019-04-03,96,58.0,,0.58,55.67999999999999
2019-04-04,94,58.0,,0.58,54.519999999999996
2019-04-05,91,58.0,,0.58,52.779999999999994
2019-04-06,88,58.0,,0.58,51.04
2019-04-07,81,58.0,,0.58,46.98
2019-04-08,93,58.0,,0.58,53.94
2019-04-09,92,58.0,,0.58,53.36
2019-04-10,98,58.0,,0.58,56.839999999999996
2019-04-11,93,58.0,,0.58,53.94
2019-04-12,100,58.0,,0.58,57.99999999999999
2019-04-13,86,58.0,,0.58,49.879999999999995
2019-04-14,82,58.0,,0.58,47.559999999999995
2019-04-15,87,58.0,,0.58,50.459999999999994
2019-04-16,89,58.0,,0.58,51.62
2019-04-17,95,58.0,,0.58,55.099999999999994
2019-04-18,80,58.0,,0.58,46.4
2019-04-19,80,58.0,,0.58,46.4
2019-04-20,74,58.0,,0.58,42.919999999999995
2019-04-21,64,58.0,,0.58,37.12
2019-04-22,87,58.0,,0.58,50.459999999999994
2019-04-23,91,58.0,,0.58,52.779999999999994
2019-04-24,87,58.0,,0.58,50.459999999999994
2019-04-25,91,58.0,,0.58,52.779999999999994
2019-04-26,95,58.0,,0.58,55.099999999999994
2019-04-27,90,58.0,,0.58,52.199999999999996
2019-04-28,80,58.0,,0.58,46.4
2019-04-29,90,58.0,,0.58,52.199999999999996
2019-04-30,92,58.0,,0.58,53.36
2019-05-01,100,58.0,False,0.58,57.99999999999999
2019-05-02,97,58.0,,0.58,56.26
2019-05-03,95,58.0,,0.58,55.099999999999994
2019-05-04,92,58.0,,0.58,53.36
2019-05-05,83,58.0,,0.58,48.13999999999999
2019-05-06,89,58.0,,0.58,51.62
2019-05-07,89,58.0,,0.58,51.62
2019-05-08,89,58.0,,0.58,51.62
2019-05-09,95,58.0,,0.58,55.099999999999994
2019-05-10,93,58.0,,0.58,53.94
2019-05-11,89,58.0,,0.58,51.62
2019-05-12,76,58.0,,0.58,44.08
2019-05-13,86,58.0,,0.58,49.879999999999995
2019-05-14,92,58.0,,0.58,53.36
2019-05-15,93,58.0,,0.58,53.94
2019-05-16,96,58.0,,0.58,55.67999999999999
2019-05-17,95,58.0,,0.58,55.099999999999994
2019-05-18,97,58.0,,0.58,56.26
2019-05-19,77,58.0,,0.58,44.66
2019-05-20,92,58.0,,0.58,53.36
2019-05-21,93,58.0,,0.58,53.94
2019-05-22,90,58.0,,0.58,52.199999999999996
2019-05-23,91,58.0,,0.58,52.779999999999994
2019-05-24,85,58.0,,0.58,49.3
2019-05-25,82,58.0,,0.58,47.559999999999995
2019-05-26,81,58.0,,0.58,46.98
2019-05-27,74,58.0,,0.58,42.919999999999995
2019-05-28,89,58.0,,0.58,51.62
2019-05-29,93,58.0,,0.58,53.94
2019-05-30,92,58.0,,0.58,53.36
2019-05-31,93,58.0,,0.58,53.94
2019-06-01,75,58.0,False,0.58,43.5
2019-06-02,69,58.0,,0.58,40.019999999999996
2019-06-03,81,58.0,,0.58,46.98
2019-06-04,83,58.0,,0.58,48.13999999999999
2019-06-05,83,58.0,,0.58,48.13999999999999
2019-06-06,83,58.0,,0.58,48.13999999999999
2019-06-07,100,58.0,,0.58,57.99999999999999
2019-06-08,95,58.0,,0.58,55.099999999999994
2019-06-09,86,58.0,,0.58,49.879999999999995
2019-06-10,81,58.0,,0.58,46.98
2019-06-11,84,58.0,,0.58,48.72
2019-06-12,79,58.0,,0.58,45.82
2019-06-13,78,58.0,,0.58,45.239999999999995
2019-06-14,80,58.0,,0.58,46.4
2019-06-15,82,58.0,,0.58,47.559999999999995
2019-06-16,76,58.0,,0.58,44.08
2019-06-17,79,58.0,,0.58,45.82
2019-06-18,81,58.0,,0.58,46.98
2019-06-19,82,58.0,,0.58,47.559999999999995
2019-06-20,85,58.0,,0.58,49.3
2019-06-21,86,58.0,,0.58,49.879999999999995
2019-06-22,83,58.0,,0.58,48.13999999999999
2019-06-23,74,58.0,,0.58,42.919999999999995
2019-06-24,77,58.0,,0.58,44.66
2019-06-25,81,58.0,,0.58,46.98
2019-06-26,77,58.0,,0.58,44.66
2019-06-27,79,58.0,,0.58,45.82
2019-06-28,77,58.0,,0.58,44.66
2019-06-29,74,58.0,,0.58,42.919999999999995
2019-06-30,70,58.0,,0.58,40.599999999999994
2019-07-01,82,54.0,False,0.54,44.28
2019-07-02,79,54.0,,0.54,42.660000000000004
2019-07-03,81,54.0,,0.54,43.74
2019-07-04,62,54.0,,0.54,33.480000000000004
2019-07-05,77,54.0,,0.54,41.580000000000005
2019-07-06,83,54.0,,0.54,44.82
2019-07-07,76,54.0,,0.54,41.040000000000006
2019-07-08,90,54.0,,0.54,48.6
2019-07-09,84,54.0,,0.54,45.36
2019-07-10,83,54.0,,0.54,44.82
2019-07-11,89,54.0,,0.54,48.06
2019-07-12,90,54.0,,0.54,48.6
2019-07-13,99,54.0,,0.54,53.46
2019-07-14,80,54.0,,0.54,43.2
2019-07-15,90,54.0,,0.54,48.6
2019-07-16,87,54.0,,0.54,46.980000000000004
2019-07-17,87,54.0,,0.54,46.980000000000004
2019-07-18,94,54.0,,0.54,50.760000000000005
2019-07-19,94,54.0,,0.54,50.760000000000005
2019-07-20,85,54.0,,0.54,45.900000000000006
2019-07-21,77,54.0,,0.54,41.580000000000005
2019-07-22,95,54.0,,0.54,51.300000000000004
2019-07-23,92,54.0,,0.54,49.68000000000001
2019-07-24,92,54.0,,0.54,49.68000000000001
2019-07-25,100,54.0,,0.54,54.0
2019-07-26,87,54.0,,0.54,46.980000000000004
2019-07-27,77,54.0,,0.54,41.580000000000005
2019-07-28,83,54.0,,0.54,44.82
2019-07-29,93,54.0,,0.54,50.220000000000006
2019-07-30,85,54.0,,0.54,45.900000000000006
2019-07-31,86,54.0,,0.54,46.440000000000005
2019-08-01,88,62.0,False,0.62,54.56
2019-08-02,90,62.0,,0.62,55.8
2019-08-03,90,62.0,,0.62,55.8
2019-08-04,76,62.0,,0.62,47.12
2019-08-05,91,62.0,,0.62,56.42
2019-08-06,90,62.0,,0.62,55.8
2019-08-07,91,62.0,,0.62,56.42
2019-08-08,85,62.0,,0.62,52.7
2019-08-09,86,62.0,,0.62,53.32
2019-08-10,87,62.0,,0.62,53.94
2019-08-11,72,62.0,,0.62,44.64
2019-08-12,90,62.0,,0.62,55.8
2019-08-13,90,62.0,,0.62,55.8
2019-08-14,96,62.0,,0.62,59.519999999999996
2019-08-15,90,62.0,,0.62,55.8
2019-08-16,94,62.0,,0.62,58.28
2019-08-17,85,62.0,,0.62,52.7
2019-08-18,84,62.0,,0.62,52.08
2019-08-19,100,62.0,,0.62,62.0
2019-08-20,97,62.0,,0.62,60.14
2019-08-21,92,62.0,,0.62,57.04
2019-08-22,91,62.0,,0.62,56.42
2019-08-23,92,62.0,,0.62,57.04
2019-08-24,84,62.0,,0.62,52.08
2019-08-25,77,62.0,,0.62,47.74
2019-08-26,100,62.0,,0.62,62.0
2019-08-27,94,62.0,,0.62,58.28
2019-08-28,97,62.0,,0.62,60.14
2019-08-29,94,62.0,,0.62,58.28
2019-08-30,96,62.0,,0.62,59.519999999999996
2019-08-31,87,62.0,,0.62,53.94
2019-09-01,82,59.0,False,0.59,48.379999999999995
2019-09-02,80,59.0,,0.59,47.199999999999996
2019-09-03,88,59.0,,0.59,51.919999999999995
2019-09-04,98,59.0,,0.59,57.82
2019-09-05,95,59.0,,0.59,56.05
2019-09-06,98,59.0,,0.59,57.82
2019-09-07,91,59.0,,0.59,53.69
2019-09-08,82,59.0,,0.59,48.379999999999995
2019-09-09,100,59.0,,0.59,59.0
2019-09-10,95,59.0,,0.59,56.05
2019-09-11,89,59.0,,0.59,52.51
2019-09-12,96,59.0,,0.59,56.64
2019-09-13,96,59.0,,0.59,56.64
2019-09-14,88,59.0,,0.59,51.919999999999995
2019-09-15,86,59.0,,0.59,50.739999999999995
2019-09-16,99,59.0,,0.59,58.41
2019-09-17,98,59.0,,0.59,57.82
2019-09-18,93,59.0,,0.59,54.87
2019-09-19,93,59.0,,0.59,54.87
2019-09-20,90,59.0,,0.59,53.099999999999994
2019-09-21,97,59.0,,0.59,57.23
2019-09-22,80,59.0,,0.59,47.199999999999996
2019-09-23,87,59.0,,0.59,51.33
2019-09-24,94,59.0,,0.59,55.459999999999994
2019-09-25,92,59.0,,0.59,54.279999999999994
2019-09-26,91,59.0,,0.59,53.69
2019-09-27,90,59.0,,0.59,53.099999999999994
2019-09-28,85,59.0,,0.59,50.15
2019-09-29,76,59.0,,0.59,44.839999999999996
2019-09-30,91,59.0,,0.59,53.69
2019-10-01,93,58.0,False,0.58,53.94
2019-10-02,95,58.0,,0.58,55.099999999999994
2019-10-03,96,58.0,,0.58,55.67999999999999
2019-10-04,89,58.0,,0.58,51.62
2019-10-05,96,58.0,,0.58,55.67999999999999
2019-10-06,78,58.0,,0.58,45.239999999999995
2019-10-07,97,58.0,,0.58,56.26
2019-10-08,99,58.0,,0.58,57.419999999999995
2019-10-09,97,58.0,,0.58,56.26
2019-10-10,92,58.0,,0.58,53.36
2019-10-11,89,58.0,,0.58,51.62
2019-10-12,88,58.0,,0.58,51.04
2019-10-13,74,58.0,,0.58,42.919999999999995
2019-10-14,93,58.0,,0.58,53.94
2019-10-15,93,58.0,,0.58,53.94
2019-10-16,96,58.0,,0.58,55.67999999999999
2019-10-17,96,58.0,,0.58,55.67999999999999
2019-10-18,100,58.0,,0.58,57.99999999999999
2019-10-19,90,58.0,,0.58,52.199999999999996
2019-10-20,81,58.0,,0.58,46.98
2019-10-21,87,58.0,,0.58,50.459999999999994
2019-10-22,94,58.0,,0.58,54.519999999999996
2019-10-23,95,58.0,,0.58,55.099999999999994
2019-10-24,97,58.0,,0.58,56.26
2019-10-25,93,58.0,,0.58,53.94
2019-10-26,82,58.0,,0.58,47.559999999999995
2019-10-27,78,58.0,,0.58,45.239999999999995
2019-10-28,90,58.0,,0.58,52.199999999999996
2019-10-29,96,58.0,,0.58,55.67999999999999
2019-10-30,94,58.0,,0.58,54.519999999999996
2019-10-31,87,58.0,,0.58,50.459999999999994
2019-11-01,93,55.0,False,0.55,51.150000000000006
2019-11-02,92,55.0,,0.55,50.6
2019-11-03,83,55.0,,0.55,45.650000000000006
2019-11-04,99,55.0,,0.55,54.45
2019-11-05,98,55.0,,0.55,53.900000000000006
2019-11-06,100,55.0,,0.55,55.00000000000001
2019-11-07,96,55.0,,0.55,52.800000000000004
2019-11-08,95,55.0,,0.55,52.25000000000001
2019-11-09,88,55.0,,0.55,48.400000000000006
2019-11-10,82,55.0,,0.55,45.1
2019-11-11,91,55.0,,0.55,50.050000000000004
2019-11-12,94,55.0,,0.55,51.7
2019-11-13,98,55.0,,0.55,53.900000000000006
2019-11-14,94,55.0,,0.55,51.7
2019-11-15,100,55.0,,0.55,55.00000000000001
2019-11-16,86,55.0,,0.55,47.300000000000004
2019-11-17,73,55.0,,0.55,40.150000000000006
2019-11-18,87,55.0,,0.55,47.85
2019-11-19,92,55.0,,0.55,50.6
2019-11-20,93,55.0,,0.55,51.150000000000006
2019-11-21,94,55.0,,0.55,51.7
2019-11-22,88,55.0,,0.55,48.400000000000006
2019-11-23,91,55.0,,0.55,50.050000000000004
2019-11-24,81,55.0,,0.55,44.550000000000004
2019-11-25,84,55.0,,0.55,46.2
2019-11-26,84,55.0,,0.55,46.2
2019-11-27,72,55.0,,0.55,39.6
2019-11-28,47,55.0,,0.55,25.85
2019-11-29,65,55.0,,0.55,35.75
2019-11-30,71,55.0,,0.55,39.050000000000004
2019-12-01,71,50.0,False,0.5,35.5
2019-12-02,91,50.0,,0.5,45.5
2019-12-03,98,50.0,,0.5,49.0
2019-12-04,97,50.0,,0.5,48.5
2019-12-05,95,50.0,,0.5,47.5
2019-12-06,96,50.0,,0.5,48.0
2019-12-07,94,50.0,,0.5,47.0
2019-12-08,81,50.0,,0.5,40.5
2019-12-09,94,50.0,,0.5,47.0
2019-12-10,94,50.0,,0.5,47.0
2019-12-11,100,50.0,,0.5,50.0
2019-12-12,91,50.0,,0.5,45.5
2019-12-13,90,50.0,,0.5,45.0
2019-12-14,93,50.0,,0.5,46.5
2019-12-15,83,50.0,,0.5,41.5
2019-12-16,87,50.0,,0.5,43.5
2019-12-17,89,50.0,,0.5,44.5
2019-12-18,84,50.0,,0.5,42.0
2019-12-19,75,50.0,,0.5,37.5
2019-12-20,77,50.0,,0.5,38.5
2019-12-21,79,50.0,,0.5,39.5
2019-12-22,64,50.0,,0.5,32.0
2019-12-23,70,50.0,,0.5,35.0
2019-12-24,60,50.0,,0.5,30.0
2019-12-25,46,50.0,,0.5,23.0
2019-12-26,70,50.0,,0.5,35.0
2019-12-27,72,50.0,,0.5,36.0
2019-12-28,73,50.0,,0.5,36.5
2019-12-29,68,50.0,,0.5,34.0
2019-12-30,76,50.0,,0.5,38.0
2019-12-31,65,50.0,,0.5,32.5
2020-01-01,60,57.0,False,0.57,34.199999999999996
2020-01-02,83,57.0,,0.57,47.309999999999995
2020-01-03,79,57.0,,0.57,45.029999999999994
2020-01-04,77,57.0,,0.57,43.88999999999999
2020-01-05,64,57.0,,0.57,36.48
2020-01-06,82,57.0,,0.57,46.739999999999995
2020-01-07,94,57.0,,0.57,53.58
2020-01-08,100,57.0,,0.57,56.99999999999999
2020-01-09,93,57.0,,0.57,53.01
2020-01-10,85,57.0,,0.57,48.449999999999996
2020-01-11,84,57.0,,0.57,47.879999999999995
2020-01-12,75,57.0,,0.57,42.74999999999999
2020-01-13,93,57.0,,0.57,53.01
2020-01-14,94,57.0,,0.57,53.58
2020-01-15,93,57.0,,0.57,53.01
2020-01-16,88,57.0,,0.57,50.16
2020-01-17,96,57.0,,0.57,54.72
2020-01-18,82,57.0,,0.57,46.739999999999995
2020-01-19,70,57.0,,0.57,39.9
2020-01-20,81,57.0,,0.57,46.169999999999995
2020-01-21,94,57.0,,0.57,53.58
2020-01-22,86,57.0,,0.57,49.019999999999996
2020-01-23,86,57.0,,0.57,49.019999999999996
2020-01-24,92,57.0,,0.57,52.44
2020-01-25,89,57.0,,0.57,50.73
2020-01-26,66,57.0,,0.57,37.62
2020-01-27,72,57.0,,0.57,41.04
2020-01-28,87,57.0,,0.57,49.589999999999996
2020-01-29,92,57.0,,0.57,52.44
2020-01-30,84,57.0,,0.57,47.879999999999995
2020-01-31,84,57.0,,0.57,47.879999999999995
2020-02-01,87,56.0,False,0.56,48.720000000000006
2020-02-02,71,56.0,,0.56,39.760000000000005
2020-02-03,82,56.0,,0.56,45.92
2020-02-04,96,56.0,,0.56,53.760000000000005
2020-02-05,94,56.0,,0.56,52.64000000000001
2020-02-06,97,56.0,,0.56,54.32000000000001
2020-02-07,97,56.0,,0.56,54.32000000000001
2020-02-08,92,56.0,,0.56,51.52
2020-02-09,80,56.0,,0.56,44.800000000000004
2020-02-10,91,56.0,,0.56,50.96000000000001
2020-02-11,94,56.0,,0.56,52.64000000000001
2020-02-12,95,56.0,,0.56,53.2
2020-02-13,98,56.0,,0.56,54.88
2020-02-14,90,56.0,,0.56,50.400000000000006
2020-02-15,95,56.0,,0.56,53.2
2020-02-16,89,56.0,,0.56,49.84
2020-02-17,94,56.0,,0.56,52.64000000000001
2020-02-18,95,56.0,,0.56,53.2
2020-02-19,97,56.0,,0.56,54.32000000000001
2020-02-20,100,56.0,,0.56,56.00000000000001
2020-02-21,96,56.0,,0.56,53.760000000000005
2020-02-22,91,56.0,,0.56,50.96000000000001
2020-02-23,77,56.0,,0.56,43.120000000000005
2020-02-24,94,56.0,,0.56,52.64000000000001
2020-02-25,98,56.0,,0.56,54.88
2020-02-26,90,56.0,,0.56,50.400000000000006
2020-02-27,95,56.0,,0.56,53.2
2020-02-28,91,56.0,,0.56,50.96000000000001
2020-02-29,89,56.0,,0.56,49.84
2020-03-01,70,42.0,False,0.42,29.4
2020-03-02,87,42.0,,0.42,36.54
2020-03-03,100,42.0,,0.42,42.0
2020-03-04,98,42.0,,0.42,41.16
2020-03-05,90,42.0,,0.42,37.8
2020-03-06,97,42.0,,0.42,40.74
2020-03-07,89,42.0,,0.42,37.379999999999995
2020-03-08,74,42.0,,0.42,31.08
2020-03-09,84,42.0,,0.42,35.28
2020-03-10,88,42.0,,0.42,36.96
2020-03-11,87,42.0,,0.42,36.54
2020-03-12,82,42.0,,0.42,34.44
2020-03-13,80,42.0,,0.42,33.6
2020-03-14,68,42.0,,0.42,28.56
2020-03-15,54,42.0,,0.42,22.68
2020-03-16,67,42.0,,0.42,28.14
2020-03-17,64,42.0,,0.42,26.88
2020-03-18,62,42.0,,0.42,26.04
2020-03-19,60,42.0,,0.42,25.2
2020-03-20,54,42.0,,0.42,22.68
2020-03-21,46,42.0,,0.42,19.32
2020-03-22,53,42.0,,0.42,22.259999999999998
2020-03-23,59,42.0,,0.42,24.779999999999998
2020-03-24,65,42.0,,0.42,27.3
2020-03-25,58,42.0,,0.42,24.36
2020-03-26,58,42.0,,0.42,24.36
2020-03-27,63,42.0,,0.42,26.459999999999997
2020-03-28,51,42.0,,0.42,21.419999999999998
2020-03-29,54,42.0,,0.42,22.68
2020-03-30,64,42.0,,0.42,26.88
2020-03-31,64,42.0,,0.42,26.88
2020-04-01,93,33.0,False,0.33,30.69
2020-04-02,94,33.0,,0.33,31.020000000000003
2020-04-03,92,33.0,,0.33,30.360000000000003
2020-04-04,82,33.0,,0.33,27.060000000000002
2020-04-05,72,33.0,,0.33,23.76
2020-04-06,92,33.0,,0.33,30.360000000000003
2020-04-07,90,33.0,,0.33,29.700000000000003
2020-04-08,95,33.0,,0.33,31.35
2020-04-09,85,33.0,,0.33,28.05
2020-04-10,95,33.0,,0.33,31.35
2020-04-11,77,33.0,,0.33,25.41
2020-04-12,73,33.0,,0.33,24.09
2020-04-13,96,33.0,,0.33,31.68
2020-04-14,98,33.0,,0.33,32.34
2020-04-15,95,33.0,,0.33,31.35
2020-04-16,92,33.0,,0.33,30.360000000000003
2020-04-17,92,33.0,,0.33,30.360000000000003
2020-04-18,83,33.0,,0.33,27.39
2020-04-19,83,33.0,,0.33,27.39
2020-04-20,100,33.0,,0.33,33.0
2020-04-21,97,33.0,,0.33,32.01
2020-04-22,91,33.0,,0.33,30.03
2020-04-23,93,33.0,,0.33,30.69
2020-04-24,94,33.0,,0.33,31.020000000000003
2020-04-25,77,33.0,,0.33,25.41
2020-04-26,77,33.0,,0.33,25.41
2020-04-27,91,33.0,,0.33,30.03
2020-04-28,95,33.0,,0.33,31.35
2020-04-29,97,33.0,,0.33,32.01
2020-04-30,98,33.0,,0.33,32.34
2020-05-01,93,34.0,False,0.34,31.62
2020-05-02,86,34.0,,0.34,29.240000000000002
2020-05-03,73,34.0,,0.34,24.82
2020-05-04,93,34.0,,0.34,31.62
2020-05-05,98,34.0,,0.34,33.32
2020-05-06,92,34.0,,0.34,31.28
2020-05-07,90,34.0,,0.34,30.6
2020-05-08,89,34.0,,0.34,30.26
2020-05-09,70,34.0,,0.34,23.8
2020-05-10,68,34.0,,0.34,23.12
2020-05-11,93,34.0,,0.34,31.62
2020-05-12,88,34.0,,0.34,29.92
2020-05-13,97,34.0,,0.34,32.980000000000004
2020-05-14,87,34.0,,0.34,29.580000000000002
2020-05-15,90,34.0,,0.34,30.6
2020-05-16,83,34.0,,0.34,28.220000000000002
2020-05-17,77,34.0,,0.34,26.180000000000003
2020-05-18,88,34.0,,0.34,29.92
2020-05-19,96,34.0,,0.34,32.64
2020-05-20,100,34.0,,0.34,34.0
2020-05-21,94,34.0,,0.34,31.96
2020-05-22,88,34.0,,0.34,29.92
2020-05-23,74,34.0,,0.34,25.16
2020-05-24,79,34.0,,0.34,26.860000000000003
2020-05-25,80,34.0,,0.34,27.200000000000003
2020-05-26,92,34.0,,0.34,31.28
2020-05-27,94,34.0,,0.34,31.96
2020-05-28,90,34.0,,0.34,30.6
2020-05-29,83,34.0,,0.34,28.220000000000002
2020-05-30,73,34.0,,0.34,24.82
2020-05-31,74,34.0,,0.34,25.16
2020-06-01,80,36.0,False,0.36,28.799999999999997
2020-06-02,91,36.0,,0.36,32.76
2020-06-03,91,36.0,,0.36,32.76
2020-06-04,93,36.0,,0.36,33.48
2020-06-05,88,36.0,,0.36,31.68
2020-06-06,84,36.0,,0.36,30.24
2020-06-07,82,36.0,,0.36,29.52
2020-06-08,98,36.0,,0.36,35.28
2020-06-09,99,36.0,,0.36,35.64
2020-06-10,95,36.0,,0.36,34.199999999999996
2020-06-11,89,36.0,,0.36,32.04
2020-06-12,93,36.0,,0.36,33.48
2020-06-13,84,36.0,,0.36,30.24
2020-06-14,75,36.0,,0.36,27.0
2020-06-15,98,36.0,,0.36,35.28
2020-06-16,93,36.0,,0.36,33.48
2020-06-17,96,36.0,,0.36,34.56
2020-06-18,97,36.0,,0.36,34.92
2020-06-19,100,36.0,,0.36,36.0
2020-06-20,79,36.0,,0.36,28.439999999999998
2020-06-21,74,36.0,,0.36,26.64
2020-06-22,97,36.0,,0.36,34.92
2020-06-23,93,36.0,,0.36,33.48
2020-06-24,95,36.0,,0.36,34.199999999999996
2020-06-25,89,36.0,,0.36,32.04
2020-06-26,81,36.0,,0.36,29.16
2020-06-27,82,36.0,,0.36,29.52
2020-06-28,78,36.0,,0.36,28.08
2020-06-29,95,36.0,,0.36,34.199999999999996
2020-06-30,94,36.0,,0.36,33.839999999999996
2020-07-01,81,35.0,False,0.35,28.349999999999998
2020-07-02,90,35.0,,0.35,31.499999999999996
2020-07-03,74,35.0,,0.35,25.9
2020-07-04,66,35.0,,0.35,23.099999999999998
2020-07-05,73,35.0,,0.35,25.549999999999997
2020-07-06,87,35.0,,0.35,30.45
2020-07-07,93,35.0,,0.35,32.55
2020-07-08,87,35.0,,0.35,30.45
2020-07-09,87,35.0,,0.35,30.45
2020-07-10,86,35.0,,0.35,30.099999999999998
2020-07-11,77,35.0,,0.35,26.95
2020-07-12,72,35.0,,0.35,25.2
2020-07-13,100,35.0,,0.35,35.0
2020-07-14,91,35.0,,0.35,31.849999999999998
2020-07-15,85,35.0,,0.35,29.749999999999996
2020-07-16,90,35.0,,0.35,31.499999999999996
2020-07-17,84,35.0,,0.35,29.4
2020-07-18,79,35.0,,0.35,27.65
2020-07-19,74,35.0,,0.35,25.9
2020-07-20,90,35.0,,0.35,31.499999999999996
2020-07-21,92,35.0,,0.35,32.199999999999996
2020-07-22,92,35.0,,0.35,32.199999999999996
2020-07-23,100,35.0,,0.35,35.0
2020-07-24,87,35.0,,0.35,30.45
2020-07-25,76,35.0,,0.35,26.599999999999998
2020-07-26,80,35.0,,0.35,28.0
2020-07-27,90,35.0,,0.35,31.499999999999996
2020-07-28,98,35.0,,0.35,34.3
2020-07-29,92,35.0,,0.35,32.199999999999996
2020-07-30,97,35.0,,0.35,33.949999999999996
2020-07-31,79,35.0,,0.35,27.65
2020-08-01,74,38.0,False,0.38,28.12
2020-08-02,62,38.0,,0.38,23.56
2020-08-03,80,38.0,,0.38,30.4
2020-08-04,81,38.0,,0.38,30.78
2020-08-05,85,38.0,,0.38,32.3
2020-08-06,79,38.0,,0.38,30.02
2020-08-07,79,38.0,,0.38,30.02
2020-08-08,73,38.0,,0.38,27.740000000000002
2020-08-09,59,38.0,,0.38,22.42
2020-08-10,86,38.0,,0.38,32.68
2020-08-11,84,38.0,,0.38,31.92
2020-08-12,84,38.0,,0.38,31.92
2020-08-13,87,38.0,,0.38,33.06
2020-08-14,84,38.0,,0.38,31.92
2020-08-15,75,38.0,,0.38,28.5
2020-08-16,75,38.0,,0.38,28.5
2020-08-17,96,38.0,,0.38,36.480000000000004
2020-08-18,87,38.0,,0.38,33.06
2020-08-19,94,38.0,,0.38,35.72
2020-08-20,89,38.0,,0.38,33.82
2020-08-21,84,38.0,,0.38,31.92
2020-08-22,75,38.0,,0.38,28.5
2020-08-23,67,38.0,,0.38,25.46
2020-08-24,95,38.0,,0.38,36.1
2020-08-25,88,38.0,,0.38,33.44
2020-08-26,100,38.0,,0.38,38.0
2020-08-27,89,38.0,,0.38,33.82
2020-08-28,83,38.0,,0.38,31.54
2020-08-29,75,38.0,,0.38,28.5
2020-08-30,71,38.0,,0.38,26.98
2020-08-31,94,38.0,,0.38,35.72
2020-09-01,96,39.0,False,0.39,37.44
2020-09-02,94,39.0,,0.39,36.660000000000004
2020-09-03,98,39.0,,0.39,38.22
2020-09-04,87,39.0,,0.39,33.93
2020-09-05,75,39.0,,0.39,29.25
2020-09-06,75,39.0,,0.39,29.25
2020-09-07,81,39.0,,0.39,31.59
2020-09-08,100,39.0,,0.39,39.0
2020-09-09,98,39.0,,0.39,38.22
2020-09-10,93,39.0,,0.39,36.27
2020-09-11,91,39.0,,0.39,35.49
2020-09-12,79,39.0,,0.39,30.810000000000002
2020-09-13,69,39.0,,0.39,26.91
2020-09-14,94,39.0,,0.39,36.660000000000004
2020-09-15,90,39.0,,0.39,35.1
2020-09-16,92,39.0,,0.39,35.88
2020-09-17,99,39.0,,0.39,38.61
2020-09-18,87,39.0,,0.39,33.93
2020-09-19,72,39.0,,0.39,28.080000000000002
2020-09-20,69,39.0,,0.39,26.91
2020-09-21,88,39.0,,0.39,34.32
2020-09-22,82,39.0,,0.39,31.98
2020-09-23,89,39.0,,0.39,34.71
2020-09-24,97,39.0,,0.39,37.83
2020-09-25,87,39.0,,0.39,33.93
2020-09-26,78,39.0,,0.39,30.42
2020-09-27,69,39.0,,0.39,26.91
2020-09-28,83,39.0,,0.39,32.370000000000005
2020-09-29,86,39.0,,0.39,33.54
2020-09-30,82,39.0,,0.39,31.98
2020-10-01,94,36.0,False,0.36,33.839999999999996
2020-10-02,87,36.0,,0.36,31.32
2020-10-03,79,36.0,,0.36,28.439999999999998
2020-10-04,70,36.0,,0.36,25.2
2020-10-05,93,36.0,,0.36,33.48
2020-10-06,96,36.0,,0.36,34.56
2020-10-07,93,36.0,,0.36,33.48
2020-10-08,100,36.0,,0.36,36.0
2020-10-09,82,36.0,,0.36,29.52
2020-10-10,76,36.0,,0.36,27.36
2020-10-11,76,36.0,,0.36,27.36
2020-10-12,90,36.0,,0.36,32.4
2020-10-13,87,36.0,,0.36,31.32
2020-10-14,91,36.0,,0.36,32.76
2020-10-15,95,36.0,,0.36,34.199999999999996
2020-10-16,87,36.0,,0.36,31.32
2020-10-17,69,36.0,,0.36,24.84
2020-10-18,75,36.0,,0.36,27.0
2020-10-19,87,36.0,,0.36,31.32
