date,freedom_unscaled,freedom_monthly,isPartial,scale,freedom
2017-06-08,90,79.0,,0.79,71.10000000000001
2017-06-09,82,79.0,,0.79,64.78
2017-06-10,75,79.0,,0.79,59.25
2017-06-11,76,79.0,,0.79,60.040000000000006
2017-06-12,85,79.0,,0.79,67.15
2017-06-13,86,79.0,,0.79,67.94
2017-06-14,83,79.0,,0.79,65.57000000000001
2017-06-15,84,79.0,,0.79,66.36
2017-06-16,78,79.0,,0.79,61.620000000000005
2017-06-17,78,79.0,,0.79,61.620000000000005
2017-06-18,68,79.0,,0.79,53.72
2017-06-19,82,79.0,,0.79,64.78
2017-06-20,78,79.0,,0.79,61.620000000000005
2017-06-21,81,79.0,,0.79,63.99
2017-06-22,75,79.0,,0.79,59.25
2017-06-23,85,79.0,,0.79,67.15
2017-06-24,91,79.0,,0.79,71.89
2017-06-25,97,79.0,,0.79,76.63000000000001
2017-06-26,90,79.0,,0.79,71.10000000000001
2017-06-27,86,79.0,,0.79,67.94
2017-06-28,87,79.0,,0.79,68.73
2017-06-29,95,79.0,,0.79,75.05
2017-06-30,100,79.0,,0.79,79.0
2017-07-01,52,82.0,False,0.82,42.64
2017-07-02,49,82.0,,0.82,40.18
2017-07-03,63,82.0,,0.82,51.66
2017-07-04,100,82.0,,0.82,82.0
2017-07-05,57,82.0,,0.82,46.739999999999995
2017-07-06,38,82.0,,0.82,31.159999999999997
2017-07-07,36,82.0,,0.82,29.52
2017-07-08,36,82.0,,0.82,29.52
2017-07-09,34,82.0,,0.82,27.88
2017-07-10,34,82.0,,0.82,27.88
2017-07-11,35,82.0,,0.82,28.7
2017-07-12,39,82.0,,0.82,31.979999999999997
2017-07-13,37,82.0,,0.82,30.34
2017-07-14,36,82.0,,0.82,29.52
2017-07-15,40,82.0,,0.82,32.8
2017-07-16,36,82.0,,0.82,29.52
2017-07-17,35,82.0,,0.82,28.7
2017-07-18,33,82.0,,0.82,27.06
2017-07-19,33,82.0,,0.82,27.06
2017-07-20,29,82.0,,0.82,23.779999999999998
2017-07-21,34,82.0,,0.82,27.88
2017-07-22,29,82.0,,0.82,23.779999999999998
2017-07-23,31,82.0,,0.82,25.419999999999998
2017-07-24,31,82.0,,0.82,25.419999999999998
2017-07-25,34,82.0,,0.82,27.88
2017-07-26,40,82.0,,0.82,32.8
2017-07-27,34,82.0,,0.82,27.88
2017-07-28,37,82.0,,0.82,30.34
2017-07-29,30,82.0,,0.82,24.599999999999998
2017-07-30,31,82.0,,0.82,25.419999999999998
2017-07-31,34,82.0,,0.82,27.88
2017-08-01,89,78.0,False,0.78,69.42
2017-08-02,90,78.0,,0.78,70.2
2017-08-03,95,78.0,,0.78,74.10000000000001
2017-08-04,85,78.0,,0.78,66.3
2017-08-05,76,78.0,,0.78,59.28
2017-08-06,78,78.0,,0.78,60.84
2017-08-07,78,78.0,,0.78,60.84
2017-08-08,87,78.0,,0.78,67.86
2017-08-09,87,78.0,,0.78,67.86
2017-08-10,89,78.0,,0.78,69.42
2017-08-11,86,78.0,,0.78,67.08
2017-08-12,78,78.0,,0.78,60.84
2017-08-13,87,78.0,,0.78,67.86
2017-08-14,99,78.0,,0.78,77.22
2017-08-15,100,78.0,,0.78,78.0
2017-08-16,92,78.0,,0.78,71.76
2017-08-17,91,78.0,,0.78,70.98
2017-08-18,88,78.0,,0.78,68.64
2017-08-19,91,78.0,,0.78,70.98
2017-08-20,79,78.0,,0.78,61.620000000000005
2017-08-21,77,78.0,,0.78,60.06
2017-08-22,88,78.0,,0.78,68.64
2017-08-23,91,78.0,,0.78,70.98
2017-08-24,85,78.0,,0.78,66.3
2017-08-25,97,78.0,,0.78,75.66
2017-08-26,79,78.0,,0.78,61.620000000000005
2017-08-27,75,78.0,,0.78,58.5
2017-08-28,78,78.0,,0.78,60.84
2017-08-29,87,78.0,,0.78,67.86
2017-08-30,88,78.0,,0.78,68.64
2017-08-31,93,78.0,,0.78,72.54
2017-09-01,81,80.0,False,0.8,64.8
2017-09-02,67,80.0,,0.8,53.6
2017-09-03,66,80.0,,0.8,52.800000000000004
2017-09-04,68,80.0,,0.8,54.400000000000006
2017-09-05,77,80.0,,0.8,61.6
2017-09-06,81,80.0,,0.8,64.8
2017-09-07,76,80.0,,0.8,60.800000000000004
2017-09-08,80,80.0,,0.8,64.0
2017-09-09,67,80.0,,0.8,53.6
2017-09-10,65,80.0,,0.8,52.0
2017-09-11,80,80.0,,0.8,64.0
2017-09-12,81,80.0,,0.8,64.8
2017-09-13,74,80.0,,0.8,59.2
2017-09-14,83,80.0,,0.8,66.4
2017-09-15,90,80.0,,0.8,72.0
2017-09-16,73,80.0,,0.8,58.400000000000006
2017-09-17,74,80.0,,0.8,59.2
2017-09-18,77,80.0,,0.8,61.6
2017-09-19,84,80.0,,0.8,67.2
2017-09-20,89,80.0,,0.8,71.2
2017-09-21,89,80.0,,0.8,71.2
2017-09-22,87,80.0,,0.8,69.60000000000001
2017-09-23,73,80.0,,0.8,58.400000000000006
2017-09-24,80,80.0,,0.8,64.0
2017-09-25,90,80.0,,0.8,72.0
2017-09-26,100,80.0,,0.8,80.0
2017-09-27,94,80.0,,0.8,75.2
2017-09-28,94,80.0,,0.8,75.2
2017-09-29,94,80.0,,0.8,75.2
2017-09-30,70,80.0,,0.8,56.0
2017-10-01,74,83.0,False,0.83,61.419999999999995
2017-10-02,90,83.0,,0.83,74.7
2017-10-03,100,83.0,,0.83,83.0
2017-10-04,88,83.0,,0.83,73.03999999999999
2017-10-05,83,83.0,,0.83,68.89
2017-10-06,97,83.0,,0.83,80.50999999999999
2017-10-07,79,83.0,,0.83,65.57
2017-10-08,71,83.0,,0.83,58.93
2017-10-09,80,83.0,,0.83,66.39999999999999
2017-10-10,84,83.0,,0.83,69.72
2017-10-11,87,83.0,,0.83,72.21
2017-10-12,92,83.0,,0.83,76.36
2017-10-13,88,83.0,,0.83,73.03999999999999
2017-10-14,74,83.0,,0.83,61.419999999999995
2017-10-15,69,83.0,,0.83,57.269999999999996
2017-10-16,94,83.0,,0.83,78.02
2017-10-17,92,83.0,,0.83,76.36
2017-10-18,88,83.0,,0.83,73.03999999999999
2017-10-19,81,83.0,,0.83,67.22999999999999
2017-10-20,90,83.0,,0.83,74.7
2017-10-21,70,83.0,,0.83,58.099999999999994
2017-10-22,75,83.0,,0.83,62.25
2017-10-23,92,83.0,,0.83,76.36
2017-10-24,91,83.0,,0.83,75.53
2017-10-25,90,83.0,,0.83,74.7
2017-10-26,87,83.0,,0.83,72.21
2017-10-27,87,83.0,,0.83,72.21
2017-10-28,65,83.0,,0.83,53.949999999999996
2017-10-29,64,83.0,,0.83,53.12
2017-10-30,76,83.0,,0.83,63.08
2017-10-31,82,83.0,,0.83,68.06
2017-11-01,88,80.0,False,0.8,70.4
2017-11-02,91,80.0,,0.8,72.8
2017-11-03,91,80.0,,0.8,72.8
2017-11-04,69,80.0,,0.8,55.2
2017-11-05,74,80.0,,0.8,59.2
2017-11-06,87,80.0,,0.8,69.60000000000001
2017-11-07,91,80.0,,0.8,72.8
2017-11-08,90,80.0,,0.8,72.0
2017-11-09,96,80.0,,0.8,76.80000000000001
2017-11-10,92,80.0,,0.8,73.60000000000001
2017-11-11,75,80.0,,0.8,60.0
2017-11-12,68,80.0,,0.8,54.400000000000006
2017-11-13,89,80.0,,0.8,71.2
2017-11-14,92,80.0,,0.8,73.60000000000001
2017-11-15,90,80.0,,0.8,72.0
2017-11-16,94,80.0,,0.8,75.2
2017-11-17,91,80.0,,0.8,72.8
2017-11-18,71,80.0,,0.8,56.800000000000004
2017-11-19,66,80.0,,0.8,52.800000000000004
2017-11-20,84,80.0,,0.8,67.2
2017-11-21,80,80.0,,0.8,64.0
2017-11-22,74,80.0,,0.8,59.2
2017-11-23,75,80.0,,0.8,60.0
2017-11-24,100,80.0,,0.8,80.0
2017-11-25,74,80.0,,0.8,59.2
2017-11-26,73,80.0,,0.8,58.400000000000006
2017-11-27,89,80.0,,0.8,71.2
2017-11-28,90,80.0,,0.8,72.0
2017-11-29,86,80.0,,0.8,68.8
2017-11-30,87,80.0,,0.8,69.60000000000001
2017-12-01,98,74.0,False,0.74,72.52
2017-12-02,79,74.0,,0.74,58.46
2017-12-03,74,74.0,,0.74,54.76
2017-12-04,98,74.0,,0.74,72.52
2017-12-05,94,74.0,,0.74,69.56
2017-12-06,98,74.0,,0.74,72.52
2017-12-07,96,74.0,,0.74,71.03999999999999
2017-12-08,89,74.0,,0.74,65.86
2017-12-09,69,74.0,,0.74,51.06
2017-12-10,71,74.0,,0.74,52.54
2017-12-11,93,74.0,,0.74,68.82
2017-12-12,97,74.0,,0.74,71.78
2017-12-13,100,74.0,,0.74,74.0
2017-12-14,100,74.0,,0.74,74.0
2017-12-15,89,74.0,,0.74,65.86
2017-12-16,73,74.0,,0.74,54.019999999999996
2017-12-17,70,74.0,,0.74,51.8
2017-12-18,89,74.0,,0.74,65.86
2017-12-19,86,74.0,,0.74,63.64
2017-12-20,83,74.0,,0.74,61.42
2017-12-21,75,74.0,,0.74,55.5
2017-12-22,66,74.0,,0.74,48.839999999999996
2017-12-23,59,74.0,,0.74,43.66
2017-12-24,52,74.0,,0.74,38.48
2017-12-25,54,74.0,,0.74,39.96
2017-12-26,78,74.0,,0.74,57.72
2017-12-27,82,74.0,,0.74,60.68
2017-12-28,76,74.0,,0.74,56.24
2017-12-29,80,74.0,,0.74,59.2
2017-12-30,66,74.0,,0.74,48.839999999999996
2017-12-31,69,74.0,,0.74,51.06
2018-01-01,62,81.0,False,0.81,50.220000000000006
2018-01-02,81,81.0,,0.81,65.61
2018-01-03,81,81.0,,0.81,65.61
2018-01-04,71,81.0,,0.81,57.510000000000005
2018-01-05,82,81.0,,0.81,66.42
2018-01-06,66,81.0,,0.81,53.46
2018-01-07,61,81.0,,0.81,49.410000000000004
2018-01-08,89,81.0,,0.81,72.09
2018-01-09,82,81.0,,0.81,66.42
2018-01-10,90,81.0,,0.81,72.9
2018-01-11,78,81.0,,0.81,63.18000000000001
2018-01-12,78,81.0,,0.81,63.18000000000001
2018-01-13,78,81.0,,0.81,63.18000000000001
2018-01-14,69,81.0,,0.81,55.89
2018-01-15,78,81.0,,0.81,63.18000000000001
2018-01-16,93,81.0,,0.81,75.33
2018-01-17,94,81.0,,0.81,76.14
2018-01-18,97,81.0,,0.81,78.57000000000001
2018-01-19,99,81.0,,0.81,80.19000000000001
2018-01-20,74,81.0,,0.81,59.940000000000005
2018-01-21,72,81.0,,0.81,58.32000000000001
2018-01-22,98,81.0,,0.81,79.38000000000001
2018-01-23,95,81.0,,0.81,76.95
2018-01-24,99,81.0,,0.81,80.19000000000001
2018-01-25,98,81.0,,0.81,79.38000000000001
2018-01-26,90,81.0,,0.81,72.9
2018-01-27,80,81.0,,0.81,64.80000000000001
2018-01-28,77,81.0,,0.81,62.370000000000005
2018-01-29,95,81.0,,0.81,76.95
2018-01-30,92,81.0,,0.81,74.52000000000001
2018-01-31,100,81.0,,0.81,81.0
2018-02-01,95,90.0,False,0.9,85.5
2018-02-02,93,90.0,,0.9,83.7
2018-02-03,65,90.0,,0.9,58.5
2018-02-04,69,90.0,,0.9,62.1
2018-02-05,81,90.0,,0.9,72.9
2018-02-06,86,90.0,,0.9,77.4
2018-02-07,83,90.0,,0.9,74.7
2018-02-08,98,90.0,,0.9,88.2
2018-02-09,82,90.0,,0.9,73.8
2018-02-10,67,90.0,,0.9,60.300000000000004
2018-02-11,67,90.0,,0.9,60.300000000000004
2018-02-12,90,90.0,,0.9,81.0
2018-02-13,88,90.0,,0.9,79.2
2018-02-14,78,90.0,,0.9,70.2
2018-02-15,90,90.0,,0.9,81.0
2018-02-16,86,90.0,,0.9,77.4
2018-02-17,67,90.0,,0.9,60.300000000000004
2018-02-18,73,90.0,,0.9,65.7
2018-02-19,75,90.0,,0.9,67.5
2018-02-20,100,90.0,,0.9,90.0
2018-02-21,90,90.0,,0.9,81.0
2018-02-22,87,90.0,,0.9,78.3
2018-02-23,84,90.0,,0.9,75.60000000000001
2018-02-24,70,90.0,,0.9,63.0
2018-02-25,69,90.0,,0.9,62.1
2018-02-26,88,90.0,,0.9,79.2
2018-02-27,99,90.0,,0.9,89.10000000000001
2018-02-28,98,90.0,,0.9,88.2
2018-03-01,99,87.0,False,0.87,86.13
2018-03-02,96,87.0,,0.87,83.52
2018-03-03,81,87.0,,0.87,70.47
2018-03-04,74,87.0,,0.87,64.38
2018-03-05,92,87.0,,0.87,80.04
2018-03-06,91,87.0,,0.87,79.17
2018-03-07,87,87.0,,0.87,75.69
2018-03-08,100,87.0,,0.87,87.0
2018-03-09,95,87.0,,0.87,82.65
2018-03-10,68,87.0,,0.87,59.16
2018-03-11,78,87.0,,0.87,67.86
2018-03-12,89,87.0,,0.87,77.42999999999999
2018-03-13,92,87.0,,0.87,80.04
2018-03-14,92,87.0,,0.87,80.04
2018-03-15,96,87.0,,0.87,83.52
2018-03-16,91,87.0,,0.87,79.17
2018-03-17,73,87.0,,0.87,63.51
2018-03-18,73,87.0,,0.87,63.51
2018-03-19,87,87.0,,0.87,75.69
2018-03-20,85,87.0,,0.87,73.95
2018-03-21,91,87.0,,0.87,79.17
2018-03-22,87,87.0,,0.87,75.69
2018-03-23,89,87.0,,0.87,77.42999999999999
2018-03-24,66,87.0,,0.87,57.42
2018-03-25,83,87.0,,0.87,72.21
2018-03-26,99,87.0,,0.87,86.13
2018-03-27,86,87.0,,0.87,74.82
2018-03-28,90,87.0,,0.87,78.3
2018-03-29,87,87.0,,0.87,75.69
2018-03-30,82,87.0,,0.87,71.34
2018-03-31,81,87.0,,0.87,70.47
2018-04-01,73,90.0,False,0.9,65.7
2018-04-02,81,90.0,,0.9,72.9
2018-04-03,85,90.0,,0.9,76.5
2018-04-04,91,90.0,,0.9,81.9
2018-04-05,90,90.0,,0.9,81.0
2018-04-06,89,90.0,,0.9,80.10000000000001
2018-04-07,75,90.0,,0.9,67.5
2018-04-08,74,90.0,,0.9,66.60000000000001
2018-04-09,94,90.0,,0.9,84.60000000000001
2018-04-10,92,90.0,,0.9,82.8
2018-04-11,100,90.0,,0.9,90.0
2018-04-12,90,90.0,,0.9,81.0
2018-04-13,85,90.0,,0.9,76.5
2018-04-14,81,90.0,,0.9,72.9
2018-04-15,82,90.0,,0.9,73.8
2018-04-16,99,90.0,,0.9,89.10000000000001
2018-04-17,94,90.0,,0.9,84.60000000000001
2018-04-18,88,90.0,,0.9,79.2
2018-04-19,93,90.0,,0.9,83.7
2018-04-20,88,90.0,,0.9,79.2
2018-04-21,71,90.0,,0.9,63.9
2018-04-22,71,90.0,,0.9,63.9
2018-04-23,90,90.0,,0.9,81.0
2018-04-24,93,90.0,,0.9,83.7
2018-04-25,92,90.0,,0.9,82.8
2018-04-26,92,90.0,,0.9,82.8
2018-04-27,87,90.0,,0.9,78.3
2018-04-28,73,90.0,,0.9,65.7
2018-04-29,76,90.0,,0.9,68.4
2018-04-30,96,90.0,,0.9,86.4
2018-05-01,95,87.0,False,0.87,82.65
2018-05-02,98,87.0,,0.87,85.26
2018-05-03,96,87.0,,0.87,83.52
2018-05-04,88,87.0,,0.87,76.56
2018-05-05,74,87.0,,0.87,64.38
2018-05-06,68,87.0,,0.87,59.16
2018-05-07,91,87.0,,0.87,79.17
2018-05-08,100,87.0,,0.87,87.0
2018-05-09,95,87.0,,0.87,82.65
2018-05-10,84,87.0,,0.87,73.08
2018-05-11,85,87.0,,0.87,73.95
2018-05-12,63,87.0,,0.87,54.81
2018-05-13,66,87.0,,0.87,57.42
2018-05-14,81,87.0,,0.87,70.47
2018-05-15,83,87.0,,0.87,72.21
2018-05-16,80,87.0,,0.87,69.6
2018-05-17,78,87.0,,0.87,67.86
2018-05-18,76,87.0,,0.87,66.12
2018-05-19,62,87.0,,0.87,53.94
2018-05-20,58,87.0,,0.87,50.46
2018-05-21,74,87.0,,0.87,64.38
2018-05-22,81,87.0,,0.87,70.47
2018-05-23,79,87.0,,0.87,68.73
2018-05-24,85,87.0,,0.87,73.95
2018-05-25,88,87.0,,0.87,76.56
2018-05-26,70,87.0,,0.87,60.9
2018-05-27,70,87.0,,0.87,60.9
2018-05-28,80,87.0,,0.87,69.6
2018-05-29,84,87.0,,0.87,73.08
2018-05-30,80,87.0,,0.87,69.6
2018-05-31,81,87.0,,0.87,70.47
2018-06-01,85,80.0,False,0.8,68.0
2018-06-02,74,80.0,,0.8,59.2
2018-06-03,69,80.0,,0.8,55.2
2018-06-04,81,80.0,,0.8,64.8
2018-06-05,88,80.0,,0.8,70.4
2018-06-06,85,80.0,,0.8,68.0
2018-06-07,80,80.0,,0.8,64.0
2018-06-08,74,80.0,,0.8,59.2
2018-06-09,73,80.0,,0.8,58.400000000000006
2018-06-10,72,80.0,,0.8,57.6
2018-06-11,81,80.0,,0.8,64.8
2018-06-12,75,80.0,,0.8,60.0
2018-06-13,78,80.0,,0.8,62.400000000000006
2018-06-14,75,80.0,,0.8,60.0
2018-06-15,87,80.0,,0.8,69.60000000000001
2018-06-16,82,80.0,,0.8,65.60000000000001
2018-06-17,70,80.0,,0.8,56.0
2018-06-18,78,80.0,,0.8,62.400000000000006
2018-06-19,73,80.0,,0.8,58.400000000000006
2018-06-20,72,80.0,,0.8,57.6
2018-06-21,75,80.0,,0.8,60.0
2018-06-22,75,80.0,,0.8,60.0
2018-06-23,69,80.0,,0.8,55.2
2018-06-24,72,80.0,,0.8,57.6
2018-06-25,77,80.0,,0.8,61.6
2018-06-26,80,80.0,,0.8,64.0
2018-06-27,78,80.0,,0.8,62.400000000000006
2018-06-28,85,80.0,,0.8,68.0
2018-06-29,91,80.0,,0.8,72.8
2018-06-30,100,80.0,,0.8,80.0
2018-07-01,55,81.0,False,0.81,44.550000000000004
2018-07-02,49,81.0,,0.81,39.690000000000005
2018-07-03,62,81.0,,0.81,50.220000000000006
2018-07-04,100,81.0,,0.81,81.0
2018-07-05,63,81.0,,0.81,51.03
2018-07-06,45,81.0,,0.81,36.45
2018-07-07,44,81.0,,0.81,35.64
2018-07-08,39,81.0,,0.81,31.590000000000003
2018-07-09,38,81.0,,0.81,30.78
2018-07-10,39,81.0,,0.81,31.590000000000003
2018-07-11,42,81.0,,0.81,34.02
2018-07-12,41,81.0,,0.81,33.21
2018-07-13,43,81.0,,0.81,34.830000000000005
2018-07-14,46,81.0,,0.81,37.260000000000005
2018-07-15,38,81.0,,0.81,30.78
2018-07-16,42,81.0,,0.81,34.02
2018-07-17,41,81.0,,0.81,33.21
2018-07-18,40,81.0,,0.81,32.400000000000006
2018-07-19,41,81.0,,0.81,33.21
2018-07-20,39,81.0,,0.81,31.590000000000003
2018-07-21,35,81.0,,0.81,28.35
2018-07-22,35,81.0,,0.81,28.35
2018-07-23,35,81.0,,0.81,28.35
2018-07-24,35,81.0,,0.81,28.35
2018-07-25,38,81.0,,0.81,30.78
2018-07-26,43,81.0,,0.81,34.830000000000005
2018-07-27,41,81.0,,0.81,33.21
2018-07-28,37,81.0,,0.81,29.970000000000002
2018-07-29,37,81.0,,0.81,29.970000000000002
2018-07-30,43,81.0,,0.81,34.830000000000005
2018-07-31,39,81.0,,0.81,31.590000000000003
2018-08-01,92,74.0,False,0.74,68.08
2018-08-02,95,74.0,,0.74,70.3
2018-08-03,85,74.0,,0.74,62.9
2018-08-04,80,74.0,,0.74,59.2
2018-08-05,82,74.0,,0.74,60.68
2018-08-06,88,74.0,,0.74,65.12
2018-08-07,100,74.0,,0.74,74.0
2018-08-08,84,74.0,,0.74,62.16
2018-08-09,86,74.0,,0.74,63.64
2018-08-10,92,74.0,,0.74,68.08
2018-08-11,85,74.0,,0.74,62.9
2018-08-12,80,74.0,,0.74,59.2
2018-08-13,84,74.0,,0.74,62.16
2018-08-14,91,74.0,,0.74,67.34
2018-08-15,90,74.0,,0.74,66.6
2018-08-16,99,74.0,,0.74,73.26
2018-08-17,89,74.0,,0.74,65.86
2018-08-18,81,74.0,,0.74,59.94
2018-08-19,86,74.0,,0.74,63.64
2018-08-20,90,74.0,,0.74,66.6
2018-08-21,93,74.0,,0.74,68.82
2018-08-22,86,74.0,,0.74,63.64
2018-08-23,91,74.0,,0.74,67.34
2018-08-24,88,74.0,,0.74,65.12
2018-08-25,84,74.0,,0.74,62.16
2018-08-26,75,74.0,,0.74,55.5
2018-08-27,91,74.0,,0.74,67.34
2018-08-28,97,74.0,,0.74,71.78
2018-08-29,94,74.0,,0.74,69.56
2018-08-30,100,74.0,,0.74,74.0
2018-08-31,96,74.0,,0.74,71.03999999999999
2018-09-01,76,80.0,False,0.8,60.800000000000004
2018-09-02,70,80.0,,0.8,56.0
2018-09-03,72,80.0,,0.8,57.6
2018-09-04,82,80.0,,0.8,65.60000000000001
2018-09-05,90,80.0,,0.8,72.0
2018-09-06,83,80.0,,0.8,66.4
2018-09-07,79,80.0,,0.8,63.2
2018-09-08,68,80.0,,0.8,54.400000000000006
2018-09-09,65,80.0,,0.8,52.0
2018-09-10,86,80.0,,0.8,68.8
2018-09-11,100,80.0,,0.8,80.0
2018-09-12,94,80.0,,0.8,75.2
2018-09-13,90,80.0,,0.8,72.0
2018-09-14,86,80.0,,0.8,68.8
2018-09-15,79,80.0,,0.8,63.2
2018-09-16,71,80.0,,0.8,56.800000000000004
2018-09-17,99,80.0,,0.8,79.2
2018-09-18,88,80.0,,0.8,70.4
2018-09-19,93,80.0,,0.8,74.4
2018-09-20,89,80.0,,0.8,71.2
2018-09-21,87,80.0,,0.8,69.60000000000001
2018-09-22,71,80.0,,0.8,56.800000000000004
2018-09-23,75,80.0,,0.8,60.0
2018-09-24,86,80.0,,0.8,68.8
2018-09-25,85,80.0,,0.8,68.0
2018-09-26,87,80.0,,0.8,69.60000000000001
2018-09-27,86,80.0,,0.8,68.8
2018-09-28,87,80.0,,0.8,69.60000000000001
2018-09-29,69,80.0,,0.8,55.2
2018-09-30,69,80.0,,0.8,55.2
2018-10-01,100,78.0,False,0.78,78.0
2018-10-02,92,78.0,,0.78,71.76
2018-10-03,91,78.0,,0.78,70.98
2018-10-04,89,78.0,,0.78,69.42
2018-10-05,85,78.0,,0.78,66.3
2018-10-06,71,78.0,,0.78,55.38
2018-10-07,65,78.0,,0.78,50.7
2018-10-08,88,78.0,,0.78,68.64
2018-10-09,87,78.0,,0.78,67.86
2018-10-10,83,78.0,,0.78,64.74000000000001
2018-10-11,86,78.0,,0.78,67.08
2018-10-12,80,78.0,,0.78,62.400000000000006
2018-10-13,71,78.0,,0.78,55.38
2018-10-14,67,78.0,,0.78,52.260000000000005
2018-10-15,84,78.0,,0.78,65.52
2018-10-16,88,78.0,,0.78,68.64
2018-10-17,86,78.0,,0.78,67.08
2018-10-18,88,78.0,,0.78,68.64
2018-10-19,78,78.0,,0.78,60.84
2018-10-20,65,78.0,,0.78,50.7
2018-10-21,69,78.0,,0.78,53.82
2018-10-22,85,78.0,,0.78,66.3
2018-10-23,83,78.0,,0.78,64.74000000000001
2018-10-24,78,78.0,,0.78,60.84
2018-10-25,89,78.0,,0.78,69.42
2018-10-26,81,78.0,,0.78,63.18
2018-10-27,65,78.0,,0.78,50.7
2018-10-28,66,78.0,,0.78,51.480000000000004
2018-10-29,87,78.0,,0.78,67.86
2018-10-30,89,78.0,,0.78,69.42
2018-10-31,85,78.0,,0.78,66.3
2018-11-01,85,75.0,False,0.75,63.75
2018-11-02,82,75.0,,0.75,61.5
2018-11-03,71,75.0,,0.75,53.25
2018-11-04,62,75.0,,0.75,46.5
2018-11-05,82,75.0,,0.75,61.5
2018-11-06,78,75.0,,0.75,58.5
2018-11-07,72,75.0,,0.75,54.0
2018-11-08,83,75.0,,0.75,62.25
2018-11-09,82,75.0,,0.75,61.5
2018-11-10,78,75.0,,0.75,58.5
2018-11-11,76,75.0,,0.75,57.0
2018-11-12,79,75.0,,0.75,59.25
2018-11-13,81,75.0,,0.75,60.75
2018-11-14,91,75.0,,0.75,68.25
2018-11-15,78,75.0,,0.75,58.5
2018-11-16,100,75.0,,0.75,75.0
2018-11-17,81,75.0,,0.75,60.75
2018-11-18,73,75.0,,0.75,54.75
2018-11-19,74,75.0,,0.75,55.5
2018-11-20,75,75.0,,0.75,56.25
2018-11-21,62,75.0,,0.75,46.5
2018-11-22,48,75.0,,0.75,36.0
2018-11-23,55,75.0,,0.75,41.25
2018-11-24,54,75.0,,0.75,40.5
2018-11-25,57,75.0,,0.75,42.75
2018-11-26,72,75.0,,0.75,54.0
2018-11-27,78,75.0,,0.75,58.5
2018-11-28,76,75.0,,0.75,57.0
2018-11-29,82,75.0,,0.75,61.5
2018-11-30,79,75.0,,0.75,59.25
2018-12-01,81,69.0,False,0.69,55.88999999999999
2018-12-02,75,69.0,,0.69,51.74999999999999
2018-12-03,90,69.0,,0.69,62.099999999999994
2018-12-04,94,69.0,,0.69,64.86
2018-12-05,95,69.0,,0.69,65.55
2018-12-06,99,69.0,,0.69,68.30999999999999
2018-12-07,91,69.0,,0.69,62.78999999999999
2018-12-08,69,69.0,,0.69,47.61
2018-12-09,74,69.0,,0.69,51.059999999999995
2018-12-10,95,69.0,,0.69,65.55
2018-12-11,100,69.0,,0.69,69.0
2018-12-12,96,69.0,,0.69,66.24
2018-12-13,96,69.0,,0.69,66.24
2018-12-14,100,69.0,,0.69,69.0
2018-12-15,76,69.0,,0.69,52.44
2018-12-16,75,69.0,,0.69,51.74999999999999
2018-12-17,84,69.0,,0.69,57.959999999999994
2018-12-18,81,69.0,,0.69,55.88999999999999
2018-12-19,83,69.0,,0.69,57.269999999999996
2018-12-20,83,69.0,,0.69,57.269999999999996
2018-12-21,77,69.0,,0.69,53.129999999999995
2018-12-22,65,69.0,,0.69,44.849999999999994
2018-12-23,50,69.0,,0.69,34.5
2018-12-24,61,69.0,,0.69,42.089999999999996
2018-12-25,47,69.0,,0.69,32.43
2018-12-26,63,69.0,,0.69,43.47
2018-12-27,73,69.0,,0.69,50.37
2018-12-28,74,69.0,,0.69,51.059999999999995
2018-12-29,75,69.0,,0.69,51.74999999999999
2018-12-30,62,69.0,,0.69,42.779999999999994
2018-12-31,69,69.0,,0.69,47.61
2019-01-01,68,74.0,False,0.74,50.32
2019-01-02,84,74.0,,0.74,62.16
2019-01-03,88,74.0,,0.74,65.12
2019-01-04,92,74.0,,0.74,68.08
2019-01-05,70,74.0,,0.74,51.8
2019-01-06,73,74.0,,0.74,54.019999999999996
2019-01-07,80,74.0,,0.74,59.2
2019-01-08,91,74.0,,0.74,67.34
2019-01-09,96,74.0,,0.74,71.03999999999999
2019-01-10,94,74.0,,0.74,69.56
2019-01-11,94,74.0,,0.74,69.56
2019-01-12,71,74.0,,0.74,52.54
2019-01-13,71,74.0,,0.74,52.54
2019-01-14,93,74.0,,0.74,68.82
2019-01-15,91,74.0,,0.74,67.34
2019-01-16,100,74.0,,0.74,74.0
2019-01-17,99,74.0,,0.74,73.26
2019-01-18,97,74.0,,0.74,71.78
2019-01-19,70,74.0,,0.74,51.8
2019-01-20,64,74.0,,0.74,47.36
2019-01-21,83,74.0,,0.74,61.42
2019-01-22,97,74.0,,0.74,71.78
2019-01-23,88,74.0,,0.74,65.12
2019-01-24,93,74.0,,0.74,68.82
2019-01-25,90,74.0,,0.74,66.6
2019-01-26,72,74.0,,0.74,53.28
2019-01-27,69,74.0,,0.74,51.06
2019-01-28,90,74.0,,0.74,66.6
2019-01-29,95,74.0,,0.74,70.3
2019-01-30,90,74.0,,0.74,66.6
2019-01-31,91,74.0,,0.74,67.34
2019-02-01,93,80.0,False,0.8,74.4
2019-02-02,71,80.0,,0.8,56.800000000000004
2019-02-03,67,80.0,,0.8,53.6
2019-02-04,83,80.0,,0.8,66.4
2019-02-05,93,80.0,,0.8,74.4
2019-02-06,97,80.0,,0.8,77.60000000000001
