date,unemployment_unscaled,unemployment_monthly,isPartial,scale,unemployment
2016-10-01,33,5.0,False,0.05,1.6500000000000001
2016-10-02,74,5.0,,0.05,3.7
2016-10-03,99,5.0,,0.05,4.95
2016-10-04,71,5.0,,0.05,3.5500000000000003
2016-10-05,71,5.0,,0.05,3.5500000000000003
2016-10-06,60,5.0,,0.05,3.0
2016-10-07,61,5.0,,0.05,3.0500000000000003
2016-10-08,32,5.0,,0.05,1.6
2016-10-09,73,5.0,,0.05,3.6500000000000004
2016-10-10,87,5.0,,0.05,4.3500000000000005
2016-10-11,88,5.0,,0.05,4.4
2016-10-12,81,5.0,,0.05,4.05
2016-10-13,69,5.0,,0.05,3.45
2016-10-14,63,5.0,,0.05,3.1500000000000004
2016-10-15,36,5.0,,0.05,1.8
2016-10-16,73,5.0,,0.05,3.6500000000000004
2016-10-17,100,5.0,,0.05,5.0
2016-10-18,77,5.0,,0.05,3.85
2016-10-19,70,5.0,,0.05,3.5
2016-10-20,67,5.0,,0.05,3.35
2016-10-21,58,5.0,,0.05,2.9000000000000004
2016-10-22,32,5.0,,0.05,1.6
2016-10-23,71,5.0,,0.05,3.5500000000000003
2016-10-24,99,5.0,,0.05,4.95
2016-10-25,79,5.0,,0.05,3.95
2016-10-26,74,5.0,,0.05,3.7
2016-10-27,66,5.0,,0.05,3.3000000000000003
2016-10-28,60,5.0,,0.05,3.0
2016-10-29,32,5.0,,0.05,1.6
2016-10-30,71,5.0,,0.05,3.5500000000000003
2016-10-31,95,5.0,,0.05,4.75
2016-11-01,72,5.0,False,0.05,3.6
2016-11-02,67,5.0,,0.05,3.35
2016-11-03,52,5.0,,0.05,2.6
2016-11-04,62,5.0,,0.05,3.1
2016-11-05,36,5.0,,0.05,1.8
2016-11-06,68,5.0,,0.05,3.4000000000000004
2016-11-07,86,5.0,,0.05,4.3
2016-11-08,64,5.0,,0.05,3.2
2016-11-09,53,5.0,,0.05,2.6500000000000004
2016-11-10,68,5.0,,0.05,3.4000000000000004
2016-11-11,49,5.0,,0.05,2.45
2016-11-12,35,5.0,,0.05,1.75
2016-11-13,63,5.0,,0.05,3.1500000000000004
2016-11-14,89,5.0,,0.05,4.45
2016-11-15,77,5.0,,0.05,3.85
2016-11-16,69,5.0,,0.05,3.45
2016-11-17,66,5.0,,0.05,3.3000000000000003
2016-11-18,53,5.0,,0.05,2.6500000000000004
2016-11-19,33,5.0,,0.05,1.6500000000000001
2016-11-20,60,5.0,,0.05,3.0
2016-11-21,96,5.0,,0.05,4.800000000000001
2016-11-22,68,5.0,,0.05,3.4000000000000004
2016-11-23,57,5.0,,0.05,2.85
2016-11-24,23,5.0,,0.05,1.1500000000000001
2016-11-25,33,5.0,,0.05,1.6500000000000001
2016-11-26,33,5.0,,0.05,1.6500000000000001
2016-11-27,67,5.0,,0.05,3.35
2016-11-28,100,5.0,,0.05,5.0
2016-11-29,82,5.0,,0.05,4.1000000000000005
2016-11-30,73,5.0,,0.05,3.6500000000000004
2016-12-01,70,5.0,False,0.05,3.5
2016-12-02,71,5.0,,0.05,3.5500000000000003
2016-12-03,40,5.0,,0.05,2.0
2016-12-04,71,5.0,,0.05,3.5500000000000003
2016-12-05,100,5.0,,0.05,5.0
2016-12-06,81,5.0,,0.05,4.05
2016-12-07,70,5.0,,0.05,3.5
2016-12-08,60,5.0,,0.05,3.0
2016-12-09,58,5.0,,0.05,2.9000000000000004
2016-12-10,28,5.0,,0.05,1.4000000000000001
2016-12-11,69,5.0,,0.05,3.45
2016-12-12,95,5.0,,0.05,4.75
2016-12-13,83,5.0,,0.05,4.15
2016-12-14,69,5.0,,0.05,3.45
2016-12-15,66,5.0,,0.05,3.3000000000000003
2016-12-16,55,5.0,,0.05,2.75
2016-12-17,36,5.0,,0.05,1.8
2016-12-18,75,5.0,,0.05,3.75
2016-12-19,97,5.0,,0.05,4.8500000000000005
2016-12-20,74,5.0,,0.05,3.7
2016-12-21,65,5.0,,0.05,3.25
2016-12-22,55,5.0,,0.05,2.75
2016-12-23,49,5.0,,0.05,2.45
2016-12-24,27,5.0,,0.05,1.35
2016-12-25,57,5.0,,0.05,2.85
2016-12-26,93,5.0,,0.05,4.65
2016-12-27,92,5.0,,0.05,4.6000000000000005
2016-12-28,90,5.0,,0.05,4.5
2016-12-29,66,5.0,,0.05,3.3000000000000003
2016-12-30,59,5.0,,0.05,2.95
2016-12-31,35,5.0,,0.05,1.75
2017-01-01,62,7.0,False,0.07,4.340000000000001
2017-01-02,80,7.0,,0.07,5.6000000000000005
2017-01-03,97,7.0,,0.07,6.790000000000001
2017-01-04,89,7.0,,0.07,6.23
2017-01-05,73,7.0,,0.07,5.11
2017-01-06,68,7.0,,0.07,4.760000000000001
2017-01-07,35,7.0,,0.07,2.45
2017-01-08,69,7.0,,0.07,4.83
2017-01-09,97,7.0,,0.07,6.790000000000001
2017-01-10,75,7.0,,0.07,5.250000000000001
2017-01-11,74,7.0,,0.07,5.180000000000001
2017-01-12,65,7.0,,0.07,4.550000000000001
2017-01-13,62,7.0,,0.07,4.340000000000001
2017-01-14,37,7.0,,0.07,2.5900000000000003
2017-01-15,68,7.0,,0.07,4.760000000000001
2017-01-16,74,7.0,,0.07,5.180000000000001
2017-01-17,86,7.0,,0.07,6.0200000000000005
2017-01-18,80,7.0,,0.07,5.6000000000000005
2017-01-19,66,7.0,,0.07,4.62
2017-01-20,61,7.0,,0.07,4.2700000000000005
2017-01-21,62,7.0,,0.07,4.340000000000001
2017-01-22,78,7.0,,0.07,5.460000000000001
2017-01-23,100,7.0,,0.07,7.000000000000001
2017-01-24,83,7.0,,0.07,5.8100000000000005
2017-01-25,68,7.0,,0.07,4.760000000000001
2017-01-26,68,7.0,,0.07,4.760000000000001
2017-01-27,58,7.0,,0.07,4.0600000000000005
2017-01-28,35,7.0,,0.07,2.45
2017-01-29,63,7.0,,0.07,4.41
2017-01-30,94,7.0,,0.07,6.580000000000001
2017-01-31,72,7.0,,0.07,5.040000000000001
2017-02-01,81,5.0,False,0.05,4.05
2017-02-02,74,5.0,,0.05,3.7
2017-02-03,77,5.0,,0.05,3.85
2017-02-04,45,5.0,,0.05,2.25
2017-02-05,82,5.0,,0.05,4.1000000000000005
2017-02-06,99,5.0,,0.05,4.95
2017-02-07,82,5.0,,0.05,4.1000000000000005
2017-02-08,73,5.0,,0.05,3.6500000000000004
2017-02-09,61,5.0,,0.05,3.0500000000000003
2017-02-10,60,5.0,,0.05,3.0
2017-02-11,36,5.0,,0.05,1.8
2017-02-12,79,5.0,,0.05,3.95
2017-02-13,100,5.0,,0.05,5.0
2017-02-14,75,5.0,,0.05,3.75
2017-02-15,69,5.0,,0.05,3.45
2017-02-16,64,5.0,,0.05,3.2
2017-02-17,63,5.0,,0.05,3.1500000000000004
2017-02-18,33,5.0,,0.05,1.6500000000000001
2017-02-19,74,5.0,,0.05,3.7
2017-02-20,92,5.0,,0.05,4.6000000000000005
2017-02-21,80,5.0,,0.05,4.0
2017-02-22,76,5.0,,0.05,3.8000000000000003
2017-02-23,64,5.0,,0.05,3.2
2017-02-24,52,5.0,,0.05,2.6
2017-02-25,34,5.0,,0.05,1.7000000000000002
2017-02-26,76,5.0,,0.05,3.8000000000000003
2017-02-27,99,5.0,,0.05,4.95
2017-02-28,75,5.0,,0.05,3.75
2017-03-01,66,5.0,False,0.05,3.3000000000000003
2017-03-02,66,5.0,,0.05,3.3000000000000003
2017-03-03,55,5.0,,0.05,2.75
2017-03-04,37,5.0,,0.05,1.85
2017-03-05,76,5.0,,0.05,3.8000000000000003
2017-03-06,100,5.0,,0.05,5.0
2017-03-07,72,5.0,,0.05,3.6
2017-03-08,68,5.0,,0.05,3.4000000000000004
2017-03-09,57,5.0,,0.05,2.85
2017-03-10,58,5.0,,0.05,2.9000000000000004
2017-03-11,36,5.0,,0.05,1.8
2017-03-12,75,5.0,,0.05,3.75
2017-03-13,93,5.0,,0.05,4.65
2017-03-14,62,5.0,,0.05,3.1
2017-03-15,59,5.0,,0.05,2.95
2017-03-16,59,5.0,,0.05,2.95
2017-03-17,53,5.0,,0.05,2.6500000000000004
2017-03-18,30,5.0,,0.05,1.5
2017-03-19,71,5.0,,0.05,3.5500000000000003
2017-03-20,91,5.0,,0.05,4.55
2017-03-21,76,5.0,,0.05,3.8000000000000003
2017-03-22,66,5.0,,0.05,3.3000000000000003
2017-03-23,60,5.0,,0.05,3.0
2017-03-24,54,5.0,,0.05,2.7
2017-03-25,34,5.0,,0.05,1.7000000000000002
2017-03-26,76,5.0,,0.05,3.8000000000000003
2017-03-27,92,5.0,,0.05,4.6000000000000005
2017-03-28,68,5.0,,0.05,3.4000000000000004
2017-03-29,57,5.0,,0.05,2.85
2017-03-30,56,5.0,,0.05,2.8000000000000003
2017-03-31,50,5.0,,0.05,2.5
2017-04-01,28,5.0,False,0.05,1.4000000000000001
2017-04-02,69,5.0,,0.05,3.45
2017-04-03,100,5.0,,0.05,5.0
2017-04-04,75,5.0,,0.05,3.75
2017-04-05,66,5.0,,0.05,3.3000000000000003
2017-04-06,59,5.0,,0.05,2.95
2017-04-07,59,5.0,,0.05,2.95
2017-04-08,34,5.0,,0.05,1.7000000000000002
2017-04-09,70,5.0,,0.05,3.5
2017-04-10,93,5.0,,0.05,4.65
2017-04-11,72,5.0,,0.05,3.6
2017-04-12,65,5.0,,0.05,3.25
2017-04-13,57,5.0,,0.05,2.85
2017-04-14,49,5.0,,0.05,2.45
2017-04-15,28,5.0,,0.05,1.4000000000000001
2017-04-16,65,5.0,,0.05,3.25
2017-04-17,94,5.0,,0.05,4.7
2017-04-18,77,5.0,,0.05,3.85
2017-04-19,66,5.0,,0.05,3.3000000000000003
2017-04-20,57,5.0,,0.05,2.85
2017-04-21,54,5.0,,0.05,2.7
2017-04-22,30,5.0,,0.05,1.5
2017-04-23,65,5.0,,0.05,3.25
2017-04-24,92,5.0,,0.05,4.6000000000000005
2017-04-25,74,5.0,,0.05,3.7
2017-04-26,66,5.0,,0.05,3.3000000000000003
2017-04-27,56,5.0,,0.05,2.8000000000000003
2017-04-28,53,5.0,,0.05,2.6500000000000004
2017-04-29,31,5.0,,0.05,1.55
2017-04-30,62,5.0,,0.05,3.1
2017-05-01,98,4.0,False,0.04,3.92
2017-05-02,77,4.0,,0.04,3.08
2017-05-03,70,4.0,,0.04,2.8000000000000003
2017-05-04,66,4.0,,0.04,2.64
2017-05-05,65,4.0,,0.04,2.6
2017-05-06,37,4.0,,0.04,1.48
2017-05-07,72,4.0,,0.04,2.88
2017-05-08,100,4.0,,0.04,4.0
2017-05-09,76,4.0,,0.04,3.04
2017-05-10,71,4.0,,0.04,2.84
2017-05-11,61,4.0,,0.04,2.44
2017-05-12,54,4.0,,0.04,2.16
2017-05-13,33,4.0,,0.04,1.32
2017-05-14,62,4.0,,0.04,2.48
2017-05-15,98,4.0,,0.04,3.92
2017-05-16,75,4.0,,0.04,3.0
2017-05-17,70,4.0,,0.04,2.8000000000000003
2017-05-18,55,4.0,,0.04,2.2
2017-05-19,58,4.0,,0.04,2.32
2017-05-20,31,4.0,,0.04,1.24
2017-05-21,60,4.0,,0.04,2.4
2017-05-22,89,4.0,,0.04,3.56
2017-05-23,73,4.0,,0.04,2.92
2017-05-24,69,4.0,,0.04,2.7600000000000002
2017-05-25,62,4.0,,0.04,2.48
2017-05-26,58,4.0,,0.04,2.32
2017-05-27,31,4.0,,0.04,1.24
2017-05-28,67,4.0,,0.04,2.68
2017-05-29,61,4.0,,0.04,2.44
2017-05-30,92,4.0,,0.04,3.68
2017-05-31,82,4.0,,0.04,3.2800000000000002
2017-06-01,65,4.0,False,0.04,2.6
2017-06-02,58,4.0,,0.04,2.32
2017-06-03,31,4.0,,0.04,1.24
2017-06-04,69,4.0,,0.04,2.7600000000000002
2017-06-05,93,4.0,,0.04,3.72
2017-06-06,71,4.0,,0.04,2.84
2017-06-07,67,4.0,,0.04,2.68
2017-06-08,53,4.0,,0.04,2.12
2017-06-09,53,4.0,,0.04,2.12
2017-06-10,26,4.0,,0.04,1.04
2017-06-11,70,4.0,,0.04,2.8000000000000003
2017-06-12,100,4.0,,0.04,4.0
2017-06-13,75,4.0,,0.04,3.0
2017-06-14,65,4.0,,0.04,2.6
2017-06-15,57,4.0,,0.04,2.2800000000000002
2017-06-16,60,4.0,,0.04,2.4
2017-06-17,30,4.0,,0.04,1.2
2017-06-18,62,4.0,,0.04,2.48
2017-06-19,98,4.0,,0.04,3.92
2017-06-20,67,4.0,,0.04,2.68
2017-06-21,64,4.0,,0.04,2.56
2017-06-22,58,4.0,,0.04,2.32
2017-06-23,60,4.0,,0.04,2.4
2017-06-24,32,4.0,,0.04,1.28
2017-06-25,61,4.0,,0.04,2.44
2017-06-26,90,4.0,,0.04,3.6
2017-06-27,69,4.0,,0.04,2.7600000000000002
2017-06-28,67,4.0,,0.04,2.68
2017-06-29,61,4.0,,0.04,2.44
2017-06-30,52,4.0,,0.04,2.08
2017-07-01,32,5.0,False,0.05,1.6
2017-07-02,68,5.0,,0.05,3.4000000000000004
2017-07-03,93,5.0,,0.05,4.65
2017-07-04,44,5.0,,0.05,2.2
2017-07-05,81,5.0,,0.05,4.05
2017-07-06,71,5.0,,0.05,3.5500000000000003
2017-07-07,65,5.0,,0.05,3.25
2017-07-08,33,5.0,,0.05,1.6500000000000001
2017-07-09,75,5.0,,0.05,3.75
2017-07-10,100,5.0,,0.05,5.0
2017-07-11,75,5.0,,0.05,3.75
2017-07-12,69,5.0,,0.05,3.45
2017-07-13,68,5.0,,0.05,3.4000000000000004
2017-07-14,63,5.0,,0.05,3.1500000000000004
2017-07-15,31,5.0,,0.05,1.55
2017-07-16,72,5.0,,0.05,3.6
2017-07-17,96,5.0,,0.05,4.800000000000001
2017-07-18,79,5.0,,0.05,3.95
2017-07-19,66,5.0,,0.05,3.3000000000000003
2017-07-20,62,5.0,,0.05,3.1
2017-07-21,54,5.0,,0.05,2.7
2017-07-22,30,5.0,,0.05,1.5
2017-07-23,69,5.0,,0.05,3.45
2017-07-24,93,5.0,,0.05,4.65
2017-07-25,74,5.0,,0.05,3.7
2017-07-26,63,5.0,,0.05,3.1500000000000004
2017-07-27,61,5.0,,0.05,3.0500000000000003
2017-07-28,57,5.0,,0.05,2.85
2017-07-29,30,5.0,,0.05,1.5
2017-07-30,69,5.0,,0.05,3.45
2017-07-31,100,5.0,,0.05,5.0
2017-08-01,74,4.0,False,0.04,2.96
2017-08-02,71,4.0,,0.04,2.84
2017-08-03,63,4.0,,0.04,2.52
2017-08-04,61,4.0,,0.04,2.44
2017-08-05,42,4.0,,0.04,1.68
2017-08-06,77,4.0,,0.04,3.08
2017-08-07,100,4.0,,0.04,4.0
2017-08-08,84,4.0,,0.04,3.36
2017-08-09,73,4.0,,0.04,2.92
2017-08-10,62,4.0,,0.04,2.48
2017-08-11,54,4.0,,0.04,2.16
2017-08-12,30,4.0,,0.04,1.2
2017-08-13,75,4.0,,0.04,3.0
2017-08-14,99,4.0,,0.04,3.96
2017-08-15,71,4.0,,0.04,2.84
2017-08-16,65,4.0,,0.04,2.6
2017-08-17,50,4.0,,0.04,2.0
2017-08-18,53,4.0,,0.04,2.12
2017-08-19,29,4.0,,0.04,1.16
2017-08-20,74,4.0,,0.04,2.96
2017-08-21,82,4.0,,0.04,3.2800000000000002
2017-08-22,76,4.0,,0.04,3.04
2017-08-23,68,4.0,,0.04,2.72
2017-08-24,52,4.0,,0.04,2.08
2017-08-25,51,4.0,,0.04,2.04
2017-08-26,29,4.0,,0.04,1.16
2017-08-27,67,4.0,,0.04,2.68
2017-08-28,88,4.0,,0.04,3.52
2017-08-29,91,4.0,,0.04,3.64
2017-08-30,74,4.0,,0.04,2.96
2017-08-31,70,4.0,,0.04,2.8000000000000003
2017-09-01,67,4.0,False,0.04,2.68
2017-09-02,39,4.0,,0.04,1.56
2017-09-03,69,4.0,,0.04,2.7600000000000002
2017-09-04,69,4.0,,0.04,2.7600000000000002
2017-09-05,100,4.0,,0.04,4.0
2017-09-06,75,4.0,,0.04,3.0
2017-09-07,70,4.0,,0.04,2.8000000000000003
2017-09-08,55,4.0,,0.04,2.2
2017-09-09,32,4.0,,0.04,1.28
2017-09-10,67,4.0,,0.04,2.68
2017-09-11,90,4.0,,0.04,3.6
2017-09-12,74,4.0,,0.04,2.96
2017-09-13,72,4.0,,0.04,2.88
2017-09-14,68,4.0,,0.04,2.72
2017-09-15,60,4.0,,0.04,2.4
2017-09-16,33,4.0,,0.04,1.32
2017-09-17,63,4.0,,0.04,2.52
2017-09-18,96,4.0,,0.04,3.84
2017-09-19,77,4.0,,0.04,3.08
2017-09-20,69,4.0,,0.04,2.7600000000000002
2017-09-21,61,4.0,,0.04,2.44
2017-09-22,64,4.0,,0.04,2.56
2017-09-23,31,4.0,,0.04,1.24
2017-09-24,64,4.0,,0.04,2.56
2017-09-25,90,4.0,,0.04,3.6
2017-09-26,79,4.0,,0.04,3.16
2017-09-27,67,4.0,,0.04,2.68
2017-09-28,65,4.0,,0.04,2.6
2017-09-29,61,4.0,,0.04,2.44
2017-09-30,31,4.0,,0.04,1.24
2017-10-01,64,4.0,False,0.04,2.56
2017-10-02,84,4.0,,0.04,3.36
2017-10-03,68,4.0,,0.04,2.72
2017-10-04,63,4.0,,0.04,2.52
2017-10-05,58,4.0,,0.04,2.32
2017-10-06,60,4.0,,0.04,2.4
2017-10-07,31,4.0,,0.04,1.24
2017-10-08,66,4.0,,0.04,2.64
2017-10-09,83,4.0,,0.04,3.3200000000000003
2017-10-10,73,4.0,,0.04,2.92
2017-10-11,67,4.0,,0.04,2.68
2017-10-12,64,4.0,,0.04,2.56
2017-10-13,59,4.0,,0.04,2.36
2017-10-14,37,4.0,,0.04,1.48
2017-10-15,71,4.0,,0.04,2.84
2017-10-16,90,4.0,,0.04,3.6
2017-10-17,78,4.0,,0.04,3.12
2017-10-18,69,4.0,,0.04,2.7600000000000002
2017-10-19,65,4.0,,0.04,2.6
2017-10-20,54,4.0,,0.04,2.16
2017-10-21,27,4.0,,0.04,1.08
2017-10-22,63,4.0,,0.04,2.52
2017-10-23,93,4.0,,0.04,3.72
2017-10-24,74,4.0,,0.04,2.96
2017-10-25,67,4.0,,0.04,2.68
2017-10-26,63,4.0,,0.04,2.52
2017-10-27,58,4.0,,0.04,2.32
2017-10-28,31,4.0,,0.04,1.24
2017-10-29,64,4.0,,0.04,2.56
2017-10-30,100,4.0,,0.04,4.0
2017-10-31,70,4.0,,0.04,2.8000000000000003
2017-11-01,65,4.0,False,0.04,2.6
2017-11-02,65,4.0,,0.04,2.6
2017-11-03,61,4.0,,0.04,2.44
2017-11-04,34,4.0,,0.04,1.36
2017-11-05,59,4.0,,0.04,2.36
2017-11-06,92,4.0,,0.04,3.68
2017-11-07,70,4.0,,0.04,2.8000000000000003
2017-11-08,62,4.0,,0.04,2.48
2017-11-09,60,4.0,,0.04,2.4
2017-11-10,48,4.0,,0.04,1.92
2017-11-11,27,4.0,,0.04,1.08
2017-11-12,59,4.0,,0.04,2.36
2017-11-13,88,4.0,,0.04,3.52
2017-11-14,79,4.0,,0.04,3.16
2017-11-15,65,4.0,,0.04,2.6
2017-11-16,64,4.0,,0.04,2.56
2017-11-17,58,4.0,,0.04,2.32
2017-11-18,36,4.0,,0.04,1.44
2017-11-19,63,4.0,,0.04,2.52
2017-11-20,100,4.0,,0.04,4.0
2017-11-21,68,4.0,,0.04,2.72
2017-11-22,59,4.0,,0.04,2.36
2017-11-23,25,4.0,,0.04,1.0
2017-11-24,35,4.0,,0.04,1.4000000000000001
2017-11-25,27,4.0,,0.04,1.08
2017-11-26,67,4.0,,0.04,2.68
2017-11-27,86,4.0,,0.04,3.44
2017-11-28,80,4.0,,0.04,3.2
2017-11-29,73,4.0,,0.04,2.92
2017-11-30,63,4.0,,0.04,2.52
2017-12-01,58,5.0,False,0.05,2.9000000000000004
2017-12-02,33,5.0,,0.05,1.6500000000000001
2017-12-03,66,5.0,,0.05,3.3000000000000003
2017-12-04,95,5.0,,0.05,4.75
2017-12-05,79,5.0,,0.05,3.95
2017-12-06,64,5.0,,0.05,3.2
2017-12-07,63,5.0,,0.05,3.1500000000000004
2017-12-08,56,5.0,,0.05,2.8000000000000003
2017-12-09,34,5.0,,0.05,1.7000000000000002
2017-12-10,67,5.0,,0.05,3.35
2017-12-11,96,5.0,,0.05,4.800000000000001
2017-12-12,72,5.0,,0.05,3.6
2017-12-13,66,5.0,,0.05,3.3000000000000003
2017-12-14,59,5.0,,0.05,2.95
2017-12-15,59,5.0,,0.05,2.95
2017-12-16,30,5.0,,0.05,1.5
2017-12-17,79,5.0,,0.05,3.95
2017-12-18,96,5.0,,0.05,4.800000000000001
2017-12-19,79,5.0,,0.05,3.95
2017-12-20,66,5.0,,0.05,3.3000000000000003
2017-12-21,63,5.0,,0.05,3.1500000000000004
2017-12-22,54,5.0,,0.05,2.7
2017-12-23,36,5.0,,0.05,1.8
2017-12-24,67,5.0,,0.05,3.35
2017-12-25,47,5.0,,0.05,2.35
2017-12-26,100,5.0,,0.05,5.0
2017-12-27,84,5.0,,0.05,4.2
2017-12-28,72,5.0,,0.05,3.6
2017-12-29,67,5.0,,0.05,3.35
2017-12-30,36,5.0,,0.05,1.8
2017-12-31,79,5.0,,0.05,3.95
2018-01-01,56,6.0,False,0.06,3.36
2018-01-02,96,6.0,,0.06,5.76
2018-01-03,76,6.0,,0.06,4.56
2018-01-04,67,6.0,,0.06,4.02
2018-01-05,66,6.0,,0.06,3.96
2018-01-06,36,6.0,,0.06,2.16
2018-01-07,72,6.0,,0.06,4.32
2018-01-08,100,6.0,,0.06,6.0
2018-01-09,77,6.0,,0.06,4.62
2018-01-10,66,6.0,,0.06,3.96
2018-01-11,60,6.0,,0.06,3.5999999999999996
2018-01-12,57,6.0,,0.06,3.42
2018-01-13,35,6.0,,0.06,2.1
2018-01-14,68,6.0,,0.06,4.08
2018-01-15,71,6.0,,0.06,4.26
2018-01-16,77,6.0,,0.06,4.62
2018-01-17,69,6.0,,0.06,4.14
2018-01-18,60,6.0,,0.06,3.5999999999999996
2018-01-19,61,6.0,,0.06,3.6599999999999997
2018-01-20,45,6.0,,0.06,2.6999999999999997
2018-01-21,79,6.0,,0.06,4.74
2018-01-22,94,6.0,,0.06,5.64
2018-01-23,68,6.0,,0.06,4.08
2018-01-24,65,6.0,,0.06,3.9
2018-01-25,64,6.0,,0.06,3.84
2018-01-26,54,6.0,,0.06,3.2399999999999998
2018-01-27,35,6.0,,0.06,2.1
2018-01-28,78,6.0,,0.06,4.68
2018-01-29,92,6.0,,0.06,5.52
2018-01-30,70,6.0,,0.06,4.2
2018-01-31,78,6.0,,0.06,4.68
2018-02-01,77,5.0,False,0.05,3.85
2018-02-02,70,5.0,,0.05,3.5
2018-02-03,43,5.0,,0.05,2.15
2018-02-04,76,5.0,,0.05,3.8000000000000003
2018-02-05,100,5.0,,0.05,5.0
2018-02-06,79,5.0,,0.05,3.95
2018-02-07,63,5.0,,0.05,3.1500000000000004
2018-02-08,64,5.0,,0.05,3.2
2018-02-09,54,5.0,,0.05,2.7
2018-02-10,37,5.0,,0.05,1.85
2018-02-11,76,5.0,,0.05,3.8000000000000003
2018-02-12,93,5.0,,0.05,4.65
2018-02-13,75,5.0,,0.05,3.75
2018-02-14,61,5.0,,0.05,3.0500000000000003
2018-02-15,56,5.0,,0.05,2.8000000000000003
2018-02-16,49,5.0,,0.05,2.45
2018-02-17,31,5.0,,0.05,1.55
2018-02-18,72,5.0,,0.05,3.6
2018-02-19,84,5.0,,0.05,4.2
2018-02-20,81,5.0,,0.05,4.05
2018-02-21,68,5.0,,0.05,3.4000000000000004
2018-02-22,58,5.0,,0.05,2.9000000000000004
2018-02-23,54,5.0,,0.05,2.7
2018-02-24,33,5.0,,0.05,1.6500000000000001
2018-02-25,72,5.0,,0.05,3.6
2018-02-26,89,5.0,,0.05,4.45
2018-02-27,71,5.0,,0.05,3.5500000000000003
2018-02-28,63,5.0,,0.05,3.1500000000000004
2018-03-01,66,4.0,False,0.04,2.64
2018-03-02,56,4.0,,0.04,2.24
2018-03-03,31,4.0,,0.04,1.24
2018-03-04,75,4.0,,0.04,3.0
2018-03-05,98,4.0,,0.04,3.92
2018-03-06,79,4.0,,0.04,3.16
2018-03-07,71,4.0,,0.04,2.84
2018-03-08,63,4.0,,0.04,2.52
2018-03-09,59,4.0,,0.04,2.36
2018-03-10,39,4.0,,0.04,1.56
2018-03-11,77,4.0,,0.04,3.08
2018-03-12,100,4.0,,0.04,4.0
2018-03-13,76,4.0,,0.04,3.04
2018-03-14,61,4.0,,0.04,2.44
2018-03-15,62,4.0,,0.04,2.48
2018-03-16,54,4.0,,0.04,2.16
2018-03-17,33,4.0,,0.04,1.32
2018-03-18,84,4.0,,0.04,3.36
2018-03-19,92,4.0,,0.04,3.68
2018-03-20,79,4.0,,0.04,3.16
2018-03-21,61,4.0,,0.04,2.44
2018-03-22,60,4.0,,0.04,2.4
2018-03-23,56,4.0,,0.04,2.24
2018-03-24,28,4.0,,0.04,1.12
2018-03-25,76,4.0,,0.04,3.04
2018-03-26,98,4.0,,0.04,3.92
2018-03-27,75,4.0,,0.04,3.0
2018-03-28,66,4.0,,0.04,2.64
2018-03-29,55,4.0,,0.04,2.2
2018-03-30,53,4.0,,0.04,2.12
2018-03-31,33,4.0,,0.04,1.32
2018-04-01,69,5.0,False,0.05,3.45
2018-04-02,100,5.0,,0.05,5.0
2018-04-03,78,5.0,,0.05,3.9000000000000004
2018-04-04,67,5.0,,0.05,3.35
2018-04-05,62,5.0,,0.05,3.1
2018-04-06,56,5.0,,0.05,2.8000000000000003
2018-04-07,37,5.0,,0.05,1.85
2018-04-08,81,5.0,,0.05,4.05
2018-04-09,93,5.0,,0.05,4.65
2018-04-10,76,5.0,,0.05,3.8000000000000003
2018-04-11,67,5.0,,0.05,3.35
2018-04-12,61,5.0,,0.05,3.0500000000000003
2018-04-13,54,5.0,,0.05,2.7
2018-04-14,36,5.0,,0.05,1.8
2018-04-15,68,5.0,,0.05,3.4000000000000004
2018-04-16,89,5.0,,0.05,4.45
2018-04-17,79,5.0,,0.05,3.95
2018-04-18,65,5.0,,0.05,3.25
2018-04-19,61,5.0,,0.05,3.0500000000000003
2018-04-20,48,5.0,,0.05,2.4000000000000004
2018-04-21,29,5.0,,0.05,1.4500000000000002
2018-04-22,67,5.0,,0.05,3.35
2018-04-23,90,5.0,,0.05,4.5
2018-04-24,71,5.0,,0.05,3.5500000000000003
2018-04-25,68,5.0,,0.05,3.4000000000000004
2018-04-26,58,5.0,,0.05,2.9000000000000004
2018-04-27,52,5.0,,0.05,2.6
2018-04-28,30,5.0,,0.05,1.5
2018-04-29,64,5.0,,0.05,3.2
2018-04-30,93,5.0,,0.05,4.65
2018-05-01,82,4.0,False,0.04,3.2800000000000002
2018-05-02,67,4.0,,0.04,2.68
2018-05-03,64,4.0,,0.04,2.56
2018-05-04,77,4.0,,0.04,3.08
2018-05-05,37,4.0,,0.04,1.48
2018-05-06,72,4.0,,0.04,2.88
2018-05-07,100,4.0,,0.04,4.0
2018-05-08,78,4.0,,0.04,3.12
2018-05-09,71,4.0,,0.04,2.84
2018-05-10,65,4.0,,0.04,2.6
2018-05-11,59,4.0,,0.04,2.36
2018-05-12,33,4.0,,0.04,1.32
2018-05-13,70,4.0,,0.04,2.8000000000000003
2018-05-14,97,4.0,,0.04,3.88
2018-05-15,76,4.0,,0.04,3.04
2018-05-16,65,4.0,,0.04,2.6
2018-05-17,65,4.0,,0.04,2.6
2018-05-18,59,4.0,,0.04,2.36
2018-05-19,29,4.0,,0.04,1.16
2018-05-20,71,4.0,,0.04,2.84
2018-05-21,93,4.0,,0.04,3.72
