date,unemployment_unscaled,unemployment_monthly,isPartial,scale,unemployment
2010-01-01,21,15.0,False,0.15,3.15
2010-01-02,28,15.0,,0.15,4.2
2010-01-03,100,15.0,,0.15,15.0
2010-01-04,88,15.0,,0.15,13.2
2010-01-05,63,15.0,,0.15,9.45
2010-01-06,54,15.0,,0.15,8.1
2010-01-07,51,15.0,,0.15,7.6499999999999995
2010-01-08,49,15.0,,0.15,7.35
2010-01-09,27,15.0,,0.15,4.05
2010-01-10,95,15.0,,0.15,14.25
2010-01-11,91,15.0,,0.15,13.65
2010-01-12,66,15.0,,0.15,9.9
2010-01-13,52,15.0,,0.15,7.8
2010-01-14,47,15.0,,0.15,7.05
2010-01-15,42,15.0,,0.15,6.3
2010-01-16,29,15.0,,0.15,4.35
2010-01-17,89,15.0,,0.15,13.35
2010-01-18,71,15.0,,0.15,10.65
2010-01-19,73,15.0,,0.15,10.95
2010-01-20,64,15.0,,0.15,9.6
2010-01-21,53,15.0,,0.15,7.949999999999999
2010-01-22,55,15.0,,0.15,8.25
2010-01-23,32,15.0,,0.15,4.8
2010-01-24,96,15.0,,0.15,14.399999999999999
2010-01-25,90,15.0,,0.15,13.5
2010-01-26,66,15.0,,0.15,9.9
2010-01-27,54,15.0,,0.15,8.1
2010-01-28,52,15.0,,0.15,7.8
2010-01-29,47,15.0,,0.15,7.05
2010-01-30,29,15.0,,0.15,4.35
2010-01-31,86,15.0,,0.15,12.9
2010-02-01,88,14.0,False,0.14,12.32
2010-02-02,59,14.0,,0.14,8.260000000000002
2010-02-03,47,14.0,,0.14,6.580000000000001
2010-02-04,45,14.0,,0.14,6.300000000000001
2010-02-05,45,14.0,,0.14,6.300000000000001
2010-02-06,28,14.0,,0.14,3.9200000000000004
2010-02-07,81,14.0,,0.14,11.340000000000002
2010-02-08,79,14.0,,0.14,11.06
2010-02-09,55,14.0,,0.14,7.700000000000001
2010-02-10,44,14.0,,0.14,6.16
2010-02-11,41,14.0,,0.14,5.74
2010-02-12,37,14.0,,0.14,5.180000000000001
2010-02-13,25,14.0,,0.14,3.5000000000000004
2010-02-14,87,14.0,,0.14,12.180000000000001
2010-02-15,72,14.0,,0.14,10.080000000000002
2010-02-16,66,14.0,,0.14,9.24
2010-02-17,56,14.0,,0.14,7.840000000000001
2010-02-18,47,14.0,,0.14,6.580000000000001
2010-02-19,39,14.0,,0.14,5.460000000000001
2010-02-20,25,14.0,,0.14,3.5000000000000004
2010-02-21,90,14.0,,0.14,12.600000000000001
2010-02-22,82,14.0,,0.14,11.48
2010-02-23,60,14.0,,0.14,8.4
2010-02-24,53,14.0,,0.14,7.420000000000001
2010-02-25,47,14.0,,0.14,6.580000000000001
2010-02-26,51,14.0,,0.14,7.140000000000001
2010-02-27,36,14.0,,0.14,5.040000000000001
2010-02-28,100,14.0,,0.14,14.000000000000002
2010-03-01,68,15.0,False,0.15,10.2
2010-03-02,53,15.0,,0.15,7.949999999999999
2010-03-03,49,15.0,,0.15,7.35
2010-03-04,35,15.0,,0.15,5.25
2010-03-05,35,15.0,,0.15,5.25
2010-03-06,22,15.0,,0.15,3.3
2010-03-07,58,15.0,,0.15,8.7
2010-03-08,57,15.0,,0.15,8.549999999999999
2010-03-09,43,15.0,,0.15,6.45
2010-03-10,41,15.0,,0.15,6.1499999999999995
2010-03-11,36,15.0,,0.15,5.3999999999999995
2010-03-12,27,15.0,,0.15,4.05
2010-03-13,18,15.0,,0.15,2.6999999999999997
2010-03-14,62,15.0,,0.15,9.299999999999999
2010-03-15,56,15.0,,0.15,8.4
2010-03-16,41,15.0,,0.15,6.1499999999999995
2010-03-17,31,15.0,,0.15,4.6499999999999995
2010-03-18,31,15.0,,0.15,4.6499999999999995
2010-03-19,28,15.0,,0.15,4.2
2010-03-20,19,15.0,,0.15,2.85
2010-03-21,65,15.0,,0.15,9.75
2010-03-22,55,15.0,,0.15,8.25
2010-03-23,40,15.0,,0.15,6.0
2010-03-24,33,15.0,,0.15,4.95
2010-03-25,29,15.0,,0.15,4.35
2010-03-26,30,15.0,,0.15,4.5
2010-03-27,19,15.0,,0.15,2.85
2010-03-28,100,15.0,,0.15,15.0
2010-03-29,64,15.0,,0.15,9.6
2010-03-30,39,15.0,,0.15,5.85
2010-03-31,35,15.0,,0.15,5.25
2010-04-01,44,14.0,False,0.14,6.16
2010-04-02,43,14.0,,0.14,6.0200000000000005
2010-04-03,28,14.0,,0.14,3.9200000000000004
2010-04-04,90,14.0,,0.14,12.600000000000001
2010-04-05,88,14.0,,0.14,12.32
2010-04-06,57,14.0,,0.14,7.98
2010-04-07,48,14.0,,0.14,6.720000000000001
2010-04-08,42,14.0,,0.14,5.880000000000001
2010-04-09,42,14.0,,0.14,5.880000000000001
2010-04-10,28,14.0,,0.14,3.9200000000000004
2010-04-11,86,14.0,,0.14,12.040000000000001
2010-04-12,88,14.0,,0.14,12.32
2010-04-13,74,14.0,,0.14,10.360000000000001
2010-04-14,60,14.0,,0.14,8.4
2010-04-15,60,14.0,,0.14,8.4
2010-04-16,64,14.0,,0.14,8.96
2010-04-17,37,14.0,,0.14,5.180000000000001
2010-04-18,100,14.0,,0.14,14.000000000000002
2010-04-19,81,14.0,,0.14,11.340000000000002
2010-04-20,60,14.0,,0.14,8.4
2010-04-21,53,14.0,,0.14,7.420000000000001
2010-04-22,44,14.0,,0.14,6.16
2010-04-23,40,14.0,,0.14,5.6000000000000005
2010-04-24,26,14.0,,0.14,3.6400000000000006
2010-04-25,86,14.0,,0.14,12.040000000000001
2010-04-26,78,14.0,,0.14,10.920000000000002
2010-04-27,52,14.0,,0.14,7.280000000000001
2010-04-28,46,14.0,,0.14,6.44
2010-04-29,41,14.0,,0.14,5.74
2010-04-30,41,14.0,,0.14,5.74
2010-05-01,32,13.0,False,0.13,4.16
2010-05-02,91,13.0,,0.13,11.83
2010-05-03,88,13.0,,0.13,11.440000000000001
2010-05-04,63,13.0,,0.13,8.19
2010-05-05,48,13.0,,0.13,6.24
2010-05-06,44,13.0,,0.13,5.720000000000001
2010-05-07,45,13.0,,0.13,5.8500000000000005
2010-05-08,30,13.0,,0.13,3.9000000000000004
2010-05-09,93,13.0,,0.13,12.09
2010-05-10,91,13.0,,0.13,11.83
2010-05-11,59,13.0,,0.13,7.67
2010-05-12,53,13.0,,0.13,6.890000000000001
2010-05-13,46,13.0,,0.13,5.98
2010-05-14,43,13.0,,0.13,5.59
2010-05-15,30,13.0,,0.13,3.9000000000000004
2010-05-16,100,13.0,,0.13,13.0
2010-05-17,83,13.0,,0.13,10.790000000000001
2010-05-18,55,13.0,,0.13,7.15
2010-05-19,50,13.0,,0.13,6.5
2010-05-20,49,13.0,,0.13,6.37
2010-05-21,48,13.0,,0.13,6.24
2010-05-22,29,13.0,,0.13,3.77
2010-05-23,92,13.0,,0.13,11.96
2010-05-24,82,13.0,,0.13,10.66
2010-05-25,58,13.0,,0.13,7.54
2010-05-26,53,13.0,,0.13,6.890000000000001
2010-05-27,49,13.0,,0.13,6.37
2010-05-28,46,13.0,,0.13,5.98
2010-05-29,32,13.0,,0.13,4.16
2010-05-30,90,13.0,,0.13,11.700000000000001
2010-05-31,67,13.0,,0.13,8.71
2010-06-01,66,16.0,False,0.16,10.56
2010-06-02,52,16.0,,0.16,8.32
2010-06-03,43,16.0,,0.16,6.88
2010-06-04,41,16.0,,0.16,6.5600000000000005
2010-06-05,25,16.0,,0.16,4.0
2010-06-06,69,16.0,,0.16,11.040000000000001
2010-06-07,76,16.0,,0.16,12.16
2010-06-08,56,16.0,,0.16,8.96
2010-06-09,44,16.0,,0.16,7.04
2010-06-10,47,16.0,,0.16,7.5200000000000005
2010-06-11,41,16.0,,0.16,6.5600000000000005
2010-06-12,25,16.0,,0.16,4.0
2010-06-13,86,16.0,,0.16,13.76
2010-06-14,76,16.0,,0.16,12.16
2010-06-15,57,16.0,,0.16,9.120000000000001
2010-06-16,53,16.0,,0.16,8.48
2010-06-17,52,16.0,,0.16,8.32
2010-06-18,54,16.0,,0.16,8.64
2010-06-19,30,16.0,,0.16,4.8
2010-06-20,83,16.0,,0.16,13.280000000000001
2010-06-21,87,16.0,,0.16,13.92
2010-06-22,66,16.0,,0.16,10.56
2010-06-23,59,16.0,,0.16,9.44
2010-06-24,61,16.0,,0.16,9.76
2010-06-25,76,16.0,,0.16,12.16
2010-06-26,47,16.0,,0.16,7.5200000000000005
2010-06-27,100,16.0,,0.16,16.0
2010-06-28,96,16.0,,0.16,15.36
2010-06-29,72,16.0,,0.16,11.52
2010-06-30,76,16.0,,0.16,12.16
2010-07-01,59,19.0,False,0.19,11.21
2010-07-02,49,19.0,,0.19,9.31
2010-07-03,26,19.0,,0.19,4.94
2010-07-04,57,19.0,,0.19,10.83
2010-07-05,53,19.0,,0.19,10.07
2010-07-06,54,19.0,,0.19,10.26
2010-07-07,49,19.0,,0.19,9.31
2010-07-08,38,19.0,,0.19,7.22
2010-07-09,37,19.0,,0.19,7.03
2010-07-10,22,19.0,,0.19,4.18
2010-07-11,57,19.0,,0.19,10.83
2010-07-12,78,19.0,,0.19,14.82
2010-07-13,66,19.0,,0.19,12.540000000000001
2010-07-14,61,19.0,,0.19,11.59
2010-07-15,48,19.0,,0.19,9.120000000000001
2010-07-16,44,19.0,,0.19,8.36
2010-07-17,31,19.0,,0.19,5.89
2010-07-18,63,19.0,,0.19,11.97
2010-07-19,73,19.0,,0.19,13.870000000000001
2010-07-20,100,19.0,,0.19,19.0
2010-07-21,90,19.0,,0.19,17.1
2010-07-22,75,19.0,,0.19,14.25
2010-07-23,61,19.0,,0.19,11.59
2010-07-24,35,19.0,,0.19,6.65
2010-07-25,64,19.0,,0.19,12.16
2010-07-26,65,19.0,,0.19,12.35
2010-07-27,48,19.0,,0.19,9.120000000000001
2010-07-28,36,19.0,,0.19,6.84
2010-07-29,37,19.0,,0.19,7.03
2010-07-30,29,19.0,,0.19,5.51
2010-07-31,22,19.0,,0.19,4.18
2010-08-01,99,12.0,False,0.12,11.879999999999999
2010-08-02,99,12.0,,0.12,11.879999999999999
2010-08-03,71,12.0,,0.12,8.52
2010-08-04,57,12.0,,0.12,6.84
2010-08-05,53,12.0,,0.12,6.359999999999999
2010-08-06,53,12.0,,0.12,6.359999999999999
2010-08-07,31,12.0,,0.12,3.7199999999999998
2010-08-08,100,12.0,,0.12,12.0
2010-08-09,86,12.0,,0.12,10.32
2010-08-10,63,12.0,,0.12,7.56
2010-08-11,57,12.0,,0.12,6.84
2010-08-12,53,12.0,,0.12,6.359999999999999
2010-08-13,43,12.0,,0.12,5.16
2010-08-14,28,12.0,,0.12,3.36
2010-08-15,93,12.0,,0.12,11.16
2010-08-16,83,12.0,,0.12,9.959999999999999
2010-08-17,64,12.0,,0.12,7.68
2010-08-18,46,12.0,,0.12,5.52
2010-08-19,50,12.0,,0.12,6.0
2010-08-20,45,12.0,,0.12,5.3999999999999995
2010-08-21,29,12.0,,0.12,3.48
2010-08-22,95,12.0,,0.12,11.4
2010-08-23,84,12.0,,0.12,10.08
2010-08-24,58,12.0,,0.12,6.96
2010-08-25,48,12.0,,0.12,5.76
2010-08-26,44,12.0,,0.12,5.279999999999999
2010-08-27,40,12.0,,0.12,4.8
2010-08-28,26,12.0,,0.12,3.12
2010-08-29,84,12.0,,0.12,10.08
2010-08-30,84,12.0,,0.12,10.08
2010-08-31,60,12.0,,0.12,7.199999999999999
2010-09-01,56,11.0,False,0.11,6.16
2010-09-02,48,11.0,,0.11,5.28
2010-09-03,47,11.0,,0.11,5.17
2010-09-04,26,11.0,,0.11,2.86
2010-09-05,87,11.0,,0.11,9.57
2010-09-06,64,11.0,,0.11,7.04
2010-09-07,82,11.0,,0.11,9.02
2010-09-08,64,11.0,,0.11,7.04
2010-09-09,57,11.0,,0.11,6.2700000000000005
2010-09-10,44,11.0,,0.11,4.84
2010-09-11,24,11.0,,0.11,2.64
2010-09-12,100,11.0,,0.11,11.0
2010-09-13,97,11.0,,0.11,10.67
2010-09-14,63,11.0,,0.11,6.93
2010-09-15,57,11.0,,0.11,6.2700000000000005
2010-09-16,44,11.0,,0.11,4.84
2010-09-17,47,11.0,,0.11,5.17
2010-09-18,28,11.0,,0.11,3.08
2010-09-19,94,11.0,,0.11,10.34
2010-09-20,90,11.0,,0.11,9.9
2010-09-21,65,11.0,,0.11,7.15
2010-09-22,53,11.0,,0.11,5.83
2010-09-23,46,11.0,,0.11,5.06
2010-09-24,39,11.0,,0.11,4.29
2010-09-25,28,11.0,,0.11,3.08
2010-09-26,99,11.0,,0.11,10.89
2010-09-27,90,11.0,,0.11,9.9
2010-09-28,60,11.0,,0.11,6.6
2010-09-29,49,11.0,,0.11,5.39
2010-09-30,45,11.0,,0.11,4.95
2010-10-01,40,11.0,False,0.11,4.4
2010-10-02,29,11.0,,0.11,3.19
2010-10-03,93,11.0,,0.11,10.23
2010-10-04,86,11.0,,0.11,9.46
2010-10-05,62,11.0,,0.11,6.82
2010-10-06,53,11.0,,0.11,5.83
2010-10-07,44,11.0,,0.11,4.84
2010-10-08,51,11.0,,0.11,5.61
2010-10-09,28,11.0,,0.11,3.08
2010-10-10,90,11.0,,0.11,9.9
2010-10-11,75,11.0,,0.11,8.25
2010-10-12,64,11.0,,0.11,7.04
2010-10-13,57,11.0,,0.11,6.2700000000000005
2010-10-14,49,11.0,,0.11,5.39
2010-10-15,46,11.0,,0.11,5.06
2010-10-16,27,11.0,,0.11,2.97
2010-10-17,94,11.0,,0.11,10.34
2010-10-18,85,11.0,,0.11,9.35
2010-10-19,58,11.0,,0.11,6.38
2010-10-20,52,11.0,,0.11,5.72
2010-10-21,44,11.0,,0.11,4.84
2010-10-22,42,11.0,,0.11,4.62
2010-10-23,24,11.0,,0.11,2.64
2010-10-24,92,11.0,,0.11,10.12
2010-10-25,86,11.0,,0.11,9.46
2010-10-26,59,11.0,,0.11,6.49
2010-10-27,52,11.0,,0.11,5.72
2010-10-28,45,11.0,,0.11,4.95
2010-10-29,40,11.0,,0.11,4.4
2010-10-30,25,11.0,,0.11,2.75
2010-10-31,100,11.0,,0.11,11.0
2010-11-01,97,11.0,False,0.11,10.67
2010-11-02,61,11.0,,0.11,6.71
2010-11-03,53,11.0,,0.11,5.83
2010-11-04,46,11.0,,0.11,5.06
2010-11-05,47,11.0,,0.11,5.17
2010-11-06,27,11.0,,0.11,2.97
2010-11-07,94,11.0,,0.11,10.34
2010-11-08,89,11.0,,0.11,9.790000000000001
2010-11-09,58,11.0,,0.11,6.38
2010-11-10,55,11.0,,0.11,6.05
2010-11-11,41,11.0,,0.11,4.51
2010-11-12,48,11.0,,0.11,5.28
2010-11-13,32,11.0,,0.11,3.52
2010-11-14,97,11.0,,0.11,10.67
2010-11-15,90,11.0,,0.11,9.9
2010-11-16,62,11.0,,0.11,6.82
2010-11-17,59,11.0,,0.11,6.49
2010-11-18,58,11.0,,0.11,6.38
2010-11-19,52,11.0,,0.11,5.72
2010-11-20,34,11.0,,0.11,3.74
2010-11-21,94,11.0,,0.11,10.34
2010-11-22,87,11.0,,0.11,9.57
2010-11-23,58,11.0,,0.11,6.38
2010-11-24,50,11.0,,0.11,5.5
2010-11-25,22,11.0,,0.11,2.42
2010-11-26,35,11.0,,0.11,3.85
2010-11-27,30,11.0,,0.11,3.3
2010-11-28,100,11.0,,0.11,11.0
2010-11-29,99,11.0,,0.11,10.89
2010-11-30,85,11.0,,0.11,9.35
2010-12-01,79,14.0,False,0.14,11.06
2010-12-02,66,14.0,,0.14,9.24
2010-12-03,60,14.0,,0.14,8.4
2010-12-04,39,14.0,,0.14,5.460000000000001
2010-12-05,88,14.0,,0.14,12.32
2010-12-06,97,14.0,,0.14,13.580000000000002
2010-12-07,100,14.0,,0.14,14.000000000000002
2010-12-08,72,14.0,,0.14,10.080000000000002
2010-12-09,60,14.0,,0.14,8.4
2010-12-10,51,14.0,,0.14,7.140000000000001
2010-12-11,35,14.0,,0.14,4.9
2010-12-12,85,14.0,,0.14,11.9
2010-12-13,86,14.0,,0.14,12.040000000000001
2010-12-14,69,14.0,,0.14,9.66
2010-12-15,63,14.0,,0.14,8.82
2010-12-16,60,14.0,,0.14,8.4
2010-12-17,75,14.0,,0.14,10.500000000000002
2010-12-18,46,14.0,,0.14,6.44
2010-12-19,95,14.0,,0.14,13.3
2010-12-20,93,14.0,,0.14,13.020000000000001
2010-12-21,62,14.0,,0.14,8.680000000000001
2010-12-22,52,14.0,,0.14,7.280000000000001
2010-12-23,42,14.0,,0.14,5.880000000000001
2010-12-24,25,14.0,,0.14,3.5000000000000004
2010-12-25,15,14.0,,0.14,2.1
2010-12-26,86,14.0,,0.14,12.040000000000001
2010-12-27,78,14.0,,0.14,10.920000000000002
2010-12-28,63,14.0,,0.14,8.82
2010-12-29,53,14.0,,0.14,7.420000000000001
2010-12-30,45,14.0,,0.14,6.300000000000001
2010-12-31,32,14.0,,0.14,4.48
2011-01-01,23,16.0,False,0.16,3.68
2011-01-02,95,16.0,,0.16,15.200000000000001
2011-01-03,100,16.0,,0.16,16.0
2011-01-04,72,16.0,,0.16,11.52
2011-01-05,61,16.0,,0.16,9.76
2011-01-06,50,16.0,,0.16,8.0
2011-01-07,52,16.0,,0.16,8.32
2011-01-08,30,16.0,,0.16,4.8
2011-01-09,85,16.0,,0.16,13.6
2011-01-10,89,16.0,,0.16,14.24
2011-01-11,61,16.0,,0.16,9.76
2011-01-12,54,16.0,,0.16,8.64
2011-01-13,51,16.0,,0.16,8.16
2011-01-14,47,16.0,,0.16,7.5200000000000005
2011-01-15,31,16.0,,0.16,4.96
2011-01-16,87,16.0,,0.16,13.92
2011-01-17,80,16.0,,0.16,12.8
2011-01-18,77,16.0,,0.16,12.32
2011-01-19,63,16.0,,0.16,10.08
2011-01-20,54,16.0,,0.16,8.64
2011-01-21,50,16.0,,0.16,8.0
2011-01-22,33,16.0,,0.16,5.28
2011-01-23,87,16.0,,0.16,13.92
2011-01-24,91,16.0,,0.16,14.56
2011-01-25,67,16.0,,0.16,10.72
2011-01-26,58,16.0,,0.16,9.28
2011-01-27,46,16.0,,0.16,7.36
2011-01-28,47,16.0,,0.16,7.5200000000000005
2011-01-29,31,16.0,,0.16,4.96
2011-01-30,85,16.0,,0.16,13.6
2011-01-31,83,16.0,,0.16,13.280000000000001
2011-02-01,66,13.0,False,0.13,8.58
2011-02-02,55,13.0,,0.13,7.15
2011-02-03,49,13.0,,0.13,6.37
2011-02-04,52,13.0,,0.13,6.76
2011-02-05,32,13.0,,0.13,4.16
2011-02-06,100,13.0,,0.13,13.0
2011-02-07,94,13.0,,0.13,12.22
2011-02-08,68,13.0,,0.13,8.84
2011-02-09,50,13.0,,0.13,6.5
2011-02-10,50,13.0,,0.13,6.5
2011-02-11,43,13.0,,0.13,5.59
2011-02-12,27,13.0,,0.13,3.5100000000000002
2011-02-13,97,13.0,,0.13,12.610000000000001
2011-02-14,83,13.0,,0.13,10.790000000000001
2011-02-15,63,13.0,,0.13,8.19
2011-02-16,49,13.0,,0.13,6.37
2011-02-17,42,13.0,,0.13,5.46
2011-02-18,41,13.0,,0.13,5.33
2011-02-19,25,13.0,,0.13,3.25
2011-02-20,85,13.0,,0.13,11.05
2011-02-21,73,13.0,,0.13,9.49
2011-02-22,65,13.0,,0.13,8.450000000000001
2011-02-23,54,13.0,,0.13,7.0200000000000005
2011-02-24,45,13.0,,0.13,5.8500000000000005
2011-02-25,36,13.0,,0.13,4.68
2011-02-26,26,13.0,,0.13,3.38
2011-02-27,87,13.0,,0.13,11.31
2011-02-28,80,13.0,,0.13,10.4
2011-03-01,68,11.0,False,0.11,7.48
2011-03-02,55,11.0,,0.11,6.05
2011-03-03,53,11.0,,0.11,5.83
2011-03-04,46,11.0,,0.11,5.06
2011-03-05,29,11.0,,0.11,3.19
2011-03-06,99,11.0,,0.11,10.89
2011-03-07,92,11.0,,0.11,10.12
2011-03-08,65,11.0,,0.11,7.15
2011-03-09,52,11.0,,0.11,5.72
2011-03-10,45,11.0,,0.11,4.95
2011-03-11,39,11.0,,0.11,4.29
2011-03-12,22,11.0,,0.11,2.42
2011-03-13,83,11.0,,0.11,9.13
2011-03-14,84,11.0,,0.11,9.24
2011-03-15,62,11.0,,0.11,6.82
2011-03-16,50,11.0,,0.11,5.5
2011-03-17,43,11.0,,0.11,4.73
2011-03-18,38,11.0,,0.11,4.18
2011-03-19,24,11.0,,0.11,2.64
2011-03-20,100,11.0,,0.11,11.0
2011-03-21,90,11.0,,0.11,9.9
2011-03-22,59,11.0,,0.11,6.49
2011-03-23,49,11.0,,0.11,5.39
2011-03-24,44,11.0,,0.11,4.84
2011-03-25,44,11.0,,0.11,4.84
2011-03-26,28,11.0,,0.11,3.08
2011-03-27,95,11.0,,0.11,10.45
2011-03-28,88,11.0,,0.11,9.68
2011-03-29,59,11.0,,0.11,6.49
2011-03-30,49,11.0,,0.11,5.39
2011-03-31,45,11.0,,0.11,4.95
2011-04-01,44,11.0,False,0.11,4.84
2011-04-02,29,11.0,,0.11,3.19
2011-04-03,99,11.0,,0.11,10.89
2011-04-04,90,11.0,,0.11,9.9
2011-04-05,62,11.0,,0.11,6.82
2011-04-06,55,11.0,,0.11,6.05
2011-04-07,51,11.0,,0.11,5.61
2011-04-08,51,11.0,,0.11,5.61
2011-04-09,32,11.0,,0.11,3.52
2011-04-10,100,11.0,,0.11,11.0
2011-04-11,87,11.0,,0.11,9.57
2011-04-12,61,11.0,,0.11,6.71
2011-04-13,58,11.0,,0.11,6.38
2011-04-14,48,11.0,,0.11,5.28
2011-04-15,44,11.0,,0.11,4.84
2011-04-16,26,11.0,,0.11,2.86
2011-04-17,97,11.0,,0.11,10.67
2011-04-18,90,11.0,,0.11,9.9
2011-04-19,64,11.0,,0.11,7.04
2011-04-20,53,11.0,,0.11,5.83
2011-04-21,43,11.0,,0.11,4.73
2011-04-22,35,11.0,,0.11,3.85
2011-04-23,22,11.0,,0.11,2.42
2011-04-24,93,11.0,,0.11,10.23
2011-04-25,89,11.0,,0.11,9.790000000000001
2011-04-26,60,11.0,,0.11,6.6
2011-04-27,51,11.0,,0.11,5.61
2011-04-28,44,11.0,,0.11,4.84
2011-04-29,39,11.0,,0.11,4.29
2011-04-30,25,11.0,,0.11,2.75
2011-05-01,96,11.0,False,0.11,10.56
2011-05-02,88,11.0,,0.11,9.68
2011-05-03,62,11.0,,0.11,6.82
2011-05-04,48,11.0,,0.11,5.28
2011-05-05,45,11.0,,0.11,4.95
2011-05-06,43,11.0,,0.11,4.73
2011-05-07,23,11.0,,0.11,2.53
2011-05-08,93,11.0,,0.11,10.23
2011-05-09,93,11.0,,0.11,10.23
2011-05-10,63,11.0,,0.11,6.93
2011-05-11,52,11.0,,0.11,5.72
2011-05-12,46,11.0,,0.11,5.06
2011-05-13,38,11.0,,0.11,4.18
2011-05-14,25,11.0,,0.11,2.75
2011-05-15,100,11.0,,0.11,11.0
2011-05-16,93,11.0,,0.11,10.23
2011-05-17,63,11.0,,0.11,6.93
2011-05-18,49,11.0,,0.11,5.39
2011-05-19,46,11.0,,0.11,5.06
2011-05-20,38,11.0,,0.11,4.18
2011-05-21,22,11.0,,0.11,2.42
2011-05-22,98,11.0,,0.11,10.78
2011-05-23,89,11.0,,0.11,9.790000000000001
2011-05-24,64,11.0,,0.11,7.04
2011-05-25,49,11.0,,0.11,5.39
2011-05-26,45,11.0,,0.11,4.95
2011-05-27,42,11.0,,0.11,4.62
2011-05-28,24,11.0,,0.11,2.64
2011-05-29,96,11.0,,0.11,10.56
2011-05-30,72,11.0,,0.11,7.92
2011-05-31,83,11.0,,0.11,9.13
2011-06-01,66,11.0,False,0.11,7.26
2011-06-02,52,11.0,,0.11,5.72
2011-06-03,51,11.0,,0.11,5.61
2011-06-04,34,11.0,,0.11,3.74
2011-06-05,99,11.0,,0.11,10.89
2011-06-06,94,11.0,,0.11,10.34
2011-06-07,67,11.0,,0.11,7.37
2011-06-08,56,11.0,,0.11,6.16
2011-06-09,42,11.0,,0.11,4.62
2011-06-10,40,11.0,,0.11,4.4
2011-06-11,28,11.0,,0.11,3.08
2011-06-12,100,11.0,,0.11,11.0
2011-06-13,100,11.0,,0.11,11.0
2011-06-14,69,11.0,,0.11,7.59
2011-06-15,53,11.0,,0.11,5.83
2011-06-16,48,11.0,,0.11,5.28
2011-06-17,42,11.0,,0.11,4.62
2011-06-18,25,11.0,,0.11,2.75
2011-06-19,94,11.0,,0.11,10.34
2011-06-20,91,11.0,,0.11,10.01
2011-06-21,61,11.0,,0.11,6.71
2011-06-22,49,11.0,,0.11,5.39
2011-06-23,48,11.0,,0.11,5.28
2011-06-24,41,11.0,,0.11,4.51
2011-06-25,25,11.0,,0.11,2.75
2011-06-26,97,11.0,,0.11,10.67
2011-06-27,93,11.0,,0.11,10.23
2011-06-28,64,11.0,,0.11,7.04
2011-06-29,53,11.0,,0.11,5.83
2011-06-30,49,11.0,,0.11,5.39
2011-07-01,42,12.0,False,0.12,5.04
2011-07-02,23,12.0,,0.12,2.76
2011-07-03,89,12.0,,0.12,10.68
2011-07-04,64,12.0,,0.12,7.68
2011-07-05,80,12.0,,0.12,9.6
2011-07-06,58,12.0,,0.12,6.96
2011-07-07,50,12.0,,0.12,6.0
2011-07-08,53,12.0,,0.12,6.359999999999999
2011-07-09,28,12.0,,0.12,3.36
2011-07-10,98,12.0,,0.12,11.76
2011-07-11,92,12.0,,0.12,11.04
2011-07-12,62,12.0,,0.12,7.4399999999999995
2011-07-13,46,12.0,,0.12,5.52
2011-07-14,43,12.0,,0.12,5.16
2011-07-15,44,12.0,,0.12,5.279999999999999
2011-07-16,24,12.0,,0.12,2.88
2011-07-17,100,12.0,,0.12,12.0
2011-07-18,85,12.0,,0.12,10.2
2011-07-19,58,12.0,,0.12,6.96
2011-07-20,54,12.0,,0.12,6.4799999999999995
2011-07-21,42,12.0,,0.12,5.04
2011-07-22,38,12.0,,0.12,4.56
2011-07-23,22,12.0,,0.12,2.6399999999999997
2011-07-24,92,12.0,,0.12,11.04
2011-07-25,79,12.0,,0.12,9.48
2011-07-26,63,12.0,,0.12,7.56
2011-07-27,46,12.0,,0.12,5.52
2011-07-28,45,12.0,,0.12,5.3999999999999995
2011-07-29,39,12.0,,0.12,4.68
2011-07-30,23,12.0,,0.12,2.76
2011-07-31,94,12.0,,0.12,11.28
2011-08-01,99,12.0,False,0.12,11.879999999999999
2011-08-02,71,12.0,,0.12,8.52
2011-08-03,58,12.0,,0.12,6.96
2011-08-04,54,12.0,,0.12,6.4799999999999995
2011-08-05,51,12.0,,0.12,6.12
2011-08-06,29,12.0,,0.12,3.48
2011-08-07,100,12.0,,0.12,12.0
2011-08-08,96,12.0,,0.12,11.52
2011-08-09,67,12.0,,0.12,8.04
2011-08-10,58,12.0,,0.12,6.96
2011-08-11,50,12.0,,0.12,6.0
2011-08-12,44,12.0,,0.12,5.279999999999999
2011-08-13,27,12.0,,0.12,3.2399999999999998
2011-08-14,97,12.0,,0.12,11.639999999999999
2011-08-15,96,12.0,,0.12,11.52
2011-08-16,65,12.0,,0.12,7.8
2011-08-17,52,12.0,,0.12,6.24
2011-08-18,49,12.0,,0.12,5.88
2011-08-19,46,12.0,,0.12,5.52
2011-08-20,28,12.0,,0.12,3.36
2011-08-21,99,12.0,,0.12,11.879999999999999
2011-08-22,97,12.0,,0.12,11.639999999999999
2011-08-23,62,12.0,,0.12,7.4399999999999995
2011-08-24,56,12.0,,0.12,6.72
2011-08-25,49,12.0,,0.12,5.88
2011-08-26,42,12.0,,0.12,5.04
2011-08-27,24,12.0,,0.12,2.88
2011-08-28,96,12.0,,0.12,11.52
2011-08-29,90,12.0,,0.12,10.799999999999999
2011-08-30,61,12.0,,0.12,7.319999999999999
2011-08-31,55,12.0,,0.12,6.6
