date,nasdaq_unscaled,nasdaq_monthly,isPartial,scale,nasdaq
2015-09-13,10,31.0,,0.31,3.1
2015-09-14,70,31.0,,0.31,21.7
2015-09-15,69,31.0,,0.31,21.39
2015-09-16,86,31.0,,0.31,26.66
2015-09-17,88,31.0,,0.31,27.28
2015-09-18,77,31.0,,0.31,23.87
2015-09-19,21,31.0,,0.31,6.51
2015-09-20,16,31.0,,0.31,4.96
2015-09-21,86,31.0,,0.31,26.66
2015-09-22,84,31.0,,0.31,26.04
2015-09-23,63,31.0,,0.31,19.53
2015-09-24,70,31.0,,0.31,21.7
2015-09-25,63,31.0,,0.31,19.53
2015-09-26,14,31.0,,0.31,4.34
2015-09-27,22,31.0,,0.31,6.82
2015-09-28,69,31.0,,0.31,21.39
2015-09-29,71,31.0,,0.31,22.01
2015-09-30,89,31.0,,0.31,27.59
2015-10-01,78,32.0,False,0.32,24.96
2015-10-02,74,32.0,,0.32,23.68
2015-10-03,17,32.0,,0.32,5.44
2015-10-04,21,32.0,,0.32,6.72
2015-10-05,81,32.0,,0.32,25.92
2015-10-06,84,32.0,,0.32,26.88
2015-10-07,59,32.0,,0.32,18.88
2015-10-08,77,32.0,,0.32,24.64
2015-10-09,100,32.0,,0.32,32.0
2015-10-10,27,32.0,,0.32,8.64
2015-10-11,25,32.0,,0.32,8.0
2015-10-12,75,32.0,,0.32,24.0
2015-10-13,69,32.0,,0.32,22.080000000000002
2015-10-14,71,32.0,,0.32,22.72
2015-10-15,81,32.0,,0.32,25.92
2015-10-16,89,32.0,,0.32,28.48
2015-10-17,25,32.0,,0.32,8.0
2015-10-18,21,32.0,,0.32,6.72
2015-10-19,61,32.0,,0.32,19.52
2015-10-20,73,32.0,,0.32,23.36
2015-10-21,79,32.0,,0.32,25.28
2015-10-22,85,32.0,,0.32,27.2
2015-10-23,100,32.0,,0.32,32.0
2015-10-24,30,32.0,,0.32,9.6
2015-10-25,28,32.0,,0.32,8.96
2015-10-26,90,32.0,,0.32,28.8
2015-10-27,88,32.0,,0.32,28.16
2015-10-28,85,32.0,,0.32,27.2
2015-10-29,83,32.0,,0.32,26.560000000000002
2015-10-30,83,32.0,,0.32,26.560000000000002
2015-10-31,23,32.0,,0.32,7.36
2015-11-01,22,28.0,False,0.28,6.16
2015-11-02,74,28.0,,0.28,20.720000000000002
2015-11-03,96,28.0,,0.28,26.880000000000003
2015-11-04,82,28.0,,0.28,22.96
2015-11-05,83,28.0,,0.28,23.240000000000002
2015-11-06,90,28.0,,0.28,25.200000000000003
2015-11-07,44,28.0,,0.28,12.32
2015-11-08,29,28.0,,0.28,8.120000000000001
2015-11-09,85,28.0,,0.28,23.8
2015-11-10,92,28.0,,0.28,25.76
2015-11-11,83,28.0,,0.28,23.240000000000002
2015-11-12,80,28.0,,0.28,22.400000000000002
2015-11-13,82,28.0,,0.28,22.96
2015-11-14,35,28.0,,0.28,9.8
2015-11-15,24,28.0,,0.28,6.720000000000001
2015-11-16,70,28.0,,0.28,19.6
2015-11-17,100,28.0,,0.28,28.000000000000004
2015-11-18,71,28.0,,0.28,19.880000000000003
2015-11-19,82,28.0,,0.28,22.96
2015-11-20,88,28.0,,0.28,24.64
2015-11-21,30,28.0,,0.28,8.4
2015-11-22,15,28.0,,0.28,4.2
2015-11-23,79,28.0,,0.28,22.12
2015-11-24,87,28.0,,0.28,24.360000000000003
2015-11-25,54,28.0,,0.28,15.120000000000001
2015-11-26,30,28.0,,0.28,8.4
2015-11-27,53,28.0,,0.28,14.840000000000002
2015-11-28,25,28.0,,0.28,7.000000000000001
2015-11-29,23,28.0,,0.28,6.44
2015-11-30,60,28.0,,0.28,16.8
2015-12-01,94,25.0,False,0.25,23.5
2015-12-02,69,25.0,,0.25,17.25
2015-12-03,80,25.0,,0.25,20.0
2015-12-04,58,25.0,,0.25,14.5
2015-12-05,40,25.0,,0.25,10.0
2015-12-06,21,25.0,,0.25,5.25
2015-12-07,74,25.0,,0.25,18.5
2015-12-08,77,25.0,,0.25,19.25
2015-12-09,90,25.0,,0.25,22.5
2015-12-10,91,25.0,,0.25,22.75
2015-12-11,62,25.0,,0.25,15.5
2015-12-12,21,25.0,,0.25,5.25
2015-12-13,16,25.0,,0.25,4.0
2015-12-14,76,25.0,,0.25,19.0
2015-12-15,63,25.0,,0.25,15.75
2015-12-16,75,25.0,,0.25,18.75
2015-12-17,83,25.0,,0.25,20.75
2015-12-18,66,25.0,,0.25,16.5
2015-12-19,40,25.0,,0.25,10.0
2015-12-20,15,25.0,,0.25,3.75
2015-12-21,47,25.0,,0.25,11.75
2015-12-22,66,25.0,,0.25,16.5
2015-12-23,100,25.0,,0.25,25.0
2015-12-24,53,25.0,,0.25,13.25
2015-12-25,14,25.0,,0.25,3.5
2015-12-26,13,25.0,,0.25,3.25
2015-12-27,7,25.0,,0.25,1.75
2015-12-28,52,25.0,,0.25,13.0
2015-12-29,75,25.0,,0.25,18.75
2015-12-30,94,25.0,,0.25,23.5
2015-12-31,97,25.0,,0.25,24.25
2016-01-01,24,31.0,False,0.31,7.4399999999999995
2016-01-02,30,31.0,,0.31,9.3
2016-01-03,11,31.0,,0.31,3.41
2016-01-04,75,31.0,,0.31,23.25
2016-01-05,58,31.0,,0.31,17.98
2016-01-06,72,31.0,,0.31,22.32
2016-01-07,87,31.0,,0.31,26.97
2016-01-08,80,31.0,,0.31,24.8
2016-01-09,31,31.0,,0.31,9.61
2016-01-10,24,31.0,,0.31,7.4399999999999995
2016-01-11,84,31.0,,0.31,26.04
2016-01-12,75,31.0,,0.31,23.25
2016-01-13,84,31.0,,0.31,26.04
2016-01-14,79,31.0,,0.31,24.49
2016-01-15,100,31.0,,0.31,31.0
2016-01-16,28,31.0,,0.31,8.68
2016-01-17,27,31.0,,0.31,8.37
2016-01-18,35,31.0,,0.31,10.85
2016-01-19,75,31.0,,0.31,23.25
2016-01-20,98,31.0,,0.31,30.38
2016-01-21,82,31.0,,0.31,25.419999999999998
2016-01-22,74,31.0,,0.31,22.94
2016-01-23,27,31.0,,0.31,8.37
2016-01-24,16,31.0,,0.31,4.96
2016-01-25,60,31.0,,0.31,18.6
2016-01-26,68,31.0,,0.31,21.08
2016-01-27,81,31.0,,0.31,25.11
2016-01-28,75,31.0,,0.31,23.25
2016-01-29,87,31.0,,0.31,26.97
2016-01-30,27,31.0,,0.31,8.37
2016-01-31,22,31.0,,0.31,6.82
2016-02-01,73,30.0,False,0.3,21.9
2016-02-02,78,30.0,,0.3,23.4
2016-02-03,84,30.0,,0.3,25.2
2016-02-04,95,30.0,,0.3,28.5
2016-02-05,77,30.0,,0.3,23.099999999999998
2016-02-06,43,30.0,,0.3,12.9
2016-02-07,23,30.0,,0.3,6.8999999999999995
2016-02-08,100,30.0,,0.3,30.0
2016-02-09,89,30.0,,0.3,26.7
2016-02-10,86,30.0,,0.3,25.8
2016-02-11,95,30.0,,0.3,28.5
2016-02-12,88,30.0,,0.3,26.4
2016-02-13,29,30.0,,0.3,8.7
2016-02-14,14,30.0,,0.3,4.2
2016-02-15,45,30.0,,0.3,13.5
2016-02-16,65,30.0,,0.3,19.5
2016-02-17,69,30.0,,0.3,20.7
2016-02-18,77,30.0,,0.3,23.099999999999998
2016-02-19,48,30.0,,0.3,14.399999999999999
2016-02-20,31,30.0,,0.3,9.299999999999999
2016-02-21,20,30.0,,0.3,6.0
2016-02-22,75,30.0,,0.3,22.5
2016-02-23,74,30.0,,0.3,22.2
2016-02-24,61,30.0,,0.3,18.3
2016-02-25,70,30.0,,0.3,21.0
2016-02-26,65,30.0,,0.3,19.5
2016-02-27,25,30.0,,0.3,7.5
2016-02-28,19,30.0,,0.3,5.7
2016-02-29,67,30.0,,0.3,20.099999999999998
2016-03-01,84,27.0,False,0.27,22.68
2016-03-02,92,27.0,,0.27,24.840000000000003
2016-03-03,95,27.0,,0.27,25.650000000000002
2016-03-04,81,27.0,,0.27,21.87
2016-03-05,36,27.0,,0.27,9.72
2016-03-06,15,27.0,,0.27,4.050000000000001
2016-03-07,88,27.0,,0.27,23.76
2016-03-08,79,27.0,,0.27,21.330000000000002
2016-03-09,92,27.0,,0.27,24.840000000000003
2016-03-10,78,27.0,,0.27,21.060000000000002
2016-03-11,70,27.0,,0.27,18.900000000000002
2016-03-12,23,27.0,,0.27,6.210000000000001
2016-03-13,21,27.0,,0.27,5.67
2016-03-14,78,27.0,,0.27,21.060000000000002
2016-03-15,91,27.0,,0.27,24.57
2016-03-16,71,27.0,,0.27,19.17
2016-03-17,82,27.0,,0.27,22.14
2016-03-18,96,27.0,,0.27,25.92
2016-03-19,30,27.0,,0.27,8.100000000000001
2016-03-20,25,27.0,,0.27,6.75
2016-03-21,83,27.0,,0.27,22.41
2016-03-22,100,27.0,,0.27,27.0
2016-03-23,87,27.0,,0.27,23.490000000000002
2016-03-24,84,27.0,,0.27,22.68
2016-03-25,40,27.0,,0.27,10.8
2016-03-26,23,27.0,,0.27,6.210000000000001
2016-03-27,15,27.0,,0.27,4.050000000000001
2016-03-28,69,27.0,,0.27,18.630000000000003
2016-03-29,80,27.0,,0.27,21.6
2016-03-30,91,27.0,,0.27,24.57
2016-03-31,99,27.0,,0.27,26.73
2016-04-01,96,27.0,False,0.27,25.92
2016-04-02,41,27.0,,0.27,11.07
2016-04-03,32,27.0,,0.27,8.64
2016-04-04,73,27.0,,0.27,19.71
2016-04-05,90,27.0,,0.27,24.3
2016-04-06,80,27.0,,0.27,21.6
2016-04-07,67,27.0,,0.27,18.09
2016-04-08,82,27.0,,0.27,22.14
2016-04-09,37,27.0,,0.27,9.99
2016-04-10,22,27.0,,0.27,5.94
2016-04-11,98,27.0,,0.27,26.46
2016-04-12,85,27.0,,0.27,22.950000000000003
2016-04-13,79,27.0,,0.27,21.330000000000002
2016-04-14,89,27.0,,0.27,24.03
2016-04-15,70,27.0,,0.27,18.900000000000002
2016-04-16,44,27.0,,0.27,11.88
2016-04-17,23,27.0,,0.27,6.210000000000001
2016-04-18,83,27.0,,0.27,22.41
2016-04-19,91,27.0,,0.27,24.57
2016-04-20,76,27.0,,0.27,20.520000000000003
2016-04-21,90,27.0,,0.27,24.3
2016-04-22,84,27.0,,0.27,22.68
2016-04-23,30,27.0,,0.27,8.100000000000001
2016-04-24,30,27.0,,0.27,8.100000000000001
2016-04-25,65,27.0,,0.27,17.55
2016-04-26,60,27.0,,0.27,16.200000000000003
2016-04-27,99,27.0,,0.27,26.73
2016-04-28,100,27.0,,0.27,27.0
2016-04-29,98,27.0,,0.27,26.46
2016-04-30,28,27.0,,0.27,7.5600000000000005
2016-05-01,19,23.0,False,0.23,4.37
2016-05-02,83,23.0,,0.23,19.09
2016-05-03,80,23.0,,0.23,18.400000000000002
2016-05-04,72,23.0,,0.23,16.560000000000002
2016-05-05,63,23.0,,0.23,14.49
2016-05-06,66,23.0,,0.23,15.180000000000001
2016-05-07,17,23.0,,0.23,3.91
2016-05-08,21,23.0,,0.23,4.83
2016-05-09,56,23.0,,0.23,12.88
2016-05-10,82,23.0,,0.23,18.86
2016-05-11,63,23.0,,0.23,14.49
2016-05-12,100,23.0,,0.23,23.0
2016-05-13,53,23.0,,0.23,12.190000000000001
2016-05-14,15,23.0,,0.23,3.45
2016-05-15,7,23.0,,0.23,1.61
2016-05-16,63,23.0,,0.23,14.49
2016-05-17,60,23.0,,0.23,13.8
2016-05-18,72,23.0,,0.23,16.560000000000002
2016-05-19,45,23.0,,0.23,10.35
2016-05-20,51,23.0,,0.23,11.73
2016-05-21,24,23.0,,0.23,5.5200000000000005
2016-05-22,21,23.0,,0.23,4.83
2016-05-23,42,23.0,,0.23,9.66
2016-05-24,72,23.0,,0.23,16.560000000000002
2016-05-25,83,23.0,,0.23,19.09
2016-05-26,68,23.0,,0.23,15.64
2016-05-27,59,23.0,,0.23,13.57
2016-05-28,15,23.0,,0.23,3.45
2016-05-29,25,23.0,,0.23,5.75
2016-05-30,13,23.0,,0.23,2.99
2016-05-31,54,23.0,,0.23,12.42
2016-06-01,27,28.0,False,0.28,7.5600000000000005
2016-06-02,21,28.0,,0.28,5.880000000000001
2016-06-03,36,28.0,,0.28,10.080000000000002
2016-06-04,9,28.0,,0.28,2.5200000000000005
2016-06-05,6,28.0,,0.28,1.6800000000000002
2016-06-06,22,28.0,,0.28,6.16
2016-06-07,37,28.0,,0.28,10.360000000000001
2016-06-08,28,28.0,,0.28,7.840000000000001
2016-06-09,25,28.0,,0.28,7.000000000000001
2016-06-10,25,28.0,,0.28,7.000000000000001
2016-06-11,7,28.0,,0.28,1.9600000000000002
2016-06-12,7,28.0,,0.28,1.9600000000000002
2016-06-13,33,28.0,,0.28,9.24
2016-06-14,25,28.0,,0.28,7.000000000000001
2016-06-15,32,28.0,,0.28,8.96
2016-06-16,23,28.0,,0.28,6.44
2016-06-17,14,28.0,,0.28,3.9200000000000004
2016-06-18,6,28.0,,0.28,1.6800000000000002
2016-06-19,3,28.0,,0.28,0.8400000000000001
2016-06-20,27,28.0,,0.28,7.5600000000000005
2016-06-21,21,28.0,,0.28,5.880000000000001
2016-06-22,27,28.0,,0.28,7.5600000000000005
2016-06-23,23,28.0,,0.28,6.44
2016-06-24,100,28.0,,0.28,28.000000000000004
2016-06-25,27,28.0,,0.28,7.5600000000000005
2016-06-26,11,28.0,,0.28,3.08
2016-06-27,40,28.0,,0.28,11.200000000000001
2016-06-28,49,28.0,,0.28,13.72
2016-06-29,30,28.0,,0.28,8.4
2016-06-30,35,28.0,,0.28,9.8
2016-07-01,75,28.0,False,0.28,21.000000000000004
2016-07-02,29,28.0,,0.28,8.120000000000001
2016-07-03,25,28.0,,0.28,7.000000000000001
2016-07-04,30,28.0,,0.28,8.4
2016-07-05,65,28.0,,0.28,18.200000000000003
2016-07-06,82,28.0,,0.28,22.96
2016-07-07,59,28.0,,0.28,16.520000000000003
2016-07-08,75,28.0,,0.28,21.000000000000004
2016-07-09,26,28.0,,0.28,7.280000000000001
2016-07-10,19,28.0,,0.28,5.32
2016-07-11,81,28.0,,0.28,22.680000000000003
2016-07-12,83,28.0,,0.28,23.240000000000002
2016-07-13,82,28.0,,0.28,22.96
2016-07-14,89,28.0,,0.28,24.92
2016-07-15,82,28.0,,0.28,22.96
2016-07-16,29,28.0,,0.28,8.120000000000001
2016-07-17,27,28.0,,0.28,7.5600000000000005
2016-07-18,83,28.0,,0.28,23.240000000000002
2016-07-19,80,28.0,,0.28,22.400000000000002
2016-07-20,72,28.0,,0.28,20.160000000000004
2016-07-21,88,28.0,,0.28,24.64
2016-07-22,71,28.0,,0.28,19.880000000000003
2016-07-23,39,28.0,,0.28,10.920000000000002
2016-07-24,28,28.0,,0.28,7.840000000000001
2016-07-25,90,28.0,,0.28,25.200000000000003
2016-07-26,83,28.0,,0.28,23.240000000000002
2016-07-27,79,28.0,,0.28,22.12
2016-07-28,100,28.0,,0.28,28.000000000000004
2016-07-29,85,28.0,,0.28,23.8
2016-07-30,26,28.0,,0.28,7.280000000000001
2016-07-31,25,28.0,,0.28,7.000000000000001
2016-08-01,87,27.0,False,0.27,23.490000000000002
2016-08-02,69,27.0,,0.27,18.630000000000003
2016-08-03,74,27.0,,0.27,19.98
2016-08-04,100,27.0,,0.27,27.0
2016-08-05,87,27.0,,0.27,23.490000000000002
2016-08-06,24,27.0,,0.27,6.48
2016-08-07,21,27.0,,0.27,5.67
2016-08-08,77,27.0,,0.27,20.790000000000003
2016-08-09,82,27.0,,0.27,22.14
2016-08-10,65,27.0,,0.27,17.55
2016-08-11,69,27.0,,0.27,18.630000000000003
2016-08-12,74,27.0,,0.27,19.98
2016-08-13,24,27.0,,0.27,6.48
2016-08-14,20,27.0,,0.27,5.4
2016-08-15,63,27.0,,0.27,17.01
2016-08-16,73,27.0,,0.27,19.71
2016-08-17,56,27.0,,0.27,15.120000000000001
2016-08-18,64,27.0,,0.27,17.28
2016-08-19,55,27.0,,0.27,14.850000000000001
2016-08-20,20,27.0,,0.27,5.4
2016-08-21,21,27.0,,0.27,5.67
2016-08-22,70,27.0,,0.27,18.900000000000002
2016-08-23,69,27.0,,0.27,18.630000000000003
2016-08-24,69,27.0,,0.27,18.630000000000003
2016-08-25,67,27.0,,0.27,18.09
2016-08-26,53,27.0,,0.27,14.31
2016-08-27,27,27.0,,0.27,7.290000000000001
2016-08-28,17,27.0,,0.27,4.59
2016-08-29,61,27.0,,0.27,16.470000000000002
2016-08-30,64,27.0,,0.27,17.28
2016-08-31,70,27.0,,0.27,18.900000000000002
2016-09-01,63,24.0,False,0.24,15.12
2016-09-02,67,24.0,,0.24,16.08
2016-09-03,25,24.0,,0.24,6.0
2016-09-04,19,24.0,,0.24,4.56
2016-09-05,28,24.0,,0.24,6.72
2016-09-06,80,24.0,,0.24,19.2
2016-09-07,72,24.0,,0.24,17.28
2016-09-08,89,24.0,,0.24,21.36
2016-09-09,96,24.0,,0.24,23.04
2016-09-10,33,24.0,,0.24,7.92
2016-09-11,28,24.0,,0.24,6.72
2016-09-12,100,24.0,,0.24,24.0
2016-09-13,76,24.0,,0.24,18.24
2016-09-14,97,24.0,,0.24,23.279999999999998
2016-09-15,88,24.0,,0.24,21.119999999999997
2016-09-16,67,24.0,,0.24,16.08
2016-09-17,16,24.0,,0.24,3.84
2016-09-18,23,24.0,,0.24,5.52
2016-09-19,79,24.0,,0.24,18.96
2016-09-20,93,24.0,,0.24,22.32
2016-09-21,85,24.0,,0.24,20.4
2016-09-22,87,24.0,,0.24,20.88
2016-09-23,77,24.0,,0.24,18.48
2016-09-24,34,24.0,,0.24,8.16
2016-09-25,40,24.0,,0.24,9.6
2016-09-26,70,24.0,,0.24,16.8
2016-09-27,91,24.0,,0.24,21.84
2016-09-28,80,24.0,,0.24,19.2
2016-09-29,94,24.0,,0.24,22.56
2016-09-30,94,24.0,,0.24,22.56
2016-10-01,24,27.0,False,0.27,6.48
2016-10-02,24,27.0,,0.27,6.48
2016-10-03,73,27.0,,0.27,19.71
2016-10-04,80,27.0,,0.27,21.6
2016-10-05,87,27.0,,0.27,23.490000000000002
2016-10-06,71,27.0,,0.27,19.17
2016-10-07,83,27.0,,0.27,22.41
2016-10-08,25,27.0,,0.27,6.75
2016-10-09,19,27.0,,0.27,5.130000000000001
2016-10-10,73,27.0,,0.27,19.71
2016-10-11,68,27.0,,0.27,18.36
2016-10-12,64,27.0,,0.27,17.28
2016-10-13,73,27.0,,0.27,19.71
2016-10-14,73,27.0,,0.27,19.71
2016-10-15,34,27.0,,0.27,9.18
2016-10-16,23,27.0,,0.27,6.210000000000001
2016-10-17,77,27.0,,0.27,20.790000000000003
2016-10-18,90,27.0,,0.27,24.3
2016-10-19,80,27.0,,0.27,21.6
2016-10-20,59,27.0,,0.27,15.930000000000001
2016-10-21,82,27.0,,0.27,22.14
2016-10-22,43,27.0,,0.27,11.610000000000001
2016-10-23,22,27.0,,0.27,5.94
2016-10-24,78,27.0,,0.27,21.060000000000002
2016-10-25,100,27.0,,0.27,27.0
2016-10-26,78,27.0,,0.27,21.060000000000002
2016-10-27,83,27.0,,0.27,22.41
2016-10-28,80,27.0,,0.27,21.6
2016-10-29,27,27.0,,0.27,7.290000000000001
2016-10-30,16,27.0,,0.27,4.32
2016-10-31,67,27.0,,0.27,18.09
2016-11-01,19,37.0,False,0.37,7.03
2016-11-02,16,37.0,,0.37,5.92
2016-11-03,20,37.0,,0.37,7.4
2016-11-04,20,37.0,,0.37,7.4
2016-11-05,8,37.0,,0.37,2.96
2016-11-06,4,37.0,,0.37,1.48
2016-11-07,20,37.0,,0.37,7.4
2016-11-08,24,37.0,,0.37,8.879999999999999
2016-11-09,100,37.0,,0.37,37.0
2016-11-10,59,37.0,,0.37,21.83
2016-11-11,36,37.0,,0.37,13.32
2016-11-12,11,37.0,,0.37,4.07
2016-11-13,10,37.0,,0.37,3.7
2016-11-14,31,37.0,,0.37,11.47
2016-11-15,32,37.0,,0.37,11.84
2016-11-16,31,37.0,,0.37,11.47
2016-11-17,22,37.0,,0.37,8.14
2016-11-18,17,37.0,,0.37,6.29
2016-11-19,7,37.0,,0.37,2.59
2016-11-20,4,37.0,,0.37,1.48
2016-11-21,26,37.0,,0.37,9.62
2016-11-22,28,37.0,,0.37,10.36
2016-11-23,27,37.0,,0.37,9.99
2016-11-24,5,37.0,,0.37,1.85
2016-11-25,16,37.0,,0.37,5.92
2016-11-26,6,37.0,,0.37,2.2199999999999998
2016-11-27,10,37.0,,0.37,3.7
2016-11-28,18,37.0,,0.37,6.66
2016-11-29,27,37.0,,0.37,9.99
2016-11-30,18,37.0,,0.37,6.66
2016-12-01,94,28.0,False,0.28,26.320000000000004
2016-12-02,100,28.0,,0.28,28.000000000000004
2016-12-03,31,28.0,,0.28,8.680000000000001
2016-12-04,16,28.0,,0.28,4.48
2016-12-05,57,28.0,,0.28,15.96
2016-12-06,73,28.0,,0.28,20.44
2016-12-07,83,28.0,,0.28,23.240000000000002
2016-12-08,63,28.0,,0.28,17.64
2016-12-09,70,28.0,,0.28,19.6
2016-12-10,31,28.0,,0.28,8.680000000000001
2016-12-11,21,28.0,,0.28,5.880000000000001
2016-12-12,56,28.0,,0.28,15.680000000000001
2016-12-13,72,28.0,,0.28,20.160000000000004
2016-12-14,56,28.0,,0.28,15.680000000000001
2016-12-15,67,28.0,,0.28,18.76
2016-12-16,55,28.0,,0.28,15.400000000000002
2016-12-17,30,28.0,,0.28,8.4
2016-12-18,31,28.0,,0.28,8.680000000000001
2016-12-19,68,28.0,,0.28,19.040000000000003
2016-12-20,49,28.0,,0.28,13.72
2016-12-21,68,28.0,,0.28,19.040000000000003
2016-12-22,55,28.0,,0.28,15.400000000000002
2016-12-23,53,28.0,,0.28,14.840000000000002
2016-12-24,14,28.0,,0.28,3.9200000000000004
2016-12-25,12,28.0,,0.28,3.3600000000000003
2016-12-26,41,28.0,,0.28,11.48
2016-12-27,61,28.0,,0.28,17.080000000000002
2016-12-28,69,28.0,,0.28,19.32
2016-12-29,35,28.0,,0.28,9.8
2016-12-30,47,28.0,,0.28,13.160000000000002
2016-12-31,27,28.0,,0.28,7.5600000000000005
2017-01-01,14,31.0,False,0.31,4.34
2017-01-02,28,31.0,,0.31,8.68
2017-01-03,68,31.0,,0.31,21.08
2017-01-04,65,31.0,,0.31,20.15
2017-01-05,77,31.0,,0.31,23.87
2017-01-06,75,31.0,,0.31,23.25
2017-01-07,17,31.0,,0.31,5.27
2017-01-08,18,31.0,,0.31,5.58
2017-01-09,74,31.0,,0.31,22.94
2017-01-10,60,31.0,,0.31,18.6
2017-01-11,72,31.0,,0.31,22.32
2017-01-12,73,31.0,,0.31,22.63
2017-01-13,68,31.0,,0.31,21.08
2017-01-14,33,31.0,,0.31,10.23
2017-01-15,19,31.0,,0.31,5.89
2017-01-16,34,31.0,,0.31,10.54
2017-01-17,65,31.0,,0.31,20.15
2017-01-18,60,31.0,,0.31,18.6
2017-01-19,69,31.0,,0.31,21.39
2017-01-20,73,31.0,,0.31,22.63
2017-01-21,70,31.0,,0.31,21.7
2017-01-22,35,31.0,,0.31,10.85
2017-01-23,62,31.0,,0.31,19.22
2017-01-24,83,31.0,,0.31,25.73
2017-01-25,100,31.0,,0.31,31.0
2017-01-26,75,31.0,,0.31,23.25
2017-01-27,65,31.0,,0.31,20.15
2017-01-28,26,31.0,,0.31,8.06
2017-01-29,27,31.0,,0.31,8.37
2017-01-30,66,31.0,,0.31,20.46
2017-01-31,73,31.0,,0.31,22.63
2017-02-01,93,34.0,False,0.34,31.62
2017-02-02,67,34.0,,0.34,22.78
2017-02-03,90,34.0,,0.34,30.6
2017-02-04,28,34.0,,0.34,9.520000000000001
2017-02-05,28,34.0,,0.34,9.520000000000001
2017-02-06,51,34.0,,0.34,17.34
2017-02-07,72,34.0,,0.34,24.48
2017-02-08,70,34.0,,0.34,23.8
2017-02-09,100,34.0,,0.34,34.0
2017-02-10,83,34.0,,0.34,28.220000000000002
2017-02-11,37,34.0,,0.34,12.58
2017-02-12,14,34.0,,0.34,4.760000000000001
2017-02-13,54,34.0,,0.34,18.360000000000003
2017-02-14,73,34.0,,0.34,24.82
2017-02-15,90,34.0,,0.34,30.6
2017-02-16,84,34.0,,0.34,28.560000000000002
2017-02-17,82,34.0,,0.34,27.880000000000003
2017-02-18,24,34.0,,0.34,8.16
2017-02-19,19,34.0,,0.34,6.460000000000001
2017-02-20,35,34.0,,0.34,11.9
2017-02-21,77,34.0,,0.34,26.180000000000003
2017-02-22,91,34.0,,0.34,30.94
2017-02-23,84,34.0,,0.34,28.560000000000002
2017-02-24,73,34.0,,0.34,24.82
2017-02-25,27,34.0,,0.34,9.180000000000001
2017-02-26,18,34.0,,0.34,6.12
2017-02-27,51,34.0,,0.34,17.34
2017-02-28,67,34.0,,0.34,22.78
2017-03-01,89,34.0,False,0.34,30.26
2017-03-02,100,34.0,,0.34,34.0
2017-03-03,82,34.0,,0.34,27.880000000000003
2017-03-04,25,34.0,,0.34,8.5
2017-03-05,17,34.0,,0.34,5.78
2017-03-06,81,34.0,,0.34,27.540000000000003
2017-03-07,74,34.0,,0.34,25.16
2017-03-08,88,34.0,,0.34,29.92
2017-03-09,77,34.0,,0.34,26.180000000000003
2017-03-10,84,34.0,,0.34,28.560000000000002
2017-03-11,30,34.0,,0.34,10.200000000000001
2017-03-12,23,34.0,,0.34,7.82
2017-03-13,76,34.0,,0.34,25.840000000000003
2017-03-14,84,34.0,,0.34,28.560000000000002
2017-03-15,69,34.0,,0.34,23.46
2017-03-16,71,34.0,,0.34,24.14
2017-03-17,62,34.0,,0.34,21.080000000000002
2017-03-18,21,34.0,,0.34,7.140000000000001
2017-03-19,18,34.0,,0.34,6.12
2017-03-20,73,34.0,,0.34,24.82
2017-03-21,80,34.0,,0.34,27.200000000000003
2017-03-22,88,34.0,,0.34,29.92
2017-03-23,69,34.0,,0.34,23.46
2017-03-24,78,34.0,,0.34,26.520000000000003
2017-03-25,29,34.0,,0.34,9.860000000000001
2017-03-26,17,34.0,,0.34,5.78
2017-03-27,68,34.0,,0.34,23.12
2017-03-28,79,34.0,,0.34,26.860000000000003
2017-03-29,80,34.0,,0.34,27.200000000000003
2017-03-30,75,34.0,,0.34,25.500000000000004
2017-03-31,71,34.0,,0.34,24.14
2017-04-01,19,29.0,False,0.29,5.51
2017-04-02,22,29.0,,0.29,6.38
2017-04-03,61,29.0,,0.29,17.689999999999998
2017-04-04,77,29.0,,0.29,22.33
2017-04-05,66,29.0,,0.29,19.139999999999997
2017-04-06,80,29.0,,0.29,23.2
2017-04-07,71,29.0,,0.29,20.59
2017-04-08,29,29.0,,0.29,8.41
2017-04-09,23,29.0,,0.29,6.67
2017-04-10,64,29.0,,0.29,18.56
2017-04-11,82,29.0,,0.29,23.779999999999998
2017-04-12,74,29.0,,0.29,21.459999999999997
2017-04-13,72,29.0,,0.29,20.88
2017-04-14,45,29.0,,0.29,13.049999999999999
2017-04-15,22,29.0,,0.29,6.38
2017-04-16,24,29.0,,0.29,6.959999999999999
2017-04-17,56,29.0,,0.29,16.24
2017-04-18,75,29.0,,0.29,21.75
2017-04-19,82,29.0,,0.29,23.779999999999998
2017-04-20,81,29.0,,0.29,23.49
2017-04-21,78,29.0,,0.29,22.619999999999997
2017-04-22,35,29.0,,0.29,10.149999999999999
2017-04-23,27,29.0,,0.29,7.829999999999999
2017-04-24,83,29.0,,0.29,24.069999999999997
2017-04-25,100,29.0,,0.29,28.999999999999996
2017-04-26,99,29.0,,0.29,28.709999999999997
2017-04-27,93,29.0,,0.29,26.97
2017-04-28,89,29.0,,0.29,25.81
2017-04-29,28,29.0,,0.29,8.12
2017-04-30,33,29.0,,0.29,9.569999999999999
2017-05-01,70,34.0,False,0.34,23.8
2017-05-02,84,34.0,,0.34,28.560000000000002
2017-05-03,63,34.0,,0.34,21.42
