date,default_unscaled,default_monthly,isPartial,scale,default
2010-01-01,72,92.0,False,0.92,66.24000000000001
2010-01-02,74,92.0,,0.92,68.08
2010-01-03,83,92.0,,0.92,76.36
2010-01-04,81,92.0,,0.92,74.52000000000001
2010-01-05,75,92.0,,0.92,69.0
2010-01-06,91,92.0,,0.92,83.72
2010-01-07,83,92.0,,0.92,76.36
2010-01-08,99,92.0,,0.92,91.08
2010-01-09,81,92.0,,0.92,74.52000000000001
2010-01-10,79,92.0,,0.92,72.68
2010-01-11,78,92.0,,0.92,71.76
2010-01-12,100,92.0,,0.92,92.0
2010-01-13,80,92.0,,0.92,73.60000000000001
2010-01-14,97,92.0,,0.92,89.24000000000001
2010-01-15,73,92.0,,0.92,67.16
2010-01-16,89,92.0,,0.92,81.88000000000001
2010-01-17,65,92.0,,0.92,59.800000000000004
2010-01-18,96,92.0,,0.92,88.32000000000001
2010-01-19,80,92.0,,0.92,73.60000000000001
2010-01-20,98,92.0,,0.92,90.16000000000001
2010-01-21,92,92.0,,0.92,84.64
2010-01-22,97,92.0,,0.92,89.24000000000001
2010-01-23,71,92.0,,0.92,65.32000000000001
2010-01-24,76,92.0,,0.92,69.92
2010-01-25,81,92.0,,0.92,74.52000000000001
2010-01-26,85,92.0,,0.92,78.2
2010-01-27,95,92.0,,0.92,87.4
2010-01-28,90,92.0,,0.92,82.8
2010-01-29,84,92.0,,0.92,77.28
2010-01-30,68,92.0,,0.92,62.56
2010-01-31,73,92.0,,0.92,67.16
2010-02-01,91,88.0,False,0.88,80.08
2010-02-02,67,88.0,,0.88,58.96
2010-02-03,89,88.0,,0.88,78.32000000000001
2010-02-04,100,88.0,,0.88,88.0
2010-02-05,96,88.0,,0.88,84.48
2010-02-06,60,88.0,,0.88,52.8
2010-02-07,71,88.0,,0.88,62.48
2010-02-08,92,88.0,,0.88,80.96
2010-02-09,84,88.0,,0.88,73.92
2010-02-10,74,88.0,,0.88,65.12
2010-02-11,86,88.0,,0.88,75.68
2010-02-12,76,88.0,,0.88,66.88
2010-02-13,74,88.0,,0.88,65.12
2010-02-14,68,88.0,,0.88,59.84
2010-02-15,72,88.0,,0.88,63.36
2010-02-16,81,88.0,,0.88,71.28
2010-02-17,83,88.0,,0.88,73.04
2010-02-18,89,88.0,,0.88,78.32000000000001
2010-02-19,82,88.0,,0.88,72.16
2010-02-20,63,88.0,,0.88,55.44
2010-02-21,78,88.0,,0.88,68.64
2010-02-22,78,88.0,,0.88,68.64
2010-02-23,84,88.0,,0.88,73.92
2010-02-24,76,88.0,,0.88,66.88
2010-02-25,98,88.0,,0.88,86.24
2010-02-26,86,88.0,,0.88,75.68
2010-02-27,61,88.0,,0.88,53.68
2010-02-28,54,88.0,,0.88,47.52
2010-03-01,87,91.0,False,0.91,79.17
2010-03-02,90,91.0,,0.91,81.9
2010-03-03,86,91.0,,0.91,78.26
2010-03-04,100,91.0,,0.91,91.0
2010-03-05,84,91.0,,0.91,76.44
2010-03-06,69,91.0,,0.91,62.79
2010-03-07,70,91.0,,0.91,63.7
2010-03-08,91,91.0,,0.91,82.81
2010-03-09,84,91.0,,0.91,76.44
2010-03-10,92,91.0,,0.91,83.72
2010-03-11,98,91.0,,0.91,89.18
2010-03-12,86,91.0,,0.91,78.26
2010-03-13,69,91.0,,0.91,62.79
2010-03-14,62,91.0,,0.91,56.42
2010-03-15,90,91.0,,0.91,81.9
2010-03-16,90,91.0,,0.91,81.9
2010-03-17,93,91.0,,0.91,84.63000000000001
2010-03-18,96,91.0,,0.91,87.36
2010-03-19,82,91.0,,0.91,74.62
2010-03-20,57,91.0,,0.91,51.870000000000005
2010-03-21,62,91.0,,0.91,56.42
2010-03-22,79,91.0,,0.91,71.89
2010-03-23,78,91.0,,0.91,70.98
2010-03-24,82,91.0,,0.91,74.62
2010-03-25,87,91.0,,0.91,79.17
2010-03-26,88,91.0,,0.91,80.08
2010-03-27,66,91.0,,0.91,60.06
2010-03-28,67,91.0,,0.91,60.97
2010-03-29,77,91.0,,0.91,70.07000000000001
2010-03-30,86,91.0,,0.91,78.26
2010-03-31,90,91.0,,0.91,81.9
2010-04-01,88,86.0,False,0.86,75.67999999999999
2010-04-02,80,86.0,,0.86,68.8
2010-04-03,76,86.0,,0.86,65.36
2010-04-04,75,86.0,,0.86,64.5
2010-04-05,96,86.0,,0.86,82.56
2010-04-06,87,86.0,,0.86,74.82
2010-04-07,100,86.0,,0.86,86.0
2010-04-08,77,86.0,,0.86,66.22
2010-04-09,83,86.0,,0.86,71.38
2010-04-10,79,86.0,,0.86,67.94
2010-04-11,66,86.0,,0.86,56.76
2010-04-12,76,86.0,,0.86,65.36
2010-04-13,84,86.0,,0.86,72.24
2010-04-14,94,86.0,,0.86,80.84
2010-04-15,87,86.0,,0.86,74.82
2010-04-16,76,86.0,,0.86,65.36
2010-04-17,71,86.0,,0.86,61.06
2010-04-18,69,86.0,,0.86,59.339999999999996
2010-04-19,83,86.0,,0.86,71.38
2010-04-20,94,86.0,,0.86,80.84
2010-04-21,84,86.0,,0.86,72.24
2010-04-22,94,86.0,,0.86,80.84
2010-04-23,89,86.0,,0.86,76.53999999999999
2010-04-24,62,86.0,,0.86,53.32
2010-04-25,70,86.0,,0.86,60.199999999999996
2010-04-26,82,86.0,,0.86,70.52
2010-04-27,80,86.0,,0.86,68.8
2010-04-28,84,86.0,,0.86,72.24
2010-04-29,95,86.0,,0.86,81.7
2010-04-30,82,86.0,,0.86,70.52
2010-05-01,74,85.0,False,0.85,62.9
2010-05-02,73,85.0,,0.85,62.05
2010-05-03,79,85.0,,0.85,67.14999999999999
2010-05-04,100,85.0,,0.85,85.0
2010-05-05,96,85.0,,0.85,81.6
2010-05-06,88,85.0,,0.85,74.8
2010-05-07,88,85.0,,0.85,74.8
2010-05-08,73,85.0,,0.85,62.05
2010-05-09,72,85.0,,0.85,61.199999999999996
2010-05-10,80,85.0,,0.85,68.0
2010-05-11,87,85.0,,0.85,73.95
2010-05-12,98,85.0,,0.85,83.3
2010-05-13,89,85.0,,0.85,75.64999999999999
2010-05-14,81,85.0,,0.85,68.85
2010-05-15,70,85.0,,0.85,59.5
2010-05-16,64,85.0,,0.85,54.4
2010-05-17,93,85.0,,0.85,79.05
2010-05-18,83,85.0,,0.85,70.55
2010-05-19,100,85.0,,0.85,85.0
2010-05-20,92,85.0,,0.85,78.2
2010-05-21,86,85.0,,0.85,73.1
2010-05-22,75,85.0,,0.85,63.75
2010-05-23,68,85.0,,0.85,57.8
2010-05-24,84,85.0,,0.85,71.39999999999999
2010-05-25,84,85.0,,0.85,71.39999999999999
2010-05-26,92,85.0,,0.85,78.2
2010-05-27,77,85.0,,0.85,65.45
2010-05-28,87,85.0,,0.85,73.95
2010-05-29,66,85.0,,0.85,56.1
2010-05-30,52,85.0,,0.85,44.199999999999996
2010-05-31,57,85.0,,0.85,48.449999999999996
2010-06-01,70,87.0,False,0.87,60.9
2010-06-02,85,87.0,,0.87,73.95
2010-06-03,79,87.0,,0.87,68.73
2010-06-04,100,87.0,,0.87,87.0
2010-06-05,71,87.0,,0.87,61.77
2010-06-06,57,87.0,,0.87,49.589999999999996
2010-06-07,88,87.0,,0.87,76.56
2010-06-08,84,87.0,,0.87,73.08
2010-06-09,84,87.0,,0.87,73.08
2010-06-10,80,87.0,,0.87,69.6
2010-06-11,88,87.0,,0.87,76.56
2010-06-12,66,87.0,,0.87,57.42
2010-06-13,63,87.0,,0.87,54.81
2010-06-14,78,87.0,,0.87,67.86
2010-06-15,85,87.0,,0.87,73.95
2010-06-16,89,87.0,,0.87,77.42999999999999
2010-06-17,93,87.0,,0.87,80.91
2010-06-18,75,87.0,,0.87,65.25
2010-06-19,55,87.0,,0.87,47.85
2010-06-20,58,87.0,,0.87,50.46
2010-06-21,78,87.0,,0.87,67.86
2010-06-22,81,87.0,,0.87,70.47
2010-06-23,77,87.0,,0.87,66.99
2010-06-24,100,87.0,,0.87,87.0
2010-06-25,81,87.0,,0.87,70.47
2010-06-26,65,87.0,,0.87,56.55
2010-06-27,66,87.0,,0.87,57.42
2010-06-28,84,87.0,,0.87,73.08
2010-06-29,91,87.0,,0.87,79.17
2010-06-30,78,87.0,,0.87,67.86
2010-07-01,82,79.0,False,0.79,64.78
2010-07-02,73,79.0,,0.79,57.67
2010-07-03,61,79.0,,0.79,48.190000000000005
2010-07-04,48,79.0,,0.79,37.92
2010-07-05,57,79.0,,0.79,45.03
2010-07-06,77,79.0,,0.79,60.830000000000005
2010-07-07,72,79.0,,0.79,56.88
2010-07-08,92,79.0,,0.79,72.68
2010-07-09,80,79.0,,0.79,63.2
2010-07-10,60,79.0,,0.79,47.400000000000006
2010-07-11,47,79.0,,0.79,37.13
2010-07-12,82,79.0,,0.79,64.78
2010-07-13,74,79.0,,0.79,58.46
2010-07-14,72,79.0,,0.79,56.88
2010-07-15,75,79.0,,0.79,59.25
2010-07-16,94,79.0,,0.79,74.26
2010-07-17,47,79.0,,0.79,37.13
2010-07-18,62,79.0,,0.79,48.980000000000004
2010-07-19,69,79.0,,0.79,54.510000000000005
2010-07-20,88,79.0,,0.79,69.52000000000001
2010-07-21,81,79.0,,0.79,63.99
2010-07-22,100,79.0,,0.79,79.0
2010-07-23,72,79.0,,0.79,56.88
2010-07-24,60,79.0,,0.79,47.400000000000006
2010-07-25,55,79.0,,0.79,43.45
2010-07-26,72,79.0,,0.79,56.88
2010-07-27,82,79.0,,0.79,64.78
2010-07-28,77,79.0,,0.79,60.830000000000005
2010-07-29,85,79.0,,0.79,67.15
2010-07-30,73,79.0,,0.79,57.67
2010-07-31,71,79.0,,0.79,56.09
2010-08-01,60,77.0,False,0.77,46.2
2010-08-02,80,77.0,,0.77,61.6
2010-08-03,99,77.0,,0.77,76.23
2010-08-04,93,77.0,,0.77,71.61
2010-08-05,90,77.0,,0.77,69.3
2010-08-06,71,77.0,,0.77,54.67
2010-08-07,63,77.0,,0.77,48.51
2010-08-08,70,77.0,,0.77,53.9
2010-08-09,71,77.0,,0.77,54.67
2010-08-10,98,77.0,,0.77,75.46000000000001
2010-08-11,98,77.0,,0.77,75.46000000000001
2010-08-12,90,77.0,,0.77,69.3
2010-08-13,69,77.0,,0.77,53.13
2010-08-14,56,77.0,,0.77,43.120000000000005
2010-08-15,64,77.0,,0.77,49.28
2010-08-16,79,77.0,,0.77,60.83
2010-08-17,85,77.0,,0.77,65.45
2010-08-18,94,77.0,,0.77,72.38
2010-08-19,88,77.0,,0.77,67.76
2010-08-20,72,77.0,,0.77,55.44
2010-08-21,61,77.0,,0.77,46.97
2010-08-22,66,77.0,,0.77,50.82
2010-08-23,87,77.0,,0.77,66.99
2010-08-24,84,77.0,,0.77,64.68
2010-08-25,100,77.0,,0.77,77.0
2010-08-26,80,77.0,,0.77,61.6
2010-08-27,92,77.0,,0.77,70.84
2010-08-28,45,77.0,,0.77,34.65
2010-08-29,53,77.0,,0.77,40.81
2010-08-30,87,77.0,,0.77,66.99
2010-08-31,77,77.0,,0.77,59.29
2010-09-01,94,77.0,False,0.77,72.38
2010-09-02,97,77.0,,0.77,74.69
2010-09-03,86,77.0,,0.77,66.22
2010-09-04,67,77.0,,0.77,51.59
2010-09-05,63,77.0,,0.77,48.51
2010-09-06,70,77.0,,0.77,53.9
2010-09-07,81,77.0,,0.77,62.370000000000005
2010-09-08,100,77.0,,0.77,77.0
2010-09-09,91,77.0,,0.77,70.07000000000001
2010-09-10,79,77.0,,0.77,60.83
2010-09-11,59,77.0,,0.77,45.43
2010-09-12,53,77.0,,0.77,40.81
2010-09-13,81,77.0,,0.77,62.370000000000005
2010-09-14,84,77.0,,0.77,64.68
2010-09-15,89,77.0,,0.77,68.53
2010-09-16,92,77.0,,0.77,70.84
2010-09-17,78,77.0,,0.77,60.06
2010-09-18,57,77.0,,0.77,43.89
2010-09-19,60,77.0,,0.77,46.2
2010-09-20,83,77.0,,0.77,63.910000000000004
2010-09-21,95,77.0,,0.77,73.15
2010-09-22,90,77.0,,0.77,69.3
2010-09-23,92,77.0,,0.77,70.84
2010-09-24,80,77.0,,0.77,61.6
2010-09-25,64,77.0,,0.77,49.28
2010-09-26,57,77.0,,0.77,43.89
2010-09-27,89,77.0,,0.77,68.53
2010-09-28,92,77.0,,0.77,70.84
2010-09-29,82,77.0,,0.77,63.14
2010-09-30,84,77.0,,0.77,64.68
2010-10-01,70,71.0,False,0.71,49.699999999999996
2010-10-02,57,71.0,,0.71,40.47
2010-10-03,61,71.0,,0.71,43.309999999999995
2010-10-04,76,71.0,,0.71,53.959999999999994
2010-10-05,79,71.0,,0.71,56.089999999999996
2010-10-06,85,71.0,,0.71,60.349999999999994
2010-10-07,90,71.0,,0.71,63.9
2010-10-08,88,71.0,,0.71,62.48
2010-10-09,57,71.0,,0.71,40.47
2010-10-10,42,71.0,,0.71,29.82
2010-10-11,73,71.0,,0.71,51.83
2010-10-12,74,71.0,,0.71,52.54
2010-10-13,85,71.0,,0.71,60.349999999999994
2010-10-14,77,71.0,,0.71,54.669999999999995
2010-10-15,68,71.0,,0.71,48.28
2010-10-16,57,71.0,,0.71,40.47
2010-10-17,51,71.0,,0.71,36.21
2010-10-18,68,71.0,,0.71,48.28
2010-10-19,100,71.0,,0.71,71.0
2010-10-20,81,71.0,,0.71,57.51
2010-10-21,75,71.0,,0.71,53.25
2010-10-22,77,71.0,,0.71,54.669999999999995
2010-10-23,56,71.0,,0.71,39.76
2010-10-24,60,71.0,,0.71,42.599999999999994
2010-10-25,81,71.0,,0.71,57.51
2010-10-26,78,71.0,,0.71,55.379999999999995
2010-10-27,93,71.0,,0.71,66.03
2010-10-28,89,71.0,,0.71,63.19
2010-10-29,83,71.0,,0.71,58.93
2010-10-30,49,71.0,,0.71,34.79
2010-10-31,55,71.0,,0.71,39.05
2010-11-01,92,67.0,False,0.67,61.64
2010-11-02,78,67.0,,0.67,52.260000000000005
2010-11-03,89,67.0,,0.67,59.63
2010-11-04,88,67.0,,0.67,58.96
2010-11-05,88,67.0,,0.67,58.96
2010-11-06,55,67.0,,0.67,36.85
2010-11-07,55,67.0,,0.67,36.85
2010-11-08,78,67.0,,0.67,52.260000000000005
2010-11-09,100,67.0,,0.67,67.0
2010-11-10,93,67.0,,0.67,62.31
2010-11-11,90,67.0,,0.67,60.300000000000004
2010-11-12,84,67.0,,0.67,56.28
2010-11-13,61,67.0,,0.67,40.870000000000005
2010-11-14,57,67.0,,0.67,38.190000000000005
2010-11-15,87,67.0,,0.67,58.290000000000006
2010-11-16,95,67.0,,0.67,63.650000000000006
2010-11-17,92,67.0,,0.67,61.64
2010-11-18,99,67.0,,0.67,66.33
2010-11-19,86,67.0,,0.67,57.620000000000005
2010-11-20,58,67.0,,0.67,38.86
2010-11-21,56,67.0,,0.67,37.52
2010-11-22,88,67.0,,0.67,58.96
2010-11-23,79,67.0,,0.67,52.93
2010-11-24,88,67.0,,0.67,58.96
2010-11-25,70,67.0,,0.67,46.900000000000006
2010-11-26,68,67.0,,0.67,45.56
2010-11-27,62,67.0,,0.67,41.54
2010-11-28,64,67.0,,0.67,42.88
2010-11-29,80,67.0,,0.67,53.6
2010-11-30,78,67.0,,0.67,52.260000000000005
2010-12-01,81,70.0,False,0.7,56.699999999999996
2010-12-02,100,70.0,,0.7,70.0
2010-12-03,97,70.0,,0.7,67.89999999999999
2010-12-04,63,70.0,,0.7,44.099999999999994
2010-12-05,73,70.0,,0.7,51.099999999999994
2010-12-06,73,70.0,,0.7,51.099999999999994
2010-12-07,84,70.0,,0.7,58.8
2010-12-08,94,70.0,,0.7,65.8
2010-12-09,97,70.0,,0.7,67.89999999999999
2010-12-10,83,70.0,,0.7,58.099999999999994
2010-12-11,65,70.0,,0.7,45.5
2010-12-12,61,70.0,,0.7,42.699999999999996
2010-12-13,85,70.0,,0.7,59.49999999999999
2010-12-14,81,70.0,,0.7,56.699999999999996
2010-12-15,80,70.0,,0.7,56.0
2010-12-16,92,70.0,,0.7,64.39999999999999
2010-12-17,79,70.0,,0.7,55.3
2010-12-18,48,70.0,,0.7,33.599999999999994
2010-12-19,62,70.0,,0.7,43.4
2010-12-20,82,70.0,,0.7,57.4
2010-12-21,84,70.0,,0.7,58.8
2010-12-22,79,70.0,,0.7,55.3
2010-12-23,83,70.0,,0.7,58.099999999999994
2010-12-24,58,70.0,,0.7,40.599999999999994
2010-12-25,72,70.0,,0.7,50.4
2010-12-26,79,70.0,,0.7,55.3
2010-12-27,86,70.0,,0.7,60.199999999999996
2010-12-28,66,70.0,,0.7,46.199999999999996
2010-12-29,91,70.0,,0.7,63.699999999999996
2010-12-30,78,70.0,,0.7,54.599999999999994
2010-12-31,60,70.0,,0.7,42.0
2011-01-01,70,78.0,False,0.78,54.6
2011-01-02,72,78.0,,0.78,56.160000000000004
2011-01-03,89,78.0,,0.78,69.42
2011-01-04,88,78.0,,0.78,68.64
2011-01-05,95,78.0,,0.78,74.10000000000001
2011-01-06,98,78.0,,0.78,76.44
2011-01-07,88,78.0,,0.78,68.64
2011-01-08,70,78.0,,0.78,54.6
2011-01-09,73,78.0,,0.78,56.940000000000005
2011-01-10,91,78.0,,0.78,70.98
2011-01-11,86,78.0,,0.78,67.08
2011-01-12,91,78.0,,0.78,70.98
2011-01-13,93,78.0,,0.78,72.54
2011-01-14,86,78.0,,0.78,67.08
2011-01-15,67,78.0,,0.78,52.260000000000005
2011-01-16,69,78.0,,0.78,53.82
2011-01-17,85,78.0,,0.78,66.3
2011-01-18,88,78.0,,0.78,68.64
2011-01-19,100,78.0,,0.78,78.0
2011-01-20,99,78.0,,0.78,77.22
2011-01-21,90,78.0,,0.78,70.2
2011-01-22,70,78.0,,0.78,54.6
2011-01-23,69,78.0,,0.78,53.82
2011-01-24,94,78.0,,0.78,73.32000000000001
2011-01-25,91,78.0,,0.78,70.98
2011-01-26,100,78.0,,0.78,78.0
2011-01-27,98,78.0,,0.78,76.44
2011-01-28,84,78.0,,0.78,65.52
2011-01-29,71,78.0,,0.78,55.38
2011-01-30,68,78.0,,0.78,53.04
2011-01-31,91,78.0,,0.78,70.98
2011-02-01,85,77.0,False,0.77,65.45
2011-02-02,85,77.0,,0.77,65.45
2011-02-03,94,77.0,,0.77,72.38
2011-02-04,83,77.0,,0.77,63.910000000000004
2011-02-05,67,77.0,,0.77,51.59
2011-02-06,58,77.0,,0.77,44.660000000000004
2011-02-07,76,77.0,,0.77,58.52
2011-02-08,100,77.0,,0.77,77.0
2011-02-09,86,77.0,,0.77,66.22
2011-02-10,99,77.0,,0.77,76.23
2011-02-11,88,77.0,,0.77,67.76
2011-02-12,76,77.0,,0.77,58.52
2011-02-13,67,77.0,,0.77,51.59
2011-02-14,87,77.0,,0.77,66.99
2011-02-15,87,77.0,,0.77,66.99
2011-02-16,88,77.0,,0.77,67.76
2011-02-17,95,77.0,,0.77,73.15
2011-02-18,89,77.0,,0.77,68.53
2011-02-19,60,77.0,,0.77,46.2
2011-02-20,68,77.0,,0.77,52.36
2011-02-21,72,77.0,,0.77,55.44
2011-02-22,82,77.0,,0.77,63.14
2011-02-23,93,77.0,,0.77,71.61
2011-02-24,85,77.0,,0.77,65.45
2011-02-25,82,77.0,,0.77,63.14
2011-02-26,59,77.0,,0.77,45.43
2011-02-27,57,77.0,,0.77,43.89
2011-02-28,83,77.0,,0.77,63.910000000000004
2011-03-01,96,76.0,False,0.76,72.96000000000001
2011-03-02,96,76.0,,0.76,72.96000000000001
2011-03-03,95,76.0,,0.76,72.2
2011-03-04,87,76.0,,0.76,66.12
2011-03-05,65,76.0,,0.76,49.4
2011-03-06,59,76.0,,0.76,44.84
2011-03-07,83,76.0,,0.76,63.08
2011-03-08,91,76.0,,0.76,69.16
2011-03-09,79,76.0,,0.76,60.04
2011-03-10,88,76.0,,0.76,66.88
2011-03-11,75,76.0,,0.76,57.0
2011-03-12,61,76.0,,0.76,46.36
2011-03-13,53,76.0,,0.76,40.28
2011-03-14,84,76.0,,0.76,63.84
2011-03-15,89,76.0,,0.76,67.64
2011-03-16,92,76.0,,0.76,69.92
2011-03-17,87,76.0,,0.76,66.12
2011-03-18,82,76.0,,0.76,62.32
2011-03-19,63,76.0,,0.76,47.88
2011-03-20,62,76.0,,0.76,47.12
2011-03-21,87,76.0,,0.76,66.12
2011-03-22,100,76.0,,0.76,76.0
2011-03-23,98,76.0,,0.76,74.48
2011-03-24,93,76.0,,0.76,70.68
2011-03-25,93,76.0,,0.76,70.68
2011-03-26,69,76.0,,0.76,52.44
2011-03-27,69,76.0,,0.76,52.44
2011-03-28,94,76.0,,0.76,71.44
2011-03-29,91,76.0,,0.76,69.16
2011-03-30,100,76.0,,0.76,76.0
2011-03-31,95,76.0,,0.76,72.2
2011-04-01,85,75.0,False,0.75,63.75
2011-04-02,70,75.0,,0.75,52.5
2011-04-03,62,75.0,,0.75,46.5
2011-04-04,88,75.0,,0.75,66.0
2011-04-05,93,75.0,,0.75,69.75
2011-04-06,96,75.0,,0.75,72.0
2011-04-07,91,75.0,,0.75,68.25
2011-04-08,96,75.0,,0.75,72.0
2011-04-09,56,75.0,,0.75,42.0
2011-04-10,62,75.0,,0.75,46.5
2011-04-11,84,75.0,,0.75,63.0
2011-04-12,95,75.0,,0.75,71.25
2011-04-13,88,75.0,,0.75,66.0
2011-04-14,100,75.0,,0.75,75.0
2011-04-15,94,75.0,,0.75,70.5
2011-04-16,60,75.0,,0.75,45.0
2011-04-17,56,75.0,,0.75,42.0
2011-04-18,85,75.0,,0.75,63.75
2011-04-19,78,75.0,,0.75,58.5
2011-04-20,97,75.0,,0.75,72.75
2011-04-21,90,75.0,,0.75,67.5
2011-04-22,89,75.0,,0.75,66.75
2011-04-23,68,75.0,,0.75,51.0
2011-04-24,67,75.0,,0.75,50.25
2011-04-25,84,75.0,,0.75,63.0
2011-04-26,93,75.0,,0.75,69.75
2011-04-27,96,75.0,,0.75,72.0
2011-04-28,96,75.0,,0.75,72.0
2011-04-29,99,75.0,,0.75,74.25
2011-04-30,67,75.0,,0.75,50.25
2011-05-01,67,76.0,False,0.76,50.92
2011-05-02,85,76.0,,0.76,64.6
2011-05-03,90,76.0,,0.76,68.4
2011-05-04,94,76.0,,0.76,71.44
2011-05-05,96,76.0,,0.76,72.96000000000001
2011-05-06,87,76.0,,0.76,66.12
2011-05-07,62,76.0,,0.76,47.12
2011-05-08,65,76.0,,0.76,49.4
2011-05-09,92,76.0,,0.76,69.92
2011-05-10,99,76.0,,0.76,75.24
2011-05-11,91,76.0,,0.76,69.16
2011-05-12,95,76.0,,0.76,72.2
2011-05-13,86,76.0,,0.76,65.36
2011-05-14,69,76.0,,0.76,52.44
2011-05-15,57,76.0,,0.76,43.32
2011-05-16,89,76.0,,0.76,67.64
2011-05-17,96,76.0,,0.76,72.96000000000001
2011-05-18,96,76.0,,0.76,72.96000000000001
2011-05-19,99,76.0,,0.76,75.24
2011-05-20,99,76.0,,0.76,75.24
2011-05-21,57,76.0,,0.76,43.32
2011-05-22,68,76.0,,0.76,51.68
2011-05-23,83,76.0,,0.76,63.08
2011-05-24,100,76.0,,0.76,76.0
2011-05-25,96,76.0,,0.76,72.96000000000001
2011-05-26,94,76.0,,0.76,71.44
2011-05-27,85,76.0,,0.76,64.6
2011-05-28,55,76.0,,0.76,41.8
2011-05-29,64,76.0,,0.76,48.64
2011-05-30,67,76.0,,0.76,50.92
2011-05-31,91,76.0,,0.76,69.16
2011-06-01,90,81.0,False,0.81,72.9
2011-06-02,90,81.0,,0.81,72.9
2011-06-03,87,81.0,,0.81,70.47
2011-06-04,61,81.0,,0.81,49.410000000000004
2011-06-05,61,81.0,,0.81,49.410000000000004
2011-06-06,83,81.0,,0.81,67.23
2011-06-07,86,81.0,,0.81,69.66000000000001
2011-06-08,96,81.0,,0.81,77.76
2011-06-09,89,81.0,,0.81,72.09
2011-06-10,74,81.0,,0.81,59.940000000000005
2011-06-11,63,81.0,,0.81,51.03
2011-06-12,54,81.0,,0.81,43.74
2011-06-13,88,81.0,,0.81,71.28
2011-06-14,92,81.0,,0.81,74.52000000000001
2011-06-15,98,81.0,,0.81,79.38000000000001
2011-06-16,91,81.0,,0.81,73.71000000000001
2011-06-17,98,81.0,,0.81,79.38000000000001
2011-06-18,64,81.0,,0.81,51.84
2011-06-19,69,81.0,,0.81,55.89
2011-06-20,82,81.0,,0.81,66.42
2011-06-21,100,81.0,,0.81,81.0
2011-06-22,88,81.0,,0.81,71.28
2011-06-23,97,81.0,,0.81,78.57000000000001
2011-06-24,85,81.0,,0.81,68.85000000000001
2011-06-25,66,81.0,,0.81,53.46
2011-06-26,71,81.0,,0.81,57.510000000000005
2011-06-27,89,81.0,,0.81,72.09
2011-06-28,82,81.0,,0.81,66.42
2011-06-29,96,81.0,,0.81,77.76
2011-06-30,91,81.0,,0.81,73.71000000000001
2011-07-01,63,88.0,False,0.88,55.44
2011-07-02,47,88.0,,0.88,41.36
2011-07-03,43,88.0,,0.88,37.84
2011-07-04,46,88.0,,0.88,40.48
2011-07-05,69,88.0,,0.88,60.72
2011-07-06,73,88.0,,0.88,64.24
2011-07-07,69,88.0,,0.88,60.72
2011-07-08,66,88.0,,0.88,58.08
2011-07-09,56,88.0,,0.88,49.28
2011-07-10,42,88.0,,0.88,36.96
2011-07-11,68,88.0,,0.88,59.84
2011-07-12,75,88.0,,0.88,66.0
2011-07-13,84,88.0,,0.88,73.92
2011-07-14,80,88.0,,0.88,70.4
2011-07-15,67,88.0,,0.88,58.96
2011-07-16,53,88.0,,0.88,46.64
2011-07-17,51,88.0,,0.88,44.88
2011-07-18,67,88.0,,0.88,58.96
2011-07-19,80,88.0,,0.88,70.4
2011-07-20,77,88.0,,0.88,67.76
2011-07-21,85,88.0,,0.88,74.8
2011-07-22,78,88.0,,0.88,68.64
2011-07-23,59,88.0,,0.88,51.92
2011-07-24,56,88.0,,0.88,49.28
2011-07-25,93,88.0,,0.88,81.84
2011-07-26,91,88.0,,0.88,80.08
2011-07-27,100,88.0,,0.88,88.0
2011-07-28,82,88.0,,0.88,72.16
2011-07-29,85,88.0,,0.88,74.8
2011-07-30,62,88.0,,0.88,54.56
2011-07-31,69,88.0,,0.88,60.72
2011-08-01,100,79.0,False,0.79,79.0
2011-08-02,91,79.0,,0.79,71.89
2011-08-03,97,79.0,,0.79,76.63000000000001
2011-08-04,95,79.0,,0.79,75.05
2011-08-05,81,79.0,,0.79,63.99
2011-08-06,65,79.0,,0.79,51.35
2011-08-07,70,79.0,,0.79,55.300000000000004
2011-08-08,93,79.0,,0.79,73.47
2011-08-09,98,79.0,,0.79,77.42
2011-08-10,91,79.0,,0.79,71.89
2011-08-11,96,79.0,,0.79,75.84
2011-08-12,86,79.0,,0.79,67.94
2011-08-13,65,79.0,,0.79,51.35
2011-08-14,59,79.0,,0.79,46.61
2011-08-15,85,79.0,,0.79,67.15
2011-08-16,87,79.0,,0.79,68.73
2011-08-17,85,79.0,,0.79,67.15
2011-08-18,86,79.0,,0.79,67.94
2011-08-19,83,79.0,,0.79,65.57000000000001
2011-08-20,63,79.0,,0.79,49.77
2011-08-21,64,79.0,,0.79,50.56
2011-08-22,81,79.0,,0.79,63.99
2011-08-23,82,79.0,,0.79,64.78
2011-08-24,84,79.0,,0.79,66.36
2011-08-25,80,79.0,,0.79,63.2
2011-08-26,85,79.0,,0.79,67.15
2011-08-27,60,79.0,,0.79,47.400000000000006
2011-08-28,58,79.0,,0.79,45.82
2011-08-29,74,79.0,,0.79,58.46
2011-08-30,81,79.0,,0.79,63.99
2011-08-31,90,79.0,,0.79,71.10000000000001
2011-09-01,77,78.0,False,0.78,60.06
2011-09-02,73,78.0,,0.78,56.940000000000005
2011-09-03,48,78.0,,0.78,37.44
2011-09-04,52,78.0,,0.78,40.56
2011-09-05,58,78.0,,0.78,45.24
