date,default_unscaled,default_monthly,isPartial,scale,default
2018-06-12,97,52.0,,0.52,50.440000000000005
2018-06-13,85,52.0,,0.52,44.2
2018-06-14,96,52.0,,0.52,49.92
2018-06-15,85,52.0,,0.52,44.2
2018-06-16,49,52.0,,0.52,25.48
2018-06-17,58,52.0,,0.52,30.16
2018-06-18,94,52.0,,0.52,48.88
2018-06-19,92,52.0,,0.52,47.84
2018-06-20,99,52.0,,0.52,51.480000000000004
2018-06-21,100,52.0,,0.52,52.0
2018-06-22,76,52.0,,0.52,39.52
2018-06-23,49,52.0,,0.52,25.48
2018-06-24,41,52.0,,0.52,21.32
2018-06-25,90,52.0,,0.52,46.800000000000004
2018-06-26,91,52.0,,0.52,47.32
2018-06-27,94,52.0,,0.52,48.88
2018-06-28,96,52.0,,0.52,49.92
2018-06-29,92,52.0,,0.52,47.84
2018-06-30,49,52.0,,0.52,25.48
2018-07-01,46,52.0,False,0.52,23.92
2018-07-02,93,52.0,,0.52,48.36
2018-07-03,81,52.0,,0.52,42.120000000000005
2018-07-04,53,52.0,,0.52,27.560000000000002
2018-07-05,84,52.0,,0.52,43.68
2018-07-06,76,52.0,,0.52,39.52
2018-07-07,48,52.0,,0.52,24.96
2018-07-08,47,52.0,,0.52,24.44
2018-07-09,88,52.0,,0.52,45.760000000000005
2018-07-10,92,52.0,,0.52,47.84
2018-07-11,90,52.0,,0.52,46.800000000000004
2018-07-12,98,52.0,,0.52,50.96
2018-07-13,96,52.0,,0.52,49.92
2018-07-14,58,52.0,,0.52,30.16
2018-07-15,50,52.0,,0.52,26.0
2018-07-16,95,52.0,,0.52,49.4
2018-07-17,100,52.0,,0.52,52.0
2018-07-18,100,52.0,,0.52,52.0
2018-07-19,92,52.0,,0.52,47.84
2018-07-20,89,52.0,,0.52,46.28
2018-07-21,52,52.0,,0.52,27.04
2018-07-22,53,52.0,,0.52,27.560000000000002
2018-07-23,97,52.0,,0.52,50.440000000000005
2018-07-24,91,52.0,,0.52,47.32
2018-07-25,92,52.0,,0.52,47.84
2018-07-26,94,52.0,,0.52,48.88
2018-07-27,85,52.0,,0.52,44.2
2018-07-28,44,52.0,,0.52,22.880000000000003
2018-07-29,46,52.0,,0.52,23.92
2018-07-30,92,52.0,,0.52,47.84
2018-07-31,92,52.0,,0.52,47.84
2018-08-01,96,54.0,False,0.54,51.84
2018-08-02,89,54.0,,0.54,48.06
2018-08-03,71,54.0,,0.54,38.34
2018-08-04,40,54.0,,0.54,21.6
2018-08-05,42,54.0,,0.54,22.68
2018-08-06,78,54.0,,0.54,42.120000000000005
2018-08-07,93,54.0,,0.54,50.220000000000006
2018-08-08,91,54.0,,0.54,49.14
2018-08-09,81,54.0,,0.54,43.74
2018-08-10,89,54.0,,0.54,48.06
2018-08-11,47,54.0,,0.54,25.380000000000003
2018-08-12,46,54.0,,0.54,24.840000000000003
2018-08-13,84,54.0,,0.54,45.36
2018-08-14,89,54.0,,0.54,48.06
2018-08-15,85,54.0,,0.54,45.900000000000006
2018-08-16,88,54.0,,0.54,47.52
2018-08-17,83,54.0,,0.54,44.82
2018-08-18,41,54.0,,0.54,22.14
2018-08-19,51,54.0,,0.54,27.540000000000003
2018-08-20,89,54.0,,0.54,48.06
2018-08-21,89,54.0,,0.54,48.06
2018-08-22,100,54.0,,0.54,54.0
2018-08-23,87,54.0,,0.54,46.980000000000004
2018-08-24,83,54.0,,0.54,44.82
2018-08-25,48,54.0,,0.54,25.92
2018-08-26,45,54.0,,0.54,24.3
2018-08-27,86,54.0,,0.54,46.440000000000005
2018-08-28,100,54.0,,0.54,54.0
2018-08-29,87,54.0,,0.54,46.980000000000004
2018-08-30,98,54.0,,0.54,52.92
2018-08-31,85,54.0,,0.54,45.900000000000006
2018-09-01,43,55.0,False,0.55,23.650000000000002
2018-09-02,47,55.0,,0.55,25.85
2018-09-03,51,55.0,,0.55,28.05
2018-09-04,83,55.0,,0.55,45.650000000000006
2018-09-05,93,55.0,,0.55,51.150000000000006
2018-09-06,95,55.0,,0.55,52.25000000000001
2018-09-07,80,55.0,,0.55,44.0
2018-09-08,40,55.0,,0.55,22.0
2018-09-09,45,55.0,,0.55,24.750000000000004
2018-09-10,81,55.0,,0.55,44.550000000000004
2018-09-11,92,55.0,,0.55,50.6
2018-09-12,90,55.0,,0.55,49.50000000000001
2018-09-13,90,55.0,,0.55,49.50000000000001
2018-09-14,86,55.0,,0.55,47.300000000000004
2018-09-15,48,55.0,,0.55,26.400000000000002
2018-09-16,47,55.0,,0.55,25.85
2018-09-17,85,55.0,,0.55,46.75000000000001
2018-09-18,89,55.0,,0.55,48.95
2018-09-19,100,55.0,,0.55,55.00000000000001
2018-09-20,84,55.0,,0.55,46.2
2018-09-21,83,55.0,,0.55,45.650000000000006
2018-09-22,46,55.0,,0.55,25.3
2018-09-23,44,55.0,,0.55,24.200000000000003
2018-09-24,87,55.0,,0.55,47.85
2018-09-25,94,55.0,,0.55,51.7
2018-09-26,95,55.0,,0.55,52.25000000000001
2018-09-27,91,55.0,,0.55,50.050000000000004
2018-09-28,82,55.0,,0.55,45.1
2018-09-29,48,55.0,,0.55,26.400000000000002
2018-09-30,51,55.0,,0.55,28.05
2018-10-01,80,62.0,False,0.62,49.6
2018-10-02,89,62.0,,0.62,55.18
2018-10-03,89,62.0,,0.62,55.18
2018-10-04,88,62.0,,0.62,54.56
2018-10-05,79,62.0,,0.62,48.98
2018-10-06,42,62.0,,0.62,26.04
2018-10-07,46,62.0,,0.62,28.52
2018-10-08,79,62.0,,0.62,48.98
2018-10-09,91,62.0,,0.62,56.42
2018-10-10,90,62.0,,0.62,55.8
2018-10-11,83,62.0,,0.62,51.46
2018-10-12,84,62.0,,0.62,52.08
2018-10-13,42,62.0,,0.62,26.04
2018-10-14,48,62.0,,0.62,29.759999999999998
2018-10-15,78,62.0,,0.62,48.36
2018-10-16,94,62.0,,0.62,58.28
2018-10-17,94,62.0,,0.62,58.28
2018-10-18,92,62.0,,0.62,57.04
2018-10-19,79,62.0,,0.62,48.98
2018-10-20,46,62.0,,0.62,28.52
2018-10-21,52,62.0,,0.62,32.24
2018-10-22,91,62.0,,0.62,56.42
2018-10-23,92,62.0,,0.62,57.04
2018-10-24,90,62.0,,0.62,55.8
2018-10-25,100,62.0,,0.62,62.0
2018-10-26,80,62.0,,0.62,49.6
2018-10-27,47,62.0,,0.62,29.14
2018-10-28,45,62.0,,0.62,27.9
2018-10-29,82,62.0,,0.62,50.839999999999996
2018-10-30,100,62.0,,0.62,62.0
2018-10-31,91,62.0,,0.62,56.42
2018-11-01,98,57.0,False,0.57,55.85999999999999
2018-11-02,90,57.0,,0.57,51.3
2018-11-03,48,57.0,,0.57,27.36
2018-11-04,47,57.0,,0.57,26.79
2018-11-05,85,57.0,,0.57,48.449999999999996
2018-11-06,84,57.0,,0.57,47.879999999999995
2018-11-07,78,57.0,,0.57,44.459999999999994
2018-11-08,94,57.0,,0.57,53.58
2018-11-09,85,57.0,,0.57,48.449999999999996
2018-11-10,43,57.0,,0.57,24.509999999999998
2018-11-11,48,57.0,,0.57,27.36
2018-11-12,78,57.0,,0.57,44.459999999999994
2018-11-13,90,57.0,,0.57,51.3
2018-11-14,98,57.0,,0.57,55.85999999999999
2018-11-15,87,57.0,,0.57,49.589999999999996
2018-11-16,88,57.0,,0.57,50.16
2018-11-17,56,57.0,,0.57,31.919999999999998
2018-11-18,46,57.0,,0.57,26.22
2018-11-19,84,57.0,,0.57,47.879999999999995
2018-11-20,87,57.0,,0.57,49.589999999999996
2018-11-21,74,57.0,,0.57,42.18
2018-11-22,46,57.0,,0.57,26.22
2018-11-23,48,57.0,,0.57,27.36
2018-11-24,49,57.0,,0.57,27.929999999999996
2018-11-25,51,57.0,,0.57,29.069999999999997
2018-11-26,82,57.0,,0.57,46.739999999999995
2018-11-27,89,57.0,,0.57,50.73
2018-11-28,100,57.0,,0.57,56.99999999999999
2018-11-29,97,57.0,,0.57,55.28999999999999
2018-11-30,92,57.0,,0.57,52.44
2018-12-01,53,51.0,False,0.51,27.03
2018-12-02,51,51.0,,0.51,26.01
2018-12-03,90,51.0,,0.51,45.9
2018-12-04,94,51.0,,0.51,47.94
2018-12-05,98,51.0,,0.51,49.980000000000004
2018-12-06,100,51.0,,0.51,51.0
2018-12-07,95,51.0,,0.51,48.45
2018-12-08,58,51.0,,0.51,29.580000000000002
2018-12-09,47,51.0,,0.51,23.97
2018-12-10,87,51.0,,0.51,44.37
2018-12-11,92,51.0,,0.51,46.92
2018-12-12,96,51.0,,0.51,48.96
2018-12-13,96,51.0,,0.51,48.96
2018-12-14,84,51.0,,0.51,42.84
2018-12-15,49,51.0,,0.51,24.990000000000002
2018-12-16,45,51.0,,0.51,22.95
2018-12-17,79,51.0,,0.51,40.29
2018-12-18,89,51.0,,0.51,45.39
2018-12-19,86,51.0,,0.51,43.86
2018-12-20,90,51.0,,0.51,45.9
2018-12-21,75,51.0,,0.51,38.25
2018-12-22,50,51.0,,0.51,25.5
2018-12-23,43,51.0,,0.51,21.93
2018-12-24,52,51.0,,0.51,26.52
2018-12-25,48,51.0,,0.51,24.48
2018-12-26,59,51.0,,0.51,30.09
2018-12-27,71,51.0,,0.51,36.21
2018-12-28,67,51.0,,0.51,34.17
2018-12-29,46,51.0,,0.51,23.46
2018-12-30,42,51.0,,0.51,21.42
2018-12-31,57,51.0,,0.51,29.07
2019-01-01,45,56.0,False,0.56,25.200000000000003
2019-01-02,74,56.0,,0.56,41.440000000000005
2019-01-03,88,56.0,,0.56,49.28
2019-01-04,90,56.0,,0.56,50.400000000000006
2019-01-05,51,56.0,,0.56,28.560000000000002
2019-01-06,45,56.0,,0.56,25.200000000000003
2019-01-07,83,56.0,,0.56,46.480000000000004
2019-01-08,93,56.0,,0.56,52.080000000000005
2019-01-09,100,56.0,,0.56,56.00000000000001
2019-01-10,92,56.0,,0.56,51.52
2019-01-11,85,56.0,,0.56,47.6
2019-01-12,48,56.0,,0.56,26.880000000000003
2019-01-13,53,56.0,,0.56,29.680000000000003
2019-01-14,91,56.0,,0.56,50.96000000000001
2019-01-15,92,56.0,,0.56,51.52
2019-01-16,94,56.0,,0.56,52.64000000000001
2019-01-17,100,56.0,,0.56,56.00000000000001
2019-01-18,88,56.0,,0.56,49.28
2019-01-19,49,56.0,,0.56,27.44
2019-01-20,51,56.0,,0.56,28.560000000000002
2019-01-21,65,56.0,,0.56,36.400000000000006
2019-01-22,93,56.0,,0.56,52.080000000000005
2019-01-23,95,56.0,,0.56,53.2
2019-01-24,99,56.0,,0.56,55.440000000000005
2019-01-25,91,56.0,,0.56,50.96000000000001
2019-01-26,44,56.0,,0.56,24.64
2019-01-27,50,56.0,,0.56,28.000000000000004
2019-01-28,98,56.0,,0.56,54.88
2019-01-29,94,56.0,,0.56,52.64000000000001
2019-01-30,89,56.0,,0.56,49.84
2019-01-31,98,56.0,,0.56,54.88
2019-02-01,83,58.0,False,0.58,48.13999999999999
2019-02-02,48,58.0,,0.58,27.839999999999996
2019-02-03,49,58.0,,0.58,28.419999999999998
2019-02-04,81,58.0,,0.58,46.98
2019-02-05,95,58.0,,0.58,55.099999999999994
2019-02-06,96,58.0,,0.58,55.67999999999999
2019-02-07,100,58.0,,0.58,57.99999999999999
2019-02-08,90,58.0,,0.58,52.199999999999996
2019-02-09,52,58.0,,0.58,30.159999999999997
2019-02-10,52,58.0,,0.58,30.159999999999997
2019-02-11,87,58.0,,0.58,50.459999999999994
2019-02-12,91,58.0,,0.58,52.779999999999994
2019-02-13,90,58.0,,0.58,52.199999999999996
2019-02-14,94,58.0,,0.58,54.519999999999996
2019-02-15,83,58.0,,0.58,48.13999999999999
2019-02-16,47,58.0,,0.58,27.259999999999998
2019-02-17,48,58.0,,0.58,27.839999999999996
2019-02-18,70,58.0,,0.58,40.599999999999994
2019-02-19,96,58.0,,0.58,55.67999999999999
2019-02-20,96,58.0,,0.58,55.67999999999999
2019-02-21,96,58.0,,0.58,55.67999999999999
2019-02-22,83,58.0,,0.58,48.13999999999999
2019-02-23,54,58.0,,0.58,31.319999999999997
2019-02-24,50,58.0,,0.58,28.999999999999996
2019-02-25,87,58.0,,0.58,50.459999999999994
2019-02-26,96,58.0,,0.58,55.67999999999999
2019-02-27,97,58.0,,0.58,56.26
2019-02-28,94,58.0,,0.58,54.519999999999996
2019-03-01,86,55.0,False,0.55,47.300000000000004
2019-03-02,53,55.0,,0.55,29.150000000000002
2019-03-03,51,55.0,,0.55,28.05
2019-03-04,86,55.0,,0.55,47.300000000000004
2019-03-05,96,55.0,,0.55,52.800000000000004
2019-03-06,94,55.0,,0.55,51.7
2019-03-07,100,55.0,,0.55,55.00000000000001
2019-03-08,89,55.0,,0.55,48.95
2019-03-09,48,55.0,,0.55,26.400000000000002
2019-03-10,46,55.0,,0.55,25.3
2019-03-11,90,55.0,,0.55,49.50000000000001
2019-03-12,95,55.0,,0.55,52.25000000000001
2019-03-13,89,55.0,,0.55,48.95
2019-03-14,89,55.0,,0.55,48.95
2019-03-15,89,55.0,,0.55,48.95
2019-03-16,46,55.0,,0.55,25.3
2019-03-17,49,55.0,,0.55,26.950000000000003
2019-03-18,92,55.0,,0.55,50.6
2019-03-19,100,55.0,,0.55,55.00000000000001
2019-03-20,96,55.0,,0.55,52.800000000000004
2019-03-21,89,55.0,,0.55,48.95
2019-03-22,83,55.0,,0.55,45.650000000000006
2019-03-23,47,55.0,,0.55,25.85
2019-03-24,46,55.0,,0.55,25.3
2019-03-25,89,55.0,,0.55,48.95
2019-03-26,97,55.0,,0.55,53.35
2019-03-27,93,55.0,,0.55,51.150000000000006
2019-03-28,95,55.0,,0.55,52.25000000000001
2019-03-29,84,55.0,,0.55,46.2
2019-03-30,44,55.0,,0.55,24.200000000000003
2019-03-31,45,55.0,,0.55,24.750000000000004
2019-04-01,84,53.0,False,0.53,44.52
2019-04-02,100,53.0,,0.53,53.0
2019-04-03,93,53.0,,0.53,49.29
2019-04-04,89,53.0,,0.53,47.17
2019-04-05,79,53.0,,0.53,41.870000000000005
2019-04-06,46,53.0,,0.53,24.380000000000003
2019-04-07,43,53.0,,0.53,22.790000000000003
2019-04-08,85,53.0,,0.53,45.050000000000004
2019-04-09,88,53.0,,0.53,46.64
2019-04-10,84,53.0,,0.53,44.52
2019-04-11,90,53.0,,0.53,47.7
2019-04-12,78,53.0,,0.53,41.34
2019-04-13,49,53.0,,0.53,25.970000000000002
2019-04-14,45,53.0,,0.53,23.85
2019-04-15,97,53.0,,0.53,51.410000000000004
2019-04-16,84,53.0,,0.53,44.52
2019-04-17,94,53.0,,0.53,49.82
2019-04-18,87,53.0,,0.53,46.11
2019-04-19,77,53.0,,0.53,40.81
2019-04-20,52,53.0,,0.53,27.560000000000002
2019-04-21,45,53.0,,0.53,23.85
2019-04-22,88,53.0,,0.53,46.64
2019-04-23,94,53.0,,0.53,49.82
2019-04-24,90,53.0,,0.53,47.7
2019-04-25,83,53.0,,0.53,43.99
2019-04-26,78,53.0,,0.53,41.34
2019-04-27,45,53.0,,0.53,23.85
2019-04-28,53,53.0,,0.53,28.09
2019-04-29,78,53.0,,0.53,41.34
2019-04-30,85,53.0,,0.53,45.050000000000004
2019-05-01,83,52.0,False,0.52,43.160000000000004
2019-05-02,90,52.0,,0.52,46.800000000000004
2019-05-03,89,52.0,,0.52,46.28
2019-05-04,48,52.0,,0.52,24.96
2019-05-05,43,52.0,,0.52,22.36
2019-05-06,86,52.0,,0.52,44.72
2019-05-07,86,52.0,,0.52,44.72
2019-05-08,87,52.0,,0.52,45.24
2019-05-09,90,52.0,,0.52,46.800000000000004
2019-05-10,77,52.0,,0.52,40.04
2019-05-11,53,52.0,,0.52,27.560000000000002
2019-05-12,48,52.0,,0.52,24.96
2019-05-13,86,52.0,,0.52,44.72
2019-05-14,80,52.0,,0.52,41.6
2019-05-15,87,52.0,,0.52,45.24
2019-05-16,87,52.0,,0.52,45.24
2019-05-17,81,52.0,,0.52,42.120000000000005
2019-05-18,46,52.0,,0.52,23.92
2019-05-19,48,52.0,,0.52,24.96
2019-05-20,88,52.0,,0.52,45.760000000000005
2019-05-21,88,52.0,,0.52,45.760000000000005
2019-05-22,100,52.0,,0.52,52.0
2019-05-23,88,52.0,,0.52,45.760000000000005
2019-05-24,73,52.0,,0.52,37.96
2019-05-25,41,52.0,,0.52,21.32
2019-05-26,46,52.0,,0.52,23.92
2019-05-27,48,52.0,,0.52,24.96
2019-05-28,82,52.0,,0.52,42.64
2019-05-29,96,52.0,,0.52,49.92
2019-05-30,91,52.0,,0.52,47.32
2019-05-31,99,52.0,,0.52,51.480000000000004
2019-06-01,51,54.0,False,0.54,27.540000000000003
2019-06-02,53,54.0,,0.54,28.62
2019-06-03,87,54.0,,0.54,46.980000000000004
2019-06-04,94,54.0,,0.54,50.760000000000005
2019-06-05,97,54.0,,0.54,52.38
2019-06-06,99,54.0,,0.54,53.46
2019-06-07,91,54.0,,0.54,49.14
2019-06-08,48,54.0,,0.54,25.92
2019-06-09,49,54.0,,0.54,26.46
2019-06-10,91,54.0,,0.54,49.14
2019-06-11,99,54.0,,0.54,53.46
2019-06-12,99,54.0,,0.54,53.46
2019-06-13,93,54.0,,0.54,50.220000000000006
2019-06-14,88,54.0,,0.54,47.52
2019-06-15,49,54.0,,0.54,26.46
2019-06-16,49,54.0,,0.54,26.46
2019-06-17,94,54.0,,0.54,50.760000000000005
2019-06-18,98,54.0,,0.54,52.92
2019-06-19,91,54.0,,0.54,49.14
2019-06-20,99,54.0,,0.54,53.46
2019-06-21,83,54.0,,0.54,44.82
2019-06-22,48,54.0,,0.54,25.92
2019-06-23,53,54.0,,0.54,28.62
2019-06-24,94,54.0,,0.54,50.760000000000005
2019-06-25,100,54.0,,0.54,54.0
2019-06-26,98,54.0,,0.54,52.92
2019-06-27,97,54.0,,0.54,52.38
2019-06-28,89,54.0,,0.54,48.06
2019-06-29,44,54.0,,0.54,23.76
2019-06-30,52,54.0,,0.54,28.080000000000002
2019-07-01,71,51.0,False,0.51,36.21
2019-07-02,75,51.0,,0.51,38.25
2019-07-03,76,51.0,,0.51,38.76
2019-07-04,44,51.0,,0.51,22.44
2019-07-05,60,51.0,,0.51,30.6
2019-07-06,39,51.0,,0.51,19.89
2019-07-07,38,51.0,,0.51,19.38
2019-07-08,83,51.0,,0.51,42.33
2019-07-09,85,51.0,,0.51,43.35
2019-07-10,100,51.0,,0.51,51.0
2019-07-11,87,51.0,,0.51,44.37
2019-07-12,82,51.0,,0.51,41.82
2019-07-13,41,51.0,,0.51,20.91
2019-07-14,36,51.0,,0.51,18.36
2019-07-15,82,51.0,,0.51,41.82
2019-07-16,80,51.0,,0.51,40.8
2019-07-17,82,51.0,,0.51,41.82
2019-07-18,79,51.0,,0.51,40.29
2019-07-19,73,51.0,,0.51,37.230000000000004
2019-07-20,42,51.0,,0.51,21.42
2019-07-21,43,51.0,,0.51,21.93
2019-07-22,86,51.0,,0.51,43.86
2019-07-23,86,51.0,,0.51,43.86
2019-07-24,86,51.0,,0.51,43.86
2019-07-25,83,51.0,,0.51,42.33
2019-07-26,72,51.0,,0.51,36.72
2019-07-27,41,51.0,,0.51,20.91
2019-07-28,40,51.0,,0.51,20.4
2019-07-29,82,51.0,,0.51,41.82
2019-07-30,86,51.0,,0.51,43.86
2019-07-31,84,51.0,,0.51,42.84
2019-08-01,86,53.0,False,0.53,45.580000000000005
2019-08-02,88,53.0,,0.53,46.64
2019-08-03,50,53.0,,0.53,26.5
2019-08-04,45,53.0,,0.53,23.85
2019-08-05,87,53.0,,0.53,46.11
2019-08-06,95,53.0,,0.53,50.35
2019-08-07,94,53.0,,0.53,49.82
2019-08-08,87,53.0,,0.53,46.11
2019-08-09,85,53.0,,0.53,45.050000000000004
2019-08-10,51,53.0,,0.53,27.03
2019-08-11,50,53.0,,0.53,26.5
2019-08-12,91,53.0,,0.53,48.230000000000004
2019-08-13,94,53.0,,0.53,49.82
2019-08-14,97,53.0,,0.53,51.410000000000004
2019-08-15,94,53.0,,0.53,49.82
2019-08-16,89,53.0,,0.53,47.17
2019-08-17,50,53.0,,0.53,26.5
2019-08-18,45,53.0,,0.53,23.85
2019-08-19,95,53.0,,0.53,50.35
2019-08-20,85,53.0,,0.53,45.050000000000004
2019-08-21,100,53.0,,0.53,53.0
2019-08-22,99,53.0,,0.53,52.470000000000006
2019-08-23,88,53.0,,0.53,46.64
2019-08-24,48,53.0,,0.53,25.44
2019-08-25,56,53.0,,0.53,29.68
2019-08-26,91,53.0,,0.53,48.230000000000004
2019-08-27,98,53.0,,0.53,51.940000000000005
2019-08-28,98,53.0,,0.53,51.940000000000005
2019-08-29,91,53.0,,0.53,48.230000000000004
2019-08-30,75,53.0,,0.53,39.75
2019-08-31,45,53.0,,0.53,23.85
2019-09-01,46,50.0,False,0.5,23.0
2019-09-02,49,50.0,,0.5,24.5
2019-09-03,83,50.0,,0.5,41.5
2019-09-04,96,50.0,,0.5,48.0
2019-09-05,92,50.0,,0.5,46.0
2019-09-06,79,50.0,,0.5,39.5
2019-09-07,46,50.0,,0.5,23.0
2019-09-08,47,50.0,,0.5,23.5
2019-09-09,92,50.0,,0.5,46.0
2019-09-10,100,50.0,,0.5,50.0
2019-09-11,92,50.0,,0.5,46.0
2019-09-12,95,50.0,,0.5,47.5
2019-09-13,84,50.0,,0.5,42.0
2019-09-14,42,50.0,,0.5,21.0
2019-09-15,47,50.0,,0.5,23.5
2019-09-16,83,50.0,,0.5,41.5
2019-09-17,90,50.0,,0.5,45.0
2019-09-18,97,50.0,,0.5,48.5
2019-09-19,93,50.0,,0.5,46.5
2019-09-20,81,50.0,,0.5,40.5
2019-09-21,58,50.0,,0.5,29.0
2019-09-22,47,50.0,,0.5,23.5
2019-09-23,93,50.0,,0.5,46.5
2019-09-24,98,50.0,,0.5,49.0
2019-09-25,95,50.0,,0.5,47.5
2019-09-26,92,50.0,,0.5,46.0
2019-09-27,89,50.0,,0.5,44.5
2019-09-28,46,50.0,,0.5,23.0
2019-09-29,46,50.0,,0.5,23.0
2019-09-30,90,50.0,,0.5,45.0
2019-10-01,89,53.0,False,0.53,47.17
2019-10-02,93,53.0,,0.53,49.29
2019-10-03,88,53.0,,0.53,46.64
2019-10-04,88,53.0,,0.53,46.64
2019-10-05,52,53.0,,0.53,27.560000000000002
2019-10-06,49,53.0,,0.53,25.970000000000002
2019-10-07,96,53.0,,0.53,50.88
2019-10-08,99,53.0,,0.53,52.470000000000006
2019-10-09,100,53.0,,0.53,53.0
2019-10-10,90,53.0,,0.53,47.7
2019-10-11,84,53.0,,0.53,44.52
2019-10-12,46,53.0,,0.53,24.380000000000003
2019-10-13,45,53.0,,0.53,23.85
2019-10-14,85,53.0,,0.53,45.050000000000004
2019-10-15,93,53.0,,0.53,49.29
2019-10-16,97,53.0,,0.53,51.410000000000004
2019-10-17,90,53.0,,0.53,47.7
2019-10-18,82,53.0,,0.53,43.46
2019-10-19,52,53.0,,0.53,27.560000000000002
2019-10-20,45,53.0,,0.53,23.85
2019-10-21,82,53.0,,0.53,43.46
2019-10-22,97,53.0,,0.53,51.410000000000004
2019-10-23,89,53.0,,0.53,47.17
2019-10-24,91,53.0,,0.53,48.230000000000004
2019-10-25,86,53.0,,0.53,45.580000000000005
2019-10-26,45,53.0,,0.53,23.85
2019-10-27,49,53.0,,0.53,25.970000000000002
2019-10-28,82,53.0,,0.53,43.46
2019-10-29,87,53.0,,0.53,46.11
2019-10-30,91,53.0,,0.53,48.230000000000004
2019-10-31,89,53.0,,0.53,47.17
2019-11-01,81,47.0,False,0.47,38.07
2019-11-02,44,47.0,,0.47,20.68
2019-11-03,52,47.0,,0.47,24.439999999999998
2019-11-04,81,47.0,,0.47,38.07
2019-11-05,90,47.0,,0.47,42.3
2019-11-06,100,47.0,,0.47,47.0
2019-11-07,78,47.0,,0.47,36.66
2019-11-08,70,47.0,,0.47,32.9
2019-11-09,41,47.0,,0.47,19.27
2019-11-10,51,47.0,,0.47,23.97
2019-11-11,71,47.0,,0.47,33.37
2019-11-12,89,47.0,,0.47,41.83
2019-11-13,96,47.0,,0.47,45.12
2019-11-14,93,47.0,,0.47,43.71
2019-11-15,82,47.0,,0.47,38.54
2019-11-16,53,47.0,,0.47,24.91
2019-11-17,41,47.0,,0.47,19.27
2019-11-18,84,47.0,,0.47,39.48
2019-11-19,83,47.0,,0.47,39.01
2019-11-20,86,47.0,,0.47,40.419999999999995
2019-11-21,83,47.0,,0.47,39.01
2019-11-22,83,47.0,,0.47,39.01
2019-11-23,45,47.0,,0.47,21.15
2019-11-24,43,47.0,,0.47,20.209999999999997
2019-11-25,83,47.0,,0.47,39.01
2019-11-26,73,47.0,,0.47,34.309999999999995
2019-11-27,73,47.0,,0.47,34.309999999999995
2019-11-28,40,47.0,,0.47,18.799999999999997
2019-11-29,41,47.0,,0.47,19.27
2019-11-30,39,47.0,,0.47,18.33
2019-12-01,50,45.0,False,0.45,22.5
2019-12-02,80,45.0,,0.45,36.0
2019-12-03,97,45.0,,0.45,43.65
2019-12-04,98,45.0,,0.45,44.1
2019-12-05,95,45.0,,0.45,42.75
2019-12-06,84,45.0,,0.45,37.800000000000004
2019-12-07,52,45.0,,0.45,23.400000000000002
2019-12-08,50,45.0,,0.45,22.5
2019-12-09,73,45.0,,0.45,32.85
2019-12-10,88,45.0,,0.45,39.6
2019-12-11,90,45.0,,0.45,40.5
2019-12-12,88,45.0,,0.45,39.6
2019-12-13,100,45.0,,0.45,45.0
2019-12-14,55,45.0,,0.45,24.75
2019-12-15,47,45.0,,0.45,21.150000000000002
2019-12-16,85,45.0,,0.45,38.25
2019-12-17,84,45.0,,0.45,37.800000000000004
2019-12-18,90,45.0,,0.45,40.5
2019-12-19,81,45.0,,0.45,36.45
2019-12-20,78,45.0,,0.45,35.1
2019-12-21,48,45.0,,0.45,21.6
2019-12-22,43,45.0,,0.45,19.35
2019-12-23,69,45.0,,0.45,31.05
2019-12-24,62,45.0,,0.45,27.900000000000002
2019-12-25,52,45.0,,0.45,23.400000000000002
2019-12-26,74,45.0,,0.45,33.300000000000004
2019-12-27,69,45.0,,0.45,31.05
2019-12-28,47,45.0,,0.45,21.150000000000002
2019-12-29,42,45.0,,0.45,18.900000000000002
2019-12-30,68,45.0,,0.45,30.6
2019-12-31,72,45.0,,0.45,32.4
2020-01-01,46,49.0,False,0.49,22.54
2020-01-02,85,49.0,,0.49,41.65
2020-01-03,82,49.0,,0.49,40.18
2020-01-04,49,49.0,,0.49,24.009999999999998
2020-01-05,45,49.0,,0.49,22.05
2020-01-06,92,49.0,,0.49,45.08
2020-01-07,91,49.0,,0.49,44.589999999999996
2020-01-08,90,49.0,,0.49,44.1
2020-01-09,93,49.0,,0.49,45.57
2020-01-10,84,49.0,,0.49,41.16
2020-01-11,49,49.0,,0.49,24.009999999999998
2020-01-12,42,49.0,,0.49,20.58
2020-01-13,84,49.0,,0.49,41.16
2020-01-14,92,49.0,,0.49,45.08
2020-01-15,92,49.0,,0.49,45.08
2020-01-16,97,49.0,,0.49,47.53
2020-01-17,85,49.0,,0.49,41.65
2020-01-18,60,49.0,,0.49,29.4
2020-01-19,50,49.0,,0.49,24.5
2020-01-20,73,49.0,,0.49,35.769999999999996
2020-01-21,100,49.0,,0.49,49.0
2020-01-22,100,49.0,,0.49,49.0
2020-01-23,100,49.0,,0.49,49.0
2020-01-24,94,49.0,,0.49,46.06
2020-01-25,51,49.0,,0.49,24.99
2020-01-26,46,49.0,,0.49,22.54
2020-01-27,86,49.0,,0.49,42.14
2020-01-28,95,49.0,,0.49,46.55
2020-01-29,84,49.0,,0.49,41.16
2020-01-30,99,49.0,,0.49,48.51
2020-01-31,84,49.0,,0.49,41.16
2020-02-01,53,50.0,False,0.5,26.5
