date,fed_unscaled,fed_monthly,isPartial,scale,fed
2018-09-26,100,59.0,,0.59,59.0
2018-09-27,74,59.0,,0.59,43.66
2018-09-28,60,59.0,,0.59,35.4
2018-09-29,33,59.0,,0.59,19.47
2018-09-30,27,59.0,,0.59,15.93
2018-10-01,80,57.0,False,0.57,45.599999999999994
2018-10-02,78,57.0,,0.57,44.459999999999994
2018-10-03,83,57.0,,0.57,47.309999999999995
2018-10-04,82,57.0,,0.57,46.739999999999995
2018-10-05,79,57.0,,0.57,45.029999999999994
2018-10-06,55,57.0,,0.57,31.349999999999998
2018-10-07,45,57.0,,0.57,25.65
2018-10-08,77,57.0,,0.57,43.88999999999999
2018-10-09,78,57.0,,0.57,44.459999999999994
2018-10-10,87,57.0,,0.57,49.589999999999996
2018-10-11,100,57.0,,0.57,56.99999999999999
2018-10-12,82,57.0,,0.57,46.739999999999995
2018-10-13,54,57.0,,0.57,30.779999999999998
2018-10-14,46,57.0,,0.57,26.22
2018-10-15,73,57.0,,0.57,41.61
2018-10-16,86,57.0,,0.57,49.019999999999996
2018-10-17,91,57.0,,0.57,51.87
2018-10-18,86,57.0,,0.57,49.019999999999996
2018-10-19,81,57.0,,0.57,46.169999999999995
2018-10-20,48,57.0,,0.57,27.36
2018-10-21,47,57.0,,0.57,26.79
2018-10-22,70,57.0,,0.57,39.9
2018-10-23,81,57.0,,0.57,46.169999999999995
2018-10-24,85,57.0,,0.57,48.449999999999996
2018-10-25,85,57.0,,0.57,48.449999999999996
2018-10-26,71,57.0,,0.57,40.47
2018-10-27,53,57.0,,0.57,30.209999999999997
2018-10-28,44,57.0,,0.57,25.08
2018-10-29,84,57.0,,0.57,47.879999999999995
2018-10-30,88,57.0,,0.57,50.16
2018-10-31,77,57.0,,0.57,43.88999999999999
2018-11-01,66,57.0,False,0.57,37.62
2018-11-02,60,57.0,,0.57,34.199999999999996
2018-11-03,51,57.0,,0.57,29.069999999999997
2018-11-04,44,57.0,,0.57,25.08
2018-11-05,63,57.0,,0.57,35.91
2018-11-06,61,57.0,,0.57,34.769999999999996
2018-11-07,72,57.0,,0.57,41.04
2018-11-08,75,57.0,,0.57,42.74999999999999
2018-11-09,60,57.0,,0.57,34.199999999999996
2018-11-10,51,57.0,,0.57,29.069999999999997
2018-11-11,48,57.0,,0.57,27.36
2018-11-12,64,57.0,,0.57,36.48
2018-11-13,64,57.0,,0.57,36.48
2018-11-14,62,57.0,,0.57,35.339999999999996
2018-11-15,64,57.0,,0.57,36.48
2018-11-16,63,57.0,,0.57,35.91
2018-11-17,47,57.0,,0.57,26.79
2018-11-18,39,57.0,,0.57,22.229999999999997
2018-11-19,68,57.0,,0.57,38.76
2018-11-20,68,57.0,,0.57,38.76
2018-11-21,62,57.0,,0.57,35.339999999999996
2018-11-22,29,57.0,,0.57,16.529999999999998
2018-11-23,50,57.0,,0.57,28.499999999999996
2018-11-24,37,57.0,,0.57,21.09
2018-11-25,36,57.0,,0.57,20.52
2018-11-26,68,57.0,,0.57,38.76
2018-11-27,78,57.0,,0.57,44.459999999999994
2018-11-28,100,57.0,,0.57,56.99999999999999
2018-11-29,88,57.0,,0.57,50.16
2018-11-30,82,57.0,,0.57,46.739999999999995
2018-12-01,27,70.0,False,0.7,18.9
2018-12-02,20,70.0,,0.7,14.0
2018-12-03,33,70.0,,0.7,23.099999999999998
2018-12-04,36,70.0,,0.7,25.2
2018-12-05,36,70.0,,0.7,25.2
2018-12-06,33,70.0,,0.7,23.099999999999998
2018-12-07,35,70.0,,0.7,24.5
2018-12-08,21,70.0,,0.7,14.7
2018-12-09,20,70.0,,0.7,14.0
2018-12-10,30,70.0,,0.7,21.0
2018-12-11,34,70.0,,0.7,23.799999999999997
2018-12-12,30,70.0,,0.7,21.0
2018-12-13,32,70.0,,0.7,22.4
2018-12-14,33,70.0,,0.7,23.099999999999998
2018-12-15,24,70.0,,0.7,16.799999999999997
2018-12-16,20,70.0,,0.7,14.0
2018-12-17,35,70.0,,0.7,24.5
2018-12-18,48,70.0,,0.7,33.599999999999994
2018-12-19,100,70.0,,0.7,70.0
2018-12-20,60,70.0,,0.7,42.0
2018-12-21,43,70.0,,0.7,30.099999999999998
2018-12-22,33,70.0,,0.7,23.099999999999998
2018-12-23,23,70.0,,0.7,16.099999999999998
2018-12-24,30,70.0,,0.7,21.0
2018-12-25,19,70.0,,0.7,13.299999999999999
2018-12-26,29,70.0,,0.7,20.299999999999997
2018-12-27,27,70.0,,0.7,18.9
2018-12-28,30,70.0,,0.7,21.0
2018-12-29,24,70.0,,0.7,16.799999999999997
2018-12-30,17,70.0,,0.7,11.899999999999999
2018-12-31,25,70.0,,0.7,17.5
2019-01-01,43,59.0,False,0.59,25.369999999999997
2019-01-02,90,59.0,,0.59,53.099999999999994
2019-01-03,89,59.0,,0.59,52.51
2019-01-04,99,59.0,,0.59,58.41
2019-01-05,65,59.0,,0.59,38.35
2019-01-06,49,59.0,,0.59,28.91
2019-01-07,77,59.0,,0.59,45.43
2019-01-08,78,59.0,,0.59,46.019999999999996
2019-01-09,89,59.0,,0.59,52.51
2019-01-10,82,59.0,,0.59,48.379999999999995
2019-01-11,77,59.0,,0.59,45.43
2019-01-12,58,59.0,,0.59,34.22
2019-01-13,47,59.0,,0.59,27.729999999999997
2019-01-14,79,59.0,,0.59,46.61
2019-01-15,74,59.0,,0.59,43.66
2019-01-16,78,59.0,,0.59,46.019999999999996
2019-01-17,83,59.0,,0.59,48.97
2019-01-18,75,59.0,,0.59,44.25
2019-01-19,48,59.0,,0.59,28.32
2019-01-20,45,59.0,,0.59,26.549999999999997
2019-01-21,64,59.0,,0.59,37.76
2019-01-22,79,59.0,,0.59,46.61
2019-01-23,74,59.0,,0.59,43.66
2019-01-24,78,59.0,,0.59,46.019999999999996
2019-01-25,83,59.0,,0.59,48.97
2019-01-26,57,59.0,,0.59,33.629999999999995
2019-01-27,52,59.0,,0.59,30.68
2019-01-28,82,59.0,,0.59,48.379999999999995
2019-01-29,85,59.0,,0.59,50.15
2019-01-30,100,59.0,,0.59,59.0
2019-01-31,89,59.0,,0.59,52.51
2019-02-01,84,58.0,False,0.58,48.72
2019-02-02,57,58.0,,0.58,33.059999999999995
2019-02-03,53,58.0,,0.58,30.74
2019-02-04,73,58.0,,0.58,42.339999999999996
2019-02-05,83,58.0,,0.58,48.13999999999999
2019-02-06,79,58.0,,0.58,45.82
2019-02-07,82,58.0,,0.58,47.559999999999995
2019-02-08,82,58.0,,0.58,47.559999999999995
2019-02-09,65,58.0,,0.58,37.699999999999996
2019-02-10,65,58.0,,0.58,37.699999999999996
2019-02-11,81,58.0,,0.58,46.98
2019-02-12,82,58.0,,0.58,47.559999999999995
2019-02-13,90,58.0,,0.58,52.199999999999996
2019-02-14,83,58.0,,0.58,48.13999999999999
2019-02-15,83,58.0,,0.58,48.13999999999999
2019-02-16,59,58.0,,0.58,34.22
2019-02-17,51,58.0,,0.58,29.58
2019-02-18,72,58.0,,0.58,41.76
2019-02-19,82,58.0,,0.58,47.559999999999995
2019-02-20,100,58.0,,0.58,57.99999999999999
2019-02-21,85,58.0,,0.58,49.3
2019-02-22,77,58.0,,0.58,44.66
2019-02-23,60,58.0,,0.58,34.8
2019-02-24,50,58.0,,0.58,28.999999999999996
2019-02-25,77,58.0,,0.58,44.66
2019-02-26,91,58.0,,0.58,52.779999999999994
2019-02-27,86,58.0,,0.58,49.879999999999995
2019-02-28,85,58.0,,0.58,49.3
2019-03-01,73,56.0,False,0.56,40.88
2019-03-02,50,56.0,,0.56,28.000000000000004
2019-03-03,42,56.0,,0.56,23.520000000000003
2019-03-04,64,56.0,,0.56,35.84
2019-03-05,66,56.0,,0.56,36.96
2019-03-06,70,56.0,,0.56,39.2
2019-03-07,64,56.0,,0.56,35.84
2019-03-08,71,56.0,,0.56,39.760000000000005
2019-03-09,52,56.0,,0.56,29.120000000000005
2019-03-10,46,56.0,,0.56,25.76
2019-03-11,71,56.0,,0.56,39.760000000000005
2019-03-12,72,56.0,,0.56,40.32000000000001
2019-03-13,67,56.0,,0.56,37.52
2019-03-14,70,56.0,,0.56,39.2
2019-03-15,71,56.0,,0.56,39.760000000000005
2019-03-16,53,56.0,,0.56,29.680000000000003
2019-03-17,47,56.0,,0.56,26.320000000000004
2019-03-18,71,56.0,,0.56,39.760000000000005
2019-03-19,83,56.0,,0.56,46.480000000000004
2019-03-20,100,56.0,,0.56,56.00000000000001
2019-03-21,73,56.0,,0.56,40.88
2019-03-22,73,56.0,,0.56,40.88
2019-03-23,42,56.0,,0.56,23.520000000000003
2019-03-24,39,56.0,,0.56,21.840000000000003
2019-03-25,76,56.0,,0.56,42.56
2019-03-26,73,56.0,,0.56,40.88
2019-03-27,74,56.0,,0.56,41.440000000000005
2019-03-28,64,56.0,,0.56,35.84
2019-03-29,71,56.0,,0.56,39.760000000000005
2019-03-30,46,56.0,,0.56,25.76
2019-03-31,49,56.0,,0.56,27.44
2019-04-01,90,57.0,False,0.57,51.3
2019-04-02,96,57.0,,0.57,54.72
2019-04-03,95,57.0,,0.57,54.15
2019-04-04,91,57.0,,0.57,51.87
2019-04-05,78,57.0,,0.57,44.459999999999994
2019-04-06,60,57.0,,0.57,34.199999999999996
2019-04-07,51,57.0,,0.57,29.069999999999997
2019-04-08,87,57.0,,0.57,49.589999999999996
2019-04-09,97,57.0,,0.57,55.28999999999999
2019-04-10,100,57.0,,0.57,56.99999999999999
2019-04-11,86,57.0,,0.57,49.019999999999996
2019-04-12,94,57.0,,0.57,53.58
2019-04-13,62,57.0,,0.57,35.339999999999996
2019-04-14,62,57.0,,0.57,35.339999999999996
2019-04-15,95,57.0,,0.57,54.15
2019-04-16,87,57.0,,0.57,49.589999999999996
2019-04-17,86,57.0,,0.57,49.019999999999996
2019-04-18,89,57.0,,0.57,50.73
2019-04-19,81,57.0,,0.57,46.169999999999995
2019-04-20,67,57.0,,0.57,38.19
2019-04-21,80,57.0,,0.57,45.599999999999994
2019-04-22,87,57.0,,0.57,49.589999999999996
2019-04-23,84,57.0,,0.57,47.879999999999995
2019-04-24,97,57.0,,0.57,55.28999999999999
2019-04-25,81,57.0,,0.57,46.169999999999995
2019-04-26,79,57.0,,0.57,45.029999999999994
2019-04-27,53,57.0,,0.57,30.209999999999997
2019-04-28,47,57.0,,0.57,26.79
2019-04-29,72,57.0,,0.57,41.04
2019-04-30,83,57.0,,0.57,47.309999999999995
2019-05-01,100,51.0,False,0.51,51.0
2019-05-02,69,51.0,,0.51,35.19
2019-05-03,77,51.0,,0.51,39.27
2019-05-04,49,51.0,,0.51,24.990000000000002
2019-05-05,42,51.0,,0.51,21.42
2019-05-06,72,51.0,,0.51,36.72
2019-05-07,74,51.0,,0.51,37.74
2019-05-08,73,51.0,,0.51,37.230000000000004
2019-05-09,69,51.0,,0.51,35.19
2019-05-10,70,51.0,,0.51,35.7
2019-05-11,45,51.0,,0.51,22.95
2019-05-12,40,51.0,,0.51,20.4
2019-05-13,72,51.0,,0.51,36.72
2019-05-14,65,51.0,,0.51,33.15
2019-05-15,76,51.0,,0.51,38.76
2019-05-16,63,51.0,,0.51,32.13
2019-05-17,65,51.0,,0.51,33.15
2019-05-18,45,51.0,,0.51,22.95
2019-05-19,38,51.0,,0.51,19.38
2019-05-20,69,51.0,,0.51,35.19
2019-05-21,70,51.0,,0.51,35.7
2019-05-22,70,51.0,,0.51,35.7
2019-05-23,69,51.0,,0.51,35.19
2019-05-24,61,51.0,,0.51,31.11
2019-05-25,47,51.0,,0.51,23.97
2019-05-26,36,51.0,,0.51,18.36
2019-05-27,43,51.0,,0.51,21.93
2019-05-28,72,51.0,,0.51,36.72
2019-05-29,78,51.0,,0.51,39.78
2019-05-30,65,51.0,,0.51,33.15
2019-05-31,73,51.0,,0.51,37.230000000000004
2019-06-01,33,57.0,False,0.57,18.81
2019-06-02,29,57.0,,0.57,16.529999999999998
2019-06-03,46,57.0,,0.57,26.22
2019-06-04,51,57.0,,0.57,29.069999999999997
2019-06-05,53,57.0,,0.57,30.209999999999997
2019-06-06,48,57.0,,0.57,27.36
2019-06-07,51,57.0,,0.57,29.069999999999997
2019-06-08,33,57.0,,0.57,18.81
2019-06-09,25,57.0,,0.57,14.249999999999998
2019-06-10,48,57.0,,0.57,27.36
2019-06-11,47,57.0,,0.57,26.79
2019-06-12,45,57.0,,0.57,25.65
2019-06-13,49,57.0,,0.57,27.929999999999996
2019-06-14,47,57.0,,0.57,26.79
2019-06-15,28,57.0,,0.57,15.959999999999999
2019-06-16,24,57.0,,0.57,13.68
2019-06-17,50,57.0,,0.57,28.499999999999996
2019-06-18,60,57.0,,0.57,34.199999999999996
2019-06-19,100,57.0,,0.57,56.99999999999999
2019-06-20,51,57.0,,0.57,29.069999999999997
2019-06-21,51,57.0,,0.57,29.069999999999997
2019-06-22,28,57.0,,0.57,15.959999999999999
2019-06-23,23,57.0,,0.57,13.11
2019-06-24,50,57.0,,0.57,28.499999999999996
2019-06-25,55,57.0,,0.57,31.349999999999998
2019-06-26,48,57.0,,0.57,27.36
2019-06-27,46,57.0,,0.57,26.22
2019-06-28,44,57.0,,0.57,25.08
2019-06-29,27,57.0,,0.57,15.389999999999999
2019-06-30,26,57.0,,0.57,14.819999999999999
2019-07-01,28,60.0,False,0.6,16.8
2019-07-02,29,60.0,,0.6,17.4
2019-07-03,27,60.0,,0.6,16.2
2019-07-04,15,60.0,,0.6,9.0
2019-07-05,27,60.0,,0.6,16.2
2019-07-06,18,60.0,,0.6,10.799999999999999
2019-07-07,18,60.0,,0.6,10.799999999999999
2019-07-08,29,60.0,,0.6,17.4
2019-07-09,34,60.0,,0.6,20.4
2019-07-10,35,60.0,,0.6,21.0
2019-07-11,32,60.0,,0.6,19.2
2019-07-12,30,60.0,,0.6,18.0
2019-07-13,20,60.0,,0.6,12.0
2019-07-14,18,60.0,,0.6,10.799999999999999
2019-07-15,30,60.0,,0.6,18.0
2019-07-16,29,60.0,,0.6,17.4
2019-07-17,28,60.0,,0.6,16.8
2019-07-18,27,60.0,,0.6,16.2
2019-07-19,29,60.0,,0.6,17.4
2019-07-20,19,60.0,,0.6,11.4
2019-07-21,17,60.0,,0.6,10.2
2019-07-22,27,60.0,,0.6,16.2
2019-07-23,28,60.0,,0.6,16.8
2019-07-24,27,60.0,,0.6,16.2
2019-07-25,31,60.0,,0.6,18.599999999999998
2019-07-26,25,60.0,,0.6,15.0
2019-07-27,17,60.0,,0.6,10.2
2019-07-28,16,60.0,,0.6,9.6
2019-07-29,39,60.0,,0.6,23.4
2019-07-30,40,60.0,,0.6,24.0
2019-07-31,100,60.0,,0.6,60.0
2019-08-01,100,58.0,False,0.58,57.99999999999999
2019-08-02,70,58.0,,0.58,40.599999999999994
2019-08-03,44,58.0,,0.58,25.52
2019-08-04,37,58.0,,0.58,21.459999999999997
2019-08-05,61,58.0,,0.58,35.379999999999995
2019-08-06,61,58.0,,0.58,35.379999999999995
2019-08-07,64,58.0,,0.58,37.12
2019-08-08,61,58.0,,0.58,35.379999999999995
2019-08-09,57,58.0,,0.58,33.059999999999995
2019-08-10,43,58.0,,0.58,24.939999999999998
2019-08-11,40,58.0,,0.58,23.2
2019-08-12,64,58.0,,0.58,37.12
2019-08-13,63,58.0,,0.58,36.54
2019-08-14,62,58.0,,0.58,35.96
2019-08-15,65,58.0,,0.58,37.699999999999996
2019-08-16,54,58.0,,0.58,31.319999999999997
2019-08-17,46,58.0,,0.58,26.68
2019-08-18,41,58.0,,0.58,23.779999999999998
2019-08-19,65,58.0,,0.58,37.699999999999996
2019-08-20,64,58.0,,0.58,37.12
2019-08-21,66,58.0,,0.58,38.279999999999994
2019-08-22,64,58.0,,0.58,37.12
2019-08-23,85,58.0,,0.58,49.3
2019-08-24,47,58.0,,0.58,27.259999999999998
2019-08-25,60,58.0,,0.58,34.8
2019-08-26,73,58.0,,0.58,42.339999999999996
2019-08-27,66,58.0,,0.58,38.279999999999994
2019-08-28,65,58.0,,0.58,37.699999999999996
2019-08-29,61,58.0,,0.58,35.379999999999995
2019-08-30,51,58.0,,0.58,29.58
2019-08-31,39,58.0,,0.58,22.619999999999997
2019-09-01,19,56.0,False,0.56,10.64
2019-09-02,20,56.0,,0.56,11.200000000000001
2019-09-03,35,56.0,,0.56,19.6
2019-09-04,35,56.0,,0.56,19.6
2019-09-05,34,56.0,,0.56,19.040000000000003
2019-09-06,38,56.0,,0.56,21.28
2019-09-07,21,56.0,,0.56,11.760000000000002
2019-09-08,21,56.0,,0.56,11.760000000000002
2019-09-09,38,56.0,,0.56,21.28
2019-09-10,33,56.0,,0.56,18.48
2019-09-11,41,56.0,,0.56,22.96
2019-09-12,40,56.0,,0.56,22.400000000000002
2019-09-13,33,56.0,,0.56,18.48
2019-09-14,23,56.0,,0.56,12.88
2019-09-15,24,56.0,,0.56,13.440000000000001
2019-09-16,38,56.0,,0.56,21.28
2019-09-17,47,56.0,,0.56,26.320000000000004
2019-09-18,100,56.0,,0.56,56.00000000000001
2019-09-19,58,56.0,,0.56,32.480000000000004
2019-09-20,45,56.0,,0.56,25.200000000000003
2019-09-21,27,56.0,,0.56,15.120000000000001
2019-09-22,19,56.0,,0.56,10.64
2019-09-23,38,56.0,,0.56,21.28
2019-09-24,43,56.0,,0.56,24.080000000000002
2019-09-25,36,56.0,,0.56,20.160000000000004
2019-09-26,39,56.0,,0.56,21.840000000000003
2019-09-27,34,56.0,,0.56,19.040000000000003
2019-09-28,26,56.0,,0.56,14.560000000000002
2019-09-29,19,56.0,,0.56,10.64
2019-09-30,36,56.0,,0.56,20.160000000000004
2019-10-01,47,55.0,False,0.55,25.85
2019-10-02,49,55.0,,0.55,26.950000000000003
2019-10-03,47,55.0,,0.55,25.85
2019-10-04,49,55.0,,0.55,26.950000000000003
2019-10-05,31,55.0,,0.55,17.05
2019-10-06,25,55.0,,0.55,13.750000000000002
2019-10-07,46,55.0,,0.55,25.3
2019-10-08,46,55.0,,0.55,25.3
2019-10-09,51,55.0,,0.55,28.05
2019-10-10,51,55.0,,0.55,28.05
2019-10-11,48,55.0,,0.55,26.400000000000002
2019-10-12,29,55.0,,0.55,15.950000000000001
2019-10-13,27,55.0,,0.55,14.850000000000001
2019-10-14,48,55.0,,0.55,26.400000000000002
2019-10-15,47,55.0,,0.55,25.85
2019-10-16,47,55.0,,0.55,25.85
2019-10-17,50,55.0,,0.55,27.500000000000004
2019-10-18,43,55.0,,0.55,23.650000000000002
2019-10-19,31,55.0,,0.55,17.05
2019-10-20,28,55.0,,0.55,15.400000000000002
2019-10-21,44,55.0,,0.55,24.200000000000003
2019-10-22,49,55.0,,0.55,26.950000000000003
2019-10-23,49,55.0,,0.55,26.950000000000003
2019-10-24,49,55.0,,0.55,26.950000000000003
2019-10-25,45,55.0,,0.55,24.750000000000004
2019-10-26,29,55.0,,0.55,15.950000000000001
2019-10-27,26,55.0,,0.55,14.3
2019-10-28,49,55.0,,0.55,26.950000000000003
2019-10-29,56,55.0,,0.55,30.800000000000004
2019-10-30,100,55.0,,0.55,55.00000000000001
2019-10-31,56,55.0,,0.55,30.800000000000004
2019-11-01,93,49.0,False,0.49,45.57
2019-11-02,64,49.0,,0.49,31.36
2019-11-03,53,49.0,,0.49,25.97
2019-11-04,98,49.0,,0.49,48.019999999999996
2019-11-05,90,49.0,,0.49,44.1
2019-11-06,83,49.0,,0.49,40.67
2019-11-07,89,49.0,,0.49,43.61
2019-11-08,82,49.0,,0.49,40.18
2019-11-09,60,49.0,,0.49,29.4
2019-11-10,58,49.0,,0.49,28.419999999999998
2019-11-11,86,49.0,,0.49,42.14
2019-11-12,96,49.0,,0.49,47.04
2019-11-13,100,49.0,,0.49,49.0
2019-11-14,95,49.0,,0.49,46.55
2019-11-15,86,49.0,,0.49,42.14
2019-11-16,59,49.0,,0.49,28.91
2019-11-17,55,49.0,,0.49,26.95
2019-11-18,89,49.0,,0.49,43.61
2019-11-19,90,49.0,,0.49,44.1
2019-11-20,100,49.0,,0.49,49.0
2019-11-21,90,49.0,,0.49,44.1
2019-11-22,88,49.0,,0.49,43.12
2019-11-23,54,49.0,,0.49,26.46
2019-11-24,49,49.0,,0.49,24.009999999999998
2019-11-25,88,49.0,,0.49,43.12
2019-11-26,94,49.0,,0.49,46.06
2019-11-27,83,49.0,,0.49,40.67
2019-11-28,40,49.0,,0.49,19.6
2019-11-29,54,49.0,,0.49,26.46
2019-11-30,43,49.0,,0.49,21.07
2019-12-01,37,56.0,False,0.56,20.720000000000002
2019-12-02,65,56.0,,0.56,36.400000000000006
2019-12-03,77,56.0,,0.56,43.120000000000005
2019-12-04,79,56.0,,0.56,44.24
2019-12-05,75,56.0,,0.56,42.00000000000001
2019-12-06,79,56.0,,0.56,44.24
2019-12-07,61,56.0,,0.56,34.160000000000004
2019-12-08,51,56.0,,0.56,28.560000000000002
2019-12-09,80,56.0,,0.56,44.800000000000004
2019-12-10,93,56.0,,0.56,52.080000000000005
2019-12-11,100,56.0,,0.56,56.00000000000001
2019-12-12,89,56.0,,0.56,49.84
2019-12-13,82,56.0,,0.56,45.92
2019-12-14,60,56.0,,0.56,33.6
2019-12-15,43,56.0,,0.56,24.080000000000002
2019-12-16,77,56.0,,0.56,43.120000000000005
2019-12-17,78,56.0,,0.56,43.68000000000001
2019-12-18,92,56.0,,0.56,51.52
2019-12-19,85,56.0,,0.56,47.6
2019-12-20,82,56.0,,0.56,45.92
2019-12-21,60,56.0,,0.56,33.6
2019-12-22,44,56.0,,0.56,24.64
2019-12-23,70,56.0,,0.56,39.2
2019-12-24,62,56.0,,0.56,34.720000000000006
2019-12-25,26,56.0,,0.56,14.560000000000002
2019-12-26,50,56.0,,0.56,28.000000000000004
2019-12-27,56,56.0,,0.56,31.360000000000003
2019-12-28,47,56.0,,0.56,26.320000000000004
2019-12-29,36,56.0,,0.56,20.160000000000004
2019-12-30,59,56.0,,0.56,33.040000000000006
2019-12-31,65,56.0,,0.56,36.400000000000006
2020-01-01,44,51.0,False,0.51,22.44
2020-01-02,83,51.0,,0.51,42.33
2020-01-03,80,51.0,,0.51,40.8
2020-01-04,63,51.0,,0.51,32.13
2020-01-05,53,51.0,,0.51,27.03
2020-01-06,88,51.0,,0.51,44.88
2020-01-07,91,51.0,,0.51,46.410000000000004
2020-01-08,94,51.0,,0.51,47.94
2020-01-09,82,51.0,,0.51,41.82
2020-01-10,85,51.0,,0.51,43.35
2020-01-11,64,51.0,,0.51,32.64
2020-01-12,58,51.0,,0.51,29.580000000000002
2020-01-13,80,51.0,,0.51,40.8
2020-01-14,91,51.0,,0.51,46.410000000000004
2020-01-15,98,51.0,,0.51,49.980000000000004
2020-01-16,97,51.0,,0.51,49.47
2020-01-17,91,51.0,,0.51,46.410000000000004
2020-01-18,62,51.0,,0.51,31.62
2020-01-19,52,51.0,,0.51,26.52
2020-01-20,87,51.0,,0.51,44.37
2020-01-21,93,51.0,,0.51,47.43
2020-01-22,93,51.0,,0.51,47.43
2020-01-23,92,51.0,,0.51,46.92
2020-01-24,83,51.0,,0.51,42.33
2020-01-25,63,51.0,,0.51,32.13
2020-01-26,50,51.0,,0.51,25.5
2020-01-27,82,51.0,,0.51,41.82
2020-01-28,84,51.0,,0.51,42.84
2020-01-29,100,51.0,,0.51,51.0
2020-01-30,83,51.0,,0.51,42.33
2020-01-31,87,51.0,,0.51,44.37
2020-02-01,59,53.0,False,0.53,31.270000000000003
2020-02-02,49,53.0,,0.53,25.970000000000002
2020-02-03,67,53.0,,0.53,35.510000000000005
2020-02-04,85,53.0,,0.53,45.050000000000004
2020-02-05,75,53.0,,0.53,39.75
2020-02-06,85,53.0,,0.53,45.050000000000004
2020-02-07,85,53.0,,0.53,45.050000000000004
2020-02-08,83,53.0,,0.53,43.99
2020-02-09,100,53.0,,0.53,53.0
2020-02-10,87,53.0,,0.53,46.11
2020-02-11,94,53.0,,0.53,49.82
2020-02-12,90,53.0,,0.53,47.7
2020-02-13,87,53.0,,0.53,46.11
2020-02-14,84,53.0,,0.53,44.52
2020-02-15,57,53.0,,0.53,30.21
2020-02-16,56,53.0,,0.53,29.68
2020-02-17,76,53.0,,0.53,40.28
2020-02-18,83,53.0,,0.53,43.99
2020-02-19,89,53.0,,0.53,47.17
2020-02-20,83,53.0,,0.53,43.99
2020-02-21,76,53.0,,0.53,40.28
2020-02-22,59,53.0,,0.53,31.270000000000003
2020-02-23,55,53.0,,0.53,29.150000000000002
2020-02-24,88,53.0,,0.53,46.64
2020-02-25,78,53.0,,0.53,41.34
2020-02-26,91,53.0,,0.53,48.230000000000004
2020-02-27,96,53.0,,0.53,50.88
2020-02-28,100,53.0,,0.53,53.0
2020-02-29,69,53.0,,0.53,36.57
2020-03-01,16,83.0,False,0.83,13.28
2020-03-02,25,83.0,,0.83,20.75
2020-03-03,61,83.0,,0.83,50.629999999999995
2020-03-04,32,83.0,,0.83,26.56
2020-03-05,26,83.0,,0.83,21.58
2020-03-06,22,83.0,,0.83,18.259999999999998
2020-03-07,18,83.0,,0.83,14.94
2020-03-08,16,83.0,,0.83,13.28
2020-03-09,30,83.0,,0.83,24.9
2020-03-10,26,83.0,,0.83,21.58
2020-03-11,24,83.0,,0.83,19.919999999999998
2020-03-12,38,83.0,,0.83,31.54
2020-03-13,33,83.0,,0.83,27.389999999999997
2020-03-14,23,83.0,,0.83,19.09
2020-03-15,100,83.0,,0.83,83.0
2020-03-16,82,83.0,,0.83,68.06
2020-03-17,32,83.0,,0.83,26.56
2020-03-18,25,83.0,,0.83,20.75
2020-03-19,22,83.0,,0.83,18.259999999999998
2020-03-20,27,83.0,,0.83,22.41
2020-03-21,15,83.0,,0.83,12.45
2020-03-22,14,83.0,,0.83,11.62
2020-03-23,30,83.0,,0.83,24.9
2020-03-24,25,83.0,,0.83,20.75
2020-03-25,24,83.0,,0.83,19.919999999999998
2020-03-26,24,83.0,,0.83,19.919999999999998
2020-03-27,24,83.0,,0.83,19.919999999999998
2020-03-28,20,83.0,,0.83,16.599999999999998
2020-03-29,15,83.0,,0.83,12.45
2020-03-30,23,83.0,,0.83,19.09
2020-03-31,25,83.0,,0.83,20.75
2020-04-01,75,63.0,False,0.63,47.25
2020-04-02,67,63.0,,0.63,42.21
2020-04-03,71,63.0,,0.63,44.73
2020-04-04,49,63.0,,0.63,30.87
2020-04-05,50,63.0,,0.63,31.5
2020-04-06,77,63.0,,0.63,48.51
2020-04-07,70,63.0,,0.63,44.1
2020-04-08,79,63.0,,0.63,49.77
2020-04-09,100,63.0,,0.63,63.0
2020-04-10,83,63.0,,0.63,52.29
2020-04-11,54,63.0,,0.63,34.02
2020-04-12,44,63.0,,0.63,27.72
2020-04-13,67,63.0,,0.63,42.21
2020-04-14,70,63.0,,0.63,44.1
2020-04-15,82,63.0,,0.63,51.660000000000004
2020-04-16,72,63.0,,0.63,45.36
2020-04-17,71,63.0,,0.63,44.73
2020-04-18,52,63.0,,0.63,32.76
2020-04-19,44,63.0,,0.63,27.72
2020-04-20,70,63.0,,0.63,44.1
2020-04-21,68,63.0,,0.63,42.84
2020-04-22,72,63.0,,0.63,45.36
2020-04-23,73,63.0,,0.63,45.99
2020-04-24,76,63.0,,0.63,47.88
2020-04-25,63,63.0,,0.63,39.69
2020-04-26,47,63.0,,0.63,29.61
2020-04-27,77,63.0,,0.63,48.51
2020-04-28,72,63.0,,0.63,45.36
2020-04-29,94,63.0,,0.63,59.22
2020-04-30,83,63.0,,0.63,52.29
2020-05-01,90,61.0,False,0.61,54.9
2020-05-02,69,61.0,,0.61,42.089999999999996
2020-05-03,59,61.0,,0.61,35.99
2020-05-04,87,61.0,,0.61,53.07
2020-05-05,99,61.0,,0.61,60.39
2020-05-06,92,61.0,,0.61,56.12
2020-05-07,91,61.0,,0.61,55.51
