date,financial markets_unscaled,financial markets_monthly,isPartial,scale,financial markets
2017-07-08,26,41.0,,0.41,10.66
2017-07-09,52,41.0,,0.41,21.32
2017-07-10,55,41.0,,0.41,22.549999999999997
2017-07-11,44,41.0,,0.41,18.04
2017-07-12,87,41.0,,0.41,35.669999999999995
2017-07-13,78,41.0,,0.41,31.979999999999997
2017-07-14,34,41.0,,0.41,13.94
2017-07-15,65,41.0,,0.41,26.65
2017-07-16,52,41.0,,0.41,21.32
2017-07-17,100,41.0,,0.41,41.0
2017-07-18,55,41.0,,0.41,22.549999999999997
2017-07-19,33,41.0,,0.41,13.53
2017-07-20,65,41.0,,0.41,26.65
2017-07-21,56,41.0,,0.41,22.959999999999997
2017-07-22,26,41.0,,0.41,10.66
2017-07-23,51,41.0,,0.41,20.91
2017-07-24,76,41.0,,0.41,31.159999999999997
2017-07-25,65,41.0,,0.41,26.65
2017-07-26,66,41.0,,0.41,27.06
2017-07-27,88,41.0,,0.41,36.08
2017-07-28,67,41.0,,0.41,27.47
2017-07-29,25,41.0,,0.41,10.25
2017-07-30,26,41.0,,0.41,10.66
2017-07-31,33,41.0,,0.41,13.53
2017-08-01,24,49.0,False,0.49,11.76
2017-08-02,34,49.0,,0.49,16.66
2017-08-03,42,49.0,,0.49,20.58
2017-08-04,57,49.0,,0.49,27.93
2017-08-05,0,49.0,,0.49,0.0
2017-08-06,15,49.0,,0.49,7.35
2017-08-07,47,49.0,,0.49,23.03
2017-08-08,29,49.0,,0.49,14.209999999999999
2017-08-09,24,49.0,,0.49,11.76
2017-08-10,50,49.0,,0.49,24.5
2017-08-11,44,49.0,,0.49,21.56
2017-08-12,14,49.0,,0.49,6.859999999999999
2017-08-13,29,49.0,,0.49,14.209999999999999
2017-08-14,43,49.0,,0.49,21.07
2017-08-15,18,49.0,,0.49,8.82
2017-08-16,49,49.0,,0.49,24.009999999999998
2017-08-17,18,49.0,,0.49,8.82
2017-08-18,25,49.0,,0.49,12.25
2017-08-19,43,49.0,,0.49,21.07
2017-08-20,14,49.0,,0.49,6.859999999999999
2017-08-21,34,49.0,,0.49,16.66
2017-08-22,24,49.0,,0.49,11.76
2017-08-23,36,49.0,,0.49,17.64
2017-08-24,59,49.0,,0.49,28.91
2017-08-25,37,49.0,,0.49,18.13
2017-08-26,28,49.0,,0.49,13.719999999999999
2017-08-27,0,49.0,,0.49,0.0
2017-08-28,36,49.0,,0.49,17.64
2017-08-29,100,49.0,,0.49,49.0
2017-08-30,48,49.0,,0.49,23.52
2017-08-31,89,49.0,,0.49,43.61
2017-09-01,54,65.0,False,0.65,35.1
2017-09-02,34,65.0,,0.65,22.1
2017-09-03,27,65.0,,0.65,17.55
2017-09-04,39,65.0,,0.65,25.35
2017-09-05,100,65.0,,0.65,65.0
2017-09-06,38,65.0,,0.65,24.7
2017-09-07,34,65.0,,0.65,22.1
2017-09-08,23,65.0,,0.65,14.950000000000001
2017-09-09,33,65.0,,0.65,21.45
2017-09-10,19,65.0,,0.65,12.35
2017-09-11,45,65.0,,0.65,29.25
2017-09-12,40,65.0,,0.65,26.0
2017-09-13,45,65.0,,0.65,29.25
2017-09-14,63,65.0,,0.65,40.95
2017-09-15,35,65.0,,0.65,22.75
2017-09-16,14,65.0,,0.65,9.1
2017-09-17,67,65.0,,0.65,43.550000000000004
2017-09-18,57,65.0,,0.65,37.050000000000004
2017-09-19,67,65.0,,0.65,43.550000000000004
2017-09-20,62,65.0,,0.65,40.300000000000004
2017-09-21,57,65.0,,0.65,37.050000000000004
2017-09-22,23,65.0,,0.65,14.950000000000001
2017-09-23,21,65.0,,0.65,13.65
2017-09-24,34,65.0,,0.65,22.1
2017-09-25,28,65.0,,0.65,18.2
2017-09-26,67,65.0,,0.65,43.550000000000004
2017-09-27,69,65.0,,0.65,44.85
2017-09-28,40,65.0,,0.65,26.0
2017-09-29,64,65.0,,0.65,41.6
2017-09-30,28,65.0,,0.65,18.2
2017-10-01,31,57.0,False,0.57,17.669999999999998
2017-10-02,37,57.0,,0.57,21.09
2017-10-03,100,57.0,,0.57,56.99999999999999
2017-10-04,63,57.0,,0.57,35.91
2017-10-05,26,57.0,,0.57,14.819999999999999
2017-10-06,52,57.0,,0.57,29.639999999999997
2017-10-07,31,57.0,,0.57,17.669999999999998
2017-10-08,44,57.0,,0.57,25.08
2017-10-09,50,57.0,,0.57,28.499999999999996
2017-10-10,38,57.0,,0.57,21.659999999999997
2017-10-11,38,57.0,,0.57,21.659999999999997
2017-10-12,88,57.0,,0.57,50.16
2017-10-13,53,57.0,,0.57,30.209999999999997
2017-10-14,0,57.0,,0.57,0.0
2017-10-15,30,57.0,,0.57,17.099999999999998
2017-10-16,13,57.0,,0.57,7.409999999999999
2017-10-17,38,57.0,,0.57,21.659999999999997
2017-10-18,0,57.0,,0.57,0.0
2017-10-19,90,57.0,,0.57,51.3
2017-10-20,53,57.0,,0.57,30.209999999999997
2017-10-21,32,57.0,,0.57,18.24
2017-10-22,15,57.0,,0.57,8.549999999999999
2017-10-23,38,57.0,,0.57,21.659999999999997
2017-10-24,63,57.0,,0.57,35.91
2017-10-25,38,57.0,,0.57,21.659999999999997
2017-10-26,51,57.0,,0.57,29.069999999999997
2017-10-27,67,57.0,,0.57,38.19
2017-10-28,16,57.0,,0.57,9.12
2017-10-29,15,57.0,,0.57,8.549999999999999
2017-10-30,49,57.0,,0.57,27.929999999999996
2017-10-31,13,57.0,,0.57,7.409999999999999
2017-11-01,45,54.0,False,0.54,24.3
2017-11-02,57,54.0,,0.54,30.78
2017-11-03,44,54.0,,0.54,23.76
2017-11-04,26,54.0,,0.54,14.040000000000001
2017-11-05,0,54.0,,0.54,0.0
2017-11-06,57,54.0,,0.54,30.78
2017-11-07,43,54.0,,0.54,23.220000000000002
2017-11-08,100,54.0,,0.54,54.0
2017-11-09,65,54.0,,0.54,35.1
2017-11-10,46,54.0,,0.54,24.840000000000003
2017-11-11,17,54.0,,0.54,9.18
2017-11-12,34,54.0,,0.54,18.36
2017-11-13,29,54.0,,0.54,15.66
2017-11-14,50,54.0,,0.54,27.0
2017-11-15,57,54.0,,0.54,30.78
2017-11-16,72,54.0,,0.54,38.88
2017-11-17,37,54.0,,0.54,19.98
2017-11-18,17,54.0,,0.54,9.18
2017-11-19,52,54.0,,0.54,28.080000000000002
2017-11-20,44,54.0,,0.54,23.76
2017-11-21,67,54.0,,0.54,36.18
2017-11-22,40,54.0,,0.54,21.6
2017-11-23,43,54.0,,0.54,23.220000000000002
2017-11-24,49,54.0,,0.54,26.46
2017-11-25,17,54.0,,0.54,9.18
2017-11-26,50,54.0,,0.54,27.0
2017-11-27,60,54.0,,0.54,32.400000000000006
2017-11-28,61,54.0,,0.54,32.940000000000005
2017-11-29,50,54.0,,0.54,27.0
2017-11-30,71,54.0,,0.54,38.34
2017-12-01,51,50.0,False,0.5,25.5
2017-12-02,81,50.0,,0.5,40.5
2017-12-03,50,50.0,,0.5,25.0
2017-12-04,74,50.0,,0.5,37.0
2017-12-05,89,50.0,,0.5,44.5
2017-12-06,92,50.0,,0.5,46.0
2017-12-07,75,50.0,,0.5,37.5
2017-12-08,59,50.0,,0.5,29.5
2017-12-09,100,50.0,,0.5,50.0
2017-12-10,40,50.0,,0.5,20.0
2017-12-11,49,50.0,,0.5,24.5
2017-12-12,75,50.0,,0.5,37.5
2017-12-13,42,50.0,,0.5,21.0
2017-12-14,42,50.0,,0.5,21.0
2017-12-15,35,50.0,,0.5,17.5
2017-12-16,61,50.0,,0.5,30.5
2017-12-17,41,50.0,,0.5,20.5
2017-12-18,78,50.0,,0.5,39.0
2017-12-19,44,50.0,,0.5,22.0
2017-12-20,18,50.0,,0.5,9.0
2017-12-21,74,50.0,,0.5,37.0
2017-12-22,29,50.0,,0.5,14.5
2017-12-23,21,50.0,,0.5,10.5
2017-12-24,0,50.0,,0.5,0.0
2017-12-25,35,50.0,,0.5,17.5
2017-12-26,20,50.0,,0.5,10.0
2017-12-27,56,50.0,,0.5,28.0
2017-12-28,28,50.0,,0.5,14.0
2017-12-29,29,50.0,,0.5,14.5
2017-12-30,41,50.0,,0.5,20.5
2017-12-31,41,50.0,,0.5,20.5
2018-01-01,22,53.0,False,0.53,11.66
2018-01-02,32,53.0,,0.53,16.96
2018-01-03,68,53.0,,0.53,36.04
2018-01-04,61,53.0,,0.53,32.33
2018-01-05,50,53.0,,0.53,26.5
2018-01-06,42,53.0,,0.53,22.26
2018-01-07,28,53.0,,0.53,14.84
2018-01-08,59,53.0,,0.53,31.270000000000003
2018-01-09,65,53.0,,0.53,34.45
2018-01-10,12,53.0,,0.53,6.36
2018-01-11,48,53.0,,0.53,25.44
2018-01-12,61,53.0,,0.53,32.33
2018-01-13,28,53.0,,0.53,14.84
2018-01-14,21,53.0,,0.53,11.13
2018-01-15,44,53.0,,0.53,23.32
2018-01-16,36,53.0,,0.53,19.080000000000002
2018-01-17,59,53.0,,0.53,31.270000000000003
2018-01-18,43,53.0,,0.53,22.790000000000003
2018-01-19,68,53.0,,0.53,36.04
2018-01-20,14,53.0,,0.53,7.42
2018-01-21,70,53.0,,0.53,37.1
2018-01-22,52,53.0,,0.53,27.560000000000002
2018-01-23,41,53.0,,0.53,21.73
2018-01-24,54,53.0,,0.53,28.62
2018-01-25,60,53.0,,0.53,31.8
2018-01-26,61,53.0,,0.53,32.33
2018-01-27,29,53.0,,0.53,15.370000000000001
2018-01-28,42,53.0,,0.53,22.26
2018-01-29,64,53.0,,0.53,33.92
2018-01-30,100,53.0,,0.53,53.0
2018-01-31,65,53.0,,0.53,34.45
2018-02-01,34,69.0,False,0.69,23.459999999999997
2018-02-02,40,69.0,,0.69,27.599999999999998
2018-02-03,30,69.0,,0.69,20.7
2018-02-04,29,69.0,,0.69,20.009999999999998
2018-02-05,100,69.0,,0.69,69.0
2018-02-06,92,69.0,,0.69,63.48
2018-02-07,72,69.0,,0.69,49.67999999999999
2018-02-08,97,69.0,,0.69,66.92999999999999
2018-02-09,60,69.0,,0.69,41.4
2018-02-10,35,69.0,,0.69,24.15
2018-02-11,23,69.0,,0.69,15.87
2018-02-12,58,69.0,,0.69,40.019999999999996
2018-02-13,54,69.0,,0.69,37.26
2018-02-14,44,69.0,,0.69,30.36
2018-02-15,65,69.0,,0.69,44.849999999999994
2018-02-16,40,69.0,,0.69,27.599999999999998
2018-02-17,47,69.0,,0.69,32.43
2018-02-18,47,69.0,,0.69,32.43
2018-02-19,41,69.0,,0.69,28.29
2018-02-20,34,69.0,,0.69,23.459999999999997
2018-02-21,39,69.0,,0.69,26.909999999999997
2018-02-22,64,69.0,,0.69,44.16
2018-02-23,54,69.0,,0.69,37.26
2018-02-24,12,69.0,,0.69,8.28
2018-02-25,29,69.0,,0.69,20.009999999999998
2018-02-26,29,69.0,,0.69,20.009999999999998
2018-02-27,39,69.0,,0.69,26.909999999999997
2018-02-28,34,69.0,,0.69,23.459999999999997
2018-03-01,71,59.0,False,0.59,41.89
2018-03-02,87,59.0,,0.59,51.33
2018-03-03,15,59.0,,0.59,8.85
2018-03-04,44,59.0,,0.59,25.959999999999997
2018-03-05,86,59.0,,0.59,50.739999999999995
2018-03-06,74,59.0,,0.59,43.66
2018-03-07,37,59.0,,0.59,21.83
2018-03-08,12,59.0,,0.59,7.08
2018-03-09,51,59.0,,0.59,30.09
2018-03-10,15,59.0,,0.59,8.85
2018-03-11,89,59.0,,0.59,52.51
2018-03-12,100,59.0,,0.59,59.0
2018-03-13,75,59.0,,0.59,44.25
2018-03-14,75,59.0,,0.59,44.25
2018-03-15,62,59.0,,0.59,36.58
2018-03-16,51,59.0,,0.59,30.09
2018-03-17,30,59.0,,0.59,17.7
2018-03-18,15,59.0,,0.59,8.85
2018-03-19,25,59.0,,0.59,14.75
2018-03-20,61,59.0,,0.59,35.989999999999995
2018-03-21,37,59.0,,0.59,21.83
2018-03-22,64,59.0,,0.59,37.76
2018-03-23,52,59.0,,0.59,30.68
2018-03-24,30,59.0,,0.59,17.7
2018-03-25,30,59.0,,0.59,17.7
2018-03-26,38,59.0,,0.59,22.419999999999998
2018-03-27,77,59.0,,0.59,45.43
2018-03-28,52,59.0,,0.59,30.68
2018-03-29,52,59.0,,0.59,30.68
2018-03-30,69,59.0,,0.59,40.71
2018-03-31,31,59.0,,0.59,18.29
2018-04-01,95,65.0,False,0.65,61.75
2018-04-02,79,65.0,,0.65,51.35
2018-04-03,68,65.0,,0.65,44.2
2018-04-04,77,65.0,,0.65,50.050000000000004
2018-04-05,55,65.0,,0.65,35.75
2018-04-06,55,65.0,,0.65,35.75
2018-04-07,36,65.0,,0.65,23.400000000000002
2018-04-08,72,65.0,,0.65,46.800000000000004
2018-04-09,75,65.0,,0.65,48.75
2018-04-10,75,65.0,,0.65,48.75
2018-04-11,100,65.0,,0.65,65.0
2018-04-12,92,65.0,,0.65,59.800000000000004
2018-04-13,47,65.0,,0.65,30.55
2018-04-14,0,65.0,,0.65,0.0
2018-04-15,45,65.0,,0.65,29.25
2018-04-16,88,65.0,,0.65,57.2
2018-04-17,45,65.0,,0.65,29.25
2018-04-18,92,65.0,,0.65,59.800000000000004
2018-04-19,62,65.0,,0.65,40.300000000000004
2018-04-20,39,65.0,,0.65,25.35
2018-04-21,47,65.0,,0.65,30.55
2018-04-22,47,65.0,,0.65,30.55
2018-04-23,60,65.0,,0.65,39.0
2018-04-24,74,65.0,,0.65,48.1
2018-04-25,60,65.0,,0.65,39.0
2018-04-26,69,65.0,,0.65,44.85
2018-04-27,86,65.0,,0.65,55.9
2018-04-28,19,65.0,,0.65,12.35
2018-04-29,73,65.0,,0.65,47.45
2018-04-30,91,65.0,,0.65,59.15
2018-05-01,72,55.0,False,0.55,39.6
2018-05-02,43,55.0,,0.55,23.650000000000002
2018-05-03,65,55.0,,0.55,35.75
2018-05-04,60,55.0,,0.55,33.0
2018-05-05,35,55.0,,0.55,19.25
2018-05-06,27,55.0,,0.55,14.850000000000001
2018-05-07,29,55.0,,0.55,15.950000000000001
2018-05-08,100,55.0,,0.55,55.00000000000001
2018-05-09,58,55.0,,0.55,31.900000000000002
2018-05-10,87,55.0,,0.55,47.85
2018-05-11,22,55.0,,0.55,12.100000000000001
2018-05-12,18,55.0,,0.55,9.9
2018-05-13,27,55.0,,0.55,14.850000000000001
2018-05-14,67,55.0,,0.55,36.85
2018-05-15,36,55.0,,0.55,19.8
2018-05-16,65,55.0,,0.55,35.75
2018-05-17,44,55.0,,0.55,24.200000000000003
2018-05-18,45,55.0,,0.55,24.750000000000004
2018-05-19,18,55.0,,0.55,9.9
2018-05-20,45,55.0,,0.55,24.750000000000004
2018-05-21,59,55.0,,0.55,32.45
2018-05-22,58,55.0,,0.55,31.900000000000002
2018-05-23,30,55.0,,0.55,16.5
2018-05-24,39,55.0,,0.55,21.450000000000003
2018-05-25,48,55.0,,0.55,26.400000000000002
2018-05-26,65,55.0,,0.55,35.75
2018-05-27,37,55.0,,0.55,20.35
2018-05-28,52,55.0,,0.55,28.6
2018-05-29,30,55.0,,0.55,16.5
2018-05-30,81,55.0,,0.55,44.550000000000004
2018-05-31,30,55.0,,0.55,16.5
2018-06-01,58,39.0,False,0.39,22.62
2018-06-02,0,39.0,,0.39,0.0
2018-06-03,39,39.0,,0.39,15.21
2018-06-04,48,39.0,,0.39,18.72
2018-06-05,49,39.0,,0.39,19.11
2018-06-06,58,39.0,,0.39,22.62
2018-06-07,49,39.0,,0.39,19.11
2018-06-08,67,39.0,,0.39,26.130000000000003
2018-06-09,77,39.0,,0.39,30.03
2018-06-10,39,39.0,,0.39,15.21
2018-06-11,47,39.0,,0.39,18.330000000000002
2018-06-12,23,39.0,,0.39,8.97
2018-06-13,100,39.0,,0.39,39.0
2018-06-14,65,39.0,,0.39,25.35
2018-06-15,51,39.0,,0.39,19.89
2018-06-16,20,39.0,,0.39,7.800000000000001
2018-06-17,30,39.0,,0.39,11.700000000000001
2018-06-18,25,39.0,,0.39,9.75
2018-06-19,32,39.0,,0.39,12.48
2018-06-20,58,39.0,,0.39,22.62
2018-06-21,58,39.0,,0.39,22.62
2018-06-22,59,39.0,,0.39,23.01
2018-06-23,29,39.0,,0.39,11.31
2018-06-24,49,39.0,,0.39,19.11
2018-06-25,74,39.0,,0.39,28.86
2018-06-26,41,39.0,,0.39,15.99
2018-06-27,50,39.0,,0.39,19.5
2018-06-28,34,39.0,,0.39,13.26
2018-06-29,35,39.0,,0.39,13.65
2018-06-30,20,39.0,,0.39,7.800000000000001
2018-07-01,80,38.0,False,0.38,30.4
2018-07-02,33,38.0,,0.38,12.540000000000001
2018-07-03,46,38.0,,0.38,17.48
2018-07-04,26,38.0,,0.38,9.88
2018-07-05,96,38.0,,0.38,36.480000000000004
2018-07-06,22,38.0,,0.38,8.36
2018-07-07,26,38.0,,0.38,9.88
2018-07-08,39,38.0,,0.38,14.82
2018-07-09,77,38.0,,0.38,29.26
2018-07-10,32,38.0,,0.38,12.16
2018-07-11,32,38.0,,0.38,12.16
2018-07-12,81,38.0,,0.38,30.78
2018-07-13,59,38.0,,0.38,22.42
2018-07-14,53,38.0,,0.38,20.14
2018-07-15,52,38.0,,0.38,19.76
2018-07-16,57,38.0,,0.38,21.66
2018-07-17,22,38.0,,0.38,8.36
2018-07-18,23,38.0,,0.38,8.74
2018-07-19,82,38.0,,0.38,31.16
2018-07-20,47,38.0,,0.38,17.86
2018-07-21,53,38.0,,0.38,20.14
2018-07-22,26,38.0,,0.38,9.88
2018-07-23,56,38.0,,0.38,21.28
2018-07-24,67,38.0,,0.38,25.46
2018-07-25,45,38.0,,0.38,17.1
2018-07-26,34,38.0,,0.38,12.92
2018-07-27,70,38.0,,0.38,26.6
2018-07-28,26,38.0,,0.38,9.88
2018-07-29,41,38.0,,0.38,15.58
2018-07-30,68,38.0,,0.38,25.84
2018-07-31,100,38.0,,0.38,38.0
2018-08-01,25,48.0,False,0.48,12.0
2018-08-02,37,48.0,,0.48,17.759999999999998
2018-08-03,39,48.0,,0.48,18.72
2018-08-04,30,48.0,,0.48,14.399999999999999
2018-08-05,15,48.0,,0.48,7.199999999999999
2018-08-06,38,48.0,,0.48,18.24
2018-08-07,32,48.0,,0.48,15.36
2018-08-08,25,48.0,,0.48,12.0
2018-08-09,32,48.0,,0.48,15.36
2018-08-10,39,48.0,,0.48,18.72
2018-08-11,22,48.0,,0.48,10.559999999999999
2018-08-12,22,48.0,,0.48,10.559999999999999
2018-08-13,38,48.0,,0.48,18.24
2018-08-14,57,48.0,,0.48,27.36
2018-08-15,39,48.0,,0.48,18.72
2018-08-16,59,48.0,,0.48,28.32
2018-08-17,38,48.0,,0.48,18.24
2018-08-18,0,48.0,,0.48,0.0
2018-08-19,31,48.0,,0.48,14.879999999999999
2018-08-20,26,48.0,,0.48,12.48
2018-08-21,32,48.0,,0.48,15.36
2018-08-22,38,48.0,,0.48,18.24
2018-08-23,39,48.0,,0.48,18.72
2018-08-24,26,48.0,,0.48,12.48
2018-08-25,45,48.0,,0.48,21.599999999999998
2018-08-26,30,48.0,,0.48,14.399999999999999
2018-08-27,94,48.0,,0.48,45.12
2018-08-28,100,48.0,,0.48,48.0
2018-08-29,93,48.0,,0.48,44.64
2018-08-30,69,48.0,,0.48,33.12
2018-08-31,13,48.0,,0.48,6.24
2018-09-01,56,59.0,False,0.59,33.04
2018-09-02,57,59.0,,0.59,33.629999999999995
2018-09-03,31,59.0,,0.59,18.29
2018-09-04,40,59.0,,0.59,23.599999999999998
2018-09-05,73,59.0,,0.59,43.07
2018-09-06,46,59.0,,0.59,27.139999999999997
2018-09-07,88,59.0,,0.59,51.919999999999995
2018-09-08,55,59.0,,0.59,32.449999999999996
2018-09-09,38,59.0,,0.59,22.419999999999998
2018-09-10,85,59.0,,0.59,50.15
2018-09-11,72,59.0,,0.59,42.48
2018-09-12,46,59.0,,0.59,27.139999999999997
2018-09-13,66,59.0,,0.59,38.94
2018-09-14,68,59.0,,0.59,40.12
2018-09-15,16,59.0,,0.59,9.44
2018-09-16,71,59.0,,0.59,41.89
2018-09-17,73,59.0,,0.59,43.07
2018-09-18,59,59.0,,0.59,34.809999999999995
2018-09-19,47,59.0,,0.59,27.729999999999997
2018-09-20,47,59.0,,0.59,27.729999999999997
2018-09-21,48,59.0,,0.59,28.32
2018-09-22,16,59.0,,0.59,9.44
2018-09-23,24,59.0,,0.59,14.16
2018-09-24,100,59.0,,0.59,59.0
2018-09-25,26,59.0,,0.59,15.34
2018-09-26,73,59.0,,0.59,43.07
2018-09-27,94,59.0,,0.59,55.459999999999994
2018-09-28,55,59.0,,0.59,32.449999999999996
2018-09-29,16,59.0,,0.59,9.44
2018-09-30,47,59.0,,0.59,27.729999999999997
2018-10-01,60,58.0,False,0.58,34.8
2018-10-02,36,58.0,,0.58,20.88
2018-10-03,37,58.0,,0.58,21.459999999999997
2018-10-04,50,58.0,,0.58,28.999999999999996
2018-10-05,76,58.0,,0.58,44.08
2018-10-06,44,58.0,,0.58,25.52
2018-10-07,29,58.0,,0.58,16.82
2018-10-08,12,58.0,,0.58,6.959999999999999
2018-10-09,74,58.0,,0.58,42.919999999999995
2018-10-10,62,58.0,,0.58,35.96
2018-10-11,100,58.0,,0.58,57.99999999999999
2018-10-12,13,58.0,,0.58,7.539999999999999
2018-10-13,15,58.0,,0.58,8.7
2018-10-14,60,58.0,,0.58,34.8
2018-10-15,98,58.0,,0.58,56.839999999999996
2018-10-16,100,58.0,,0.58,57.99999999999999
2018-10-17,37,58.0,,0.58,21.459999999999997
2018-10-18,25,58.0,,0.58,14.499999999999998
2018-10-19,13,58.0,,0.58,7.539999999999999
2018-10-20,44,58.0,,0.58,25.52
2018-10-21,29,58.0,,0.58,16.82
2018-10-22,63,58.0,,0.58,36.54
2018-10-23,62,58.0,,0.58,35.96
2018-10-24,83,58.0,,0.58,48.13999999999999
2018-10-25,38,58.0,,0.58,22.04
2018-10-26,52,58.0,,0.58,30.159999999999997
2018-10-27,15,58.0,,0.58,8.7
2018-10-28,29,58.0,,0.58,16.82
2018-10-29,24,58.0,,0.58,13.919999999999998
2018-10-30,62,58.0,,0.58,35.96
2018-10-31,77,58.0,,0.58,44.66
2018-11-01,77,56.0,False,0.56,43.120000000000005
2018-11-02,49,56.0,,0.56,27.44
2018-11-03,37,56.0,,0.56,20.720000000000002
2018-11-04,42,56.0,,0.56,23.520000000000003
2018-11-05,62,56.0,,0.56,34.720000000000006
2018-11-06,35,56.0,,0.56,19.6
2018-11-07,79,56.0,,0.56,44.24
2018-11-08,42,56.0,,0.56,23.520000000000003
2018-11-09,37,56.0,,0.56,20.720000000000002
2018-11-10,0,56.0,,0.56,0.0
2018-11-11,29,56.0,,0.56,16.240000000000002
2018-11-12,55,56.0,,0.56,30.800000000000004
2018-11-13,42,56.0,,0.56,23.520000000000003
2018-11-14,25,56.0,,0.56,14.000000000000002
2018-11-15,96,56.0,,0.56,53.760000000000005
2018-11-16,62,56.0,,0.56,34.720000000000006
2018-11-17,15,56.0,,0.56,8.4
2018-11-18,43,56.0,,0.56,24.080000000000002
2018-11-19,56,56.0,,0.56,31.360000000000003
2018-11-20,100,56.0,,0.56,56.00000000000001
2018-11-21,67,56.0,,0.56,37.52
2018-11-22,14,56.0,,0.56,7.840000000000001
2018-11-23,41,56.0,,0.56,22.96
2018-11-24,28,56.0,,0.56,15.680000000000001
2018-11-25,28,56.0,,0.56,15.680000000000001
2018-11-26,57,56.0,,0.56,31.92
2018-11-27,41,56.0,,0.56,22.96
2018-11-28,72,56.0,,0.56,40.32000000000001
2018-11-29,36,56.0,,0.56,20.160000000000004
2018-11-30,58,56.0,,0.56,32.480000000000004
2018-12-01,31,62.0,False,0.62,19.22
2018-12-02,31,62.0,,0.62,19.22
2018-12-03,78,62.0,,0.62,48.36
2018-12-04,53,62.0,,0.62,32.86
2018-12-05,53,62.0,,0.62,32.86
2018-12-06,45,62.0,,0.62,27.9
2018-12-07,56,62.0,,0.62,34.72
2018-12-08,21,62.0,,0.62,13.02
2018-12-09,52,62.0,,0.62,32.24
2018-12-10,9,62.0,,0.62,5.58
2018-12-11,46,62.0,,0.62,28.52
2018-12-12,37,62.0,,0.62,22.94
2018-12-13,45,62.0,,0.62,27.9
2018-12-14,53,62.0,,0.62,32.86
2018-12-15,11,62.0,,0.62,6.82
2018-12-16,11,62.0,,0.62,6.82
2018-12-17,17,62.0,,0.62,10.54
2018-12-18,79,62.0,,0.62,48.98
2018-12-19,38,62.0,,0.62,23.56
2018-12-20,19,62.0,,0.62,11.78
2018-12-21,100,62.0,,0.62,62.0
2018-12-22,0,62.0,,0.62,0.0
2018-12-23,12,62.0,,0.62,7.4399999999999995
2018-12-24,45,62.0,,0.62,27.9
2018-12-25,25,62.0,,0.62,15.5
2018-12-26,21,62.0,,0.62,13.02
2018-12-27,20,62.0,,0.62,12.4
2018-12-28,30,62.0,,0.62,18.6
2018-12-29,11,62.0,,0.62,6.82
2018-12-30,43,62.0,,0.62,26.66
2018-12-31,60,62.0,,0.62,37.2
2019-01-01,0,57.0,False,0.57,0.0
2019-01-02,36,57.0,,0.57,20.52
2019-01-03,43,57.0,,0.57,24.509999999999998
2019-01-04,64,57.0,,0.57,36.48
2019-01-05,49,57.0,,0.57,27.929999999999996
2019-01-06,24,57.0,,0.57,13.68
2019-01-07,41,57.0,,0.57,23.369999999999997
2019-01-08,54,57.0,,0.57,30.779999999999998
2019-01-09,62,57.0,,0.57,35.339999999999996
2019-01-10,75,57.0,,0.57,42.74999999999999
2019-01-11,56,57.0,,0.57,31.919999999999998
2019-01-12,64,57.0,,0.57,36.48
2019-01-13,16,57.0,,0.57,9.12
2019-01-14,67,57.0,,0.57,38.19
2019-01-15,47,57.0,,0.57,26.79
2019-01-16,81,57.0,,0.57,46.169999999999995
2019-01-17,100,57.0,,0.57,56.99999999999999
2019-01-18,41,57.0,,0.57,23.369999999999997
2019-01-19,63,57.0,,0.57,35.91
2019-01-20,38,57.0,,0.57,21.659999999999997
2019-01-21,48,57.0,,0.57,27.36
2019-01-22,93,57.0,,0.57,53.01
2019-01-23,67,57.0,,0.57,38.19
2019-01-24,33,57.0,,0.57,18.81
2019-01-25,62,57.0,,0.57,35.339999999999996
2019-01-26,65,57.0,,0.57,37.05
2019-01-27,48,57.0,,0.57,27.36
2019-01-28,87,57.0,,0.57,49.589999999999996
2019-01-29,80,57.0,,0.57,45.599999999999994
2019-01-30,66,57.0,,0.57,37.62
2019-01-31,87,57.0,,0.57,49.589999999999996
2019-02-01,24,59.0,False,0.59,14.16
2019-02-02,58,59.0,,0.59,34.22
2019-02-03,38,59.0,,0.59,22.419999999999998
2019-02-04,100,59.0,,0.59,59.0
2019-02-05,32,59.0,,0.59,18.88
2019-02-06,32,59.0,,0.59,18.88
2019-02-07,54,59.0,,0.59,31.86
2019-02-08,24,59.0,,0.59,14.16
2019-02-09,29,59.0,,0.59,17.11
2019-02-10,9,59.0,,0.59,5.31
2019-02-11,8,59.0,,0.59,4.72
2019-02-12,8,59.0,,0.59,4.72
2019-02-13,16,59.0,,0.59,9.44
2019-02-14,24,59.0,,0.59,14.16
2019-02-15,42,59.0,,0.59,24.779999999999998
2019-02-16,10,59.0,,0.59,5.8999999999999995
2019-02-17,10,59.0,,0.59,5.8999999999999995
2019-02-18,25,59.0,,0.59,14.75
2019-02-19,32,59.0,,0.59,18.88
2019-02-20,24,59.0,,0.59,14.16
2019-02-21,56,59.0,,0.59,33.04
2019-02-22,24,59.0,,0.59,14.16
2019-02-23,18,59.0,,0.59,10.62
2019-02-24,10,59.0,,0.59,5.8999999999999995
2019-02-25,47,59.0,,0.59,27.729999999999997
2019-02-26,40,59.0,,0.59,23.599999999999998
2019-02-27,23,59.0,,0.59,13.569999999999999
2019-02-28,40,59.0,,0.59,23.599999999999998
