date,financial markets_unscaled,financial markets_monthly,isPartial,scale,financial markets
2020-10-31,42,61.0,,0.61,25.62
2020-11-01,26,52.0,True,0.52,13.52
2020-11-02,57,52.0,,0.52,29.64
2020-11-03,44,52.0,,0.52,22.880000000000003
2020-11-04,59,52.0,,0.52,30.68
2020-11-05,50,52.0,,0.52,26.0
2020-11-06,66,52.0,,0.52,34.32
2020-11-07,0,52.0,,0.52,0.0
2020-11-08,35,52.0,,0.52,18.2
2020-11-09,86,52.0,,0.52,44.72
2020-11-10,54,52.0,,0.52,28.080000000000002
2020-11-11,33,52.0,,0.52,17.16
2020-11-12,74,52.0,,0.52,38.480000000000004
2020-11-13,44,52.0,,0.52,22.880000000000003
2020-11-14,0,52.0,,0.52,0.0
2020-11-15,0,52.0,,0.52,0.0
2020-11-16,55,52.0,,0.52,28.6
2020-11-17,56,52.0,,0.52,29.12
2020-11-18,100,52.0,,0.52,52.0
2020-11-19,55,52.0,,0.52,28.6
2020-11-20,35,52.0,,0.52,18.2
2020-11-21,0,52.0,,0.52,0.0
2020-11-22,37,52.0,,0.52,19.240000000000002
2020-11-23,34,52.0,,0.52,17.68
2020-11-24,57,52.0,,0.52,29.64
2020-11-25,35,52.0,,0.52,18.2
2020-11-26,12,52.0,,0.52,6.24
2020-11-27,48,52.0,,0.52,24.96
2020-11-28,24,52.0,,0.52,12.48
