date,housing_unscaled,housing_monthly,isPartial,scale,housing
2015-01-04,67,85.0,,0.85,56.949999999999996
2015-01-05,98,85.0,,0.85,83.3
2015-01-06,99,85.0,,0.85,84.14999999999999
2015-01-07,93,85.0,,0.85,79.05
2015-01-08,87,85.0,,0.85,73.95
2015-01-09,92,85.0,,0.85,78.2
2015-01-10,63,85.0,,0.85,53.55
2015-01-11,60,85.0,,0.85,51.0
2015-01-12,97,85.0,,0.85,82.45
2015-01-13,97,85.0,,0.85,82.45
2015-01-14,90,85.0,,0.85,76.5
2015-01-15,93,85.0,,0.85,79.05
2015-01-16,88,85.0,,0.85,74.8
2015-01-17,66,85.0,,0.85,56.1
2015-01-18,61,85.0,,0.85,51.85
2015-01-19,76,85.0,,0.85,64.6
2015-01-20,100,85.0,,0.85,85.0
2015-01-21,92,85.0,,0.85,78.2
2015-01-22,98,85.0,,0.85,83.3
2015-01-23,86,85.0,,0.85,73.1
2015-01-24,69,85.0,,0.85,58.65
2015-01-25,68,85.0,,0.85,57.8
2015-01-26,95,85.0,,0.85,80.75
2015-01-27,93,85.0,,0.85,79.05
2015-01-28,99,85.0,,0.85,84.14999999999999
2015-01-29,90,85.0,,0.85,76.5
2015-01-30,93,85.0,,0.85,79.05
2015-01-31,61,85.0,,0.85,51.85
2015-02-01,55,83.0,False,0.83,45.65
2015-02-02,83,83.0,,0.83,68.89
2015-02-03,93,83.0,,0.83,77.19
2015-02-04,98,83.0,,0.83,81.33999999999999
2015-02-05,89,83.0,,0.83,73.86999999999999
2015-02-06,82,83.0,,0.83,68.06
2015-02-07,58,83.0,,0.83,48.14
2015-02-08,59,83.0,,0.83,48.97
2015-02-09,90,83.0,,0.83,74.7
2015-02-10,92,83.0,,0.83,76.36
2015-02-11,90,83.0,,0.83,74.7
2015-02-12,81,83.0,,0.83,67.22999999999999
2015-02-13,72,83.0,,0.83,59.76
2015-02-14,50,83.0,,0.83,41.5
2015-02-15,57,83.0,,0.83,47.309999999999995
2015-02-16,77,83.0,,0.83,63.91
2015-02-17,88,83.0,,0.83,73.03999999999999
2015-02-18,89,83.0,,0.83,73.86999999999999
2015-02-19,85,83.0,,0.83,70.55
2015-02-20,80,83.0,,0.83,66.39999999999999
2015-02-21,59,83.0,,0.83,48.97
2015-02-22,60,83.0,,0.83,49.8
2015-02-23,95,83.0,,0.83,78.85
2015-02-24,100,83.0,,0.83,83.0
2015-02-25,93,83.0,,0.83,77.19
2015-02-26,91,83.0,,0.83,75.53
2015-02-27,82,83.0,,0.83,68.06
2015-02-28,63,83.0,,0.83,52.29
2015-03-01,61,89.0,False,0.89,54.29
2015-03-02,90,89.0,,0.89,80.1
2015-03-03,90,89.0,,0.89,80.1
2015-03-04,82,89.0,,0.89,72.98
2015-03-05,81,89.0,,0.89,72.09
2015-03-06,72,89.0,,0.89,64.08
2015-03-07,53,89.0,,0.89,47.17
2015-03-08,57,89.0,,0.89,50.730000000000004
2015-03-09,91,89.0,,0.89,80.99
2015-03-10,88,89.0,,0.89,78.32000000000001
2015-03-11,85,89.0,,0.89,75.65
2015-03-12,88,89.0,,0.89,78.32000000000001
2015-03-13,74,89.0,,0.89,65.86
2015-03-14,55,89.0,,0.89,48.95
2015-03-15,58,89.0,,0.89,51.62
2015-03-16,94,89.0,,0.89,83.66
2015-03-17,89,89.0,,0.89,79.21000000000001
2015-03-18,86,89.0,,0.89,76.54
2015-03-19,84,89.0,,0.89,74.76
2015-03-20,72,89.0,,0.89,64.08
2015-03-21,57,89.0,,0.89,50.730000000000004
2015-03-22,59,89.0,,0.89,52.51
2015-03-23,95,89.0,,0.89,84.55
2015-03-24,94,89.0,,0.89,83.66
2015-03-25,82,89.0,,0.89,72.98
2015-03-26,98,89.0,,0.89,87.22
2015-03-27,82,89.0,,0.89,72.98
2015-03-28,57,89.0,,0.89,50.730000000000004
2015-03-29,60,89.0,,0.89,53.4
2015-03-30,100,89.0,,0.89,89.0
2015-03-31,91,89.0,,0.89,80.99
2015-04-01,90,98.0,False,0.98,88.2
2015-04-02,88,98.0,,0.98,86.24
2015-04-03,73,98.0,,0.98,71.53999999999999
2015-04-04,56,98.0,,0.98,54.879999999999995
2015-04-05,52,98.0,,0.98,50.96
2015-04-06,100,98.0,,0.98,98.0
2015-04-07,91,98.0,,0.98,89.17999999999999
2015-04-08,99,98.0,,0.98,97.02
2015-04-09,88,98.0,,0.98,86.24
2015-04-10,75,98.0,,0.98,73.5
2015-04-11,62,98.0,,0.98,60.76
2015-04-12,64,98.0,,0.98,62.72
2015-04-13,93,98.0,,0.98,91.14
2015-04-14,89,98.0,,0.98,87.22
2015-04-15,89,98.0,,0.98,87.22
2015-04-16,77,98.0,,0.98,75.46
2015-04-17,81,98.0,,0.98,79.38
2015-04-18,62,98.0,,0.98,60.76
2015-04-19,63,98.0,,0.98,61.74
2015-04-20,97,98.0,,0.98,95.06
2015-04-21,94,98.0,,0.98,92.12
2015-04-22,93,98.0,,0.98,91.14
2015-04-23,87,98.0,,0.98,85.26
2015-04-24,79,98.0,,0.98,77.42
2015-04-25,54,98.0,,0.98,52.92
2015-04-26,59,98.0,,0.98,57.82
2015-04-27,91,98.0,,0.98,89.17999999999999
2015-04-28,91,98.0,,0.98,89.17999999999999
2015-04-29,91,98.0,,0.98,89.17999999999999
2015-04-30,88,98.0,,0.98,86.24
2015-05-01,91,90.0,False,0.9,81.9
2015-05-02,57,90.0,,0.9,51.300000000000004
2015-05-03,59,90.0,,0.9,53.1
2015-05-04,100,90.0,,0.9,90.0
2015-05-05,94,90.0,,0.9,84.60000000000001
2015-05-06,90,90.0,,0.9,81.0
2015-05-07,85,90.0,,0.9,76.5
2015-05-08,82,90.0,,0.9,73.8
2015-05-09,57,90.0,,0.9,51.300000000000004
2015-05-10,58,90.0,,0.9,52.2
2015-05-11,96,90.0,,0.9,86.4
2015-05-12,93,90.0,,0.9,83.7
2015-05-13,93,90.0,,0.9,83.7
2015-05-14,88,90.0,,0.9,79.2
2015-05-15,83,90.0,,0.9,74.7
2015-05-16,62,90.0,,0.9,55.800000000000004
2015-05-17,55,90.0,,0.9,49.5
2015-05-18,89,90.0,,0.9,80.10000000000001
2015-05-19,92,90.0,,0.9,82.8
2015-05-20,91,90.0,,0.9,81.9
2015-05-21,85,90.0,,0.9,76.5
2015-05-22,74,90.0,,0.9,66.60000000000001
2015-05-23,56,90.0,,0.9,50.4
2015-05-24,52,90.0,,0.9,46.800000000000004
2015-05-25,61,90.0,,0.9,54.9
2015-05-26,93,90.0,,0.9,83.7
2015-05-27,88,90.0,,0.9,79.2
2015-05-28,86,90.0,,0.9,77.4
2015-05-29,87,90.0,,0.9,78.3
2015-05-30,56,90.0,,0.9,50.4
2015-05-31,59,90.0,,0.9,53.1
2015-06-01,96,94.0,False,0.94,90.24
2015-06-02,97,94.0,,0.94,91.17999999999999
2015-06-03,86,94.0,,0.94,80.83999999999999
2015-06-04,92,94.0,,0.94,86.47999999999999
2015-06-05,81,94.0,,0.94,76.14
2015-06-06,65,94.0,,0.94,61.099999999999994
2015-06-07,56,94.0,,0.94,52.64
2015-06-08,94,94.0,,0.94,88.36
2015-06-09,98,94.0,,0.94,92.11999999999999
2015-06-10,89,94.0,,0.94,83.66
2015-06-11,100,94.0,,0.94,94.0
2015-06-12,84,94.0,,0.94,78.96
2015-06-13,58,94.0,,0.94,54.519999999999996
2015-06-14,62,94.0,,0.94,58.279999999999994
2015-06-15,94,94.0,,0.94,88.36
2015-06-16,96,94.0,,0.94,90.24
2015-06-17,88,94.0,,0.94,82.72
2015-06-18,94,94.0,,0.94,88.36
2015-06-19,75,94.0,,0.94,70.5
2015-06-20,56,94.0,,0.94,52.64
2015-06-21,55,94.0,,0.94,51.699999999999996
2015-06-22,95,94.0,,0.94,89.3
2015-06-23,93,94.0,,0.94,87.42
2015-06-24,99,94.0,,0.94,93.05999999999999
2015-06-25,100,94.0,,0.94,94.0
2015-06-26,83,94.0,,0.94,78.02
2015-06-27,63,94.0,,0.94,59.22
2015-06-28,57,94.0,,0.94,53.58
2015-06-29,100,94.0,,0.94,94.0
2015-06-30,89,94.0,,0.94,83.66
2015-07-01,95,96.0,False,0.96,91.2
2015-07-02,83,96.0,,0.96,79.67999999999999
2015-07-03,60,96.0,,0.96,57.599999999999994
2015-07-04,51,96.0,,0.96,48.96
2015-07-05,49,96.0,,0.96,47.04
2015-07-06,99,96.0,,0.96,95.03999999999999
2015-07-07,96,96.0,,0.96,92.16
2015-07-08,100,96.0,,0.96,96.0
2015-07-09,93,96.0,,0.96,89.28
2015-07-10,81,96.0,,0.96,77.75999999999999
2015-07-11,61,96.0,,0.96,58.559999999999995
2015-07-12,66,96.0,,0.96,63.36
2015-07-13,98,96.0,,0.96,94.08
2015-07-14,91,96.0,,0.96,87.36
2015-07-15,91,96.0,,0.96,87.36
2015-07-16,89,96.0,,0.96,85.44
2015-07-17,85,96.0,,0.96,81.6
2015-07-18,59,96.0,,0.96,56.64
2015-07-19,61,96.0,,0.96,58.559999999999995
2015-07-20,96,96.0,,0.96,92.16
2015-07-21,97,96.0,,0.96,93.11999999999999
2015-07-22,95,96.0,,0.96,91.2
2015-07-23,89,96.0,,0.96,85.44
2015-07-24,83,96.0,,0.96,79.67999999999999
2015-07-25,59,96.0,,0.96,56.64
2015-07-26,58,96.0,,0.96,55.68
2015-07-27,99,96.0,,0.96,95.03999999999999
2015-07-28,95,96.0,,0.96,91.2
2015-07-29,97,96.0,,0.96,93.11999999999999
2015-07-30,91,96.0,,0.96,87.36
2015-07-31,91,96.0,,0.96,87.36
2015-08-01,62,96.0,False,0.96,59.519999999999996
2015-08-02,55,96.0,,0.96,52.8
2015-08-03,98,96.0,,0.96,94.08
2015-08-04,100,96.0,,0.96,96.0
2015-08-05,93,96.0,,0.96,89.28
2015-08-06,80,96.0,,0.96,76.8
2015-08-07,76,96.0,,0.96,72.96
2015-08-08,55,96.0,,0.96,52.8
2015-08-09,54,96.0,,0.96,51.839999999999996
2015-08-10,91,96.0,,0.96,87.36
2015-08-11,93,96.0,,0.96,89.28
2015-08-12,86,96.0,,0.96,82.56
2015-08-13,88,96.0,,0.96,84.47999999999999
2015-08-14,79,96.0,,0.96,75.84
2015-08-15,63,96.0,,0.96,60.48
2015-08-16,64,96.0,,0.96,61.44
2015-08-17,92,96.0,,0.96,88.32
2015-08-18,88,96.0,,0.96,84.47999999999999
2015-08-19,87,96.0,,0.96,83.52
2015-08-20,87,96.0,,0.96,83.52
2015-08-21,81,96.0,,0.96,77.75999999999999
2015-08-22,64,96.0,,0.96,61.44
2015-08-23,53,96.0,,0.96,50.879999999999995
2015-08-24,87,96.0,,0.96,83.52
2015-08-25,93,96.0,,0.96,89.28
2015-08-26,87,96.0,,0.96,83.52
2015-08-27,85,96.0,,0.96,81.6
2015-08-28,78,96.0,,0.96,74.88
2015-08-29,49,96.0,,0.96,47.04
2015-08-30,56,96.0,,0.96,53.76
2015-08-31,79,96.0,,0.96,75.84
2015-09-01,99,82.0,False,0.82,81.17999999999999
2015-09-02,94,82.0,,0.82,77.08
2015-09-03,93,82.0,,0.82,76.25999999999999
2015-09-04,87,82.0,,0.82,71.33999999999999
2015-09-05,59,82.0,,0.82,48.379999999999995
2015-09-06,54,82.0,,0.82,44.279999999999994
2015-09-07,65,82.0,,0.82,53.3
2015-09-08,100,82.0,,0.82,82.0
2015-09-09,92,82.0,,0.82,75.44
2015-09-10,95,82.0,,0.82,77.89999999999999
2015-09-11,81,82.0,,0.82,66.42
2015-09-12,56,82.0,,0.82,45.919999999999995
2015-09-13,58,82.0,,0.82,47.559999999999995
2015-09-14,94,82.0,,0.82,77.08
2015-09-15,98,82.0,,0.82,80.36
2015-09-16,94,82.0,,0.82,77.08
2015-09-17,90,82.0,,0.82,73.8
2015-09-18,77,82.0,,0.82,63.13999999999999
2015-09-19,59,82.0,,0.82,48.379999999999995
2015-09-20,60,82.0,,0.82,49.199999999999996
2015-09-21,98,82.0,,0.82,80.36
2015-09-22,93,82.0,,0.82,76.25999999999999
2015-09-23,93,82.0,,0.82,76.25999999999999
2015-09-24,91,82.0,,0.82,74.61999999999999
2015-09-25,85,82.0,,0.82,69.7
2015-09-26,62,82.0,,0.82,50.839999999999996
2015-09-27,58,82.0,,0.82,47.559999999999995
2015-09-28,94,82.0,,0.82,77.08
2015-09-29,92,82.0,,0.82,75.44
2015-09-30,94,82.0,,0.82,77.08
2015-10-01,89,77.0,False,0.77,68.53
2015-10-02,83,77.0,,0.77,63.910000000000004
2015-10-03,54,77.0,,0.77,41.58
2015-10-04,60,77.0,,0.77,46.2
2015-10-05,100,77.0,,0.77,77.0
2015-10-06,96,77.0,,0.77,73.92
2015-10-07,100,77.0,,0.77,77.0
2015-10-08,88,77.0,,0.77,67.76
2015-10-09,78,77.0,,0.77,60.06
2015-10-10,60,77.0,,0.77,46.2
2015-10-11,62,77.0,,0.77,47.74
2015-10-12,92,77.0,,0.77,70.84
2015-10-13,94,77.0,,0.77,72.38
2015-10-14,92,77.0,,0.77,70.84
2015-10-15,94,77.0,,0.77,72.38
2015-10-16,81,77.0,,0.77,62.370000000000005
2015-10-17,58,77.0,,0.77,44.660000000000004
2015-10-18,55,77.0,,0.77,42.35
2015-10-19,98,77.0,,0.77,75.46000000000001
2015-10-20,97,77.0,,0.77,74.69
2015-10-21,100,77.0,,0.77,77.0
2015-10-22,89,77.0,,0.77,68.53
2015-10-23,75,77.0,,0.77,57.75
2015-10-24,58,77.0,,0.77,44.660000000000004
2015-10-25,60,77.0,,0.77,46.2
2015-10-26,92,77.0,,0.77,70.84
2015-10-27,96,77.0,,0.77,73.92
2015-10-28,87,77.0,,0.77,66.99
2015-10-29,89,77.0,,0.77,68.53
2015-10-30,77,77.0,,0.77,59.29
2015-10-31,54,77.0,,0.77,41.58
2015-11-01,53,73.0,False,0.73,38.69
2015-11-02,100,73.0,,0.73,73.0
2015-11-03,100,73.0,,0.73,73.0
2015-11-04,98,73.0,,0.73,71.53999999999999
2015-11-05,95,73.0,,0.73,69.35
2015-11-06,87,73.0,,0.73,63.51
2015-11-07,57,73.0,,0.73,41.61
2015-11-08,65,73.0,,0.73,47.449999999999996
2015-11-09,93,73.0,,0.73,67.89
2015-11-10,92,73.0,,0.73,67.16
2015-11-11,88,73.0,,0.73,64.24
2015-11-12,92,73.0,,0.73,67.16
2015-11-13,86,73.0,,0.73,62.78
2015-11-14,51,73.0,,0.73,37.23
2015-11-15,59,73.0,,0.73,43.07
2015-11-16,98,73.0,,0.73,71.53999999999999
2015-11-17,94,73.0,,0.73,68.62
2015-11-18,98,73.0,,0.73,71.53999999999999
2015-11-19,89,73.0,,0.73,64.97
2015-11-20,73,73.0,,0.73,53.29
2015-11-21,47,73.0,,0.73,34.31
2015-11-22,48,73.0,,0.73,35.04
2015-11-23,85,73.0,,0.73,62.05
2015-11-24,81,73.0,,0.73,59.129999999999995
2015-11-25,69,73.0,,0.73,50.37
2015-11-26,30,73.0,,0.73,21.9
2015-11-27,53,73.0,,0.73,38.69
2015-11-28,49,73.0,,0.73,35.769999999999996
2015-11-29,58,73.0,,0.73,42.339999999999996
2015-11-30,89,73.0,,0.73,64.97
2015-12-01,94,69.0,False,0.69,64.86
2015-12-02,99,69.0,,0.69,68.30999999999999
2015-12-03,92,69.0,,0.69,63.48
2015-12-04,86,69.0,,0.69,59.339999999999996
2015-12-05,54,69.0,,0.69,37.26
2015-12-06,64,69.0,,0.69,44.16
2015-12-07,95,69.0,,0.69,65.55
2015-12-08,86,69.0,,0.69,59.339999999999996
2015-12-09,99,69.0,,0.69,68.30999999999999
2015-12-10,94,69.0,,0.69,64.86
2015-12-11,77,69.0,,0.69,53.129999999999995
2015-12-12,56,69.0,,0.69,38.64
2015-12-13,58,69.0,,0.69,40.019999999999996
2015-12-14,91,69.0,,0.69,62.78999999999999
2015-12-15,89,69.0,,0.69,61.41
2015-12-16,100,69.0,,0.69,69.0
2015-12-17,79,69.0,,0.69,54.51
2015-12-18,83,69.0,,0.69,57.269999999999996
2015-12-19,61,69.0,,0.69,42.089999999999996
2015-12-20,48,69.0,,0.69,33.12
2015-12-21,73,69.0,,0.69,50.37
2015-12-22,70,69.0,,0.69,48.3
2015-12-23,70,69.0,,0.69,48.3
2015-12-24,51,69.0,,0.69,35.19
2015-12-25,42,69.0,,0.69,28.979999999999997
2015-12-26,56,69.0,,0.69,38.64
2015-12-27,63,69.0,,0.69,43.47
2015-12-28,98,69.0,,0.69,67.61999999999999
2015-12-29,96,69.0,,0.69,66.24
2015-12-30,76,69.0,,0.69,52.44
2015-12-31,74,69.0,,0.69,51.059999999999995
2016-01-01,44,82.0,False,0.82,36.08
2016-01-02,56,82.0,,0.82,45.919999999999995
2016-01-03,57,82.0,,0.82,46.739999999999995
2016-01-04,96,82.0,,0.82,78.72
2016-01-05,95,82.0,,0.82,77.89999999999999
2016-01-06,91,82.0,,0.82,74.61999999999999
2016-01-07,91,82.0,,0.82,74.61999999999999
2016-01-08,80,82.0,,0.82,65.6
2016-01-09,61,82.0,,0.82,50.019999999999996
2016-01-10,57,82.0,,0.82,46.739999999999995
2016-01-11,89,82.0,,0.82,72.97999999999999
2016-01-12,87,82.0,,0.82,71.33999999999999
2016-01-13,89,82.0,,0.82,72.97999999999999
2016-01-14,79,82.0,,0.82,64.78
2016-01-15,81,82.0,,0.82,66.42
2016-01-16,60,82.0,,0.82,49.199999999999996
2016-01-17,57,82.0,,0.82,46.739999999999995
2016-01-18,76,82.0,,0.82,62.31999999999999
2016-01-19,89,82.0,,0.82,72.97999999999999
2016-01-20,95,82.0,,0.82,77.89999999999999
2016-01-21,88,82.0,,0.82,72.16
2016-01-22,80,82.0,,0.82,65.6
2016-01-23,62,82.0,,0.82,50.839999999999996
2016-01-24,53,82.0,,0.82,43.46
2016-01-25,100,82.0,,0.82,82.0
2016-01-26,94,82.0,,0.82,77.08
2016-01-27,93,82.0,,0.82,76.25999999999999
2016-01-28,90,82.0,,0.82,73.8
2016-01-29,82,82.0,,0.82,67.24
2016-01-30,64,82.0,,0.82,52.48
2016-01-31,63,82.0,,0.82,51.66
2016-02-01,100,87.0,False,0.87,87.0
2016-02-02,90,87.0,,0.87,78.3
2016-02-03,89,87.0,,0.87,77.42999999999999
2016-02-04,93,87.0,,0.87,80.91
2016-02-05,84,87.0,,0.87,73.08
2016-02-06,56,87.0,,0.87,48.72
2016-02-07,56,87.0,,0.87,48.72
2016-02-08,80,87.0,,0.87,69.6
2016-02-09,90,87.0,,0.87,78.3
2016-02-10,87,87.0,,0.87,75.69
2016-02-11,89,87.0,,0.87,77.42999999999999
2016-02-12,79,87.0,,0.87,68.73
2016-02-13,63,87.0,,0.87,54.81
2016-02-14,54,87.0,,0.87,46.98
2016-02-15,76,87.0,,0.87,66.12
2016-02-16,90,87.0,,0.87,78.3
2016-02-17,99,87.0,,0.87,86.13
2016-02-18,87,87.0,,0.87,75.69
2016-02-19,85,87.0,,0.87,73.95
2016-02-20,59,87.0,,0.87,51.33
2016-02-21,62,87.0,,0.87,53.94
2016-02-22,91,87.0,,0.87,79.17
2016-02-23,92,87.0,,0.87,80.04
2016-02-24,89,87.0,,0.87,77.42999999999999
2016-02-25,91,87.0,,0.87,79.17
2016-02-26,82,87.0,,0.87,71.34
2016-02-27,60,87.0,,0.87,52.2
2016-02-28,66,87.0,,0.87,57.42
2016-02-29,94,87.0,,0.87,81.78
2016-03-01,88,95.0,False,0.95,83.6
2016-03-02,88,95.0,,0.95,83.6
2016-03-03,82,95.0,,0.95,77.89999999999999
2016-03-04,80,95.0,,0.95,76.0
2016-03-05,56,95.0,,0.95,53.199999999999996
2016-03-06,60,95.0,,0.95,57.0
2016-03-07,91,95.0,,0.95,86.45
2016-03-08,83,95.0,,0.95,78.85
2016-03-09,80,95.0,,0.95,76.0
2016-03-10,82,95.0,,0.95,77.89999999999999
2016-03-11,78,95.0,,0.95,74.1
2016-03-12,54,95.0,,0.95,51.3
2016-03-13,56,95.0,,0.95,53.199999999999996
2016-03-14,89,95.0,,0.95,84.55
2016-03-15,90,95.0,,0.95,85.5
2016-03-16,85,95.0,,0.95,80.75
2016-03-17,77,95.0,,0.95,73.14999999999999
2016-03-18,73,95.0,,0.95,69.35
2016-03-19,59,95.0,,0.95,56.05
2016-03-20,63,95.0,,0.95,59.849999999999994
2016-03-21,95,95.0,,0.95,90.25
2016-03-22,89,95.0,,0.95,84.55
2016-03-23,91,95.0,,0.95,86.45
2016-03-24,91,95.0,,0.95,86.45
2016-03-25,78,95.0,,0.95,74.1
2016-03-26,61,95.0,,0.95,57.949999999999996
2016-03-27,58,95.0,,0.95,55.099999999999994
2016-03-28,94,95.0,,0.95,89.3
2016-03-29,100,95.0,,0.95,95.0
2016-03-30,98,95.0,,0.95,93.1
2016-03-31,93,95.0,,0.95,88.35
2016-04-01,87,100.0,False,1.0,87.0
2016-04-02,56,100.0,,1.0,56.0
2016-04-03,67,100.0,,1.0,67.0
2016-04-04,99,100.0,,1.0,99.0
2016-04-05,97,100.0,,1.0,97.0
2016-04-06,96,100.0,,1.0,96.0
2016-04-07,91,100.0,,1.0,91.0
2016-04-08,81,100.0,,1.0,81.0
2016-04-09,64,100.0,,1.0,64.0
2016-04-10,63,100.0,,1.0,63.0
2016-04-11,100,100.0,,1.0,100.0
2016-04-12,100,100.0,,1.0,100.0
2016-04-13,97,100.0,,1.0,97.0
2016-04-14,97,100.0,,1.0,97.0
2016-04-15,86,100.0,,1.0,86.0
2016-04-16,65,100.0,,1.0,65.0
2016-04-17,66,100.0,,1.0,66.0
2016-04-18,91,100.0,,1.0,91.0
2016-04-19,97,100.0,,1.0,97.0
2016-04-20,91,100.0,,1.0,91.0
2016-04-21,88,100.0,,1.0,88.0
2016-04-22,76,100.0,,1.0,76.0
2016-04-23,57,100.0,,1.0,57.0
2016-04-24,65,100.0,,1.0,65.0
2016-04-25,94,100.0,,1.0,94.0
2016-04-26,93,100.0,,1.0,93.0
2016-04-27,91,100.0,,1.0,91.0
2016-04-28,92,100.0,,1.0,92.0
2016-04-29,85,100.0,,1.0,85.0
2016-04-30,66,100.0,,1.0,66.0
2016-05-01,64,93.0,False,0.93,59.52
2016-05-02,100,93.0,,0.93,93.0
2016-05-03,88,93.0,,0.93,81.84
2016-05-04,90,93.0,,0.93,83.7
2016-05-05,83,93.0,,0.93,77.19
2016-05-06,76,93.0,,0.93,70.68
2016-05-07,55,93.0,,0.93,51.150000000000006
2016-05-08,54,93.0,,0.93,50.220000000000006
2016-05-09,97,93.0,,0.93,90.21000000000001
2016-05-10,89,93.0,,0.93,82.77000000000001
2016-05-11,89,93.0,,0.93,82.77000000000001
2016-05-12,79,93.0,,0.93,73.47
2016-05-13,77,93.0,,0.93,71.61
2016-05-14,57,93.0,,0.93,53.010000000000005
2016-05-15,59,93.0,,0.93,54.870000000000005
2016-05-16,93,93.0,,0.93,86.49000000000001
2016-05-17,89,93.0,,0.93,82.77000000000001
2016-05-18,85,93.0,,0.93,79.05
2016-05-19,80,93.0,,0.93,74.4
2016-05-20,78,93.0,,0.93,72.54
2016-05-21,54,93.0,,0.93,50.220000000000006
2016-05-22,54,93.0,,0.93,50.220000000000006
2016-05-23,84,93.0,,0.93,78.12
2016-05-24,85,93.0,,0.93,79.05
2016-05-25,84,93.0,,0.93,78.12
2016-05-26,82,93.0,,0.93,76.26
2016-05-27,70,93.0,,0.93,65.10000000000001
2016-05-28,51,93.0,,0.93,47.43
2016-05-29,50,93.0,,0.93,46.5
2016-05-30,59,93.0,,0.93,54.870000000000005
2016-05-31,88,93.0,,0.93,81.84
2016-06-01,100,90.0,False,0.9,90.0
2016-06-02,98,90.0,,0.9,88.2
2016-06-03,81,90.0,,0.9,72.9
2016-06-04,58,90.0,,0.9,52.2
2016-06-05,66,90.0,,0.9,59.4
2016-06-06,94,90.0,,0.9,84.60000000000001
2016-06-07,97,90.0,,0.9,87.3
2016-06-08,96,90.0,,0.9,86.4
2016-06-09,87,90.0,,0.9,78.3
2016-06-10,81,90.0,,0.9,72.9
2016-06-11,56,90.0,,0.9,50.4
2016-06-12,64,90.0,,0.9,57.6
2016-06-13,95,90.0,,0.9,85.5
2016-06-14,94,90.0,,0.9,84.60000000000001
2016-06-15,92,90.0,,0.9,82.8
2016-06-16,91,90.0,,0.9,81.9
2016-06-17,75,90.0,,0.9,67.5
2016-06-18,58,90.0,,0.9,52.2
2016-06-19,55,90.0,,0.9,49.5
2016-06-20,87,90.0,,0.9,78.3
2016-06-21,84,90.0,,0.9,75.60000000000001
2016-06-22,87,90.0,,0.9,78.3
2016-06-23,93,90.0,,0.9,83.7
2016-06-24,80,90.0,,0.9,72.0
2016-06-25,59,90.0,,0.9,53.1
2016-06-26,60,90.0,,0.9,54.0
2016-06-27,95,90.0,,0.9,85.5
2016-06-28,92,90.0,,0.9,82.8
2016-06-29,86,90.0,,0.9,77.4
2016-06-30,92,90.0,,0.9,82.8
2016-07-01,78,88.0,False,0.88,68.64
2016-07-02,57,88.0,,0.88,50.160000000000004
2016-07-03,48,88.0,,0.88,42.24
2016-07-04,57,88.0,,0.88,50.160000000000004
2016-07-05,96,88.0,,0.88,84.48
2016-07-06,98,88.0,,0.88,86.24
2016-07-07,97,88.0,,0.88,85.36
2016-07-08,85,88.0,,0.88,74.8
2016-07-09,63,88.0,,0.88,55.44
2016-07-10,56,88.0,,0.88,49.28
2016-07-11,94,88.0,,0.88,82.72
2016-07-12,100,88.0,,0.88,88.0
2016-07-13,99,88.0,,0.88,87.12
2016-07-14,87,88.0,,0.88,76.56
2016-07-15,86,88.0,,0.88,75.68
2016-07-16,63,88.0,,0.88,55.44
2016-07-17,63,88.0,,0.88,55.44
2016-07-18,95,88.0,,0.88,83.6
2016-07-19,98,88.0,,0.88,86.24
2016-07-20,95,88.0,,0.88,83.6
2016-07-21,92,88.0,,0.88,80.96
2016-07-22,81,88.0,,0.88,71.28
2016-07-23,60,88.0,,0.88,52.8
2016-07-24,61,88.0,,0.88,53.68
2016-07-25,96,88.0,,0.88,84.48
2016-07-26,99,88.0,,0.88,87.12
2016-07-27,92,88.0,,0.88,80.96
2016-07-28,93,88.0,,0.88,81.84
2016-07-29,83,88.0,,0.88,73.04
2016-07-30,62,88.0,,0.88,54.56
2016-07-31,62,88.0,,0.88,54.56
2016-08-01,100,91.0,False,0.91,91.0
2016-08-02,94,91.0,,0.91,85.54
2016-08-03,94,91.0,,0.91,85.54
2016-08-04,84,91.0,,0.91,76.44
2016-08-05,83,91.0,,0.91,75.53
2016-08-06,63,91.0,,0.91,57.330000000000005
2016-08-07,59,91.0,,0.91,53.690000000000005
2016-08-08,96,91.0,,0.91,87.36
2016-08-09,92,91.0,,0.91,83.72
2016-08-10,90,91.0,,0.91,81.9
2016-08-11,90,91.0,,0.91,81.9
2016-08-12,80,91.0,,0.91,72.8
2016-08-13,56,91.0,,0.91,50.96
2016-08-14,60,91.0,,0.91,54.6
2016-08-15,92,91.0,,0.91,83.72
2016-08-16,94,91.0,,0.91,85.54
2016-08-17,88,91.0,,0.91,80.08
2016-08-18,92,91.0,,0.91,83.72
2016-08-19,83,91.0,,0.91,75.53
2016-08-20,65,91.0,,0.91,59.15
2016-08-21,62,91.0,,0.91,56.42
2016-08-22,97,91.0,,0.91,88.27
2016-08-23,91,91.0,,0.91,82.81
2016-08-24,87,91.0,,0.91,79.17
2016-08-25,84,91.0,,0.91,76.44
2016-08-26,78,91.0,,0.91,70.98
2016-08-27,65,91.0,,0.91,59.15
2016-08-28,60,91.0,,0.91,54.6
2016-08-29,86,91.0,,0.91,78.26
2016-08-30,81,91.0,,0.91,73.71000000000001
2016-08-31,87,91.0,,0.91,79.17
2016-09-01,92,81.0,False,0.81,74.52000000000001
2016-09-02,81,81.0,,0.81,65.61
