date,housing_unscaled,housing_monthly,isPartial,scale,housing
2010-01-01,50,88.0,False,0.88,44.0
2010-01-02,51,88.0,,0.88,44.88
2010-01-03,54,88.0,,0.88,47.52
2010-01-04,91,88.0,,0.88,80.08
2010-01-05,78,88.0,,0.88,68.64
2010-01-06,84,88.0,,0.88,73.92
2010-01-07,72,88.0,,0.88,63.36
2010-01-08,82,88.0,,0.88,72.16
2010-01-09,49,88.0,,0.88,43.12
2010-01-10,61,88.0,,0.88,53.68
2010-01-11,93,88.0,,0.88,81.84
2010-01-12,95,88.0,,0.88,83.6
2010-01-13,100,88.0,,0.88,88.0
2010-01-14,79,88.0,,0.88,69.52
2010-01-15,79,88.0,,0.88,69.52
2010-01-16,63,88.0,,0.88,55.44
2010-01-17,55,88.0,,0.88,48.4
2010-01-18,61,88.0,,0.88,53.68
2010-01-19,80,88.0,,0.88,70.4
2010-01-20,100,88.0,,0.88,88.0
2010-01-21,83,88.0,,0.88,73.04
2010-01-22,74,88.0,,0.88,65.12
2010-01-23,66,88.0,,0.88,58.08
2010-01-24,74,88.0,,0.88,65.12
2010-01-25,90,88.0,,0.88,79.2
2010-01-26,94,88.0,,0.88,82.72
2010-01-27,77,88.0,,0.88,67.76
2010-01-28,88,88.0,,0.88,77.44
2010-01-29,81,88.0,,0.88,71.28
2010-01-30,66,88.0,,0.88,58.08
2010-01-31,53,88.0,,0.88,46.64
2010-02-01,88,89.0,False,0.89,78.32000000000001
2010-02-02,85,89.0,,0.89,75.65
2010-02-03,89,89.0,,0.89,79.21000000000001
2010-02-04,96,89.0,,0.89,85.44
2010-02-05,82,89.0,,0.89,72.98
2010-02-06,60,89.0,,0.89,53.4
2010-02-07,61,89.0,,0.89,54.29
2010-02-08,85,89.0,,0.89,75.65
2010-02-09,86,89.0,,0.89,76.54
2010-02-10,80,89.0,,0.89,71.2
2010-02-11,95,89.0,,0.89,84.55
2010-02-12,76,89.0,,0.89,67.64
2010-02-13,57,89.0,,0.89,50.730000000000004
2010-02-14,61,89.0,,0.89,54.29
2010-02-15,78,89.0,,0.89,69.42
2010-02-16,97,89.0,,0.89,86.33
2010-02-17,95,89.0,,0.89,84.55
2010-02-18,90,89.0,,0.89,80.1
2010-02-19,88,89.0,,0.89,78.32000000000001
2010-02-20,74,89.0,,0.89,65.86
2010-02-21,80,89.0,,0.89,71.2
2010-02-22,93,89.0,,0.89,82.77
2010-02-23,100,89.0,,0.89,89.0
2010-02-24,94,89.0,,0.89,83.66
2010-02-25,88,89.0,,0.89,78.32000000000001
2010-02-26,78,89.0,,0.89,69.42
2010-02-27,58,89.0,,0.89,51.62
2010-02-28,72,89.0,,0.89,64.08
2010-03-01,84,97.0,False,0.97,81.48
2010-03-02,94,97.0,,0.97,91.17999999999999
2010-03-03,86,97.0,,0.97,83.42
2010-03-04,90,97.0,,0.97,87.3
2010-03-05,76,97.0,,0.97,73.72
2010-03-06,58,97.0,,0.97,56.26
2010-03-07,56,97.0,,0.97,54.32
2010-03-08,84,97.0,,0.97,81.48
2010-03-09,96,97.0,,0.97,93.12
2010-03-10,91,97.0,,0.97,88.27
2010-03-11,84,97.0,,0.97,81.48
2010-03-12,84,97.0,,0.97,81.48
2010-03-13,50,97.0,,0.97,48.5
2010-03-14,65,97.0,,0.97,63.05
2010-03-15,100,97.0,,0.97,97.0
2010-03-16,92,97.0,,0.97,89.24
2010-03-17,84,97.0,,0.97,81.48
2010-03-18,97,97.0,,0.97,94.09
2010-03-19,79,97.0,,0.97,76.63
2010-03-20,59,97.0,,0.97,57.23
2010-03-21,70,97.0,,0.97,67.89999999999999
2010-03-22,94,97.0,,0.97,91.17999999999999
2010-03-23,93,97.0,,0.97,90.21
2010-03-24,87,97.0,,0.97,84.39
2010-03-25,93,97.0,,0.97,90.21
2010-03-26,86,97.0,,0.97,83.42
2010-03-27,65,97.0,,0.97,63.05
2010-03-28,70,97.0,,0.97,67.89999999999999
2010-03-29,97,97.0,,0.97,94.09
2010-03-30,87,97.0,,0.97,84.39
2010-03-31,89,97.0,,0.97,86.33
2010-04-01,79,98.0,False,0.98,77.42
2010-04-02,76,98.0,,0.98,74.48
2010-04-03,58,98.0,,0.98,56.839999999999996
2010-04-04,59,98.0,,0.98,57.82
2010-04-05,95,98.0,,0.98,93.1
2010-04-06,94,98.0,,0.98,92.12
2010-04-07,87,98.0,,0.98,85.26
2010-04-08,86,98.0,,0.98,84.28
2010-04-09,73,98.0,,0.98,71.53999999999999
2010-04-10,67,98.0,,0.98,65.66
2010-04-11,60,98.0,,0.98,58.8
2010-04-12,96,98.0,,0.98,94.08
2010-04-13,100,98.0,,0.98,98.0
2010-04-14,87,98.0,,0.98,85.26
2010-04-15,85,98.0,,0.98,83.3
2010-04-16,79,98.0,,0.98,77.42
2010-04-17,65,98.0,,0.98,63.699999999999996
2010-04-18,58,98.0,,0.98,56.839999999999996
2010-04-19,90,98.0,,0.98,88.2
2010-04-20,88,98.0,,0.98,86.24
2010-04-21,84,98.0,,0.98,82.32
2010-04-22,85,98.0,,0.98,83.3
2010-04-23,75,98.0,,0.98,73.5
2010-04-24,55,98.0,,0.98,53.9
2010-04-25,68,98.0,,0.98,66.64
2010-04-26,95,98.0,,0.98,93.1
2010-04-27,89,98.0,,0.98,87.22
2010-04-28,82,98.0,,0.98,80.36
2010-04-29,84,98.0,,0.98,82.32
2010-04-30,78,98.0,,0.98,76.44
2010-05-01,69,88.0,False,0.88,60.72
2010-05-02,71,88.0,,0.88,62.48
2010-05-03,100,88.0,,0.88,88.0
2010-05-04,100,88.0,,0.88,88.0
2010-05-05,89,88.0,,0.88,78.32000000000001
2010-05-06,90,88.0,,0.88,79.2
2010-05-07,83,88.0,,0.88,73.04
2010-05-08,46,88.0,,0.88,40.48
2010-05-09,66,88.0,,0.88,58.08
2010-05-10,92,88.0,,0.88,80.96
2010-05-11,93,88.0,,0.88,81.84
2010-05-12,87,88.0,,0.88,76.56
2010-05-13,85,88.0,,0.88,74.8
2010-05-14,87,88.0,,0.88,76.56
2010-05-15,61,88.0,,0.88,53.68
2010-05-16,63,88.0,,0.88,55.44
2010-05-17,95,88.0,,0.88,83.6
2010-05-18,87,88.0,,0.88,76.56
2010-05-19,88,88.0,,0.88,77.44
2010-05-20,84,88.0,,0.88,73.92
2010-05-21,73,88.0,,0.88,64.24
2010-05-22,52,88.0,,0.88,45.76
2010-05-23,60,88.0,,0.88,52.8
2010-05-24,98,88.0,,0.88,86.24
2010-05-25,90,88.0,,0.88,79.2
2010-05-26,88,88.0,,0.88,77.44
2010-05-27,87,88.0,,0.88,76.56
2010-05-28,79,88.0,,0.88,69.52
2010-05-29,60,88.0,,0.88,52.8
2010-05-30,52,88.0,,0.88,45.76
2010-05-31,57,88.0,,0.88,50.160000000000004
2010-06-01,99,89.0,False,0.89,88.11
2010-06-02,93,89.0,,0.89,82.77
2010-06-03,83,89.0,,0.89,73.87
2010-06-04,84,89.0,,0.89,74.76
2010-06-05,55,89.0,,0.89,48.95
2010-06-06,58,89.0,,0.89,51.62
2010-06-07,96,89.0,,0.89,85.44
2010-06-08,95,89.0,,0.89,84.55
2010-06-09,88,89.0,,0.89,78.32000000000001
2010-06-10,88,89.0,,0.89,78.32000000000001
2010-06-11,77,89.0,,0.89,68.53
2010-06-12,63,89.0,,0.89,56.07
2010-06-13,60,89.0,,0.89,53.4
2010-06-14,94,89.0,,0.89,83.66
2010-06-15,92,89.0,,0.89,81.88
2010-06-16,100,89.0,,0.89,89.0
2010-06-17,91,89.0,,0.89,80.99
2010-06-18,80,89.0,,0.89,71.2
2010-06-19,60,89.0,,0.89,53.4
2010-06-20,69,89.0,,0.89,61.410000000000004
2010-06-21,99,89.0,,0.89,88.11
2010-06-22,95,89.0,,0.89,84.55
2010-06-23,95,89.0,,0.89,84.55
2010-06-24,89,89.0,,0.89,79.21000000000001
2010-06-25,85,89.0,,0.89,75.65
2010-06-26,53,89.0,,0.89,47.17
2010-06-27,65,89.0,,0.89,57.85
2010-06-28,92,89.0,,0.89,81.88
2010-06-29,96,89.0,,0.89,85.44
2010-06-30,92,89.0,,0.89,81.88
2010-07-01,88,86.0,False,0.86,75.67999999999999
2010-07-02,68,86.0,,0.86,58.48
2010-07-03,49,86.0,,0.86,42.14
2010-07-04,45,86.0,,0.86,38.7
2010-07-05,57,86.0,,0.86,49.019999999999996
2010-07-06,90,86.0,,0.86,77.4
2010-07-07,95,86.0,,0.86,81.7
2010-07-08,89,86.0,,0.86,76.53999999999999
2010-07-09,75,86.0,,0.86,64.5
2010-07-10,51,86.0,,0.86,43.86
2010-07-11,58,86.0,,0.86,49.88
2010-07-12,92,86.0,,0.86,79.12
2010-07-13,81,86.0,,0.86,69.66
2010-07-14,92,86.0,,0.86,79.12
2010-07-15,86,86.0,,0.86,73.96
2010-07-16,84,86.0,,0.86,72.24
2010-07-17,57,86.0,,0.86,49.019999999999996
2010-07-18,55,86.0,,0.86,47.3
2010-07-19,100,86.0,,0.86,86.0
2010-07-20,94,86.0,,0.86,80.84
2010-07-21,92,86.0,,0.86,79.12
2010-07-22,95,86.0,,0.86,81.7
2010-07-23,68,86.0,,0.86,58.48
2010-07-24,55,86.0,,0.86,47.3
2010-07-25,61,86.0,,0.86,52.46
2010-07-26,94,86.0,,0.86,80.84
2010-07-27,89,86.0,,0.86,76.53999999999999
2010-07-28,82,86.0,,0.86,70.52
2010-07-29,90,86.0,,0.86,77.4
2010-07-30,80,86.0,,0.86,68.8
2010-07-31,60,86.0,,0.86,51.6
2010-08-01,62,88.0,False,0.88,54.56
2010-08-02,100,88.0,,0.88,88.0
2010-08-03,94,88.0,,0.88,82.72
2010-08-04,89,88.0,,0.88,78.32000000000001
2010-08-05,89,88.0,,0.88,78.32000000000001
2010-08-06,77,88.0,,0.88,67.76
2010-08-07,64,88.0,,0.88,56.32
2010-08-08,60,88.0,,0.88,52.8
2010-08-09,94,88.0,,0.88,82.72
2010-08-10,92,88.0,,0.88,80.96
2010-08-11,81,88.0,,0.88,71.28
2010-08-12,87,88.0,,0.88,76.56
2010-08-13,79,88.0,,0.88,69.52
2010-08-14,53,88.0,,0.88,46.64
2010-08-15,61,88.0,,0.88,53.68
2010-08-16,97,88.0,,0.88,85.36
2010-08-17,92,88.0,,0.88,80.96
2010-08-18,91,88.0,,0.88,80.08
2010-08-19,89,88.0,,0.88,78.32000000000001
2010-08-20,85,88.0,,0.88,74.8
2010-08-21,59,88.0,,0.88,51.92
2010-08-22,64,88.0,,0.88,56.32
2010-08-23,88,88.0,,0.88,77.44
2010-08-24,93,88.0,,0.88,81.84
2010-08-25,98,88.0,,0.88,86.24
2010-08-26,90,88.0,,0.88,79.2
2010-08-27,77,88.0,,0.88,67.76
2010-08-28,57,88.0,,0.88,50.160000000000004
2010-08-29,61,88.0,,0.88,53.68
2010-08-30,84,88.0,,0.88,73.92
2010-08-31,92,88.0,,0.88,80.96
2010-09-01,98,79.0,False,0.79,77.42
2010-09-02,84,79.0,,0.79,66.36
2010-09-03,79,79.0,,0.79,62.410000000000004
2010-09-04,53,79.0,,0.79,41.870000000000005
2010-09-05,56,79.0,,0.79,44.24
2010-09-06,64,79.0,,0.79,50.56
2010-09-07,93,79.0,,0.79,73.47
2010-09-08,94,79.0,,0.79,74.26
2010-09-09,85,79.0,,0.79,67.15
2010-09-10,83,79.0,,0.79,65.57000000000001
2010-09-11,59,79.0,,0.79,46.61
2010-09-12,57,79.0,,0.79,45.03
2010-09-13,92,79.0,,0.79,72.68
2010-09-14,85,79.0,,0.79,67.15
2010-09-15,91,79.0,,0.79,71.89
2010-09-16,91,79.0,,0.79,71.89
2010-09-17,86,79.0,,0.79,67.94
2010-09-18,62,79.0,,0.79,48.980000000000004
2010-09-19,53,79.0,,0.79,41.870000000000005
2010-09-20,100,79.0,,0.79,79.0
2010-09-21,93,79.0,,0.79,73.47
2010-09-22,94,79.0,,0.79,74.26
2010-09-23,94,79.0,,0.79,74.26
2010-09-24,76,79.0,,0.79,60.040000000000006
2010-09-25,53,79.0,,0.79,41.870000000000005
2010-09-26,57,79.0,,0.79,45.03
2010-09-27,93,79.0,,0.79,73.47
2010-09-28,96,79.0,,0.79,75.84
2010-09-29,91,79.0,,0.79,71.89
2010-09-30,89,79.0,,0.79,70.31
2010-10-01,82,74.0,False,0.74,60.68
2010-10-02,64,74.0,,0.74,47.36
2010-10-03,56,74.0,,0.74,41.44
2010-10-04,91,74.0,,0.74,67.34
2010-10-05,100,74.0,,0.74,74.0
2010-10-06,97,74.0,,0.74,71.78
2010-10-07,85,74.0,,0.74,62.9
2010-10-08,82,74.0,,0.74,60.68
2010-10-09,59,74.0,,0.74,43.66
2010-10-10,56,74.0,,0.74,41.44
2010-10-11,87,74.0,,0.74,64.38
2010-10-12,86,74.0,,0.74,63.64
2010-10-13,93,74.0,,0.74,68.82
2010-10-14,92,74.0,,0.74,68.08
2010-10-15,82,74.0,,0.74,60.68
2010-10-16,57,74.0,,0.74,42.18
2010-10-17,59,74.0,,0.74,43.66
2010-10-18,93,74.0,,0.74,68.82
2010-10-19,96,74.0,,0.74,71.03999999999999
2010-10-20,91,74.0,,0.74,67.34
2010-10-21,91,74.0,,0.74,67.34
2010-10-22,80,74.0,,0.74,59.2
2010-10-23,58,74.0,,0.74,42.92
2010-10-24,65,74.0,,0.74,48.1
2010-10-25,98,74.0,,0.74,72.52
2010-10-26,94,74.0,,0.74,69.56
2010-10-27,96,74.0,,0.74,71.03999999999999
2010-10-28,82,74.0,,0.74,60.68
2010-10-29,85,74.0,,0.74,62.9
2010-10-30,53,74.0,,0.74,39.22
2010-10-31,61,74.0,,0.74,45.14
2010-11-01,94,71.0,False,0.71,66.74
2010-11-02,100,71.0,,0.71,71.0
2010-11-03,85,71.0,,0.71,60.349999999999994
2010-11-04,88,71.0,,0.71,62.48
2010-11-05,77,71.0,,0.71,54.669999999999995
2010-11-06,53,71.0,,0.71,37.629999999999995
2010-11-07,59,71.0,,0.71,41.89
2010-11-08,93,71.0,,0.71,66.03
2010-11-09,91,71.0,,0.71,64.61
2010-11-10,89,71.0,,0.71,63.19
2010-11-11,72,71.0,,0.71,51.12
2010-11-12,76,71.0,,0.71,53.959999999999994
2010-11-13,55,71.0,,0.71,39.05
2010-11-14,66,71.0,,0.71,46.86
2010-11-15,97,71.0,,0.71,68.86999999999999
2010-11-16,96,71.0,,0.71,68.16
2010-11-17,92,71.0,,0.71,65.32
2010-11-18,81,71.0,,0.71,57.51
2010-11-19,78,71.0,,0.71,55.379999999999995
2010-11-20,52,71.0,,0.71,36.92
2010-11-21,55,71.0,,0.71,39.05
2010-11-22,89,71.0,,0.71,63.19
2010-11-23,82,71.0,,0.71,58.22
2010-11-24,59,71.0,,0.71,41.89
2010-11-25,38,71.0,,0.71,26.979999999999997
2010-11-26,43,71.0,,0.71,30.529999999999998
2010-11-27,48,71.0,,0.71,34.08
2010-11-28,59,71.0,,0.71,41.89
2010-11-29,94,71.0,,0.71,66.74
2010-11-30,96,71.0,,0.71,68.16
2010-12-01,99,63.0,False,0.63,62.37
2010-12-02,95,63.0,,0.63,59.85
2010-12-03,88,63.0,,0.63,55.44
2010-12-04,58,63.0,,0.63,36.54
2010-12-05,53,63.0,,0.63,33.39
2010-12-06,100,63.0,,0.63,63.0
2010-12-07,92,63.0,,0.63,57.96
2010-12-08,94,63.0,,0.63,59.22
2010-12-09,91,63.0,,0.63,57.33
2010-12-10,89,63.0,,0.63,56.07
2010-12-11,48,63.0,,0.63,30.240000000000002
2010-12-12,56,63.0,,0.63,35.28
2010-12-13,94,63.0,,0.63,59.22
2010-12-14,97,63.0,,0.63,61.11
2010-12-15,100,63.0,,0.63,63.0
2010-12-16,79,63.0,,0.63,49.77
2010-12-17,77,63.0,,0.63,48.51
2010-12-18,50,63.0,,0.63,31.5
2010-12-19,61,63.0,,0.63,38.43
2010-12-20,81,63.0,,0.63,51.03
2010-12-21,75,63.0,,0.63,47.25
2010-12-22,77,63.0,,0.63,48.51
2010-12-23,69,63.0,,0.63,43.47
2010-12-24,37,63.0,,0.63,23.31
2010-12-25,34,63.0,,0.63,21.42
2010-12-26,43,63.0,,0.63,27.09
2010-12-27,75,63.0,,0.63,47.25
2010-12-28,88,63.0,,0.63,55.44
2010-12-29,99,63.0,,0.63,62.37
2010-12-30,75,63.0,,0.63,47.25
2010-12-31,59,63.0,,0.63,37.17
2011-01-01,45,86.0,False,0.86,38.7
2011-01-02,58,86.0,,0.86,49.88
2011-01-03,98,86.0,,0.86,84.28
2011-01-04,98,86.0,,0.86,84.28
2011-01-05,88,86.0,,0.86,75.67999999999999
2011-01-06,93,86.0,,0.86,79.98
2011-01-07,89,86.0,,0.86,76.53999999999999
2011-01-08,68,86.0,,0.86,58.48
2011-01-09,64,86.0,,0.86,55.04
2011-01-10,94,86.0,,0.86,80.84
2011-01-11,92,86.0,,0.86,79.12
2011-01-12,88,86.0,,0.86,75.67999999999999
2011-01-13,83,86.0,,0.86,71.38
2011-01-14,82,86.0,,0.86,70.52
2011-01-15,65,86.0,,0.86,55.9
2011-01-16,61,86.0,,0.86,52.46
2011-01-17,74,86.0,,0.86,63.64
2011-01-18,91,86.0,,0.86,78.26
2011-01-19,99,86.0,,0.86,85.14
2011-01-20,91,86.0,,0.86,78.26
2011-01-21,85,86.0,,0.86,73.1
2011-01-22,63,86.0,,0.86,54.18
2011-01-23,59,86.0,,0.86,50.74
2011-01-24,94,86.0,,0.86,80.84
2011-01-25,100,86.0,,0.86,86.0
2011-01-26,97,86.0,,0.86,83.42
2011-01-27,86,86.0,,0.86,73.96
2011-01-28,86,86.0,,0.86,73.96
2011-01-29,59,86.0,,0.86,50.74
2011-01-30,71,86.0,,0.86,61.06
2011-01-31,84,86.0,,0.86,72.24
2011-02-01,87,87.0,False,0.87,75.69
2011-02-02,86,87.0,,0.87,74.82
2011-02-03,90,87.0,,0.87,78.3
2011-02-04,76,87.0,,0.87,66.12
2011-02-05,66,87.0,,0.87,57.42
2011-02-06,57,87.0,,0.87,49.589999999999996
2011-02-07,80,87.0,,0.87,69.6
2011-02-08,100,87.0,,0.87,87.0
2011-02-09,96,87.0,,0.87,83.52
2011-02-10,84,87.0,,0.87,73.08
2011-02-11,83,87.0,,0.87,72.21
2011-02-12,57,87.0,,0.87,49.589999999999996
2011-02-13,60,87.0,,0.87,52.2
2011-02-14,76,87.0,,0.87,66.12
2011-02-15,96,87.0,,0.87,83.52
2011-02-16,85,87.0,,0.87,73.95
2011-02-17,81,87.0,,0.87,70.47
2011-02-18,80,87.0,,0.87,69.6
2011-02-19,59,87.0,,0.87,51.33
2011-02-20,61,87.0,,0.87,53.07
2011-02-21,79,87.0,,0.87,68.73
2011-02-22,100,87.0,,0.87,87.0
2011-02-23,95,87.0,,0.87,82.65
2011-02-24,86,87.0,,0.87,74.82
2011-02-25,88,87.0,,0.87,76.56
2011-02-26,60,87.0,,0.87,52.2
2011-02-27,67,87.0,,0.87,58.29
2011-02-28,90,87.0,,0.87,78.3
2011-03-01,94,90.0,False,0.9,84.60000000000001
2011-03-02,83,90.0,,0.9,74.7
2011-03-03,83,90.0,,0.9,74.7
2011-03-04,79,90.0,,0.9,71.10000000000001
2011-03-05,60,90.0,,0.9,54.0
2011-03-06,62,90.0,,0.9,55.800000000000004
2011-03-07,89,90.0,,0.9,80.10000000000001
2011-03-08,85,90.0,,0.9,76.5
2011-03-09,82,90.0,,0.9,73.8
2011-03-10,84,90.0,,0.9,75.60000000000001
2011-03-11,70,90.0,,0.9,63.0
2011-03-12,50,90.0,,0.9,45.0
2011-03-13,57,90.0,,0.9,51.300000000000004
2011-03-14,84,90.0,,0.9,75.60000000000001
2011-03-15,87,90.0,,0.9,78.3
2011-03-16,82,90.0,,0.9,73.8
2011-03-17,74,90.0,,0.9,66.60000000000001
2011-03-18,77,90.0,,0.9,69.3
2011-03-19,60,90.0,,0.9,54.0
2011-03-20,60,90.0,,0.9,54.0
2011-03-21,94,90.0,,0.9,84.60000000000001
2011-03-22,99,90.0,,0.9,89.10000000000001
2011-03-23,91,90.0,,0.9,81.9
2011-03-24,90,90.0,,0.9,81.0
2011-03-25,79,90.0,,0.9,71.10000000000001
2011-03-26,61,90.0,,0.9,54.9
2011-03-27,68,90.0,,0.9,61.2
2011-03-28,90,90.0,,0.9,81.0
2011-03-29,100,90.0,,0.9,90.0
2011-03-30,93,90.0,,0.9,83.7
2011-03-31,91,90.0,,0.9,81.9
2011-04-01,82,93.0,False,0.93,76.26
2011-04-02,61,93.0,,0.93,56.730000000000004
2011-04-03,61,93.0,,0.93,56.730000000000004
2011-04-04,91,93.0,,0.93,84.63000000000001
2011-04-05,82,93.0,,0.93,76.26
2011-04-06,100,93.0,,0.93,93.0
2011-04-07,89,93.0,,0.93,82.77000000000001
2011-04-08,81,93.0,,0.93,75.33
2011-04-09,60,93.0,,0.93,55.800000000000004
2011-04-10,60,93.0,,0.93,55.800000000000004
2011-04-11,81,93.0,,0.93,75.33
2011-04-12,80,93.0,,0.93,74.4
2011-04-13,90,93.0,,0.93,83.7
2011-04-14,86,93.0,,0.93,79.98
2011-04-15,77,93.0,,0.93,71.61
2011-04-16,56,93.0,,0.93,52.080000000000005
2011-04-17,57,93.0,,0.93,53.010000000000005
2011-04-18,86,93.0,,0.93,79.98
2011-04-19,91,93.0,,0.93,84.63000000000001
2011-04-20,94,93.0,,0.93,87.42
2011-04-21,86,93.0,,0.93,79.98
2011-04-22,75,93.0,,0.93,69.75
2011-04-23,54,93.0,,0.93,50.220000000000006
2011-04-24,53,93.0,,0.93,49.29
2011-04-25,92,93.0,,0.93,85.56
2011-04-26,97,93.0,,0.93,90.21000000000001
2011-04-27,92,93.0,,0.93,85.56
2011-04-28,81,93.0,,0.93,75.33
2011-04-29,75,93.0,,0.93,69.75
2011-04-30,63,93.0,,0.93,58.59
2011-05-01,59,92.0,False,0.92,54.28
2011-05-02,80,92.0,,0.92,73.60000000000001
2011-05-03,80,92.0,,0.92,73.60000000000001
2011-05-04,77,92.0,,0.92,70.84
2011-05-05,77,92.0,,0.92,70.84
2011-05-06,80,92.0,,0.92,73.60000000000001
2011-05-07,52,92.0,,0.92,47.84
2011-05-08,56,92.0,,0.92,51.52
2011-05-09,100,92.0,,0.92,92.0
2011-05-10,91,92.0,,0.92,83.72
2011-05-11,86,92.0,,0.92,79.12
2011-05-12,81,92.0,,0.92,74.52000000000001
2011-05-13,70,92.0,,0.92,64.4
2011-05-14,61,92.0,,0.92,56.120000000000005
2011-05-15,57,92.0,,0.92,52.440000000000005
2011-05-16,85,92.0,,0.92,78.2
2011-05-17,80,92.0,,0.92,73.60000000000001
2011-05-18,79,92.0,,0.92,72.68
2011-05-19,83,92.0,,0.92,76.36
2011-05-20,67,92.0,,0.92,61.64
2011-05-21,55,92.0,,0.92,50.6
2011-05-22,54,92.0,,0.92,49.68
2011-05-23,86,92.0,,0.92,79.12
2011-05-24,82,92.0,,0.92,75.44
2011-05-25,80,92.0,,0.92,73.60000000000001
2011-05-26,78,92.0,,0.92,71.76
2011-05-27,70,92.0,,0.92,64.4
2011-05-28,54,92.0,,0.92,49.68
2011-05-29,45,92.0,,0.92,41.4
2011-05-30,64,92.0,,0.92,58.88
2011-05-31,90,92.0,,0.92,82.8
2011-06-01,100,93.0,False,0.93,93.0
2011-06-02,93,93.0,,0.93,86.49000000000001
2011-06-03,88,93.0,,0.93,81.84
2011-06-04,58,93.0,,0.93,53.940000000000005
2011-06-05,67,93.0,,0.93,62.31
2011-06-06,94,93.0,,0.93,87.42
2011-06-07,90,93.0,,0.93,83.7
2011-06-08,88,93.0,,0.93,81.84
2011-06-09,84,93.0,,0.93,78.12
2011-06-10,77,93.0,,0.93,71.61
2011-06-11,61,93.0,,0.93,56.730000000000004
2011-06-12,61,93.0,,0.93,56.730000000000004
2011-06-13,96,93.0,,0.93,89.28
2011-06-14,92,93.0,,0.93,85.56
2011-06-15,91,93.0,,0.93,84.63000000000001
2011-06-16,86,93.0,,0.93,79.98
2011-06-17,76,93.0,,0.93,70.68
2011-06-18,60,93.0,,0.93,55.800000000000004
2011-06-19,66,93.0,,0.93,61.38
2011-06-20,90,93.0,,0.93,83.7
2011-06-21,92,93.0,,0.93,85.56
2011-06-22,87,93.0,,0.93,80.91000000000001
2011-06-23,87,93.0,,0.93,80.91000000000001
2011-06-24,79,93.0,,0.93,73.47
2011-06-25,59,93.0,,0.93,54.870000000000005
2011-06-26,62,93.0,,0.93,57.660000000000004
2011-06-27,88,93.0,,0.93,81.84
2011-06-28,90,93.0,,0.93,83.7
2011-06-29,86,93.0,,0.93,79.98
2011-06-30,83,93.0,,0.93,77.19
2011-07-01,69,91.0,False,0.91,62.79
2011-07-02,54,91.0,,0.91,49.14
2011-07-03,60,91.0,,0.91,54.6
2011-07-04,55,91.0,,0.91,50.050000000000004
2011-07-05,80,91.0,,0.91,72.8
2011-07-06,81,91.0,,0.91,73.71000000000001
2011-07-07,88,91.0,,0.91,80.08
2011-07-08,76,91.0,,0.91,69.16
2011-07-09,58,91.0,,0.91,52.78
2011-07-10,63,91.0,,0.91,57.330000000000005
2011-07-11,94,91.0,,0.91,85.54
2011-07-12,88,91.0,,0.91,80.08
2011-07-13,98,91.0,,0.91,89.18
2011-07-14,80,91.0,,0.91,72.8
2011-07-15,75,91.0,,0.91,68.25
2011-07-16,50,91.0,,0.91,45.5
2011-07-17,60,91.0,,0.91,54.6
2011-07-18,88,91.0,,0.91,80.08
2011-07-19,90,91.0,,0.91,81.9
2011-07-20,92,91.0,,0.91,83.72
2011-07-21,86,91.0,,0.91,78.26
2011-07-22,66,91.0,,0.91,60.06
2011-07-23,52,91.0,,0.91,47.32
2011-07-24,56,91.0,,0.91,50.96
2011-07-25,88,91.0,,0.91,80.08
2011-07-26,100,91.0,,0.91,91.0
2011-07-27,76,91.0,,0.91,69.16
2011-07-28,87,91.0,,0.91,79.17
2011-07-29,85,91.0,,0.91,77.35000000000001
2011-07-30,64,91.0,,0.91,58.24
2011-07-31,58,91.0,,0.91,52.78
2011-08-01,95,96.0,False,0.96,91.2
2011-08-02,100,96.0,,0.96,96.0
2011-08-03,82,96.0,,0.96,78.72
2011-08-04,89,96.0,,0.96,85.44
2011-08-05,79,96.0,,0.96,75.84
2011-08-06,59,96.0,,0.96,56.64
2011-08-07,58,96.0,,0.96,55.68
2011-08-08,97,96.0,,0.96,93.11999999999999
2011-08-09,89,96.0,,0.96,85.44
2011-08-10,91,96.0,,0.96,87.36
2011-08-11,83,96.0,,0.96,79.67999999999999
2011-08-12,78,96.0,,0.96,74.88
2011-08-13,59,96.0,,0.96,56.64
2011-08-14,66,96.0,,0.96,63.36
2011-08-15,96,96.0,,0.96,92.16
2011-08-16,87,96.0,,0.96,83.52
2011-08-17,96,96.0,,0.96,92.16
2011-08-18,84,96.0,,0.96,80.64
2011-08-19,80,96.0,,0.96,76.8
2011-08-20,63,96.0,,0.96,60.48
2011-08-21,58,96.0,,0.96,55.68
2011-08-22,83,96.0,,0.96,79.67999999999999
2011-08-23,78,96.0,,0.96,74.88
2011-08-24,79,96.0,,0.96,75.84
2011-08-25,88,96.0,,0.96,84.47999999999999
2011-08-26,73,96.0,,0.96,70.08
2011-08-27,56,96.0,,0.96,53.76
2011-08-28,52,96.0,,0.96,49.92
2011-08-29,85,96.0,,0.96,81.6
2011-08-30,82,96.0,,0.96,78.72
2011-08-31,85,96.0,,0.96,81.6
2011-09-01,96,81.0,False,0.81,77.76
2011-09-02,81,81.0,,0.81,65.61
2011-09-03,67,81.0,,0.81,54.27
2011-09-04,60,81.0,,0.81,48.6
2011-09-05,65,81.0,,0.81,52.650000000000006
2011-09-06,100,81.0,,0.81,81.0
2011-09-07,88,81.0,,0.81,71.28
