date,finance_unscaled,finance_monthly,isPartial,scale,finance
2010-01-01,38,54.0,False,0.54,20.520000000000003
2010-01-02,37,54.0,,0.54,19.98
2010-01-03,38,54.0,,0.54,20.520000000000003
2010-01-04,86,54.0,,0.54,46.440000000000005
2010-01-05,88,54.0,,0.54,47.52
2010-01-06,91,54.0,,0.54,49.14
2010-01-07,89,54.0,,0.54,48.06
2010-01-08,90,54.0,,0.54,48.6
2010-01-09,52,54.0,,0.54,28.080000000000002
2010-01-10,46,54.0,,0.54,24.840000000000003
2010-01-11,85,54.0,,0.54,45.900000000000006
2010-01-12,91,54.0,,0.54,49.14
2010-01-13,86,54.0,,0.54,46.440000000000005
2010-01-14,87,54.0,,0.54,46.980000000000004
2010-01-15,88,54.0,,0.54,47.52
2010-01-16,54,54.0,,0.54,29.160000000000004
2010-01-17,37,54.0,,0.54,19.98
2010-01-18,58,54.0,,0.54,31.32
2010-01-19,80,54.0,,0.54,43.2
2010-01-20,95,54.0,,0.54,51.300000000000004
2010-01-21,100,54.0,,0.54,54.0
2010-01-22,97,54.0,,0.54,52.38
2010-01-23,55,54.0,,0.54,29.700000000000003
2010-01-24,46,54.0,,0.54,24.840000000000003
2010-01-25,90,54.0,,0.54,48.6
2010-01-26,96,54.0,,0.54,51.84
2010-01-27,93,54.0,,0.54,50.220000000000006
2010-01-28,92,54.0,,0.54,49.68000000000001
2010-01-29,89,54.0,,0.54,48.06
2010-01-30,47,54.0,,0.54,25.380000000000003
2010-01-31,40,54.0,,0.54,21.6
2010-02-01,98,54.0,False,0.54,52.92
2010-02-02,94,54.0,,0.54,50.760000000000005
2010-02-03,89,54.0,,0.54,48.06
2010-02-04,84,54.0,,0.54,45.36
2010-02-05,89,54.0,,0.54,48.06
2010-02-06,37,54.0,,0.54,19.98
2010-02-07,36,54.0,,0.54,19.44
2010-02-08,100,54.0,,0.54,54.0
2010-02-09,91,54.0,,0.54,49.14
2010-02-10,87,54.0,,0.54,46.980000000000004
2010-02-11,87,54.0,,0.54,46.980000000000004
2010-02-12,86,54.0,,0.54,46.440000000000005
2010-02-13,51,54.0,,0.54,27.540000000000003
2010-02-14,29,54.0,,0.54,15.66
2010-02-15,63,54.0,,0.54,34.02
2010-02-16,87,54.0,,0.54,46.980000000000004
2010-02-17,78,54.0,,0.54,42.120000000000005
2010-02-18,85,54.0,,0.54,45.900000000000006
2010-02-19,87,54.0,,0.54,46.980000000000004
2010-02-20,50,54.0,,0.54,27.0
2010-02-21,39,54.0,,0.54,21.060000000000002
2010-02-22,80,54.0,,0.54,43.2
2010-02-23,83,54.0,,0.54,44.82
2010-02-24,86,54.0,,0.54,46.440000000000005
2010-02-25,82,54.0,,0.54,44.28
2010-02-26,82,54.0,,0.54,44.28
2010-02-27,46,54.0,,0.54,24.840000000000003
2010-02-28,43,54.0,,0.54,23.220000000000002
2010-03-01,97,57.0,False,0.57,55.28999999999999
2010-03-02,93,57.0,,0.57,53.01
2010-03-03,82,57.0,,0.57,46.739999999999995
2010-03-04,100,57.0,,0.57,56.99999999999999
2010-03-05,85,57.0,,0.57,48.449999999999996
2010-03-06,43,57.0,,0.57,24.509999999999998
2010-03-07,41,57.0,,0.57,23.369999999999997
2010-03-08,81,57.0,,0.57,46.169999999999995
2010-03-09,92,57.0,,0.57,52.44
2010-03-10,100,57.0,,0.57,56.99999999999999
2010-03-11,95,57.0,,0.57,54.15
2010-03-12,88,57.0,,0.57,50.16
2010-03-13,45,57.0,,0.57,25.65
2010-03-14,37,57.0,,0.57,21.09
2010-03-15,93,57.0,,0.57,53.01
2010-03-16,100,57.0,,0.57,56.99999999999999
2010-03-17,89,57.0,,0.57,50.73
2010-03-18,88,57.0,,0.57,50.16
2010-03-19,83,57.0,,0.57,47.309999999999995
2010-03-20,45,57.0,,0.57,25.65
2010-03-21,45,57.0,,0.57,25.65
2010-03-22,90,57.0,,0.57,51.3
2010-03-23,88,57.0,,0.57,50.16
2010-03-24,80,57.0,,0.57,45.599999999999994
2010-03-25,84,57.0,,0.57,47.879999999999995
2010-03-26,81,57.0,,0.57,46.169999999999995
2010-03-27,53,57.0,,0.57,30.209999999999997
2010-03-28,37,57.0,,0.57,21.09
2010-03-29,91,57.0,,0.57,51.87
2010-03-30,90,57.0,,0.57,51.3
2010-03-31,83,57.0,,0.57,47.309999999999995
2010-04-01,93,56.0,False,0.56,52.080000000000005
2010-04-02,76,56.0,,0.56,42.56
2010-04-03,45,56.0,,0.56,25.200000000000003
2010-04-04,41,56.0,,0.56,22.96
2010-04-05,89,56.0,,0.56,49.84
2010-04-06,92,56.0,,0.56,51.52
2010-04-07,90,56.0,,0.56,50.400000000000006
2010-04-08,88,56.0,,0.56,49.28
2010-04-09,87,56.0,,0.56,48.720000000000006
2010-04-10,49,56.0,,0.56,27.44
2010-04-11,41,56.0,,0.56,22.96
2010-04-12,96,56.0,,0.56,53.760000000000005
2010-04-13,92,56.0,,0.56,51.52
2010-04-14,100,56.0,,0.56,56.00000000000001
2010-04-15,89,56.0,,0.56,49.84
2010-04-16,91,56.0,,0.56,50.96000000000001
2010-04-17,50,56.0,,0.56,28.000000000000004
2010-04-18,43,56.0,,0.56,24.080000000000002
2010-04-19,86,56.0,,0.56,48.160000000000004
2010-04-20,95,56.0,,0.56,53.2
2010-04-21,89,56.0,,0.56,49.84
2010-04-22,92,56.0,,0.56,51.52
2010-04-23,94,56.0,,0.56,52.64000000000001
2010-04-24,42,56.0,,0.56,23.520000000000003
2010-04-25,41,56.0,,0.56,22.96
2010-04-26,83,56.0,,0.56,46.480000000000004
2010-04-27,97,56.0,,0.56,54.32000000000001
2010-04-28,95,56.0,,0.56,53.2
2010-04-29,99,56.0,,0.56,55.440000000000005
2010-04-30,94,56.0,,0.56,52.64000000000001
2010-05-01,33,56.0,False,0.56,18.48
2010-05-02,28,56.0,,0.56,15.680000000000001
2010-05-03,64,56.0,,0.56,35.84
2010-05-04,67,56.0,,0.56,37.52
2010-05-05,65,56.0,,0.56,36.400000000000006
2010-05-06,100,56.0,,0.56,56.00000000000001
2010-05-07,75,56.0,,0.56,42.00000000000001
2010-05-08,33,56.0,,0.56,18.48
2010-05-09,30,56.0,,0.56,16.8
2010-05-10,65,56.0,,0.56,36.400000000000006
2010-05-11,66,56.0,,0.56,36.96
2010-05-12,64,56.0,,0.56,35.84
2010-05-13,64,56.0,,0.56,35.84
2010-05-14,64,56.0,,0.56,35.84
2010-05-15,33,56.0,,0.56,18.48
2010-05-16,29,56.0,,0.56,16.240000000000002
2010-05-17,69,56.0,,0.56,38.64
2010-05-18,63,56.0,,0.56,35.28
2010-05-19,61,56.0,,0.56,34.160000000000004
2010-05-20,72,56.0,,0.56,40.32000000000001
2010-05-21,73,56.0,,0.56,40.88
2010-05-22,30,56.0,,0.56,16.8
2010-05-23,28,56.0,,0.56,15.680000000000001
2010-05-24,64,56.0,,0.56,35.84
2010-05-25,73,56.0,,0.56,40.88
2010-05-26,61,56.0,,0.56,34.160000000000004
2010-05-27,67,56.0,,0.56,37.52
2010-05-28,61,56.0,,0.56,34.160000000000004
2010-05-29,27,56.0,,0.56,15.120000000000001
2010-05-30,25,56.0,,0.56,14.000000000000002
2010-05-31,30,56.0,,0.56,16.8
2010-06-01,82,54.0,False,0.54,44.28
2010-06-02,90,54.0,,0.54,48.6
2010-06-03,72,54.0,,0.54,38.88
2010-06-04,91,54.0,,0.54,49.14
2010-06-05,42,54.0,,0.54,22.68
2010-06-06,39,54.0,,0.54,21.060000000000002
2010-06-07,100,54.0,,0.54,54.0
2010-06-08,85,54.0,,0.54,45.900000000000006
2010-06-09,84,54.0,,0.54,45.36
2010-06-10,90,54.0,,0.54,48.6
2010-06-11,90,54.0,,0.54,48.6
2010-06-12,36,54.0,,0.54,19.44
2010-06-13,38,54.0,,0.54,20.520000000000003
2010-06-14,84,54.0,,0.54,45.36
2010-06-15,90,54.0,,0.54,48.6
2010-06-16,85,54.0,,0.54,45.900000000000006
2010-06-17,89,54.0,,0.54,48.06
2010-06-18,79,54.0,,0.54,42.660000000000004
2010-06-19,50,54.0,,0.54,27.0
2010-06-20,33,54.0,,0.54,17.82
2010-06-21,89,54.0,,0.54,48.06
2010-06-22,86,54.0,,0.54,46.440000000000005
2010-06-23,80,54.0,,0.54,43.2
2010-06-24,83,54.0,,0.54,44.82
2010-06-25,86,54.0,,0.54,46.440000000000005
2010-06-26,40,54.0,,0.54,21.6
2010-06-27,38,54.0,,0.54,20.520000000000003
2010-06-28,90,54.0,,0.54,48.6
2010-06-29,85,54.0,,0.54,45.900000000000006
2010-06-30,90,54.0,,0.54,48.6
2010-07-01,100,49.0,False,0.49,49.0
2010-07-02,87,49.0,,0.49,42.63
2010-07-03,37,49.0,,0.49,18.13
2010-07-04,26,49.0,,0.49,12.74
2010-07-05,58,49.0,,0.49,28.419999999999998
2010-07-06,89,49.0,,0.49,43.61
2010-07-07,90,49.0,,0.49,44.1
2010-07-08,90,49.0,,0.49,44.1
2010-07-09,89,49.0,,0.49,43.61
2010-07-10,41,49.0,,0.49,20.09
2010-07-11,34,49.0,,0.49,16.66
2010-07-12,98,49.0,,0.49,48.019999999999996
2010-07-13,86,49.0,,0.49,42.14
2010-07-14,94,49.0,,0.49,46.06
2010-07-15,97,49.0,,0.49,47.53
2010-07-16,88,49.0,,0.49,43.12
2010-07-17,39,49.0,,0.49,19.11
2010-07-18,39,49.0,,0.49,19.11
2010-07-19,85,49.0,,0.49,41.65
2010-07-20,85,49.0,,0.49,41.65
2010-07-21,95,49.0,,0.49,46.55
2010-07-22,92,49.0,,0.49,45.08
2010-07-23,90,49.0,,0.49,44.1
2010-07-24,45,49.0,,0.49,22.05
2010-07-25,42,49.0,,0.49,20.58
2010-07-26,92,49.0,,0.49,45.08
2010-07-27,96,49.0,,0.49,47.04
2010-07-28,98,49.0,,0.49,48.019999999999996
2010-07-29,84,49.0,,0.49,41.16
2010-07-30,90,49.0,,0.49,44.1
2010-07-31,37,49.0,,0.49,18.13
2010-08-01,40,48.0,False,0.48,19.2
2010-08-02,89,48.0,,0.48,42.72
2010-08-03,83,48.0,,0.48,39.839999999999996
2010-08-04,81,48.0,,0.48,38.879999999999995
2010-08-05,89,48.0,,0.48,42.72
2010-08-06,93,48.0,,0.48,44.64
2010-08-07,46,48.0,,0.48,22.08
2010-08-08,40,48.0,,0.48,19.2
2010-08-09,90,48.0,,0.48,43.199999999999996
2010-08-10,78,48.0,,0.48,37.44
2010-08-11,89,48.0,,0.48,42.72
2010-08-12,90,48.0,,0.48,43.199999999999996
2010-08-13,94,48.0,,0.48,45.12
2010-08-14,44,48.0,,0.48,21.119999999999997
2010-08-15,36,48.0,,0.48,17.28
2010-08-16,80,48.0,,0.48,38.4
2010-08-17,84,48.0,,0.48,40.32
2010-08-18,82,48.0,,0.48,39.36
2010-08-19,88,48.0,,0.48,42.239999999999995
2010-08-20,93,48.0,,0.48,44.64
2010-08-21,40,48.0,,0.48,19.2
2010-08-22,37,48.0,,0.48,17.759999999999998
2010-08-23,78,48.0,,0.48,37.44
2010-08-24,85,48.0,,0.48,40.8
2010-08-25,100,48.0,,0.48,48.0
2010-08-26,92,48.0,,0.48,44.16
2010-08-27,84,48.0,,0.48,40.32
2010-08-28,39,48.0,,0.48,18.72
2010-08-29,38,48.0,,0.48,18.24
2010-08-30,88,48.0,,0.48,42.239999999999995
2010-08-31,85,48.0,,0.48,40.8
2010-09-01,90,49.0,False,0.49,44.1
2010-09-02,92,49.0,,0.49,45.08
2010-09-03,86,49.0,,0.49,42.14
2010-09-04,38,49.0,,0.49,18.62
2010-09-05,35,49.0,,0.49,17.15
2010-09-06,42,49.0,,0.49,20.58
2010-09-07,91,49.0,,0.49,44.589999999999996
2010-09-08,93,49.0,,0.49,45.57
2010-09-09,85,49.0,,0.49,41.65
2010-09-10,85,49.0,,0.49,41.65
2010-09-11,42,49.0,,0.49,20.58
2010-09-12,39,49.0,,0.49,19.11
2010-09-13,97,49.0,,0.49,47.53
2010-09-14,97,49.0,,0.49,47.53
2010-09-15,93,49.0,,0.49,45.57
2010-09-16,96,49.0,,0.49,47.04
2010-09-17,91,49.0,,0.49,44.589999999999996
2010-09-18,48,49.0,,0.49,23.52
2010-09-19,41,49.0,,0.49,20.09
2010-09-20,99,49.0,,0.49,48.51
2010-09-21,96,49.0,,0.49,47.04
2010-09-22,91,49.0,,0.49,44.589999999999996
2010-09-23,95,49.0,,0.49,46.55
2010-09-24,97,49.0,,0.49,47.53
2010-09-25,50,49.0,,0.49,24.5
2010-09-26,45,49.0,,0.49,22.05
2010-09-27,98,49.0,,0.49,48.019999999999996
2010-09-28,100,49.0,,0.49,49.0
2010-09-29,97,49.0,,0.49,47.53
2010-09-30,90,49.0,,0.49,44.1
2010-10-01,91,50.0,False,0.5,45.5
2010-10-02,46,50.0,,0.5,23.0
2010-10-03,39,50.0,,0.5,19.5
2010-10-04,82,50.0,,0.5,41.0
2010-10-05,87,50.0,,0.5,43.5
2010-10-06,95,50.0,,0.5,47.5
2010-10-07,96,50.0,,0.5,48.0
2010-10-08,91,50.0,,0.5,45.5
2010-10-09,41,50.0,,0.5,20.5
2010-10-10,36,50.0,,0.5,18.0
2010-10-11,88,50.0,,0.5,44.0
2010-10-12,87,50.0,,0.5,43.5
2010-10-13,94,50.0,,0.5,47.0
2010-10-14,92,50.0,,0.5,46.0
2010-10-15,97,50.0,,0.5,48.5
2010-10-16,48,50.0,,0.5,24.0
2010-10-17,40,50.0,,0.5,20.0
2010-10-18,97,50.0,,0.5,48.5
2010-10-19,99,50.0,,0.5,49.5
2010-10-20,97,50.0,,0.5,48.5
2010-10-21,91,50.0,,0.5,45.5
2010-10-22,93,50.0,,0.5,46.5
2010-10-23,45,50.0,,0.5,22.5
2010-10-24,34,50.0,,0.5,17.0
2010-10-25,91,50.0,,0.5,45.5
2010-10-26,100,50.0,,0.5,50.0
2010-10-27,89,50.0,,0.5,44.5
2010-10-28,88,50.0,,0.5,44.0
2010-10-29,94,50.0,,0.5,47.0
2010-10-30,42,50.0,,0.5,21.0
2010-10-31,39,50.0,,0.5,19.5
2010-11-01,93,50.0,False,0.5,46.5
2010-11-02,91,50.0,,0.5,45.5
2010-11-03,79,50.0,,0.5,39.5
2010-11-04,98,50.0,,0.5,49.0
2010-11-05,87,50.0,,0.5,43.5
2010-11-06,51,50.0,,0.5,25.5
2010-11-07,35,50.0,,0.5,17.5
2010-11-08,96,50.0,,0.5,48.0
2010-11-09,89,50.0,,0.5,44.5
2010-11-10,85,50.0,,0.5,42.5
2010-11-11,82,50.0,,0.5,41.0
2010-11-12,91,50.0,,0.5,45.5
2010-11-13,48,50.0,,0.5,24.0
2010-11-14,42,50.0,,0.5,21.0
2010-11-15,92,50.0,,0.5,46.0
2010-11-16,87,50.0,,0.5,43.5
2010-11-17,89,50.0,,0.5,44.5
2010-11-18,100,50.0,,0.5,50.0
2010-11-19,83,50.0,,0.5,41.5
2010-11-20,38,50.0,,0.5,19.0
2010-11-21,41,50.0,,0.5,20.5
2010-11-22,83,50.0,,0.5,41.5
2010-11-23,74,50.0,,0.5,37.0
2010-11-24,79,50.0,,0.5,39.5
2010-11-25,45,50.0,,0.5,22.5
2010-11-26,54,50.0,,0.5,27.0
2010-11-27,47,50.0,,0.5,23.5
2010-11-28,34,50.0,,0.5,17.0
2010-11-29,87,50.0,,0.5,43.5
2010-11-30,90,50.0,,0.5,45.0
2010-12-01,99,46.0,False,0.46,45.54
2010-12-02,97,46.0,,0.46,44.620000000000005
2010-12-03,94,46.0,,0.46,43.24
2010-12-04,48,46.0,,0.46,22.080000000000002
2010-12-05,43,46.0,,0.46,19.78
2010-12-06,86,46.0,,0.46,39.56
2010-12-07,97,46.0,,0.46,44.620000000000005
2010-12-08,100,46.0,,0.46,46.0
2010-12-09,94,46.0,,0.46,43.24
2010-12-10,97,46.0,,0.46,44.620000000000005
2010-12-11,49,46.0,,0.46,22.540000000000003
2010-12-12,38,46.0,,0.46,17.48
2010-12-13,92,46.0,,0.46,42.32
2010-12-14,94,46.0,,0.46,43.24
2010-12-15,92,46.0,,0.46,42.32
2010-12-16,86,46.0,,0.46,39.56
2010-12-17,89,46.0,,0.46,40.940000000000005
2010-12-18,40,46.0,,0.46,18.400000000000002
2010-12-19,40,46.0,,0.46,18.400000000000002
2010-12-20,81,46.0,,0.46,37.260000000000005
2010-12-21,82,46.0,,0.46,37.72
2010-12-22,78,46.0,,0.46,35.88
2010-12-23,81,46.0,,0.46,37.260000000000005
2010-12-24,54,46.0,,0.46,24.84
2010-12-25,26,46.0,,0.46,11.96
2010-12-26,31,46.0,,0.46,14.26
2010-12-27,75,46.0,,0.46,34.5
2010-12-28,91,46.0,,0.46,41.86
2010-12-29,76,46.0,,0.46,34.96
2010-12-30,85,46.0,,0.46,39.1
2010-12-31,75,46.0,,0.46,34.5
2011-01-01,39,55.0,False,0.55,21.450000000000003
2011-01-02,39,55.0,,0.55,21.450000000000003
2011-01-03,93,55.0,,0.55,51.150000000000006
2011-01-04,92,55.0,,0.55,50.6
2011-01-05,90,55.0,,0.55,49.50000000000001
2011-01-06,94,55.0,,0.55,51.7
2011-01-07,93,55.0,,0.55,51.150000000000006
2011-01-08,49,55.0,,0.55,26.950000000000003
2011-01-09,38,55.0,,0.55,20.900000000000002
2011-01-10,94,55.0,,0.55,51.7
2011-01-11,93,55.0,,0.55,51.150000000000006
2011-01-12,93,55.0,,0.55,51.150000000000006
2011-01-13,89,55.0,,0.55,48.95
2011-01-14,95,55.0,,0.55,52.25000000000001
2011-01-15,52,55.0,,0.55,28.6
2011-01-16,40,55.0,,0.55,22.0
2011-01-17,69,55.0,,0.55,37.95
2011-01-18,97,55.0,,0.55,53.35
2011-01-19,92,55.0,,0.55,50.6
2011-01-20,100,55.0,,0.55,55.00000000000001
2011-01-21,96,55.0,,0.55,52.800000000000004
2011-01-22,52,55.0,,0.55,28.6
2011-01-23,43,55.0,,0.55,23.650000000000002
2011-01-24,99,55.0,,0.55,54.45
2011-01-25,95,55.0,,0.55,52.25000000000001
2011-01-26,96,55.0,,0.55,52.800000000000004
2011-01-27,89,55.0,,0.55,48.95
2011-01-28,94,55.0,,0.55,51.7
2011-01-29,56,55.0,,0.55,30.800000000000004
2011-01-30,47,55.0,,0.55,25.85
2011-01-31,90,55.0,,0.55,49.50000000000001
2011-02-01,94,57.0,False,0.57,53.58
2011-02-02,88,57.0,,0.57,50.16
2011-02-03,86,57.0,,0.57,49.019999999999996
2011-02-04,80,57.0,,0.57,45.599999999999994
2011-02-05,46,57.0,,0.57,26.22
2011-02-06,37,57.0,,0.57,21.09
2011-02-07,84,57.0,,0.57,47.879999999999995
2011-02-08,89,57.0,,0.57,50.73
2011-02-09,86,57.0,,0.57,49.019999999999996
2011-02-10,84,57.0,,0.57,47.879999999999995
2011-02-11,100,57.0,,0.57,56.99999999999999
2011-02-12,49,57.0,,0.57,27.929999999999996
2011-02-13,41,57.0,,0.57,23.369999999999997
2011-02-14,93,57.0,,0.57,53.01
2011-02-15,93,57.0,,0.57,53.01
2011-02-16,89,57.0,,0.57,50.73
2011-02-17,86,57.0,,0.57,49.019999999999996
2011-02-18,83,57.0,,0.57,47.309999999999995
2011-02-19,49,57.0,,0.57,27.929999999999996
2011-02-20,42,57.0,,0.57,23.939999999999998
2011-02-21,66,57.0,,0.57,37.62
2011-02-22,90,57.0,,0.57,51.3
2011-02-23,94,57.0,,0.57,53.58
2011-02-24,93,57.0,,0.57,53.01
2011-02-25,87,57.0,,0.57,49.589999999999996
2011-02-26,45,57.0,,0.57,25.65
2011-02-27,38,57.0,,0.57,21.659999999999997
2011-02-28,85,57.0,,0.57,48.449999999999996
2011-03-01,88,55.0,False,0.55,48.400000000000006
2011-03-02,83,55.0,,0.55,45.650000000000006
2011-03-03,80,55.0,,0.55,44.0
2011-03-04,83,55.0,,0.55,45.650000000000006
2011-03-05,48,55.0,,0.55,26.400000000000002
2011-03-06,34,55.0,,0.55,18.700000000000003
2011-03-07,90,55.0,,0.55,49.50000000000001
2011-03-08,82,55.0,,0.55,45.1
2011-03-09,88,55.0,,0.55,48.400000000000006
2011-03-10,84,55.0,,0.55,46.2
2011-03-11,80,55.0,,0.55,44.0
2011-03-12,36,55.0,,0.55,19.8
2011-03-13,34,55.0,,0.55,18.700000000000003
2011-03-14,87,55.0,,0.55,47.85
2011-03-15,100,55.0,,0.55,55.00000000000001
2011-03-16,82,55.0,,0.55,45.1
2011-03-17,83,55.0,,0.55,45.650000000000006
2011-03-18,81,55.0,,0.55,44.550000000000004
2011-03-19,41,55.0,,0.55,22.55
2011-03-20,41,55.0,,0.55,22.55
2011-03-21,83,55.0,,0.55,45.650000000000006
2011-03-22,87,55.0,,0.55,47.85
2011-03-23,76,55.0,,0.55,41.800000000000004
2011-03-24,80,55.0,,0.55,44.0
2011-03-25,78,55.0,,0.55,42.900000000000006
2011-03-26,37,55.0,,0.55,20.35
2011-03-27,41,55.0,,0.55,22.55
2011-03-28,80,55.0,,0.55,44.0
2011-03-29,79,55.0,,0.55,43.45
2011-03-30,78,55.0,,0.55,42.900000000000006
2011-03-31,78,55.0,,0.55,42.900000000000006
2011-04-01,94,54.0,False,0.54,50.760000000000005
2011-04-02,51,54.0,,0.54,27.540000000000003
2011-04-03,43,54.0,,0.54,23.220000000000002
2011-04-04,87,54.0,,0.54,46.980000000000004
2011-04-05,89,54.0,,0.54,48.06
2011-04-06,90,54.0,,0.54,48.6
2011-04-07,87,54.0,,0.54,46.980000000000004
2011-04-08,83,54.0,,0.54,44.82
2011-04-09,49,54.0,,0.54,26.46
2011-04-10,35,54.0,,0.54,18.900000000000002
2011-04-11,90,54.0,,0.54,48.6
2011-04-12,87,54.0,,0.54,46.980000000000004
2011-04-13,80,54.0,,0.54,43.2
2011-04-14,86,54.0,,0.54,46.440000000000005
2011-04-15,90,54.0,,0.54,48.6
2011-04-16,42,54.0,,0.54,22.68
2011-04-17,39,54.0,,0.54,21.060000000000002
2011-04-18,93,54.0,,0.54,50.220000000000006
2011-04-19,87,54.0,,0.54,46.980000000000004
2011-04-20,100,54.0,,0.54,54.0
2011-04-21,95,54.0,,0.54,51.300000000000004
2011-04-22,68,54.0,,0.54,36.72
2011-04-23,43,54.0,,0.54,23.220000000000002
2011-04-24,43,54.0,,0.54,23.220000000000002
2011-04-25,90,54.0,,0.54,48.6
2011-04-26,96,54.0,,0.54,51.84
2011-04-27,87,54.0,,0.54,46.980000000000004
2011-04-28,85,54.0,,0.54,45.900000000000006
2011-04-29,80,54.0,,0.54,43.2
2011-04-30,48,54.0,,0.54,25.92
2011-05-01,44,50.0,False,0.5,22.0
2011-05-02,94,50.0,,0.5,47.0
2011-05-03,97,50.0,,0.5,48.5
2011-05-04,89,50.0,,0.5,44.5
2011-05-05,96,50.0,,0.5,48.0
2011-05-06,98,50.0,,0.5,49.0
2011-05-07,53,50.0,,0.5,26.5
2011-05-08,39,50.0,,0.5,19.5
2011-05-09,96,50.0,,0.5,48.0
2011-05-10,94,50.0,,0.5,47.0
2011-05-11,92,50.0,,0.5,46.0
2011-05-12,89,50.0,,0.5,44.5
2011-05-13,92,50.0,,0.5,46.0
2011-05-14,55,50.0,,0.5,27.5
2011-05-15,48,50.0,,0.5,24.0
2011-05-16,88,50.0,,0.5,44.0
2011-05-17,95,50.0,,0.5,47.5
2011-05-18,89,50.0,,0.5,44.5
2011-05-19,95,50.0,,0.5,47.5
2011-05-20,86,50.0,,0.5,43.0
2011-05-21,47,50.0,,0.5,23.5
2011-05-22,38,50.0,,0.5,19.0
2011-05-23,87,50.0,,0.5,43.5
2011-05-24,100,50.0,,0.5,50.0
2011-05-25,86,50.0,,0.5,43.0
2011-05-26,94,50.0,,0.5,47.0
2011-05-27,82,50.0,,0.5,41.0
2011-05-28,43,50.0,,0.5,21.5
2011-05-29,36,50.0,,0.5,18.0
2011-05-30,43,50.0,,0.5,21.5
2011-05-31,97,50.0,,0.5,48.5
2011-06-01,94,50.0,False,0.5,47.0
2011-06-02,96,50.0,,0.5,48.0
2011-06-03,93,50.0,,0.5,46.5
2011-06-04,47,50.0,,0.5,23.5
2011-06-05,40,50.0,,0.5,20.0
2011-06-06,92,50.0,,0.5,46.0
2011-06-07,100,50.0,,0.5,50.0
2011-06-08,91,50.0,,0.5,45.5
2011-06-09,86,50.0,,0.5,43.0
2011-06-10,88,50.0,,0.5,44.0
2011-06-11,51,50.0,,0.5,25.5
2011-06-12,40,50.0,,0.5,20.0
2011-06-13,90,50.0,,0.5,45.0
2011-06-14,99,50.0,,0.5,49.5
2011-06-15,97,50.0,,0.5,48.5
2011-06-16,88,50.0,,0.5,44.0
2011-06-17,96,50.0,,0.5,48.0
2011-06-18,50,50.0,,0.5,25.0
2011-06-19,38,50.0,,0.5,19.0
2011-06-20,91,50.0,,0.5,45.5
2011-06-21,86,50.0,,0.5,43.0
2011-06-22,93,50.0,,0.5,46.5
2011-06-23,87,50.0,,0.5,43.5
2011-06-24,86,50.0,,0.5,43.0
2011-06-25,49,50.0,,0.5,24.5
2011-06-26,41,50.0,,0.5,20.5
2011-06-27,89,50.0,,0.5,44.5
2011-06-28,90,50.0,,0.5,45.0
2011-06-29,93,50.0,,0.5,46.5
2011-06-30,94,50.0,,0.5,47.0
2011-07-01,84,50.0,False,0.5,42.0
2011-07-02,48,50.0,,0.5,24.0
2011-07-03,35,50.0,,0.5,17.5
2011-07-04,37,50.0,,0.5,18.5
2011-07-05,88,50.0,,0.5,44.0
2011-07-06,86,50.0,,0.5,43.0
2011-07-07,91,50.0,,0.5,45.5
2011-07-08,90,50.0,,0.5,45.0
2011-07-09,43,50.0,,0.5,21.5
2011-07-10,44,50.0,,0.5,22.0
2011-07-11,89,50.0,,0.5,44.5
2011-07-12,89,50.0,,0.5,44.5
2011-07-13,91,50.0,,0.5,45.5
2011-07-14,90,50.0,,0.5,45.0
2011-07-15,86,50.0,,0.5,43.0
2011-07-16,45,50.0,,0.5,22.5
2011-07-17,39,50.0,,0.5,19.5
2011-07-18,89,50.0,,0.5,44.5
2011-07-19,99,50.0,,0.5,49.5
2011-07-20,96,50.0,,0.5,48.0
2011-07-21,100,50.0,,0.5,50.0
2011-07-22,96,50.0,,0.5,48.0
2011-07-23,46,50.0,,0.5,23.0
2011-07-24,49,50.0,,0.5,24.5
2011-07-25,94,50.0,,0.5,47.0
2011-07-26,94,50.0,,0.5,47.0
2011-07-27,95,50.0,,0.5,47.5
2011-07-28,99,50.0,,0.5,49.5
2011-07-29,98,50.0,,0.5,49.0
2011-07-30,50,50.0,,0.5,25.0
2011-07-31,44,50.0,,0.5,22.0
2011-08-01,60,63.0,False,0.63,37.8
2011-08-02,56,63.0,,0.63,35.28
2011-08-03,65,63.0,,0.63,40.95
2011-08-04,71,63.0,,0.63,44.73
2011-08-05,77,63.0,,0.63,48.51
2011-08-06,35,63.0,,0.63,22.05
2011-08-07,26,63.0,,0.63,16.38
2011-08-08,100,63.0,,0.63,63.0
2011-08-09,88,63.0,,0.63,55.44
2011-08-10,77,63.0,,0.63,48.51
2011-08-11,77,63.0,,0.63,48.51
2011-08-12,62,63.0,,0.63,39.06
2011-08-13,29,63.0,,0.63,18.27
2011-08-14,24,63.0,,0.63,15.120000000000001
2011-08-15,64,63.0,,0.63,40.32
2011-08-16,62,63.0,,0.63,39.06
2011-08-17,59,63.0,,0.63,37.17
2011-08-18,64,63.0,,0.63,40.32
2011-08-19,68,63.0,,0.63,42.84
2011-08-20,24,63.0,,0.63,15.120000000000001
2011-08-21,24,63.0,,0.63,15.120000000000001
2011-08-22,54,63.0,,0.63,34.02
2011-08-23,55,63.0,,0.63,34.65
2011-08-24,59,63.0,,0.63,37.17
2011-08-25,56,63.0,,0.63,35.28
