date,finance_unscaled,finance_monthly,isPartial,scale,finance
2017-09-30,53,46.0,,0.46,24.380000000000003
2017-10-01,38,49.0,False,0.49,18.62
2017-10-02,87,49.0,,0.49,42.63
2017-10-03,89,49.0,,0.49,43.61
2017-10-04,92,49.0,,0.49,45.08
2017-10-05,94,49.0,,0.49,46.06
2017-10-06,89,49.0,,0.49,43.61
2017-10-07,42,49.0,,0.49,20.58
2017-10-08,39,49.0,,0.49,19.11
2017-10-09,86,49.0,,0.49,42.14
2017-10-10,86,49.0,,0.49,42.14
2017-10-11,93,49.0,,0.49,45.57
2017-10-12,88,49.0,,0.49,43.12
2017-10-13,90,49.0,,0.49,44.1
2017-10-14,49,49.0,,0.49,24.009999999999998
2017-10-15,45,49.0,,0.49,22.05
2017-10-16,96,49.0,,0.49,47.04
2017-10-17,95,49.0,,0.49,46.55
2017-10-18,92,49.0,,0.49,45.08
2017-10-19,99,49.0,,0.49,48.51
2017-10-20,89,49.0,,0.49,43.61
2017-10-21,49,49.0,,0.49,24.009999999999998
2017-10-22,39,49.0,,0.49,19.11
2017-10-23,95,49.0,,0.49,46.55
2017-10-24,100,49.0,,0.49,49.0
2017-10-25,93,49.0,,0.49,45.57
2017-10-26,93,49.0,,0.49,45.57
2017-10-27,94,49.0,,0.49,46.06
2017-10-28,44,49.0,,0.49,21.56
2017-10-29,36,49.0,,0.49,17.64
2017-10-30,98,49.0,,0.49,48.019999999999996
2017-10-31,98,49.0,,0.49,48.019999999999996
2017-11-01,58,52.0,False,0.52,30.16
2017-11-02,58,52.0,,0.52,30.16
2017-11-03,57,52.0,,0.52,29.64
2017-11-04,29,52.0,,0.52,15.08
2017-11-05,21,52.0,,0.52,10.92
2017-11-06,53,52.0,,0.52,27.560000000000002
2017-11-07,55,52.0,,0.52,28.6
2017-11-08,54,52.0,,0.52,28.080000000000002
2017-11-09,56,52.0,,0.52,29.12
2017-11-10,50,52.0,,0.52,26.0
2017-11-11,27,52.0,,0.52,14.040000000000001
2017-11-12,21,52.0,,0.52,10.92
2017-11-13,54,52.0,,0.52,28.080000000000002
2017-11-14,56,52.0,,0.52,29.12
2017-11-15,55,52.0,,0.52,28.6
2017-11-16,54,52.0,,0.52,28.080000000000002
2017-11-17,54,52.0,,0.52,28.080000000000002
2017-11-18,26,52.0,,0.52,13.52
2017-11-19,20,52.0,,0.52,10.4
2017-11-20,49,52.0,,0.52,25.48
2017-11-21,53,52.0,,0.52,27.560000000000002
2017-11-22,46,52.0,,0.52,23.92
2017-11-23,18,52.0,,0.52,9.36
2017-11-24,34,52.0,,0.52,17.68
2017-11-25,22,52.0,,0.52,11.440000000000001
2017-11-26,19,52.0,,0.52,9.88
2017-11-27,48,52.0,,0.52,24.96
2017-11-28,56,52.0,,0.52,29.12
2017-11-29,100,52.0,,0.52,52.0
2017-11-30,98,52.0,,0.52,50.96
2017-12-01,100,65.0,False,0.65,65.0
2017-12-02,45,65.0,,0.65,29.25
2017-12-03,32,65.0,,0.65,20.8
2017-12-04,94,65.0,,0.65,61.1
2017-12-05,91,65.0,,0.65,59.15
2017-12-06,85,65.0,,0.65,55.25
2017-12-07,86,65.0,,0.65,55.9
2017-12-08,81,65.0,,0.65,52.65
2017-12-09,39,65.0,,0.65,25.35
2017-12-10,29,65.0,,0.65,18.85
2017-12-11,78,65.0,,0.65,50.7
2017-12-12,87,65.0,,0.65,56.550000000000004
2017-12-13,82,65.0,,0.65,53.300000000000004
2017-12-14,83,65.0,,0.65,53.95
2017-12-15,81,65.0,,0.65,52.65
2017-12-16,39,65.0,,0.65,25.35
2017-12-17,27,65.0,,0.65,17.55
2017-12-18,86,65.0,,0.65,55.9
2017-12-19,88,65.0,,0.65,57.2
2017-12-20,80,65.0,,0.65,52.0
2017-12-21,83,65.0,,0.65,53.95
2017-12-22,75,65.0,,0.65,48.75
2017-12-23,33,65.0,,0.65,21.45
2017-12-24,22,65.0,,0.65,14.3
2017-12-25,22,65.0,,0.65,14.3
2017-12-26,62,65.0,,0.65,40.300000000000004
2017-12-27,74,65.0,,0.65,48.1
2017-12-28,73,65.0,,0.65,47.45
2017-12-29,75,65.0,,0.65,48.75
2017-12-30,35,65.0,,0.65,22.75
2017-12-31,29,65.0,,0.65,18.85
2018-01-01,30,68.0,False,0.68,20.400000000000002
2018-01-02,95,68.0,,0.68,64.60000000000001
2018-01-03,96,68.0,,0.68,65.28
2018-01-04,93,68.0,,0.68,63.24
2018-01-05,92,68.0,,0.68,62.56
2018-01-06,45,68.0,,0.68,30.6
2018-01-07,34,68.0,,0.68,23.12
2018-01-08,92,68.0,,0.68,62.56
2018-01-09,88,68.0,,0.68,59.84
2018-01-10,95,68.0,,0.68,64.60000000000001
2018-01-11,97,68.0,,0.68,65.96000000000001
2018-01-12,93,68.0,,0.68,63.24
2018-01-13,41,68.0,,0.68,27.880000000000003
2018-01-14,32,68.0,,0.68,21.76
2018-01-15,58,68.0,,0.68,39.440000000000005
2018-01-16,95,68.0,,0.68,64.60000000000001
2018-01-17,94,68.0,,0.68,63.92
2018-01-18,93,68.0,,0.68,63.24
2018-01-19,92,68.0,,0.68,62.56
2018-01-20,45,68.0,,0.68,30.6
2018-01-21,32,68.0,,0.68,21.76
2018-01-22,95,68.0,,0.68,64.60000000000001
2018-01-23,99,68.0,,0.68,67.32000000000001
2018-01-24,92,68.0,,0.68,62.56
2018-01-25,100,68.0,,0.68,68.0
2018-01-26,92,68.0,,0.68,62.56
2018-01-27,49,68.0,,0.68,33.32
2018-01-28,35,68.0,,0.68,23.8
2018-01-29,91,68.0,,0.68,61.88
2018-01-30,86,68.0,,0.68,58.480000000000004
2018-01-31,97,68.0,,0.68,65.96000000000001
2018-02-01,75,58.0,False,0.58,43.5
2018-02-02,75,58.0,,0.58,43.5
2018-02-03,38,58.0,,0.58,22.04
2018-02-04,28,58.0,,0.58,16.24
2018-02-05,77,58.0,,0.58,44.66
2018-02-06,100,58.0,,0.58,57.99999999999999
2018-02-07,82,58.0,,0.58,47.559999999999995
2018-02-08,85,58.0,,0.58,49.3
2018-02-09,87,58.0,,0.58,50.459999999999994
2018-02-10,37,58.0,,0.58,21.459999999999997
2018-02-11,26,58.0,,0.58,15.079999999999998
2018-02-12,70,58.0,,0.58,40.599999999999994
2018-02-13,69,58.0,,0.58,40.019999999999996
2018-02-14,68,58.0,,0.58,39.44
2018-02-15,70,58.0,,0.58,40.599999999999994
2018-02-16,67,58.0,,0.58,38.86
2018-02-17,33,58.0,,0.58,19.139999999999997
2018-02-18,26,58.0,,0.58,15.079999999999998
2018-02-19,46,58.0,,0.58,26.68
2018-02-20,63,58.0,,0.58,36.54
2018-02-21,63,58.0,,0.58,36.54
2018-02-22,69,58.0,,0.58,40.019999999999996
2018-02-23,67,58.0,,0.58,38.86
2018-02-24,33,58.0,,0.58,19.139999999999997
2018-02-25,24,58.0,,0.58,13.919999999999998
2018-02-26,63,58.0,,0.58,36.54
2018-02-27,66,58.0,,0.58,38.279999999999994
2018-02-28,73,58.0,,0.58,42.339999999999996
2018-03-01,89,54.0,False,0.54,48.06
2018-03-02,90,54.0,,0.54,48.6
2018-03-03,54,54.0,,0.54,29.160000000000004
2018-03-04,37,54.0,,0.54,19.98
2018-03-05,85,54.0,,0.54,45.900000000000006
2018-03-06,85,54.0,,0.54,45.900000000000006
2018-03-07,80,54.0,,0.54,43.2
2018-03-08,84,54.0,,0.54,45.36
2018-03-09,86,54.0,,0.54,46.440000000000005
2018-03-10,43,54.0,,0.54,23.220000000000002
2018-03-11,34,54.0,,0.54,18.36
2018-03-12,78,54.0,,0.54,42.120000000000005
2018-03-13,78,54.0,,0.54,42.120000000000005
2018-03-14,79,54.0,,0.54,42.660000000000004
2018-03-15,84,54.0,,0.54,45.36
2018-03-16,90,54.0,,0.54,48.6
2018-03-17,39,54.0,,0.54,21.060000000000002
2018-03-18,36,54.0,,0.54,19.44
2018-03-19,93,54.0,,0.54,50.220000000000006
2018-03-20,91,54.0,,0.54,49.14
2018-03-21,84,54.0,,0.54,45.36
2018-03-22,94,54.0,,0.54,50.760000000000005
2018-03-23,100,54.0,,0.54,54.0
2018-03-24,44,54.0,,0.54,23.76
2018-03-25,35,54.0,,0.54,18.900000000000002
2018-03-26,94,54.0,,0.54,50.760000000000005
2018-03-27,96,54.0,,0.54,51.84
2018-03-28,91,54.0,,0.54,49.14
2018-03-29,84,54.0,,0.54,45.36
2018-03-30,65,54.0,,0.54,35.1
2018-03-31,41,54.0,,0.54,22.14
2018-04-01,31,53.0,False,0.53,16.43
2018-04-02,98,53.0,,0.53,51.940000000000005
2018-04-03,100,53.0,,0.53,53.0
2018-04-04,95,53.0,,0.53,50.35
2018-04-05,96,53.0,,0.53,50.88
2018-04-06,96,53.0,,0.53,50.88
2018-04-07,48,53.0,,0.53,25.44
2018-04-08,39,53.0,,0.53,20.67
2018-04-09,96,53.0,,0.53,50.88
2018-04-10,93,53.0,,0.53,49.29
2018-04-11,91,53.0,,0.53,48.230000000000004
2018-04-12,86,53.0,,0.53,45.580000000000005
2018-04-13,86,53.0,,0.53,45.580000000000005
2018-04-14,43,53.0,,0.53,22.790000000000003
2018-04-15,36,53.0,,0.53,19.080000000000002
2018-04-16,88,53.0,,0.53,46.64
2018-04-17,93,53.0,,0.53,49.29
2018-04-18,89,53.0,,0.53,47.17
2018-04-19,90,53.0,,0.53,47.7
2018-04-20,86,53.0,,0.53,45.580000000000005
2018-04-21,42,53.0,,0.53,22.26
2018-04-22,37,53.0,,0.53,19.61
2018-04-23,84,53.0,,0.53,44.52
2018-04-24,87,53.0,,0.53,46.11
2018-04-25,81,53.0,,0.53,42.93
2018-04-26,89,53.0,,0.53,47.17
2018-04-27,79,53.0,,0.53,41.870000000000005
2018-04-28,42,53.0,,0.53,22.26
2018-04-29,36,53.0,,0.53,19.080000000000002
2018-04-30,91,53.0,,0.53,48.230000000000004
2018-05-01,96,50.0,False,0.5,48.0
2018-05-02,100,50.0,,0.5,50.0
2018-05-03,97,50.0,,0.5,48.5
2018-05-04,93,50.0,,0.5,46.5
2018-05-05,50,50.0,,0.5,25.0
2018-05-06,39,50.0,,0.5,19.5
2018-05-07,97,50.0,,0.5,48.5
2018-05-08,95,50.0,,0.5,47.5
2018-05-09,92,50.0,,0.5,46.0
2018-05-10,98,50.0,,0.5,49.0
2018-05-11,96,50.0,,0.5,48.0
2018-05-12,47,50.0,,0.5,23.5
2018-05-13,34,50.0,,0.5,17.0
2018-05-14,96,50.0,,0.5,48.0
2018-05-15,95,50.0,,0.5,47.5
2018-05-16,91,50.0,,0.5,45.5
2018-05-17,92,50.0,,0.5,46.0
2018-05-18,92,50.0,,0.5,46.0
2018-05-19,47,50.0,,0.5,23.5
2018-05-20,39,50.0,,0.5,19.5
2018-05-21,89,50.0,,0.5,44.5
2018-05-22,86,50.0,,0.5,43.0
2018-05-23,88,50.0,,0.5,44.0
2018-05-24,89,50.0,,0.5,44.5
2018-05-25,89,50.0,,0.5,44.5
2018-05-26,46,50.0,,0.5,23.0
2018-05-27,37,50.0,,0.5,18.5
2018-05-28,43,50.0,,0.5,21.5
2018-05-29,89,50.0,,0.5,44.5
2018-05-30,97,50.0,,0.5,48.5
2018-05-31,96,50.0,,0.5,48.0
2018-06-01,95,49.0,False,0.49,46.55
2018-06-02,49,49.0,,0.49,24.009999999999998
2018-06-03,38,49.0,,0.49,18.62
2018-06-04,92,49.0,,0.49,45.08
2018-06-05,92,49.0,,0.49,45.08
2018-06-06,94,49.0,,0.49,46.06
2018-06-07,92,49.0,,0.49,45.08
2018-06-08,87,49.0,,0.49,42.63
2018-06-09,48,49.0,,0.49,23.52
2018-06-10,35,49.0,,0.49,17.15
2018-06-11,88,49.0,,0.49,43.12
2018-06-12,95,49.0,,0.49,46.55
2018-06-13,89,49.0,,0.49,43.61
2018-06-14,91,49.0,,0.49,44.589999999999996
2018-06-15,100,49.0,,0.49,49.0
2018-06-16,45,49.0,,0.49,22.05
2018-06-17,32,49.0,,0.49,15.68
2018-06-18,93,49.0,,0.49,45.57
2018-06-19,98,49.0,,0.49,48.019999999999996
2018-06-20,89,49.0,,0.49,43.61
2018-06-21,93,49.0,,0.49,45.57
2018-06-22,88,49.0,,0.49,43.12
2018-06-23,41,49.0,,0.49,20.09
2018-06-24,35,49.0,,0.49,17.15
2018-06-25,96,49.0,,0.49,47.04
2018-06-26,90,49.0,,0.49,44.1
2018-06-27,90,49.0,,0.49,44.1
2018-06-28,88,49.0,,0.49,43.12
2018-06-29,99,49.0,,0.49,48.51
2018-06-30,47,49.0,,0.49,23.03
2018-07-01,36,49.0,False,0.49,17.64
2018-07-02,85,49.0,,0.49,41.65
2018-07-03,77,49.0,,0.49,37.73
2018-07-04,38,49.0,,0.49,18.62
2018-07-05,81,49.0,,0.49,39.69
2018-07-06,83,49.0,,0.49,40.67
2018-07-07,42,49.0,,0.49,20.58
2018-07-08,32,49.0,,0.49,15.68
2018-07-09,82,49.0,,0.49,40.18
2018-07-10,84,49.0,,0.49,41.16
2018-07-11,79,49.0,,0.49,38.71
2018-07-12,84,49.0,,0.49,41.16
2018-07-13,87,49.0,,0.49,42.63
2018-07-14,41,49.0,,0.49,20.09
2018-07-15,31,49.0,,0.49,15.19
2018-07-16,82,49.0,,0.49,40.18
2018-07-17,82,49.0,,0.49,40.18
2018-07-18,81,49.0,,0.49,39.69
2018-07-19,83,49.0,,0.49,40.67
2018-07-20,83,49.0,,0.49,40.67
2018-07-21,39,49.0,,0.49,19.11
2018-07-22,32,49.0,,0.49,15.68
2018-07-23,84,49.0,,0.49,41.16
2018-07-24,78,49.0,,0.49,38.22
2018-07-25,88,49.0,,0.49,43.12
2018-07-26,100,49.0,,0.49,49.0
2018-07-27,94,49.0,,0.49,46.06
2018-07-28,46,49.0,,0.49,22.54
2018-07-29,33,49.0,,0.49,16.169999999999998
2018-07-30,86,49.0,,0.49,42.14
2018-07-31,95,49.0,,0.49,46.55
2018-08-01,86,51.0,False,0.51,43.86
2018-08-02,91,51.0,,0.51,46.410000000000004
2018-08-03,86,51.0,,0.51,43.86
2018-08-04,42,51.0,,0.51,21.42
2018-08-05,35,51.0,,0.51,17.85
2018-08-06,87,51.0,,0.51,44.37
2018-08-07,85,51.0,,0.51,43.35
2018-08-08,88,51.0,,0.51,44.88
2018-08-09,81,51.0,,0.51,41.31
2018-08-10,84,51.0,,0.51,42.84
2018-08-11,42,51.0,,0.51,21.42
2018-08-12,34,51.0,,0.51,17.34
2018-08-13,85,51.0,,0.51,43.35
2018-08-14,84,51.0,,0.51,42.84
2018-08-15,90,51.0,,0.51,45.9
2018-08-16,86,51.0,,0.51,43.86
2018-08-17,84,51.0,,0.51,42.84
2018-08-18,46,51.0,,0.51,23.46
2018-08-19,32,51.0,,0.51,16.32
2018-08-20,80,51.0,,0.51,40.8
2018-08-21,82,51.0,,0.51,41.82
2018-08-22,100,51.0,,0.51,51.0
2018-08-23,88,51.0,,0.51,44.88
2018-08-24,86,51.0,,0.51,43.86
2018-08-25,43,51.0,,0.51,21.93
2018-08-26,35,51.0,,0.51,17.85
2018-08-27,91,51.0,,0.51,46.410000000000004
2018-08-28,86,51.0,,0.51,43.86
2018-08-29,84,51.0,,0.51,42.84
2018-08-30,84,51.0,,0.51,42.84
2018-08-31,82,51.0,,0.51,41.82
2018-09-01,46,49.0,False,0.49,22.54
2018-09-02,32,49.0,,0.49,15.68
2018-09-03,45,49.0,,0.49,22.05
2018-09-04,100,49.0,,0.49,49.0
2018-09-05,93,49.0,,0.49,45.57
2018-09-06,97,49.0,,0.49,47.53
2018-09-07,90,49.0,,0.49,44.1
2018-09-08,45,49.0,,0.49,22.05
2018-09-09,35,49.0,,0.49,17.15
2018-09-10,91,49.0,,0.49,44.589999999999996
2018-09-11,96,49.0,,0.49,47.04
2018-09-12,93,49.0,,0.49,45.57
2018-09-13,96,49.0,,0.49,47.04
2018-09-14,95,49.0,,0.49,46.55
2018-09-15,46,49.0,,0.49,22.54
2018-09-16,34,49.0,,0.49,16.66
2018-09-17,97,49.0,,0.49,47.53
2018-09-18,90,49.0,,0.49,44.1
2018-09-19,96,49.0,,0.49,47.04
2018-09-20,95,49.0,,0.49,46.55
2018-09-21,93,49.0,,0.49,45.57
2018-09-22,46,49.0,,0.49,22.54
2018-09-23,36,49.0,,0.49,17.64
2018-09-24,92,49.0,,0.49,45.08
2018-09-25,95,49.0,,0.49,46.55
2018-09-26,88,49.0,,0.49,43.12
2018-09-27,88,49.0,,0.49,43.12
2018-09-28,92,49.0,,0.49,45.08
2018-09-29,48,49.0,,0.49,23.52
2018-09-30,36,49.0,,0.49,17.64
2018-10-01,85,52.0,False,0.52,44.2
2018-10-02,86,52.0,,0.52,44.72
2018-10-03,88,52.0,,0.52,45.760000000000005
2018-10-04,84,52.0,,0.52,43.68
2018-10-05,90,52.0,,0.52,46.800000000000004
2018-10-06,39,52.0,,0.52,20.28
2018-10-07,32,52.0,,0.52,16.64
2018-10-08,78,52.0,,0.52,40.56
2018-10-09,85,52.0,,0.52,44.2
2018-10-10,91,52.0,,0.52,47.32
2018-10-11,99,52.0,,0.52,51.480000000000004
2018-10-12,100,52.0,,0.52,52.0
2018-10-13,44,52.0,,0.52,22.880000000000003
2018-10-14,29,52.0,,0.52,15.08
2018-10-15,89,52.0,,0.52,46.28
2018-10-16,88,52.0,,0.52,45.760000000000005
2018-10-17,84,52.0,,0.52,43.68
2018-10-18,84,52.0,,0.52,43.68
2018-10-19,83,52.0,,0.52,43.160000000000004
2018-10-20,37,52.0,,0.52,19.240000000000002
2018-10-21,31,52.0,,0.52,16.12
2018-10-22,83,52.0,,0.52,43.160000000000004
2018-10-23,84,52.0,,0.52,43.68
2018-10-24,87,52.0,,0.52,45.24
2018-10-25,95,52.0,,0.52,49.4
2018-10-26,90,52.0,,0.52,46.800000000000004
2018-10-27,40,52.0,,0.52,20.8
2018-10-28,32,52.0,,0.52,16.64
2018-10-29,82,52.0,,0.52,42.64
2018-10-30,90,52.0,,0.52,46.800000000000004
2018-10-31,89,52.0,,0.52,46.28
2018-11-01,100,47.0,False,0.47,47.0
2018-11-02,92,47.0,,0.47,43.239999999999995
2018-11-03,45,47.0,,0.47,21.15
2018-11-04,35,47.0,,0.47,16.45
2018-11-05,87,47.0,,0.47,40.89
2018-11-06,87,47.0,,0.47,40.89
2018-11-07,81,47.0,,0.47,38.07
2018-11-08,89,47.0,,0.47,41.83
2018-11-09,86,47.0,,0.47,40.419999999999995
2018-11-10,43,47.0,,0.47,20.209999999999997
2018-11-11,32,47.0,,0.47,15.04
2018-11-12,79,47.0,,0.47,37.129999999999995
2018-11-13,87,47.0,,0.47,40.89
2018-11-14,87,47.0,,0.47,40.89
2018-11-15,86,47.0,,0.47,40.419999999999995
2018-11-16,89,47.0,,0.47,41.83
2018-11-17,43,47.0,,0.47,20.209999999999997
2018-11-18,31,47.0,,0.47,14.569999999999999
2018-11-19,86,47.0,,0.47,40.419999999999995
2018-11-20,92,47.0,,0.47,43.239999999999995
2018-11-21,76,47.0,,0.47,35.72
2018-11-22,28,47.0,,0.47,13.16
2018-11-23,60,47.0,,0.47,28.2
2018-11-24,37,47.0,,0.47,17.39
2018-11-25,33,47.0,,0.47,15.51
2018-11-26,80,47.0,,0.47,37.599999999999994
2018-11-27,83,47.0,,0.47,39.01
2018-11-28,82,47.0,,0.47,38.54
2018-11-29,90,47.0,,0.47,42.3
2018-11-30,89,47.0,,0.47,41.83
2018-12-01,48,46.0,False,0.46,22.080000000000002
2018-12-02,34,46.0,,0.46,15.64
2018-12-03,92,46.0,,0.46,42.32
2018-12-04,93,46.0,,0.46,42.78
2018-12-05,80,46.0,,0.46,36.800000000000004
2018-12-06,96,46.0,,0.46,44.160000000000004
2018-12-07,96,46.0,,0.46,44.160000000000004
2018-12-08,48,46.0,,0.46,22.080000000000002
2018-12-09,36,46.0,,0.46,16.560000000000002
2018-12-10,92,46.0,,0.46,42.32
2018-12-11,91,46.0,,0.46,41.86
2018-12-12,89,46.0,,0.46,40.940000000000005
2018-12-13,91,46.0,,0.46,41.86
2018-12-14,93,46.0,,0.46,42.78
2018-12-15,49,46.0,,0.46,22.540000000000003
2018-12-16,34,46.0,,0.46,15.64
2018-12-17,86,46.0,,0.46,39.56
2018-12-18,90,46.0,,0.46,41.4
2018-12-19,89,46.0,,0.46,40.940000000000005
2018-12-20,93,46.0,,0.46,42.78
2018-12-21,100,46.0,,0.46,46.0
2018-12-22,45,46.0,,0.46,20.7
2018-12-23,29,46.0,,0.46,13.34
2018-12-24,68,46.0,,0.46,31.28
2018-12-25,31,46.0,,0.46,14.26
2018-12-26,94,46.0,,0.46,43.24
2018-12-27,99,46.0,,0.46,45.54
2018-12-28,98,46.0,,0.46,45.080000000000005
2018-12-29,45,46.0,,0.46,20.7
2018-12-30,33,46.0,,0.46,15.180000000000001
2018-12-31,75,46.0,,0.46,34.5
2019-01-01,38,50.0,False,0.5,19.0
2019-01-02,87,50.0,,0.5,43.5
2019-01-03,100,50.0,,0.5,50.0
2019-01-04,95,50.0,,0.5,47.5
2019-01-05,47,50.0,,0.5,23.5
2019-01-06,32,50.0,,0.5,16.0
2019-01-07,87,50.0,,0.5,43.5
2019-01-08,93,50.0,,0.5,46.5
2019-01-09,91,50.0,,0.5,45.5
2019-01-10,95,50.0,,0.5,47.5
2019-01-11,96,50.0,,0.5,48.0
2019-01-12,45,50.0,,0.5,22.5
2019-01-13,36,50.0,,0.5,18.0
2019-01-14,88,50.0,,0.5,44.0
2019-01-15,88,50.0,,0.5,44.0
2019-01-16,85,50.0,,0.5,42.5
2019-01-17,86,50.0,,0.5,43.0
2019-01-18,87,50.0,,0.5,43.5
2019-01-19,45,50.0,,0.5,22.5
2019-01-20,32,50.0,,0.5,16.0
2019-01-21,57,50.0,,0.5,28.5
2019-01-22,88,50.0,,0.5,44.0
2019-01-23,86,50.0,,0.5,43.0
2019-01-24,91,50.0,,0.5,45.5
2019-01-25,95,50.0,,0.5,47.5
2019-01-26,48,50.0,,0.5,24.0
2019-01-27,36,50.0,,0.5,18.0
2019-01-28,88,50.0,,0.5,44.0
2019-01-29,90,50.0,,0.5,45.0
2019-01-30,91,50.0,,0.5,45.5
2019-01-31,97,50.0,,0.5,48.5
2019-02-01,100,52.0,False,0.52,52.0
2019-02-02,53,52.0,,0.52,27.560000000000002
2019-02-03,36,52.0,,0.52,18.72
2019-02-04,87,52.0,,0.52,45.24
2019-02-05,91,52.0,,0.52,47.32
2019-02-06,86,52.0,,0.52,44.72
2019-02-07,93,52.0,,0.52,48.36
2019-02-08,90,52.0,,0.52,46.800000000000004
2019-02-09,47,52.0,,0.52,24.44
2019-02-10,37,52.0,,0.52,19.240000000000002
2019-02-11,89,52.0,,0.52,46.28
2019-02-12,87,52.0,,0.52,45.24
2019-02-13,90,52.0,,0.52,46.800000000000004
2019-02-14,91,52.0,,0.52,47.32
2019-02-15,99,52.0,,0.52,51.480000000000004
2019-02-16,53,52.0,,0.52,27.560000000000002
2019-02-17,36,52.0,,0.52,18.72
2019-02-18,63,52.0,,0.52,32.76
2019-02-19,88,52.0,,0.52,45.760000000000005
2019-02-20,91,52.0,,0.52,47.32
2019-02-21,91,52.0,,0.52,47.32
2019-02-22,98,52.0,,0.52,50.96
2019-02-23,54,52.0,,0.52,28.080000000000002
2019-02-24,40,52.0,,0.52,20.8
2019-02-25,85,52.0,,0.52,44.2
2019-02-26,95,52.0,,0.52,49.4
2019-02-27,95,52.0,,0.52,49.4
2019-02-28,96,52.0,,0.52,49.92
2019-03-01,94,48.0,False,0.48,45.12
2019-03-02,49,48.0,,0.48,23.52
2019-03-03,38,48.0,,0.48,18.24
2019-03-04,83,48.0,,0.48,39.839999999999996
2019-03-05,93,48.0,,0.48,44.64
2019-03-06,90,48.0,,0.48,43.199999999999996
2019-03-07,86,48.0,,0.48,41.28
2019-03-08,90,48.0,,0.48,43.199999999999996
2019-03-09,50,48.0,,0.48,24.0
2019-03-10,38,48.0,,0.48,18.24
2019-03-11,88,48.0,,0.48,42.239999999999995
2019-03-12,88,48.0,,0.48,42.239999999999995
2019-03-13,86,48.0,,0.48,41.28
2019-03-14,88,48.0,,0.48,42.239999999999995
2019-03-15,89,48.0,,0.48,42.72
2019-03-16,46,48.0,,0.48,22.08
2019-03-17,36,48.0,,0.48,17.28
2019-03-18,88,48.0,,0.48,42.239999999999995
2019-03-19,90,48.0,,0.48,43.199999999999996
2019-03-20,89,48.0,,0.48,42.72
2019-03-21,89,48.0,,0.48,42.72
2019-03-22,86,48.0,,0.48,41.28
2019-03-23,45,48.0,,0.48,21.599999999999998
2019-03-24,36,48.0,,0.48,17.28
2019-03-25,88,48.0,,0.48,42.239999999999995
2019-03-26,90,48.0,,0.48,43.199999999999996
2019-03-27,87,48.0,,0.48,41.76
2019-03-28,85,48.0,,0.48,40.8
2019-03-29,100,48.0,,0.48,48.0
2019-03-30,47,48.0,,0.48,22.56
2019-03-31,41,48.0,,0.48,19.68
2019-04-01,96,49.0,False,0.49,47.04
2019-04-02,98,49.0,,0.49,48.019999999999996
2019-04-03,98,49.0,,0.49,48.019999999999996
2019-04-04,98,49.0,,0.49,48.019999999999996
2019-04-05,98,49.0,,0.49,48.019999999999996
2019-04-06,47,49.0,,0.49,23.03
2019-04-07,38,49.0,,0.49,18.62
2019-04-08,90,49.0,,0.49,44.1
2019-04-09,97,49.0,,0.49,47.53
2019-04-10,87,49.0,,0.49,42.63
2019-04-11,89,49.0,,0.49,43.61
2019-04-12,89,49.0,,0.49,43.61
2019-04-13,45,49.0,,0.49,22.05
2019-04-14,37,49.0,,0.49,18.13
2019-04-15,87,49.0,,0.49,42.63
2019-04-16,90,49.0,,0.49,44.1
2019-04-17,94,49.0,,0.49,46.06
2019-04-18,91,49.0,,0.49,44.589999999999996
2019-04-19,75,49.0,,0.49,36.75
2019-04-20,43,49.0,,0.49,21.07
2019-04-21,36,49.0,,0.49,17.64
2019-04-22,94,49.0,,0.49,46.06
2019-04-23,100,49.0,,0.49,49.0
2019-04-24,96,49.0,,0.49,47.04
2019-04-25,96,49.0,,0.49,47.04
2019-04-26,95,49.0,,0.49,46.55
2019-04-27,43,49.0,,0.49,21.07
2019-04-28,38,49.0,,0.49,18.62
2019-04-29,92,49.0,,0.49,45.08
2019-04-30,99,49.0,,0.49,48.51
2019-05-01,96,51.0,False,0.51,48.96
2019-05-02,89,51.0,,0.51,45.39
2019-05-03,88,51.0,,0.51,44.88
2019-05-04,44,51.0,,0.51,22.44
2019-05-05,36,51.0,,0.51,18.36
2019-05-06,92,51.0,,0.51,46.92
2019-05-07,92,51.0,,0.51,46.92
2019-05-08,91,51.0,,0.51,46.410000000000004
2019-05-09,89,51.0,,0.51,45.39
2019-05-10,97,51.0,,0.51,49.47
2019-05-11,44,51.0,,0.51,22.44
2019-05-12,36,51.0,,0.51,18.36
2019-05-13,100,51.0,,0.51,51.0
2019-05-14,98,51.0,,0.51,49.980000000000004
2019-05-15,93,51.0,,0.51,47.43
2019-05-16,93,51.0,,0.51,47.43
2019-05-17,88,51.0,,0.51,44.88
2019-05-18,44,51.0,,0.51,22.44
2019-05-19,35,51.0,,0.51,17.85
2019-05-20,88,51.0,,0.51,44.88
2019-05-21,86,51.0,,0.51,43.86
2019-05-22,86,51.0,,0.51,43.86
2019-05-23,87,51.0,,0.51,44.37
2019-05-24,83,51.0,,0.51,42.33
2019-05-25,42,51.0,,0.51,21.42
2019-05-26,34,51.0,,0.51,17.34
2019-05-27,40,51.0,,0.51,20.4
2019-05-28,89,51.0,,0.51,45.39
2019-05-29,94,51.0,,0.51,47.94
2019-05-30,87,51.0,,0.51,44.37
2019-05-31,96,51.0,,0.51,48.96
2019-06-01,51,50.0,False,0.5,25.5
