date,energy_unscaled,energy_monthly,isPartial,scale,energy
2015-10-26,98,96.0,,0.96,94.08
2015-10-27,100,96.0,,0.96,96.0
2015-10-28,93,96.0,,0.96,89.28
2015-10-29,96,96.0,,0.96,92.16
2015-10-30,89,96.0,,0.96,85.44
2015-10-31,49,96.0,,0.96,47.04
2015-11-01,52,88.0,False,0.88,45.76
2015-11-02,91,88.0,,0.88,80.08
2015-11-03,97,88.0,,0.88,85.36
2015-11-04,95,88.0,,0.88,83.6
2015-11-05,97,88.0,,0.88,85.36
2015-11-06,86,88.0,,0.88,75.68
2015-11-07,51,88.0,,0.88,44.88
2015-11-08,50,88.0,,0.88,44.0
2015-11-09,94,88.0,,0.88,82.72
2015-11-10,96,88.0,,0.88,84.48
2015-11-11,84,88.0,,0.88,73.92
2015-11-12,97,88.0,,0.88,85.36
2015-11-13,92,88.0,,0.88,80.96
2015-11-14,47,88.0,,0.88,41.36
2015-11-15,46,88.0,,0.88,40.48
2015-11-16,89,88.0,,0.88,78.32000000000001
2015-11-17,95,88.0,,0.88,83.6
2015-11-18,100,88.0,,0.88,88.0
2015-11-19,94,88.0,,0.88,82.72
2015-11-20,87,88.0,,0.88,76.56
2015-11-21,47,88.0,,0.88,41.36
2015-11-22,50,88.0,,0.88,44.0
2015-11-23,82,88.0,,0.88,72.16
2015-11-24,75,88.0,,0.88,66.0
2015-11-25,58,88.0,,0.88,51.04
2015-11-26,32,88.0,,0.88,28.16
2015-11-27,40,88.0,,0.88,35.2
2015-11-28,42,88.0,,0.88,36.96
2015-11-29,46,88.0,,0.88,40.48
2015-11-30,88,88.0,,0.88,77.44
2015-12-01,96,83.0,False,0.83,79.67999999999999
2015-12-02,91,83.0,,0.83,75.53
2015-12-03,94,83.0,,0.83,78.02
2015-12-04,90,83.0,,0.83,74.7
2015-12-05,46,83.0,,0.83,38.18
2015-12-06,50,83.0,,0.83,41.5
2015-12-07,88,83.0,,0.83,73.03999999999999
2015-12-08,90,83.0,,0.83,74.7
2015-12-09,100,83.0,,0.83,83.0
2015-12-10,94,83.0,,0.83,78.02
2015-12-11,89,83.0,,0.83,73.86999999999999
2015-12-12,52,83.0,,0.83,43.16
2015-12-13,50,83.0,,0.83,41.5
2015-12-14,92,83.0,,0.83,76.36
2015-12-15,90,83.0,,0.83,74.7
2015-12-16,86,83.0,,0.83,71.38
2015-12-17,84,83.0,,0.83,69.72
2015-12-18,74,83.0,,0.83,61.419999999999995
2015-12-19,43,83.0,,0.83,35.69
2015-12-20,35,83.0,,0.83,29.049999999999997
2015-12-21,62,83.0,,0.83,51.46
2015-12-22,58,83.0,,0.83,48.14
2015-12-23,51,83.0,,0.83,42.33
2015-12-24,48,83.0,,0.83,39.839999999999996
2015-12-25,29,83.0,,0.83,24.07
2015-12-26,34,83.0,,0.83,28.22
2015-12-27,37,83.0,,0.83,30.709999999999997
2015-12-28,61,83.0,,0.83,50.629999999999995
2015-12-29,63,83.0,,0.83,52.29
2015-12-30,56,83.0,,0.83,46.48
2015-12-31,51,83.0,,0.83,42.33
2016-01-01,42,83.0,False,0.83,34.86
2016-01-02,50,83.0,,0.83,41.5
2016-01-03,49,83.0,,0.83,40.669999999999995
2016-01-04,85,83.0,,0.83,70.55
2016-01-05,93,83.0,,0.83,77.19
2016-01-06,89,83.0,,0.83,73.86999999999999
2016-01-07,91,83.0,,0.83,75.53
2016-01-08,91,83.0,,0.83,75.53
2016-01-09,58,83.0,,0.83,48.14
2016-01-10,53,83.0,,0.83,43.989999999999995
2016-01-11,90,83.0,,0.83,74.7
2016-01-12,91,83.0,,0.83,75.53
2016-01-13,96,83.0,,0.83,79.67999999999999
2016-01-14,88,83.0,,0.83,73.03999999999999
2016-01-15,93,83.0,,0.83,77.19
2016-01-16,53,83.0,,0.83,43.989999999999995
2016-01-17,50,83.0,,0.83,41.5
2016-01-18,73,83.0,,0.83,60.589999999999996
2016-01-19,92,83.0,,0.83,76.36
2016-01-20,100,83.0,,0.83,83.0
2016-01-21,96,83.0,,0.83,79.67999999999999
2016-01-22,96,83.0,,0.83,79.67999999999999
2016-01-23,68,83.0,,0.83,56.44
2016-01-24,58,83.0,,0.83,48.14
2016-01-25,94,83.0,,0.83,78.02
2016-01-26,95,83.0,,0.83,78.85
2016-01-27,94,83.0,,0.83,78.02
2016-01-28,93,83.0,,0.83,77.19
2016-01-29,89,83.0,,0.83,73.86999999999999
2016-01-30,57,83.0,,0.83,47.309999999999995
2016-01-31,60,83.0,,0.83,49.8
2016-02-01,92,90.0,False,0.9,82.8
2016-02-02,90,90.0,,0.9,81.0
2016-02-03,94,90.0,,0.9,84.60000000000001
2016-02-04,93,90.0,,0.9,83.7
2016-02-05,86,90.0,,0.9,77.4
2016-02-06,56,90.0,,0.9,50.4
2016-02-07,53,90.0,,0.9,47.7
2016-02-08,87,90.0,,0.9,78.3
2016-02-09,92,90.0,,0.9,82.8
2016-02-10,97,90.0,,0.9,87.3
2016-02-11,100,90.0,,0.9,90.0
2016-02-12,91,90.0,,0.9,81.9
2016-02-13,54,90.0,,0.9,48.6
2016-02-14,48,90.0,,0.9,43.2
2016-02-15,72,90.0,,0.9,64.8
2016-02-16,88,90.0,,0.9,79.2
2016-02-17,96,90.0,,0.9,86.4
2016-02-18,95,90.0,,0.9,85.5
2016-02-19,91,90.0,,0.9,81.9
2016-02-20,59,90.0,,0.9,53.1
2016-02-21,59,90.0,,0.9,53.1
2016-02-22,96,90.0,,0.9,86.4
2016-02-23,100,90.0,,0.9,90.0
2016-02-24,100,90.0,,0.9,90.0
2016-02-25,99,90.0,,0.9,89.10000000000001
2016-02-26,87,90.0,,0.9,78.3
2016-02-27,55,90.0,,0.9,49.5
2016-02-28,58,90.0,,0.9,52.2
2016-02-29,95,90.0,,0.9,85.5
2016-03-01,95,86.0,False,0.86,81.7
2016-03-02,100,86.0,,0.86,86.0
2016-03-03,99,86.0,,0.86,85.14
2016-03-04,93,86.0,,0.86,79.98
2016-03-05,52,86.0,,0.86,44.72
2016-03-06,54,86.0,,0.86,46.44
2016-03-07,93,86.0,,0.86,79.98
2016-03-08,90,86.0,,0.86,77.4
2016-03-09,94,86.0,,0.86,80.84
2016-03-10,96,86.0,,0.86,82.56
2016-03-11,84,86.0,,0.86,72.24
2016-03-12,51,86.0,,0.86,43.86
2016-03-13,54,86.0,,0.86,46.44
2016-03-14,92,86.0,,0.86,79.12
2016-03-15,83,86.0,,0.86,71.38
2016-03-16,88,86.0,,0.86,75.67999999999999
2016-03-17,85,86.0,,0.86,73.1
2016-03-18,79,86.0,,0.86,67.94
2016-03-19,51,86.0,,0.86,43.86
2016-03-20,53,86.0,,0.86,45.58
2016-03-21,89,86.0,,0.86,76.53999999999999
2016-03-22,86,86.0,,0.86,73.96
2016-03-23,78,86.0,,0.86,67.08
2016-03-24,83,86.0,,0.86,71.38
2016-03-25,60,86.0,,0.86,51.6
2016-03-26,45,86.0,,0.86,38.7
2016-03-27,45,86.0,,0.86,38.7
2016-03-28,83,86.0,,0.86,71.38
2016-03-29,87,86.0,,0.86,74.82
2016-03-30,85,86.0,,0.86,73.1
2016-03-31,89,86.0,,0.86,76.53999999999999
2016-04-01,87,88.0,False,0.88,76.56
2016-04-02,59,88.0,,0.88,51.92
2016-04-03,62,88.0,,0.88,54.56
2016-04-04,95,88.0,,0.88,83.6
2016-04-05,95,88.0,,0.88,83.6
2016-04-06,95,88.0,,0.88,83.6
2016-04-07,94,88.0,,0.88,82.72
2016-04-08,89,88.0,,0.88,78.32000000000001
2016-04-09,54,88.0,,0.88,47.52
2016-04-10,58,88.0,,0.88,51.04
2016-04-11,99,88.0,,0.88,87.12
2016-04-12,100,88.0,,0.88,88.0
2016-04-13,96,88.0,,0.88,84.48
2016-04-14,99,88.0,,0.88,87.12
2016-04-15,92,88.0,,0.88,80.96
2016-04-16,55,88.0,,0.88,48.4
2016-04-17,58,88.0,,0.88,51.04
2016-04-18,98,88.0,,0.88,86.24
2016-04-19,97,88.0,,0.88,85.36
2016-04-20,95,88.0,,0.88,83.6
2016-04-21,92,88.0,,0.88,80.96
2016-04-22,87,88.0,,0.88,76.56
2016-04-23,52,88.0,,0.88,45.76
2016-04-24,55,88.0,,0.88,48.4
2016-04-25,95,88.0,,0.88,83.6
2016-04-26,94,88.0,,0.88,82.72
2016-04-27,96,88.0,,0.88,84.48
2016-04-28,99,88.0,,0.88,87.12
2016-04-29,91,88.0,,0.88,80.08
2016-04-30,56,88.0,,0.88,49.28
2016-05-01,59,79.0,False,0.79,46.61
2016-05-02,97,79.0,,0.79,76.63000000000001
2016-05-03,100,79.0,,0.79,79.0
2016-05-04,95,79.0,,0.79,75.05
2016-05-05,96,79.0,,0.79,75.84
2016-05-06,85,79.0,,0.79,67.15
2016-05-07,52,79.0,,0.79,41.08
2016-05-08,51,79.0,,0.79,40.29
2016-05-09,96,79.0,,0.79,75.84
2016-05-10,96,79.0,,0.79,75.84
2016-05-11,93,79.0,,0.79,73.47
2016-05-12,98,79.0,,0.79,77.42
2016-05-13,89,79.0,,0.79,70.31
2016-05-14,53,79.0,,0.79,41.870000000000005
2016-05-15,54,79.0,,0.79,42.660000000000004
2016-05-16,95,79.0,,0.79,75.05
2016-05-17,88,79.0,,0.79,69.52000000000001
2016-05-18,94,79.0,,0.79,74.26
2016-05-19,89,79.0,,0.79,70.31
2016-05-20,85,79.0,,0.79,67.15
2016-05-21,49,79.0,,0.79,38.71
2016-05-22,54,79.0,,0.79,42.660000000000004
2016-05-23,91,79.0,,0.79,71.89
2016-05-24,87,79.0,,0.79,68.73
2016-05-25,87,79.0,,0.79,68.73
2016-05-26,86,79.0,,0.79,67.94
2016-05-27,75,79.0,,0.79,59.25
2016-05-28,49,79.0,,0.79,38.71
2016-05-29,46,79.0,,0.79,36.34
2016-05-30,54,79.0,,0.79,42.660000000000004
2016-05-31,85,79.0,,0.79,67.15
2016-06-01,100,67.0,False,0.67,67.0
2016-06-02,97,67.0,,0.67,64.99000000000001
2016-06-03,89,67.0,,0.67,59.63
2016-06-04,59,67.0,,0.67,39.53
2016-06-05,61,67.0,,0.67,40.870000000000005
2016-06-06,92,67.0,,0.67,61.64
2016-06-07,93,67.0,,0.67,62.31
2016-06-08,90,67.0,,0.67,60.300000000000004
2016-06-09,91,67.0,,0.67,60.970000000000006
2016-06-10,83,67.0,,0.67,55.61000000000001
2016-06-11,55,67.0,,0.67,36.85
2016-06-12,53,67.0,,0.67,35.510000000000005
2016-06-13,82,67.0,,0.67,54.940000000000005
2016-06-14,83,67.0,,0.67,55.61000000000001
2016-06-15,86,67.0,,0.67,57.620000000000005
2016-06-16,84,67.0,,0.67,56.28
2016-06-17,80,67.0,,0.67,53.6
2016-06-18,54,67.0,,0.67,36.18
2016-06-19,50,67.0,,0.67,33.5
2016-06-20,86,67.0,,0.67,57.620000000000005
2016-06-21,88,67.0,,0.67,58.96
2016-06-22,85,67.0,,0.67,56.95
2016-06-23,88,67.0,,0.67,58.96
2016-06-24,82,67.0,,0.67,54.940000000000005
2016-06-25,57,67.0,,0.67,38.190000000000005
2016-06-26,55,67.0,,0.67,36.85
2016-06-27,85,67.0,,0.67,56.95
2016-06-28,81,67.0,,0.67,54.27
2016-06-29,86,67.0,,0.67,57.620000000000005
2016-06-30,85,67.0,,0.67,56.95
2016-07-01,83,64.0,False,0.64,53.120000000000005
2016-07-02,54,64.0,,0.64,34.56
2016-07-03,47,64.0,,0.64,30.080000000000002
2016-07-04,49,64.0,,0.64,31.36
2016-07-05,85,64.0,,0.64,54.4
2016-07-06,100,64.0,,0.64,64.0
2016-07-07,84,64.0,,0.64,53.76
2016-07-08,85,64.0,,0.64,54.4
2016-07-09,65,64.0,,0.64,41.6
2016-07-10,53,64.0,,0.64,33.92
2016-07-11,85,64.0,,0.64,54.4
2016-07-12,85,64.0,,0.64,54.4
2016-07-13,89,64.0,,0.64,56.96
2016-07-14,88,64.0,,0.64,56.32
2016-07-15,82,64.0,,0.64,52.480000000000004
2016-07-16,57,64.0,,0.64,36.480000000000004
2016-07-17,54,64.0,,0.64,34.56
2016-07-18,87,64.0,,0.64,55.68
2016-07-19,82,64.0,,0.64,52.480000000000004
2016-07-20,83,64.0,,0.64,53.120000000000005
2016-07-21,86,64.0,,0.64,55.04
2016-07-22,87,64.0,,0.64,55.68
2016-07-23,56,64.0,,0.64,35.84
2016-07-24,55,64.0,,0.64,35.2
2016-07-25,85,64.0,,0.64,54.4
2016-07-26,84,64.0,,0.64,53.76
2016-07-27,83,64.0,,0.64,53.120000000000005
2016-07-28,85,64.0,,0.64,54.4
2016-07-29,81,64.0,,0.64,51.84
2016-07-30,60,64.0,,0.64,38.4
2016-07-31,54,64.0,,0.64,34.56
2016-08-01,95,64.0,False,0.64,60.800000000000004
2016-08-02,91,64.0,,0.64,58.24
2016-08-03,94,64.0,,0.64,60.160000000000004
2016-08-04,89,64.0,,0.64,56.96
2016-08-05,83,64.0,,0.64,53.120000000000005
2016-08-06,56,64.0,,0.64,35.84
2016-08-07,57,64.0,,0.64,36.480000000000004
2016-08-08,90,64.0,,0.64,57.6
2016-08-09,86,64.0,,0.64,55.04
2016-08-10,81,64.0,,0.64,51.84
2016-08-11,88,64.0,,0.64,56.32
2016-08-12,86,64.0,,0.64,55.04
2016-08-13,63,64.0,,0.64,40.32
2016-08-14,56,64.0,,0.64,35.84
2016-08-15,88,64.0,,0.64,56.32
2016-08-16,87,64.0,,0.64,55.68
2016-08-17,86,64.0,,0.64,55.04
2016-08-18,86,64.0,,0.64,55.04
2016-08-19,88,64.0,,0.64,56.32
2016-08-20,60,64.0,,0.64,38.4
2016-08-21,55,64.0,,0.64,35.2
2016-08-22,91,64.0,,0.64,58.24
2016-08-23,91,64.0,,0.64,58.24
2016-08-24,97,64.0,,0.64,62.08
2016-08-25,95,64.0,,0.64,60.800000000000004
2016-08-26,90,64.0,,0.64,57.6
2016-08-27,59,64.0,,0.64,37.76
2016-08-28,60,64.0,,0.64,38.4
2016-08-29,94,64.0,,0.64,60.160000000000004
2016-08-30,97,64.0,,0.64,62.08
2016-08-31,100,64.0,,0.64,64.0
2016-09-01,84,78.0,False,0.78,65.52
2016-09-02,79,78.0,,0.78,61.620000000000005
2016-09-03,50,78.0,,0.78,39.0
2016-09-04,46,78.0,,0.78,35.88
2016-09-05,53,78.0,,0.78,41.34
2016-09-06,87,78.0,,0.78,67.86
2016-09-07,93,78.0,,0.78,72.54
2016-09-08,87,78.0,,0.78,67.86
2016-09-09,84,78.0,,0.78,65.52
2016-09-10,54,78.0,,0.78,42.120000000000005
2016-09-11,51,78.0,,0.78,39.78
2016-09-12,86,78.0,,0.78,67.08
2016-09-13,89,78.0,,0.78,69.42
2016-09-14,90,78.0,,0.78,70.2
2016-09-15,93,78.0,,0.78,72.54
2016-09-16,88,78.0,,0.78,68.64
2016-09-17,55,78.0,,0.78,42.9
2016-09-18,55,78.0,,0.78,42.9
2016-09-19,92,78.0,,0.78,71.76
2016-09-20,97,78.0,,0.78,75.66
2016-09-21,93,78.0,,0.78,72.54
2016-09-22,100,78.0,,0.78,78.0
2016-09-23,87,78.0,,0.78,67.86
2016-09-24,52,78.0,,0.78,40.56
2016-09-25,57,78.0,,0.78,44.46
2016-09-26,98,78.0,,0.78,76.44
2016-09-27,96,78.0,,0.78,74.88
2016-09-28,95,78.0,,0.78,74.10000000000001
2016-09-29,98,78.0,,0.78,76.44
2016-09-30,93,78.0,,0.78,72.54
2016-10-01,50,89.0,False,0.89,44.5
2016-10-02,51,89.0,,0.89,45.39
2016-10-03,90,89.0,,0.89,80.1
2016-10-04,95,89.0,,0.89,84.55
2016-10-05,92,89.0,,0.89,81.88
2016-10-06,87,89.0,,0.89,77.43
2016-10-07,87,89.0,,0.89,77.43
2016-10-08,73,89.0,,0.89,64.97
2016-10-09,80,89.0,,0.89,71.2
2016-10-10,98,89.0,,0.89,87.22
2016-10-11,94,89.0,,0.89,83.66
2016-10-12,95,89.0,,0.89,84.55
2016-10-13,97,89.0,,0.89,86.33
2016-10-14,92,89.0,,0.89,81.88
2016-10-15,56,89.0,,0.89,49.84
2016-10-16,60,89.0,,0.89,53.4
2016-10-17,99,89.0,,0.89,88.11
2016-10-18,98,89.0,,0.89,87.22
2016-10-19,96,89.0,,0.89,85.44
2016-10-20,93,89.0,,0.89,82.77
2016-10-21,90,89.0,,0.89,80.1
2016-10-22,51,89.0,,0.89,45.39
2016-10-23,56,89.0,,0.89,49.84
2016-10-24,100,89.0,,0.89,89.0
2016-10-25,96,89.0,,0.89,85.44
2016-10-26,98,89.0,,0.89,87.22
2016-10-27,97,89.0,,0.89,86.33
2016-10-28,88,89.0,,0.89,78.32000000000001
2016-10-29,49,89.0,,0.89,43.61
2016-10-30,52,89.0,,0.89,46.28
2016-10-31,89,89.0,,0.89,79.21000000000001
2016-11-01,100,83.0,False,0.83,83.0
2016-11-02,93,83.0,,0.83,77.19
2016-11-03,89,83.0,,0.83,73.86999999999999
2016-11-04,86,83.0,,0.83,71.38
2016-11-05,50,83.0,,0.83,41.5
2016-11-06,48,83.0,,0.83,39.839999999999996
2016-11-07,87,83.0,,0.83,72.21
2016-11-08,81,83.0,,0.83,67.22999999999999
2016-11-09,68,83.0,,0.83,56.44
2016-11-10,92,83.0,,0.83,76.36
2016-11-11,67,83.0,,0.83,55.61
2016-11-12,46,83.0,,0.83,38.18
2016-11-13,49,83.0,,0.83,40.669999999999995
2016-11-14,94,83.0,,0.83,78.02
2016-11-15,94,83.0,,0.83,78.02
2016-11-16,95,83.0,,0.83,78.85
2016-11-17,96,83.0,,0.83,79.67999999999999
2016-11-18,88,83.0,,0.83,73.03999999999999
2016-11-19,54,83.0,,0.83,44.82
2016-11-20,52,83.0,,0.83,43.16
2016-11-21,77,83.0,,0.83,63.91
2016-11-22,73,83.0,,0.83,60.589999999999996
2016-11-23,59,83.0,,0.83,48.97
2016-11-24,33,83.0,,0.83,27.389999999999997
2016-11-25,42,83.0,,0.83,34.86
2016-11-26,39,83.0,,0.83,32.37
2016-11-27,47,83.0,,0.83,39.01
2016-11-28,86,83.0,,0.83,71.38
2016-11-29,93,83.0,,0.83,77.19
2016-11-30,99,83.0,,0.83,82.17
2016-12-01,100,77.0,False,0.77,77.0
2016-12-02,90,77.0,,0.77,69.3
2016-12-03,51,77.0,,0.77,39.27
2016-12-04,52,77.0,,0.77,40.04
2016-12-05,91,77.0,,0.77,70.07000000000001
2016-12-06,94,77.0,,0.77,72.38
2016-12-07,90,77.0,,0.77,69.3
2016-12-08,89,77.0,,0.77,68.53
2016-12-09,82,77.0,,0.77,63.14
2016-12-10,54,77.0,,0.77,41.58
2016-12-11,53,77.0,,0.77,40.81
2016-12-12,86,77.0,,0.77,66.22
2016-12-13,97,77.0,,0.77,74.69
2016-12-14,92,77.0,,0.77,70.84
2016-12-15,85,77.0,,0.77,65.45
2016-12-16,77,77.0,,0.77,59.29
2016-12-17,45,77.0,,0.77,34.65
2016-12-18,43,77.0,,0.77,33.11
2016-12-19,70,77.0,,0.77,53.9
2016-12-20,69,77.0,,0.77,53.13
2016-12-21,64,77.0,,0.77,49.28
2016-12-22,54,77.0,,0.77,41.58
2016-12-23,47,77.0,,0.77,36.19
2016-12-24,29,77.0,,0.77,22.330000000000002
2016-12-25,27,77.0,,0.77,20.79
2016-12-26,37,77.0,,0.77,28.490000000000002
2016-12-27,53,77.0,,0.77,40.81
2016-12-28,51,77.0,,0.77,39.27
2016-12-29,50,77.0,,0.77,38.5
2016-12-30,53,77.0,,0.77,40.81
2016-12-31,35,77.0,,0.77,26.95
2017-01-01,35,83.0,False,0.83,29.049999999999997
2017-01-02,58,83.0,,0.83,48.14
2017-01-03,81,83.0,,0.83,67.22999999999999
2017-01-04,85,83.0,,0.83,70.55
2017-01-05,89,83.0,,0.83,73.86999999999999
2017-01-06,82,83.0,,0.83,68.06
2017-01-07,50,83.0,,0.83,41.5
2017-01-08,51,83.0,,0.83,42.33
2017-01-09,87,83.0,,0.83,72.21
2017-01-10,84,83.0,,0.83,69.72
2017-01-11,99,83.0,,0.83,82.17
2017-01-12,91,83.0,,0.83,75.53
2017-01-13,88,83.0,,0.83,73.03999999999999
2017-01-14,51,83.0,,0.83,42.33
2017-01-15,48,83.0,,0.83,39.839999999999996
2017-01-16,71,83.0,,0.83,58.93
2017-01-17,92,83.0,,0.83,76.36
2017-01-18,97,83.0,,0.83,80.50999999999999
2017-01-19,94,83.0,,0.83,78.02
2017-01-20,88,83.0,,0.83,73.03999999999999
2017-01-21,57,83.0,,0.83,47.309999999999995
2017-01-22,55,83.0,,0.83,45.65
2017-01-23,93,83.0,,0.83,77.19
2017-01-24,100,83.0,,0.83,83.0
2017-01-25,94,83.0,,0.83,78.02
2017-01-26,98,83.0,,0.83,81.33999999999999
2017-01-27,92,83.0,,0.83,76.36
2017-01-28,54,83.0,,0.83,44.82
2017-01-29,55,83.0,,0.83,45.65
2017-01-30,90,83.0,,0.83,74.7
2017-01-31,98,83.0,,0.83,81.33999999999999
2017-02-01,96,86.0,False,0.86,82.56
2017-02-02,96,86.0,,0.86,82.56
2017-02-03,97,86.0,,0.86,83.42
2017-02-04,56,86.0,,0.86,48.16
2017-02-05,56,86.0,,0.86,48.16
2017-02-06,88,86.0,,0.86,75.67999999999999
2017-02-07,99,86.0,,0.86,85.14
2017-02-08,99,86.0,,0.86,85.14
2017-02-09,92,86.0,,0.86,79.12
2017-02-10,91,86.0,,0.86,78.26
2017-02-11,56,86.0,,0.86,48.16
2017-02-12,60,86.0,,0.86,51.6
2017-02-13,88,86.0,,0.86,75.67999999999999
2017-02-14,92,86.0,,0.86,79.12
2017-02-15,98,86.0,,0.86,84.28
2017-02-16,92,86.0,,0.86,79.12
2017-02-17,89,86.0,,0.86,76.53999999999999
2017-02-18,49,86.0,,0.86,42.14
2017-02-19,53,86.0,,0.86,45.58
2017-02-20,83,86.0,,0.86,71.38
2017-02-21,96,86.0,,0.86,82.56
2017-02-22,99,86.0,,0.86,85.14
2017-02-23,100,86.0,,0.86,86.0
2017-02-24,95,86.0,,0.86,81.7
2017-02-25,57,86.0,,0.86,49.019999999999996
2017-02-26,63,86.0,,0.86,54.18
2017-02-27,96,86.0,,0.86,82.56
2017-02-28,100,86.0,,0.86,86.0
2017-03-01,82,90.0,False,0.9,73.8
2017-03-02,82,90.0,,0.9,73.8
2017-03-03,73,90.0,,0.9,65.7
2017-03-04,45,90.0,,0.9,40.5
2017-03-05,46,90.0,,0.9,41.4
2017-03-06,82,90.0,,0.9,73.8
2017-03-07,79,90.0,,0.9,71.10000000000001
2017-03-08,97,90.0,,0.9,87.3
2017-03-09,100,90.0,,0.9,90.0
2017-03-10,74,90.0,,0.9,66.60000000000001
2017-03-11,46,90.0,,0.9,41.4
2017-03-12,48,90.0,,0.9,43.2
2017-03-13,69,90.0,,0.9,62.1
2017-03-14,67,90.0,,0.9,60.300000000000004
2017-03-15,68,90.0,,0.9,61.2
2017-03-16,68,90.0,,0.9,61.2
2017-03-17,63,90.0,,0.9,56.7
2017-03-18,42,90.0,,0.9,37.800000000000004
2017-03-19,45,90.0,,0.9,40.5
2017-03-20,72,90.0,,0.9,64.8
2017-03-21,74,90.0,,0.9,66.60000000000001
2017-03-22,70,90.0,,0.9,63.0
2017-03-23,72,90.0,,0.9,64.8
2017-03-24,71,90.0,,0.9,63.9
2017-03-25,41,90.0,,0.9,36.9
2017-03-26,47,90.0,,0.9,42.300000000000004
2017-03-27,74,90.0,,0.9,66.60000000000001
2017-03-28,72,90.0,,0.9,64.8
2017-03-29,70,90.0,,0.9,63.0
2017-03-30,70,90.0,,0.9,63.0
2017-03-31,69,90.0,,0.9,62.1
2017-04-01,57,81.0,False,0.81,46.17
2017-04-02,62,81.0,,0.81,50.220000000000006
2017-04-03,93,81.0,,0.81,75.33
2017-04-04,97,81.0,,0.81,78.57000000000001
2017-04-05,91,81.0,,0.81,73.71000000000001
2017-04-06,95,81.0,,0.81,76.95
2017-04-07,86,81.0,,0.81,69.66000000000001
2017-04-08,55,81.0,,0.81,44.550000000000004
2017-04-09,55,81.0,,0.81,44.550000000000004
2017-04-10,91,81.0,,0.81,73.71000000000001
2017-04-11,93,81.0,,0.81,75.33
2017-04-12,87,81.0,,0.81,70.47
2017-04-13,83,81.0,,0.81,67.23
2017-04-14,69,81.0,,0.81,55.89
2017-04-15,50,81.0,,0.81,40.5
2017-04-16,48,81.0,,0.81,38.88
2017-04-17,90,81.0,,0.81,72.9
2017-04-18,92,81.0,,0.81,74.52000000000001
2017-04-19,91,81.0,,0.81,73.71000000000001
2017-04-20,94,81.0,,0.81,76.14
2017-04-21,86,81.0,,0.81,69.66000000000001
2017-04-22,54,81.0,,0.81,43.74
2017-04-23,62,81.0,,0.81,50.220000000000006
2017-04-24,100,81.0,,0.81,81.0
2017-04-25,99,81.0,,0.81,80.19000000000001
2017-04-26,96,81.0,,0.81,77.76
2017-04-27,96,81.0,,0.81,77.76
2017-04-28,93,81.0,,0.81,75.33
2017-04-29,58,81.0,,0.81,46.980000000000004
2017-04-30,61,81.0,,0.81,49.410000000000004
2017-05-01,100,80.0,False,0.8,80.0
2017-05-02,91,80.0,,0.8,72.8
2017-05-03,90,80.0,,0.8,72.0
2017-05-04,87,80.0,,0.8,69.60000000000001
2017-05-05,82,80.0,,0.8,65.60000000000001
2017-05-06,49,80.0,,0.8,39.2
2017-05-07,52,80.0,,0.8,41.6
2017-05-08,91,80.0,,0.8,72.8
2017-05-09,89,80.0,,0.8,71.2
2017-05-10,84,80.0,,0.8,67.2
2017-05-11,89,80.0,,0.8,71.2
2017-05-12,78,80.0,,0.8,62.400000000000006
2017-05-13,47,80.0,,0.8,37.6
2017-05-14,47,80.0,,0.8,37.6
2017-05-15,89,80.0,,0.8,71.2
2017-05-16,94,80.0,,0.8,75.2
2017-05-17,89,80.0,,0.8,71.2
2017-05-18,85,80.0,,0.8,68.0
2017-05-19,79,80.0,,0.8,63.2
2017-05-20,51,80.0,,0.8,40.800000000000004
2017-05-21,49,80.0,,0.8,39.2
2017-05-22,82,80.0,,0.8,65.60000000000001
2017-05-23,82,80.0,,0.8,65.60000000000001
2017-05-24,78,80.0,,0.8,62.400000000000006
2017-05-25,75,80.0,,0.8,60.0
2017-05-26,68,80.0,,0.8,54.400000000000006
2017-05-27,44,80.0,,0.8,35.2
2017-05-28,41,80.0,,0.8,32.800000000000004
2017-05-29,48,80.0,,0.8,38.400000000000006
2017-05-30,78,80.0,,0.8,62.400000000000006
2017-05-31,81,80.0,,0.8,64.8
2017-06-01,100,69.0,False,0.69,69.0
2017-06-02,100,69.0,,0.69,69.0
2017-06-03,65,69.0,,0.69,44.849999999999994
2017-06-04,64,69.0,,0.69,44.16
2017-06-05,100,69.0,,0.69,69.0
2017-06-06,99,69.0,,0.69,68.30999999999999
2017-06-07,93,69.0,,0.69,64.17
2017-06-08,89,69.0,,0.69,61.41
2017-06-09,83,69.0,,0.69,57.269999999999996
2017-06-10,56,69.0,,0.69,38.64
2017-06-11,69,69.0,,0.69,47.61
2017-06-12,90,69.0,,0.69,62.099999999999994
2017-06-13,85,69.0,,0.69,58.65
2017-06-14,87,69.0,,0.69,60.029999999999994
2017-06-15,89,69.0,,0.69,61.41
2017-06-16,87,69.0,,0.69,60.029999999999994
2017-06-17,63,69.0,,0.69,43.47
2017-06-18,58,69.0,,0.69,40.019999999999996
2017-06-19,91,69.0,,0.69,62.78999999999999
2017-06-20,89,69.0,,0.69,61.41
2017-06-21,83,69.0,,0.69,57.269999999999996
2017-06-22,81,69.0,,0.69,55.88999999999999
2017-06-23,82,69.0,,0.69,56.58
2017-06-24,60,69.0,,0.69,41.4
2017-06-25,57,69.0,,0.69,39.33
2017-06-26,82,69.0,,0.69,56.58
