date,debt_unscaled,debt_monthly,isPartial,scale,debt
2014-12-19,65,32.0,,0.32,20.8
2014-12-20,43,32.0,,0.32,13.76
2014-12-21,33,32.0,,0.32,10.56
2014-12-22,51,32.0,,0.32,16.32
2014-12-23,61,32.0,,0.32,19.52
2014-12-24,46,32.0,,0.32,14.72
2014-12-25,28,32.0,,0.32,8.96
2014-12-26,43,32.0,,0.32,13.76
2014-12-27,43,32.0,,0.32,13.76
2014-12-28,37,32.0,,0.32,11.84
2014-12-29,65,32.0,,0.32,20.8
2014-12-30,64,32.0,,0.32,20.48
2014-12-31,54,32.0,,0.32,17.28
2015-01-01,35,35.0,False,0.35,12.25
2015-01-02,56,35.0,,0.35,19.599999999999998
2015-01-03,45,35.0,,0.35,15.749999999999998
2015-01-04,45,35.0,,0.35,15.749999999999998
2015-01-05,66,35.0,,0.35,23.099999999999998
2015-01-06,70,35.0,,0.35,24.5
2015-01-07,69,35.0,,0.35,24.15
2015-01-08,68,35.0,,0.35,23.799999999999997
2015-01-09,69,35.0,,0.35,24.15
2015-01-10,50,35.0,,0.35,17.5
2015-01-11,48,35.0,,0.35,16.799999999999997
2015-01-12,64,35.0,,0.35,22.4
2015-01-13,70,35.0,,0.35,24.5
2015-01-14,72,35.0,,0.35,25.2
2015-01-15,74,35.0,,0.35,25.9
2015-01-16,74,35.0,,0.35,25.9
2015-01-17,49,35.0,,0.35,17.15
2015-01-18,46,35.0,,0.35,16.099999999999998
2015-01-19,56,35.0,,0.35,19.599999999999998
2015-01-20,78,35.0,,0.35,27.299999999999997
2015-01-21,100,35.0,,0.35,35.0
2015-01-22,83,35.0,,0.35,29.049999999999997
2015-01-23,75,35.0,,0.35,26.25
2015-01-24,46,35.0,,0.35,16.099999999999998
2015-01-25,52,35.0,,0.35,18.2
2015-01-26,77,35.0,,0.35,26.95
2015-01-27,84,35.0,,0.35,29.4
2015-01-28,88,35.0,,0.35,30.799999999999997
2015-01-29,78,35.0,,0.35,27.299999999999997
2015-01-30,76,35.0,,0.35,26.599999999999998
2015-01-31,59,35.0,,0.35,20.65
2015-02-01,59,37.0,False,0.37,21.83
2015-02-02,83,37.0,,0.37,30.71
2015-02-03,97,37.0,,0.37,35.89
2015-02-04,96,37.0,,0.37,35.519999999999996
2015-02-05,100,37.0,,0.37,37.0
2015-02-06,86,37.0,,0.37,31.82
2015-02-07,67,37.0,,0.37,24.79
2015-02-08,63,37.0,,0.37,23.31
2015-02-09,88,37.0,,0.37,32.56
2015-02-10,99,37.0,,0.37,36.63
2015-02-11,99,37.0,,0.37,36.63
2015-02-12,93,37.0,,0.37,34.41
2015-02-13,83,37.0,,0.37,30.71
2015-02-14,54,37.0,,0.37,19.98
2015-02-15,56,37.0,,0.37,20.72
2015-02-16,67,37.0,,0.37,24.79
2015-02-17,79,37.0,,0.37,29.23
2015-02-18,84,37.0,,0.37,31.08
2015-02-19,94,37.0,,0.37,34.78
2015-02-20,78,37.0,,0.37,28.86
2015-02-21,68,37.0,,0.37,25.16
2015-02-22,54,37.0,,0.37,19.98
2015-02-23,89,37.0,,0.37,32.93
2015-02-24,94,37.0,,0.37,34.78
2015-02-25,88,37.0,,0.37,32.56
2015-02-26,86,37.0,,0.37,31.82
2015-02-27,78,37.0,,0.37,28.86
2015-02-28,58,37.0,,0.37,21.46
2015-03-01,60,36.0,False,0.36,21.599999999999998
2015-03-02,95,36.0,,0.36,34.199999999999996
2015-03-03,87,36.0,,0.36,31.32
2015-03-04,91,36.0,,0.36,32.76
2015-03-05,80,36.0,,0.36,28.799999999999997
2015-03-06,78,36.0,,0.36,28.08
2015-03-07,54,36.0,,0.36,19.439999999999998
2015-03-08,57,36.0,,0.36,20.52
2015-03-09,95,36.0,,0.36,34.199999999999996
2015-03-10,99,36.0,,0.36,35.64
2015-03-11,90,36.0,,0.36,32.4
2015-03-12,89,36.0,,0.36,32.04
2015-03-13,85,36.0,,0.36,30.599999999999998
2015-03-14,54,36.0,,0.36,19.439999999999998
2015-03-15,59,36.0,,0.36,21.24
2015-03-16,94,36.0,,0.36,33.839999999999996
2015-03-17,97,36.0,,0.36,34.92
2015-03-18,91,36.0,,0.36,32.76
2015-03-19,86,36.0,,0.36,30.959999999999997
2015-03-20,77,36.0,,0.36,27.72
2015-03-21,58,36.0,,0.36,20.88
2015-03-22,66,36.0,,0.36,23.759999999999998
2015-03-23,90,36.0,,0.36,32.4
2015-03-24,99,36.0,,0.36,35.64
2015-03-25,80,36.0,,0.36,28.799999999999997
2015-03-26,92,36.0,,0.36,33.12
2015-03-27,75,36.0,,0.36,27.0
2015-03-28,59,36.0,,0.36,21.24
2015-03-29,60,36.0,,0.36,21.599999999999998
2015-03-30,100,36.0,,0.36,36.0
2015-03-31,90,36.0,,0.36,32.4
2015-04-01,74,37.0,False,0.37,27.38
2015-04-02,71,37.0,,0.37,26.27
2015-04-03,61,37.0,,0.37,22.57
2015-04-04,45,37.0,,0.37,16.65
2015-04-05,46,37.0,,0.37,17.02
2015-04-06,75,37.0,,0.37,27.75
2015-04-07,81,37.0,,0.37,29.97
2015-04-08,79,37.0,,0.37,29.23
2015-04-09,76,37.0,,0.37,28.12
2015-04-10,66,37.0,,0.37,24.419999999999998
2015-04-11,58,37.0,,0.37,21.46
2015-04-12,58,37.0,,0.37,21.46
2015-04-13,80,37.0,,0.37,29.6
2015-04-14,87,37.0,,0.37,32.19
2015-04-15,100,37.0,,0.37,37.0
2015-04-16,88,37.0,,0.37,32.56
2015-04-17,81,37.0,,0.37,29.97
2015-04-18,45,37.0,,0.37,16.65
2015-04-19,65,37.0,,0.37,24.05
2015-04-20,82,37.0,,0.37,30.34
2015-04-21,89,37.0,,0.37,32.93
2015-04-22,89,37.0,,0.37,32.93
2015-04-23,79,37.0,,0.37,29.23
2015-04-24,72,37.0,,0.37,26.64
2015-04-25,55,37.0,,0.37,20.35
2015-04-26,52,37.0,,0.37,19.24
2015-04-27,91,37.0,,0.37,33.67
2015-04-28,86,37.0,,0.37,31.82
2015-04-29,85,37.0,,0.37,31.45
2015-04-30,80,37.0,,0.37,29.6
2015-05-01,74,32.0,False,0.32,23.68
2015-05-02,49,32.0,,0.32,15.68
2015-05-03,49,32.0,,0.32,15.68
2015-05-04,90,32.0,,0.32,28.8
2015-05-05,100,32.0,,0.32,32.0
2015-05-06,92,32.0,,0.32,29.44
2015-05-07,93,32.0,,0.32,29.76
2015-05-08,84,32.0,,0.32,26.88
2015-05-09,64,32.0,,0.32,20.48
2015-05-10,44,32.0,,0.32,14.08
2015-05-11,86,32.0,,0.32,27.52
2015-05-12,85,32.0,,0.32,27.2
2015-05-13,84,32.0,,0.32,26.88
2015-05-14,88,32.0,,0.32,28.16
2015-05-15,83,32.0,,0.32,26.560000000000002
2015-05-16,51,32.0,,0.32,16.32
2015-05-17,53,32.0,,0.32,16.96
2015-05-18,89,32.0,,0.32,28.48
2015-05-19,90,32.0,,0.32,28.8
2015-05-20,92,32.0,,0.32,29.44
2015-05-21,83,32.0,,0.32,26.560000000000002
2015-05-22,82,32.0,,0.32,26.240000000000002
2015-05-23,51,32.0,,0.32,16.32
2015-05-24,53,32.0,,0.32,16.96
2015-05-25,49,32.0,,0.32,15.68
2015-05-26,74,32.0,,0.32,23.68
2015-05-27,96,32.0,,0.32,30.72
2015-05-28,81,32.0,,0.32,25.92
2015-05-29,75,32.0,,0.32,24.0
2015-05-30,58,32.0,,0.32,18.56
2015-05-31,59,32.0,,0.32,18.88
2015-06-01,49,35.0,False,0.35,17.15
2015-06-02,60,35.0,,0.35,21.0
2015-06-03,62,35.0,,0.35,21.7
2015-06-04,55,35.0,,0.35,19.25
2015-06-05,52,35.0,,0.35,18.2
2015-06-06,34,35.0,,0.35,11.899999999999999
2015-06-07,36,35.0,,0.35,12.6
2015-06-08,50,35.0,,0.35,17.5
2015-06-09,57,35.0,,0.35,19.95
2015-06-10,64,35.0,,0.35,22.4
2015-06-11,54,35.0,,0.35,18.9
2015-06-12,45,35.0,,0.35,15.749999999999998
2015-06-13,32,35.0,,0.35,11.2
2015-06-14,36,35.0,,0.35,12.6
2015-06-15,50,35.0,,0.35,17.5
2015-06-16,60,35.0,,0.35,21.0
2015-06-17,62,35.0,,0.35,21.7
2015-06-18,50,35.0,,0.35,17.5
2015-06-19,50,35.0,,0.35,17.5
2015-06-20,34,35.0,,0.35,11.899999999999999
2015-06-21,33,35.0,,0.35,11.549999999999999
2015-06-22,55,35.0,,0.35,19.25
2015-06-23,58,35.0,,0.35,20.299999999999997
2015-06-24,61,35.0,,0.35,21.349999999999998
2015-06-25,60,35.0,,0.35,21.0
2015-06-26,50,35.0,,0.35,17.5
2015-06-27,43,35.0,,0.35,15.049999999999999
2015-06-28,56,35.0,,0.35,19.599999999999998
2015-06-29,90,35.0,,0.35,31.499999999999996
2015-06-30,100,35.0,,0.35,35.0
2015-07-01,98,41.0,False,0.41,40.18
2015-07-02,64,41.0,,0.41,26.24
2015-07-03,63,41.0,,0.41,25.83
2015-07-04,61,41.0,,0.41,25.009999999999998
2015-07-05,68,41.0,,0.41,27.88
2015-07-06,100,41.0,,0.41,41.0
2015-07-07,92,41.0,,0.41,37.72
2015-07-08,82,41.0,,0.41,33.62
2015-07-09,84,41.0,,0.41,34.44
2015-07-10,69,41.0,,0.41,28.29
2015-07-11,55,41.0,,0.41,22.549999999999997
2015-07-12,59,41.0,,0.41,24.189999999999998
2015-07-13,84,41.0,,0.41,34.44
2015-07-14,72,41.0,,0.41,29.52
2015-07-15,73,41.0,,0.41,29.93
2015-07-16,67,41.0,,0.41,27.47
2015-07-17,65,41.0,,0.41,26.65
2015-07-18,52,41.0,,0.41,21.32
2015-07-19,48,41.0,,0.41,19.68
2015-07-20,68,41.0,,0.41,27.88
2015-07-21,76,41.0,,0.41,31.159999999999997
2015-07-22,70,41.0,,0.41,28.7
2015-07-23,65,41.0,,0.41,26.65
2015-07-24,48,41.0,,0.41,19.68
2015-07-25,39,41.0,,0.41,15.989999999999998
2015-07-26,45,41.0,,0.41,18.45
2015-07-27,65,41.0,,0.41,26.65
2015-07-28,64,41.0,,0.41,26.24
2015-07-29,63,41.0,,0.41,25.83
2015-07-30,61,41.0,,0.41,25.009999999999998
2015-07-31,57,41.0,,0.41,23.369999999999997
2015-08-01,51,34.0,False,0.34,17.34
2015-08-02,57,34.0,,0.34,19.380000000000003
2015-08-03,86,34.0,,0.34,29.240000000000002
2015-08-04,89,34.0,,0.34,30.26
2015-08-05,85,34.0,,0.34,28.900000000000002
2015-08-06,84,34.0,,0.34,28.560000000000002
2015-08-07,94,34.0,,0.34,31.96
2015-08-08,73,34.0,,0.34,24.82
2015-08-09,65,34.0,,0.34,22.1
2015-08-10,91,34.0,,0.34,30.94
2015-08-11,87,34.0,,0.34,29.580000000000002
2015-08-12,94,34.0,,0.34,31.96
2015-08-13,90,34.0,,0.34,30.6
2015-08-14,83,34.0,,0.34,28.220000000000002
2015-08-15,57,34.0,,0.34,19.380000000000003
2015-08-16,58,34.0,,0.34,19.720000000000002
2015-08-17,87,34.0,,0.34,29.580000000000002
2015-08-18,88,34.0,,0.34,29.92
2015-08-19,87,34.0,,0.34,29.580000000000002
2015-08-20,82,34.0,,0.34,27.880000000000003
2015-08-21,77,34.0,,0.34,26.180000000000003
2015-08-22,61,34.0,,0.34,20.740000000000002
2015-08-23,53,34.0,,0.34,18.02
2015-08-24,99,34.0,,0.34,33.660000000000004
2015-08-25,97,34.0,,0.34,32.980000000000004
2015-08-26,89,34.0,,0.34,30.26
2015-08-27,100,34.0,,0.34,34.0
2015-08-28,75,34.0,,0.34,25.500000000000004
2015-08-29,57,34.0,,0.34,19.380000000000003
2015-08-30,55,34.0,,0.34,18.700000000000003
2015-08-31,87,34.0,,0.34,29.580000000000002
2015-09-01,76,36.0,False,0.36,27.36
2015-09-02,86,36.0,,0.36,30.959999999999997
2015-09-03,75,36.0,,0.36,27.0
2015-09-04,59,36.0,,0.36,21.24
2015-09-05,47,36.0,,0.36,16.919999999999998
2015-09-06,43,36.0,,0.36,15.479999999999999
2015-09-07,61,36.0,,0.36,21.96
2015-09-08,72,36.0,,0.36,25.919999999999998
2015-09-09,75,36.0,,0.36,27.0
2015-09-10,72,36.0,,0.36,25.919999999999998
2015-09-11,76,36.0,,0.36,27.36
2015-09-12,53,36.0,,0.36,19.08
2015-09-13,52,36.0,,0.36,18.72
2015-09-14,71,36.0,,0.36,25.56
2015-09-15,77,36.0,,0.36,27.72
2015-09-16,90,36.0,,0.36,32.4
2015-09-17,100,36.0,,0.36,36.0
2015-09-18,71,36.0,,0.36,25.56
2015-09-19,53,36.0,,0.36,19.08
2015-09-20,49,36.0,,0.36,17.64
2015-09-21,82,36.0,,0.36,29.52
2015-09-22,85,36.0,,0.36,30.599999999999998
2015-09-23,88,36.0,,0.36,31.68
2015-09-24,76,36.0,,0.36,27.36
2015-09-25,66,36.0,,0.36,23.759999999999998
2015-09-26,53,36.0,,0.36,19.08
2015-09-27,49,36.0,,0.36,17.64
2015-09-28,71,36.0,,0.36,25.56
2015-09-29,80,36.0,,0.36,28.799999999999997
2015-09-30,87,36.0,,0.36,31.32
2015-10-01,73,40.0,False,0.4,29.200000000000003
2015-10-02,67,40.0,,0.4,26.8
2015-10-03,52,40.0,,0.4,20.8
2015-10-04,43,40.0,,0.4,17.2
2015-10-05,78,40.0,,0.4,31.200000000000003
2015-10-06,87,40.0,,0.4,34.800000000000004
2015-10-07,95,40.0,,0.4,38.0
2015-10-08,79,40.0,,0.4,31.6
2015-10-09,75,40.0,,0.4,30.0
2015-10-10,42,40.0,,0.4,16.8
2015-10-11,46,40.0,,0.4,18.400000000000002
2015-10-12,74,40.0,,0.4,29.6
2015-10-13,84,40.0,,0.4,33.6
2015-10-14,91,40.0,,0.4,36.4
2015-10-15,88,40.0,,0.4,35.2
2015-10-16,82,40.0,,0.4,32.800000000000004
2015-10-17,46,40.0,,0.4,18.400000000000002
2015-10-18,46,40.0,,0.4,18.400000000000002
2015-10-19,81,40.0,,0.4,32.4
2015-10-20,90,40.0,,0.4,36.0
2015-10-21,88,40.0,,0.4,35.2
2015-10-22,84,40.0,,0.4,33.6
2015-10-23,76,40.0,,0.4,30.400000000000002
2015-10-24,47,40.0,,0.4,18.8
2015-10-25,55,40.0,,0.4,22.0
2015-10-26,79,40.0,,0.4,31.6
2015-10-27,100,40.0,,0.4,40.0
2015-10-28,89,40.0,,0.4,35.6
2015-10-29,90,40.0,,0.4,36.0
2015-10-30,79,40.0,,0.4,31.6
2015-10-31,54,40.0,,0.4,21.6
2015-11-01,56,36.0,False,0.36,20.16
2015-11-02,94,36.0,,0.36,33.839999999999996
2015-11-03,99,36.0,,0.36,35.64
2015-11-04,94,36.0,,0.36,33.839999999999996
2015-11-05,100,36.0,,0.36,36.0
2015-11-06,78,36.0,,0.36,28.08
2015-11-07,56,36.0,,0.36,20.16
2015-11-08,58,36.0,,0.36,20.88
2015-11-09,86,36.0,,0.36,30.959999999999997
2015-11-10,91,36.0,,0.36,32.76
2015-11-11,86,36.0,,0.36,30.959999999999997
2015-11-12,89,36.0,,0.36,32.04
2015-11-13,86,36.0,,0.36,30.959999999999997
2015-11-14,48,36.0,,0.36,17.28
2015-11-15,51,36.0,,0.36,18.36
2015-11-16,84,36.0,,0.36,30.24
2015-11-17,95,36.0,,0.36,34.199999999999996
2015-11-18,92,36.0,,0.36,33.12
2015-11-19,78,36.0,,0.36,28.08
2015-11-20,78,36.0,,0.36,28.08
2015-11-21,50,36.0,,0.36,18.0
2015-11-22,57,36.0,,0.36,20.52
2015-11-23,73,36.0,,0.36,26.279999999999998
2015-11-24,76,36.0,,0.36,27.36
2015-11-25,63,36.0,,0.36,22.68
2015-11-26,36,36.0,,0.36,12.959999999999999
2015-11-27,41,36.0,,0.36,14.76
2015-11-28,45,36.0,,0.36,16.2
2015-11-29,52,36.0,,0.36,18.72
2015-11-30,80,36.0,,0.36,28.799999999999997
2015-12-01,91,31.0,False,0.31,28.21
2015-12-02,100,31.0,,0.31,31.0
2015-12-03,87,31.0,,0.31,26.97
2015-12-04,83,31.0,,0.31,25.73
2015-12-05,62,31.0,,0.31,19.22
2015-12-06,56,31.0,,0.31,17.36
2015-12-07,78,31.0,,0.31,24.18
2015-12-08,79,31.0,,0.31,24.49
2015-12-09,90,31.0,,0.31,27.9
2015-12-10,91,31.0,,0.31,28.21
2015-12-11,76,31.0,,0.31,23.56
2015-12-12,45,31.0,,0.31,13.95
2015-12-13,53,31.0,,0.31,16.43
2015-12-14,80,31.0,,0.31,24.8
2015-12-15,96,31.0,,0.31,29.759999999999998
2015-12-16,94,31.0,,0.31,29.14
2015-12-17,76,31.0,,0.31,23.56
2015-12-18,69,31.0,,0.31,21.39
2015-12-19,44,31.0,,0.31,13.64
2015-12-20,42,31.0,,0.31,13.02
2015-12-21,67,31.0,,0.31,20.77
2015-12-22,61,31.0,,0.31,18.91
2015-12-23,56,31.0,,0.31,17.36
2015-12-24,47,31.0,,0.31,14.57
2015-12-25,30,31.0,,0.31,9.3
2015-12-26,38,31.0,,0.31,11.78
2015-12-27,38,31.0,,0.31,11.78
2015-12-28,60,31.0,,0.31,18.6
2015-12-29,59,31.0,,0.31,18.29
2015-12-30,71,31.0,,0.31,22.01
2015-12-31,59,31.0,,0.31,18.29
2016-01-01,43,38.0,False,0.38,16.34
2016-01-02,46,38.0,,0.38,17.48
2016-01-03,45,38.0,,0.38,17.1
2016-01-04,75,38.0,,0.38,28.5
2016-01-05,82,38.0,,0.38,31.16
2016-01-06,89,38.0,,0.38,33.82
2016-01-07,91,38.0,,0.38,34.58
2016-01-08,75,38.0,,0.38,28.5
2016-01-09,53,38.0,,0.38,20.14
2016-01-10,50,38.0,,0.38,19.0
2016-01-11,82,38.0,,0.38,31.16
2016-01-12,85,38.0,,0.38,32.3
2016-01-13,99,38.0,,0.38,37.62
2016-01-14,95,38.0,,0.38,36.1
2016-01-15,87,38.0,,0.38,33.06
2016-01-16,61,38.0,,0.38,23.18
2016-01-17,55,38.0,,0.38,20.9
2016-01-18,75,38.0,,0.38,28.5
2016-01-19,78,38.0,,0.38,29.64
2016-01-20,87,38.0,,0.38,33.06
2016-01-21,84,38.0,,0.38,31.92
2016-01-22,79,38.0,,0.38,30.02
2016-01-23,57,38.0,,0.38,21.66
2016-01-24,60,38.0,,0.38,22.8
2016-01-25,83,38.0,,0.38,31.54
2016-01-26,96,38.0,,0.38,36.480000000000004
2016-01-27,100,38.0,,0.38,38.0
2016-01-28,85,38.0,,0.38,32.3
2016-01-29,91,38.0,,0.38,34.58
2016-01-30,77,38.0,,0.38,29.26
2016-01-31,66,38.0,,0.38,25.080000000000002
2016-02-01,45,58.0,False,0.58,26.099999999999998
2016-02-02,53,58.0,,0.58,30.74
2016-02-03,47,58.0,,0.58,27.259999999999998
2016-02-04,50,58.0,,0.58,28.999999999999996
2016-02-05,46,58.0,,0.58,26.68
2016-02-06,37,58.0,,0.58,21.459999999999997
2016-02-07,33,58.0,,0.58,19.139999999999997
2016-02-08,40,58.0,,0.58,23.2
2016-02-09,48,58.0,,0.58,27.839999999999996
2016-02-10,50,58.0,,0.58,28.999999999999996
2016-02-11,48,58.0,,0.58,27.839999999999996
2016-02-12,43,58.0,,0.58,24.939999999999998
2016-02-13,36,58.0,,0.58,20.88
2016-02-14,49,58.0,,0.58,28.419999999999998
2016-02-15,100,58.0,,0.58,57.99999999999999
2016-02-16,97,58.0,,0.58,56.26
2016-02-17,94,58.0,,0.58,54.519999999999996
2016-02-18,94,58.0,,0.58,54.519999999999996
2016-02-19,83,58.0,,0.58,48.13999999999999
2016-02-20,63,58.0,,0.58,36.54
2016-02-21,56,58.0,,0.58,32.48
2016-02-22,61,58.0,,0.58,35.379999999999995
2016-02-23,57,58.0,,0.58,33.059999999999995
2016-02-24,52,58.0,,0.58,30.159999999999997
2016-02-25,51,58.0,,0.58,29.58
2016-02-26,49,58.0,,0.58,28.419999999999998
2016-02-27,39,58.0,,0.58,22.619999999999997
2016-02-28,37,58.0,,0.58,21.459999999999997
2016-02-29,43,58.0,,0.58,24.939999999999998
2016-03-01,97,43.0,False,0.43,41.71
2016-03-02,96,43.0,,0.43,41.28
2016-03-03,95,43.0,,0.43,40.85
2016-03-04,91,43.0,,0.43,39.13
2016-03-05,53,43.0,,0.43,22.79
2016-03-06,56,43.0,,0.43,24.08
2016-03-07,100,43.0,,0.43,43.0
2016-03-08,83,43.0,,0.43,35.69
2016-03-09,94,43.0,,0.43,40.42
2016-03-10,87,43.0,,0.43,37.41
2016-03-11,83,43.0,,0.43,35.69
2016-03-12,52,43.0,,0.43,22.36
2016-03-13,59,43.0,,0.43,25.37
2016-03-14,76,43.0,,0.43,32.68
2016-03-15,83,43.0,,0.43,35.69
2016-03-16,75,43.0,,0.43,32.25
2016-03-17,79,43.0,,0.43,33.97
2016-03-18,74,43.0,,0.43,31.82
2016-03-19,59,43.0,,0.43,25.37
2016-03-20,69,43.0,,0.43,29.669999999999998
2016-03-21,85,43.0,,0.43,36.55
2016-03-22,92,43.0,,0.43,39.56
2016-03-23,78,43.0,,0.43,33.54
2016-03-24,74,43.0,,0.43,31.82
2016-03-25,65,43.0,,0.43,27.95
2016-03-26,55,43.0,,0.43,23.65
2016-03-27,49,43.0,,0.43,21.07
2016-03-28,76,43.0,,0.43,32.68
2016-03-29,81,43.0,,0.43,34.83
2016-03-30,91,43.0,,0.43,39.13
2016-03-31,82,43.0,,0.43,35.26
2016-04-01,71,43.0,False,0.43,30.53
2016-04-02,64,43.0,,0.43,27.52
2016-04-03,67,43.0,,0.43,28.81
2016-04-04,93,43.0,,0.43,39.99
2016-04-05,90,43.0,,0.43,38.7
2016-04-06,100,43.0,,0.43,43.0
2016-04-07,98,43.0,,0.43,42.14
2016-04-08,82,43.0,,0.43,35.26
2016-04-09,56,43.0,,0.43,24.08
2016-04-10,63,43.0,,0.43,27.09
2016-04-11,100,43.0,,0.43,43.0
2016-04-12,92,43.0,,0.43,39.56
2016-04-13,96,43.0,,0.43,41.28
2016-04-14,94,43.0,,0.43,40.42
2016-04-15,90,43.0,,0.43,38.7
2016-04-16,62,43.0,,0.43,26.66
2016-04-17,64,43.0,,0.43,27.52
2016-04-18,97,43.0,,0.43,41.71
2016-04-19,91,43.0,,0.43,39.13
2016-04-20,95,43.0,,0.43,40.85
2016-04-21,86,43.0,,0.43,36.98
2016-04-22,85,43.0,,0.43,36.55
2016-04-23,52,43.0,,0.43,22.36
2016-04-24,60,43.0,,0.43,25.8
2016-04-25,100,43.0,,0.43,43.0
2016-04-26,94,43.0,,0.43,40.42
2016-04-27,97,43.0,,0.43,41.71
2016-04-28,98,43.0,,0.43,42.14
2016-04-29,83,43.0,,0.43,35.69
2016-04-30,65,43.0,,0.43,27.95
2016-05-01,51,40.0,False,0.4,20.400000000000002
2016-05-02,86,40.0,,0.4,34.4
2016-05-03,89,40.0,,0.4,35.6
2016-05-04,90,40.0,,0.4,36.0
2016-05-05,89,40.0,,0.4,35.6
2016-05-06,85,40.0,,0.4,34.0
2016-05-07,55,40.0,,0.4,22.0
2016-05-08,62,40.0,,0.4,24.8
2016-05-09,100,40.0,,0.4,40.0
2016-05-10,88,40.0,,0.4,35.2
2016-05-11,82,40.0,,0.4,32.800000000000004
2016-05-12,80,40.0,,0.4,32.0
2016-05-13,65,40.0,,0.4,26.0
2016-05-14,43,40.0,,0.4,17.2
2016-05-15,54,40.0,,0.4,21.6
2016-05-16,64,40.0,,0.4,25.6
2016-05-17,73,40.0,,0.4,29.200000000000003
2016-05-18,79,40.0,,0.4,31.6
2016-05-19,76,40.0,,0.4,30.400000000000002
2016-05-20,68,40.0,,0.4,27.200000000000003
2016-05-21,52,40.0,,0.4,20.8
2016-05-22,48,40.0,,0.4,19.200000000000003
2016-05-23,67,40.0,,0.4,26.8
2016-05-24,65,40.0,,0.4,26.0
2016-05-25,66,40.0,,0.4,26.400000000000002
2016-05-26,69,40.0,,0.4,27.6
2016-05-27,51,40.0,,0.4,20.400000000000002
2016-05-28,35,40.0,,0.4,14.0
2016-05-29,41,40.0,,0.4,16.400000000000002
2016-05-30,47,40.0,,0.4,18.8
2016-05-31,61,40.0,,0.4,24.400000000000002
2016-06-01,59,38.0,False,0.38,22.42
2016-06-02,58,38.0,,0.38,22.04
2016-06-03,57,38.0,,0.38,21.66
2016-06-04,41,38.0,,0.38,15.58
2016-06-05,47,38.0,,0.38,17.86
2016-06-06,100,38.0,,0.38,38.0
2016-06-07,94,38.0,,0.38,35.72
2016-06-08,74,38.0,,0.38,28.12
2016-06-09,74,38.0,,0.38,28.12
2016-06-10,53,38.0,,0.38,20.14
2016-06-11,42,38.0,,0.38,15.96
2016-06-12,39,38.0,,0.38,14.82
2016-06-13,57,38.0,,0.38,21.66
2016-06-14,54,38.0,,0.38,20.52
2016-06-15,55,38.0,,0.38,20.9
2016-06-16,60,38.0,,0.38,22.8
2016-06-17,56,38.0,,0.38,21.28
2016-06-18,39,38.0,,0.38,14.82
2016-06-19,36,38.0,,0.38,13.68
2016-06-20,60,38.0,,0.38,22.8
2016-06-21,64,38.0,,0.38,24.32
2016-06-22,66,38.0,,0.38,25.080000000000002
2016-06-23,59,38.0,,0.38,22.42
2016-06-24,62,38.0,,0.38,23.56
2016-06-25,48,38.0,,0.38,18.240000000000002
2016-06-26,44,38.0,,0.38,16.72
2016-06-27,62,38.0,,0.38,23.56
2016-06-28,64,38.0,,0.38,24.32
2016-06-29,56,38.0,,0.38,21.28
2016-06-30,61,38.0,,0.38,23.18
2016-07-01,73,36.0,False,0.36,26.279999999999998
2016-07-02,52,36.0,,0.36,18.72
2016-07-03,49,36.0,,0.36,17.64
2016-07-04,50,36.0,,0.36,18.0
2016-07-05,76,36.0,,0.36,27.36
2016-07-06,83,36.0,,0.36,29.88
2016-07-07,73,36.0,,0.36,26.279999999999998
2016-07-08,70,36.0,,0.36,25.2
2016-07-09,50,36.0,,0.36,18.0
2016-07-10,59,36.0,,0.36,21.24
2016-07-11,77,36.0,,0.36,27.72
2016-07-12,80,36.0,,0.36,28.799999999999997
2016-07-13,72,36.0,,0.36,25.919999999999998
2016-07-14,75,36.0,,0.36,27.0
2016-07-15,69,36.0,,0.36,24.84
2016-07-16,54,36.0,,0.36,19.439999999999998
2016-07-17,59,36.0,,0.36,21.24
2016-07-18,72,36.0,,0.36,25.919999999999998
2016-07-19,81,36.0,,0.36,29.16
2016-07-20,82,36.0,,0.36,29.52
2016-07-21,94,36.0,,0.36,33.839999999999996
2016-07-22,90,36.0,,0.36,32.4
2016-07-23,64,36.0,,0.36,23.04
2016-07-24,54,36.0,,0.36,19.439999999999998
2016-07-25,75,36.0,,0.36,27.0
2016-07-26,100,36.0,,0.36,36.0
2016-07-27,83,36.0,,0.36,29.88
2016-07-28,98,36.0,,0.36,35.28
2016-07-29,97,36.0,,0.36,34.92
2016-07-30,56,36.0,,0.36,20.16
2016-07-31,65,36.0,,0.36,23.4
2016-08-01,89,35.0,False,0.35,31.15
2016-08-02,96,35.0,,0.35,33.599999999999994
2016-08-03,95,35.0,,0.35,33.25
2016-08-04,100,35.0,,0.35,35.0
2016-08-05,79,35.0,,0.35,27.65
2016-08-06,61,35.0,,0.35,21.349999999999998
2016-08-07,57,35.0,,0.35,19.95
2016-08-08,85,35.0,,0.35,29.749999999999996
2016-08-09,88,35.0,,0.35,30.799999999999997
2016-08-10,78,35.0,,0.35,27.299999999999997
2016-08-11,87,35.0,,0.35,30.45
2016-08-12,71,35.0,,0.35,24.849999999999998
2016-08-13,63,35.0,,0.35,22.049999999999997
2016-08-14,48,35.0,,0.35,16.799999999999997
2016-08-15,74,35.0,,0.35,25.9
2016-08-16,80,35.0,,0.35,28.0
