date,world_unscaled,world_monthly,isPartial,scale,world
2013-04-03,90,28.0,,0.28,25.200000000000003
2013-04-04,100,28.0,,0.28,28.000000000000004
2013-04-05,94,28.0,,0.28,26.320000000000004
2013-04-06,93,28.0,,0.28,26.040000000000003
2013-04-07,99,28.0,,0.28,27.720000000000002
2013-04-08,89,28.0,,0.28,24.92
2013-04-09,91,28.0,,0.28,25.480000000000004
2013-04-10,90,28.0,,0.28,25.200000000000003
2013-04-11,94,28.0,,0.28,26.320000000000004
2013-04-12,90,28.0,,0.28,25.200000000000003
2013-04-13,87,28.0,,0.28,24.360000000000003
2013-04-14,94,28.0,,0.28,26.320000000000004
2013-04-15,93,28.0,,0.28,26.040000000000003
2013-04-16,90,28.0,,0.28,25.200000000000003
2013-04-17,88,28.0,,0.28,24.64
2013-04-18,86,28.0,,0.28,24.080000000000002
2013-04-19,90,28.0,,0.28,25.200000000000003
2013-04-20,88,28.0,,0.28,24.64
2013-04-21,95,28.0,,0.28,26.6
2013-04-22,87,28.0,,0.28,24.360000000000003
2013-04-23,94,28.0,,0.28,26.320000000000004
2013-04-24,91,28.0,,0.28,25.480000000000004
2013-04-25,94,28.0,,0.28,26.320000000000004
2013-04-26,86,28.0,,0.28,24.080000000000002
2013-04-27,90,28.0,,0.28,25.200000000000003
2013-04-28,94,28.0,,0.28,26.320000000000004
2013-04-29,92,28.0,,0.28,25.76
2013-04-30,92,28.0,,0.28,25.76
2013-05-01,91,28.0,False,0.28,25.480000000000004
2013-05-02,93,28.0,,0.28,26.040000000000003
2013-05-03,91,28.0,,0.28,25.480000000000004
2013-05-04,86,28.0,,0.28,24.080000000000002
2013-05-05,97,28.0,,0.28,27.160000000000004
2013-05-06,91,28.0,,0.28,25.480000000000004
2013-05-07,87,28.0,,0.28,24.360000000000003
2013-05-08,90,28.0,,0.28,25.200000000000003
2013-05-09,88,28.0,,0.28,24.64
2013-05-10,94,28.0,,0.28,26.320000000000004
2013-05-11,90,28.0,,0.28,25.200000000000003
2013-05-12,92,28.0,,0.28,25.76
2013-05-13,89,28.0,,0.28,24.92
2013-05-14,89,28.0,,0.28,24.92
2013-05-15,91,28.0,,0.28,25.480000000000004
2013-05-16,89,28.0,,0.28,24.92
2013-05-17,87,28.0,,0.28,24.360000000000003
2013-05-18,93,28.0,,0.28,26.040000000000003
2013-05-19,95,28.0,,0.28,26.6
2013-05-20,90,28.0,,0.28,25.200000000000003
2013-05-21,87,28.0,,0.28,24.360000000000003
2013-05-22,89,28.0,,0.28,24.92
2013-05-23,91,28.0,,0.28,25.480000000000004
2013-05-24,87,28.0,,0.28,24.360000000000003
2013-05-25,92,28.0,,0.28,25.76
2013-05-26,98,28.0,,0.28,27.44
2013-05-27,100,28.0,,0.28,28.000000000000004
2013-05-28,96,28.0,,0.28,26.880000000000003
2013-05-29,94,28.0,,0.28,26.320000000000004
2013-05-30,97,28.0,,0.28,27.160000000000004
2013-05-31,91,28.0,,0.28,25.480000000000004
2013-06-01,74,31.0,False,0.31,22.94
2013-06-02,81,31.0,,0.31,25.11
2013-06-03,74,31.0,,0.31,22.94
2013-06-04,70,31.0,,0.31,21.7
2013-06-05,70,31.0,,0.31,21.7
2013-06-06,68,31.0,,0.31,21.08
2013-06-07,72,31.0,,0.31,22.32
2013-06-08,77,31.0,,0.31,23.87
2013-06-09,79,31.0,,0.31,24.49
2013-06-10,73,31.0,,0.31,22.63
2013-06-11,71,31.0,,0.31,22.01
2013-06-12,74,31.0,,0.31,22.94
2013-06-13,72,31.0,,0.31,22.32
2013-06-14,69,31.0,,0.31,21.39
2013-06-15,75,31.0,,0.31,23.25
2013-06-16,85,31.0,,0.31,26.35
2013-06-17,74,31.0,,0.31,22.94
2013-06-18,77,31.0,,0.31,23.87
2013-06-19,77,31.0,,0.31,23.87
2013-06-20,75,31.0,,0.31,23.25
2013-06-21,88,31.0,,0.31,27.28
2013-06-22,100,31.0,,0.31,31.0
2013-06-23,98,31.0,,0.31,30.38
2013-06-24,80,31.0,,0.31,24.8
2013-06-25,76,31.0,,0.31,23.56
2013-06-26,74,31.0,,0.31,22.94
2013-06-27,73,31.0,,0.31,22.63
2013-06-28,71,31.0,,0.31,22.01
2013-06-29,79,31.0,,0.31,24.49
2013-06-30,84,31.0,,0.31,26.04
2013-07-01,86,29.0,False,0.29,24.939999999999998
2013-07-02,83,29.0,,0.29,24.069999999999997
2013-07-03,83,29.0,,0.29,24.069999999999997
2013-07-04,93,29.0,,0.29,26.97
2013-07-05,89,29.0,,0.29,25.81
2013-07-06,97,29.0,,0.29,28.13
2013-07-07,100,29.0,,0.29,28.999999999999996
2013-07-08,87,29.0,,0.29,25.229999999999997
2013-07-09,86,29.0,,0.29,24.939999999999998
2013-07-10,84,29.0,,0.29,24.36
2013-07-11,86,29.0,,0.29,24.939999999999998
2013-07-12,89,29.0,,0.29,25.81
2013-07-13,91,29.0,,0.29,26.389999999999997
2013-07-14,89,29.0,,0.29,25.81
2013-07-15,86,29.0,,0.29,24.939999999999998
2013-07-16,85,29.0,,0.29,24.65
2013-07-17,80,29.0,,0.29,23.2
2013-07-18,79,29.0,,0.29,22.91
2013-07-19,82,29.0,,0.29,23.779999999999998
2013-07-20,86,29.0,,0.29,24.939999999999998
2013-07-21,90,29.0,,0.29,26.099999999999998
2013-07-22,81,29.0,,0.29,23.49
2013-07-23,77,29.0,,0.29,22.33
2013-07-24,77,29.0,,0.29,22.33
2013-07-25,82,29.0,,0.29,23.779999999999998
2013-07-26,75,29.0,,0.29,21.75
2013-07-27,83,29.0,,0.29,24.069999999999997
2013-07-28,90,29.0,,0.29,26.099999999999998
2013-07-29,78,29.0,,0.29,22.619999999999997
2013-07-30,75,29.0,,0.29,21.75
2013-07-31,72,29.0,,0.29,20.88
2013-08-01,79,27.0,False,0.27,21.330000000000002
2013-08-02,81,27.0,,0.27,21.87
2013-08-03,85,27.0,,0.27,22.950000000000003
2013-08-04,89,27.0,,0.27,24.03
2013-08-05,80,27.0,,0.27,21.6
2013-08-06,79,27.0,,0.27,21.330000000000002
2013-08-07,77,27.0,,0.27,20.790000000000003
2013-08-08,81,27.0,,0.27,21.87
2013-08-09,82,27.0,,0.27,22.14
2013-08-10,89,27.0,,0.27,24.03
2013-08-11,94,27.0,,0.27,25.380000000000003
2013-08-12,81,27.0,,0.27,21.87
2013-08-13,78,27.0,,0.27,21.060000000000002
2013-08-14,78,27.0,,0.27,21.060000000000002
2013-08-15,81,27.0,,0.27,21.87
2013-08-16,83,27.0,,0.27,22.41
2013-08-17,89,27.0,,0.27,24.03
2013-08-18,95,27.0,,0.27,25.650000000000002
2013-08-19,80,27.0,,0.27,21.6
2013-08-20,79,27.0,,0.27,21.330000000000002
2013-08-21,79,27.0,,0.27,21.330000000000002
2013-08-22,83,27.0,,0.27,22.41
2013-08-23,83,27.0,,0.27,22.41
2013-08-24,90,27.0,,0.27,24.3
2013-08-25,100,27.0,,0.27,27.0
2013-08-26,75,27.0,,0.27,20.25
2013-08-27,75,27.0,,0.27,20.25
2013-08-28,76,27.0,,0.27,20.520000000000003
2013-08-29,78,27.0,,0.27,21.060000000000002
2013-08-30,75,27.0,,0.27,20.25
2013-08-31,78,27.0,,0.27,21.060000000000002
2013-09-01,77,27.0,False,0.27,20.790000000000003
2013-09-02,78,27.0,,0.27,21.060000000000002
2013-09-03,71,27.0,,0.27,19.17
2013-09-04,70,27.0,,0.27,18.900000000000002
2013-09-05,71,27.0,,0.27,19.17
2013-09-06,74,27.0,,0.27,19.98
2013-09-07,82,27.0,,0.27,22.14
2013-09-08,79,27.0,,0.27,21.330000000000002
2013-09-09,71,27.0,,0.27,19.17
2013-09-10,78,27.0,,0.27,21.060000000000002
2013-09-11,100,27.0,,0.27,27.0
2013-09-12,82,27.0,,0.27,22.14
2013-09-13,73,27.0,,0.27,19.71
2013-09-14,71,27.0,,0.27,19.17
2013-09-15,77,27.0,,0.27,20.790000000000003
2013-09-16,73,27.0,,0.27,19.71
2013-09-17,74,27.0,,0.27,19.98
2013-09-18,73,27.0,,0.27,19.71
2013-09-19,73,27.0,,0.27,19.71
2013-09-20,71,27.0,,0.27,19.17
2013-09-21,74,27.0,,0.27,19.98
2013-09-22,78,27.0,,0.27,21.060000000000002
2013-09-23,73,27.0,,0.27,19.71
2013-09-24,71,27.0,,0.27,19.17
2013-09-25,71,27.0,,0.27,19.17
2013-09-26,72,27.0,,0.27,19.44
2013-09-27,70,27.0,,0.27,18.900000000000002
2013-09-28,83,27.0,,0.27,22.41
2013-09-29,83,27.0,,0.27,22.41
2013-09-30,71,27.0,,0.27,19.17
2013-10-01,49,32.0,False,0.32,15.68
2013-10-02,51,32.0,,0.32,16.32
2013-10-03,52,32.0,,0.32,16.64
2013-10-04,51,32.0,,0.32,16.32
2013-10-05,53,32.0,,0.32,16.96
2013-10-06,52,32.0,,0.32,16.64
2013-10-07,50,32.0,,0.32,16.0
2013-10-08,51,32.0,,0.32,16.32
2013-10-09,52,32.0,,0.32,16.64
2013-10-10,52,32.0,,0.32,16.64
2013-10-11,53,32.0,,0.32,16.96
2013-10-12,57,32.0,,0.32,18.240000000000002
2013-10-13,56,32.0,,0.32,17.92
2013-10-14,53,32.0,,0.32,16.96
2013-10-15,54,32.0,,0.32,17.28
2013-10-16,60,32.0,,0.32,19.2
2013-10-17,54,32.0,,0.32,17.28
2013-10-18,52,32.0,,0.32,16.64
2013-10-19,60,32.0,,0.32,19.2
2013-10-20,71,32.0,,0.32,22.72
2013-10-21,59,32.0,,0.32,18.88
2013-10-22,58,32.0,,0.32,18.56
2013-10-23,68,32.0,,0.32,21.76
2013-10-24,81,32.0,,0.32,25.92
2013-10-25,73,32.0,,0.32,23.36
2013-10-26,65,32.0,,0.32,20.8
2013-10-27,95,32.0,,0.32,30.400000000000002
2013-10-28,84,32.0,,0.32,26.88
2013-10-29,80,32.0,,0.32,25.6
2013-10-30,68,32.0,,0.32,21.76
2013-10-31,100,32.0,,0.32,32.0
2013-11-01,91,27.0,False,0.27,24.57
2013-11-02,91,27.0,,0.27,24.57
2013-11-03,98,27.0,,0.27,26.46
2013-11-04,86,27.0,,0.27,23.220000000000002
2013-11-05,88,27.0,,0.27,23.76
2013-11-06,91,27.0,,0.27,24.57
2013-11-07,89,27.0,,0.27,24.03
2013-11-08,92,27.0,,0.27,24.840000000000003
2013-11-09,98,27.0,,0.27,26.46
2013-11-10,100,27.0,,0.27,27.0
2013-11-11,94,27.0,,0.27,25.380000000000003
2013-11-12,93,27.0,,0.27,25.110000000000003
2013-11-13,93,27.0,,0.27,25.110000000000003
2013-11-14,87,27.0,,0.27,23.490000000000002
2013-11-15,88,27.0,,0.27,23.76
2013-11-16,87,27.0,,0.27,23.490000000000002
2013-11-17,91,27.0,,0.27,24.57
2013-11-18,88,27.0,,0.27,23.76
2013-11-19,88,27.0,,0.27,23.76
2013-11-20,87,27.0,,0.27,23.490000000000002
2013-11-21,91,27.0,,0.27,24.57
2013-11-22,84,27.0,,0.27,22.68
2013-11-23,83,27.0,,0.27,22.41
2013-11-24,86,27.0,,0.27,23.220000000000002
2013-11-25,85,27.0,,0.27,22.950000000000003
2013-11-26,81,27.0,,0.27,21.87
2013-11-27,82,27.0,,0.27,22.14
2013-11-28,83,27.0,,0.27,22.41
2013-11-29,81,27.0,,0.27,21.87
2013-11-30,88,27.0,,0.27,23.76
2013-12-01,61,27.0,False,0.27,16.470000000000002
2013-12-02,61,27.0,,0.27,16.470000000000002
2013-12-03,66,27.0,,0.27,17.82
2013-12-04,66,27.0,,0.27,17.82
2013-12-05,66,27.0,,0.27,17.82
2013-12-06,100,27.0,,0.27,27.0
2013-12-07,82,27.0,,0.27,22.14
2013-12-08,70,27.0,,0.27,18.900000000000002
2013-12-09,67,27.0,,0.27,18.09
2013-12-10,66,27.0,,0.27,17.82
2013-12-11,65,27.0,,0.27,17.55
2013-12-12,65,27.0,,0.27,17.55
2013-12-13,61,27.0,,0.27,16.470000000000002
2013-12-14,65,27.0,,0.27,17.55
2013-12-15,67,27.0,,0.27,18.09
2013-12-16,64,27.0,,0.27,17.28
2013-12-17,62,27.0,,0.27,16.740000000000002
2013-12-18,63,27.0,,0.27,17.01
2013-12-19,61,27.0,,0.27,16.470000000000002
2013-12-20,60,27.0,,0.27,16.200000000000003
2013-12-21,63,27.0,,0.27,17.01
2013-12-22,65,27.0,,0.27,17.55
2013-12-23,60,27.0,,0.27,16.200000000000003
2013-12-24,61,27.0,,0.27,16.470000000000002
2013-12-25,66,27.0,,0.27,17.82
2013-12-26,61,27.0,,0.27,16.470000000000002
2013-12-27,62,27.0,,0.27,16.740000000000002
2013-12-28,65,27.0,,0.27,17.55
2013-12-29,67,27.0,,0.27,18.09
2013-12-30,62,27.0,,0.27,16.740000000000002
2013-12-31,66,27.0,,0.27,17.82
2014-01-01,99,27.0,False,0.27,26.73
2014-01-02,90,27.0,,0.27,24.3
2014-01-03,88,27.0,,0.27,23.76
2014-01-04,94,27.0,,0.27,25.380000000000003
2014-01-05,97,27.0,,0.27,26.19
2014-01-06,87,27.0,,0.27,23.490000000000002
2014-01-07,84,27.0,,0.27,22.68
2014-01-08,91,27.0,,0.27,24.57
2014-01-09,96,27.0,,0.27,25.92
2014-01-10,94,27.0,,0.27,25.380000000000003
2014-01-11,92,27.0,,0.27,24.840000000000003
2014-01-12,98,27.0,,0.27,26.46
2014-01-13,91,27.0,,0.27,24.57
2014-01-14,93,27.0,,0.27,25.110000000000003
2014-01-15,91,27.0,,0.27,24.57
2014-01-16,96,27.0,,0.27,25.92
2014-01-17,92,27.0,,0.27,24.840000000000003
2014-01-18,96,27.0,,0.27,25.92
2014-01-19,97,27.0,,0.27,26.19
2014-01-20,89,27.0,,0.27,24.03
2014-01-21,89,27.0,,0.27,24.03
2014-01-22,91,27.0,,0.27,24.57
2014-01-23,94,27.0,,0.27,25.380000000000003
2014-01-24,92,27.0,,0.27,24.840000000000003
2014-01-25,96,27.0,,0.27,25.92
2014-01-26,100,27.0,,0.27,27.0
2014-01-27,89,27.0,,0.27,24.03
2014-01-28,87,27.0,,0.27,23.490000000000002
2014-01-29,87,27.0,,0.27,23.490000000000002
2014-01-30,95,27.0,,0.27,25.650000000000002
2014-01-31,92,27.0,,0.27,24.840000000000003
2014-02-01,90,26.0,False,0.26,23.400000000000002
2014-02-02,93,26.0,,0.26,24.18
2014-02-03,86,26.0,,0.26,22.36
2014-02-04,91,26.0,,0.26,23.66
2014-02-05,89,26.0,,0.26,23.14
2014-02-06,94,26.0,,0.26,24.44
2014-02-07,87,26.0,,0.26,22.62
2014-02-08,100,26.0,,0.26,26.0
2014-02-09,95,26.0,,0.26,24.7
2014-02-10,88,26.0,,0.26,22.880000000000003
2014-02-11,83,26.0,,0.26,21.580000000000002
2014-02-12,85,26.0,,0.26,22.1
2014-02-13,88,26.0,,0.26,22.880000000000003
2014-02-14,81,26.0,,0.26,21.060000000000002
2014-02-15,86,26.0,,0.26,22.36
2014-02-16,92,26.0,,0.26,23.92
2014-02-17,84,26.0,,0.26,21.84
2014-02-18,89,26.0,,0.26,23.14
2014-02-19,88,26.0,,0.26,22.880000000000003
2014-02-20,87,26.0,,0.26,22.62
2014-02-21,88,26.0,,0.26,22.880000000000003
2014-02-22,90,26.0,,0.26,23.400000000000002
2014-02-23,97,26.0,,0.26,25.220000000000002
2014-02-24,93,26.0,,0.26,24.18
2014-02-25,90,26.0,,0.26,23.400000000000002
2014-02-26,94,26.0,,0.26,24.44
2014-02-27,96,26.0,,0.26,24.96
2014-02-28,87,26.0,,0.26,22.62
2014-03-01,91,28.0,False,0.28,25.480000000000004
2014-03-02,98,28.0,,0.28,27.44
2014-03-03,91,28.0,,0.28,25.480000000000004
2014-03-04,94,28.0,,0.28,26.320000000000004
2014-03-05,92,28.0,,0.28,25.76
2014-03-06,96,28.0,,0.28,26.880000000000003
2014-03-07,92,28.0,,0.28,25.76
2014-03-08,92,28.0,,0.28,25.76
2014-03-09,100,28.0,,0.28,28.000000000000004
2014-03-10,94,28.0,,0.28,26.320000000000004
2014-03-11,92,28.0,,0.28,25.76
2014-03-12,93,28.0,,0.28,26.040000000000003
2014-03-13,95,28.0,,0.28,26.6
2014-03-14,92,28.0,,0.28,25.76
2014-03-15,93,28.0,,0.28,26.040000000000003
2014-03-16,97,28.0,,0.28,27.160000000000004
2014-03-17,93,28.0,,0.28,26.040000000000003
2014-03-18,92,28.0,,0.28,25.76
2014-03-19,94,28.0,,0.28,26.320000000000004
2014-03-20,99,28.0,,0.28,27.720000000000002
2014-03-21,95,28.0,,0.28,26.6
2014-03-22,93,28.0,,0.28,26.040000000000003
2014-03-23,98,28.0,,0.28,27.44
2014-03-24,93,28.0,,0.28,26.040000000000003
2014-03-25,97,28.0,,0.28,27.160000000000004
2014-03-26,98,28.0,,0.28,27.44
2014-03-27,99,28.0,,0.28,27.720000000000002
2014-03-28,93,28.0,,0.28,26.040000000000003
2014-03-29,90,28.0,,0.28,25.200000000000003
2014-03-30,98,28.0,,0.28,27.44
2014-03-31,90,28.0,,0.28,25.200000000000003
2014-04-01,95,28.0,False,0.28,26.6
2014-04-02,99,28.0,,0.28,27.720000000000002
2014-04-03,99,28.0,,0.28,27.720000000000002
2014-04-04,94,28.0,,0.28,26.320000000000004
2014-04-05,92,28.0,,0.28,25.76
2014-04-06,100,28.0,,0.28,28.000000000000004
2014-04-07,91,28.0,,0.28,25.480000000000004
2014-04-08,92,28.0,,0.28,25.76
2014-04-09,90,28.0,,0.28,25.200000000000003
2014-04-10,95,28.0,,0.28,26.6
2014-04-11,97,28.0,,0.28,27.160000000000004
2014-04-12,93,28.0,,0.28,26.040000000000003
2014-04-13,93,28.0,,0.28,26.040000000000003
2014-04-14,92,28.0,,0.28,25.76
2014-04-15,99,28.0,,0.28,27.720000000000002
2014-04-16,98,28.0,,0.28,27.44
2014-04-17,92,28.0,,0.28,25.76
2014-04-18,92,28.0,,0.28,25.76
2014-04-19,92,28.0,,0.28,25.76
2014-04-20,94,28.0,,0.28,26.320000000000004
2014-04-21,91,28.0,,0.28,25.480000000000004
2014-04-22,94,28.0,,0.28,26.320000000000004
2014-04-23,96,28.0,,0.28,26.880000000000003
2014-04-24,95,28.0,,0.28,26.6
2014-04-25,93,28.0,,0.28,26.040000000000003
2014-04-26,95,28.0,,0.28,26.6
2014-04-27,97,28.0,,0.28,27.160000000000004
2014-04-28,93,28.0,,0.28,26.040000000000003
2014-04-29,96,28.0,,0.28,26.880000000000003
2014-04-30,92,28.0,,0.28,25.76
2014-05-01,81,30.0,False,0.3,24.3
2014-05-02,81,30.0,,0.3,24.3
2014-05-03,80,30.0,,0.3,24.0
2014-05-04,83,30.0,,0.3,24.9
2014-05-05,80,30.0,,0.3,24.0
2014-05-06,80,30.0,,0.3,24.0
2014-05-07,85,30.0,,0.3,25.5
2014-05-08,83,30.0,,0.3,24.9
2014-05-09,80,30.0,,0.3,24.0
2014-05-10,77,30.0,,0.3,23.099999999999998
2014-05-11,86,30.0,,0.3,25.8
2014-05-12,88,30.0,,0.3,26.4
2014-05-13,85,30.0,,0.3,25.5
2014-05-14,87,30.0,,0.3,26.099999999999998
2014-05-15,86,30.0,,0.3,25.8
2014-05-16,85,30.0,,0.3,25.5
2014-05-17,84,30.0,,0.3,25.2
2014-05-18,88,30.0,,0.3,26.4
2014-05-19,87,30.0,,0.3,26.099999999999998
2014-05-20,88,30.0,,0.3,26.4
2014-05-21,84,30.0,,0.3,25.2
2014-05-22,89,30.0,,0.3,26.7
2014-05-23,95,30.0,,0.3,28.5
2014-05-24,94,30.0,,0.3,28.2
2014-05-25,96,30.0,,0.3,28.799999999999997
2014-05-26,100,30.0,,0.3,30.0
2014-05-27,98,30.0,,0.3,29.4
2014-05-28,100,30.0,,0.3,30.0
2014-05-29,99,30.0,,0.3,29.7
2014-05-30,94,30.0,,0.3,28.2
2014-05-31,100,30.0,,0.3,30.0
2014-06-01,20,100.0,False,1.0,20.0
2014-06-02,18,100.0,,1.0,18.0
2014-06-03,18,100.0,,1.0,18.0
2014-06-04,18,100.0,,1.0,18.0
2014-06-05,18,100.0,,1.0,18.0
2014-06-06,18,100.0,,1.0,18.0
2014-06-07,21,100.0,,1.0,21.0
2014-06-08,21,100.0,,1.0,21.0
2014-06-09,23,100.0,,1.0,23.0
2014-06-10,24,100.0,,1.0,24.0
2014-06-11,29,100.0,,1.0,29.0
2014-06-12,73,100.0,,1.0,73.0
2014-06-13,73,100.0,,1.0,73.0
2014-06-14,77,100.0,,1.0,77.0
2014-06-15,78,100.0,,1.0,78.0
2014-06-16,77,100.0,,1.0,77.0
2014-06-17,74,100.0,,1.0,74.0
2014-06-18,66,100.0,,1.0,66.0
2014-06-19,64,100.0,,1.0,64.0
2014-06-20,63,100.0,,1.0,63.0
2014-06-21,68,100.0,,1.0,68.0
2014-06-22,89,100.0,,1.0,89.0
2014-06-23,75,100.0,,1.0,75.0
2014-06-24,62,100.0,,1.0,62.0
2014-06-25,61,100.0,,1.0,61.0
2014-06-26,100,100.0,,1.0,100.0
2014-06-27,46,100.0,,1.0,46.0
2014-06-28,69,100.0,,1.0,69.0
2014-06-29,74,100.0,,1.0,74.0
2014-06-30,63,100.0,,1.0,63.0
2014-07-01,79,58.0,False,0.58,45.82
2014-07-02,36,58.0,,0.58,20.88
2014-07-03,28,58.0,,0.58,16.24
2014-07-04,56,58.0,,0.58,32.48
2014-07-05,58,58.0,,0.58,33.64
2014-07-06,34,58.0,,0.58,19.72
2014-07-07,27,58.0,,0.58,15.659999999999998
2014-07-08,55,58.0,,0.58,31.9
2014-07-09,53,58.0,,0.58,30.74
2014-07-10,30,58.0,,0.58,17.4
2014-07-11,24,58.0,,0.58,13.919999999999998
2014-07-12,42,58.0,,0.58,24.36
2014-07-13,100,58.0,,0.58,57.99999999999999
2014-07-14,30,58.0,,0.58,17.4
2014-07-15,17,58.0,,0.58,9.86
2014-07-16,16,58.0,,0.58,9.28
2014-07-17,15,58.0,,0.58,8.7
2014-07-18,15,58.0,,0.58,8.7
2014-07-19,16,58.0,,0.58,9.28
2014-07-20,16,58.0,,0.58,9.28
2014-07-21,14,58.0,,0.58,8.12
2014-07-22,13,58.0,,0.58,7.539999999999999
2014-07-23,13,58.0,,0.58,7.539999999999999
2014-07-24,13,58.0,,0.58,7.539999999999999
2014-07-25,13,58.0,,0.58,7.539999999999999
2014-07-26,14,58.0,,0.58,8.12
2014-07-27,14,58.0,,0.58,8.12
2014-07-28,13,58.0,,0.58,7.539999999999999
2014-07-29,12,58.0,,0.58,6.959999999999999
2014-07-30,12,58.0,,0.58,6.959999999999999
2014-07-31,12,58.0,,0.58,6.959999999999999
2014-08-01,69,27.0,False,0.27,18.630000000000003
2014-08-02,78,27.0,,0.27,21.060000000000002
2014-08-03,81,27.0,,0.27,21.87
2014-08-04,70,27.0,,0.27,18.900000000000002
2014-08-05,71,27.0,,0.27,19.17
2014-08-06,73,27.0,,0.27,19.71
2014-08-07,73,27.0,,0.27,19.71
2014-08-08,76,27.0,,0.27,20.520000000000003
2014-08-09,82,27.0,,0.27,22.14
2014-08-10,84,27.0,,0.27,22.68
2014-08-11,72,27.0,,0.27,19.44
2014-08-12,70,27.0,,0.27,18.900000000000002
2014-08-13,69,27.0,,0.27,18.630000000000003
2014-08-14,75,27.0,,0.27,20.25
2014-08-15,78,27.0,,0.27,21.060000000000002
2014-08-16,86,27.0,,0.27,23.220000000000002
2014-08-17,93,27.0,,0.27,25.110000000000003
2014-08-18,79,27.0,,0.27,21.330000000000002
2014-08-19,77,27.0,,0.27,20.790000000000003
2014-08-20,79,27.0,,0.27,21.330000000000002
2014-08-21,82,27.0,,0.27,22.14
2014-08-22,77,27.0,,0.27,20.790000000000003
2014-08-23,87,27.0,,0.27,23.490000000000002
2014-08-24,100,27.0,,0.27,27.0
2014-08-25,75,27.0,,0.27,20.25
2014-08-26,70,27.0,,0.27,18.900000000000002
2014-08-27,68,27.0,,0.27,18.36
2014-08-28,68,27.0,,0.27,18.36
2014-08-29,69,27.0,,0.27,18.630000000000003
2014-08-30,72,27.0,,0.27,19.44
2014-08-31,76,27.0,,0.27,20.520000000000003
2014-09-01,89,26.0,False,0.26,23.14
2014-09-02,82,26.0,,0.26,21.32
2014-09-03,85,26.0,,0.26,22.1
2014-09-04,83,26.0,,0.26,21.580000000000002
2014-09-05,77,26.0,,0.26,20.02
2014-09-06,83,26.0,,0.26,21.580000000000002
2014-09-07,86,26.0,,0.26,22.36
2014-09-08,79,26.0,,0.26,20.54
2014-09-09,85,26.0,,0.26,22.1
2014-09-10,86,26.0,,0.26,22.36
2014-09-11,100,26.0,,0.26,26.0
2014-09-12,89,26.0,,0.26,23.14
2014-09-13,83,26.0,,0.26,21.580000000000002
2014-09-14,89,26.0,,0.26,23.14
2014-09-15,80,26.0,,0.26,20.8
2014-09-16,80,26.0,,0.26,20.8
2014-09-17,82,26.0,,0.26,21.32
2014-09-18,85,26.0,,0.26,22.1
2014-09-19,78,26.0,,0.26,20.28
2014-09-20,78,26.0,,0.26,20.28
2014-09-21,85,26.0,,0.26,22.1
2014-09-22,78,26.0,,0.26,20.28
2014-09-23,83,26.0,,0.26,21.580000000000002
2014-09-24,85,26.0,,0.26,22.1
2014-09-25,83,26.0,,0.26,21.580000000000002
2014-09-26,81,26.0,,0.26,21.060000000000002
2014-09-27,83,26.0,,0.26,21.580000000000002
2014-09-28,87,26.0,,0.26,22.62
2014-09-29,82,26.0,,0.26,21.32
2014-09-30,89,26.0,,0.26,23.14
2014-10-01,43,31.0,False,0.31,13.33
2014-10-02,41,31.0,,0.31,12.709999999999999
2014-10-03,41,31.0,,0.31,12.709999999999999
2014-10-04,41,31.0,,0.31,12.709999999999999
2014-10-05,43,31.0,,0.31,13.33
2014-10-06,42,31.0,,0.31,13.02
2014-10-07,41,31.0,,0.31,12.709999999999999
2014-10-08,43,31.0,,0.31,13.33
2014-10-09,43,31.0,,0.31,13.33
2014-10-10,41,31.0,,0.31,12.709999999999999
2014-10-11,43,31.0,,0.31,13.33
2014-10-12,45,31.0,,0.31,13.95
2014-10-13,42,31.0,,0.31,13.02
2014-10-14,42,31.0,,0.31,13.02
2014-10-15,45,31.0,,0.31,13.95
2014-10-16,49,31.0,,0.31,15.19
2014-10-17,51,31.0,,0.31,15.81
2014-10-18,46,31.0,,0.31,14.26
2014-10-19,49,31.0,,0.31,15.19
2014-10-20,45,31.0,,0.31,13.95
2014-10-21,54,31.0,,0.31,16.74
2014-10-22,64,31.0,,0.31,19.84
2014-10-23,62,31.0,,0.31,19.22
2014-10-24,49,31.0,,0.31,15.19
2014-10-25,68,31.0,,0.31,21.08
2014-10-26,77,31.0,,0.31,23.87
2014-10-27,63,31.0,,0.31,19.53
2014-10-28,51,31.0,,0.31,15.81
2014-10-29,81,31.0,,0.31,25.11
2014-10-30,100,31.0,,0.31,31.0
2014-10-31,42,31.0,,0.31,13.02
2014-11-01,87,26.0,False,0.26,22.62
2014-11-02,94,26.0,,0.26,24.44
2014-11-03,94,26.0,,0.26,24.44
2014-11-04,85,26.0,,0.26,22.1
2014-11-05,85,26.0,,0.26,22.1
2014-11-06,84,26.0,,0.26,21.84
2014-11-07,87,26.0,,0.26,22.62
2014-11-08,86,26.0,,0.26,22.36
2014-11-09,91,26.0,,0.26,23.66
2014-11-10,89,26.0,,0.26,23.14
2014-11-11,89,26.0,,0.26,23.14
2014-11-12,97,26.0,,0.26,25.220000000000002
2014-11-13,94,26.0,,0.26,24.44
2014-11-14,97,26.0,,0.26,25.220000000000002
2014-11-15,94,26.0,,0.26,24.44
2014-11-16,90,26.0,,0.26,23.400000000000002
2014-11-17,91,26.0,,0.26,23.66
2014-11-18,90,26.0,,0.26,23.400000000000002
