date,revenue_unscaled,revenue_monthly,isPartial,scale,revenue
2018-02-08,91,65.0,,0.65,59.15
2018-02-09,80,65.0,,0.65,52.0
2018-02-10,48,65.0,,0.65,31.200000000000003
2018-02-11,47,65.0,,0.65,30.55
2018-02-12,91,65.0,,0.65,59.15
2018-02-13,88,65.0,,0.65,57.2
2018-02-14,85,65.0,,0.65,55.25
2018-02-15,93,65.0,,0.65,60.45
2018-02-16,81,65.0,,0.65,52.65
2018-02-17,52,65.0,,0.65,33.800000000000004
2018-02-18,43,65.0,,0.65,27.95
2018-02-19,72,65.0,,0.65,46.800000000000004
2018-02-20,96,65.0,,0.65,62.400000000000006
2018-02-21,93,65.0,,0.65,60.45
2018-02-22,90,65.0,,0.65,58.5
2018-02-23,86,65.0,,0.65,55.9
2018-02-24,52,65.0,,0.65,33.800000000000004
2018-02-25,49,65.0,,0.65,31.85
2018-02-26,94,65.0,,0.65,61.1
2018-02-27,100,65.0,,0.65,65.0
2018-02-28,89,65.0,,0.65,57.85
2018-03-01,89,60.0,False,0.6,53.4
2018-03-02,76,60.0,,0.6,45.6
2018-03-03,47,60.0,,0.6,28.2
2018-03-04,44,60.0,,0.6,26.4
2018-03-05,100,60.0,,0.6,60.0
2018-03-06,99,60.0,,0.6,59.4
2018-03-07,84,60.0,,0.6,50.4
2018-03-08,95,60.0,,0.6,57.0
2018-03-09,92,60.0,,0.6,55.199999999999996
2018-03-10,48,60.0,,0.6,28.799999999999997
2018-03-11,42,60.0,,0.6,25.2
2018-03-12,85,60.0,,0.6,51.0
2018-03-13,96,60.0,,0.6,57.599999999999994
2018-03-14,83,60.0,,0.6,49.8
2018-03-15,86,60.0,,0.6,51.6
2018-03-16,74,60.0,,0.6,44.4
2018-03-17,41,60.0,,0.6,24.599999999999998
2018-03-18,44,60.0,,0.6,26.4
2018-03-19,94,60.0,,0.6,56.4
2018-03-20,96,60.0,,0.6,57.599999999999994
2018-03-21,86,60.0,,0.6,51.6
2018-03-22,92,60.0,,0.6,55.199999999999996
2018-03-23,81,60.0,,0.6,48.6
2018-03-24,47,60.0,,0.6,28.2
2018-03-25,49,60.0,,0.6,29.4
2018-03-26,94,60.0,,0.6,56.4
2018-03-27,91,60.0,,0.6,54.6
2018-03-28,90,60.0,,0.6,54.0
2018-03-29,86,60.0,,0.6,51.6
2018-03-30,74,60.0,,0.6,44.4
2018-03-31,43,60.0,,0.6,25.8
2018-04-01,25,65.0,False,0.65,16.25
2018-04-02,69,65.0,,0.65,44.85
2018-04-03,65,65.0,,0.65,42.25
2018-04-04,63,65.0,,0.65,40.95
2018-04-05,62,65.0,,0.65,40.300000000000004
2018-04-06,58,65.0,,0.65,37.7
2018-04-07,37,65.0,,0.65,24.05
2018-04-08,38,65.0,,0.65,24.7
2018-04-09,64,65.0,,0.65,41.6
2018-04-10,66,65.0,,0.65,42.9
2018-04-11,72,65.0,,0.65,46.800000000000004
2018-04-12,74,65.0,,0.65,48.1
2018-04-13,68,65.0,,0.65,44.2
2018-04-14,43,65.0,,0.65,27.95
2018-04-15,47,65.0,,0.65,30.55
2018-04-16,90,65.0,,0.65,58.5
2018-04-17,100,65.0,,0.65,65.0
2018-04-18,72,65.0,,0.65,46.800000000000004
2018-04-19,64,65.0,,0.65,41.6
2018-04-20,52,65.0,,0.65,33.800000000000004
2018-04-21,29,65.0,,0.65,18.85
2018-04-22,29,65.0,,0.65,18.85
2018-04-23,65,65.0,,0.65,42.25
2018-04-24,64,65.0,,0.65,41.6
2018-04-25,60,65.0,,0.65,39.0
2018-04-26,61,65.0,,0.65,39.65
2018-04-27,56,65.0,,0.65,36.4
2018-04-28,26,65.0,,0.65,16.900000000000002
2018-04-29,29,65.0,,0.65,18.85
2018-04-30,64,65.0,,0.65,41.6
2018-05-01,91,48.0,False,0.48,43.68
2018-05-02,93,48.0,,0.48,44.64
2018-05-03,84,48.0,,0.48,40.32
2018-05-04,72,48.0,,0.48,34.56
2018-05-05,42,48.0,,0.48,20.16
2018-05-06,46,48.0,,0.48,22.08
2018-05-07,100,48.0,,0.48,48.0
2018-05-08,94,48.0,,0.48,45.12
2018-05-09,92,48.0,,0.48,44.16
2018-05-10,88,48.0,,0.48,42.239999999999995
2018-05-11,82,48.0,,0.48,39.36
2018-05-12,43,48.0,,0.48,20.64
2018-05-13,35,48.0,,0.48,16.8
2018-05-14,88,48.0,,0.48,42.239999999999995
2018-05-15,94,48.0,,0.48,45.12
2018-05-16,87,48.0,,0.48,41.76
2018-05-17,77,48.0,,0.48,36.96
2018-05-18,72,48.0,,0.48,34.56
2018-05-19,36,48.0,,0.48,17.28
2018-05-20,35,48.0,,0.48,16.8
2018-05-21,80,48.0,,0.48,38.4
2018-05-22,79,48.0,,0.48,37.92
2018-05-23,81,48.0,,0.48,38.879999999999995
2018-05-24,85,48.0,,0.48,40.8
2018-05-25,65,48.0,,0.48,31.2
2018-05-26,35,48.0,,0.48,16.8
2018-05-27,30,48.0,,0.48,14.399999999999999
2018-05-28,41,48.0,,0.48,19.68
2018-05-29,76,48.0,,0.48,36.48
2018-05-30,88,48.0,,0.48,42.239999999999995
2018-05-31,81,48.0,,0.48,38.879999999999995
2018-06-01,89,42.0,False,0.42,37.379999999999995
2018-06-02,43,42.0,,0.42,18.06
2018-06-03,45,42.0,,0.42,18.9
2018-06-04,100,42.0,,0.42,42.0
2018-06-05,95,42.0,,0.42,39.9
2018-06-06,96,42.0,,0.42,40.32
2018-06-07,92,42.0,,0.42,38.64
2018-06-08,80,42.0,,0.42,33.6
2018-06-09,42,42.0,,0.42,17.64
2018-06-10,42,42.0,,0.42,17.64
2018-06-11,97,42.0,,0.42,40.74
2018-06-12,100,42.0,,0.42,42.0
2018-06-13,98,42.0,,0.42,41.16
2018-06-14,97,42.0,,0.42,40.74
2018-06-15,91,42.0,,0.42,38.22
2018-06-16,40,42.0,,0.42,16.8
2018-06-17,36,42.0,,0.42,15.12
2018-06-18,89,42.0,,0.42,37.379999999999995
2018-06-19,96,42.0,,0.42,40.32
2018-06-20,97,42.0,,0.42,40.74
2018-06-21,96,42.0,,0.42,40.32
2018-06-22,90,42.0,,0.42,37.8
2018-06-23,38,42.0,,0.42,15.959999999999999
2018-06-24,36,42.0,,0.42,15.12
2018-06-25,91,42.0,,0.42,38.22
2018-06-26,92,42.0,,0.42,38.64
2018-06-27,99,42.0,,0.42,41.58
2018-06-28,95,42.0,,0.42,39.9
2018-06-29,81,42.0,,0.42,34.019999999999996
2018-06-30,43,42.0,,0.42,18.06
2018-07-01,40,42.0,False,0.42,16.8
2018-07-02,84,42.0,,0.42,35.28
2018-07-03,77,42.0,,0.42,32.339999999999996
2018-07-04,42,42.0,,0.42,17.64
2018-07-05,70,42.0,,0.42,29.4
2018-07-06,73,42.0,,0.42,30.66
2018-07-07,36,42.0,,0.42,15.12
2018-07-08,36,42.0,,0.42,15.12
2018-07-09,96,42.0,,0.42,40.32
2018-07-10,100,42.0,,0.42,42.0
2018-07-11,86,42.0,,0.42,36.12
2018-07-12,89,42.0,,0.42,37.379999999999995
2018-07-13,77,42.0,,0.42,32.339999999999996
2018-07-14,44,42.0,,0.42,18.48
2018-07-15,40,42.0,,0.42,16.8
2018-07-16,84,42.0,,0.42,35.28
2018-07-17,94,42.0,,0.42,39.48
2018-07-18,77,42.0,,0.42,32.339999999999996
2018-07-19,94,42.0,,0.42,39.48
2018-07-20,94,42.0,,0.42,39.48
2018-07-21,37,42.0,,0.42,15.54
2018-07-22,39,42.0,,0.42,16.38
2018-07-23,85,42.0,,0.42,35.699999999999996
2018-07-24,85,42.0,,0.42,35.699999999999996
2018-07-25,82,42.0,,0.42,34.44
2018-07-26,89,42.0,,0.42,37.379999999999995
2018-07-27,78,42.0,,0.42,32.76
2018-07-28,38,42.0,,0.42,15.959999999999999
2018-07-29,44,42.0,,0.42,18.48
2018-07-30,89,42.0,,0.42,37.379999999999995
2018-07-31,95,42.0,,0.42,39.9
2018-08-01,92,41.0,False,0.41,37.72
2018-08-02,88,41.0,,0.41,36.08
2018-08-03,77,41.0,,0.41,31.569999999999997
2018-08-04,44,41.0,,0.41,18.04
2018-08-05,44,41.0,,0.41,18.04
2018-08-06,86,41.0,,0.41,35.26
2018-08-07,79,41.0,,0.41,32.39
2018-08-08,88,41.0,,0.41,36.08
2018-08-09,84,41.0,,0.41,34.44
2018-08-10,71,41.0,,0.41,29.11
2018-08-11,42,41.0,,0.41,17.22
2018-08-12,31,41.0,,0.41,12.709999999999999
2018-08-13,81,41.0,,0.41,33.21
2018-08-14,95,41.0,,0.41,38.949999999999996
2018-08-15,88,41.0,,0.41,36.08
2018-08-16,83,41.0,,0.41,34.03
2018-08-17,84,41.0,,0.41,34.44
2018-08-18,34,41.0,,0.41,13.94
2018-08-19,34,41.0,,0.41,13.94
2018-08-20,97,41.0,,0.41,39.769999999999996
2018-08-21,81,41.0,,0.41,33.21
2018-08-22,84,41.0,,0.41,34.44
2018-08-23,88,41.0,,0.41,36.08
2018-08-24,67,41.0,,0.41,27.47
2018-08-25,39,41.0,,0.41,15.989999999999998
2018-08-26,40,41.0,,0.41,16.4
2018-08-27,85,41.0,,0.41,34.85
2018-08-28,87,41.0,,0.41,35.669999999999995
2018-08-29,93,41.0,,0.41,38.129999999999995
2018-08-30,100,41.0,,0.41,41.0
2018-08-31,86,41.0,,0.41,35.26
2018-09-01,37,45.0,False,0.45,16.650000000000002
2018-09-02,28,45.0,,0.45,12.6
2018-09-03,45,45.0,,0.45,20.25
2018-09-04,80,45.0,,0.45,36.0
2018-09-05,82,45.0,,0.45,36.9
2018-09-06,84,45.0,,0.45,37.800000000000004
2018-09-07,74,45.0,,0.45,33.300000000000004
2018-09-08,35,45.0,,0.45,15.75
2018-09-09,37,45.0,,0.45,16.650000000000002
2018-09-10,79,45.0,,0.45,35.550000000000004
2018-09-11,88,45.0,,0.45,39.6
2018-09-12,80,45.0,,0.45,36.0
2018-09-13,87,45.0,,0.45,39.15
2018-09-14,87,45.0,,0.45,39.15
2018-09-15,41,45.0,,0.45,18.45
2018-09-16,42,45.0,,0.45,18.900000000000002
2018-09-17,100,45.0,,0.45,45.0
2018-09-18,98,45.0,,0.45,44.1
2018-09-19,94,45.0,,0.45,42.300000000000004
2018-09-20,97,45.0,,0.45,43.65
2018-09-21,76,45.0,,0.45,34.2
2018-09-22,36,45.0,,0.45,16.2
2018-09-23,56,45.0,,0.45,25.2
2018-09-24,87,45.0,,0.45,39.15
2018-09-25,85,45.0,,0.45,38.25
2018-09-26,85,45.0,,0.45,38.25
2018-09-27,81,45.0,,0.45,36.45
2018-09-28,73,45.0,,0.45,32.85
2018-09-29,37,45.0,,0.45,16.650000000000002
2018-09-30,38,45.0,,0.45,17.1
2018-10-01,96,49.0,False,0.49,47.04
2018-10-02,85,49.0,,0.49,41.65
2018-10-03,91,49.0,,0.49,44.589999999999996
2018-10-04,87,49.0,,0.49,42.63
2018-10-05,76,49.0,,0.49,37.24
2018-10-06,43,49.0,,0.49,21.07
2018-10-07,43,49.0,,0.49,21.07
2018-10-08,83,49.0,,0.49,40.67
2018-10-09,88,49.0,,0.49,43.12
2018-10-10,86,49.0,,0.49,42.14
2018-10-11,95,49.0,,0.49,46.55
2018-10-12,83,49.0,,0.49,40.67
2018-10-13,44,49.0,,0.49,21.56
2018-10-14,42,49.0,,0.49,20.58
2018-10-15,95,49.0,,0.49,46.55
2018-10-16,95,49.0,,0.49,46.55
2018-10-17,100,49.0,,0.49,49.0
2018-10-18,99,49.0,,0.49,48.51
2018-10-19,82,49.0,,0.49,40.18
2018-10-20,42,49.0,,0.49,20.58
2018-10-21,46,49.0,,0.49,22.54
2018-10-22,84,49.0,,0.49,41.16
2018-10-23,90,49.0,,0.49,44.1
2018-10-24,83,49.0,,0.49,40.67
2018-10-25,92,49.0,,0.49,45.08
2018-10-26,77,49.0,,0.49,37.73
2018-10-27,41,49.0,,0.49,20.09
2018-10-28,39,49.0,,0.49,19.11
2018-10-29,87,49.0,,0.49,42.63
2018-10-30,95,49.0,,0.49,46.55
2018-10-31,85,49.0,,0.49,41.65
2018-11-01,100,42.0,False,0.42,42.0
2018-11-02,81,42.0,,0.42,34.019999999999996
2018-11-03,42,42.0,,0.42,17.64
2018-11-04,44,42.0,,0.42,18.48
2018-11-05,94,42.0,,0.42,39.48
2018-11-06,92,42.0,,0.42,38.64
2018-11-07,80,42.0,,0.42,33.6
2018-11-08,89,42.0,,0.42,37.379999999999995
2018-11-09,82,42.0,,0.42,34.44
2018-11-10,41,42.0,,0.42,17.22
2018-11-11,46,42.0,,0.42,19.32
2018-11-12,77,42.0,,0.42,32.339999999999996
2018-11-13,92,42.0,,0.42,38.64
2018-11-14,95,42.0,,0.42,39.9
2018-11-15,92,42.0,,0.42,38.64
2018-11-16,77,42.0,,0.42,32.339999999999996
2018-11-17,39,42.0,,0.42,16.38
2018-11-18,43,42.0,,0.42,18.06
2018-11-19,87,42.0,,0.42,36.54
2018-11-20,84,42.0,,0.42,35.28
2018-11-21,65,42.0,,0.42,27.3
2018-11-22,33,42.0,,0.42,13.86
2018-11-23,37,42.0,,0.42,15.54
2018-11-24,35,42.0,,0.42,14.7
2018-11-25,40,42.0,,0.42,16.8
2018-11-26,84,42.0,,0.42,35.28
2018-11-27,90,42.0,,0.42,37.8
2018-11-28,96,42.0,,0.42,40.32
2018-11-29,96,42.0,,0.42,40.32
2018-11-30,84,42.0,,0.42,35.28
2018-12-01,37,40.0,False,0.4,14.8
2018-12-02,37,40.0,,0.4,14.8
2018-12-03,86,40.0,,0.4,34.4
2018-12-04,98,40.0,,0.4,39.2
2018-12-05,100,40.0,,0.4,40.0
2018-12-06,88,40.0,,0.4,35.2
2018-12-07,81,40.0,,0.4,32.4
2018-12-08,35,40.0,,0.4,14.0
2018-12-09,46,40.0,,0.4,18.400000000000002
2018-12-10,88,40.0,,0.4,35.2
2018-12-11,84,40.0,,0.4,33.6
2018-12-12,100,40.0,,0.4,40.0
2018-12-13,91,40.0,,0.4,36.4
2018-12-14,77,40.0,,0.4,30.8
2018-12-15,38,40.0,,0.4,15.200000000000001
2018-12-16,39,40.0,,0.4,15.600000000000001
2018-12-17,78,40.0,,0.4,31.200000000000003
2018-12-18,77,40.0,,0.4,30.8
2018-12-19,81,40.0,,0.4,32.4
2018-12-20,79,40.0,,0.4,31.6
2018-12-21,63,40.0,,0.4,25.200000000000003
2018-12-22,32,40.0,,0.4,12.8
2018-12-23,29,40.0,,0.4,11.600000000000001
2018-12-24,26,40.0,,0.4,10.4
2018-12-25,24,40.0,,0.4,9.600000000000001
2018-12-26,50,40.0,,0.4,20.0
2018-12-27,59,40.0,,0.4,23.6
2018-12-28,61,40.0,,0.4,24.400000000000002
2018-12-29,34,40.0,,0.4,13.600000000000001
2018-12-30,37,40.0,,0.4,14.8
2018-12-31,56,40.0,,0.4,22.400000000000002
2019-01-01,30,48.0,False,0.48,14.399999999999999
2019-01-02,71,48.0,,0.48,34.08
2019-01-03,76,48.0,,0.48,36.48
2019-01-04,68,48.0,,0.48,32.64
2019-01-05,38,48.0,,0.48,18.24
2019-01-06,32,48.0,,0.48,15.36
2019-01-07,69,48.0,,0.48,33.12
2019-01-08,72,48.0,,0.48,34.56
2019-01-09,75,48.0,,0.48,36.0
2019-01-10,78,48.0,,0.48,37.44
2019-01-11,67,48.0,,0.48,32.16
2019-01-12,36,48.0,,0.48,17.28
2019-01-13,38,48.0,,0.48,18.24
2019-01-14,79,48.0,,0.48,37.92
2019-01-15,82,48.0,,0.48,39.36
2019-01-16,86,48.0,,0.48,41.28
2019-01-17,79,48.0,,0.48,37.92
2019-01-18,74,48.0,,0.48,35.519999999999996
2019-01-19,38,48.0,,0.48,18.24
2019-01-20,39,48.0,,0.48,18.72
2019-01-21,60,48.0,,0.48,28.799999999999997
2019-01-22,80,48.0,,0.48,38.4
2019-01-23,76,48.0,,0.48,36.48
2019-01-24,85,48.0,,0.48,40.8
2019-01-25,74,48.0,,0.48,35.519999999999996
2019-01-26,47,48.0,,0.48,22.56
2019-01-27,44,48.0,,0.48,21.119999999999997
2019-01-28,86,48.0,,0.48,41.28
2019-01-29,92,48.0,,0.48,44.16
2019-01-30,95,48.0,,0.48,45.6
2019-01-31,100,48.0,,0.48,48.0
2019-02-01,84,61.0,False,0.61,51.24
2019-02-02,56,61.0,,0.61,34.16
2019-02-03,51,61.0,,0.61,31.11
2019-02-04,84,61.0,,0.61,51.24
2019-02-05,94,61.0,,0.61,57.339999999999996
2019-02-06,89,61.0,,0.61,54.29
2019-02-07,89,61.0,,0.61,54.29
2019-02-08,76,61.0,,0.61,46.36
2019-02-09,41,61.0,,0.61,25.009999999999998
2019-02-10,43,61.0,,0.61,26.23
2019-02-11,90,61.0,,0.61,54.9
2019-02-12,87,61.0,,0.61,53.07
2019-02-13,94,61.0,,0.61,57.339999999999996
2019-02-14,91,61.0,,0.61,55.51
2019-02-15,95,61.0,,0.61,57.949999999999996
2019-02-16,55,61.0,,0.61,33.55
2019-02-17,52,61.0,,0.61,31.72
2019-02-18,72,61.0,,0.61,43.92
2019-02-19,100,61.0,,0.61,61.0
2019-02-20,88,61.0,,0.61,53.68
2019-02-21,91,61.0,,0.61,55.51
2019-02-22,90,61.0,,0.61,54.9
2019-02-23,53,61.0,,0.61,32.33
2019-02-24,46,61.0,,0.61,28.06
2019-02-25,88,61.0,,0.61,53.68
2019-02-26,89,61.0,,0.61,54.29
2019-02-27,87,61.0,,0.61,53.07
2019-02-28,85,61.0,,0.61,51.85
2019-03-01,87,57.0,False,0.57,49.589999999999996
2019-03-02,47,57.0,,0.57,26.79
2019-03-03,47,57.0,,0.57,26.79
2019-03-04,95,57.0,,0.57,54.15
2019-03-05,98,57.0,,0.57,55.85999999999999
2019-03-06,99,57.0,,0.57,56.42999999999999
2019-03-07,96,57.0,,0.57,54.72
2019-03-08,94,57.0,,0.57,53.58
2019-03-09,56,57.0,,0.57,31.919999999999998
2019-03-10,45,57.0,,0.57,25.65
2019-03-11,97,57.0,,0.57,55.28999999999999
2019-03-12,92,57.0,,0.57,52.44
2019-03-13,89,57.0,,0.57,50.73
2019-03-14,96,57.0,,0.57,54.72
2019-03-15,85,57.0,,0.57,48.449999999999996
2019-03-16,47,57.0,,0.57,26.79
2019-03-17,44,57.0,,0.57,25.08
2019-03-18,92,57.0,,0.57,52.44
2019-03-19,100,57.0,,0.57,56.99999999999999
2019-03-20,94,57.0,,0.57,53.58
2019-03-21,85,57.0,,0.57,48.449999999999996
2019-03-22,75,57.0,,0.57,42.74999999999999
2019-03-23,45,57.0,,0.57,25.65
2019-03-24,45,57.0,,0.57,25.65
2019-03-25,91,57.0,,0.57,51.87
2019-03-26,93,57.0,,0.57,53.01
2019-03-27,87,57.0,,0.57,49.589999999999996
2019-03-28,86,57.0,,0.57,49.019999999999996
2019-03-29,85,57.0,,0.57,48.449999999999996
2019-03-30,55,57.0,,0.57,31.349999999999998
2019-03-31,47,57.0,,0.57,26.79
2019-04-01,63,64.0,False,0.64,40.32
2019-04-02,69,64.0,,0.64,44.160000000000004
2019-04-03,61,64.0,,0.64,39.04
2019-04-04,62,64.0,,0.64,39.68
2019-04-05,59,64.0,,0.64,37.76
2019-04-06,34,64.0,,0.64,21.76
2019-04-07,37,64.0,,0.64,23.68
2019-04-08,71,64.0,,0.64,45.44
2019-04-09,69,64.0,,0.64,44.160000000000004
2019-04-10,71,64.0,,0.64,45.44
2019-04-11,74,64.0,,0.64,47.36
2019-04-12,73,64.0,,0.64,46.72
2019-04-13,44,64.0,,0.64,28.16
2019-04-14,46,64.0,,0.64,29.44
2019-04-15,100,64.0,,0.64,64.0
2019-04-16,69,64.0,,0.64,44.160000000000004
2019-04-17,58,64.0,,0.64,37.12
2019-04-18,59,64.0,,0.64,37.76
2019-04-19,48,64.0,,0.64,30.72
2019-04-20,30,64.0,,0.64,19.2
2019-04-21,25,64.0,,0.64,16.0
2019-04-22,61,64.0,,0.64,39.04
2019-04-23,57,64.0,,0.64,36.480000000000004
2019-04-24,61,64.0,,0.64,39.04
2019-04-25,62,64.0,,0.64,39.68
2019-04-26,51,64.0,,0.64,32.64
2019-04-27,27,64.0,,0.64,17.28
2019-04-28,30,64.0,,0.64,19.2
2019-04-29,63,64.0,,0.64,40.32
2019-04-30,65,64.0,,0.64,41.6
2019-05-01,100,48.0,False,0.48,48.0
2019-05-02,92,48.0,,0.48,44.16
2019-05-03,74,48.0,,0.48,35.519999999999996
2019-05-04,46,48.0,,0.48,22.08
2019-05-05,46,48.0,,0.48,22.08
2019-05-06,98,48.0,,0.48,47.04
2019-05-07,93,48.0,,0.48,44.64
2019-05-08,91,48.0,,0.48,43.68
2019-05-09,91,48.0,,0.48,43.68
2019-05-10,71,48.0,,0.48,34.08
2019-05-11,37,48.0,,0.48,17.759999999999998
2019-05-12,41,48.0,,0.48,19.68
2019-05-13,84,48.0,,0.48,40.32
2019-05-14,90,48.0,,0.48,43.199999999999996
2019-05-15,93,48.0,,0.48,44.64
2019-05-16,84,48.0,,0.48,40.32
2019-05-17,76,48.0,,0.48,36.48
2019-05-18,39,48.0,,0.48,18.72
2019-05-19,37,48.0,,0.48,17.759999999999998
2019-05-20,85,48.0,,0.48,40.8
2019-05-21,86,48.0,,0.48,41.28
2019-05-22,87,48.0,,0.48,41.76
2019-05-23,82,48.0,,0.48,39.36
2019-05-24,69,48.0,,0.48,33.12
2019-05-25,35,48.0,,0.48,16.8
2019-05-26,30,48.0,,0.48,14.399999999999999
2019-05-27,35,48.0,,0.48,16.8
2019-05-28,75,48.0,,0.48,36.0
2019-05-29,77,48.0,,0.48,36.96
2019-05-30,76,48.0,,0.48,36.48
2019-05-31,73,48.0,,0.48,35.04
2019-06-01,44,44.0,False,0.44,19.36
2019-06-02,34,44.0,,0.44,14.96
2019-06-03,88,44.0,,0.44,38.72
2019-06-04,88,44.0,,0.44,38.72
2019-06-05,84,44.0,,0.44,36.96
2019-06-06,91,44.0,,0.44,40.04
2019-06-07,70,44.0,,0.44,30.8
2019-06-08,37,44.0,,0.44,16.28
2019-06-09,40,44.0,,0.44,17.6
2019-06-10,82,44.0,,0.44,36.08
2019-06-11,97,44.0,,0.44,42.68
2019-06-12,92,44.0,,0.44,40.48
2019-06-13,85,44.0,,0.44,37.4
2019-06-14,84,44.0,,0.44,36.96
2019-06-15,41,44.0,,0.44,18.04
2019-06-16,40,44.0,,0.44,17.6
2019-06-17,93,44.0,,0.44,40.92
2019-06-18,100,44.0,,0.44,44.0
2019-06-19,92,44.0,,0.44,40.48
2019-06-20,97,44.0,,0.44,42.68
2019-06-21,85,44.0,,0.44,37.4
2019-06-22,43,44.0,,0.44,18.92
2019-06-23,47,44.0,,0.44,20.68
2019-06-24,81,44.0,,0.44,35.64
2019-06-25,93,44.0,,0.44,40.92
2019-06-26,93,44.0,,0.44,40.92
2019-06-27,87,44.0,,0.44,38.28
2019-06-28,85,44.0,,0.44,37.4
2019-06-29,55,44.0,,0.44,24.2
2019-06-30,37,44.0,,0.44,16.28
2019-07-01,71,46.0,False,0.46,32.660000000000004
2019-07-02,69,46.0,,0.46,31.740000000000002
2019-07-03,64,46.0,,0.46,29.44
2019-07-04,32,46.0,,0.46,14.72
2019-07-05,41,46.0,,0.46,18.86
2019-07-06,32,46.0,,0.46,14.72
2019-07-07,45,46.0,,0.46,20.7
2019-07-08,100,46.0,,0.46,46.0
2019-07-09,96,46.0,,0.46,44.160000000000004
2019-07-10,95,46.0,,0.46,43.7
2019-07-11,92,46.0,,0.46,42.32
2019-07-12,69,46.0,,0.46,31.740000000000002
2019-07-13,34,46.0,,0.46,15.64
2019-07-14,35,46.0,,0.46,16.1
2019-07-15,81,46.0,,0.46,37.260000000000005
2019-07-16,74,46.0,,0.46,34.04
2019-07-17,74,46.0,,0.46,34.04
2019-07-18,63,46.0,,0.46,28.98
2019-07-19,73,46.0,,0.46,33.58
2019-07-20,35,46.0,,0.46,16.1
2019-07-21,28,46.0,,0.46,12.88
2019-07-22,71,46.0,,0.46,32.660000000000004
2019-07-23,73,46.0,,0.46,33.58
2019-07-24,63,46.0,,0.46,28.98
2019-07-25,71,46.0,,0.46,32.660000000000004
2019-07-26,72,46.0,,0.46,33.120000000000005
2019-07-27,30,46.0,,0.46,13.8
2019-07-28,32,46.0,,0.46,14.72
2019-07-29,63,46.0,,0.46,28.98
2019-07-30,76,46.0,,0.46,34.96
2019-07-31,78,46.0,,0.46,35.88
2019-08-01,86,40.0,False,0.4,34.4
2019-08-02,80,40.0,,0.4,32.0
2019-08-03,41,40.0,,0.4,16.400000000000002
2019-08-04,33,40.0,,0.4,13.200000000000001
2019-08-05,90,40.0,,0.4,36.0
2019-08-06,82,40.0,,0.4,32.800000000000004
2019-08-07,84,40.0,,0.4,33.6
2019-08-08,84,40.0,,0.4,33.6
2019-08-09,78,40.0,,0.4,31.200000000000003
2019-08-10,39,40.0,,0.4,15.600000000000001
2019-08-11,36,40.0,,0.4,14.4
2019-08-12,82,40.0,,0.4,32.800000000000004
2019-08-13,88,40.0,,0.4,35.2
2019-08-14,96,40.0,,0.4,38.400000000000006
2019-08-15,90,40.0,,0.4,36.0
2019-08-16,89,40.0,,0.4,35.6
2019-08-17,43,40.0,,0.4,17.2
2019-08-18,40,40.0,,0.4,16.0
2019-08-19,83,40.0,,0.4,33.2
2019-08-20,100,40.0,,0.4,40.0
2019-08-21,95,40.0,,0.4,38.0
2019-08-22,89,40.0,,0.4,35.6
2019-08-23,77,40.0,,0.4,30.8
2019-08-24,37,40.0,,0.4,14.8
2019-08-25,42,40.0,,0.4,16.8
2019-08-26,88,40.0,,0.4,35.2
2019-08-27,92,40.0,,0.4,36.800000000000004
2019-08-28,89,40.0,,0.4,35.6
2019-08-29,94,40.0,,0.4,37.6
2019-08-30,79,40.0,,0.4,31.6
2019-08-31,39,40.0,,0.4,15.600000000000001
2019-09-01,34,46.0,False,0.46,15.64
2019-09-02,33,46.0,,0.46,15.180000000000001
2019-09-03,69,46.0,,0.46,31.740000000000002
2019-09-04,79,46.0,,0.46,36.34
2019-09-05,74,46.0,,0.46,34.04
2019-09-06,73,46.0,,0.46,33.58
2019-09-07,35,46.0,,0.46,16.1
2019-09-08,44,46.0,,0.46,20.240000000000002
2019-09-09,81,46.0,,0.46,37.260000000000005
2019-09-10,92,46.0,,0.46,42.32
2019-09-11,83,46.0,,0.46,38.18
2019-09-12,93,46.0,,0.46,42.78
2019-09-13,82,46.0,,0.46,37.72
2019-09-14,41,46.0,,0.46,18.86
2019-09-15,43,46.0,,0.46,19.78
2019-09-16,87,46.0,,0.46,40.02
2019-09-17,90,46.0,,0.46,41.4
2019-09-18,99,46.0,,0.46,45.54
2019-09-19,79,46.0,,0.46,36.34
2019-09-20,85,46.0,,0.46,39.1
2019-09-21,41,46.0,,0.46,18.86
2019-09-22,39,46.0,,0.46,17.94
2019-09-23,73,46.0,,0.46,33.58
2019-09-24,90,46.0,,0.46,41.4
2019-09-25,90,46.0,,0.46,41.4
2019-09-26,100,46.0,,0.46,46.0
2019-09-27,86,46.0,,0.46,39.56
2019-09-28,42,46.0,,0.46,19.32
2019-09-29,47,46.0,,0.46,21.62
2019-09-30,92,46.0,,0.46,42.32
2019-10-01,91,49.0,False,0.49,44.589999999999996
2019-10-02,89,49.0,,0.49,43.61
2019-10-03,87,49.0,,0.49,42.63
2019-10-04,78,49.0,,0.49,38.22
2019-10-05,39,49.0,,0.49,19.11
2019-10-06,40,49.0,,0.49,19.6
2019-10-07,91,49.0,,0.49,44.589999999999996
2019-10-08,100,49.0,,0.49,49.0
2019-10-09,85,49.0,,0.49,41.65
2019-10-10,82,49.0,,0.49,40.18
2019-10-11,79,49.0,,0.49,38.71
2019-10-12,39,49.0,,0.49,19.11
