date,forex_unscaled,forex_monthly,isPartial,scale,forex
2017-03-26,82,36.0,,0.36,29.52
2017-03-27,85,36.0,,0.36,30.599999999999998
2017-03-28,77,36.0,,0.36,27.72
2017-03-29,78,36.0,,0.36,28.08
2017-03-30,62,36.0,,0.36,22.32
2017-03-31,69,36.0,,0.36,24.84
2017-04-01,53,34.0,False,0.34,18.02
2017-04-02,43,34.0,,0.34,14.620000000000001
2017-04-03,58,34.0,,0.34,19.720000000000002
2017-04-04,51,34.0,,0.34,17.34
2017-04-05,81,34.0,,0.34,27.540000000000003
2017-04-06,67,34.0,,0.34,22.78
2017-04-07,55,34.0,,0.34,18.700000000000003
2017-04-08,76,34.0,,0.34,25.840000000000003
2017-04-09,67,34.0,,0.34,22.78
2017-04-10,76,34.0,,0.34,25.840000000000003
2017-04-11,60,34.0,,0.34,20.400000000000002
2017-04-12,81,34.0,,0.34,27.540000000000003
2017-04-13,71,34.0,,0.34,24.14
2017-04-14,58,34.0,,0.34,19.720000000000002
2017-04-15,43,34.0,,0.34,14.620000000000001
2017-04-16,92,34.0,,0.34,31.28
2017-04-17,100,34.0,,0.34,34.0
2017-04-18,73,34.0,,0.34,24.82
2017-04-19,53,34.0,,0.34,18.02
2017-04-20,51,34.0,,0.34,17.34
2017-04-21,86,34.0,,0.34,29.240000000000002
2017-04-22,46,34.0,,0.34,15.64
2017-04-23,69,34.0,,0.34,23.46
2017-04-24,77,34.0,,0.34,26.180000000000003
2017-04-25,51,34.0,,0.34,17.34
2017-04-26,80,34.0,,0.34,27.200000000000003
2017-04-27,72,34.0,,0.34,24.48
2017-04-28,54,34.0,,0.34,18.360000000000003
2017-04-29,61,34.0,,0.34,20.740000000000002
2017-04-30,58,34.0,,0.34,19.720000000000002
2017-05-01,52,33.0,False,0.33,17.16
2017-05-02,71,33.0,,0.33,23.43
2017-05-03,58,33.0,,0.33,19.14
2017-05-04,60,33.0,,0.33,19.8
2017-05-05,50,33.0,,0.33,16.5
2017-05-06,69,33.0,,0.33,22.77
2017-05-07,56,33.0,,0.33,18.48
2017-05-08,94,33.0,,0.33,31.020000000000003
2017-05-09,67,33.0,,0.33,22.11
2017-05-10,81,33.0,,0.33,26.73
2017-05-11,60,33.0,,0.33,19.8
2017-05-12,79,33.0,,0.33,26.07
2017-05-13,64,33.0,,0.33,21.12
2017-05-14,72,33.0,,0.33,23.76
2017-05-15,41,33.0,,0.33,13.530000000000001
2017-05-16,49,33.0,,0.33,16.17
2017-05-17,76,33.0,,0.33,25.080000000000002
2017-05-18,76,33.0,,0.33,25.080000000000002
2017-05-19,73,33.0,,0.33,24.09
2017-05-20,51,33.0,,0.33,16.830000000000002
2017-05-21,82,33.0,,0.33,27.060000000000002
2017-05-22,77,33.0,,0.33,25.41
2017-05-23,93,33.0,,0.33,30.69
2017-05-24,79,33.0,,0.33,26.07
2017-05-25,60,33.0,,0.33,19.8
2017-05-26,100,33.0,,0.33,33.0
2017-05-27,62,33.0,,0.33,20.46
2017-05-28,67,33.0,,0.33,22.11
2017-05-29,55,33.0,,0.33,18.150000000000002
2017-05-30,62,33.0,,0.33,20.46
2017-05-31,75,33.0,,0.33,24.75
2017-06-01,85,32.0,False,0.32,27.2
2017-06-02,76,32.0,,0.32,24.32
2017-06-03,63,32.0,,0.32,20.16
2017-06-04,53,32.0,,0.32,16.96
2017-06-05,62,32.0,,0.32,19.84
2017-06-06,72,32.0,,0.32,23.04
2017-06-07,49,32.0,,0.32,15.68
2017-06-08,47,32.0,,0.32,15.040000000000001
2017-06-09,66,32.0,,0.32,21.12
2017-06-10,57,32.0,,0.32,18.240000000000002
2017-06-11,52,32.0,,0.32,16.64
2017-06-12,66,32.0,,0.32,21.12
2017-06-13,82,32.0,,0.32,26.240000000000002
2017-06-14,69,32.0,,0.32,22.080000000000002
2017-06-15,100,32.0,,0.32,32.0
2017-06-16,73,32.0,,0.32,23.36
2017-06-17,80,32.0,,0.32,25.6
2017-06-18,61,32.0,,0.32,19.52
2017-06-19,56,32.0,,0.32,17.92
2017-06-20,58,32.0,,0.32,18.56
2017-06-21,57,32.0,,0.32,18.240000000000002
2017-06-22,50,32.0,,0.32,16.0
2017-06-23,64,32.0,,0.32,20.48
2017-06-24,52,32.0,,0.32,16.64
2017-06-25,55,32.0,,0.32,17.6
2017-06-26,47,32.0,,0.32,15.040000000000001
2017-06-27,51,32.0,,0.32,16.32
2017-06-28,54,32.0,,0.32,17.28
2017-06-29,58,32.0,,0.32,18.56
2017-06-30,56,32.0,,0.32,17.92
2017-07-01,64,34.0,False,0.34,21.76
2017-07-02,87,34.0,,0.34,29.580000000000002
2017-07-03,92,34.0,,0.34,31.28
2017-07-04,62,34.0,,0.34,21.080000000000002
2017-07-05,92,34.0,,0.34,31.28
2017-07-06,87,34.0,,0.34,29.580000000000002
2017-07-07,94,34.0,,0.34,31.96
2017-07-08,78,34.0,,0.34,26.520000000000003
2017-07-09,78,34.0,,0.34,26.520000000000003
2017-07-10,86,34.0,,0.34,29.240000000000002
2017-07-11,94,34.0,,0.34,31.96
2017-07-12,88,34.0,,0.34,29.92
2017-07-13,75,34.0,,0.34,25.500000000000004
2017-07-14,75,34.0,,0.34,25.500000000000004
2017-07-15,59,34.0,,0.34,20.060000000000002
2017-07-16,92,34.0,,0.34,31.28
2017-07-17,60,34.0,,0.34,20.400000000000002
2017-07-18,91,34.0,,0.34,30.94
2017-07-19,97,34.0,,0.34,32.980000000000004
2017-07-20,100,34.0,,0.34,34.0
2017-07-21,85,34.0,,0.34,28.900000000000002
2017-07-22,84,34.0,,0.34,28.560000000000002
2017-07-23,77,34.0,,0.34,26.180000000000003
2017-07-24,73,34.0,,0.34,24.82
2017-07-25,88,34.0,,0.34,29.92
2017-07-26,87,34.0,,0.34,29.580000000000002
2017-07-27,74,34.0,,0.34,25.16
2017-07-28,92,34.0,,0.34,31.28
2017-07-29,59,34.0,,0.34,20.060000000000002
2017-07-30,78,34.0,,0.34,26.520000000000003
2017-07-31,74,34.0,,0.34,25.16
2017-08-01,60,34.0,False,0.34,20.400000000000002
2017-08-02,91,34.0,,0.34,30.94
2017-08-03,71,34.0,,0.34,24.14
2017-08-04,68,34.0,,0.34,23.12
2017-08-05,56,34.0,,0.34,19.040000000000003
2017-08-06,71,34.0,,0.34,24.14
2017-08-07,63,34.0,,0.34,21.42
2017-08-08,79,34.0,,0.34,26.860000000000003
2017-08-09,80,34.0,,0.34,27.200000000000003
2017-08-10,65,34.0,,0.34,22.1
2017-08-11,86,34.0,,0.34,29.240000000000002
2017-08-12,66,34.0,,0.34,22.44
2017-08-13,57,34.0,,0.34,19.380000000000003
2017-08-14,57,34.0,,0.34,19.380000000000003
2017-08-15,96,34.0,,0.34,32.64
2017-08-16,52,34.0,,0.34,17.68
2017-08-17,63,34.0,,0.34,21.42
2017-08-18,72,34.0,,0.34,24.48
2017-08-19,73,34.0,,0.34,24.82
2017-08-20,70,34.0,,0.34,23.8
2017-08-21,62,34.0,,0.34,21.080000000000002
2017-08-22,100,34.0,,0.34,34.0
2017-08-23,78,34.0,,0.34,26.520000000000003
2017-08-24,81,34.0,,0.34,27.540000000000003
2017-08-25,79,34.0,,0.34,26.860000000000003
2017-08-26,53,34.0,,0.34,18.02
2017-08-27,49,34.0,,0.34,16.66
2017-08-28,89,34.0,,0.34,30.26
2017-08-29,66,34.0,,0.34,22.44
2017-08-30,84,34.0,,0.34,28.560000000000002
2017-08-31,82,34.0,,0.34,27.880000000000003
2017-09-01,53,32.0,False,0.32,16.96
2017-09-02,68,32.0,,0.32,21.76
2017-09-03,100,32.0,,0.32,32.0
2017-09-04,68,32.0,,0.32,21.76
2017-09-05,66,32.0,,0.32,21.12
2017-09-06,61,32.0,,0.32,19.52
2017-09-07,65,32.0,,0.32,20.8
2017-09-08,61,32.0,,0.32,19.52
2017-09-09,66,32.0,,0.32,21.12
2017-09-10,43,32.0,,0.32,13.76
2017-09-11,64,32.0,,0.32,20.48
2017-09-12,65,32.0,,0.32,20.8
2017-09-13,54,32.0,,0.32,17.28
2017-09-14,65,32.0,,0.32,20.8
2017-09-15,60,32.0,,0.32,19.2
2017-09-16,46,32.0,,0.32,14.72
2017-09-17,57,32.0,,0.32,18.240000000000002
2017-09-18,63,32.0,,0.32,20.16
2017-09-19,54,32.0,,0.32,17.28
2017-09-20,78,32.0,,0.32,24.96
2017-09-21,60,32.0,,0.32,19.2
2017-09-22,64,32.0,,0.32,20.48
2017-09-23,56,32.0,,0.32,17.92
2017-09-24,59,32.0,,0.32,18.88
2017-09-25,54,32.0,,0.32,17.28
2017-09-26,72,32.0,,0.32,23.04
2017-09-27,55,32.0,,0.32,17.6
2017-09-28,57,32.0,,0.32,18.240000000000002
2017-09-29,47,32.0,,0.32,15.040000000000001
2017-09-30,62,32.0,,0.32,19.84
2017-10-01,48,34.0,False,0.34,16.32
2017-10-02,66,34.0,,0.34,22.44
2017-10-03,76,34.0,,0.34,25.840000000000003
2017-10-04,62,34.0,,0.34,21.080000000000002
2017-10-05,88,34.0,,0.34,29.92
2017-10-06,55,34.0,,0.34,18.700000000000003
2017-10-07,56,34.0,,0.34,19.040000000000003
2017-10-08,58,34.0,,0.34,19.720000000000002
2017-10-09,82,34.0,,0.34,27.880000000000003
2017-10-10,73,34.0,,0.34,24.82
2017-10-11,60,34.0,,0.34,20.400000000000002
2017-10-12,66,34.0,,0.34,22.44
2017-10-13,72,34.0,,0.34,24.48
2017-10-14,51,34.0,,0.34,17.34
2017-10-15,73,34.0,,0.34,24.82
2017-10-16,76,34.0,,0.34,25.840000000000003
2017-10-17,100,34.0,,0.34,34.0
2017-10-18,81,34.0,,0.34,27.540000000000003
2017-10-19,67,34.0,,0.34,22.78
2017-10-20,82,34.0,,0.34,27.880000000000003
2017-10-21,55,34.0,,0.34,18.700000000000003
2017-10-22,46,34.0,,0.34,15.64
2017-10-23,69,34.0,,0.34,23.46
2017-10-24,69,34.0,,0.34,23.46
2017-10-25,83,34.0,,0.34,28.220000000000002
2017-10-26,72,34.0,,0.34,24.48
2017-10-27,63,34.0,,0.34,21.42
2017-10-28,65,34.0,,0.34,22.1
2017-10-29,73,34.0,,0.34,24.82
2017-10-30,65,34.0,,0.34,22.1
2017-10-31,91,34.0,,0.34,30.94
2017-11-01,70,31.0,False,0.31,21.7
2017-11-02,100,31.0,,0.31,31.0
2017-11-03,94,31.0,,0.31,29.14
2017-11-04,86,31.0,,0.31,26.66
2017-11-05,75,31.0,,0.31,23.25
2017-11-06,78,31.0,,0.31,24.18
2017-11-07,59,31.0,,0.31,18.29
2017-11-08,62,31.0,,0.31,19.22
2017-11-09,77,31.0,,0.31,23.87
2017-11-10,65,31.0,,0.31,20.15
2017-11-11,52,31.0,,0.31,16.12
2017-11-12,96,31.0,,0.31,29.759999999999998
2017-11-13,89,31.0,,0.31,27.59
2017-11-14,78,31.0,,0.31,24.18
2017-11-15,69,31.0,,0.31,21.39
2017-11-16,84,31.0,,0.31,26.04
2017-11-17,59,31.0,,0.31,18.29
2017-11-18,53,31.0,,0.31,16.43
2017-11-19,65,31.0,,0.31,20.15
2017-11-20,78,31.0,,0.31,24.18
2017-11-21,66,31.0,,0.31,20.46
2017-11-22,73,31.0,,0.31,22.63
2017-11-23,57,31.0,,0.31,17.669999999999998
2017-11-24,56,31.0,,0.31,17.36
2017-11-25,63,31.0,,0.31,19.53
2017-11-26,51,31.0,,0.31,15.81
2017-11-27,83,31.0,,0.31,25.73
2017-11-28,59,31.0,,0.31,18.29
2017-11-29,86,31.0,,0.31,26.66
2017-11-30,83,31.0,,0.31,25.73
2017-12-01,94,32.0,False,0.32,30.080000000000002
2017-12-02,57,32.0,,0.32,18.240000000000002
2017-12-03,51,32.0,,0.32,16.32
2017-12-04,79,32.0,,0.32,25.28
2017-12-05,84,32.0,,0.32,26.88
2017-12-06,79,32.0,,0.32,25.28
2017-12-07,84,32.0,,0.32,26.88
2017-12-08,100,32.0,,0.32,32.0
2017-12-09,78,32.0,,0.32,24.96
2017-12-10,72,32.0,,0.32,23.04
2017-12-11,75,32.0,,0.32,24.0
2017-12-12,84,32.0,,0.32,26.88
2017-12-13,88,32.0,,0.32,28.16
2017-12-14,90,32.0,,0.32,28.8
2017-12-15,77,32.0,,0.32,24.64
2017-12-16,63,32.0,,0.32,20.16
2017-12-17,68,32.0,,0.32,21.76
2017-12-18,70,32.0,,0.32,22.400000000000002
2017-12-19,61,32.0,,0.32,19.52
2017-12-20,80,32.0,,0.32,25.6
2017-12-21,52,32.0,,0.32,16.64
2017-12-22,68,32.0,,0.32,21.76
2017-12-23,57,32.0,,0.32,18.240000000000002
2017-12-24,71,32.0,,0.32,22.72
2017-12-25,64,32.0,,0.32,20.48
2017-12-26,61,32.0,,0.32,19.52
2017-12-27,93,32.0,,0.32,29.76
2017-12-28,68,32.0,,0.32,21.76
2017-12-29,64,32.0,,0.32,20.48
2017-12-30,64,32.0,,0.32,20.48
2017-12-31,61,32.0,,0.32,19.52
2018-01-01,70,33.0,False,0.33,23.1
2018-01-02,79,33.0,,0.33,26.07
2018-01-03,72,33.0,,0.33,23.76
2018-01-04,70,33.0,,0.33,23.1
2018-01-05,90,33.0,,0.33,29.700000000000003
2018-01-06,81,33.0,,0.33,26.73
2018-01-07,71,33.0,,0.33,23.43
2018-01-08,88,33.0,,0.33,29.040000000000003
2018-01-09,80,33.0,,0.33,26.400000000000002
2018-01-10,84,33.0,,0.33,27.720000000000002
2018-01-11,58,33.0,,0.33,19.14
2018-01-12,92,33.0,,0.33,30.360000000000003
2018-01-13,66,33.0,,0.33,21.78
2018-01-14,66,33.0,,0.33,21.78
2018-01-15,77,33.0,,0.33,25.41
2018-01-16,88,33.0,,0.33,29.040000000000003
2018-01-17,100,33.0,,0.33,33.0
2018-01-18,100,33.0,,0.33,33.0
2018-01-19,73,33.0,,0.33,24.09
2018-01-20,75,33.0,,0.33,24.75
2018-01-21,61,33.0,,0.33,20.130000000000003
2018-01-22,59,33.0,,0.33,19.470000000000002
2018-01-23,69,33.0,,0.33,22.77
2018-01-24,87,33.0,,0.33,28.71
2018-01-25,74,33.0,,0.33,24.42
2018-01-26,78,33.0,,0.33,25.740000000000002
2018-01-27,63,33.0,,0.33,20.790000000000003
2018-01-28,61,33.0,,0.33,20.130000000000003
2018-01-29,73,33.0,,0.33,24.09
2018-01-30,83,33.0,,0.33,27.39
2018-01-31,73,33.0,,0.33,24.09
2018-02-01,64,30.0,False,0.3,19.2
2018-02-02,77,30.0,,0.3,23.099999999999998
2018-02-03,53,30.0,,0.3,15.899999999999999
2018-02-04,70,30.0,,0.3,21.0
2018-02-05,81,30.0,,0.3,24.3
2018-02-06,66,30.0,,0.3,19.8
2018-02-07,100,30.0,,0.3,30.0
2018-02-08,84,30.0,,0.3,25.2
2018-02-09,75,30.0,,0.3,22.5
2018-02-10,61,30.0,,0.3,18.3
2018-02-11,57,30.0,,0.3,17.099999999999998
2018-02-12,71,30.0,,0.3,21.3
2018-02-13,72,30.0,,0.3,21.599999999999998
2018-02-14,66,30.0,,0.3,19.8
2018-02-15,90,30.0,,0.3,27.0
2018-02-16,67,30.0,,0.3,20.099999999999998
2018-02-17,61,30.0,,0.3,18.3
2018-02-18,59,30.0,,0.3,17.7
2018-02-19,56,30.0,,0.3,16.8
2018-02-20,72,30.0,,0.3,21.599999999999998
2018-02-21,69,30.0,,0.3,20.7
2018-02-22,74,30.0,,0.3,22.2
2018-02-23,70,30.0,,0.3,21.0
2018-02-24,56,30.0,,0.3,16.8
2018-02-25,61,30.0,,0.3,18.3
2018-02-26,58,30.0,,0.3,17.4
2018-02-27,76,30.0,,0.3,22.8
2018-02-28,97,30.0,,0.3,29.099999999999998
2018-03-01,77,29.0,False,0.29,22.33
2018-03-02,60,29.0,,0.29,17.4
2018-03-03,66,29.0,,0.29,19.139999999999997
2018-03-04,57,29.0,,0.29,16.529999999999998
2018-03-05,79,29.0,,0.29,22.91
2018-03-06,77,29.0,,0.29,22.33
2018-03-07,100,29.0,,0.29,28.999999999999996
2018-03-08,75,29.0,,0.29,21.75
2018-03-09,76,29.0,,0.29,22.04
2018-03-10,54,29.0,,0.29,15.659999999999998
2018-03-11,58,29.0,,0.29,16.82
2018-03-12,60,29.0,,0.29,17.4
2018-03-13,56,29.0,,0.29,16.24
2018-03-14,58,29.0,,0.29,16.82
2018-03-15,61,29.0,,0.29,17.689999999999998
2018-03-16,47,29.0,,0.29,13.629999999999999
2018-03-17,52,29.0,,0.29,15.079999999999998
2018-03-18,72,29.0,,0.29,20.88
2018-03-19,72,29.0,,0.29,20.88
2018-03-20,84,29.0,,0.29,24.36
2018-03-21,73,29.0,,0.29,21.169999999999998
2018-03-22,57,29.0,,0.29,16.529999999999998
2018-03-23,80,29.0,,0.29,23.2
2018-03-24,55,29.0,,0.29,15.95
2018-03-25,75,29.0,,0.29,21.75
2018-03-26,65,29.0,,0.29,18.849999999999998
2018-03-27,71,29.0,,0.29,20.59
2018-03-28,71,29.0,,0.29,20.59
2018-03-29,89,29.0,,0.29,25.81
2018-03-30,74,29.0,,0.29,21.459999999999997
2018-03-31,62,29.0,,0.29,17.98
2018-04-01,76,32.0,False,0.32,24.32
2018-04-02,86,32.0,,0.32,27.52
2018-04-03,97,32.0,,0.32,31.04
2018-04-04,87,32.0,,0.32,27.84
2018-04-05,84,32.0,,0.32,26.88
2018-04-06,72,32.0,,0.32,23.04
2018-04-07,64,32.0,,0.32,20.48
2018-04-08,84,32.0,,0.32,26.88
2018-04-09,98,32.0,,0.32,31.36
2018-04-10,71,32.0,,0.32,22.72
2018-04-11,73,32.0,,0.32,23.36
2018-04-12,89,32.0,,0.32,28.48
2018-04-13,64,32.0,,0.32,20.48
2018-04-14,72,32.0,,0.32,23.04
2018-04-15,71,32.0,,0.32,22.72
2018-04-16,90,32.0,,0.32,28.8
2018-04-17,90,32.0,,0.32,28.8
2018-04-18,85,32.0,,0.32,27.2
2018-04-19,100,32.0,,0.32,32.0
2018-04-20,65,32.0,,0.32,20.8
2018-04-21,75,32.0,,0.32,24.0
2018-04-22,74,32.0,,0.32,23.68
2018-04-23,60,32.0,,0.32,19.2
2018-04-24,91,32.0,,0.32,29.12
2018-04-25,69,32.0,,0.32,22.080000000000002
2018-04-26,70,32.0,,0.32,22.400000000000002
2018-04-27,64,32.0,,0.32,20.48
2018-04-28,60,32.0,,0.32,19.2
2018-04-29,52,32.0,,0.32,16.64
2018-04-30,75,32.0,,0.32,24.0
2018-05-01,84,31.0,False,0.31,26.04
2018-05-02,68,31.0,,0.31,21.08
2018-05-03,61,31.0,,0.31,18.91
2018-05-04,94,31.0,,0.31,29.14
2018-05-05,65,31.0,,0.31,20.15
2018-05-06,65,31.0,,0.31,20.15
2018-05-07,81,31.0,,0.31,25.11
2018-05-08,98,31.0,,0.31,30.38
2018-05-09,69,31.0,,0.31,21.39
2018-05-10,100,31.0,,0.31,31.0
2018-05-11,71,31.0,,0.31,22.01
2018-05-12,73,31.0,,0.31,22.63
2018-05-13,77,31.0,,0.31,23.87
2018-05-14,91,31.0,,0.31,28.21
2018-05-15,71,31.0,,0.31,22.01
2018-05-16,78,31.0,,0.31,24.18
2018-05-17,84,31.0,,0.31,26.04
2018-05-18,64,31.0,,0.31,19.84
2018-05-19,66,31.0,,0.31,20.46
2018-05-20,67,31.0,,0.31,20.77
2018-05-21,55,31.0,,0.31,17.05
2018-05-22,85,31.0,,0.31,26.35
2018-05-23,87,31.0,,0.31,26.97
2018-05-24,93,31.0,,0.31,28.83
2018-05-25,90,31.0,,0.31,27.9
2018-05-26,71,31.0,,0.31,22.01
2018-05-27,78,31.0,,0.31,24.18
2018-05-28,83,31.0,,0.31,25.73
2018-05-29,97,31.0,,0.31,30.07
2018-05-30,99,31.0,,0.31,30.69
2018-05-31,88,31.0,,0.31,27.28
2018-06-01,80,29.0,False,0.29,23.2
2018-06-02,65,29.0,,0.29,18.849999999999998
2018-06-03,63,29.0,,0.29,18.27
2018-06-04,63,29.0,,0.29,18.27
2018-06-05,78,29.0,,0.29,22.619999999999997
2018-06-06,75,29.0,,0.29,21.75
2018-06-07,97,29.0,,0.29,28.13
2018-06-08,71,29.0,,0.29,20.59
2018-06-09,54,29.0,,0.29,15.659999999999998
2018-06-10,59,29.0,,0.29,17.11
2018-06-11,77,29.0,,0.29,22.33
2018-06-12,64,29.0,,0.29,18.56
2018-06-13,88,29.0,,0.29,25.52
2018-06-14,76,29.0,,0.29,22.04
2018-06-15,70,29.0,,0.29,20.299999999999997
2018-06-16,58,29.0,,0.29,16.82
2018-06-17,60,29.0,,0.29,17.4
2018-06-18,76,29.0,,0.29,22.04
2018-06-19,100,29.0,,0.29,28.999999999999996
2018-06-20,63,29.0,,0.29,18.27
2018-06-21,67,29.0,,0.29,19.43
2018-06-22,81,29.0,,0.29,23.49
2018-06-23,62,29.0,,0.29,17.98
2018-06-24,49,29.0,,0.29,14.209999999999999
2018-06-25,75,29.0,,0.29,21.75
2018-06-26,85,29.0,,0.29,24.65
2018-06-27,85,29.0,,0.29,24.65
2018-06-28,69,29.0,,0.29,20.009999999999998
2018-06-29,68,29.0,,0.29,19.72
2018-06-30,82,29.0,,0.29,23.779999999999998
2018-07-01,71,31.0,False,0.31,22.01
2018-07-02,77,31.0,,0.31,23.87
2018-07-03,83,31.0,,0.31,25.73
2018-07-04,99,31.0,,0.31,30.69
2018-07-05,92,31.0,,0.31,28.52
2018-07-06,89,31.0,,0.31,27.59
2018-07-07,62,31.0,,0.31,19.22
2018-07-08,75,31.0,,0.31,23.25
2018-07-09,87,31.0,,0.31,26.97
2018-07-10,76,31.0,,0.31,23.56
2018-07-11,98,31.0,,0.31,30.38
2018-07-12,88,31.0,,0.31,27.28
2018-07-13,76,31.0,,0.31,23.56
2018-07-14,75,31.0,,0.31,23.25
2018-07-15,67,31.0,,0.31,20.77
2018-07-16,83,31.0,,0.31,25.73
2018-07-17,97,31.0,,0.31,30.07
2018-07-18,79,31.0,,0.31,24.49
2018-07-19,97,31.0,,0.31,30.07
2018-07-20,72,31.0,,0.31,22.32
2018-07-21,66,31.0,,0.31,20.46
2018-07-22,98,31.0,,0.31,30.38
2018-07-23,81,31.0,,0.31,25.11
2018-07-24,86,31.0,,0.31,26.66
2018-07-25,98,31.0,,0.31,30.38
2018-07-26,87,31.0,,0.31,26.97
2018-07-27,79,31.0,,0.31,24.49
2018-07-28,76,31.0,,0.31,23.56
2018-07-29,71,31.0,,0.31,22.01
2018-07-30,96,31.0,,0.31,29.759999999999998
2018-07-31,100,31.0,,0.31,31.0
2018-08-01,71,32.0,False,0.32,22.72
2018-08-02,100,32.0,,0.32,32.0
2018-08-03,66,32.0,,0.32,21.12
2018-08-04,66,32.0,,0.32,21.12
2018-08-05,59,32.0,,0.32,18.88
2018-08-06,82,32.0,,0.32,26.240000000000002
2018-08-07,84,32.0,,0.32,26.88
2018-08-08,86,32.0,,0.32,27.52
2018-08-09,82,32.0,,0.32,26.240000000000002
2018-08-10,68,32.0,,0.32,21.76
2018-08-11,66,32.0,,0.32,21.12
2018-08-12,66,32.0,,0.32,21.12
2018-08-13,80,32.0,,0.32,25.6
2018-08-14,96,32.0,,0.32,30.72
2018-08-15,82,32.0,,0.32,26.240000000000002
2018-08-16,76,32.0,,0.32,24.32
2018-08-17,75,32.0,,0.32,24.0
2018-08-18,57,32.0,,0.32,18.240000000000002
2018-08-19,80,32.0,,0.32,25.6
2018-08-20,86,32.0,,0.32,27.52
2018-08-21,83,32.0,,0.32,26.560000000000002
2018-08-22,89,32.0,,0.32,28.48
2018-08-23,56,32.0,,0.32,17.92
2018-08-24,57,32.0,,0.32,18.240000000000002
2018-08-25,66,32.0,,0.32,21.12
2018-08-26,75,32.0,,0.32,24.0
2018-08-27,56,32.0,,0.32,17.92
2018-08-28,73,32.0,,0.32,23.36
2018-08-29,72,32.0,,0.32,23.04
2018-08-30,64,32.0,,0.32,20.48
2018-08-31,60,32.0,,0.32,19.2
2018-09-01,53,29.0,False,0.29,15.37
2018-09-02,67,29.0,,0.29,19.43
2018-09-03,79,29.0,,0.29,22.91
2018-09-04,100,29.0,,0.29,28.999999999999996
2018-09-05,94,29.0,,0.29,27.259999999999998
2018-09-06,86,29.0,,0.29,24.939999999999998
2018-09-07,84,29.0,,0.29,24.36
2018-09-08,77,29.0,,0.29,22.33
2018-09-09,63,29.0,,0.29,18.27
2018-09-10,77,29.0,,0.29,22.33
2018-09-11,88,29.0,,0.29,25.52
2018-09-12,81,29.0,,0.29,23.49
2018-09-13,97,29.0,,0.29,28.13
2018-09-14,65,29.0,,0.29,18.849999999999998
2018-09-15,75,29.0,,0.29,21.75
2018-09-16,54,29.0,,0.29,15.659999999999998
2018-09-17,66,29.0,,0.29,19.139999999999997
2018-09-18,81,29.0,,0.29,23.49
2018-09-19,88,29.0,,0.29,25.52
2018-09-20,78,29.0,,0.29,22.619999999999997
2018-09-21,70,29.0,,0.29,20.299999999999997
2018-09-22,85,29.0,,0.29,24.65
2018-09-23,71,29.0,,0.29,20.59
2018-09-24,92,29.0,,0.29,26.68
2018-09-25,76,29.0,,0.29,22.04
2018-09-26,89,29.0,,0.29,25.81
2018-09-27,96,29.0,,0.29,27.839999999999996
2018-09-28,76,29.0,,0.29,22.04
2018-09-29,60,29.0,,0.29,17.4
2018-09-30,84,29.0,,0.29,24.36
2018-10-01,68,29.0,False,0.29,19.72
2018-10-02,63,29.0,,0.29,18.27
2018-10-03,84,29.0,,0.29,24.36
2018-10-04,70,29.0,,0.29,20.299999999999997
2018-10-05,82,29.0,,0.29,23.779999999999998
2018-10-06,41,29.0,,0.29,11.889999999999999
2018-10-07,89,29.0,,0.29,25.81
2018-10-08,78,29.0,,0.29,22.619999999999997
2018-10-09,95,29.0,,0.29,27.549999999999997
2018-10-10,72,29.0,,0.29,20.88
2018-10-11,92,29.0,,0.29,26.68
2018-10-12,61,29.0,,0.29,17.689999999999998
2018-10-13,45,29.0,,0.29,13.049999999999999
2018-10-14,50,29.0,,0.29,14.499999999999998
2018-10-15,78,29.0,,0.29,22.619999999999997
2018-10-16,54,29.0,,0.29,15.659999999999998
2018-10-17,100,29.0,,0.29,28.999999999999996
2018-10-18,77,29.0,,0.29,22.33
2018-10-19,70,29.0,,0.29,20.299999999999997
2018-10-20,52,29.0,,0.29,15.079999999999998
2018-10-21,65,29.0,,0.29,18.849999999999998
2018-10-22,91,29.0,,0.29,26.389999999999997
2018-10-23,79,29.0,,0.29,22.91
2018-10-24,81,29.0,,0.29,23.49
2018-10-25,89,29.0,,0.29,25.81
2018-10-26,52,29.0,,0.29,15.079999999999998
2018-10-27,71,29.0,,0.29,20.59
2018-10-28,58,29.0,,0.29,16.82
2018-10-29,61,29.0,,0.29,17.689999999999998
2018-10-30,93,29.0,,0.29,26.97
2018-10-31,48,29.0,,0.29,13.919999999999998
2018-11-01,73,28.0,False,0.28,20.44
2018-11-02,64,28.0,,0.28,17.92
2018-11-03,65,28.0,,0.28,18.200000000000003
2018-11-04,72,28.0,,0.28,20.160000000000004
2018-11-05,71,28.0,,0.28,19.880000000000003
2018-11-06,71,28.0,,0.28,19.880000000000003
2018-11-07,61,28.0,,0.28,17.080000000000002
2018-11-08,67,28.0,,0.28,18.76
2018-11-09,81,28.0,,0.28,22.680000000000003
2018-11-10,56,28.0,,0.28,15.680000000000001
2018-11-11,52,28.0,,0.28,14.560000000000002
2018-11-12,56,28.0,,0.28,15.680000000000001
2018-11-13,71,28.0,,0.28,19.880000000000003
2018-11-14,65,28.0,,0.28,18.200000000000003
2018-11-15,72,28.0,,0.28,20.160000000000004
2018-11-16,61,28.0,,0.28,17.080000000000002
2018-11-17,76,28.0,,0.28,21.28
2018-11-18,76,28.0,,0.28,21.28
