date,portfolio_unscaled,portfolio_monthly,isPartial,scale,portfolio
2012-02-06,72,85.0,,0.85,61.199999999999996
2012-02-07,92,85.0,,0.85,78.2
2012-02-08,72,85.0,,0.85,61.199999999999996
2012-02-09,71,85.0,,0.85,60.35
2012-02-10,63,85.0,,0.85,53.55
2012-02-11,54,85.0,,0.85,45.9
2012-02-12,43,85.0,,0.85,36.55
2012-02-13,54,85.0,,0.85,45.9
2012-02-14,64,85.0,,0.85,54.4
2012-02-15,74,85.0,,0.85,62.9
2012-02-16,70,85.0,,0.85,59.5
2012-02-17,66,85.0,,0.85,56.1
2012-02-18,35,85.0,,0.85,29.75
2012-02-19,37,85.0,,0.85,31.45
2012-02-20,65,85.0,,0.85,55.25
2012-02-21,67,85.0,,0.85,56.949999999999996
2012-02-22,65,85.0,,0.85,55.25
2012-02-23,77,85.0,,0.85,65.45
2012-02-24,50,85.0,,0.85,42.5
2012-02-25,65,85.0,,0.85,55.25
2012-02-26,50,85.0,,0.85,42.5
2012-02-27,80,85.0,,0.85,68.0
2012-02-28,75,85.0,,0.85,63.75
2012-02-29,75,85.0,,0.85,63.75
2012-03-01,94,86.0,False,0.86,80.84
2012-03-02,100,86.0,,0.86,86.0
2012-03-03,68,86.0,,0.86,58.48
2012-03-04,61,86.0,,0.86,52.46
2012-03-05,91,86.0,,0.86,78.26
2012-03-06,80,86.0,,0.86,68.8
2012-03-07,84,86.0,,0.86,72.24
2012-03-08,85,86.0,,0.86,73.1
2012-03-09,85,86.0,,0.86,73.1
2012-03-10,51,86.0,,0.86,43.86
2012-03-11,54,86.0,,0.86,46.44
2012-03-12,70,86.0,,0.86,60.199999999999996
2012-03-13,90,86.0,,0.86,77.4
2012-03-14,82,86.0,,0.86,70.52
2012-03-15,84,86.0,,0.86,72.24
2012-03-16,73,86.0,,0.86,62.78
2012-03-17,50,86.0,,0.86,43.0
2012-03-18,65,86.0,,0.86,55.9
2012-03-19,76,86.0,,0.86,65.36
2012-03-20,94,86.0,,0.86,80.84
2012-03-21,97,86.0,,0.86,83.42
2012-03-22,84,86.0,,0.86,72.24
2012-03-23,71,86.0,,0.86,61.06
2012-03-24,54,86.0,,0.86,46.44
2012-03-25,66,86.0,,0.86,56.76
2012-03-26,84,86.0,,0.86,72.24
2012-03-27,95,86.0,,0.86,81.7
2012-03-28,90,86.0,,0.86,77.4
2012-03-29,82,86.0,,0.86,70.52
2012-03-30,64,86.0,,0.86,55.04
2012-03-31,47,86.0,,0.86,40.42
2012-04-01,54,88.0,False,0.88,47.52
2012-04-02,80,88.0,,0.88,70.4
2012-04-03,81,88.0,,0.88,71.28
2012-04-04,68,88.0,,0.88,59.84
2012-04-05,68,88.0,,0.88,59.84
2012-04-06,75,88.0,,0.88,66.0
2012-04-07,43,88.0,,0.88,37.84
2012-04-08,54,88.0,,0.88,47.52
2012-04-09,68,88.0,,0.88,59.84
2012-04-10,95,88.0,,0.88,83.6
2012-04-11,78,88.0,,0.88,68.64
2012-04-12,80,88.0,,0.88,70.4
2012-04-13,81,88.0,,0.88,71.28
2012-04-14,67,88.0,,0.88,58.96
2012-04-15,57,88.0,,0.88,50.160000000000004
2012-04-16,83,88.0,,0.88,73.04
2012-04-17,80,88.0,,0.88,70.4
2012-04-18,95,88.0,,0.88,83.6
2012-04-19,89,88.0,,0.88,78.32000000000001
2012-04-20,79,88.0,,0.88,69.52
2012-04-21,51,88.0,,0.88,44.88
2012-04-22,69,88.0,,0.88,60.72
2012-04-23,100,88.0,,0.88,88.0
2012-04-24,89,88.0,,0.88,78.32000000000001
2012-04-25,98,88.0,,0.88,86.24
2012-04-26,93,88.0,,0.88,81.84
2012-04-27,78,88.0,,0.88,68.64
2012-04-28,65,88.0,,0.88,57.2
2012-04-29,69,88.0,,0.88,60.72
2012-04-30,82,88.0,,0.88,72.16
2012-05-01,100,83.0,False,0.83,83.0
2012-05-02,81,83.0,,0.83,67.22999999999999
2012-05-03,81,83.0,,0.83,67.22999999999999
2012-05-04,87,83.0,,0.83,72.21
2012-05-05,73,83.0,,0.83,60.589999999999996
2012-05-06,68,83.0,,0.83,56.44
2012-05-07,90,83.0,,0.83,74.7
2012-05-08,94,83.0,,0.83,78.02
2012-05-09,87,83.0,,0.83,72.21
2012-05-10,86,83.0,,0.83,71.38
2012-05-11,84,83.0,,0.83,69.72
2012-05-12,59,83.0,,0.83,48.97
2012-05-13,59,83.0,,0.83,48.97
2012-05-14,98,83.0,,0.83,81.33999999999999
2012-05-15,84,83.0,,0.83,69.72
2012-05-16,83,83.0,,0.83,68.89
2012-05-17,91,83.0,,0.83,75.53
2012-05-18,76,83.0,,0.83,63.08
2012-05-19,52,83.0,,0.83,43.16
2012-05-20,50,83.0,,0.83,41.5
2012-05-21,76,83.0,,0.83,63.08
2012-05-22,83,83.0,,0.83,68.89
2012-05-23,72,83.0,,0.83,59.76
2012-05-24,76,83.0,,0.83,63.08
2012-05-25,67,83.0,,0.83,55.61
2012-05-26,47,83.0,,0.83,39.01
2012-05-27,42,83.0,,0.83,34.86
2012-05-28,55,83.0,,0.83,45.65
2012-05-29,79,83.0,,0.83,65.57
2012-05-30,79,83.0,,0.83,65.57
2012-05-31,86,83.0,,0.83,71.38
2012-06-01,75,74.0,False,0.74,55.5
2012-06-02,55,74.0,,0.74,40.7
2012-06-03,41,74.0,,0.74,30.34
2012-06-04,91,74.0,,0.74,67.34
2012-06-05,71,74.0,,0.74,52.54
2012-06-06,86,74.0,,0.74,63.64
2012-06-07,77,74.0,,0.74,56.98
2012-06-08,72,74.0,,0.74,53.28
2012-06-09,58,74.0,,0.74,42.92
2012-06-10,67,74.0,,0.74,49.58
2012-06-11,87,74.0,,0.74,64.38
2012-06-12,85,74.0,,0.74,62.9
2012-06-13,96,74.0,,0.74,71.03999999999999
2012-06-14,83,74.0,,0.74,61.42
2012-06-15,68,74.0,,0.74,50.32
2012-06-16,40,74.0,,0.74,29.6
2012-06-17,45,74.0,,0.74,33.3
2012-06-18,70,74.0,,0.74,51.8
2012-06-19,81,74.0,,0.74,59.94
2012-06-20,83,74.0,,0.74,61.42
2012-06-21,70,74.0,,0.74,51.8
2012-06-22,79,74.0,,0.74,58.46
2012-06-23,59,74.0,,0.74,43.66
2012-06-24,68,74.0,,0.74,50.32
2012-06-25,86,74.0,,0.74,63.64
2012-06-26,86,74.0,,0.74,63.64
2012-06-27,94,74.0,,0.74,69.56
2012-06-28,73,74.0,,0.74,54.019999999999996
2012-06-29,100,74.0,,0.74,74.0
2012-06-30,57,74.0,,0.74,42.18
2012-07-01,44,71.0,False,0.71,31.24
2012-07-02,76,71.0,,0.71,53.959999999999994
2012-07-03,99,71.0,,0.71,70.28999999999999
2012-07-04,51,71.0,,0.71,36.21
2012-07-05,78,71.0,,0.71,55.379999999999995
2012-07-06,95,71.0,,0.71,67.45
2012-07-07,43,71.0,,0.71,30.529999999999998
2012-07-08,54,71.0,,0.71,38.339999999999996
2012-07-09,76,71.0,,0.71,53.959999999999994
2012-07-10,100,71.0,,0.71,71.0
2012-07-11,64,71.0,,0.71,45.44
2012-07-12,88,71.0,,0.71,62.48
2012-07-13,72,71.0,,0.71,51.12
2012-07-14,47,71.0,,0.71,33.37
2012-07-15,65,71.0,,0.71,46.15
2012-07-16,81,71.0,,0.71,57.51
2012-07-17,95,71.0,,0.71,67.45
2012-07-18,73,71.0,,0.71,51.83
2012-07-19,92,71.0,,0.71,65.32
2012-07-20,66,71.0,,0.71,46.86
2012-07-21,58,71.0,,0.71,41.18
2012-07-22,60,71.0,,0.71,42.599999999999994
2012-07-23,68,71.0,,0.71,48.28
2012-07-24,81,71.0,,0.71,57.51
2012-07-25,68,71.0,,0.71,48.28
2012-07-26,77,71.0,,0.71,54.669999999999995
2012-07-27,82,71.0,,0.71,58.22
2012-07-28,53,71.0,,0.71,37.629999999999995
2012-07-29,59,71.0,,0.71,41.89
2012-07-30,73,71.0,,0.71,51.83
2012-07-31,69,71.0,,0.71,48.989999999999995
2012-08-01,80,74.0,False,0.74,59.2
2012-08-02,90,74.0,,0.74,66.6
2012-08-03,70,74.0,,0.74,51.8
2012-08-04,39,74.0,,0.74,28.86
2012-08-05,55,74.0,,0.74,40.7
2012-08-06,86,74.0,,0.74,63.64
2012-08-07,77,74.0,,0.74,56.98
2012-08-08,82,74.0,,0.74,60.68
2012-08-09,71,74.0,,0.74,52.54
2012-08-10,77,74.0,,0.74,56.98
2012-08-11,55,74.0,,0.74,40.7
2012-08-12,46,74.0,,0.74,34.04
2012-08-13,74,74.0,,0.74,54.76
2012-08-14,78,74.0,,0.74,57.72
2012-08-15,100,74.0,,0.74,74.0
2012-08-16,79,74.0,,0.74,58.46
2012-08-17,68,74.0,,0.74,50.32
2012-08-18,60,74.0,,0.74,44.4
2012-08-19,66,74.0,,0.74,48.839999999999996
2012-08-20,74,74.0,,0.74,54.76
2012-08-21,93,74.0,,0.74,68.82
2012-08-22,87,74.0,,0.74,64.38
2012-08-23,81,74.0,,0.74,59.94
2012-08-24,81,74.0,,0.74,59.94
2012-08-25,65,74.0,,0.74,48.1
2012-08-26,55,74.0,,0.74,40.7
2012-08-27,72,74.0,,0.74,53.28
2012-08-28,86,74.0,,0.74,63.64
2012-08-29,81,74.0,,0.74,59.94
2012-08-30,79,74.0,,0.74,58.46
2012-08-31,84,74.0,,0.74,62.16
2012-09-01,59,79.0,False,0.79,46.61
2012-09-02,69,79.0,,0.79,54.510000000000005
2012-09-03,62,79.0,,0.79,48.980000000000004
2012-09-04,84,79.0,,0.79,66.36
2012-09-05,93,79.0,,0.79,73.47
2012-09-06,80,79.0,,0.79,63.2
2012-09-07,84,79.0,,0.79,66.36
2012-09-08,67,79.0,,0.79,52.93
2012-09-09,51,79.0,,0.79,40.29
2012-09-10,83,79.0,,0.79,65.57000000000001
2012-09-11,100,79.0,,0.79,79.0
2012-09-12,97,79.0,,0.79,76.63000000000001
2012-09-13,95,79.0,,0.79,75.05
2012-09-14,83,79.0,,0.79,65.57000000000001
2012-09-15,72,79.0,,0.79,56.88
2012-09-16,88,79.0,,0.79,69.52000000000001
2012-09-17,77,79.0,,0.79,60.830000000000005
2012-09-18,93,79.0,,0.79,73.47
2012-09-19,73,79.0,,0.79,57.67
2012-09-20,80,79.0,,0.79,63.2
2012-09-21,74,79.0,,0.79,58.46
2012-09-22,58,79.0,,0.79,45.82
2012-09-23,50,79.0,,0.79,39.5
2012-09-24,94,79.0,,0.79,74.26
2012-09-25,75,79.0,,0.79,59.25
2012-09-26,98,79.0,,0.79,77.42
2012-09-27,96,79.0,,0.79,75.84
2012-09-28,68,79.0,,0.79,53.72
2012-09-29,75,79.0,,0.79,59.25
2012-09-30,61,79.0,,0.79,48.190000000000005
2012-10-01,100,77.0,False,0.77,77.0
2012-10-02,81,77.0,,0.77,62.370000000000005
2012-10-03,81,77.0,,0.77,62.370000000000005
2012-10-04,83,77.0,,0.77,63.910000000000004
2012-10-05,73,77.0,,0.77,56.21
2012-10-06,45,77.0,,0.77,34.65
2012-10-07,59,77.0,,0.77,45.43
2012-10-08,75,77.0,,0.77,57.75
2012-10-09,78,77.0,,0.77,60.06
2012-10-10,79,77.0,,0.77,60.83
2012-10-11,81,77.0,,0.77,62.370000000000005
2012-10-12,60,77.0,,0.77,46.2
2012-10-13,59,77.0,,0.77,45.43
2012-10-14,44,77.0,,0.77,33.88
2012-10-15,85,77.0,,0.77,65.45
2012-10-16,79,77.0,,0.77,60.83
2012-10-17,80,77.0,,0.77,61.6
2012-10-18,72,77.0,,0.77,55.44
2012-10-19,66,77.0,,0.77,50.82
2012-10-20,55,77.0,,0.77,42.35
2012-10-21,48,77.0,,0.77,36.96
2012-10-22,69,77.0,,0.77,53.13
2012-10-23,73,77.0,,0.77,56.21
2012-10-24,80,77.0,,0.77,61.6
2012-10-25,67,77.0,,0.77,51.59
2012-10-26,67,77.0,,0.77,51.59
2012-10-27,48,77.0,,0.77,36.96
2012-10-28,59,77.0,,0.77,45.43
2012-10-29,72,77.0,,0.77,55.44
2012-10-30,69,77.0,,0.77,53.13
2012-10-31,67,77.0,,0.77,51.59
2012-11-01,80,76.0,False,0.76,60.8
2012-11-02,60,76.0,,0.76,45.6
2012-11-03,55,76.0,,0.76,41.8
2012-11-04,59,76.0,,0.76,44.84
2012-11-05,73,76.0,,0.76,55.480000000000004
2012-11-06,65,76.0,,0.76,49.4
2012-11-07,72,76.0,,0.76,54.72
2012-11-08,78,76.0,,0.76,59.28
2012-11-09,74,76.0,,0.76,56.24
2012-11-10,56,76.0,,0.76,42.56
2012-11-11,58,76.0,,0.76,44.08
2012-11-12,77,76.0,,0.76,58.52
2012-11-13,94,76.0,,0.76,71.44
2012-11-14,82,76.0,,0.76,62.32
2012-11-15,76,76.0,,0.76,57.76
2012-11-16,79,76.0,,0.76,60.04
2012-11-17,50,76.0,,0.76,38.0
2012-11-18,53,76.0,,0.76,40.28
2012-11-19,81,76.0,,0.76,61.56
2012-11-20,88,76.0,,0.76,66.88
2012-11-21,79,76.0,,0.76,60.04
2012-11-22,46,76.0,,0.76,34.96
2012-11-23,49,76.0,,0.76,37.24
2012-11-24,53,76.0,,0.76,40.28
2012-11-25,43,76.0,,0.76,32.68
2012-11-26,83,76.0,,0.76,63.08
2012-11-27,100,76.0,,0.76,76.0
2012-11-28,91,76.0,,0.76,69.16
2012-11-29,83,76.0,,0.76,63.08
2012-11-30,84,76.0,,0.76,63.84
2012-12-01,51,79.0,False,0.79,40.29
2012-12-02,58,79.0,,0.79,45.82
2012-12-03,92,79.0,,0.79,72.68
2012-12-04,79,79.0,,0.79,62.410000000000004
2012-12-05,88,79.0,,0.79,69.52000000000001
2012-12-06,100,79.0,,0.79,79.0
2012-12-07,82,79.0,,0.79,64.78
2012-12-08,56,79.0,,0.79,44.24
2012-12-09,65,79.0,,0.79,51.35
2012-12-10,81,79.0,,0.79,63.99
2012-12-11,87,79.0,,0.79,68.73
2012-12-12,86,79.0,,0.79,67.94
2012-12-13,81,79.0,,0.79,63.99
2012-12-14,74,79.0,,0.79,58.46
2012-12-15,53,79.0,,0.79,41.870000000000005
2012-12-16,58,79.0,,0.79,45.82
2012-12-17,78,79.0,,0.79,61.620000000000005
2012-12-18,92,79.0,,0.79,72.68
2012-12-19,82,79.0,,0.79,64.78
2012-12-20,66,79.0,,0.79,52.14
2012-12-21,72,79.0,,0.79,56.88
2012-12-22,53,79.0,,0.79,41.870000000000005
2012-12-23,44,79.0,,0.79,34.760000000000005
2012-12-24,48,79.0,,0.79,37.92
2012-12-25,23,79.0,,0.79,18.17
2012-12-26,56,79.0,,0.79,44.24
2012-12-27,66,79.0,,0.79,52.14
2012-12-28,68,79.0,,0.79,53.72
2012-12-29,51,79.0,,0.79,40.29
2012-12-30,47,79.0,,0.79,37.13
2012-12-31,49,79.0,,0.79,38.71
2013-01-01,67,76.0,False,0.76,50.92
2013-01-02,73,76.0,,0.76,55.480000000000004
2013-01-03,93,76.0,,0.76,70.68
2013-01-04,88,76.0,,0.76,66.88
2013-01-05,73,76.0,,0.76,55.480000000000004
2013-01-06,47,76.0,,0.76,35.72
2013-01-07,73,76.0,,0.76,55.480000000000004
2013-01-08,93,76.0,,0.76,70.68
2013-01-09,96,76.0,,0.76,72.96000000000001
2013-01-10,100,76.0,,0.76,76.0
2013-01-11,80,76.0,,0.76,60.8
2013-01-12,60,76.0,,0.76,45.6
2013-01-13,54,76.0,,0.76,41.04
2013-01-14,97,76.0,,0.76,73.72
2013-01-15,94,76.0,,0.76,71.44
2013-01-16,81,76.0,,0.76,61.56
2013-01-17,72,76.0,,0.76,54.72
2013-01-18,69,76.0,,0.76,52.44
2013-01-19,51,76.0,,0.76,38.76
2013-01-20,50,76.0,,0.76,38.0
2013-01-21,70,76.0,,0.76,53.2
2013-01-22,91,76.0,,0.76,69.16
2013-01-23,84,76.0,,0.76,63.84
2013-01-24,75,76.0,,0.76,57.0
2013-01-25,80,76.0,,0.76,60.8
2013-01-26,76,76.0,,0.76,57.76
2013-01-27,70,76.0,,0.76,53.2
2013-01-28,77,76.0,,0.76,58.52
2013-01-29,93,76.0,,0.76,70.68
2013-01-30,99,76.0,,0.76,75.24
2013-01-31,93,76.0,,0.76,70.68
2013-02-01,80,78.0,False,0.78,62.400000000000006
2013-02-02,60,78.0,,0.78,46.800000000000004
2013-02-03,59,78.0,,0.78,46.02
2013-02-04,64,78.0,,0.78,49.92
2013-02-05,100,78.0,,0.78,78.0
2013-02-06,82,78.0,,0.78,63.96
2013-02-07,86,78.0,,0.78,67.08
2013-02-08,72,78.0,,0.78,56.160000000000004
2013-02-09,56,78.0,,0.78,43.68
2013-02-10,57,78.0,,0.78,44.46
2013-02-11,80,78.0,,0.78,62.400000000000006
2013-02-12,84,78.0,,0.78,65.52
2013-02-13,84,78.0,,0.78,65.52
2013-02-14,77,78.0,,0.78,60.06
2013-02-15,75,78.0,,0.78,58.5
2013-02-16,54,78.0,,0.78,42.120000000000005
2013-02-17,57,78.0,,0.78,44.46
2013-02-18,77,78.0,,0.78,60.06
2013-02-19,86,78.0,,0.78,67.08
2013-02-20,78,78.0,,0.78,60.84
2013-02-21,78,78.0,,0.78,60.84
2013-02-22,83,78.0,,0.78,64.74000000000001
2013-02-23,62,78.0,,0.78,48.36
2013-02-24,48,78.0,,0.78,37.44
2013-02-25,71,78.0,,0.78,55.38
2013-02-26,89,78.0,,0.78,69.42
2013-02-27,80,78.0,,0.78,62.400000000000006
2013-02-28,95,78.0,,0.78,74.10000000000001
2013-03-01,91,76.0,False,0.76,69.16
2013-03-02,68,76.0,,0.76,51.68
2013-03-03,55,76.0,,0.76,41.8
2013-03-04,89,76.0,,0.76,67.64
2013-03-05,100,76.0,,0.76,76.0
2013-03-06,86,76.0,,0.76,65.36
2013-03-07,82,76.0,,0.76,62.32
2013-03-08,79,76.0,,0.76,60.04
2013-03-09,58,76.0,,0.76,44.08
2013-03-10,63,76.0,,0.76,47.88
2013-03-11,81,76.0,,0.76,61.56
2013-03-12,94,76.0,,0.76,71.44
2013-03-13,98,76.0,,0.76,74.48
2013-03-14,88,76.0,,0.76,66.88
2013-03-15,80,76.0,,0.76,60.8
2013-03-16,46,76.0,,0.76,34.96
2013-03-17,70,76.0,,0.76,53.2
2013-03-18,78,76.0,,0.76,59.28
2013-03-19,87,76.0,,0.76,66.12
2013-03-20,77,76.0,,0.76,58.52
2013-03-21,79,76.0,,0.76,60.04
2013-03-22,75,76.0,,0.76,57.0
2013-03-23,55,76.0,,0.76,41.8
2013-03-24,70,76.0,,0.76,53.2
2013-03-25,75,76.0,,0.76,57.0
2013-03-26,98,76.0,,0.76,74.48
2013-03-27,91,76.0,,0.76,69.16
2013-03-28,81,76.0,,0.76,61.56
2013-03-29,69,76.0,,0.76,52.44
2013-03-30,55,76.0,,0.76,41.8
2013-03-31,55,76.0,,0.76,41.8
2013-04-01,78,85.0,False,0.85,66.3
2013-04-02,82,85.0,,0.85,69.7
2013-04-03,85,85.0,,0.85,72.25
2013-04-04,67,85.0,,0.85,56.949999999999996
2013-04-05,76,85.0,,0.85,64.6
2013-04-06,61,85.0,,0.85,51.85
2013-04-07,55,85.0,,0.85,46.75
2013-04-08,81,85.0,,0.85,68.85
2013-04-09,82,85.0,,0.85,69.7
2013-04-10,100,85.0,,0.85,85.0
2013-04-11,78,85.0,,0.85,66.3
2013-04-12,75,85.0,,0.85,63.75
2013-04-13,58,85.0,,0.85,49.3
2013-04-14,58,85.0,,0.85,49.3
2013-04-15,90,85.0,,0.85,76.5
2013-04-16,73,85.0,,0.85,62.05
2013-04-17,90,85.0,,0.85,76.5
2013-04-18,77,85.0,,0.85,65.45
2013-04-19,79,85.0,,0.85,67.14999999999999
2013-04-20,48,85.0,,0.85,40.8
2013-04-21,62,85.0,,0.85,52.699999999999996
2013-04-22,82,85.0,,0.85,69.7
2013-04-23,94,85.0,,0.85,79.89999999999999
2013-04-24,92,85.0,,0.85,78.2
2013-04-25,95,85.0,,0.85,80.75
2013-04-26,95,85.0,,0.85,80.75
2013-04-27,51,85.0,,0.85,43.35
2013-04-28,60,85.0,,0.85,51.0
2013-04-29,80,85.0,,0.85,68.0
2013-04-30,92,85.0,,0.85,78.2
2013-05-01,98,80.0,False,0.8,78.4
2013-05-02,87,80.0,,0.8,69.60000000000001
2013-05-03,85,80.0,,0.8,68.0
2013-05-04,61,80.0,,0.8,48.800000000000004
2013-05-05,52,80.0,,0.8,41.6
2013-05-06,100,80.0,,0.8,80.0
2013-05-07,98,80.0,,0.8,78.4
2013-05-08,85,80.0,,0.8,68.0
2013-05-09,91,80.0,,0.8,72.8
2013-05-10,88,80.0,,0.8,70.4
2013-05-11,59,80.0,,0.8,47.2
2013-05-12,48,80.0,,0.8,38.400000000000006
2013-05-13,68,80.0,,0.8,54.400000000000006
2013-05-14,89,80.0,,0.8,71.2
2013-05-15,85,80.0,,0.8,68.0
2013-05-16,81,80.0,,0.8,64.8
2013-05-17,77,80.0,,0.8,61.6
2013-05-18,44,80.0,,0.8,35.2
2013-05-19,48,80.0,,0.8,38.400000000000006
2013-05-20,93,80.0,,0.8,74.4
2013-05-21,88,80.0,,0.8,70.4
2013-05-22,73,80.0,,0.8,58.400000000000006
2013-05-23,70,80.0,,0.8,56.0
2013-05-24,73,80.0,,0.8,58.400000000000006
2013-05-25,43,80.0,,0.8,34.4
2013-05-26,47,80.0,,0.8,37.6
2013-05-27,45,80.0,,0.8,36.0
2013-05-28,68,80.0,,0.8,54.400000000000006
2013-05-29,77,80.0,,0.8,61.6
2013-05-30,68,80.0,,0.8,54.400000000000006
2013-05-31,61,80.0,,0.8,48.800000000000004
2013-06-01,64,70.0,False,0.7,44.8
2013-06-02,55,70.0,,0.7,38.5
2013-06-03,100,70.0,,0.7,70.0
2013-06-04,91,70.0,,0.7,63.699999999999996
2013-06-05,89,70.0,,0.7,62.3
2013-06-06,83,70.0,,0.7,58.099999999999994
2013-06-07,92,70.0,,0.7,64.39999999999999
2013-06-08,51,70.0,,0.7,35.699999999999996
2013-06-09,61,70.0,,0.7,42.699999999999996
2013-06-10,98,70.0,,0.7,68.6
2013-06-11,97,70.0,,0.7,67.89999999999999
2013-06-12,88,70.0,,0.7,61.599999999999994
2013-06-13,82,70.0,,0.7,57.4
2013-06-14,89,70.0,,0.7,62.3
2013-06-15,73,70.0,,0.7,51.099999999999994
2013-06-16,48,70.0,,0.7,33.599999999999994
2013-06-17,88,70.0,,0.7,61.599999999999994
2013-06-18,90,70.0,,0.7,62.99999999999999
2013-06-19,94,70.0,,0.7,65.8
2013-06-20,84,70.0,,0.7,58.8
2013-06-21,60,70.0,,0.7,42.0
2013-06-22,44,70.0,,0.7,30.799999999999997
2013-06-23,51,70.0,,0.7,35.699999999999996
2013-06-24,82,70.0,,0.7,57.4
2013-06-25,84,70.0,,0.7,58.8
2013-06-26,83,70.0,,0.7,58.099999999999994
2013-06-27,75,70.0,,0.7,52.5
2013-06-28,92,70.0,,0.7,64.39999999999999
2013-06-29,57,70.0,,0.7,39.9
2013-06-30,63,70.0,,0.7,44.099999999999994
2013-07-01,82,73.0,False,0.73,59.86
2013-07-02,77,73.0,,0.73,56.21
2013-07-03,72,73.0,,0.73,52.56
2013-07-04,43,73.0,,0.73,31.39
2013-07-05,63,73.0,,0.73,45.99
2013-07-06,42,73.0,,0.73,30.66
2013-07-07,48,73.0,,0.73,35.04
2013-07-08,75,73.0,,0.73,54.75
2013-07-09,87,73.0,,0.73,63.51
2013-07-10,75,73.0,,0.73,54.75
2013-07-11,68,73.0,,0.73,49.64
2013-07-12,82,73.0,,0.73,59.86
2013-07-13,47,73.0,,0.73,34.31
2013-07-14,41,73.0,,0.73,29.93
2013-07-15,100,73.0,,0.73,73.0
2013-07-16,83,73.0,,0.73,60.589999999999996
2013-07-17,81,73.0,,0.73,59.129999999999995
2013-07-18,84,73.0,,0.73,61.32
2013-07-19,73,73.0,,0.73,53.29
2013-07-20,56,73.0,,0.73,40.879999999999995
2013-07-21,53,73.0,,0.73,38.69
2013-07-22,79,73.0,,0.73,57.67
2013-07-23,76,73.0,,0.73,55.48
2013-07-24,93,73.0,,0.73,67.89
2013-07-25,87,73.0,,0.73,63.51
2013-07-26,92,73.0,,0.73,67.16
2013-07-27,45,73.0,,0.73,32.85
2013-07-28,62,73.0,,0.73,45.26
2013-07-29,76,73.0,,0.73,55.48
2013-07-30,67,73.0,,0.73,48.91
2013-07-31,82,73.0,,0.73,59.86
2013-08-01,85,70.0,False,0.7,59.49999999999999
2013-08-02,83,70.0,,0.7,58.099999999999994
2013-08-03,64,70.0,,0.7,44.8
2013-08-04,48,70.0,,0.7,33.599999999999994
2013-08-05,77,70.0,,0.7,53.9
2013-08-06,91,70.0,,0.7,63.699999999999996
2013-08-07,88,70.0,,0.7,61.599999999999994
2013-08-08,81,70.0,,0.7,56.699999999999996
2013-08-09,82,70.0,,0.7,57.4
2013-08-10,49,70.0,,0.7,34.3
2013-08-11,54,70.0,,0.7,37.8
2013-08-12,72,70.0,,0.7,50.4
2013-08-13,89,70.0,,0.7,62.3
2013-08-14,88,70.0,,0.7,61.599999999999994
2013-08-15,82,70.0,,0.7,57.4
2013-08-16,84,70.0,,0.7,58.8
2013-08-17,47,70.0,,0.7,32.9
2013-08-18,53,70.0,,0.7,37.099999999999994
2013-08-19,76,70.0,,0.7,53.199999999999996
2013-08-20,89,70.0,,0.7,62.3
2013-08-21,100,70.0,,0.7,70.0
2013-08-22,72,70.0,,0.7,50.4
2013-08-23,85,70.0,,0.7,59.49999999999999
2013-08-24,52,70.0,,0.7,36.4
2013-08-25,56,70.0,,0.7,39.199999999999996
2013-08-26,79,70.0,,0.7,55.3
2013-08-27,93,70.0,,0.7,65.1
2013-08-28,83,70.0,,0.7,58.099999999999994
2013-08-29,84,70.0,,0.7,58.8
2013-08-30,83,70.0,,0.7,58.099999999999994
2013-08-31,44,70.0,,0.7,30.799999999999997
2013-09-01,48,73.0,False,0.73,35.04
2013-09-02,49,73.0,,0.73,35.769999999999996
2013-09-03,77,73.0,,0.73,56.21
2013-09-04,98,73.0,,0.73,71.53999999999999
2013-09-05,83,73.0,,0.73,60.589999999999996
2013-09-06,68,73.0,,0.73,49.64
2013-09-07,59,73.0,,0.73,43.07
2013-09-08,57,73.0,,0.73,41.61
2013-09-09,92,73.0,,0.73,67.16
2013-09-10,94,73.0,,0.73,68.62
2013-09-11,97,73.0,,0.73,70.81
2013-09-12,89,73.0,,0.73,64.97
2013-09-13,79,73.0,,0.73,57.67
2013-09-14,66,73.0,,0.73,48.18
2013-09-15,52,73.0,,0.73,37.96
2013-09-16,88,73.0,,0.73,64.24
2013-09-17,89,73.0,,0.73,64.97
2013-09-18,92,73.0,,0.73,67.16
2013-09-19,85,73.0,,0.73,62.05
2013-09-20,85,73.0,,0.73,62.05
2013-09-21,48,73.0,,0.73,35.04
2013-09-22,58,73.0,,0.73,42.339999999999996
2013-09-23,79,73.0,,0.73,57.67
2013-09-24,100,73.0,,0.73,73.0
2013-09-25,81,73.0,,0.73,59.129999999999995
2013-09-26,91,73.0,,0.73,66.42999999999999
2013-09-27,77,73.0,,0.73,56.21
2013-09-28,48,73.0,,0.73,35.04
2013-09-29,48,73.0,,0.73,35.04
2013-09-30,83,73.0,,0.73,60.589999999999996
2013-10-01,84,81.0,False,0.81,68.04
2013-10-02,77,81.0,,0.81,62.370000000000005
2013-10-03,88,81.0,,0.81,71.28
2013-10-04,69,81.0,,0.81,55.89
2013-10-05,58,81.0,,0.81,46.980000000000004
2013-10-06,59,81.0,,0.81,47.790000000000006
2013-10-07,81,81.0,,0.81,65.61
2013-10-08,90,81.0,,0.81,72.9
2013-10-09,87,81.0,,0.81,70.47
2013-10-10,88,81.0,,0.81,71.28
