date,marriage_unscaled,marriage_monthly,isPartial,scale,marriage
2020-02-14,65,41.0,,0.41,26.65
2020-02-15,58,41.0,,0.41,23.779999999999998
2020-02-16,66,41.0,,0.41,27.06
2020-02-17,65,41.0,,0.41,26.65
2020-02-18,57,41.0,,0.41,23.369999999999997
2020-02-19,58,41.0,,0.41,23.779999999999998
2020-02-20,57,41.0,,0.41,23.369999999999997
2020-02-21,56,41.0,,0.41,22.959999999999997
2020-02-22,57,41.0,,0.41,23.369999999999997
2020-02-23,57,41.0,,0.41,23.369999999999997
2020-02-24,60,41.0,,0.41,24.599999999999998
2020-02-25,56,41.0,,0.41,22.959999999999997
2020-02-26,54,41.0,,0.41,22.139999999999997
2020-02-27,50,41.0,,0.41,20.5
2020-02-28,52,41.0,,0.41,21.32
2020-02-29,48,41.0,,0.41,19.68
2020-03-01,92,30.0,False,0.3,27.599999999999998
2020-03-02,100,30.0,,0.3,30.0
2020-03-03,96,30.0,,0.3,28.799999999999997
2020-03-04,90,30.0,,0.3,27.0
2020-03-05,83,30.0,,0.3,24.9
2020-03-06,86,30.0,,0.3,25.8
2020-03-07,81,30.0,,0.3,24.3
2020-03-08,82,30.0,,0.3,24.599999999999998
2020-03-09,89,30.0,,0.3,26.7
2020-03-10,87,30.0,,0.3,26.099999999999998
2020-03-11,84,30.0,,0.3,25.2
2020-03-12,65,30.0,,0.3,19.5
2020-03-13,69,30.0,,0.3,20.7
2020-03-14,70,30.0,,0.3,21.0
2020-03-15,75,30.0,,0.3,22.5
2020-03-16,76,30.0,,0.3,22.8
2020-03-17,69,30.0,,0.3,20.7
2020-03-18,68,30.0,,0.3,20.4
2020-03-19,69,30.0,,0.3,20.7
2020-03-20,70,30.0,,0.3,21.0
2020-03-21,65,30.0,,0.3,19.5
2020-03-22,77,30.0,,0.3,23.099999999999998
2020-03-23,70,30.0,,0.3,21.0
2020-03-24,69,30.0,,0.3,20.7
2020-03-25,71,30.0,,0.3,21.3
2020-03-26,64,30.0,,0.3,19.2
2020-03-27,68,30.0,,0.3,20.4
2020-03-28,74,30.0,,0.3,22.2
2020-03-29,73,30.0,,0.3,21.9
2020-03-30,71,30.0,,0.3,21.3
2020-03-31,72,30.0,,0.3,21.599999999999998
2020-04-01,82,29.0,False,0.29,23.779999999999998
2020-04-02,82,29.0,,0.29,23.779999999999998
2020-04-03,82,29.0,,0.29,23.779999999999998
2020-04-04,80,29.0,,0.29,23.2
2020-04-05,86,29.0,,0.29,24.939999999999998
2020-04-06,84,29.0,,0.29,24.36
2020-04-07,76,29.0,,0.29,22.04
2020-04-08,76,29.0,,0.29,22.04
2020-04-09,76,29.0,,0.29,22.04
2020-04-10,84,29.0,,0.29,24.36
2020-04-11,89,29.0,,0.29,25.81
2020-04-12,88,29.0,,0.29,25.52
2020-04-13,92,29.0,,0.29,26.68
2020-04-14,85,29.0,,0.29,24.65
2020-04-15,82,29.0,,0.29,23.779999999999998
2020-04-16,84,29.0,,0.29,24.36
2020-04-17,84,29.0,,0.29,24.36
2020-04-18,92,29.0,,0.29,26.68
2020-04-19,100,29.0,,0.29,28.999999999999996
2020-04-20,93,29.0,,0.29,26.97
2020-04-21,92,29.0,,0.29,26.68
2020-04-22,94,29.0,,0.29,27.259999999999998
2020-04-23,86,29.0,,0.29,24.939999999999998
2020-04-24,80,29.0,,0.29,23.2
2020-04-25,87,29.0,,0.29,25.229999999999997
2020-04-26,93,29.0,,0.29,26.97
2020-04-27,89,29.0,,0.29,25.81
2020-04-28,85,29.0,,0.29,24.65
2020-04-29,90,29.0,,0.29,26.099999999999998
2020-04-30,92,29.0,,0.29,26.68
2020-05-01,82,31.0,False,0.31,25.419999999999998
2020-05-02,84,31.0,,0.31,26.04
2020-05-03,96,31.0,,0.31,29.759999999999998
2020-05-04,100,31.0,,0.31,31.0
2020-05-05,88,31.0,,0.31,27.28
2020-05-06,91,31.0,,0.31,28.21
2020-05-07,83,31.0,,0.31,25.73
2020-05-08,73,31.0,,0.31,22.63
2020-05-09,75,31.0,,0.31,23.25
2020-05-10,81,31.0,,0.31,25.11
2020-05-11,95,31.0,,0.31,29.45
2020-05-12,85,31.0,,0.31,26.35
2020-05-13,85,31.0,,0.31,26.35
2020-05-14,85,31.0,,0.31,26.35
2020-05-15,83,31.0,,0.31,25.73
2020-05-16,77,31.0,,0.31,23.87
2020-05-17,87,31.0,,0.31,26.97
2020-05-18,87,31.0,,0.31,26.97
2020-05-19,81,31.0,,0.31,25.11
2020-05-20,85,31.0,,0.31,26.35
2020-05-21,78,31.0,,0.31,24.18
2020-05-22,75,31.0,,0.31,23.25
2020-05-23,78,31.0,,0.31,24.18
2020-05-24,84,31.0,,0.31,26.04
2020-05-25,89,31.0,,0.31,27.59
2020-05-26,93,31.0,,0.31,28.83
2020-05-27,83,31.0,,0.31,25.73
2020-05-28,82,31.0,,0.31,25.419999999999998
2020-05-29,80,31.0,,0.31,24.8
2020-05-30,90,31.0,,0.31,27.9
2020-05-31,79,31.0,,0.31,24.49
2020-06-01,80,33.0,False,0.33,26.400000000000002
2020-06-02,77,33.0,,0.33,25.41
2020-06-03,78,33.0,,0.33,25.740000000000002
2020-06-04,80,33.0,,0.33,26.400000000000002
2020-06-05,74,33.0,,0.33,24.42
2020-06-06,77,33.0,,0.33,25.41
2020-06-07,86,33.0,,0.33,28.380000000000003
2020-06-08,89,33.0,,0.33,29.37
2020-06-09,91,33.0,,0.33,30.03
2020-06-10,82,33.0,,0.33,27.060000000000002
2020-06-11,79,33.0,,0.33,26.07
2020-06-12,90,33.0,,0.33,29.700000000000003
2020-06-13,96,33.0,,0.33,31.68
2020-06-14,94,33.0,,0.33,31.020000000000003
2020-06-15,100,33.0,,0.33,33.0
2020-06-16,92,33.0,,0.33,30.360000000000003
2020-06-17,86,33.0,,0.33,28.380000000000003
2020-06-18,87,33.0,,0.33,28.71
2020-06-19,79,33.0,,0.33,26.07
2020-06-20,81,33.0,,0.33,26.73
2020-06-21,83,33.0,,0.33,27.39
2020-06-22,92,33.0,,0.33,30.360000000000003
2020-06-23,92,33.0,,0.33,30.360000000000003
2020-06-24,86,33.0,,0.33,28.380000000000003
2020-06-25,85,33.0,,0.33,28.05
2020-06-26,94,33.0,,0.33,31.020000000000003
2020-06-27,82,33.0,,0.33,27.060000000000002
2020-06-28,92,33.0,,0.33,30.360000000000003
2020-06-29,92,33.0,,0.33,30.360000000000003
2020-06-30,91,33.0,,0.33,30.03
2020-07-01,100,36.0,False,0.36,36.0
2020-07-02,87,36.0,,0.36,31.32
2020-07-03,80,36.0,,0.36,28.799999999999997
2020-07-04,76,36.0,,0.36,27.36
2020-07-05,81,36.0,,0.36,29.16
2020-07-06,89,36.0,,0.36,32.04
2020-07-07,95,36.0,,0.36,34.199999999999996
2020-07-08,85,36.0,,0.36,30.599999999999998
2020-07-09,80,36.0,,0.36,28.799999999999997
2020-07-10,79,36.0,,0.36,28.439999999999998
2020-07-11,88,36.0,,0.36,31.68
2020-07-12,90,36.0,,0.36,32.4
2020-07-13,91,36.0,,0.36,32.76
2020-07-14,82,36.0,,0.36,29.52
2020-07-15,84,36.0,,0.36,30.24
2020-07-16,79,36.0,,0.36,28.439999999999998
2020-07-17,83,36.0,,0.36,29.88
2020-07-18,79,36.0,,0.36,28.439999999999998
2020-07-19,84,36.0,,0.36,30.24
2020-07-20,83,36.0,,0.36,29.88
2020-07-21,78,36.0,,0.36,28.08
2020-07-22,81,36.0,,0.36,29.16
2020-07-23,78,36.0,,0.36,28.08
2020-07-24,80,36.0,,0.36,28.799999999999997
2020-07-25,76,36.0,,0.36,27.36
2020-07-26,84,36.0,,0.36,30.24
2020-07-27,84,36.0,,0.36,30.24
2020-07-28,87,36.0,,0.36,31.32
2020-07-29,85,36.0,,0.36,30.599999999999998
2020-07-30,90,36.0,,0.36,32.4
2020-07-31,80,36.0,,0.36,28.799999999999997
2020-08-01,83,34.0,False,0.34,28.220000000000002
2020-08-02,92,34.0,,0.34,31.28
2020-08-03,93,34.0,,0.34,31.62
2020-08-04,85,34.0,,0.34,28.900000000000002
2020-08-05,84,34.0,,0.34,28.560000000000002
2020-08-06,88,34.0,,0.34,29.92
2020-08-07,93,34.0,,0.34,31.62
2020-08-08,84,34.0,,0.34,28.560000000000002
2020-08-09,90,34.0,,0.34,30.6
2020-08-10,97,34.0,,0.34,32.980000000000004
2020-08-11,100,34.0,,0.34,34.0
2020-08-12,86,34.0,,0.34,29.240000000000002
2020-08-13,82,34.0,,0.34,27.880000000000003
2020-08-14,91,34.0,,0.34,30.94
2020-08-15,81,34.0,,0.34,27.540000000000003
2020-08-16,90,34.0,,0.34,30.6
2020-08-17,90,34.0,,0.34,30.6
2020-08-18,84,34.0,,0.34,28.560000000000002
2020-08-19,80,34.0,,0.34,27.200000000000003
2020-08-20,84,34.0,,0.34,28.560000000000002
2020-08-21,86,34.0,,0.34,29.240000000000002
2020-08-22,83,34.0,,0.34,28.220000000000002
2020-08-23,86,34.0,,0.34,29.240000000000002
2020-08-24,85,34.0,,0.34,28.900000000000002
2020-08-25,82,34.0,,0.34,27.880000000000003
2020-08-26,80,34.0,,0.34,27.200000000000003
2020-08-27,75,34.0,,0.34,25.500000000000004
2020-08-28,88,34.0,,0.34,29.92
2020-08-29,76,34.0,,0.34,25.840000000000003
2020-08-30,86,34.0,,0.34,29.240000000000002
2020-08-31,88,34.0,,0.34,29.92
2020-09-01,89,33.0,False,0.33,29.37
2020-09-02,90,33.0,,0.33,29.700000000000003
2020-09-03,85,33.0,,0.33,28.05
2020-09-04,85,33.0,,0.33,28.05
2020-09-05,84,33.0,,0.33,27.720000000000002
2020-09-06,96,33.0,,0.33,31.68
2020-09-07,91,33.0,,0.33,30.03
2020-09-08,99,33.0,,0.33,32.67
2020-09-09,85,33.0,,0.33,28.05
2020-09-10,83,33.0,,0.33,27.39
2020-09-11,93,33.0,,0.33,30.69
2020-09-12,85,33.0,,0.33,28.05
2020-09-13,98,33.0,,0.33,32.34
2020-09-14,93,33.0,,0.33,30.69
2020-09-15,96,33.0,,0.33,31.68
2020-09-16,91,33.0,,0.33,30.03
2020-09-17,95,33.0,,0.33,31.35
2020-09-18,87,33.0,,0.33,28.71
2020-09-19,95,33.0,,0.33,31.35
2020-09-20,92,33.0,,0.33,30.360000000000003
2020-09-21,91,33.0,,0.33,30.03
2020-09-22,94,33.0,,0.33,31.020000000000003
2020-09-23,86,33.0,,0.33,28.380000000000003
2020-09-24,87,33.0,,0.33,28.71
2020-09-25,87,33.0,,0.33,28.71
2020-09-26,85,33.0,,0.33,28.05
2020-09-27,95,33.0,,0.33,31.35
2020-09-28,100,33.0,,0.33,33.0
2020-09-29,92,33.0,,0.33,30.360000000000003
2020-09-30,85,33.0,,0.33,28.05
2020-10-01,64,37.0,False,0.37,23.68
2020-10-02,62,37.0,,0.37,22.94
2020-10-03,64,37.0,,0.37,23.68
2020-10-04,70,37.0,,0.37,25.9
2020-10-05,87,37.0,,0.37,32.19
2020-10-06,94,37.0,,0.37,34.78
2020-10-07,87,37.0,,0.37,32.19
2020-10-08,80,37.0,,0.37,29.6
2020-10-09,73,37.0,,0.37,27.009999999999998
2020-10-10,78,37.0,,0.37,28.86
2020-10-11,76,37.0,,0.37,28.12
2020-10-12,81,37.0,,0.37,29.97
2020-10-13,74,37.0,,0.37,27.38
2020-10-14,83,37.0,,0.37,30.71
2020-10-15,76,37.0,,0.37,28.12
2020-10-16,72,37.0,,0.37,26.64
2020-10-17,77,37.0,,0.37,28.49
2020-10-18,86,37.0,,0.37,31.82
2020-10-19,100,37.0,,0.37,37.0
2020-10-20,90,37.0,,0.37,33.3
2020-10-21,96,37.0,,0.37,35.519999999999996
2020-10-22,92,37.0,,0.37,34.04
2020-10-23,76,37.0,,0.37,28.12
2020-10-24,73,37.0,,0.37,27.009999999999998
2020-10-25,77,37.0,,0.37,28.49
2020-10-26,89,37.0,,0.37,32.93
2020-10-27,99,37.0,,0.37,36.63
2020-10-28,80,37.0,,0.37,29.6
2020-10-29,84,37.0,,0.37,31.08
2020-10-30,81,37.0,,0.37,29.97
2020-10-31,69,37.0,,0.37,25.53
2020-11-01,79,30.0,True,0.3,23.7
2020-11-02,100,30.0,,0.3,30.0
2020-11-03,94,30.0,,0.3,28.2
2020-11-04,65,30.0,,0.3,19.5
2020-11-05,67,30.0,,0.3,20.099999999999998
2020-11-06,70,30.0,,0.3,21.0
2020-11-07,70,30.0,,0.3,21.0
2020-11-08,81,30.0,,0.3,24.3
2020-11-09,80,30.0,,0.3,24.0
2020-11-10,73,30.0,,0.3,21.9
2020-11-11,77,30.0,,0.3,23.099999999999998
2020-11-12,75,30.0,,0.3,22.5
2020-11-13,70,30.0,,0.3,21.0
2020-11-14,70,30.0,,0.3,21.0
2020-11-15,70,30.0,,0.3,21.0
2020-11-16,85,30.0,,0.3,25.5
2020-11-17,73,30.0,,0.3,21.9
2020-11-18,70,30.0,,0.3,21.0
2020-11-19,69,30.0,,0.3,20.7
2020-11-20,66,30.0,,0.3,19.8
2020-11-21,61,30.0,,0.3,18.3
2020-11-22,69,30.0,,0.3,20.7
2020-11-23,79,30.0,,0.3,23.7
2020-11-24,74,30.0,,0.3,22.2
2020-11-25,66,30.0,,0.3,19.8
2020-11-26,53,30.0,,0.3,15.899999999999999
2020-11-27,56,30.0,,0.3,16.8
2020-11-28,62,30.0,,0.3,18.599999999999998
2020-11-29,68,30.0,,0.3,20.4
