date,marriage_unscaled,marriage_monthly,isPartial,scale,marriage
2011-09-03,68,47.0,,0.47,31.959999999999997
2011-09-04,74,47.0,,0.47,34.78
2011-09-05,90,47.0,,0.47,42.3
2011-09-06,99,47.0,,0.47,46.529999999999994
2011-09-07,93,47.0,,0.47,43.71
2011-09-08,88,47.0,,0.47,41.36
2011-09-09,81,47.0,,0.47,38.07
2011-09-10,73,47.0,,0.47,34.309999999999995
2011-09-11,74,47.0,,0.47,34.78
2011-09-12,95,47.0,,0.47,44.65
2011-09-13,95,47.0,,0.47,44.65
2011-09-14,93,47.0,,0.47,43.71
2011-09-15,91,47.0,,0.47,42.769999999999996
2011-09-16,85,47.0,,0.47,39.949999999999996
2011-09-17,75,47.0,,0.47,35.25
2011-09-18,78,47.0,,0.47,36.66
2011-09-19,95,47.0,,0.47,44.65
2011-09-20,88,47.0,,0.47,41.36
2011-09-21,87,47.0,,0.47,40.89
2011-09-22,84,47.0,,0.47,39.48
2011-09-23,85,47.0,,0.47,39.949999999999996
2011-09-24,76,47.0,,0.47,35.72
2011-09-25,92,47.0,,0.47,43.239999999999995
2011-09-26,100,47.0,,0.47,47.0
2011-09-27,88,47.0,,0.47,41.36
2011-09-28,85,47.0,,0.47,39.949999999999996
2011-09-29,88,47.0,,0.47,41.36
2011-09-30,91,47.0,,0.47,42.769999999999996
2011-10-01,74,50.0,False,0.5,37.0
2011-10-02,76,50.0,,0.5,38.0
2011-10-03,89,50.0,,0.5,44.5
2011-10-04,83,50.0,,0.5,41.5
2011-10-05,81,50.0,,0.5,40.5
2011-10-06,77,50.0,,0.5,38.5
2011-10-07,75,50.0,,0.5,37.5
2011-10-08,67,50.0,,0.5,33.5
2011-10-09,73,50.0,,0.5,36.5
2011-10-10,89,50.0,,0.5,44.5
2011-10-11,90,50.0,,0.5,45.0
2011-10-12,86,50.0,,0.5,43.0
2011-10-13,81,50.0,,0.5,40.5
2011-10-14,75,50.0,,0.5,37.5
2011-10-15,64,50.0,,0.5,32.0
2011-10-16,73,50.0,,0.5,36.5
2011-10-17,92,50.0,,0.5,46.0
2011-10-18,83,50.0,,0.5,41.5
2011-10-19,87,50.0,,0.5,43.5
2011-10-20,87,50.0,,0.5,43.5
2011-10-21,75,50.0,,0.5,37.5
2011-10-22,75,50.0,,0.5,37.5
2011-10-23,74,50.0,,0.5,37.0
2011-10-24,92,50.0,,0.5,46.0
2011-10-25,83,50.0,,0.5,41.5
2011-10-26,80,50.0,,0.5,40.0
2011-10-27,83,50.0,,0.5,41.5
2011-10-28,82,50.0,,0.5,41.0
2011-10-29,70,50.0,,0.5,35.0
2011-10-30,76,50.0,,0.5,38.0
2011-10-31,100,50.0,,0.5,50.0
2011-11-01,100,52.0,False,0.52,52.0
2011-11-02,100,52.0,,0.52,52.0
2011-11-03,95,52.0,,0.52,49.4
2011-11-04,91,52.0,,0.52,47.32
2011-11-05,75,52.0,,0.52,39.0
2011-11-06,79,52.0,,0.52,41.08
2011-11-07,98,52.0,,0.52,50.96
2011-11-08,90,52.0,,0.52,46.800000000000004
2011-11-09,88,52.0,,0.52,45.760000000000005
2011-11-10,88,52.0,,0.52,45.760000000000005
2011-11-11,81,52.0,,0.52,42.120000000000005
2011-11-12,79,52.0,,0.52,41.08
2011-11-13,95,52.0,,0.52,49.4
2011-11-14,96,52.0,,0.52,49.92
2011-11-15,93,52.0,,0.52,48.36
2011-11-16,95,52.0,,0.52,49.4
2011-11-17,93,52.0,,0.52,48.36
2011-11-18,89,52.0,,0.52,46.28
2011-11-19,82,52.0,,0.52,42.64
2011-11-20,84,52.0,,0.52,43.68
2011-11-21,99,52.0,,0.52,51.480000000000004
2011-11-22,86,52.0,,0.52,44.72
2011-11-23,74,52.0,,0.52,38.480000000000004
2011-11-24,62,52.0,,0.52,32.24
2011-11-25,70,52.0,,0.52,36.4
2011-11-26,81,52.0,,0.52,42.120000000000005
2011-11-27,88,52.0,,0.52,45.760000000000005
2011-11-28,89,52.0,,0.52,46.28
2011-11-29,89,52.0,,0.52,46.28
2011-11-30,87,52.0,,0.52,45.24
2011-12-01,93,47.0,False,0.47,43.71
2011-12-02,100,47.0,,0.47,47.0
2011-12-03,84,47.0,,0.47,39.48
2011-12-04,89,47.0,,0.47,41.83
2011-12-05,92,47.0,,0.47,43.239999999999995
2011-12-06,79,47.0,,0.47,37.129999999999995
2011-12-07,88,47.0,,0.47,41.36
2011-12-08,81,47.0,,0.47,38.07
2011-12-09,73,47.0,,0.47,34.309999999999995
2011-12-10,63,47.0,,0.47,29.61
2011-12-11,72,47.0,,0.47,33.839999999999996
2011-12-12,76,47.0,,0.47,35.72
2011-12-13,82,47.0,,0.47,38.54
2011-12-14,74,47.0,,0.47,34.78
2011-12-15,84,47.0,,0.47,39.48
2011-12-16,74,47.0,,0.47,34.78
2011-12-17,69,47.0,,0.47,32.43
2011-12-18,66,47.0,,0.47,31.02
2011-12-19,76,47.0,,0.47,35.72
2011-12-20,71,47.0,,0.47,33.37
2011-12-21,69,47.0,,0.47,32.43
2011-12-22,63,47.0,,0.47,29.61
2011-12-23,66,47.0,,0.47,31.02
2011-12-24,53,47.0,,0.47,24.91
2011-12-25,49,47.0,,0.47,23.029999999999998
2011-12-26,66,47.0,,0.47,31.02
2011-12-27,73,47.0,,0.47,34.309999999999995
2011-12-28,82,47.0,,0.47,38.54
2011-12-29,81,47.0,,0.47,38.07
2011-12-30,81,47.0,,0.47,38.07
2011-12-31,77,47.0,,0.47,36.19
2012-01-01,70,51.0,False,0.51,35.7
2012-01-02,89,51.0,,0.51,45.39
2012-01-03,89,51.0,,0.51,45.39
2012-01-04,100,51.0,,0.51,51.0
2012-01-05,89,51.0,,0.51,45.39
2012-01-06,86,51.0,,0.51,43.86
2012-01-07,79,51.0,,0.51,40.29
2012-01-08,83,51.0,,0.51,42.33
2012-01-09,85,51.0,,0.51,43.35
2012-01-10,86,51.0,,0.51,43.86
2012-01-11,85,51.0,,0.51,43.35
2012-01-12,80,51.0,,0.51,40.8
2012-01-13,78,51.0,,0.51,39.78
2012-01-14,68,51.0,,0.51,34.68
2012-01-15,73,51.0,,0.51,37.230000000000004
2012-01-16,84,51.0,,0.51,42.84
2012-01-17,85,51.0,,0.51,43.35
2012-01-18,80,51.0,,0.51,40.8
2012-01-19,83,51.0,,0.51,42.33
2012-01-20,87,51.0,,0.51,44.37
2012-01-21,76,51.0,,0.51,38.76
2012-01-22,82,51.0,,0.51,41.82
2012-01-23,87,51.0,,0.51,44.37
2012-01-24,96,51.0,,0.51,48.96
2012-01-25,83,51.0,,0.51,42.33
2012-01-26,85,51.0,,0.51,43.35
2012-01-27,80,51.0,,0.51,40.8
2012-01-28,70,51.0,,0.51,35.7
2012-01-29,86,51.0,,0.51,43.86
2012-01-30,89,51.0,,0.51,45.39
2012-01-31,89,51.0,,0.51,45.39
2012-02-01,74,57.0,False,0.57,42.18
2012-02-02,94,57.0,,0.57,53.58
2012-02-03,73,57.0,,0.57,41.61
2012-02-04,65,57.0,,0.57,37.05
2012-02-05,75,57.0,,0.57,42.74999999999999
2012-02-06,79,57.0,,0.57,45.029999999999994
2012-02-07,97,57.0,,0.57,55.28999999999999
2012-02-08,100,57.0,,0.57,56.99999999999999
2012-02-09,98,57.0,,0.57,55.85999999999999
2012-02-10,85,57.0,,0.57,48.449999999999996
2012-02-11,73,57.0,,0.57,41.61
2012-02-12,69,57.0,,0.57,39.33
2012-02-13,84,57.0,,0.57,47.879999999999995
2012-02-14,90,57.0,,0.57,51.3
2012-02-15,80,57.0,,0.57,45.599999999999994
2012-02-16,88,57.0,,0.57,50.16
2012-02-17,88,57.0,,0.57,50.16
2012-02-18,85,57.0,,0.57,48.449999999999996
2012-02-19,76,57.0,,0.57,43.31999999999999
2012-02-20,76,57.0,,0.57,43.31999999999999
2012-02-21,88,57.0,,0.57,50.16
2012-02-22,86,57.0,,0.57,49.019999999999996
2012-02-23,83,57.0,,0.57,47.309999999999995
2012-02-24,80,57.0,,0.57,45.599999999999994
2012-02-25,60,57.0,,0.57,34.199999999999996
2012-02-26,78,57.0,,0.57,44.459999999999994
2012-02-27,76,57.0,,0.57,43.31999999999999
2012-02-28,71,57.0,,0.57,40.47
2012-02-29,78,57.0,,0.57,44.459999999999994
2012-03-01,95,48.0,False,0.48,45.6
2012-03-02,91,48.0,,0.48,43.68
2012-03-03,75,48.0,,0.48,36.0
2012-03-04,91,48.0,,0.48,43.68
2012-03-05,100,48.0,,0.48,48.0
2012-03-06,93,48.0,,0.48,44.64
2012-03-07,88,48.0,,0.48,42.239999999999995
2012-03-08,83,48.0,,0.48,39.839999999999996
2012-03-09,84,48.0,,0.48,40.32
2012-03-10,65,48.0,,0.48,31.2
2012-03-11,82,48.0,,0.48,39.36
2012-03-12,83,48.0,,0.48,39.839999999999996
2012-03-13,89,48.0,,0.48,42.72
2012-03-14,88,48.0,,0.48,42.239999999999995
2012-03-15,79,48.0,,0.48,37.92
2012-03-16,70,48.0,,0.48,33.6
2012-03-17,67,48.0,,0.48,32.16
2012-03-18,75,48.0,,0.48,36.0
2012-03-19,88,48.0,,0.48,42.239999999999995
2012-03-20,84,48.0,,0.48,40.32
2012-03-21,85,48.0,,0.48,40.8
2012-03-22,86,48.0,,0.48,41.28
2012-03-23,75,48.0,,0.48,36.0
2012-03-24,73,48.0,,0.48,35.04
2012-03-25,77,48.0,,0.48,36.96
2012-03-26,86,48.0,,0.48,41.28
2012-03-27,90,48.0,,0.48,43.199999999999996
2012-03-28,76,48.0,,0.48,36.48
2012-03-29,83,48.0,,0.48,39.839999999999996
2012-03-30,71,48.0,,0.48,34.08
2012-03-31,61,48.0,,0.48,29.279999999999998
2012-04-01,65,49.0,False,0.49,31.849999999999998
2012-04-02,87,49.0,,0.49,42.63
2012-04-03,92,49.0,,0.49,45.08
2012-04-04,86,49.0,,0.49,42.14
2012-04-05,75,49.0,,0.49,36.75
2012-04-06,77,49.0,,0.49,37.73
2012-04-07,67,49.0,,0.49,32.83
2012-04-08,73,49.0,,0.49,35.769999999999996
2012-04-09,92,49.0,,0.49,45.08
2012-04-10,92,49.0,,0.49,45.08
2012-04-11,93,49.0,,0.49,45.57
2012-04-12,91,49.0,,0.49,44.589999999999996
2012-04-13,73,49.0,,0.49,35.769999999999996
2012-04-14,74,49.0,,0.49,36.26
2012-04-15,82,49.0,,0.49,40.18
2012-04-16,95,49.0,,0.49,46.55
2012-04-17,91,49.0,,0.49,44.589999999999996
2012-04-18,92,49.0,,0.49,45.08
2012-04-19,93,49.0,,0.49,45.57
2012-04-20,85,49.0,,0.49,41.65
2012-04-21,73,49.0,,0.49,35.769999999999996
2012-04-22,76,49.0,,0.49,37.24
2012-04-23,98,49.0,,0.49,48.019999999999996
2012-04-24,96,49.0,,0.49,47.04
2012-04-25,88,49.0,,0.49,43.12
2012-04-26,95,49.0,,0.49,46.55
2012-04-27,76,49.0,,0.49,37.24
2012-04-28,77,49.0,,0.49,37.73
2012-04-29,87,49.0,,0.49,42.63
2012-04-30,100,49.0,,0.49,49.0
2012-05-01,27,68.0,False,0.68,18.360000000000003
2012-05-02,28,68.0,,0.68,19.040000000000003
2012-05-03,27,68.0,,0.68,18.360000000000003
2012-05-04,25,68.0,,0.68,17.0
2012-05-05,21,68.0,,0.68,14.280000000000001
2012-05-06,23,68.0,,0.68,15.64
2012-05-07,30,68.0,,0.68,20.400000000000002
2012-05-08,37,68.0,,0.68,25.16
2012-05-09,100,68.0,,0.68,68.0
2012-05-10,95,68.0,,0.68,64.60000000000001
2012-05-11,57,68.0,,0.68,38.760000000000005
2012-05-12,36,68.0,,0.68,24.48
2012-05-13,33,68.0,,0.68,22.44
2012-05-14,37,68.0,,0.68,25.16
2012-05-15,36,68.0,,0.68,24.48
2012-05-16,32,68.0,,0.68,21.76
2012-05-17,29,68.0,,0.68,19.720000000000002
2012-05-18,24,68.0,,0.68,16.32
2012-05-19,23,68.0,,0.68,15.64
2012-05-20,29,68.0,,0.68,19.720000000000002
2012-05-21,29,68.0,,0.68,19.720000000000002
2012-05-22,29,68.0,,0.68,19.720000000000002
2012-05-23,27,68.0,,0.68,18.360000000000003
2012-05-24,27,68.0,,0.68,18.360000000000003
2012-05-25,25,68.0,,0.68,17.0
2012-05-26,23,68.0,,0.68,15.64
2012-05-27,28,68.0,,0.68,19.040000000000003
2012-05-28,27,68.0,,0.68,18.360000000000003
2012-05-29,31,68.0,,0.68,21.080000000000002
2012-05-30,29,68.0,,0.68,19.720000000000002
2012-05-31,30,68.0,,0.68,20.400000000000002
2012-06-01,89,48.0,False,0.48,42.72
2012-06-02,83,48.0,,0.48,39.839999999999996
2012-06-03,87,48.0,,0.48,41.76
2012-06-04,94,48.0,,0.48,45.12
2012-06-05,95,48.0,,0.48,45.6
2012-06-06,91,48.0,,0.48,43.68
2012-06-07,89,48.0,,0.48,42.72
2012-06-08,83,48.0,,0.48,39.839999999999996
2012-06-09,72,48.0,,0.48,34.56
2012-06-10,86,48.0,,0.48,41.28
2012-06-11,98,48.0,,0.48,47.04
2012-06-12,93,48.0,,0.48,44.64
2012-06-13,90,48.0,,0.48,43.199999999999996
2012-06-14,94,48.0,,0.48,45.12
2012-06-15,84,48.0,,0.48,40.32
2012-06-16,82,48.0,,0.48,39.36
2012-06-17,78,48.0,,0.48,37.44
2012-06-18,91,48.0,,0.48,43.68
2012-06-19,90,48.0,,0.48,43.199999999999996
2012-06-20,90,48.0,,0.48,43.199999999999996
2012-06-21,82,48.0,,0.48,39.36
2012-06-22,82,48.0,,0.48,39.36
2012-06-23,81,48.0,,0.48,38.879999999999995
2012-06-24,90,48.0,,0.48,43.199999999999996
2012-06-25,100,48.0,,0.48,48.0
2012-06-26,93,48.0,,0.48,44.64
2012-06-27,89,48.0,,0.48,42.72
2012-06-28,77,48.0,,0.48,36.96
2012-06-29,83,48.0,,0.48,39.839999999999996
2012-06-30,83,48.0,,0.48,39.839999999999996
2012-07-01,76,51.0,False,0.51,38.76
2012-07-02,81,51.0,,0.51,41.31
2012-07-03,79,51.0,,0.51,40.29
2012-07-04,74,51.0,,0.51,37.74
2012-07-05,83,51.0,,0.51,42.33
2012-07-06,82,51.0,,0.51,41.82
2012-07-07,80,51.0,,0.51,40.8
2012-07-08,83,51.0,,0.51,42.33
2012-07-09,90,51.0,,0.51,45.9
2012-07-10,85,51.0,,0.51,43.35
2012-07-11,77,51.0,,0.51,39.27
2012-07-12,73,51.0,,0.51,37.230000000000004
2012-07-13,68,51.0,,0.51,34.68
2012-07-14,72,51.0,,0.51,36.72
2012-07-15,76,51.0,,0.51,38.76
2012-07-16,84,51.0,,0.51,42.84
2012-07-17,84,51.0,,0.51,42.84
2012-07-18,82,51.0,,0.51,41.82
2012-07-19,85,51.0,,0.51,43.35
2012-07-20,72,51.0,,0.51,36.72
2012-07-21,68,51.0,,0.51,34.68
2012-07-22,74,51.0,,0.51,37.74
2012-07-23,84,51.0,,0.51,42.84
2012-07-24,87,51.0,,0.51,44.37
2012-07-25,95,51.0,,0.51,48.45
2012-07-26,100,51.0,,0.51,51.0
2012-07-27,94,51.0,,0.51,47.94
2012-07-28,86,51.0,,0.51,43.86
2012-07-29,86,51.0,,0.51,43.86
2012-07-30,95,51.0,,0.51,48.45
2012-07-31,96,51.0,,0.51,48.96
2012-08-01,87,51.0,False,0.51,44.37
2012-08-02,100,51.0,,0.51,51.0
2012-08-03,87,51.0,,0.51,44.37
2012-08-04,65,51.0,,0.51,33.15
2012-08-05,62,51.0,,0.51,31.62
2012-08-06,65,51.0,,0.51,33.15
2012-08-07,68,51.0,,0.51,34.68
2012-08-08,61,51.0,,0.51,31.11
2012-08-09,63,51.0,,0.51,32.13
2012-08-10,60,51.0,,0.51,30.6
2012-08-11,52,51.0,,0.51,26.52
2012-08-12,55,51.0,,0.51,28.05
2012-08-13,64,51.0,,0.51,32.64
2012-08-14,65,51.0,,0.51,33.15
2012-08-15,60,51.0,,0.51,30.6
2012-08-16,56,51.0,,0.51,28.560000000000002
2012-08-17,54,51.0,,0.51,27.54
2012-08-18,51,51.0,,0.51,26.01
2012-08-19,52,51.0,,0.51,26.52
2012-08-20,60,51.0,,0.51,30.6
2012-08-21,59,51.0,,0.51,30.09
2012-08-22,60,51.0,,0.51,30.6
2012-08-23,58,51.0,,0.51,29.580000000000002
2012-08-24,57,51.0,,0.51,29.07
2012-08-25,57,51.0,,0.51,29.07
2012-08-26,58,51.0,,0.51,29.580000000000002
2012-08-27,63,51.0,,0.51,32.13
2012-08-28,63,51.0,,0.51,32.13
2012-08-29,61,51.0,,0.51,31.11
2012-08-30,58,51.0,,0.51,29.580000000000002
2012-08-31,56,51.0,,0.51,28.560000000000002
2012-09-01,71,48.0,False,0.48,34.08
2012-09-02,82,48.0,,0.48,39.36
2012-09-03,82,48.0,,0.48,39.36
2012-09-04,93,48.0,,0.48,44.64
2012-09-05,85,48.0,,0.48,40.8
2012-09-06,81,48.0,,0.48,38.879999999999995
2012-09-07,84,48.0,,0.48,40.32
2012-09-08,85,48.0,,0.48,40.8
2012-09-09,77,48.0,,0.48,36.96
2012-09-10,80,48.0,,0.48,38.4
2012-09-11,100,48.0,,0.48,48.0
2012-09-12,86,48.0,,0.48,41.28
2012-09-13,79,48.0,,0.48,37.92
2012-09-14,75,48.0,,0.48,36.0
2012-09-15,60,48.0,,0.48,28.799999999999997
2012-09-16,68,48.0,,0.48,32.64
2012-09-17,91,48.0,,0.48,43.68
2012-09-18,83,48.0,,0.48,39.839999999999996
2012-09-19,81,48.0,,0.48,38.879999999999995
2012-09-20,76,48.0,,0.48,36.48
2012-09-21,76,48.0,,0.48,36.48
2012-09-22,72,48.0,,0.48,34.56
2012-09-23,78,48.0,,0.48,37.44
2012-09-24,82,48.0,,0.48,39.36
2012-09-25,82,48.0,,0.48,39.36
2012-09-26,91,48.0,,0.48,43.68
2012-09-27,84,48.0,,0.48,40.32
2012-09-28,75,48.0,,0.48,36.0
2012-09-29,76,48.0,,0.48,36.48
2012-09-30,76,48.0,,0.48,36.48
2012-10-01,86,50.0,False,0.5,43.0
2012-10-02,81,50.0,,0.5,40.5
2012-10-03,78,50.0,,0.5,39.0
2012-10-04,80,50.0,,0.5,40.0
2012-10-05,72,50.0,,0.5,36.0
2012-10-06,65,50.0,,0.5,32.5
2012-10-07,70,50.0,,0.5,35.0
2012-10-08,81,50.0,,0.5,40.5
2012-10-09,80,50.0,,0.5,40.0
2012-10-10,82,50.0,,0.5,41.0
2012-10-11,78,50.0,,0.5,39.0
2012-10-12,71,50.0,,0.5,35.5
2012-10-13,61,50.0,,0.5,30.5
2012-10-14,75,50.0,,0.5,37.5
2012-10-15,88,50.0,,0.5,44.0
2012-10-16,85,50.0,,0.5,42.5
2012-10-17,85,50.0,,0.5,42.5
2012-10-18,100,50.0,,0.5,50.0
2012-10-19,85,50.0,,0.5,42.5
2012-10-20,73,50.0,,0.5,36.5
2012-10-21,73,50.0,,0.5,36.5
2012-10-22,91,50.0,,0.5,45.5
2012-10-23,87,50.0,,0.5,43.5
2012-10-24,90,50.0,,0.5,45.0
2012-10-25,85,50.0,,0.5,42.5
2012-10-26,80,50.0,,0.5,40.0
2012-10-27,65,50.0,,0.5,32.5
2012-10-28,62,50.0,,0.5,31.0
2012-10-29,74,50.0,,0.5,37.0
2012-10-30,78,50.0,,0.5,39.0
2012-10-31,81,50.0,,0.5,40.5
2012-11-01,20,57.0,False,0.57,11.399999999999999
2012-11-02,18,57.0,,0.57,10.26
2012-11-03,16,57.0,,0.57,9.12
2012-11-04,19,57.0,,0.57,10.829999999999998
2012-11-05,24,57.0,,0.57,13.68
2012-11-06,26,57.0,,0.57,14.819999999999999
2012-11-07,100,57.0,,0.57,56.99999999999999
2012-11-08,30,57.0,,0.57,17.099999999999998
2012-11-09,23,57.0,,0.57,13.11
2012-11-10,17,57.0,,0.57,9.69
2012-11-11,17,57.0,,0.57,9.69
2012-11-12,21,57.0,,0.57,11.969999999999999
2012-11-13,21,57.0,,0.57,11.969999999999999
2012-11-14,18,57.0,,0.57,10.26
2012-11-15,19,57.0,,0.57,10.829999999999998
2012-11-16,16,57.0,,0.57,9.12
2012-11-17,14,57.0,,0.57,7.9799999999999995
2012-11-18,16,57.0,,0.57,9.12
2012-11-19,18,57.0,,0.57,10.26
2012-11-20,17,57.0,,0.57,9.69
2012-11-21,15,57.0,,0.57,8.549999999999999
2012-11-22,11,57.0,,0.57,6.27
2012-11-23,12,57.0,,0.57,6.84
2012-11-24,13,57.0,,0.57,7.409999999999999
2012-11-25,15,57.0,,0.57,8.549999999999999
2012-11-26,18,57.0,,0.57,10.26
2012-11-27,18,57.0,,0.57,10.26
2012-11-28,18,57.0,,0.57,10.26
2012-11-29,17,57.0,,0.57,9.69
2012-11-30,17,57.0,,0.57,9.69
2012-12-01,72,45.0,False,0.45,32.4
2012-12-02,73,45.0,,0.45,32.85
2012-12-03,92,45.0,,0.45,41.4
2012-12-04,82,45.0,,0.45,36.9
2012-12-05,85,45.0,,0.45,38.25
2012-12-06,89,45.0,,0.45,40.050000000000004
2012-12-07,100,45.0,,0.45,45.0
2012-12-08,89,45.0,,0.45,40.050000000000004
2012-12-09,86,45.0,,0.45,38.7
2012-12-10,85,45.0,,0.45,38.25
2012-12-11,96,45.0,,0.45,43.2
2012-12-12,86,45.0,,0.45,38.7
2012-12-13,93,45.0,,0.45,41.85
2012-12-14,70,45.0,,0.45,31.5
2012-12-15,57,45.0,,0.45,25.650000000000002
2012-12-16,65,45.0,,0.45,29.25
2012-12-17,72,45.0,,0.45,32.4
2012-12-18,81,45.0,,0.45,36.45
2012-12-19,74,45.0,,0.45,33.300000000000004
2012-12-20,65,45.0,,0.45,29.25
2012-12-21,72,45.0,,0.45,32.4
2012-12-22,60,45.0,,0.45,27.0
2012-12-23,59,45.0,,0.45,26.55
2012-12-24,66,45.0,,0.45,29.7
2012-12-25,63,45.0,,0.45,28.35
2012-12-26,77,45.0,,0.45,34.65
2012-12-27,81,45.0,,0.45,36.45
2012-12-28,70,45.0,,0.45,31.5
2012-12-29,77,45.0,,0.45,34.65
2012-12-30,85,45.0,,0.45,38.25
2012-12-31,71,45.0,,0.45,31.95
2013-01-01,80,44.0,False,0.44,35.2
2013-01-02,100,44.0,,0.44,44.0
2013-01-03,92,44.0,,0.44,40.48
2013-01-04,98,44.0,,0.44,43.12
2013-01-05,80,44.0,,0.44,35.2
2013-01-06,86,44.0,,0.44,37.84
2013-01-07,97,44.0,,0.44,42.68
2013-01-08,93,44.0,,0.44,40.92
2013-01-09,93,44.0,,0.44,40.92
2013-01-10,92,44.0,,0.44,40.48
2013-01-11,82,44.0,,0.44,36.08
2013-01-12,73,44.0,,0.44,32.12
2013-01-13,79,44.0,,0.44,34.76
2013-01-14,94,44.0,,0.44,41.36
2013-01-15,92,44.0,,0.44,40.48
2013-01-16,88,44.0,,0.44,38.72
2013-01-17,87,44.0,,0.44,38.28
2013-01-18,84,44.0,,0.44,36.96
2013-01-19,77,44.0,,0.44,33.88
2013-01-20,77,44.0,,0.44,33.88
2013-01-21,90,44.0,,0.44,39.6
2013-01-22,89,44.0,,0.44,39.160000000000004
2013-01-23,82,44.0,,0.44,36.08
2013-01-24,90,44.0,,0.44,39.6
2013-01-25,78,44.0,,0.44,34.32
2013-01-26,76,44.0,,0.44,33.44
2013-01-27,86,44.0,,0.44,37.84
2013-01-28,94,44.0,,0.44,41.36
2013-01-29,97,44.0,,0.44,42.68
2013-01-30,82,44.0,,0.44,36.08
2013-01-31,84,44.0,,0.44,36.96
2013-02-01,77,46.0,False,0.46,35.42
2013-02-02,69,46.0,,0.46,31.740000000000002
2013-02-03,73,46.0,,0.46,33.58
2013-02-04,84,46.0,,0.46,38.64
2013-02-05,93,46.0,,0.46,42.78
2013-02-06,84,46.0,,0.46,38.64
2013-02-07,90,46.0,,0.46,41.4
2013-02-08,74,46.0,,0.46,34.04
2013-02-09,75,46.0,,0.46,34.5
2013-02-10,74,46.0,,0.46,34.04
2013-02-11,92,46.0,,0.46,42.32
2013-02-12,88,46.0,,0.46,40.480000000000004
2013-02-13,81,46.0,,0.46,37.260000000000005
2013-02-14,100,46.0,,0.46,46.0
2013-02-15,94,46.0,,0.46,43.24
2013-02-16,71,46.0,,0.46,32.660000000000004
2013-02-17,71,46.0,,0.46,32.660000000000004
2013-02-18,86,46.0,,0.46,39.56
2013-02-19,87,46.0,,0.46,40.02
2013-02-20,87,46.0,,0.46,40.02
2013-02-21,82,46.0,,0.46,37.72
2013-02-22,78,46.0,,0.46,35.88
2013-02-23,66,46.0,,0.46,30.360000000000003
2013-02-24,71,46.0,,0.46,32.660000000000004
2013-02-25,87,46.0,,0.46,40.02
2013-02-26,93,46.0,,0.46,42.78
2013-02-27,90,46.0,,0.46,41.4
2013-02-28,82,46.0,,0.46,37.72
2013-03-01,15,74.0,False,0.74,11.1
2013-03-02,14,74.0,,0.74,10.36
2013-03-03,14,74.0,,0.74,10.36
2013-03-04,16,74.0,,0.74,11.84
2013-03-05,14,74.0,,0.74,10.36
2013-03-06,14,74.0,,0.74,10.36
2013-03-07,14,74.0,,0.74,10.36
2013-03-08,15,74.0,,0.74,11.1
2013-03-09,13,74.0,,0.74,9.62
2013-03-10,13,74.0,,0.74,9.62
2013-03-11,15,74.0,,0.74,11.1
2013-03-12,15,74.0,,0.74,11.1
2013-03-13,16,74.0,,0.74,11.84
2013-03-14,15,74.0,,0.74,11.1
2013-03-15,15,74.0,,0.74,11.1
2013-03-16,13,74.0,,0.74,9.62
2013-03-17,15,74.0,,0.74,11.1
2013-03-18,16,74.0,,0.74,11.84
2013-03-19,17,74.0,,0.74,12.58
2013-03-20,16,74.0,,0.74,11.84
2013-03-21,16,74.0,,0.74,11.84
2013-03-22,16,74.0,,0.74,11.84
2013-03-23,12,74.0,,0.74,8.879999999999999
2013-03-24,17,74.0,,0.74,12.58
2013-03-25,23,74.0,,0.74,17.02
2013-03-26,82,74.0,,0.74,60.68
2013-03-27,100,74.0,,0.74,74.0
2013-03-28,55,74.0,,0.74,40.7
2013-03-29,35,74.0,,0.74,25.9
2013-03-30,26,74.0,,0.74,19.24
2013-03-31,22,74.0,,0.74,16.28
2013-04-01,100,56.0,False,0.56,56.00000000000001
2013-04-02,99,56.0,,0.56,55.440000000000005
2013-04-03,98,56.0,,0.56,54.88
2013-04-04,85,56.0,,0.56,47.6
2013-04-05,83,56.0,,0.56,46.480000000000004
2013-04-06,76,56.0,,0.56,42.56
2013-04-07,78,56.0,,0.56,43.68000000000001
2013-04-08,88,56.0,,0.56,49.28
2013-04-09,84,56.0,,0.56,47.040000000000006
2013-04-10,81,56.0,,0.56,45.36000000000001
2013-04-11,80,56.0,,0.56,44.800000000000004
2013-04-12,72,56.0,,0.56,40.32000000000001
2013-04-13,64,56.0,,0.56,35.84
2013-04-14,68,56.0,,0.56,38.080000000000005
2013-04-15,79,56.0,,0.56,44.24
2013-04-16,72,56.0,,0.56,40.32000000000001
2013-04-17,82,56.0,,0.56,45.92
2013-04-18,78,56.0,,0.56,43.68000000000001
2013-04-19,64,56.0,,0.56,35.84
2013-04-20,61,56.0,,0.56,34.160000000000004
2013-04-21,68,56.0,,0.56,38.080000000000005
2013-04-22,85,56.0,,0.56,47.6
2013-04-23,86,56.0,,0.56,48.160000000000004
2013-04-24,88,56.0,,0.56,49.28
2013-04-25,83,56.0,,0.56,46.480000000000004
2013-04-26,71,56.0,,0.56,39.760000000000005
2013-04-27,62,56.0,,0.56,34.720000000000006
2013-04-28,69,56.0,,0.56,38.64
2013-04-29,86,56.0,,0.56,48.160000000000004
2013-04-30,82,56.0,,0.56,45.92
2013-05-01,73,54.0,False,0.54,39.42
2013-05-02,69,54.0,,0.54,37.260000000000005
