date,inflation_unscaled,inflation_monthly,isPartial,scale,inflation
2018-05-09,91,82.0,,0.82,74.61999999999999
2018-05-10,82,82.0,,0.82,67.24
2018-05-11,80,82.0,,0.82,65.6
2018-05-12,59,82.0,,0.82,48.379999999999995
2018-05-13,50,82.0,,0.82,41.0
2018-05-14,83,82.0,,0.82,68.06
2018-05-15,83,82.0,,0.82,68.06
2018-05-16,86,82.0,,0.82,70.52
2018-05-17,71,82.0,,0.82,58.22
2018-05-18,71,82.0,,0.82,58.22
2018-05-19,51,82.0,,0.82,41.82
2018-05-20,65,82.0,,0.82,53.3
2018-05-21,76,82.0,,0.82,62.31999999999999
2018-05-22,78,82.0,,0.82,63.959999999999994
2018-05-23,74,82.0,,0.82,60.68
2018-05-24,76,82.0,,0.82,62.31999999999999
2018-05-25,65,82.0,,0.82,53.3
2018-05-26,50,82.0,,0.82,41.0
2018-05-27,67,82.0,,0.82,54.94
2018-05-28,59,82.0,,0.82,48.379999999999995
2018-05-29,67,82.0,,0.82,54.94
2018-05-30,70,82.0,,0.82,57.4
2018-05-31,68,82.0,,0.82,55.76
2018-06-01,98,62.0,False,0.62,60.76
2018-06-02,77,62.0,,0.62,47.74
2018-06-03,73,62.0,,0.62,45.26
2018-06-04,100,62.0,,0.62,62.0
2018-06-05,88,62.0,,0.62,54.56
2018-06-06,84,62.0,,0.62,52.08
2018-06-07,76,62.0,,0.62,47.12
2018-06-08,69,62.0,,0.62,42.78
2018-06-09,87,62.0,,0.62,53.94
2018-06-10,79,62.0,,0.62,48.98
2018-06-11,85,62.0,,0.62,52.7
2018-06-12,93,62.0,,0.62,57.66
2018-06-13,96,62.0,,0.62,59.519999999999996
2018-06-14,96,62.0,,0.62,59.519999999999996
2018-06-15,78,62.0,,0.62,48.36
2018-06-16,73,62.0,,0.62,45.26
2018-06-17,74,62.0,,0.62,45.88
2018-06-18,83,62.0,,0.62,51.46
2018-06-19,85,62.0,,0.62,52.7
2018-06-20,90,62.0,,0.62,55.8
2018-06-21,76,62.0,,0.62,47.12
2018-06-22,76,62.0,,0.62,47.12
2018-06-23,76,62.0,,0.62,47.12
2018-06-24,75,62.0,,0.62,46.5
2018-06-25,77,62.0,,0.62,47.74
2018-06-26,84,62.0,,0.62,52.08
2018-06-27,74,62.0,,0.62,45.88
2018-06-28,92,62.0,,0.62,57.04
2018-06-29,88,62.0,,0.62,54.56
2018-06-30,87,62.0,,0.62,53.94
2018-07-01,73,63.0,False,0.63,45.99
2018-07-02,74,63.0,,0.63,46.62
2018-07-03,66,63.0,,0.63,41.58
2018-07-04,66,63.0,,0.63,41.58
2018-07-05,82,63.0,,0.63,51.660000000000004
2018-07-06,60,63.0,,0.63,37.8
2018-07-07,54,63.0,,0.63,34.02
2018-07-08,69,63.0,,0.63,43.47
2018-07-09,55,63.0,,0.63,34.65
2018-07-10,71,63.0,,0.63,44.73
2018-07-11,76,63.0,,0.63,47.88
2018-07-12,70,63.0,,0.63,44.1
2018-07-13,83,63.0,,0.63,52.29
2018-07-14,66,63.0,,0.63,41.58
2018-07-15,74,63.0,,0.63,46.62
2018-07-16,85,63.0,,0.63,53.55
2018-07-17,74,63.0,,0.63,46.62
2018-07-18,74,63.0,,0.63,46.62
2018-07-19,72,63.0,,0.63,45.36
2018-07-20,80,63.0,,0.63,50.4
2018-07-21,72,63.0,,0.63,45.36
2018-07-22,51,63.0,,0.63,32.13
2018-07-23,70,63.0,,0.63,44.1
2018-07-24,84,63.0,,0.63,52.92
2018-07-25,95,63.0,,0.63,59.85
2018-07-26,100,63.0,,0.63,63.0
2018-07-27,89,63.0,,0.63,56.07
2018-07-28,77,63.0,,0.63,48.51
2018-07-29,70,63.0,,0.63,44.1
2018-07-30,77,63.0,,0.63,48.51
2018-07-31,92,63.0,,0.63,57.96
2018-08-01,61,68.0,False,0.68,41.480000000000004
2018-08-02,71,68.0,,0.68,48.28
2018-08-03,62,68.0,,0.68,42.160000000000004
2018-08-04,56,68.0,,0.68,38.080000000000005
2018-08-05,63,68.0,,0.68,42.84
2018-08-06,71,68.0,,0.68,48.28
2018-08-07,48,68.0,,0.68,32.64
2018-08-08,55,68.0,,0.68,37.400000000000006
2018-08-09,57,68.0,,0.68,38.760000000000005
2018-08-10,77,68.0,,0.68,52.36000000000001
2018-08-11,62,68.0,,0.68,42.160000000000004
2018-08-12,50,68.0,,0.68,34.0
2018-08-13,62,68.0,,0.68,42.160000000000004
2018-08-14,56,68.0,,0.68,38.080000000000005
2018-08-15,64,68.0,,0.68,43.52
2018-08-16,67,68.0,,0.68,45.56
2018-08-17,43,68.0,,0.68,29.240000000000002
2018-08-18,39,68.0,,0.68,26.520000000000003
2018-08-19,56,68.0,,0.68,38.080000000000005
2018-08-20,56,68.0,,0.68,38.080000000000005
2018-08-21,53,68.0,,0.68,36.04
2018-08-22,51,68.0,,0.68,34.68
2018-08-23,57,68.0,,0.68,38.760000000000005
2018-08-24,71,68.0,,0.68,48.28
2018-08-25,50,68.0,,0.68,34.0
2018-08-26,59,68.0,,0.68,40.120000000000005
2018-08-27,64,68.0,,0.68,43.52
2018-08-28,70,68.0,,0.68,47.6
2018-08-29,70,68.0,,0.68,47.6
2018-08-30,100,68.0,,0.68,68.0
2018-08-31,74,68.0,,0.68,50.32
2018-09-01,61,77.0,False,0.77,46.97
2018-09-02,63,77.0,,0.77,48.51
2018-09-03,67,77.0,,0.77,51.59
2018-09-04,80,77.0,,0.77,61.6
2018-09-05,82,77.0,,0.77,63.14
2018-09-06,79,77.0,,0.77,60.83
2018-09-07,80,77.0,,0.77,61.6
2018-09-08,53,77.0,,0.77,40.81
2018-09-09,57,77.0,,0.77,43.89
2018-09-10,84,77.0,,0.77,64.68
2018-09-11,78,77.0,,0.77,60.06
2018-09-12,75,77.0,,0.77,57.75
2018-09-13,84,77.0,,0.77,64.68
2018-09-14,64,77.0,,0.77,49.28
2018-09-15,60,77.0,,0.77,46.2
2018-09-16,66,77.0,,0.77,50.82
2018-09-17,76,77.0,,0.77,58.52
2018-09-18,82,77.0,,0.77,63.14
2018-09-19,80,77.0,,0.77,61.6
2018-09-20,80,77.0,,0.77,61.6
2018-09-21,82,77.0,,0.77,63.14
2018-09-22,52,77.0,,0.77,40.04
2018-09-23,64,77.0,,0.77,49.28
2018-09-24,91,77.0,,0.77,70.07000000000001
2018-09-25,96,77.0,,0.77,73.92
2018-09-26,100,77.0,,0.77,77.0
2018-09-27,80,77.0,,0.77,61.6
2018-09-28,77,77.0,,0.77,59.29
2018-09-29,58,77.0,,0.77,44.660000000000004
2018-09-30,57,77.0,,0.77,43.89
2018-10-01,69,91.0,False,0.91,62.79
2018-10-02,71,91.0,,0.91,64.61
2018-10-03,84,91.0,,0.91,76.44
2018-10-04,87,91.0,,0.91,79.17
2018-10-05,67,91.0,,0.91,60.97
2018-10-06,48,91.0,,0.91,43.68
2018-10-07,57,91.0,,0.91,51.870000000000005
2018-10-08,79,91.0,,0.91,71.89
2018-10-09,81,91.0,,0.91,73.71000000000001
2018-10-10,82,91.0,,0.91,74.62
2018-10-11,100,91.0,,0.91,91.0
2018-10-12,63,91.0,,0.91,57.330000000000005
2018-10-13,49,91.0,,0.91,44.59
2018-10-14,60,91.0,,0.91,54.6
2018-10-15,75,91.0,,0.91,68.25
2018-10-16,70,91.0,,0.91,63.7
2018-10-17,79,91.0,,0.91,71.89
2018-10-18,81,91.0,,0.91,73.71000000000001
2018-10-19,60,91.0,,0.91,54.6
2018-10-20,53,91.0,,0.91,48.230000000000004
2018-10-21,61,91.0,,0.91,55.510000000000005
2018-10-22,70,91.0,,0.91,63.7
2018-10-23,80,91.0,,0.91,72.8
2018-10-24,72,91.0,,0.91,65.52
2018-10-25,82,91.0,,0.91,74.62
2018-10-26,71,91.0,,0.91,64.61
2018-10-27,50,91.0,,0.91,45.5
2018-10-28,58,91.0,,0.91,52.78
2018-10-29,70,91.0,,0.91,63.7
2018-10-30,55,91.0,,0.91,50.050000000000004
2018-10-31,77,91.0,,0.91,70.07000000000001
2018-11-01,82,85.0,False,0.85,69.7
2018-11-02,72,85.0,,0.85,61.199999999999996
2018-11-03,52,85.0,,0.85,44.199999999999996
2018-11-04,62,85.0,,0.85,52.699999999999996
2018-11-05,73,85.0,,0.85,62.05
2018-11-06,75,85.0,,0.85,63.75
2018-11-07,81,85.0,,0.85,68.85
2018-11-08,95,85.0,,0.85,80.75
2018-11-09,68,85.0,,0.85,57.8
2018-11-10,63,85.0,,0.85,53.55
2018-11-11,54,85.0,,0.85,45.9
2018-11-12,80,85.0,,0.85,68.0
2018-11-13,93,85.0,,0.85,79.05
2018-11-14,100,85.0,,0.85,85.0
2018-11-15,84,85.0,,0.85,71.39999999999999
2018-11-16,67,85.0,,0.85,56.949999999999996
2018-11-17,63,85.0,,0.85,53.55
2018-11-18,50,85.0,,0.85,42.5
2018-11-19,73,85.0,,0.85,62.05
2018-11-20,71,85.0,,0.85,60.35
2018-11-21,62,85.0,,0.85,52.699999999999996
2018-11-22,43,85.0,,0.85,36.55
2018-11-23,40,85.0,,0.85,34.0
2018-11-24,43,85.0,,0.85,36.55
2018-11-25,59,85.0,,0.85,50.15
2018-11-26,79,85.0,,0.85,67.14999999999999
2018-11-27,73,85.0,,0.85,62.05
2018-11-28,84,85.0,,0.85,71.39999999999999
2018-11-29,83,85.0,,0.85,70.55
2018-11-30,81,85.0,,0.85,68.85
2018-12-01,61,84.0,False,0.84,51.239999999999995
2018-12-02,61,84.0,,0.84,51.239999999999995
2018-12-03,91,84.0,,0.84,76.44
2018-12-04,100,84.0,,0.84,84.0
2018-12-05,90,84.0,,0.84,75.6
2018-12-06,97,84.0,,0.84,81.48
2018-12-07,77,84.0,,0.84,64.67999999999999
2018-12-08,56,84.0,,0.84,47.04
2018-12-09,75,84.0,,0.84,63.0
2018-12-10,97,84.0,,0.84,81.48
2018-12-11,100,84.0,,0.84,84.0
2018-12-12,89,84.0,,0.84,74.75999999999999
2018-12-13,80,84.0,,0.84,67.2
2018-12-14,83,84.0,,0.84,69.72
2018-12-15,46,84.0,,0.84,38.64
2018-12-16,67,84.0,,0.84,56.28
2018-12-17,85,84.0,,0.84,71.39999999999999
2018-12-18,71,84.0,,0.84,59.64
2018-12-19,77,84.0,,0.84,64.67999999999999
2018-12-20,75,84.0,,0.84,63.0
2018-12-21,68,84.0,,0.84,57.12
2018-12-22,50,84.0,,0.84,42.0
2018-12-23,52,84.0,,0.84,43.68
2018-12-24,58,84.0,,0.84,48.72
2018-12-25,68,84.0,,0.84,57.12
2018-12-26,58,84.0,,0.84,48.72
2018-12-27,56,84.0,,0.84,47.04
2018-12-28,62,84.0,,0.84,52.08
2018-12-29,53,84.0,,0.84,44.519999999999996
2018-12-30,57,84.0,,0.84,47.879999999999995
2018-12-31,58,84.0,,0.84,48.72
2019-01-01,61,77.0,False,0.77,46.97
2019-01-02,62,77.0,,0.77,47.74
2019-01-03,61,77.0,,0.77,46.97
2019-01-04,79,77.0,,0.77,60.83
2019-01-05,39,77.0,,0.77,30.03
2019-01-06,64,77.0,,0.77,49.28
2019-01-07,75,77.0,,0.77,57.75
2019-01-08,88,77.0,,0.77,67.76
2019-01-09,86,77.0,,0.77,66.22
2019-01-10,89,77.0,,0.77,68.53
2019-01-11,83,77.0,,0.77,63.910000000000004
2019-01-12,59,77.0,,0.77,45.43
2019-01-13,72,77.0,,0.77,55.44
2019-01-14,87,77.0,,0.77,66.99
2019-01-15,82,77.0,,0.77,63.14
2019-01-16,87,77.0,,0.77,66.99
2019-01-17,100,77.0,,0.77,77.0
2019-01-18,72,77.0,,0.77,55.44
2019-01-19,51,77.0,,0.77,39.27
2019-01-20,62,77.0,,0.77,47.74
2019-01-21,72,77.0,,0.77,55.44
2019-01-22,89,77.0,,0.77,68.53
2019-01-23,80,77.0,,0.77,61.6
2019-01-24,89,77.0,,0.77,68.53
2019-01-25,82,77.0,,0.77,63.14
2019-01-26,61,77.0,,0.77,46.97
2019-01-27,65,77.0,,0.77,50.050000000000004
2019-01-28,89,77.0,,0.77,68.53
2019-01-29,97,77.0,,0.77,74.69
2019-01-30,91,77.0,,0.77,70.07000000000001
2019-01-31,86,77.0,,0.77,66.22
2019-02-01,74,88.0,False,0.88,65.12
2019-02-02,61,88.0,,0.88,53.68
2019-02-03,52,88.0,,0.88,45.76
2019-02-04,76,88.0,,0.88,66.88
2019-02-05,68,88.0,,0.88,59.84
2019-02-06,72,88.0,,0.88,63.36
2019-02-07,84,88.0,,0.88,73.92
2019-02-08,59,88.0,,0.88,51.92
2019-02-09,60,88.0,,0.88,52.8
2019-02-10,67,88.0,,0.88,58.96
2019-02-11,74,88.0,,0.88,65.12
2019-02-12,76,88.0,,0.88,66.88
2019-02-13,90,88.0,,0.88,79.2
2019-02-14,76,88.0,,0.88,66.88
2019-02-15,69,88.0,,0.88,60.72
2019-02-16,63,88.0,,0.88,55.44
2019-02-17,56,88.0,,0.88,49.28
2019-02-18,66,88.0,,0.88,58.08
2019-02-19,74,88.0,,0.88,65.12
2019-02-20,91,88.0,,0.88,80.08
2019-02-21,83,88.0,,0.88,73.04
2019-02-22,68,88.0,,0.88,59.84
2019-02-23,68,88.0,,0.88,59.84
2019-02-24,79,88.0,,0.88,69.52
2019-02-25,91,88.0,,0.88,80.08
2019-02-26,100,88.0,,0.88,88.0
2019-02-27,85,88.0,,0.88,74.8
2019-02-28,89,88.0,,0.88,78.32000000000001
2019-03-01,71,87.0,False,0.87,61.77
2019-03-02,62,87.0,,0.87,53.94
2019-03-03,48,87.0,,0.87,41.76
2019-03-04,70,87.0,,0.87,60.9
2019-03-05,85,87.0,,0.87,73.95
2019-03-06,79,87.0,,0.87,68.73
2019-03-07,66,87.0,,0.87,57.42
2019-03-08,74,87.0,,0.87,64.38
2019-03-09,44,87.0,,0.87,38.28
2019-03-10,50,87.0,,0.87,43.5
2019-03-11,55,87.0,,0.87,47.85
2019-03-12,75,87.0,,0.87,65.25
2019-03-13,89,87.0,,0.87,77.42999999999999
2019-03-14,60,87.0,,0.87,52.2
2019-03-15,46,87.0,,0.87,40.02
2019-03-16,47,87.0,,0.87,40.89
2019-03-17,58,87.0,,0.87,50.46
2019-03-18,72,87.0,,0.87,62.64
2019-03-19,76,87.0,,0.87,66.12
2019-03-20,73,87.0,,0.87,63.51
2019-03-21,76,87.0,,0.87,66.12
2019-03-22,68,87.0,,0.87,59.16
2019-03-23,44,87.0,,0.87,38.28
2019-03-24,61,87.0,,0.87,53.07
2019-03-25,83,87.0,,0.87,72.21
2019-03-26,100,87.0,,0.87,87.0
2019-03-27,73,87.0,,0.87,63.51
2019-03-28,86,87.0,,0.87,74.82
2019-03-29,76,87.0,,0.87,66.12
2019-03-30,52,87.0,,0.87,45.24
2019-03-31,67,87.0,,0.87,58.29
2019-04-01,73,95.0,False,0.95,69.35
2019-04-02,91,95.0,,0.95,86.45
2019-04-03,81,95.0,,0.95,76.95
2019-04-04,85,95.0,,0.95,80.75
2019-04-05,63,95.0,,0.95,59.849999999999994
2019-04-06,55,95.0,,0.95,52.25
2019-04-07,55,95.0,,0.95,52.25
2019-04-08,87,95.0,,0.95,82.64999999999999
2019-04-09,83,95.0,,0.95,78.85
2019-04-10,86,95.0,,0.95,81.7
2019-04-11,81,95.0,,0.95,76.95
2019-04-12,82,95.0,,0.95,77.89999999999999
2019-04-13,50,95.0,,0.95,47.5
2019-04-14,43,95.0,,0.95,40.85
2019-04-15,75,95.0,,0.95,71.25
2019-04-16,73,95.0,,0.95,69.35
2019-04-17,93,95.0,,0.95,88.35
2019-04-18,74,95.0,,0.95,70.3
2019-04-19,61,95.0,,0.95,57.949999999999996
2019-04-20,52,95.0,,0.95,49.4
2019-04-21,60,95.0,,0.95,57.0
2019-04-22,84,95.0,,0.95,79.8
2019-04-23,76,95.0,,0.95,72.2
2019-04-24,81,95.0,,0.95,76.95
2019-04-25,100,95.0,,0.95,95.0
2019-04-26,75,95.0,,0.95,71.25
2019-04-27,65,95.0,,0.95,61.75
2019-04-28,61,95.0,,0.95,57.949999999999996
2019-04-29,94,95.0,,0.95,89.3
2019-04-30,95,95.0,,0.95,90.25
2019-05-01,91,84.0,False,0.84,76.44
2019-05-02,93,84.0,,0.84,78.11999999999999
2019-05-03,77,84.0,,0.84,64.67999999999999
2019-05-04,58,84.0,,0.84,48.72
2019-05-05,74,84.0,,0.84,62.16
2019-05-06,100,84.0,,0.84,84.0
2019-05-07,82,84.0,,0.84,68.88
2019-05-08,83,84.0,,0.84,69.72
2019-05-09,76,84.0,,0.84,63.839999999999996
2019-05-10,68,84.0,,0.84,57.12
2019-05-11,55,84.0,,0.84,46.199999999999996
2019-05-12,54,84.0,,0.84,45.36
2019-05-13,80,84.0,,0.84,67.2
2019-05-14,80,84.0,,0.84,67.2
2019-05-15,83,84.0,,0.84,69.72
2019-05-16,70,84.0,,0.84,58.8
2019-05-17,59,84.0,,0.84,49.559999999999995
2019-05-18,42,84.0,,0.84,35.28
2019-05-19,48,84.0,,0.84,40.32
2019-05-20,62,84.0,,0.84,52.08
2019-05-21,64,84.0,,0.84,53.76
2019-05-22,65,84.0,,0.84,54.6
2019-05-23,60,84.0,,0.84,50.4
2019-05-24,56,84.0,,0.84,47.04
2019-05-25,42,84.0,,0.84,35.28
2019-05-26,42,84.0,,0.84,35.28
2019-05-27,52,84.0,,0.84,43.68
2019-05-28,54,84.0,,0.84,45.36
2019-05-29,64,84.0,,0.84,53.76
2019-05-30,58,84.0,,0.84,48.72
2019-05-31,54,84.0,,0.84,45.36
2019-06-01,73,67.0,False,0.67,48.910000000000004
2019-06-02,79,67.0,,0.67,52.93
2019-06-03,84,67.0,,0.67,56.28
2019-06-04,93,67.0,,0.67,62.31
2019-06-05,100,67.0,,0.67,67.0
2019-06-06,91,67.0,,0.67,60.970000000000006
2019-06-07,81,67.0,,0.67,54.27
2019-06-08,66,67.0,,0.67,44.220000000000006
2019-06-09,82,67.0,,0.67,54.940000000000005
2019-06-10,81,67.0,,0.67,54.27
2019-06-11,89,67.0,,0.67,59.63
2019-06-12,89,67.0,,0.67,59.63
2019-06-13,89,67.0,,0.67,59.63
2019-06-14,70,67.0,,0.67,46.900000000000006
2019-06-15,68,67.0,,0.67,45.56
2019-06-16,72,67.0,,0.67,48.24
2019-06-17,83,67.0,,0.67,55.61000000000001
2019-06-18,97,67.0,,0.67,64.99000000000001
2019-06-19,94,67.0,,0.67,62.980000000000004
2019-06-20,72,67.0,,0.67,48.24
2019-06-21,91,67.0,,0.67,60.970000000000006
2019-06-22,93,67.0,,0.67,62.31
2019-06-23,71,67.0,,0.67,47.57
2019-06-24,98,67.0,,0.67,65.66000000000001
2019-06-25,85,67.0,,0.67,56.95
2019-06-26,84,67.0,,0.67,56.28
2019-06-27,90,67.0,,0.67,60.300000000000004
2019-06-28,96,67.0,,0.67,64.32000000000001
2019-06-29,86,67.0,,0.67,57.620000000000005
2019-06-30,75,67.0,,0.67,50.25
2019-07-01,72,69.0,False,0.69,49.67999999999999
2019-07-02,78,69.0,,0.69,53.81999999999999
2019-07-03,66,69.0,,0.69,45.54
2019-07-04,67,69.0,,0.69,46.23
2019-07-05,82,69.0,,0.69,56.58
2019-07-06,64,69.0,,0.69,44.16
2019-07-07,74,69.0,,0.69,51.059999999999995
2019-07-08,94,69.0,,0.69,64.86
2019-07-09,81,69.0,,0.69,55.88999999999999
2019-07-10,91,69.0,,0.69,62.78999999999999
2019-07-11,66,69.0,,0.69,45.54
2019-07-12,100,69.0,,0.69,69.0
2019-07-13,79,69.0,,0.69,54.51
2019-07-14,71,69.0,,0.69,48.989999999999995
2019-07-15,94,69.0,,0.69,64.86
2019-07-16,79,69.0,,0.69,54.51
2019-07-17,70,69.0,,0.69,48.3
2019-07-18,79,69.0,,0.69,54.51
2019-07-19,89,69.0,,0.69,61.41
2019-07-20,87,69.0,,0.69,60.029999999999994
2019-07-21,98,69.0,,0.69,67.61999999999999
2019-07-22,94,69.0,,0.69,64.86
2019-07-23,92,69.0,,0.69,63.48
2019-07-24,70,69.0,,0.69,48.3
2019-07-25,86,69.0,,0.69,59.339999999999996
2019-07-26,83,69.0,,0.69,57.269999999999996
2019-07-27,76,69.0,,0.69,52.44
2019-07-28,65,69.0,,0.69,44.849999999999994
2019-07-29,87,69.0,,0.69,60.029999999999994
2019-07-30,81,69.0,,0.69,55.88999999999999
2019-07-31,85,69.0,,0.69,58.65
2019-08-01,63,64.0,False,0.64,40.32
2019-08-02,63,64.0,,0.64,40.32
2019-08-03,65,64.0,,0.64,41.6
2019-08-04,69,64.0,,0.64,44.160000000000004
2019-08-05,63,64.0,,0.64,40.32
2019-08-06,71,64.0,,0.64,45.44
2019-08-07,87,64.0,,0.64,55.68
2019-08-08,76,64.0,,0.64,48.64
2019-08-09,59,64.0,,0.64,37.76
2019-08-10,59,64.0,,0.64,37.76
2019-08-11,73,64.0,,0.64,46.72
2019-08-12,60,64.0,,0.64,38.4
2019-08-13,90,64.0,,0.64,57.6
2019-08-14,85,64.0,,0.64,54.4
2019-08-15,96,64.0,,0.64,61.44
2019-08-16,61,64.0,,0.64,39.04
2019-08-17,70,64.0,,0.64,44.800000000000004
2019-08-18,67,64.0,,0.64,42.88
2019-08-19,82,64.0,,0.64,52.480000000000004
2019-08-20,71,64.0,,0.64,45.44
2019-08-21,73,64.0,,0.64,46.72
2019-08-22,78,64.0,,0.64,49.92
2019-08-23,75,64.0,,0.64,48.0
2019-08-24,67,64.0,,0.64,42.88
2019-08-25,61,64.0,,0.64,39.04
2019-08-26,76,64.0,,0.64,48.64
2019-08-27,100,64.0,,0.64,64.0
2019-08-28,90,64.0,,0.64,57.6
2019-08-29,82,64.0,,0.64,52.480000000000004
2019-08-30,54,64.0,,0.64,34.56
2019-08-31,45,64.0,,0.64,28.8
2019-09-01,62,77.0,False,0.77,47.74
2019-09-02,56,77.0,,0.77,43.120000000000005
2019-09-03,77,77.0,,0.77,59.29
2019-09-04,78,77.0,,0.77,60.06
2019-09-05,76,77.0,,0.77,58.52
2019-09-06,76,77.0,,0.77,58.52
2019-09-07,40,77.0,,0.77,30.8
2019-09-08,60,77.0,,0.77,46.2
2019-09-09,76,77.0,,0.77,58.52
2019-09-10,71,77.0,,0.77,54.67
2019-09-11,77,77.0,,0.77,59.29
2019-09-12,89,77.0,,0.77,68.53
2019-09-13,77,77.0,,0.77,59.29
2019-09-14,66,77.0,,0.77,50.82
2019-09-15,64,77.0,,0.77,49.28
2019-09-16,91,77.0,,0.77,70.07000000000001
2019-09-17,75,77.0,,0.77,57.75
2019-09-18,87,77.0,,0.77,66.99
2019-09-19,100,77.0,,0.77,77.0
2019-09-20,80,77.0,,0.77,61.6
2019-09-21,66,77.0,,0.77,50.82
2019-09-22,75,77.0,,0.77,57.75
2019-09-23,99,77.0,,0.77,76.23
2019-09-24,88,77.0,,0.77,67.76
2019-09-25,92,77.0,,0.77,70.84
2019-09-26,86,77.0,,0.77,66.22
2019-09-27,71,77.0,,0.77,54.67
2019-09-28,58,77.0,,0.77,44.660000000000004
2019-09-29,75,77.0,,0.77,57.75
2019-09-30,74,77.0,,0.77,56.980000000000004
2019-10-01,62,83.0,False,0.83,51.46
2019-10-02,77,83.0,,0.83,63.91
2019-10-03,68,83.0,,0.83,56.44
2019-10-04,80,83.0,,0.83,66.39999999999999
2019-10-05,64,83.0,,0.83,53.12
2019-10-06,63,83.0,,0.83,52.29
2019-10-07,80,83.0,,0.83,66.39999999999999
2019-10-08,80,83.0,,0.83,66.39999999999999
2019-10-09,78,83.0,,0.83,64.74
2019-10-10,62,83.0,,0.83,51.46
2019-10-11,71,83.0,,0.83,58.93
2019-10-12,52,83.0,,0.83,43.16
2019-10-13,60,83.0,,0.83,49.8
2019-10-14,81,83.0,,0.83,67.22999999999999
2019-10-15,75,83.0,,0.83,62.25
2019-10-16,88,83.0,,0.83,73.03999999999999
2019-10-17,88,83.0,,0.83,73.03999999999999
2019-10-18,76,83.0,,0.83,63.08
2019-10-19,61,83.0,,0.83,50.629999999999995
2019-10-20,67,83.0,,0.83,55.61
2019-10-21,79,83.0,,0.83,65.57
2019-10-22,100,83.0,,0.83,83.0
2019-10-23,79,83.0,,0.83,65.57
2019-10-24,89,83.0,,0.83,73.86999999999999
2019-10-25,78,83.0,,0.83,64.74
2019-10-26,47,83.0,,0.83,39.01
2019-10-27,46,83.0,,0.83,38.18
2019-10-28,81,83.0,,0.83,67.22999999999999
2019-10-29,79,83.0,,0.83,65.57
2019-10-30,77,83.0,,0.83,63.91
2019-10-31,89,83.0,,0.83,73.86999999999999
2019-11-01,79,82.0,False,0.82,64.78
2019-11-02,56,82.0,,0.82,45.919999999999995
2019-11-03,79,82.0,,0.82,64.78
2019-11-04,90,82.0,,0.82,73.8
2019-11-05,100,82.0,,0.82,82.0
2019-11-06,90,82.0,,0.82,73.8
2019-11-07,97,82.0,,0.82,79.53999999999999
2019-11-08,90,82.0,,0.82,73.8
2019-11-09,51,82.0,,0.82,41.82
2019-11-10,66,82.0,,0.82,54.12
2019-11-11,90,82.0,,0.82,73.8
2019-11-12,83,82.0,,0.82,68.06
2019-11-13,98,82.0,,0.82,80.36
2019-11-14,92,82.0,,0.82,75.44
2019-11-15,84,82.0,,0.82,68.88
2019-11-16,61,82.0,,0.82,50.019999999999996
2019-11-17,65,82.0,,0.82,53.3
2019-11-18,86,82.0,,0.82,70.52
2019-11-19,96,82.0,,0.82,78.72
2019-11-20,92,82.0,,0.82,75.44
2019-11-21,93,82.0,,0.82,76.25999999999999
2019-11-22,93,82.0,,0.82,76.25999999999999
2019-11-23,68,82.0,,0.82,55.76
2019-11-24,63,82.0,,0.82,51.66
2019-11-25,82,82.0,,0.82,67.24
2019-11-26,80,82.0,,0.82,65.6
2019-11-27,75,82.0,,0.82,61.49999999999999
2019-11-28,77,82.0,,0.82,63.13999999999999
2019-11-29,53,82.0,,0.82,43.46
2019-11-30,51,82.0,,0.82,41.82
2019-12-01,75,80.0,False,0.8,60.0
2019-12-02,77,80.0,,0.8,61.6
2019-12-03,84,80.0,,0.8,67.2
2019-12-04,87,80.0,,0.8,69.60000000000001
2019-12-05,100,80.0,,0.8,80.0
2019-12-06,79,80.0,,0.8,63.2
2019-12-07,62,80.0,,0.8,49.6
2019-12-08,62,80.0,,0.8,49.6
2019-12-09,97,80.0,,0.8,77.60000000000001
2019-12-10,89,80.0,,0.8,71.2
2019-12-11,94,80.0,,0.8,75.2
2019-12-12,98,80.0,,0.8,78.4
2019-12-13,77,80.0,,0.8,61.6
2019-12-14,64,80.0,,0.8,51.2
2019-12-15,62,80.0,,0.8,49.6
2019-12-16,85,80.0,,0.8,68.0
2019-12-17,85,80.0,,0.8,68.0
2019-12-18,68,80.0,,0.8,54.400000000000006
2019-12-19,79,80.0,,0.8,63.2
2019-12-20,78,80.0,,0.8,62.400000000000006
2019-12-21,52,80.0,,0.8,41.6
2019-12-22,46,80.0,,0.8,36.800000000000004
2019-12-23,60,80.0,,0.8,48.0
2019-12-24,51,80.0,,0.8,40.800000000000004
2019-12-25,68,80.0,,0.8,54.400000000000006
2019-12-26,70,80.0,,0.8,56.0
2019-12-27,53,80.0,,0.8,42.400000000000006
2019-12-28,53,80.0,,0.8,42.400000000000006
2019-12-29,55,80.0,,0.8,44.0
2019-12-30,52,80.0,,0.8,41.6
2019-12-31,65,80.0,,0.8,52.0
2020-01-01,59,78.0,False,0.78,46.02
2020-01-02,70,78.0,,0.78,54.6
2020-01-03,66,78.0,,0.78,51.480000000000004
2020-01-04,66,78.0,,0.78,51.480000000000004
2020-01-05,57,78.0,,0.78,44.46
2020-01-06,76,78.0,,0.78,59.28
2020-01-07,70,78.0,,0.78,54.6
2020-01-08,77,78.0,,0.78,60.06
