date,inflation_unscaled,inflation_monthly,isPartial,scale,inflation
2010-01-01,58,72.0,False,0.72,41.76
2010-01-02,44,72.0,,0.72,31.68
2010-01-03,67,72.0,,0.72,48.239999999999995
2010-01-04,77,72.0,,0.72,55.44
2010-01-05,69,72.0,,0.72,49.68
2010-01-06,72,72.0,,0.72,51.839999999999996
2010-01-07,58,72.0,,0.72,41.76
2010-01-08,63,72.0,,0.72,45.36
2010-01-09,19,72.0,,0.72,13.68
2010-01-10,54,72.0,,0.72,38.879999999999995
2010-01-11,59,72.0,,0.72,42.48
2010-01-12,78,72.0,,0.72,56.16
2010-01-13,71,72.0,,0.72,51.12
2010-01-14,73,72.0,,0.72,52.559999999999995
2010-01-15,71,72.0,,0.72,51.12
2010-01-16,27,72.0,,0.72,19.439999999999998
2010-01-17,53,72.0,,0.72,38.16
2010-01-18,63,72.0,,0.72,45.36
2010-01-19,56,72.0,,0.72,40.32
2010-01-20,73,72.0,,0.72,52.559999999999995
2010-01-21,87,72.0,,0.72,62.64
2010-01-22,48,72.0,,0.72,34.56
2010-01-23,22,72.0,,0.72,15.84
2010-01-24,45,72.0,,0.72,32.4
2010-01-25,71,72.0,,0.72,51.12
2010-01-26,70,72.0,,0.72,50.4
2010-01-27,100,72.0,,0.72,72.0
2010-01-28,65,72.0,,0.72,46.8
2010-01-29,69,72.0,,0.72,49.68
2010-01-30,32,72.0,,0.72,23.04
2010-01-31,43,72.0,,0.72,30.959999999999997
2010-02-01,73,81.0,False,0.81,59.13
2010-02-02,66,81.0,,0.81,53.46
2010-02-03,63,81.0,,0.81,51.03
2010-02-04,78,81.0,,0.81,63.18000000000001
2010-02-05,85,81.0,,0.81,68.85000000000001
2010-02-06,51,81.0,,0.81,41.31
2010-02-07,51,81.0,,0.81,41.31
2010-02-08,76,81.0,,0.81,61.56
2010-02-09,100,81.0,,0.81,81.0
2010-02-10,61,81.0,,0.81,49.410000000000004
2010-02-11,79,81.0,,0.81,63.99
2010-02-12,57,81.0,,0.81,46.17
2010-02-13,56,81.0,,0.81,45.36
2010-02-14,31,81.0,,0.81,25.110000000000003
2010-02-15,69,81.0,,0.81,55.89
2010-02-16,63,81.0,,0.81,51.03
2010-02-17,70,81.0,,0.81,56.7
2010-02-18,93,81.0,,0.81,75.33
2010-02-19,71,81.0,,0.81,57.510000000000005
2010-02-20,49,81.0,,0.81,39.690000000000005
2010-02-21,44,81.0,,0.81,35.64
2010-02-22,82,81.0,,0.81,66.42
2010-02-23,98,81.0,,0.81,79.38000000000001
2010-02-24,88,81.0,,0.81,71.28
2010-02-25,86,81.0,,0.81,69.66000000000001
2010-02-26,78,81.0,,0.81,63.18000000000001
2010-02-27,34,81.0,,0.81,27.540000000000003
2010-02-28,70,81.0,,0.81,56.7
2010-03-01,62,79.0,False,0.79,48.980000000000004
2010-03-02,62,79.0,,0.79,48.980000000000004
2010-03-03,77,79.0,,0.79,60.830000000000005
2010-03-04,95,79.0,,0.79,75.05
2010-03-05,53,79.0,,0.79,41.870000000000005
2010-03-06,30,79.0,,0.79,23.700000000000003
2010-03-07,30,79.0,,0.79,23.700000000000003
2010-03-08,80,79.0,,0.79,63.2
2010-03-09,81,79.0,,0.79,63.99
2010-03-10,62,79.0,,0.79,48.980000000000004
2010-03-11,85,79.0,,0.79,67.15
2010-03-12,57,79.0,,0.79,45.03
2010-03-13,43,79.0,,0.79,33.97
2010-03-14,40,79.0,,0.79,31.6
2010-03-15,72,79.0,,0.79,56.88
2010-03-16,35,79.0,,0.79,27.650000000000002
2010-03-17,57,79.0,,0.79,45.03
2010-03-18,47,79.0,,0.79,37.13
2010-03-19,61,79.0,,0.79,48.190000000000005
2010-03-20,35,79.0,,0.79,27.650000000000002
2010-03-21,41,79.0,,0.79,32.39
2010-03-22,71,79.0,,0.79,56.09
2010-03-23,54,79.0,,0.79,42.660000000000004
2010-03-24,82,79.0,,0.79,64.78
2010-03-25,75,79.0,,0.79,59.25
2010-03-26,67,79.0,,0.79,52.93
2010-03-27,45,79.0,,0.79,35.550000000000004
2010-03-28,48,79.0,,0.79,37.92
2010-03-29,74,79.0,,0.79,58.46
2010-03-30,42,79.0,,0.79,33.18
2010-03-31,100,79.0,,0.79,79.0
2010-04-01,67,83.0,False,0.83,55.61
2010-04-02,60,83.0,,0.83,49.8
2010-04-03,52,83.0,,0.83,43.16
2010-04-04,62,83.0,,0.83,51.46
2010-04-05,86,83.0,,0.83,71.38
2010-04-06,46,83.0,,0.83,38.18
2010-04-07,54,83.0,,0.83,44.82
2010-04-08,72,83.0,,0.83,59.76
2010-04-09,91,83.0,,0.83,75.53
2010-04-10,62,83.0,,0.83,51.46
2010-04-11,68,83.0,,0.83,56.44
2010-04-12,74,83.0,,0.83,61.419999999999995
2010-04-13,55,83.0,,0.83,45.65
2010-04-14,76,83.0,,0.83,63.08
2010-04-15,91,83.0,,0.83,75.53
2010-04-16,80,83.0,,0.83,66.39999999999999
2010-04-17,59,83.0,,0.83,48.97
2010-04-18,61,83.0,,0.83,50.629999999999995
2010-04-19,80,83.0,,0.83,66.39999999999999
2010-04-20,89,83.0,,0.83,73.86999999999999
2010-04-21,60,83.0,,0.83,49.8
2010-04-22,89,83.0,,0.83,73.86999999999999
2010-04-23,52,83.0,,0.83,43.16
2010-04-24,48,83.0,,0.83,39.839999999999996
2010-04-25,68,83.0,,0.83,56.44
2010-04-26,100,83.0,,0.83,83.0
2010-04-27,88,83.0,,0.83,73.03999999999999
2010-04-28,96,83.0,,0.83,79.67999999999999
2010-04-29,82,83.0,,0.83,68.06
2010-04-30,61,83.0,,0.83,50.629999999999995
2010-05-01,46,75.0,False,0.75,34.5
2010-05-02,63,75.0,,0.75,47.25
2010-05-03,91,75.0,,0.75,68.25
2010-05-04,73,75.0,,0.75,54.75
2010-05-05,100,75.0,,0.75,75.0
2010-05-06,85,75.0,,0.75,63.75
2010-05-07,87,75.0,,0.75,65.25
2010-05-08,51,75.0,,0.75,38.25
2010-05-09,57,75.0,,0.75,42.75
2010-05-10,62,75.0,,0.75,46.5
2010-05-11,72,75.0,,0.75,54.0
2010-05-12,80,75.0,,0.75,60.0
2010-05-13,82,75.0,,0.75,61.5
2010-05-14,45,75.0,,0.75,33.75
2010-05-15,47,75.0,,0.75,35.25
2010-05-16,81,75.0,,0.75,60.75
2010-05-17,56,75.0,,0.75,42.0
2010-05-18,84,75.0,,0.75,63.0
2010-05-19,48,75.0,,0.75,36.0
2010-05-20,61,75.0,,0.75,45.75
2010-05-21,49,75.0,,0.75,36.75
2010-05-22,42,75.0,,0.75,31.5
2010-05-23,52,75.0,,0.75,39.0
2010-05-24,76,75.0,,0.75,57.0
2010-05-25,54,75.0,,0.75,40.5
2010-05-26,62,75.0,,0.75,46.5
2010-05-27,79,75.0,,0.75,59.25
2010-05-28,89,75.0,,0.75,66.75
2010-05-29,44,75.0,,0.75,33.0
2010-05-30,31,75.0,,0.75,23.25
2010-05-31,44,75.0,,0.75,33.0
2010-06-01,78,60.0,False,0.6,46.8
2010-06-02,69,60.0,,0.6,41.4
2010-06-03,87,60.0,,0.6,52.199999999999996
2010-06-04,57,60.0,,0.6,34.199999999999996
2010-06-05,43,60.0,,0.6,25.8
2010-06-06,56,60.0,,0.6,33.6
2010-06-07,82,60.0,,0.6,49.199999999999996
2010-06-08,80,60.0,,0.6,48.0
2010-06-09,86,60.0,,0.6,51.6
2010-06-10,84,60.0,,0.6,50.4
2010-06-11,87,60.0,,0.6,52.199999999999996
2010-06-12,19,60.0,,0.6,11.4
2010-06-13,76,60.0,,0.6,45.6
2010-06-14,74,60.0,,0.6,44.4
2010-06-15,62,60.0,,0.6,37.199999999999996
2010-06-16,76,60.0,,0.6,45.6
2010-06-17,94,60.0,,0.6,56.4
2010-06-18,51,60.0,,0.6,30.599999999999998
2010-06-19,39,60.0,,0.6,23.4
2010-06-20,74,60.0,,0.6,44.4
2010-06-21,89,60.0,,0.6,53.4
2010-06-22,93,60.0,,0.6,55.8
2010-06-23,71,60.0,,0.6,42.6
2010-06-24,68,60.0,,0.6,40.8
2010-06-25,76,60.0,,0.6,45.6
2010-06-26,75,60.0,,0.6,45.0
2010-06-27,51,60.0,,0.6,30.599999999999998
2010-06-28,100,60.0,,0.6,60.0
2010-06-29,61,60.0,,0.6,36.6
2010-06-30,84,60.0,,0.6,50.4
2010-07-01,86,56.0,False,0.56,48.160000000000004
2010-07-02,83,56.0,,0.56,46.480000000000004
2010-07-03,43,56.0,,0.56,24.080000000000002
2010-07-04,63,56.0,,0.56,35.28
2010-07-05,60,56.0,,0.56,33.6
2010-07-06,69,56.0,,0.56,38.64
2010-07-07,71,56.0,,0.56,39.760000000000005
2010-07-08,74,56.0,,0.56,41.440000000000005
2010-07-09,55,56.0,,0.56,30.800000000000004
2010-07-10,92,56.0,,0.56,51.52
2010-07-11,54,56.0,,0.56,30.240000000000002
2010-07-12,86,56.0,,0.56,48.160000000000004
2010-07-13,76,56.0,,0.56,42.56
2010-07-14,78,56.0,,0.56,43.68000000000001
2010-07-15,100,56.0,,0.56,56.00000000000001
2010-07-16,78,56.0,,0.56,43.68000000000001
2010-07-17,48,56.0,,0.56,26.880000000000003
2010-07-18,57,56.0,,0.56,31.92
2010-07-19,66,56.0,,0.56,36.96
2010-07-20,77,56.0,,0.56,43.120000000000005
2010-07-21,59,56.0,,0.56,33.040000000000006
2010-07-22,54,56.0,,0.56,30.240000000000002
2010-07-23,59,56.0,,0.56,33.040000000000006
2010-07-24,59,56.0,,0.56,33.040000000000006
2010-07-25,46,56.0,,0.56,25.76
2010-07-26,68,56.0,,0.56,38.080000000000005
2010-07-27,89,56.0,,0.56,49.84
2010-07-28,61,56.0,,0.56,34.160000000000004
2010-07-29,100,56.0,,0.56,56.00000000000001
2010-07-30,66,56.0,,0.56,36.96
2010-07-31,70,56.0,,0.56,39.2
2010-08-01,59,55.0,False,0.55,32.45
2010-08-02,75,55.0,,0.55,41.25
2010-08-03,83,55.0,,0.55,45.650000000000006
2010-08-04,63,55.0,,0.55,34.650000000000006
2010-08-05,67,55.0,,0.55,36.85
2010-08-06,67,55.0,,0.55,36.85
2010-08-07,66,55.0,,0.55,36.300000000000004
2010-08-08,55,55.0,,0.55,30.250000000000004
2010-08-09,93,55.0,,0.55,51.150000000000006
2010-08-10,83,55.0,,0.55,45.650000000000006
2010-08-11,81,55.0,,0.55,44.550000000000004
2010-08-12,75,55.0,,0.55,41.25
2010-08-13,67,55.0,,0.55,36.85
2010-08-14,39,55.0,,0.55,21.450000000000003
2010-08-15,47,55.0,,0.55,25.85
2010-08-16,71,55.0,,0.55,39.050000000000004
2010-08-17,51,55.0,,0.55,28.05
2010-08-18,57,55.0,,0.55,31.35
2010-08-19,86,55.0,,0.55,47.300000000000004
2010-08-20,92,55.0,,0.55,50.6
2010-08-21,48,55.0,,0.55,26.400000000000002
2010-08-22,53,55.0,,0.55,29.150000000000002
2010-08-23,74,55.0,,0.55,40.7
2010-08-24,71,55.0,,0.55,39.050000000000004
2010-08-25,69,55.0,,0.55,37.95
2010-08-26,100,55.0,,0.55,55.00000000000001
2010-08-27,82,55.0,,0.55,45.1
2010-08-28,50,55.0,,0.55,27.500000000000004
2010-08-29,48,55.0,,0.55,26.400000000000002
2010-08-30,70,55.0,,0.55,38.5
2010-08-31,93,55.0,,0.55,51.150000000000006
2010-09-01,65,64.0,False,0.64,41.6
2010-09-02,53,64.0,,0.64,33.92
2010-09-03,62,64.0,,0.64,39.68
2010-09-04,51,64.0,,0.64,32.64
2010-09-05,61,64.0,,0.64,39.04
2010-09-06,67,64.0,,0.64,42.88
2010-09-07,41,64.0,,0.64,26.240000000000002
2010-09-08,56,64.0,,0.64,35.84
2010-09-09,74,64.0,,0.64,47.36
2010-09-10,73,64.0,,0.64,46.72
2010-09-11,38,64.0,,0.64,24.32
2010-09-12,59,64.0,,0.64,37.76
2010-09-13,58,64.0,,0.64,37.12
2010-09-14,68,64.0,,0.64,43.52
2010-09-15,68,64.0,,0.64,43.52
2010-09-16,46,64.0,,0.64,29.44
2010-09-17,71,64.0,,0.64,45.44
2010-09-18,62,64.0,,0.64,39.68
2010-09-19,88,64.0,,0.64,56.32
2010-09-20,100,64.0,,0.64,64.0
2010-09-21,69,64.0,,0.64,44.160000000000004
2010-09-22,83,64.0,,0.64,53.120000000000005
2010-09-23,58,64.0,,0.64,37.12
2010-09-24,73,64.0,,0.64,46.72
2010-09-25,35,64.0,,0.64,22.400000000000002
2010-09-26,73,64.0,,0.64,46.72
2010-09-27,65,64.0,,0.64,41.6
2010-09-28,97,64.0,,0.64,62.08
2010-09-29,65,64.0,,0.64,41.6
2010-09-30,76,64.0,,0.64,48.64
2010-10-01,69,76.0,False,0.76,52.44
2010-10-02,18,76.0,,0.76,13.68
2010-10-03,42,76.0,,0.76,31.92
2010-10-04,56,76.0,,0.76,42.56
2010-10-05,52,76.0,,0.76,39.52
2010-10-06,59,76.0,,0.76,44.84
2010-10-07,65,76.0,,0.76,49.4
2010-10-08,80,76.0,,0.76,60.8
2010-10-09,65,76.0,,0.76,49.4
2010-10-10,28,76.0,,0.76,21.28
2010-10-11,66,76.0,,0.76,50.160000000000004
2010-10-12,63,76.0,,0.76,47.88
2010-10-13,63,76.0,,0.76,47.88
2010-10-14,100,76.0,,0.76,76.0
2010-10-15,48,76.0,,0.76,36.480000000000004
2010-10-16,51,76.0,,0.76,38.76
2010-10-17,44,76.0,,0.76,33.44
2010-10-18,61,76.0,,0.76,46.36
2010-10-19,71,76.0,,0.76,53.96
2010-10-20,70,76.0,,0.76,53.2
2010-10-21,53,76.0,,0.76,40.28
2010-10-22,54,76.0,,0.76,41.04
2010-10-23,47,76.0,,0.76,35.72
2010-10-24,41,76.0,,0.76,31.16
2010-10-25,74,76.0,,0.76,56.24
2010-10-26,74,76.0,,0.76,56.24
2010-10-27,66,76.0,,0.76,50.160000000000004
2010-10-28,68,76.0,,0.76,51.68
2010-10-29,57,76.0,,0.76,43.32
2010-10-30,24,76.0,,0.76,18.240000000000002
2010-10-31,52,76.0,,0.76,39.52
2010-11-01,77,92.0,False,0.92,70.84
2010-11-02,58,92.0,,0.92,53.36
2010-11-03,53,92.0,,0.92,48.760000000000005
2010-11-04,71,92.0,,0.92,65.32000000000001
2010-11-05,56,92.0,,0.92,51.52
2010-11-06,64,92.0,,0.92,58.88
2010-11-07,60,92.0,,0.92,55.2
2010-11-08,63,92.0,,0.92,57.96
2010-11-09,94,92.0,,0.92,86.48
2010-11-10,100,92.0,,0.92,92.0
2010-11-11,94,92.0,,0.92,86.48
2010-11-12,90,92.0,,0.92,82.8
2010-11-13,40,92.0,,0.92,36.800000000000004
2010-11-14,58,92.0,,0.92,53.36
2010-11-15,88,92.0,,0.92,80.96000000000001
2010-11-16,65,92.0,,0.92,59.800000000000004
2010-11-17,87,92.0,,0.92,80.04
2010-11-18,66,92.0,,0.92,60.720000000000006
2010-11-19,71,92.0,,0.92,65.32000000000001
2010-11-20,50,92.0,,0.92,46.0
2010-11-21,31,92.0,,0.92,28.52
2010-11-22,70,92.0,,0.92,64.4
2010-11-23,66,92.0,,0.92,60.720000000000006
2010-11-24,56,92.0,,0.92,51.52
2010-11-25,43,92.0,,0.92,39.56
2010-11-26,22,92.0,,0.92,20.240000000000002
2010-11-27,45,92.0,,0.92,41.4
2010-11-28,29,92.0,,0.92,26.68
2010-11-29,55,92.0,,0.92,50.6
2010-11-30,58,92.0,,0.92,53.36
2010-12-01,70,70.0,False,0.7,49.0
2010-12-02,86,70.0,,0.7,60.199999999999996
2010-12-03,59,70.0,,0.7,41.3
2010-12-04,49,70.0,,0.7,34.3
2010-12-05,39,70.0,,0.7,27.299999999999997
2010-12-06,87,70.0,,0.7,60.9
2010-12-07,53,70.0,,0.7,37.099999999999994
2010-12-08,87,70.0,,0.7,60.9
2010-12-09,83,70.0,,0.7,58.099999999999994
2010-12-10,60,70.0,,0.7,42.0
2010-12-11,57,70.0,,0.7,39.9
2010-12-12,58,70.0,,0.7,40.599999999999994
2010-12-13,96,70.0,,0.7,67.19999999999999
2010-12-14,93,70.0,,0.7,65.1
2010-12-15,100,70.0,,0.7,70.0
2010-12-16,51,70.0,,0.7,35.699999999999996
2010-12-17,68,70.0,,0.7,47.599999999999994
2010-12-18,43,70.0,,0.7,30.099999999999998
2010-12-19,36,70.0,,0.7,25.2
2010-12-20,38,70.0,,0.7,26.599999999999998
2010-12-21,58,70.0,,0.7,40.599999999999994
2010-12-22,49,70.0,,0.7,34.3
2010-12-23,48,70.0,,0.7,33.599999999999994
2010-12-24,25,70.0,,0.7,17.5
2010-12-25,48,70.0,,0.7,33.599999999999994
2010-12-26,36,70.0,,0.7,25.2
2010-12-27,34,70.0,,0.7,23.799999999999997
2010-12-28,36,70.0,,0.7,25.2
2010-12-29,61,70.0,,0.7,42.699999999999996
2010-12-30,39,70.0,,0.7,27.299999999999997
2010-12-31,55,70.0,,0.7,38.5
2011-01-01,55,78.0,False,0.78,42.9
2011-01-02,34,78.0,,0.78,26.52
2011-01-03,53,78.0,,0.78,41.34
2011-01-04,72,78.0,,0.78,56.160000000000004
2011-01-05,47,78.0,,0.78,36.660000000000004
2011-01-06,52,78.0,,0.78,40.56
2011-01-07,66,78.0,,0.78,51.480000000000004
2011-01-08,52,78.0,,0.78,40.56
2011-01-09,57,78.0,,0.78,44.46
2011-01-10,67,78.0,,0.78,52.260000000000005
2011-01-11,60,78.0,,0.78,46.800000000000004
2011-01-12,85,78.0,,0.78,66.3
2011-01-13,95,78.0,,0.78,74.10000000000001
2011-01-14,94,78.0,,0.78,73.32000000000001
2011-01-15,62,78.0,,0.78,48.36
2011-01-16,57,78.0,,0.78,44.46
2011-01-17,70,78.0,,0.78,54.6
2011-01-18,77,78.0,,0.78,60.06
2011-01-19,58,78.0,,0.78,45.24
2011-01-20,100,78.0,,0.78,78.0
2011-01-21,85,78.0,,0.78,66.3
2011-01-22,56,78.0,,0.78,43.68
2011-01-23,82,78.0,,0.78,63.96
2011-01-24,100,78.0,,0.78,78.0
2011-01-25,87,78.0,,0.78,67.86
2011-01-26,88,78.0,,0.78,68.64
2011-01-27,66,78.0,,0.78,51.480000000000004
2011-01-28,76,78.0,,0.78,59.28
2011-01-29,43,78.0,,0.78,33.54
2011-01-30,42,78.0,,0.78,32.76
2011-01-31,76,78.0,,0.78,59.28
2011-02-01,63,90.0,False,0.9,56.7
2011-02-02,64,90.0,,0.9,57.6
2011-02-03,71,90.0,,0.9,63.9
2011-02-04,73,90.0,,0.9,65.7
2011-02-05,55,90.0,,0.9,49.5
2011-02-06,64,90.0,,0.9,57.6
2011-02-07,71,90.0,,0.9,63.9
2011-02-08,82,90.0,,0.9,73.8
2011-02-09,77,90.0,,0.9,69.3
2011-02-10,75,90.0,,0.9,67.5
2011-02-11,65,90.0,,0.9,58.5
2011-02-12,41,90.0,,0.9,36.9
2011-02-13,53,90.0,,0.9,47.7
2011-02-14,71,90.0,,0.9,63.9
2011-02-15,100,90.0,,0.9,90.0
2011-02-16,79,90.0,,0.9,71.10000000000001
2011-02-17,100,90.0,,0.9,90.0
2011-02-18,83,90.0,,0.9,74.7
2011-02-19,42,90.0,,0.9,37.800000000000004
2011-02-20,61,90.0,,0.9,54.9
2011-02-21,66,90.0,,0.9,59.4
2011-02-22,73,90.0,,0.9,65.7
2011-02-23,70,90.0,,0.9,63.0
2011-02-24,77,90.0,,0.9,69.3
2011-02-25,57,90.0,,0.9,51.300000000000004
2011-02-26,52,90.0,,0.9,46.800000000000004
2011-02-27,62,90.0,,0.9,55.800000000000004
2011-02-28,68,90.0,,0.9,61.2
2011-03-01,63,81.0,False,0.81,51.03
2011-03-02,95,81.0,,0.81,76.95
2011-03-03,82,81.0,,0.81,66.42
2011-03-04,69,81.0,,0.81,55.89
2011-03-05,53,81.0,,0.81,42.93
2011-03-06,62,81.0,,0.81,50.220000000000006
2011-03-07,69,81.0,,0.81,55.89
2011-03-08,65,81.0,,0.81,52.650000000000006
2011-03-09,68,81.0,,0.81,55.080000000000005
2011-03-10,74,81.0,,0.81,59.940000000000005
2011-03-11,57,81.0,,0.81,46.17
2011-03-12,33,81.0,,0.81,26.73
2011-03-13,36,81.0,,0.81,29.160000000000004
2011-03-14,47,81.0,,0.81,38.07
2011-03-15,56,81.0,,0.81,45.36
2011-03-16,54,81.0,,0.81,43.74
2011-03-17,67,81.0,,0.81,54.27
2011-03-18,56,81.0,,0.81,45.36
2011-03-19,43,81.0,,0.81,34.830000000000005
2011-03-20,58,81.0,,0.81,46.980000000000004
2011-03-21,50,81.0,,0.81,40.5
2011-03-22,59,81.0,,0.81,47.790000000000006
2011-03-23,71,81.0,,0.81,57.510000000000005
2011-03-24,62,81.0,,0.81,50.220000000000006
2011-03-25,64,81.0,,0.81,51.84
2011-03-26,32,81.0,,0.81,25.92
2011-03-27,55,81.0,,0.81,44.550000000000004
2011-03-28,81,81.0,,0.81,65.61
2011-03-29,54,81.0,,0.81,43.74
2011-03-30,74,81.0,,0.81,59.940000000000005
2011-03-31,100,81.0,,0.81,81.0
2011-04-01,70,100.0,False,1.0,70.0
2011-04-02,51,100.0,,1.0,51.0
2011-04-03,63,100.0,,1.0,63.0
2011-04-04,74,100.0,,1.0,74.0
2011-04-05,78,100.0,,1.0,78.0
2011-04-06,73,100.0,,1.0,73.0
2011-04-07,65,100.0,,1.0,65.0
2011-04-08,63,100.0,,1.0,63.0
2011-04-09,67,100.0,,1.0,67.0
2011-04-10,56,100.0,,1.0,56.0
2011-04-11,76,100.0,,1.0,76.0
2011-04-12,91,100.0,,1.0,91.0
2011-04-13,80,100.0,,1.0,80.0
2011-04-14,85,100.0,,1.0,85.0
2011-04-15,92,100.0,,1.0,92.0
2011-04-16,58,100.0,,1.0,58.0
2011-04-17,61,100.0,,1.0,61.0
2011-04-18,86,100.0,,1.0,86.0
2011-04-19,61,100.0,,1.0,61.0
2011-04-20,80,100.0,,1.0,80.0
2011-04-21,76,100.0,,1.0,76.0
2011-04-22,66,100.0,,1.0,66.0
2011-04-23,58,100.0,,1.0,58.0
2011-04-24,64,100.0,,1.0,64.0
2011-04-25,98,100.0,,1.0,98.0
2011-04-26,84,100.0,,1.0,84.0
2011-04-27,75,100.0,,1.0,75.0
2011-04-28,100,100.0,,1.0,100.0
2011-04-29,75,100.0,,1.0,75.0
2011-04-30,66,100.0,,1.0,66.0
2011-05-01,85,80.0,False,0.8,68.0
2011-05-02,94,80.0,,0.8,75.2
2011-05-03,100,80.0,,0.8,80.0
2011-05-04,82,80.0,,0.8,65.60000000000001
2011-05-05,83,80.0,,0.8,66.4
2011-05-06,49,80.0,,0.8,39.2
2011-05-07,69,80.0,,0.8,55.2
2011-05-08,66,80.0,,0.8,52.800000000000004
2011-05-09,72,80.0,,0.8,57.6
2011-05-10,91,80.0,,0.8,72.8
2011-05-11,84,80.0,,0.8,67.2
2011-05-12,80,80.0,,0.8,64.0
2011-05-13,63,80.0,,0.8,50.400000000000006
2011-05-14,79,80.0,,0.8,63.2
2011-05-15,49,80.0,,0.8,39.2
2011-05-16,80,80.0,,0.8,64.0
2011-05-17,81,80.0,,0.8,64.8
2011-05-18,80,80.0,,0.8,64.0
2011-05-19,76,80.0,,0.8,60.800000000000004
2011-05-20,63,80.0,,0.8,50.400000000000006
2011-05-21,50,80.0,,0.8,40.0
2011-05-22,76,80.0,,0.8,60.800000000000004
2011-05-23,74,80.0,,0.8,59.2
2011-05-24,74,80.0,,0.8,59.2
2011-05-25,86,80.0,,0.8,68.8
2011-05-26,56,80.0,,0.8,44.800000000000004
2011-05-27,74,80.0,,0.8,59.2
2011-05-28,65,80.0,,0.8,52.0
2011-05-29,63,80.0,,0.8,50.400000000000006
2011-05-30,72,80.0,,0.8,57.6
2011-05-31,91,80.0,,0.8,72.8
2011-06-01,86,66.0,False,0.66,56.760000000000005
2011-06-02,96,66.0,,0.66,63.36
2011-06-03,74,66.0,,0.66,48.84
2011-06-04,62,66.0,,0.66,40.92
2011-06-05,64,66.0,,0.66,42.24
2011-06-06,83,66.0,,0.66,54.78
2011-06-07,87,66.0,,0.66,57.42
2011-06-08,82,66.0,,0.66,54.120000000000005
2011-06-09,75,66.0,,0.66,49.5
2011-06-10,69,66.0,,0.66,45.54
2011-06-11,57,66.0,,0.66,37.620000000000005
2011-06-12,62,66.0,,0.66,40.92
2011-06-13,77,66.0,,0.66,50.82
2011-06-14,95,66.0,,0.66,62.7
2011-06-15,100,66.0,,0.66,66.0
2011-06-16,75,66.0,,0.66,49.5
2011-06-17,63,66.0,,0.66,41.580000000000005
2011-06-18,65,66.0,,0.66,42.9
2011-06-19,76,66.0,,0.66,50.160000000000004
2011-06-20,75,66.0,,0.66,49.5
2011-06-21,76,66.0,,0.66,50.160000000000004
2011-06-22,78,66.0,,0.66,51.480000000000004
2011-06-23,78,66.0,,0.66,51.480000000000004
2011-06-24,74,66.0,,0.66,48.84
2011-06-25,80,66.0,,0.66,52.800000000000004
2011-06-26,71,66.0,,0.66,46.86
2011-06-27,78,66.0,,0.66,51.480000000000004
2011-06-28,62,66.0,,0.66,40.92
2011-06-29,75,66.0,,0.66,49.5
2011-06-30,61,66.0,,0.66,40.260000000000005
2011-07-01,64,63.0,False,0.63,40.32
2011-07-02,61,63.0,,0.63,38.43
2011-07-03,57,63.0,,0.63,35.910000000000004
2011-07-04,57,63.0,,0.63,35.910000000000004
2011-07-05,69,63.0,,0.63,43.47
2011-07-06,55,63.0,,0.63,34.65
2011-07-07,85,63.0,,0.63,53.55
2011-07-08,50,63.0,,0.63,31.5
2011-07-09,57,63.0,,0.63,35.910000000000004
2011-07-10,90,63.0,,0.63,56.7
2011-07-11,100,63.0,,0.63,63.0
2011-07-12,80,63.0,,0.63,50.4
2011-07-13,73,63.0,,0.63,45.99
2011-07-14,84,63.0,,0.63,52.92
2011-07-15,88,63.0,,0.63,55.44
2011-07-16,70,63.0,,0.63,44.1
2011-07-17,62,63.0,,0.63,39.06
2011-07-18,82,63.0,,0.63,51.660000000000004
2011-07-19,88,63.0,,0.63,55.44
2011-07-20,69,63.0,,0.63,43.47
2011-07-21,85,63.0,,0.63,53.55
2011-07-22,72,63.0,,0.63,45.36
2011-07-23,63,63.0,,0.63,39.69
2011-07-24,72,63.0,,0.63,45.36
2011-07-25,76,63.0,,0.63,47.88
2011-07-26,70,63.0,,0.63,44.1
2011-07-27,70,63.0,,0.63,44.1
2011-07-28,78,63.0,,0.63,49.14
2011-07-29,61,63.0,,0.63,38.43
2011-07-30,48,63.0,,0.63,30.240000000000002
2011-07-31,94,63.0,,0.63,59.22
2011-08-01,100,67.0,False,0.67,67.0
2011-08-02,89,67.0,,0.67,59.63
2011-08-03,84,67.0,,0.67,56.28
2011-08-04,86,67.0,,0.67,57.620000000000005
2011-08-05,86,67.0,,0.67,57.620000000000005
2011-08-06,65,67.0,,0.67,43.550000000000004
2011-08-07,74,67.0,,0.67,49.580000000000005
2011-08-08,100,67.0,,0.67,67.0
2011-08-09,99,67.0,,0.67,66.33
2011-08-10,80,67.0,,0.67,53.6
2011-08-11,76,67.0,,0.67,50.92
2011-08-12,80,67.0,,0.67,53.6
2011-08-13,59,67.0,,0.67,39.53
2011-08-14,78,67.0,,0.67,52.260000000000005
2011-08-15,71,67.0,,0.67,47.57
2011-08-16,81,67.0,,0.67,54.27
2011-08-17,92,67.0,,0.67,61.64
2011-08-18,70,67.0,,0.67,46.900000000000006
2011-08-19,90,67.0,,0.67,60.300000000000004
2011-08-20,52,67.0,,0.67,34.84
2011-08-21,57,67.0,,0.67,38.190000000000005
2011-08-22,84,67.0,,0.67,56.28
2011-08-23,81,67.0,,0.67,54.27
2011-08-24,78,67.0,,0.67,52.260000000000005
2011-08-25,79,67.0,,0.67,52.93
