date,money_unscaled,money_monthly,isPartial,scale,money
2013-06-07,95,58.0,,0.58,55.099999999999994
2013-06-08,93,58.0,,0.58,53.94
2013-06-09,89,58.0,,0.58,51.62
2013-06-10,96,58.0,,0.58,55.67999999999999
2013-06-11,91,58.0,,0.58,52.779999999999994
2013-06-12,93,58.0,,0.58,53.94
2013-06-13,92,58.0,,0.58,53.36
2013-06-14,94,58.0,,0.58,54.519999999999996
2013-06-15,93,58.0,,0.58,53.94
2013-06-16,96,58.0,,0.58,55.67999999999999
2013-06-17,98,58.0,,0.58,56.839999999999996
2013-06-18,97,58.0,,0.58,56.26
2013-06-19,91,58.0,,0.58,52.779999999999994
2013-06-20,97,58.0,,0.58,56.26
2013-06-21,93,58.0,,0.58,53.94
2013-06-22,93,58.0,,0.58,53.94
2013-06-23,92,58.0,,0.58,53.36
2013-06-24,100,58.0,,0.58,57.99999999999999
2013-06-25,98,58.0,,0.58,56.839999999999996
2013-06-26,97,58.0,,0.58,56.26
2013-06-27,93,58.0,,0.58,53.94
2013-06-28,94,58.0,,0.58,54.519999999999996
2013-06-29,98,58.0,,0.58,56.839999999999996
2013-06-30,93,58.0,,0.58,53.94
2013-07-01,68,61.0,False,0.61,41.48
2013-07-02,71,61.0,,0.61,43.31
2013-07-03,70,61.0,,0.61,42.699999999999996
2013-07-04,65,61.0,,0.61,39.65
2013-07-05,70,61.0,,0.61,42.699999999999996
2013-07-06,70,61.0,,0.61,42.699999999999996
2013-07-07,70,61.0,,0.61,42.699999999999996
2013-07-08,68,61.0,,0.61,41.48
2013-07-09,71,61.0,,0.61,43.31
2013-07-10,66,61.0,,0.61,40.26
2013-07-11,72,61.0,,0.61,43.92
2013-07-12,72,61.0,,0.61,43.92
2013-07-13,67,61.0,,0.61,40.87
2013-07-14,72,61.0,,0.61,43.92
2013-07-15,100,61.0,,0.61,61.0
2013-07-16,75,61.0,,0.61,45.75
2013-07-17,72,61.0,,0.61,43.92
2013-07-18,71,61.0,,0.61,43.31
2013-07-19,70,61.0,,0.61,42.699999999999996
2013-07-20,69,61.0,,0.61,42.089999999999996
2013-07-21,69,61.0,,0.61,42.089999999999996
2013-07-22,69,61.0,,0.61,42.089999999999996
2013-07-23,73,61.0,,0.61,44.53
2013-07-24,70,61.0,,0.61,42.699999999999996
2013-07-25,65,61.0,,0.61,39.65
2013-07-26,72,61.0,,0.61,43.92
2013-07-27,76,61.0,,0.61,46.36
2013-07-28,67,61.0,,0.61,40.87
2013-07-29,70,61.0,,0.61,42.699999999999996
2013-07-30,74,61.0,,0.61,45.14
2013-07-31,74,61.0,,0.61,45.14
2013-08-01,93,59.0,False,0.59,54.87
2013-08-02,97,59.0,,0.59,57.23
2013-08-03,96,59.0,,0.59,56.64
2013-08-04,86,59.0,,0.59,50.739999999999995
2013-08-05,91,59.0,,0.59,53.69
2013-08-06,90,59.0,,0.59,53.099999999999994
2013-08-07,93,59.0,,0.59,54.87
2013-08-08,91,59.0,,0.59,53.69
2013-08-09,93,59.0,,0.59,54.87
2013-08-10,83,59.0,,0.59,48.97
2013-08-11,93,59.0,,0.59,54.87
2013-08-12,100,59.0,,0.59,59.0
2013-08-13,92,59.0,,0.59,54.279999999999994
2013-08-14,90,59.0,,0.59,53.099999999999994
2013-08-15,89,59.0,,0.59,52.51
2013-08-16,89,59.0,,0.59,52.51
2013-08-17,88,59.0,,0.59,51.919999999999995
2013-08-18,84,59.0,,0.59,49.559999999999995
2013-08-19,93,59.0,,0.59,54.87
2013-08-20,92,59.0,,0.59,54.279999999999994
2013-08-21,85,59.0,,0.59,50.15
2013-08-22,89,59.0,,0.59,52.51
2013-08-23,91,59.0,,0.59,53.69
2013-08-24,82,59.0,,0.59,48.379999999999995
2013-08-25,84,59.0,,0.59,49.559999999999995
2013-08-26,88,59.0,,0.59,51.919999999999995
2013-08-27,88,59.0,,0.59,51.919999999999995
2013-08-28,90,59.0,,0.59,53.099999999999994
2013-08-29,85,59.0,,0.59,50.15
2013-08-30,88,59.0,,0.59,51.919999999999995
2013-08-31,88,59.0,,0.59,51.919999999999995
2013-09-01,81,61.0,False,0.61,49.41
2013-09-02,84,61.0,,0.61,51.24
2013-09-03,88,61.0,,0.61,53.68
2013-09-04,90,61.0,,0.61,54.9
2013-09-05,88,61.0,,0.61,53.68
2013-09-06,82,61.0,,0.61,50.019999999999996
2013-09-07,81,61.0,,0.61,49.41
2013-09-08,81,61.0,,0.61,49.41
2013-09-09,82,61.0,,0.61,50.019999999999996
2013-09-10,83,61.0,,0.61,50.629999999999995
2013-09-11,80,61.0,,0.61,48.8
2013-09-12,85,61.0,,0.61,51.85
2013-09-13,82,61.0,,0.61,50.019999999999996
2013-09-14,80,61.0,,0.61,48.8
2013-09-15,90,61.0,,0.61,54.9
2013-09-16,86,61.0,,0.61,52.46
2013-09-17,92,61.0,,0.61,56.12
2013-09-18,94,61.0,,0.61,57.339999999999996
2013-09-19,96,61.0,,0.61,58.56
2013-09-20,99,61.0,,0.61,60.39
2013-09-21,97,61.0,,0.61,59.17
2013-09-22,100,61.0,,0.61,61.0
2013-09-23,97,61.0,,0.61,59.17
2013-09-24,95,61.0,,0.61,57.949999999999996
2013-09-25,96,61.0,,0.61,58.56
2013-09-26,96,61.0,,0.61,58.56
2013-09-27,92,61.0,,0.61,56.12
2013-09-28,94,61.0,,0.61,57.339999999999996
2013-09-29,94,61.0,,0.61,57.339999999999996
2013-09-30,93,61.0,,0.61,56.73
2013-10-01,92,62.0,False,0.62,57.04
2013-10-02,93,62.0,,0.62,57.66
2013-10-03,95,62.0,,0.62,58.9
2013-10-04,96,62.0,,0.62,59.519999999999996
2013-10-05,93,62.0,,0.62,57.66
2013-10-06,93,62.0,,0.62,57.66
2013-10-07,92,62.0,,0.62,57.04
2013-10-08,95,62.0,,0.62,58.9
2013-10-09,100,62.0,,0.62,62.0
2013-10-10,98,62.0,,0.62,60.76
2013-10-11,92,62.0,,0.62,57.04
2013-10-12,91,62.0,,0.62,56.42
2013-10-13,94,62.0,,0.62,58.28
2013-10-14,97,62.0,,0.62,60.14
2013-10-15,99,62.0,,0.62,61.38
2013-10-16,95,62.0,,0.62,58.9
2013-10-17,98,62.0,,0.62,60.76
2013-10-18,94,62.0,,0.62,58.28
2013-10-19,92,62.0,,0.62,57.04
2013-10-20,93,62.0,,0.62,57.66
2013-10-21,90,62.0,,0.62,55.8
2013-10-22,92,62.0,,0.62,57.04
2013-10-23,94,62.0,,0.62,58.28
2013-10-24,92,62.0,,0.62,57.04
2013-10-25,89,62.0,,0.62,55.18
2013-10-26,83,62.0,,0.62,51.46
2013-10-27,83,62.0,,0.62,51.46
2013-10-28,88,62.0,,0.62,54.56
2013-10-29,88,62.0,,0.62,54.56
2013-10-30,89,62.0,,0.62,55.18
2013-10-31,85,62.0,,0.62,52.7
2013-11-01,95,60.0,False,0.6,57.0
2013-11-02,92,60.0,,0.6,55.199999999999996
2013-11-03,97,60.0,,0.6,58.199999999999996
2013-11-04,98,60.0,,0.6,58.8
2013-11-05,98,60.0,,0.6,58.8
2013-11-06,97,60.0,,0.6,58.199999999999996
2013-11-07,98,60.0,,0.6,58.8
2013-11-08,96,60.0,,0.6,57.599999999999994
2013-11-09,90,60.0,,0.6,54.0
2013-11-10,90,60.0,,0.6,54.0
2013-11-11,92,60.0,,0.6,55.199999999999996
2013-11-12,93,60.0,,0.6,55.8
2013-11-13,97,60.0,,0.6,58.199999999999996
2013-11-14,100,60.0,,0.6,60.0
2013-11-15,97,60.0,,0.6,58.199999999999996
2013-11-16,86,60.0,,0.6,51.6
2013-11-17,92,60.0,,0.6,55.199999999999996
2013-11-18,100,60.0,,0.6,60.0
2013-11-19,97,60.0,,0.6,58.199999999999996
2013-11-20,94,60.0,,0.6,56.4
2013-11-21,97,60.0,,0.6,58.199999999999996
2013-11-22,92,60.0,,0.6,55.199999999999996
2013-11-23,87,60.0,,0.6,52.199999999999996
2013-11-24,87,60.0,,0.6,52.199999999999996
2013-11-25,91,60.0,,0.6,54.6
2013-11-26,91,60.0,,0.6,54.6
2013-11-27,90,60.0,,0.6,54.0
2013-11-28,78,60.0,,0.6,46.8
2013-11-29,88,60.0,,0.6,52.8
2013-11-30,92,60.0,,0.6,55.199999999999996
2013-12-01,78,63.0,False,0.63,49.14
2013-12-02,88,63.0,,0.63,55.44
2013-12-03,93,63.0,,0.63,58.59
2013-12-04,88,63.0,,0.63,55.44
2013-12-05,92,63.0,,0.63,57.96
2013-12-06,92,63.0,,0.63,57.96
2013-12-07,84,63.0,,0.63,52.92
2013-12-08,84,63.0,,0.63,52.92
2013-12-09,87,63.0,,0.63,54.81
2013-12-10,87,63.0,,0.63,54.81
2013-12-11,91,63.0,,0.63,57.33
2013-12-12,87,63.0,,0.63,54.81
2013-12-13,88,63.0,,0.63,55.44
2013-12-14,83,63.0,,0.63,52.29
2013-12-15,86,63.0,,0.63,54.18
2013-12-16,87,63.0,,0.63,54.81
2013-12-17,92,63.0,,0.63,57.96
2013-12-18,93,63.0,,0.63,58.59
2013-12-19,88,63.0,,0.63,55.44
2013-12-20,87,63.0,,0.63,54.81
2013-12-21,89,63.0,,0.63,56.07
2013-12-22,88,63.0,,0.63,55.44
2013-12-23,87,63.0,,0.63,54.81
2013-12-24,93,63.0,,0.63,58.59
2013-12-25,90,63.0,,0.63,56.7
2013-12-26,100,63.0,,0.63,63.0
2013-12-27,99,63.0,,0.63,62.37
2013-12-28,100,63.0,,0.63,63.0
2013-12-29,94,63.0,,0.63,59.22
2013-12-30,92,63.0,,0.63,57.96
2013-12-31,94,63.0,,0.63,59.22
2014-01-01,87,65.0,False,0.65,56.550000000000004
2014-01-02,100,65.0,,0.65,65.0
2014-01-03,100,65.0,,0.65,65.0
2014-01-04,90,65.0,,0.65,58.5
2014-01-05,93,65.0,,0.65,60.45
2014-01-06,90,65.0,,0.65,58.5
2014-01-07,89,65.0,,0.65,57.85
2014-01-08,90,65.0,,0.65,58.5
2014-01-09,88,65.0,,0.65,57.2
2014-01-10,91,65.0,,0.65,59.15
2014-01-11,84,65.0,,0.65,54.6
2014-01-12,86,65.0,,0.65,55.9
2014-01-13,90,65.0,,0.65,58.5
2014-01-14,90,65.0,,0.65,58.5
2014-01-15,92,65.0,,0.65,59.800000000000004
2014-01-16,93,65.0,,0.65,60.45
2014-01-17,87,65.0,,0.65,56.550000000000004
2014-01-18,87,65.0,,0.65,56.550000000000004
2014-01-19,87,65.0,,0.65,56.550000000000004
2014-01-20,87,65.0,,0.65,56.550000000000004
2014-01-21,86,65.0,,0.65,55.9
2014-01-22,88,65.0,,0.65,57.2
2014-01-23,91,65.0,,0.65,59.15
2014-01-24,93,65.0,,0.65,60.45
2014-01-25,92,65.0,,0.65,59.800000000000004
2014-01-26,86,65.0,,0.65,55.9
2014-01-27,90,65.0,,0.65,58.5
2014-01-28,88,65.0,,0.65,57.2
2014-01-29,88,65.0,,0.65,57.2
2014-01-30,90,65.0,,0.65,58.5
2014-01-31,92,65.0,,0.65,59.800000000000004
2014-02-01,97,63.0,False,0.63,61.11
2014-02-02,90,63.0,,0.63,56.7
2014-02-03,97,63.0,,0.63,61.11
2014-02-04,98,63.0,,0.63,61.74
2014-02-05,92,63.0,,0.63,57.96
2014-02-06,100,63.0,,0.63,63.0
2014-02-07,93,63.0,,0.63,58.59
2014-02-08,93,63.0,,0.63,58.59
2014-02-09,94,63.0,,0.63,59.22
2014-02-10,96,63.0,,0.63,60.480000000000004
2014-02-11,94,63.0,,0.63,59.22
2014-02-12,93,63.0,,0.63,58.59
2014-02-13,93,63.0,,0.63,58.59
2014-02-14,89,63.0,,0.63,56.07
2014-02-15,87,63.0,,0.63,54.81
2014-02-16,89,63.0,,0.63,56.07
2014-02-17,95,63.0,,0.63,59.85
2014-02-18,97,63.0,,0.63,61.11
2014-02-19,96,63.0,,0.63,60.480000000000004
2014-02-20,92,63.0,,0.63,57.96
2014-02-21,92,63.0,,0.63,57.96
2014-02-22,91,63.0,,0.63,57.33
2014-02-23,90,63.0,,0.63,56.7
2014-02-24,96,63.0,,0.63,60.480000000000004
2014-02-25,96,63.0,,0.63,60.480000000000004
2014-02-26,97,63.0,,0.63,61.11
2014-02-27,91,63.0,,0.63,57.33
2014-02-28,93,63.0,,0.63,58.59
2014-03-01,90,61.0,False,0.61,54.9
2014-03-02,91,61.0,,0.61,55.51
2014-03-03,93,61.0,,0.61,56.73
2014-03-04,100,61.0,,0.61,61.0
2014-03-05,98,61.0,,0.61,59.78
2014-03-06,98,61.0,,0.61,59.78
2014-03-07,97,61.0,,0.61,59.17
2014-03-08,94,61.0,,0.61,57.339999999999996
2014-03-09,91,61.0,,0.61,55.51
2014-03-10,96,61.0,,0.61,58.56
2014-03-11,99,61.0,,0.61,60.39
2014-03-12,96,61.0,,0.61,58.56
2014-03-13,98,61.0,,0.61,59.78
2014-03-14,98,61.0,,0.61,59.78
2014-03-15,91,61.0,,0.61,55.51
2014-03-16,94,61.0,,0.61,57.339999999999996
2014-03-17,89,61.0,,0.61,54.29
2014-03-18,97,61.0,,0.61,59.17
2014-03-19,100,61.0,,0.61,61.0
2014-03-20,97,61.0,,0.61,59.17
2014-03-21,96,61.0,,0.61,58.56
2014-03-22,86,61.0,,0.61,52.46
2014-03-23,95,61.0,,0.61,57.949999999999996
2014-03-24,92,61.0,,0.61,56.12
2014-03-25,97,61.0,,0.61,59.17
2014-03-26,96,61.0,,0.61,58.56
2014-03-27,97,61.0,,0.61,59.17
2014-03-28,97,61.0,,0.61,59.17
2014-03-29,89,61.0,,0.61,54.29
2014-03-30,92,61.0,,0.61,56.12
2014-03-31,98,61.0,,0.61,59.78
2014-04-01,92,63.0,False,0.63,57.96
2014-04-02,93,63.0,,0.63,58.59
2014-04-03,94,63.0,,0.63,59.22
2014-04-04,90,63.0,,0.63,56.7
2014-04-05,88,63.0,,0.63,55.44
2014-04-06,88,63.0,,0.63,55.44
2014-04-07,89,63.0,,0.63,56.07
2014-04-08,94,63.0,,0.63,59.22
2014-04-09,93,63.0,,0.63,58.59
2014-04-10,100,63.0,,0.63,63.0
2014-04-11,96,63.0,,0.63,60.480000000000004
2014-04-12,88,63.0,,0.63,55.44
2014-04-13,99,63.0,,0.63,62.37
2014-04-14,98,63.0,,0.63,61.74
2014-04-15,97,63.0,,0.63,61.11
2014-04-16,93,63.0,,0.63,58.59
2014-04-17,89,63.0,,0.63,56.07
2014-04-18,85,63.0,,0.63,53.55
2014-04-19,84,63.0,,0.63,52.92
2014-04-20,85,63.0,,0.63,53.55
2014-04-21,93,63.0,,0.63,58.59
2014-04-22,91,63.0,,0.63,57.33
2014-04-23,93,63.0,,0.63,58.59
2014-04-24,93,63.0,,0.63,58.59
2014-04-25,92,63.0,,0.63,57.96
2014-04-26,86,63.0,,0.63,54.18
2014-04-27,87,63.0,,0.63,54.81
2014-04-28,94,63.0,,0.63,59.22
2014-04-29,94,63.0,,0.63,59.22
2014-04-30,98,63.0,,0.63,61.74
2014-05-01,95,63.0,False,0.63,59.85
2014-05-02,95,63.0,,0.63,59.85
2014-05-03,93,63.0,,0.63,58.59
2014-05-04,88,63.0,,0.63,55.44
2014-05-05,90,63.0,,0.63,56.7
2014-05-06,92,63.0,,0.63,57.96
2014-05-07,94,63.0,,0.63,59.22
2014-05-08,95,63.0,,0.63,59.85
2014-05-09,91,63.0,,0.63,57.33
2014-05-10,84,63.0,,0.63,52.92
2014-05-11,81,63.0,,0.63,51.03
2014-05-12,90,63.0,,0.63,56.7
2014-05-13,93,63.0,,0.63,58.59
2014-05-14,96,63.0,,0.63,60.480000000000004
2014-05-15,88,63.0,,0.63,55.44
2014-05-16,94,63.0,,0.63,59.22
2014-05-17,85,63.0,,0.63,53.55
2014-05-18,88,63.0,,0.63,55.44
2014-05-19,94,63.0,,0.63,59.22
2014-05-20,98,63.0,,0.63,61.74
2014-05-21,92,63.0,,0.63,57.96
2014-05-22,91,63.0,,0.63,57.33
2014-05-23,95,63.0,,0.63,59.85
2014-05-24,82,63.0,,0.63,51.660000000000004
2014-05-25,79,63.0,,0.63,49.77
2014-05-26,88,63.0,,0.63,55.44
2014-05-27,91,63.0,,0.63,57.33
2014-05-28,92,63.0,,0.63,57.96
2014-05-29,100,63.0,,0.63,63.0
2014-05-30,91,63.0,,0.63,57.33
2014-05-31,90,63.0,,0.63,56.7
2014-06-01,69,62.0,False,0.62,42.78
2014-06-02,73,62.0,,0.62,45.26
2014-06-03,75,62.0,,0.62,46.5
2014-06-04,72,62.0,,0.62,44.64
2014-06-05,74,62.0,,0.62,45.88
2014-06-06,69,62.0,,0.62,42.78
2014-06-07,71,62.0,,0.62,44.02
2014-06-08,70,62.0,,0.62,43.4
2014-06-09,72,62.0,,0.62,44.64
2014-06-10,69,62.0,,0.62,42.78
2014-06-11,73,62.0,,0.62,45.26
2014-06-12,74,62.0,,0.62,45.88
2014-06-13,67,62.0,,0.62,41.54
2014-06-14,70,62.0,,0.62,43.4
2014-06-15,72,62.0,,0.62,44.64
2014-06-16,73,62.0,,0.62,45.26
2014-06-17,68,62.0,,0.62,42.16
2014-06-18,73,62.0,,0.62,45.26
2014-06-19,72,62.0,,0.62,44.64
2014-06-20,77,62.0,,0.62,47.74
2014-06-21,71,62.0,,0.62,44.02
2014-06-22,74,62.0,,0.62,45.88
2014-06-23,75,62.0,,0.62,46.5
2014-06-24,76,62.0,,0.62,47.12
2014-06-25,74,62.0,,0.62,45.88
2014-06-26,73,62.0,,0.62,45.26
2014-06-27,77,62.0,,0.62,47.74
2014-06-28,75,62.0,,0.62,46.5
2014-06-29,82,62.0,,0.62,50.839999999999996
2014-06-30,100,62.0,,0.62,62.0
2014-07-01,98,64.0,False,0.64,62.72
2014-07-02,95,64.0,,0.64,60.800000000000004
2014-07-03,93,64.0,,0.64,59.52
2014-07-04,92,64.0,,0.64,58.88
2014-07-05,95,64.0,,0.64,60.800000000000004
2014-07-06,100,64.0,,0.64,64.0
2014-07-07,99,64.0,,0.64,63.36
2014-07-08,95,64.0,,0.64,60.800000000000004
2014-07-09,93,64.0,,0.64,59.52
2014-07-10,93,64.0,,0.64,59.52
2014-07-11,98,64.0,,0.64,62.72
2014-07-12,94,64.0,,0.64,60.160000000000004
2014-07-13,92,64.0,,0.64,58.88
2014-07-14,91,64.0,,0.64,58.24
2014-07-15,94,64.0,,0.64,60.160000000000004
2014-07-16,92,64.0,,0.64,58.88
2014-07-17,90,64.0,,0.64,57.6
2014-07-18,93,64.0,,0.64,59.52
2014-07-19,94,64.0,,0.64,60.160000000000004
2014-07-20,96,64.0,,0.64,61.44
2014-07-21,98,64.0,,0.64,62.72
2014-07-22,97,64.0,,0.64,62.08
2014-07-23,95,64.0,,0.64,60.800000000000004
2014-07-24,92,64.0,,0.64,58.88
2014-07-25,91,64.0,,0.64,58.24
2014-07-26,94,64.0,,0.64,60.160000000000004
2014-07-27,93,64.0,,0.64,59.52
2014-07-28,93,64.0,,0.64,59.52
2014-07-29,96,64.0,,0.64,61.44
2014-07-30,98,64.0,,0.64,62.72
2014-07-31,94,64.0,,0.64,60.160000000000004
2014-08-01,94,62.0,False,0.62,58.28
2014-08-02,93,62.0,,0.62,57.66
2014-08-03,94,62.0,,0.62,58.28
2014-08-04,100,62.0,,0.62,62.0
2014-08-05,95,62.0,,0.62,58.9
2014-08-06,97,62.0,,0.62,60.14
2014-08-07,94,62.0,,0.62,58.28
2014-08-08,89,62.0,,0.62,55.18
2014-08-09,95,62.0,,0.62,58.9
2014-08-10,88,62.0,,0.62,54.56
2014-08-11,91,62.0,,0.62,56.42
2014-08-12,86,62.0,,0.62,53.32
2014-08-13,88,62.0,,0.62,54.56
2014-08-14,90,62.0,,0.62,55.8
2014-08-15,86,62.0,,0.62,53.32
2014-08-16,90,62.0,,0.62,55.8
2014-08-17,92,62.0,,0.62,57.04
2014-08-18,92,62.0,,0.62,57.04
2014-08-19,94,62.0,,0.62,58.28
2014-08-20,92,62.0,,0.62,57.04
2014-08-21,88,62.0,,0.62,54.56
2014-08-22,93,62.0,,0.62,57.66
2014-08-23,97,62.0,,0.62,60.14
2014-08-24,92,62.0,,0.62,57.04
2014-08-25,89,62.0,,0.62,55.18
2014-08-26,94,62.0,,0.62,58.28
2014-08-27,95,62.0,,0.62,58.9
2014-08-28,89,62.0,,0.62,55.18
2014-08-29,90,62.0,,0.62,55.8
2014-08-30,93,62.0,,0.62,57.66
2014-08-31,86,62.0,,0.62,53.32
2014-09-01,86,59.0,False,0.59,50.739999999999995
2014-09-02,86,59.0,,0.59,50.739999999999995
2014-09-03,86,59.0,,0.59,50.739999999999995
2014-09-04,85,59.0,,0.59,50.15
2014-09-05,86,59.0,,0.59,50.739999999999995
2014-09-06,90,59.0,,0.59,53.099999999999994
2014-09-07,82,59.0,,0.59,48.379999999999995
2014-09-08,86,59.0,,0.59,50.739999999999995
2014-09-09,100,59.0,,0.59,59.0
2014-09-10,91,59.0,,0.59,53.69
2014-09-11,91,59.0,,0.59,53.69
2014-09-12,85,59.0,,0.59,50.15
2014-09-13,85,59.0,,0.59,50.15
2014-09-14,86,59.0,,0.59,50.739999999999995
2014-09-15,87,59.0,,0.59,51.33
2014-09-16,88,59.0,,0.59,51.919999999999995
2014-09-17,86,59.0,,0.59,50.739999999999995
2014-09-18,88,59.0,,0.59,51.919999999999995
2014-09-19,86,59.0,,0.59,50.739999999999995
2014-09-20,86,59.0,,0.59,50.739999999999995
2014-09-21,81,59.0,,0.59,47.79
2014-09-22,89,59.0,,0.59,52.51
2014-09-23,89,59.0,,0.59,52.51
2014-09-24,89,59.0,,0.59,52.51
2014-09-25,89,59.0,,0.59,52.51
2014-09-26,86,59.0,,0.59,50.739999999999995
2014-09-27,86,59.0,,0.59,50.739999999999995
2014-09-28,83,59.0,,0.59,48.97
2014-09-29,87,59.0,,0.59,51.33
2014-09-30,89,59.0,,0.59,52.51
2014-10-01,96,58.0,False,0.58,55.67999999999999
2014-10-02,97,58.0,,0.58,56.26
2014-10-03,93,58.0,,0.58,53.94
2014-10-04,86,58.0,,0.58,49.879999999999995
2014-10-05,86,58.0,,0.58,49.879999999999995
2014-10-06,93,58.0,,0.58,53.94
2014-10-07,94,58.0,,0.58,54.519999999999996
2014-10-08,90,58.0,,0.58,52.199999999999996
2014-10-09,94,58.0,,0.58,54.519999999999996
2014-10-10,95,58.0,,0.58,55.099999999999994
2014-10-11,87,58.0,,0.58,50.459999999999994
2014-10-12,88,58.0,,0.58,51.04
2014-10-13,89,58.0,,0.58,51.62
2014-10-14,95,58.0,,0.58,55.099999999999994
2014-10-15,97,58.0,,0.58,56.26
2014-10-16,91,58.0,,0.58,52.779999999999994
2014-10-17,95,58.0,,0.58,55.099999999999994
2014-10-18,81,58.0,,0.58,46.98
2014-10-19,87,58.0,,0.58,50.459999999999994
2014-10-20,97,58.0,,0.58,56.26
2014-10-21,91,58.0,,0.58,52.779999999999994
2014-10-22,95,58.0,,0.58,55.099999999999994
2014-10-23,97,58.0,,0.58,56.26
2014-10-24,97,58.0,,0.58,56.26
2014-10-25,86,58.0,,0.58,49.879999999999995
2014-10-26,88,58.0,,0.58,51.04
2014-10-27,91,58.0,,0.58,52.779999999999994
2014-10-28,90,58.0,,0.58,52.199999999999996
2014-10-29,92,58.0,,0.58,53.36
2014-10-30,100,58.0,,0.58,57.99999999999999
2014-10-31,88,58.0,,0.58,51.04
2014-11-01,89,59.0,False,0.59,52.51
2014-11-02,95,59.0,,0.59,56.05
2014-11-03,96,59.0,,0.59,56.64
2014-11-04,92,59.0,,0.59,54.279999999999994
2014-11-05,94,59.0,,0.59,55.459999999999994
2014-11-06,96,59.0,,0.59,56.64
2014-11-07,93,59.0,,0.59,54.87
2014-11-08,88,59.0,,0.59,51.919999999999995
2014-11-09,89,59.0,,0.59,52.51
2014-11-10,96,59.0,,0.59,56.64
2014-11-11,86,59.0,,0.59,50.739999999999995
2014-11-12,94,59.0,,0.59,55.459999999999994
2014-11-13,96,59.0,,0.59,56.64
2014-11-14,97,59.0,,0.59,57.23
2014-11-15,90,59.0,,0.59,53.099999999999994
2014-11-16,92,59.0,,0.59,54.279999999999994
2014-11-17,91,59.0,,0.59,53.69
2014-11-18,100,59.0,,0.59,59.0
2014-11-19,99,59.0,,0.59,58.41
2014-11-20,98,59.0,,0.59,57.82
2014-11-21,96,59.0,,0.59,56.64
2014-11-22,96,59.0,,0.59,56.64
2014-11-23,89,59.0,,0.59,52.51
2014-11-24,87,59.0,,0.59,51.33
2014-11-25,92,59.0,,0.59,54.279999999999994
2014-11-26,86,59.0,,0.59,50.739999999999995
2014-11-27,81,59.0,,0.59,47.79
2014-11-28,90,59.0,,0.59,53.099999999999994
2014-11-29,93,59.0,,0.59,54.87
2014-11-30,95,59.0,,0.59,56.05
2014-12-01,91,63.0,False,0.63,57.33
2014-12-02,89,63.0,,0.63,56.07
2014-12-03,99,63.0,,0.63,62.37
2014-12-04,98,63.0,,0.63,61.74
2014-12-05,96,63.0,,0.63,60.480000000000004
2014-12-06,95,63.0,,0.63,59.85
2014-12-07,86,63.0,,0.63,54.18
2014-12-08,91,63.0,,0.63,57.33
2014-12-09,95,63.0,,0.63,59.85
2014-12-10,93,63.0,,0.63,58.59
2014-12-11,95,63.0,,0.63,59.85
2014-12-12,89,63.0,,0.63,56.07
2014-12-13,92,63.0,,0.63,57.96
2014-12-14,91,63.0,,0.63,57.33
2014-12-15,94,63.0,,0.63,59.22
2014-12-16,97,63.0,,0.63,61.11
2014-12-17,99,63.0,,0.63,62.37
2014-12-18,95,63.0,,0.63,59.85
2014-12-19,97,63.0,,0.63,61.11
2014-12-20,92,63.0,,0.63,57.96
2014-12-21,84,63.0,,0.63,52.92
2014-12-22,96,63.0,,0.63,60.480000000000004
2014-12-23,92,63.0,,0.63,57.96
2014-12-24,91,63.0,,0.63,57.33
2014-12-25,83,63.0,,0.63,52.29
2014-12-26,96,63.0,,0.63,60.480000000000004
2014-12-27,100,63.0,,0.63,63.0
2014-12-28,89,63.0,,0.63,56.07
2014-12-29,100,63.0,,0.63,63.0
2014-12-30,99,63.0,,0.63,62.37
2014-12-31,96,63.0,,0.63,60.480000000000004
2015-01-01,89,65.0,False,0.65,57.85
2015-01-02,100,65.0,,0.65,65.0
2015-01-03,98,65.0,,0.65,63.7
2015-01-04,91,65.0,,0.65,59.15
2015-01-05,95,65.0,,0.65,61.75
2015-01-06,96,65.0,,0.65,62.400000000000006
2015-01-07,86,65.0,,0.65,55.9
2015-01-08,88,65.0,,0.65,57.2
2015-01-09,89,65.0,,0.65,57.85
2015-01-10,87,65.0,,0.65,56.550000000000004
2015-01-11,85,65.0,,0.65,55.25
2015-01-12,88,65.0,,0.65,57.2
2015-01-13,91,65.0,,0.65,59.15
2015-01-14,92,65.0,,0.65,59.800000000000004
2015-01-15,91,65.0,,0.65,59.15
2015-01-16,88,65.0,,0.65,57.2
2015-01-17,86,65.0,,0.65,55.9
2015-01-18,85,65.0,,0.65,55.25
2015-01-19,91,65.0,,0.65,59.15
2015-01-20,95,65.0,,0.65,61.75
2015-01-21,90,65.0,,0.65,58.5
2015-01-22,95,65.0,,0.65,61.75
2015-01-23,90,65.0,,0.65,58.5
2015-01-24,85,65.0,,0.65,55.25
2015-01-25,88,65.0,,0.65,57.2
2015-01-26,85,65.0,,0.65,55.25
2015-01-27,90,65.0,,0.65,58.5
2015-01-28,90,65.0,,0.65,58.5
2015-01-29,90,65.0,,0.65,58.5
2015-01-30,99,65.0,,0.65,64.35000000000001
2015-01-31,92,65.0,,0.65,59.800000000000004
2015-02-01,93,63.0,False,0.63,58.59
2015-02-02,95,63.0,,0.63,59.85
2015-02-03,98,63.0,,0.63,61.74
2015-02-04,100,63.0,,0.63,63.0
2015-02-05,97,63.0,,0.63,61.11
