date,economy_unscaled,economy_monthly,isPartial,scale,economy
2010-01-01,40,59.0,False,0.59,23.599999999999998
2010-01-02,42,59.0,,0.59,24.779999999999998
2010-01-03,59,59.0,,0.59,34.809999999999995
2010-01-04,52,59.0,,0.59,30.68
2010-01-05,59,59.0,,0.59,34.809999999999995
2010-01-06,74,59.0,,0.59,43.66
2010-01-07,66,59.0,,0.59,38.94
2010-01-08,60,59.0,,0.59,35.4
2010-01-09,35,59.0,,0.59,20.65
2010-01-10,60,59.0,,0.59,35.4
2010-01-11,73,59.0,,0.59,43.07
2010-01-12,82,59.0,,0.59,48.379999999999995
2010-01-13,72,59.0,,0.59,42.48
2010-01-14,86,59.0,,0.59,50.739999999999995
2010-01-15,64,59.0,,0.59,37.76
2010-01-16,48,59.0,,0.59,28.32
2010-01-17,47,59.0,,0.59,27.729999999999997
2010-01-18,55,59.0,,0.59,32.449999999999996
2010-01-19,72,59.0,,0.59,42.48
2010-01-20,82,59.0,,0.59,48.379999999999995
2010-01-21,73,59.0,,0.59,43.07
2010-01-22,51,59.0,,0.59,30.09
2010-01-23,41,59.0,,0.59,24.189999999999998
2010-01-24,50,59.0,,0.59,29.5
2010-01-25,95,59.0,,0.59,56.05
2010-01-26,100,59.0,,0.59,59.0
2010-01-27,92,59.0,,0.59,54.279999999999994
2010-01-28,86,59.0,,0.59,50.739999999999995
2010-01-29,81,59.0,,0.59,47.79
2010-01-30,48,59.0,,0.59,28.32
2010-01-31,68,59.0,,0.59,40.12
2010-02-01,87,70.0,False,0.7,60.9
2010-02-02,97,70.0,,0.7,67.89999999999999
2010-02-03,82,70.0,,0.7,57.4
2010-02-04,88,70.0,,0.7,61.599999999999994
2010-02-05,99,70.0,,0.7,69.3
2010-02-06,43,70.0,,0.7,30.099999999999998
2010-02-07,62,70.0,,0.7,43.4
2010-02-08,87,70.0,,0.7,60.9
2010-02-09,94,70.0,,0.7,65.8
2010-02-10,89,70.0,,0.7,62.3
2010-02-11,89,70.0,,0.7,62.3
2010-02-12,72,70.0,,0.7,50.4
2010-02-13,48,70.0,,0.7,33.599999999999994
2010-02-14,63,70.0,,0.7,44.099999999999994
2010-02-15,60,70.0,,0.7,42.0
2010-02-16,87,70.0,,0.7,60.9
2010-02-17,92,70.0,,0.7,64.39999999999999
2010-02-18,83,70.0,,0.7,58.099999999999994
2010-02-19,73,70.0,,0.7,51.099999999999994
2010-02-20,70,70.0,,0.7,49.0
2010-02-21,88,70.0,,0.7,61.599999999999994
2010-02-22,94,70.0,,0.7,65.8
2010-02-23,94,70.0,,0.7,65.8
2010-02-24,100,70.0,,0.7,70.0
2010-02-25,71,70.0,,0.7,49.699999999999996
2010-02-26,94,70.0,,0.7,65.8
2010-02-27,48,70.0,,0.7,33.599999999999994
2010-02-28,54,70.0,,0.7,37.8
2010-03-01,89,72.0,False,0.72,64.08
2010-03-02,91,72.0,,0.72,65.52
2010-03-03,86,72.0,,0.72,61.919999999999995
2010-03-04,82,72.0,,0.72,59.04
2010-03-05,75,72.0,,0.72,54.0
2010-03-06,55,72.0,,0.72,39.6
2010-03-07,64,72.0,,0.72,46.08
2010-03-08,80,72.0,,0.72,57.599999999999994
2010-03-09,87,72.0,,0.72,62.64
2010-03-10,84,72.0,,0.72,60.48
2010-03-11,98,72.0,,0.72,70.56
2010-03-12,73,72.0,,0.72,52.559999999999995
2010-03-13,49,72.0,,0.72,35.28
2010-03-14,58,72.0,,0.72,41.76
2010-03-15,72,72.0,,0.72,51.839999999999996
2010-03-16,72,72.0,,0.72,51.839999999999996
2010-03-17,74,72.0,,0.72,53.28
2010-03-18,78,72.0,,0.72,56.16
2010-03-19,62,72.0,,0.72,44.64
2010-03-20,50,72.0,,0.72,36.0
2010-03-21,64,72.0,,0.72,46.08
2010-03-22,92,72.0,,0.72,66.24
2010-03-23,100,72.0,,0.72,72.0
2010-03-24,83,72.0,,0.72,59.76
2010-03-25,89,72.0,,0.72,64.08
2010-03-26,77,72.0,,0.72,55.44
2010-03-27,43,72.0,,0.72,30.959999999999997
2010-03-28,57,72.0,,0.72,41.04
2010-03-29,76,72.0,,0.72,54.72
2010-03-30,70,72.0,,0.72,50.4
2010-03-31,75,72.0,,0.72,54.0
2010-04-01,65,75.0,False,0.75,48.75
2010-04-02,50,75.0,,0.75,37.5
2010-04-03,45,75.0,,0.75,33.75
2010-04-04,57,75.0,,0.75,42.75
2010-04-05,67,75.0,,0.75,50.25
2010-04-06,73,75.0,,0.75,54.75
2010-04-07,78,75.0,,0.75,58.5
2010-04-08,85,75.0,,0.75,63.75
2010-04-09,69,75.0,,0.75,51.75
2010-04-10,50,75.0,,0.75,37.5
2010-04-11,73,75.0,,0.75,54.75
2010-04-12,76,75.0,,0.75,57.0
2010-04-13,80,75.0,,0.75,60.0
2010-04-14,84,75.0,,0.75,63.0
2010-04-15,97,75.0,,0.75,72.75
2010-04-16,72,75.0,,0.75,54.0
2010-04-17,41,75.0,,0.75,30.75
2010-04-18,72,75.0,,0.75,54.0
2010-04-19,97,75.0,,0.75,72.75
2010-04-20,82,75.0,,0.75,61.5
2010-04-21,100,75.0,,0.75,75.0
2010-04-22,91,75.0,,0.75,68.25
2010-04-23,84,75.0,,0.75,63.0
2010-04-24,54,75.0,,0.75,40.5
2010-04-25,77,75.0,,0.75,57.75
2010-04-26,87,75.0,,0.75,65.25
2010-04-27,94,75.0,,0.75,70.5
2010-04-28,96,75.0,,0.75,72.0
2010-04-29,91,75.0,,0.75,68.25
2010-04-30,73,75.0,,0.75,54.75
2010-05-01,59,70.0,False,0.7,41.3
2010-05-02,72,70.0,,0.7,50.4
2010-05-03,100,70.0,,0.7,70.0
2010-05-04,99,70.0,,0.7,69.3
2010-05-05,91,70.0,,0.7,63.699999999999996
2010-05-06,93,70.0,,0.7,65.1
2010-05-07,84,70.0,,0.7,58.8
2010-05-08,55,70.0,,0.7,38.5
2010-05-09,65,70.0,,0.7,45.5
2010-05-10,92,70.0,,0.7,64.39999999999999
2010-05-11,83,70.0,,0.7,58.099999999999994
2010-05-12,86,70.0,,0.7,60.199999999999996
2010-05-13,86,70.0,,0.7,60.199999999999996
2010-05-14,83,70.0,,0.7,58.099999999999994
2010-05-15,58,70.0,,0.7,40.599999999999994
2010-05-16,62,70.0,,0.7,43.4
2010-05-17,88,70.0,,0.7,61.599999999999994
2010-05-18,81,70.0,,0.7,56.699999999999996
2010-05-19,84,70.0,,0.7,58.8
2010-05-20,86,70.0,,0.7,60.199999999999996
2010-05-21,67,70.0,,0.7,46.9
2010-05-22,49,70.0,,0.7,34.3
2010-05-23,59,70.0,,0.7,41.3
2010-05-24,68,70.0,,0.7,47.599999999999994
2010-05-25,86,70.0,,0.7,60.199999999999996
2010-05-26,75,70.0,,0.7,52.5
2010-05-27,82,70.0,,0.7,57.4
2010-05-28,66,70.0,,0.7,46.199999999999996
2010-05-29,51,70.0,,0.7,35.699999999999996
2010-05-30,60,70.0,,0.7,42.0
2010-05-31,59,70.0,,0.7,41.3
2010-06-01,100,48.0,False,0.48,48.0
2010-06-02,83,48.0,,0.48,39.839999999999996
2010-06-03,77,48.0,,0.48,36.96
2010-06-04,66,48.0,,0.48,31.68
2010-06-05,62,48.0,,0.48,29.759999999999998
2010-06-06,55,48.0,,0.48,26.4
2010-06-07,60,48.0,,0.48,28.799999999999997
2010-06-08,62,48.0,,0.48,29.759999999999998
2010-06-09,77,48.0,,0.48,36.96
2010-06-10,62,48.0,,0.48,29.759999999999998
2010-06-11,66,48.0,,0.48,31.68
2010-06-12,40,48.0,,0.48,19.2
2010-06-13,57,48.0,,0.48,27.36
2010-06-14,60,48.0,,0.48,28.799999999999997
2010-06-15,62,48.0,,0.48,29.759999999999998
2010-06-16,66,48.0,,0.48,31.68
2010-06-17,62,48.0,,0.48,29.759999999999998
2010-06-18,53,48.0,,0.48,25.439999999999998
2010-06-19,44,48.0,,0.48,21.119999999999997
2010-06-20,46,48.0,,0.48,22.08
2010-06-21,56,48.0,,0.48,26.88
2010-06-22,41,48.0,,0.48,19.68
2010-06-23,59,48.0,,0.48,28.32
2010-06-24,48,48.0,,0.48,23.04
2010-06-25,50,48.0,,0.48,24.0
2010-06-26,53,48.0,,0.48,25.439999999999998
2010-06-27,38,48.0,,0.48,18.24
2010-06-28,46,48.0,,0.48,22.08
2010-06-29,54,48.0,,0.48,25.919999999999998
2010-06-30,62,48.0,,0.48,29.759999999999998
2010-07-01,88,42.0,False,0.42,36.96
2010-07-02,81,42.0,,0.42,34.019999999999996
2010-07-03,67,42.0,,0.42,28.14
2010-07-04,57,42.0,,0.42,23.939999999999998
2010-07-05,74,42.0,,0.42,31.08
2010-07-06,95,42.0,,0.42,39.9
2010-07-07,81,42.0,,0.42,34.019999999999996
2010-07-08,100,42.0,,0.42,42.0
2010-07-09,73,42.0,,0.42,30.66
2010-07-10,57,42.0,,0.42,23.939999999999998
2010-07-11,74,42.0,,0.42,31.08
2010-07-12,81,42.0,,0.42,34.019999999999996
2010-07-13,93,42.0,,0.42,39.059999999999995
2010-07-14,70,42.0,,0.42,29.4
2010-07-15,97,42.0,,0.42,40.74
2010-07-16,90,42.0,,0.42,37.8
2010-07-17,58,42.0,,0.42,24.36
2010-07-18,63,42.0,,0.42,26.459999999999997
2010-07-19,73,42.0,,0.42,30.66
2010-07-20,73,42.0,,0.42,30.66
2010-07-21,86,42.0,,0.42,36.12
2010-07-22,71,42.0,,0.42,29.82
2010-07-23,71,42.0,,0.42,29.82
2010-07-24,67,42.0,,0.42,28.14
2010-07-25,69,42.0,,0.42,28.98
2010-07-26,84,42.0,,0.42,35.28
2010-07-27,71,42.0,,0.42,29.82
2010-07-28,64,42.0,,0.42,26.88
2010-07-29,86,42.0,,0.42,36.12
2010-07-30,76,42.0,,0.42,31.919999999999998
2010-07-31,68,42.0,,0.42,28.56
2010-08-01,59,46.0,False,0.46,27.14
2010-08-02,65,46.0,,0.46,29.900000000000002
2010-08-03,82,46.0,,0.46,37.72
2010-08-04,57,46.0,,0.46,26.220000000000002
2010-08-05,60,46.0,,0.46,27.6
2010-08-06,53,46.0,,0.46,24.380000000000003
2010-08-07,50,46.0,,0.46,23.0
2010-08-08,51,46.0,,0.46,23.46
2010-08-09,65,46.0,,0.46,29.900000000000002
2010-08-10,58,46.0,,0.46,26.68
2010-08-11,80,46.0,,0.46,36.800000000000004
2010-08-12,62,46.0,,0.46,28.52
2010-08-13,63,46.0,,0.46,28.98
2010-08-14,57,46.0,,0.46,26.220000000000002
2010-08-15,50,46.0,,0.46,23.0
2010-08-16,88,46.0,,0.46,40.480000000000004
2010-08-17,64,46.0,,0.46,29.44
2010-08-18,66,46.0,,0.46,30.360000000000003
2010-08-19,82,46.0,,0.46,37.72
2010-08-20,58,46.0,,0.46,26.68
2010-08-21,58,46.0,,0.46,26.68
2010-08-22,51,46.0,,0.46,23.46
2010-08-23,68,46.0,,0.46,31.28
2010-08-24,72,46.0,,0.46,33.120000000000005
2010-08-25,72,46.0,,0.46,33.120000000000005
2010-08-26,100,46.0,,0.46,46.0
2010-08-27,85,46.0,,0.46,39.1
2010-08-28,62,46.0,,0.46,28.52
2010-08-29,52,46.0,,0.46,23.92
2010-08-30,94,46.0,,0.46,43.24
2010-08-31,85,46.0,,0.46,39.1
2010-09-01,72,63.0,False,0.63,45.36
2010-09-02,57,63.0,,0.63,35.910000000000004
2010-09-03,60,63.0,,0.63,37.8
2010-09-04,52,63.0,,0.63,32.76
2010-09-05,48,63.0,,0.63,30.240000000000002
2010-09-06,56,63.0,,0.63,35.28
2010-09-07,76,63.0,,0.63,47.88
2010-09-08,73,63.0,,0.63,45.99
2010-09-09,79,63.0,,0.63,49.77
2010-09-10,77,63.0,,0.63,48.51
2010-09-11,43,63.0,,0.63,27.09
2010-09-12,50,63.0,,0.63,31.5
2010-09-13,65,63.0,,0.63,40.95
2010-09-14,78,63.0,,0.63,49.14
2010-09-15,71,63.0,,0.63,44.73
2010-09-16,76,63.0,,0.63,47.88
2010-09-17,85,63.0,,0.63,53.55
2010-09-18,36,63.0,,0.63,22.68
2010-09-19,51,63.0,,0.63,32.13
2010-09-20,100,63.0,,0.63,63.0
2010-09-21,95,63.0,,0.63,59.85
2010-09-22,80,63.0,,0.63,50.4
2010-09-23,86,63.0,,0.63,54.18
2010-09-24,64,63.0,,0.63,40.32
2010-09-25,45,63.0,,0.63,28.35
2010-09-26,54,63.0,,0.63,34.02
2010-09-27,76,63.0,,0.63,47.88
2010-09-28,62,63.0,,0.63,39.06
2010-09-29,83,63.0,,0.63,52.29
2010-09-30,84,63.0,,0.63,52.92
2010-10-01,85,64.0,False,0.64,54.4
2010-10-02,53,64.0,,0.64,33.92
2010-10-03,77,64.0,,0.64,49.28
2010-10-04,91,64.0,,0.64,58.24
2010-10-05,93,64.0,,0.64,59.52
2010-10-06,100,64.0,,0.64,64.0
2010-10-07,94,64.0,,0.64,60.160000000000004
2010-10-08,80,64.0,,0.64,51.2
2010-10-09,56,64.0,,0.64,35.84
2010-10-10,61,64.0,,0.64,39.04
2010-10-11,77,64.0,,0.64,49.28
2010-10-12,83,64.0,,0.64,53.120000000000005
2010-10-13,82,64.0,,0.64,52.480000000000004
2010-10-14,90,64.0,,0.64,57.6
2010-10-15,74,64.0,,0.64,47.36
2010-10-16,55,64.0,,0.64,35.2
2010-10-17,57,64.0,,0.64,36.480000000000004
2010-10-18,99,64.0,,0.64,63.36
2010-10-19,91,64.0,,0.64,58.24
2010-10-20,91,64.0,,0.64,58.24
2010-10-21,86,64.0,,0.64,55.04
2010-10-22,79,64.0,,0.64,50.56
2010-10-23,53,64.0,,0.64,33.92
2010-10-24,75,64.0,,0.64,48.0
2010-10-25,90,64.0,,0.64,57.6
2010-10-26,97,64.0,,0.64,62.08
2010-10-27,97,64.0,,0.64,62.08
2010-10-28,96,64.0,,0.64,61.44
2010-10-29,68,64.0,,0.64,43.52
2010-10-30,39,64.0,,0.64,24.96
2010-10-31,61,64.0,,0.64,39.04
2010-11-01,85,65.0,False,0.65,55.25
2010-11-02,78,65.0,,0.65,50.7
2010-11-03,85,65.0,,0.65,55.25
2010-11-04,91,65.0,,0.65,59.15
2010-11-05,87,65.0,,0.65,56.550000000000004
2010-11-06,51,65.0,,0.65,33.15
2010-11-07,53,65.0,,0.65,34.45
2010-11-08,95,65.0,,0.65,61.75
2010-11-09,94,65.0,,0.65,61.1
2010-11-10,84,65.0,,0.65,54.6
2010-11-11,77,65.0,,0.65,50.050000000000004
2010-11-12,73,65.0,,0.65,47.45
2010-11-13,50,65.0,,0.65,32.5
2010-11-14,53,65.0,,0.65,34.45
2010-11-15,82,65.0,,0.65,53.300000000000004
2010-11-16,91,65.0,,0.65,59.15
2010-11-17,100,65.0,,0.65,65.0
2010-11-18,90,65.0,,0.65,58.5
2010-11-19,82,65.0,,0.65,53.300000000000004
2010-11-20,47,65.0,,0.65,30.55
2010-11-21,59,65.0,,0.65,38.35
2010-11-22,68,65.0,,0.65,44.2
2010-11-23,83,65.0,,0.65,53.95
2010-11-24,59,65.0,,0.65,38.35
2010-11-25,46,65.0,,0.65,29.900000000000002
2010-11-26,46,65.0,,0.65,29.900000000000002
2010-11-27,52,65.0,,0.65,33.800000000000004
2010-11-28,73,65.0,,0.65,47.45
2010-11-29,74,65.0,,0.65,48.1
2010-11-30,97,65.0,,0.65,63.050000000000004
2010-12-01,98,53.0,False,0.53,51.940000000000005
2010-12-02,100,53.0,,0.53,53.0
2010-12-03,82,53.0,,0.53,43.46
2010-12-04,52,53.0,,0.53,27.560000000000002
2010-12-05,66,53.0,,0.53,34.980000000000004
2010-12-06,97,53.0,,0.53,51.410000000000004
2010-12-07,96,53.0,,0.53,50.88
2010-12-08,98,53.0,,0.53,51.940000000000005
2010-12-09,93,53.0,,0.53,49.29
2010-12-10,79,53.0,,0.53,41.870000000000005
2010-12-11,51,53.0,,0.53,27.03
2010-12-12,66,53.0,,0.53,34.980000000000004
2010-12-13,93,53.0,,0.53,49.29
2010-12-14,75,53.0,,0.53,39.75
2010-12-15,80,53.0,,0.53,42.400000000000006
2010-12-16,68,53.0,,0.53,36.04
2010-12-17,65,53.0,,0.53,34.45
2010-12-18,41,53.0,,0.53,21.73
2010-12-19,44,53.0,,0.53,23.32
2010-12-20,49,53.0,,0.53,25.970000000000002
2010-12-21,52,53.0,,0.53,27.560000000000002
2010-12-22,41,53.0,,0.53,21.73
2010-12-23,48,53.0,,0.53,25.44
2010-12-24,29,53.0,,0.53,15.370000000000001
2010-12-25,34,53.0,,0.53,18.02
2010-12-26,34,53.0,,0.53,18.02
2010-12-27,37,53.0,,0.53,19.61
2010-12-28,49,53.0,,0.53,25.970000000000002
2010-12-29,44,53.0,,0.53,23.32
2010-12-30,40,53.0,,0.53,21.200000000000003
2010-12-31,46,53.0,,0.53,24.380000000000003
2011-01-01,38,62.0,False,0.62,23.56
2011-01-02,60,62.0,,0.62,37.2
2011-01-03,75,62.0,,0.62,46.5
2011-01-04,66,62.0,,0.62,40.92
2011-01-05,84,62.0,,0.62,52.08
2011-01-06,80,62.0,,0.62,49.6
2011-01-07,75,62.0,,0.62,46.5
2011-01-08,56,62.0,,0.62,34.72
2011-01-09,65,62.0,,0.62,40.3
2011-01-10,90,62.0,,0.62,55.8
2011-01-11,70,62.0,,0.62,43.4
2011-01-12,84,62.0,,0.62,52.08
2011-01-13,73,62.0,,0.62,45.26
2011-01-14,70,62.0,,0.62,43.4
2011-01-15,46,62.0,,0.62,28.52
2011-01-16,61,62.0,,0.62,37.82
2011-01-17,70,62.0,,0.62,43.4
2011-01-18,76,62.0,,0.62,47.12
2011-01-19,78,62.0,,0.62,48.36
2011-01-20,81,62.0,,0.62,50.22
2011-01-21,79,62.0,,0.62,48.98
2011-01-22,56,62.0,,0.62,34.72
2011-01-23,63,62.0,,0.62,39.06
2011-01-24,85,62.0,,0.62,52.7
2011-01-25,98,62.0,,0.62,60.76
2011-01-26,100,62.0,,0.62,62.0
2011-01-27,87,62.0,,0.62,53.94
2011-01-28,78,62.0,,0.62,48.36
2011-01-29,55,62.0,,0.62,34.1
2011-01-30,72,62.0,,0.62,44.64
2011-01-31,99,62.0,,0.62,61.38
2011-02-01,76,69.0,False,0.69,52.44
2011-02-02,69,69.0,,0.69,47.61
2011-02-03,72,69.0,,0.69,49.67999999999999
2011-02-04,76,69.0,,0.69,52.44
2011-02-05,57,69.0,,0.69,39.33
2011-02-06,51,69.0,,0.69,35.19
2011-02-07,83,69.0,,0.69,57.269999999999996
2011-02-08,99,69.0,,0.69,68.30999999999999
2011-02-09,89,69.0,,0.69,61.41
2011-02-10,83,69.0,,0.69,57.269999999999996
2011-02-11,84,69.0,,0.69,57.959999999999994
2011-02-12,54,69.0,,0.69,37.26
2011-02-13,70,69.0,,0.69,48.3
2011-02-14,100,69.0,,0.69,69.0
2011-02-15,85,69.0,,0.69,58.65
2011-02-16,93,69.0,,0.69,64.17
2011-02-17,95,69.0,,0.69,65.55
2011-02-18,88,69.0,,0.69,60.72
2011-02-19,61,69.0,,0.69,42.089999999999996
2011-02-20,64,69.0,,0.69,44.16
2011-02-21,76,69.0,,0.69,52.44
2011-02-22,88,69.0,,0.69,60.72
2011-02-23,99,69.0,,0.69,68.30999999999999
2011-02-24,86,69.0,,0.69,59.339999999999996
2011-02-25,83,69.0,,0.69,57.269999999999996
2011-02-26,63,69.0,,0.69,43.47
2011-02-27,76,69.0,,0.69,52.44
2011-02-28,89,69.0,,0.69,61.41
2011-03-01,95,72.0,False,0.72,68.39999999999999
2011-03-02,90,72.0,,0.72,64.8
2011-03-03,97,72.0,,0.72,69.84
2011-03-04,89,72.0,,0.72,64.08
2011-03-05,61,72.0,,0.72,43.92
2011-03-06,63,72.0,,0.72,45.36
2011-03-07,94,72.0,,0.72,67.67999999999999
2011-03-08,88,72.0,,0.72,63.36
2011-03-09,80,72.0,,0.72,57.599999999999994
2011-03-10,89,72.0,,0.72,64.08
2011-03-11,76,72.0,,0.72,54.72
2011-03-12,53,72.0,,0.72,38.16
2011-03-13,62,72.0,,0.72,44.64
2011-03-14,94,72.0,,0.72,67.67999999999999
2011-03-15,93,72.0,,0.72,66.96
2011-03-16,84,72.0,,0.72,60.48
2011-03-17,100,72.0,,0.72,72.0
2011-03-18,68,72.0,,0.72,48.96
2011-03-19,58,72.0,,0.72,41.76
2011-03-20,70,72.0,,0.72,50.4
2011-03-21,88,72.0,,0.72,63.36
2011-03-22,80,72.0,,0.72,57.599999999999994
2011-03-23,77,72.0,,0.72,55.44
2011-03-24,87,72.0,,0.72,62.64
2011-03-25,74,72.0,,0.72,53.28
2011-03-26,54,72.0,,0.72,38.879999999999995
2011-03-27,60,72.0,,0.72,43.199999999999996
2011-03-28,91,72.0,,0.72,65.52
2011-03-29,88,72.0,,0.72,63.36
2011-03-30,87,72.0,,0.72,62.64
2011-03-31,85,72.0,,0.72,61.199999999999996
2011-04-01,67,74.0,False,0.74,49.58
2011-04-02,61,74.0,,0.74,45.14
2011-04-03,53,74.0,,0.74,39.22
2011-04-04,81,74.0,,0.74,59.94
2011-04-05,78,74.0,,0.74,57.72
2011-04-06,91,74.0,,0.74,67.34
2011-04-07,85,74.0,,0.74,62.9
2011-04-08,75,74.0,,0.74,55.5
2011-04-09,48,74.0,,0.74,35.519999999999996
2011-04-10,62,74.0,,0.74,45.88
2011-04-11,92,74.0,,0.74,68.08
2011-04-12,87,74.0,,0.74,64.38
2011-04-13,95,74.0,,0.74,70.3
2011-04-14,83,74.0,,0.74,61.42
2011-04-15,70,74.0,,0.74,51.8
2011-04-16,54,74.0,,0.74,39.96
2011-04-17,74,74.0,,0.74,54.76
2011-04-18,92,74.0,,0.74,68.08
2011-04-19,85,74.0,,0.74,62.9
2011-04-20,94,74.0,,0.74,69.56
2011-04-21,79,74.0,,0.74,58.46
2011-04-22,59,74.0,,0.74,43.66
2011-04-23,54,74.0,,0.74,39.96
2011-04-24,58,74.0,,0.74,42.92
2011-04-25,96,74.0,,0.74,71.03999999999999
2011-04-26,88,74.0,,0.74,65.12
2011-04-27,90,74.0,,0.74,66.6
2011-04-28,100,74.0,,0.74,74.0
2011-04-29,75,74.0,,0.74,55.5
2011-04-30,52,74.0,,0.74,38.48
2011-05-01,64,70.0,False,0.7,44.8
2011-05-02,93,70.0,,0.7,65.1
2011-05-03,95,70.0,,0.7,66.5
2011-05-04,97,70.0,,0.7,67.89999999999999
2011-05-05,88,70.0,,0.7,61.599999999999994
2011-05-06,80,70.0,,0.7,56.0
2011-05-07,55,70.0,,0.7,38.5
2011-05-08,59,70.0,,0.7,41.3
2011-05-09,94,70.0,,0.7,65.8
2011-05-10,90,70.0,,0.7,62.99999999999999
2011-05-11,100,70.0,,0.7,70.0
2011-05-12,99,70.0,,0.7,69.3
2011-05-13,80,70.0,,0.7,56.0
2011-05-14,50,70.0,,0.7,35.0
2011-05-15,69,70.0,,0.7,48.3
2011-05-16,74,70.0,,0.7,51.8
2011-05-17,76,70.0,,0.7,53.199999999999996
2011-05-18,77,70.0,,0.7,53.9
2011-05-19,72,70.0,,0.7,50.4
2011-05-20,74,70.0,,0.7,51.8
2011-05-21,50,70.0,,0.7,35.0
2011-05-22,57,70.0,,0.7,39.9
2011-05-23,66,70.0,,0.7,46.199999999999996
2011-05-24,80,70.0,,0.7,56.0
2011-05-25,73,70.0,,0.7,51.099999999999994
2011-05-26,78,70.0,,0.7,54.599999999999994
2011-05-27,61,70.0,,0.7,42.699999999999996
2011-05-28,48,70.0,,0.7,33.599999999999994
2011-05-29,42,70.0,,0.7,29.4
2011-05-30,63,70.0,,0.7,44.099999999999994
2011-05-31,69,70.0,,0.7,48.3
2011-06-01,85,55.0,False,0.55,46.75000000000001
2011-06-02,100,55.0,,0.55,55.00000000000001
2011-06-03,87,55.0,,0.55,47.85
2011-06-04,63,55.0,,0.55,34.650000000000006
2011-06-05,83,55.0,,0.55,45.650000000000006
2011-06-06,85,55.0,,0.55,46.75000000000001
2011-06-07,76,55.0,,0.55,41.800000000000004
2011-06-08,91,55.0,,0.55,50.050000000000004
2011-06-09,81,55.0,,0.55,44.550000000000004
2011-06-10,74,55.0,,0.55,40.7
2011-06-11,56,55.0,,0.55,30.800000000000004
2011-06-12,69,55.0,,0.55,37.95
2011-06-13,98,55.0,,0.55,53.900000000000006
2011-06-14,75,55.0,,0.55,41.25
2011-06-15,83,55.0,,0.55,45.650000000000006
2011-06-16,70,55.0,,0.55,38.5
2011-06-17,56,55.0,,0.55,30.800000000000004
2011-06-18,68,55.0,,0.55,37.400000000000006
2011-06-19,64,55.0,,0.55,35.2
2011-06-20,74,55.0,,0.55,40.7
2011-06-21,67,55.0,,0.55,36.85
2011-06-22,67,55.0,,0.55,36.85
2011-06-23,75,55.0,,0.55,41.25
2011-06-24,68,55.0,,0.55,37.400000000000006
2011-06-25,54,55.0,,0.55,29.700000000000003
2011-06-26,63,55.0,,0.55,34.650000000000006
2011-06-27,68,55.0,,0.55,37.400000000000006
2011-06-28,64,55.0,,0.55,35.2
2011-06-29,68,55.0,,0.55,37.400000000000006
2011-06-30,69,55.0,,0.55,37.95
2011-07-01,73,50.0,False,0.5,36.5
2011-07-02,74,50.0,,0.5,37.0
2011-07-03,74,50.0,,0.5,37.0
2011-07-04,68,50.0,,0.5,34.0
2011-07-05,72,50.0,,0.5,36.0
2011-07-06,69,50.0,,0.5,34.5
2011-07-07,81,50.0,,0.5,40.5
2011-07-08,77,50.0,,0.5,38.5
2011-07-09,75,50.0,,0.5,37.5
2011-07-10,91,50.0,,0.5,45.5
2011-07-11,99,50.0,,0.5,49.5
2011-07-12,81,50.0,,0.5,40.5
2011-07-13,84,50.0,,0.5,42.0
2011-07-14,92,50.0,,0.5,46.0
2011-07-15,92,50.0,,0.5,46.0
2011-07-16,80,50.0,,0.5,40.0
2011-07-17,74,50.0,,0.5,37.0
2011-07-18,87,50.0,,0.5,43.5
2011-07-19,86,50.0,,0.5,43.0
2011-07-20,89,50.0,,0.5,44.5
2011-07-21,92,50.0,,0.5,46.0
2011-07-22,82,50.0,,0.5,41.0
2011-07-23,66,50.0,,0.5,33.0
2011-07-24,70,50.0,,0.5,35.0
2011-07-25,88,50.0,,0.5,44.0
2011-07-26,93,50.0,,0.5,46.5
2011-07-27,100,50.0,,0.5,50.0
2011-07-28,81,50.0,,0.5,40.5
2011-07-29,77,50.0,,0.5,38.5
2011-07-30,99,50.0,,0.5,49.5
2011-07-31,97,50.0,,0.5,48.5
2011-08-01,65,59.0,False,0.59,38.35
2011-08-02,80,59.0,,0.59,47.199999999999996
2011-08-03,66,59.0,,0.59,38.94
2011-08-04,83,59.0,,0.59,48.97
2011-08-05,75,59.0,,0.59,44.25
2011-08-06,72,59.0,,0.59,42.48
2011-08-07,80,59.0,,0.59,47.199999999999996
2011-08-08,88,59.0,,0.59,51.919999999999995
2011-08-09,100,59.0,,0.59,59.0
2011-08-10,77,59.0,,0.59,45.43
2011-08-11,69,59.0,,0.59,40.71
2011-08-12,66,59.0,,0.59,38.94
2011-08-13,59,59.0,,0.59,34.809999999999995
2011-08-14,63,59.0,,0.59,37.169999999999995
2011-08-15,61,59.0,,0.59,35.989999999999995
2011-08-16,77,59.0,,0.59,45.43
2011-08-17,70,59.0,,0.59,41.3
2011-08-18,84,59.0,,0.59,49.559999999999995
2011-08-19,71,59.0,,0.59,41.89
2011-08-20,51,59.0,,0.59,30.09
2011-08-21,60,59.0,,0.59,35.4
2011-08-22,55,59.0,,0.59,32.449999999999996
2011-08-23,70,59.0,,0.59,41.3
2011-08-24,73,59.0,,0.59,43.07
2011-08-25,68,59.0,,0.59,40.12
2011-08-26,61,59.0,,0.59,35.989999999999995
2011-08-27,54,59.0,,0.59,31.86
2011-08-28,49,59.0,,0.59,28.91
