date,economy_unscaled,economy_monthly,isPartial,scale,economy
2016-02-25,93,77.0,,0.77,71.61
2016-02-26,83,77.0,,0.77,63.910000000000004
2016-02-27,49,77.0,,0.77,37.730000000000004
2016-02-28,55,77.0,,0.77,42.35
2016-02-29,86,77.0,,0.77,66.22
2016-03-01,85,72.0,False,0.72,61.199999999999996
2016-03-02,93,72.0,,0.72,66.96
2016-03-03,100,72.0,,0.72,72.0
2016-03-04,96,72.0,,0.72,69.12
2016-03-05,48,72.0,,0.72,34.56
2016-03-06,57,72.0,,0.72,41.04
2016-03-07,96,72.0,,0.72,69.12
2016-03-08,93,72.0,,0.72,66.96
2016-03-09,87,72.0,,0.72,62.64
2016-03-10,99,72.0,,0.72,71.28
2016-03-11,70,72.0,,0.72,50.4
2016-03-12,51,72.0,,0.72,36.72
2016-03-13,55,72.0,,0.72,39.6
2016-03-14,85,72.0,,0.72,61.199999999999996
2016-03-15,85,72.0,,0.72,61.199999999999996
2016-03-16,82,72.0,,0.72,59.04
2016-03-17,79,72.0,,0.72,56.879999999999995
2016-03-18,72,72.0,,0.72,51.839999999999996
2016-03-19,47,72.0,,0.72,33.839999999999996
2016-03-20,55,72.0,,0.72,39.6
2016-03-21,78,72.0,,0.72,56.16
2016-03-22,84,72.0,,0.72,60.48
2016-03-23,84,72.0,,0.72,60.48
2016-03-24,86,72.0,,0.72,61.919999999999995
2016-03-25,51,72.0,,0.72,36.72
2016-03-26,58,72.0,,0.72,41.76
2016-03-27,49,72.0,,0.72,35.28
2016-03-28,80,72.0,,0.72,57.599999999999994
2016-03-29,85,72.0,,0.72,61.199999999999996
2016-03-30,84,72.0,,0.72,60.48
2016-03-31,80,72.0,,0.72,57.599999999999994
2016-04-01,71,75.0,False,0.75,53.25
2016-04-02,46,75.0,,0.75,34.5
2016-04-03,54,75.0,,0.75,40.5
2016-04-04,83,75.0,,0.75,62.25
2016-04-05,78,75.0,,0.75,58.5
2016-04-06,90,75.0,,0.75,67.5
2016-04-07,84,75.0,,0.75,63.0
2016-04-08,76,75.0,,0.75,57.0
2016-04-09,49,75.0,,0.75,36.75
2016-04-10,48,75.0,,0.75,36.0
2016-04-11,83,75.0,,0.75,62.25
2016-04-12,90,75.0,,0.75,67.5
2016-04-13,100,75.0,,0.75,75.0
2016-04-14,91,75.0,,0.75,68.25
2016-04-15,86,75.0,,0.75,64.5
2016-04-16,46,75.0,,0.75,34.5
2016-04-17,62,75.0,,0.75,46.5
2016-04-18,93,75.0,,0.75,69.75
2016-04-19,83,75.0,,0.75,62.25
2016-04-20,80,75.0,,0.75,60.0
2016-04-21,77,75.0,,0.75,57.75
2016-04-22,75,75.0,,0.75,56.25
2016-04-23,59,75.0,,0.75,44.25
2016-04-24,57,75.0,,0.75,42.75
2016-04-25,88,75.0,,0.75,66.0
2016-04-26,90,75.0,,0.75,67.5
2016-04-27,89,75.0,,0.75,66.75
2016-04-28,89,75.0,,0.75,66.75
2016-04-29,79,75.0,,0.75,59.25
2016-04-30,54,75.0,,0.75,40.5
2016-05-01,56,69.0,False,0.69,38.64
2016-05-02,98,69.0,,0.69,67.61999999999999
2016-05-03,92,69.0,,0.69,63.48
2016-05-04,100,69.0,,0.69,69.0
2016-05-05,100,69.0,,0.69,69.0
2016-05-06,84,69.0,,0.69,57.959999999999994
2016-05-07,54,69.0,,0.69,37.26
2016-05-08,66,69.0,,0.69,45.54
2016-05-09,96,69.0,,0.69,66.24
2016-05-10,92,69.0,,0.69,63.48
2016-05-11,91,69.0,,0.69,62.78999999999999
2016-05-12,91,69.0,,0.69,62.78999999999999
2016-05-13,69,69.0,,0.69,47.61
2016-05-14,52,69.0,,0.69,35.879999999999995
2016-05-15,51,69.0,,0.69,35.19
2016-05-16,79,69.0,,0.69,54.51
2016-05-17,83,69.0,,0.69,57.269999999999996
2016-05-18,84,69.0,,0.69,57.959999999999994
2016-05-19,87,69.0,,0.69,60.029999999999994
2016-05-20,78,69.0,,0.69,53.81999999999999
2016-05-21,48,69.0,,0.69,33.12
2016-05-22,51,69.0,,0.69,35.19
2016-05-23,84,69.0,,0.69,57.959999999999994
2016-05-24,84,69.0,,0.69,57.959999999999994
2016-05-25,64,69.0,,0.69,44.16
2016-05-26,65,69.0,,0.69,44.849999999999994
2016-05-27,62,69.0,,0.69,42.779999999999994
2016-05-28,42,69.0,,0.69,28.979999999999997
2016-05-29,46,69.0,,0.69,31.74
2016-05-30,50,69.0,,0.69,34.5
2016-05-31,68,69.0,,0.69,46.919999999999995
2016-06-01,64,52.0,False,0.52,33.28
2016-06-02,68,52.0,,0.52,35.36
2016-06-03,60,52.0,,0.52,31.200000000000003
2016-06-04,44,52.0,,0.52,22.880000000000003
2016-06-05,42,52.0,,0.52,21.84
2016-06-06,56,52.0,,0.52,29.12
2016-06-07,58,52.0,,0.52,30.16
2016-06-08,59,52.0,,0.52,30.68
2016-06-09,54,52.0,,0.52,28.080000000000002
2016-06-10,53,52.0,,0.52,27.560000000000002
2016-06-11,44,52.0,,0.52,22.880000000000003
2016-06-12,40,52.0,,0.52,20.8
2016-06-13,40,52.0,,0.52,20.8
2016-06-14,50,52.0,,0.52,26.0
2016-06-15,48,52.0,,0.52,24.96
2016-06-16,50,52.0,,0.52,26.0
2016-06-17,43,52.0,,0.52,22.36
2016-06-18,41,52.0,,0.52,21.32
2016-06-19,44,52.0,,0.52,22.880000000000003
2016-06-20,43,52.0,,0.52,22.36
2016-06-21,52,52.0,,0.52,27.04
2016-06-22,49,52.0,,0.52,25.48
2016-06-23,58,52.0,,0.52,30.16
2016-06-24,100,52.0,,0.52,52.0
2016-06-25,65,52.0,,0.52,33.800000000000004
2016-06-26,43,52.0,,0.52,22.36
2016-06-27,51,52.0,,0.52,26.52
2016-06-28,60,52.0,,0.52,31.200000000000003
2016-06-29,49,52.0,,0.52,25.48
2016-06-30,53,52.0,,0.52,27.560000000000002
2016-07-01,85,44.0,False,0.44,37.4
2016-07-02,80,44.0,,0.44,35.2
2016-07-03,70,44.0,,0.44,30.8
2016-07-04,72,44.0,,0.44,31.68
2016-07-05,75,44.0,,0.44,33.0
2016-07-06,81,44.0,,0.44,35.64
2016-07-07,94,44.0,,0.44,41.36
2016-07-08,77,44.0,,0.44,33.88
2016-07-09,69,44.0,,0.44,30.36
2016-07-10,74,44.0,,0.44,32.56
2016-07-11,91,44.0,,0.44,40.04
2016-07-12,93,44.0,,0.44,40.92
2016-07-13,92,44.0,,0.44,40.48
2016-07-14,82,44.0,,0.44,36.08
2016-07-15,88,44.0,,0.44,38.72
2016-07-16,69,44.0,,0.44,30.36
2016-07-17,68,44.0,,0.44,29.92
2016-07-18,84,44.0,,0.44,36.96
2016-07-19,76,44.0,,0.44,33.44
2016-07-20,77,44.0,,0.44,33.88
2016-07-21,94,44.0,,0.44,41.36
2016-07-22,96,44.0,,0.44,42.24
2016-07-23,80,44.0,,0.44,35.2
2016-07-24,73,44.0,,0.44,32.12
2016-07-25,92,44.0,,0.44,40.48
2016-07-26,95,44.0,,0.44,41.8
2016-07-27,84,44.0,,0.44,36.96
2016-07-28,83,44.0,,0.44,36.52
2016-07-29,100,44.0,,0.44,44.0
2016-07-30,83,44.0,,0.44,36.52
2016-07-31,86,44.0,,0.44,37.84
2016-08-01,60,49.0,False,0.49,29.4
2016-08-02,57,49.0,,0.49,27.93
2016-08-03,66,49.0,,0.49,32.339999999999996
2016-08-04,70,49.0,,0.49,34.3
2016-08-05,57,49.0,,0.49,27.93
2016-08-06,52,49.0,,0.49,25.48
2016-08-07,56,49.0,,0.49,27.439999999999998
2016-08-08,61,49.0,,0.49,29.89
2016-08-09,70,49.0,,0.49,34.3
2016-08-10,57,49.0,,0.49,27.93
2016-08-11,61,49.0,,0.49,29.89
2016-08-12,63,49.0,,0.49,30.87
2016-08-13,51,49.0,,0.49,24.99
2016-08-14,68,49.0,,0.49,33.32
2016-08-15,69,49.0,,0.49,33.81
2016-08-16,64,49.0,,0.49,31.36
2016-08-17,78,49.0,,0.49,38.22
2016-08-18,72,49.0,,0.49,35.28
2016-08-19,61,49.0,,0.49,29.89
2016-08-20,48,49.0,,0.49,23.52
2016-08-21,56,49.0,,0.49,27.439999999999998
2016-08-22,77,49.0,,0.49,37.73
2016-08-23,82,49.0,,0.49,40.18
2016-08-24,80,49.0,,0.49,39.2
2016-08-25,85,49.0,,0.49,41.65
2016-08-26,75,49.0,,0.49,36.75
2016-08-27,57,49.0,,0.49,27.93
2016-08-28,72,49.0,,0.49,35.28
2016-08-29,100,49.0,,0.49,49.0
2016-08-30,91,49.0,,0.49,44.589999999999996
2016-08-31,98,49.0,,0.49,48.019999999999996
2016-09-01,86,70.0,False,0.7,60.199999999999996
2016-09-02,74,70.0,,0.7,51.8
2016-09-03,45,70.0,,0.7,31.499999999999996
2016-09-04,45,70.0,,0.7,31.499999999999996
2016-09-05,58,70.0,,0.7,40.599999999999994
2016-09-06,91,70.0,,0.7,63.699999999999996
2016-09-07,83,70.0,,0.7,58.099999999999994
2016-09-08,92,70.0,,0.7,64.39999999999999
2016-09-09,84,70.0,,0.7,58.8
2016-09-10,50,70.0,,0.7,35.0
2016-09-11,56,70.0,,0.7,39.199999999999996
2016-09-12,93,70.0,,0.7,65.1
2016-09-13,82,70.0,,0.7,57.4
2016-09-14,92,70.0,,0.7,64.39999999999999
2016-09-15,87,70.0,,0.7,60.9
2016-09-16,87,70.0,,0.7,60.9
2016-09-17,41,70.0,,0.7,28.7
2016-09-18,49,70.0,,0.7,34.3
2016-09-19,86,70.0,,0.7,60.199999999999996
2016-09-20,87,70.0,,0.7,60.9
2016-09-21,90,70.0,,0.7,62.99999999999999
2016-09-22,97,70.0,,0.7,67.89999999999999
2016-09-23,75,70.0,,0.7,52.5
2016-09-24,47,70.0,,0.7,32.9
2016-09-25,58,70.0,,0.7,40.599999999999994
2016-09-26,89,70.0,,0.7,62.3
2016-09-27,100,70.0,,0.7,70.0
2016-09-28,89,70.0,,0.7,62.3
2016-09-29,90,70.0,,0.7,62.99999999999999
2016-09-30,78,70.0,,0.7,54.599999999999994
2016-10-01,44,69.0,False,0.69,30.36
2016-10-02,54,69.0,,0.69,37.26
2016-10-03,84,69.0,,0.69,57.959999999999994
2016-10-04,86,69.0,,0.69,59.339999999999996
2016-10-05,91,69.0,,0.69,62.78999999999999
2016-10-06,82,69.0,,0.69,56.58
2016-10-07,73,69.0,,0.69,50.37
2016-10-08,47,69.0,,0.69,32.43
2016-10-09,58,69.0,,0.69,40.019999999999996
2016-10-10,69,69.0,,0.69,47.61
2016-10-11,82,69.0,,0.69,56.58
2016-10-12,89,69.0,,0.69,61.41
2016-10-13,100,69.0,,0.69,69.0
2016-10-14,83,69.0,,0.69,57.269999999999996
2016-10-15,47,69.0,,0.69,32.43
2016-10-16,54,69.0,,0.69,37.26
2016-10-17,77,69.0,,0.69,53.129999999999995
2016-10-18,92,69.0,,0.69,63.48
2016-10-19,81,69.0,,0.69,55.88999999999999
2016-10-20,93,69.0,,0.69,64.17
2016-10-21,67,69.0,,0.69,46.23
2016-10-22,46,69.0,,0.69,31.74
2016-10-23,64,69.0,,0.69,44.16
2016-10-24,85,69.0,,0.69,58.65
2016-10-25,88,69.0,,0.69,60.72
2016-10-26,89,69.0,,0.69,61.41
2016-10-27,86,69.0,,0.69,59.339999999999996
2016-10-28,77,69.0,,0.69,53.129999999999995
2016-10-29,47,69.0,,0.69,32.43
2016-10-30,47,69.0,,0.69,32.43
2016-10-31,76,69.0,,0.69,52.44
2016-11-01,67,75.0,False,0.75,50.25
2016-11-02,66,75.0,,0.75,49.5
2016-11-03,64,75.0,,0.75,48.0
2016-11-04,62,75.0,,0.75,46.5
2016-11-05,37,75.0,,0.75,27.75
2016-11-06,48,75.0,,0.75,36.0
2016-11-07,68,75.0,,0.75,51.0
2016-11-08,61,75.0,,0.75,45.75
2016-11-09,100,75.0,,0.75,75.0
2016-11-10,81,75.0,,0.75,60.75
2016-11-11,63,75.0,,0.75,47.25
2016-11-12,47,75.0,,0.75,35.25
2016-11-13,49,75.0,,0.75,36.75
2016-11-14,73,75.0,,0.75,54.75
2016-11-15,76,75.0,,0.75,57.0
2016-11-16,75,75.0,,0.75,56.25
2016-11-17,76,75.0,,0.75,57.0
2016-11-18,66,75.0,,0.75,49.5
2016-11-19,40,75.0,,0.75,30.0
2016-11-20,40,75.0,,0.75,30.0
2016-11-21,62,75.0,,0.75,46.5
2016-11-22,57,75.0,,0.75,42.75
2016-11-23,42,75.0,,0.75,31.5
2016-11-24,33,75.0,,0.75,24.75
2016-11-25,29,75.0,,0.75,21.75
2016-11-26,35,75.0,,0.75,26.25
2016-11-27,38,75.0,,0.75,28.5
2016-11-28,63,75.0,,0.75,47.25
2016-11-29,67,75.0,,0.75,50.25
2016-11-30,73,75.0,,0.75,54.75
2016-12-01,89,60.0,False,0.6,53.4
2016-12-02,81,60.0,,0.6,48.6
2016-12-03,54,60.0,,0.6,32.4
2016-12-04,62,60.0,,0.6,37.199999999999996
2016-12-05,95,60.0,,0.6,57.0
2016-12-06,100,60.0,,0.6,60.0
2016-12-07,95,60.0,,0.6,57.0
2016-12-08,93,60.0,,0.6,55.8
2016-12-09,89,60.0,,0.6,53.4
2016-12-10,47,60.0,,0.6,28.2
2016-12-11,54,60.0,,0.6,32.4
2016-12-12,89,60.0,,0.6,53.4
2016-12-13,95,60.0,,0.6,57.0
2016-12-14,87,60.0,,0.6,52.199999999999996
2016-12-15,83,60.0,,0.6,49.8
2016-12-16,67,60.0,,0.6,40.199999999999996
2016-12-17,44,60.0,,0.6,26.4
2016-12-18,46,60.0,,0.6,27.599999999999998
2016-12-19,67,60.0,,0.6,40.199999999999996
2016-12-20,58,60.0,,0.6,34.8
2016-12-21,59,60.0,,0.6,35.4
2016-12-22,49,60.0,,0.6,29.4
2016-12-23,41,60.0,,0.6,24.599999999999998
2016-12-24,31,60.0,,0.6,18.599999999999998
2016-12-25,25,60.0,,0.6,15.0
2016-12-26,36,60.0,,0.6,21.599999999999998
2016-12-27,35,60.0,,0.6,21.0
2016-12-28,42,60.0,,0.6,25.2
2016-12-29,40,60.0,,0.6,24.0
2016-12-30,42,60.0,,0.6,25.2
2016-12-31,34,60.0,,0.6,20.4
2017-01-01,35,66.0,False,0.66,23.1
2017-01-02,46,66.0,,0.66,30.360000000000003
2017-01-03,57,66.0,,0.66,37.620000000000005
2017-01-04,55,66.0,,0.66,36.300000000000004
2017-01-05,73,66.0,,0.66,48.18
2017-01-06,64,66.0,,0.66,42.24
2017-01-07,44,66.0,,0.66,29.040000000000003
2017-01-08,45,66.0,,0.66,29.700000000000003
2017-01-09,61,66.0,,0.66,40.260000000000005
2017-01-10,68,66.0,,0.66,44.88
2017-01-11,85,66.0,,0.66,56.1
2017-01-12,85,66.0,,0.66,56.1
2017-01-13,74,66.0,,0.66,48.84
2017-01-14,49,66.0,,0.66,32.34
2017-01-15,43,66.0,,0.66,28.380000000000003
2017-01-16,61,66.0,,0.66,40.260000000000005
2017-01-17,81,66.0,,0.66,53.46
2017-01-18,84,66.0,,0.66,55.440000000000005
2017-01-19,95,66.0,,0.66,62.7
2017-01-20,82,66.0,,0.66,54.120000000000005
2017-01-21,56,66.0,,0.66,36.96
2017-01-22,58,66.0,,0.66,38.28
2017-01-23,96,66.0,,0.66,63.36
2017-01-24,89,66.0,,0.66,58.74
2017-01-25,97,66.0,,0.66,64.02
2017-01-26,100,66.0,,0.66,66.0
2017-01-27,87,66.0,,0.66,57.42
2017-01-28,56,66.0,,0.66,36.96
2017-01-29,63,66.0,,0.66,41.580000000000005
2017-01-30,89,66.0,,0.66,58.74
2017-01-31,92,66.0,,0.66,60.720000000000006
2017-02-01,95,73.0,False,0.73,69.35
2017-02-02,100,73.0,,0.73,73.0
2017-02-03,88,73.0,,0.73,64.24
2017-02-04,55,73.0,,0.73,40.15
2017-02-05,55,73.0,,0.73,40.15
2017-02-06,81,73.0,,0.73,59.129999999999995
2017-02-07,91,73.0,,0.73,66.42999999999999
2017-02-08,97,73.0,,0.73,70.81
2017-02-09,82,73.0,,0.73,59.86
2017-02-10,84,73.0,,0.73,61.32
2017-02-11,47,73.0,,0.73,34.31
2017-02-12,53,73.0,,0.73,38.69
2017-02-13,86,73.0,,0.73,62.78
2017-02-14,85,73.0,,0.73,62.05
2017-02-15,88,73.0,,0.73,64.24
2017-02-16,94,73.0,,0.73,68.62
2017-02-17,78,73.0,,0.73,56.94
2017-02-18,52,73.0,,0.73,37.96
2017-02-19,52,73.0,,0.73,37.96
2017-02-20,71,73.0,,0.73,51.83
2017-02-21,82,73.0,,0.73,59.86
2017-02-22,96,73.0,,0.73,70.08
2017-02-23,92,73.0,,0.73,67.16
2017-02-24,82,73.0,,0.73,59.86
2017-02-25,54,73.0,,0.73,39.42
2017-02-26,60,73.0,,0.73,43.8
2017-02-27,88,73.0,,0.73,64.24
2017-02-28,89,73.0,,0.73,64.97
2017-03-01,93,70.0,False,0.7,65.1
2017-03-02,92,70.0,,0.7,64.39999999999999
2017-03-03,84,70.0,,0.7,58.8
2017-03-04,49,70.0,,0.7,34.3
2017-03-05,60,70.0,,0.7,42.0
2017-03-06,100,70.0,,0.7,70.0
2017-03-07,98,70.0,,0.7,68.6
2017-03-08,91,70.0,,0.7,63.699999999999996
2017-03-09,100,70.0,,0.7,70.0
2017-03-10,83,70.0,,0.7,58.099999999999994
2017-03-11,45,70.0,,0.7,31.499999999999996
2017-03-12,59,70.0,,0.7,41.3
2017-03-13,87,70.0,,0.7,60.9
2017-03-14,76,70.0,,0.7,53.199999999999996
2017-03-15,80,70.0,,0.7,56.0
2017-03-16,84,70.0,,0.7,58.8
2017-03-17,78,70.0,,0.7,54.599999999999994
2017-03-18,53,70.0,,0.7,37.099999999999994
2017-03-19,57,70.0,,0.7,39.9
2017-03-20,90,70.0,,0.7,62.99999999999999
2017-03-21,99,70.0,,0.7,69.3
2017-03-22,86,70.0,,0.7,60.199999999999996
2017-03-23,93,70.0,,0.7,65.1
2017-03-24,74,70.0,,0.7,51.8
2017-03-25,50,70.0,,0.7,35.0
2017-03-26,59,70.0,,0.7,41.3
2017-03-27,91,70.0,,0.7,63.699999999999996
2017-03-28,94,70.0,,0.7,65.8
2017-03-29,91,70.0,,0.7,63.699999999999996
2017-03-30,89,70.0,,0.7,62.3
2017-03-31,78,70.0,,0.7,54.599999999999994
2017-04-01,48,68.0,False,0.68,32.64
2017-04-02,51,68.0,,0.68,34.68
2017-04-03,84,68.0,,0.68,57.120000000000005
2017-04-04,85,68.0,,0.68,57.800000000000004
2017-04-05,86,68.0,,0.68,58.480000000000004
2017-04-06,85,68.0,,0.68,57.800000000000004
2017-04-07,77,68.0,,0.68,52.36000000000001
2017-04-08,51,68.0,,0.68,34.68
2017-04-09,54,68.0,,0.68,36.720000000000006
2017-04-10,85,68.0,,0.68,57.800000000000004
2017-04-11,85,68.0,,0.68,57.800000000000004
2017-04-12,80,68.0,,0.68,54.400000000000006
2017-04-13,78,68.0,,0.68,53.040000000000006
2017-04-14,61,68.0,,0.68,41.480000000000004
2017-04-15,55,68.0,,0.68,37.400000000000006
2017-04-16,48,68.0,,0.68,32.64
2017-04-17,85,68.0,,0.68,57.800000000000004
2017-04-18,86,68.0,,0.68,58.480000000000004
2017-04-19,84,68.0,,0.68,57.120000000000005
2017-04-20,96,68.0,,0.68,65.28
2017-04-21,79,68.0,,0.68,53.720000000000006
2017-04-22,58,68.0,,0.68,39.440000000000005
2017-04-23,68,68.0,,0.68,46.24
2017-04-24,90,68.0,,0.68,61.2
2017-04-25,91,68.0,,0.68,61.88
2017-04-26,100,68.0,,0.68,68.0
2017-04-27,92,68.0,,0.68,62.56
2017-04-28,92,68.0,,0.68,62.56
2017-04-29,56,68.0,,0.68,38.080000000000005
2017-04-30,64,68.0,,0.68,43.52
2017-05-01,100,69.0,False,0.69,69.0
2017-05-02,97,69.0,,0.69,66.92999999999999
2017-05-03,91,69.0,,0.69,62.78999999999999
2017-05-04,92,69.0,,0.69,63.48
2017-05-05,85,69.0,,0.69,58.65
2017-05-06,47,69.0,,0.69,32.43
2017-05-07,64,69.0,,0.69,44.16
2017-05-08,98,69.0,,0.69,67.61999999999999
2017-05-09,92,69.0,,0.69,63.48
2017-05-10,88,69.0,,0.69,60.72
2017-05-11,94,69.0,,0.69,64.86
2017-05-12,77,69.0,,0.69,53.129999999999995
2017-05-13,44,69.0,,0.69,30.36
2017-05-14,51,69.0,,0.69,35.19
2017-05-15,86,69.0,,0.69,59.339999999999996
2017-05-16,88,69.0,,0.69,60.72
2017-05-17,86,69.0,,0.69,59.339999999999996
2017-05-18,88,69.0,,0.69,60.72
2017-05-19,73,69.0,,0.69,50.37
2017-05-20,42,69.0,,0.69,28.979999999999997
2017-05-21,56,69.0,,0.69,38.64
2017-05-22,83,69.0,,0.69,57.269999999999996
2017-05-23,76,69.0,,0.69,52.44
2017-05-24,73,69.0,,0.69,50.37
2017-05-25,70,69.0,,0.69,48.3
2017-05-26,67,69.0,,0.69,46.23
2017-05-27,46,69.0,,0.69,31.74
2017-05-28,47,69.0,,0.69,32.43
2017-05-29,50,69.0,,0.69,34.5
2017-05-30,69,69.0,,0.69,47.61
2017-05-31,65,69.0,,0.69,44.849999999999994
2017-06-01,97,47.0,False,0.47,45.589999999999996
2017-06-02,93,47.0,,0.47,43.71
2017-06-03,71,47.0,,0.47,33.37
2017-06-04,73,47.0,,0.47,34.309999999999995
2017-06-05,100,47.0,,0.47,47.0
2017-06-06,97,47.0,,0.47,45.589999999999996
2017-06-07,90,47.0,,0.47,42.3
2017-06-08,86,47.0,,0.47,40.419999999999995
2017-06-09,82,47.0,,0.47,38.54
2017-06-10,70,47.0,,0.47,32.9
2017-06-11,72,47.0,,0.47,33.839999999999996
2017-06-12,88,47.0,,0.47,41.36
2017-06-13,96,47.0,,0.47,45.12
2017-06-14,82,47.0,,0.47,38.54
2017-06-15,76,47.0,,0.47,35.72
2017-06-16,74,47.0,,0.47,34.78
2017-06-17,53,47.0,,0.47,24.91
2017-06-18,63,47.0,,0.47,29.61
2017-06-19,76,47.0,,0.47,35.72
2017-06-20,81,47.0,,0.47,38.07
2017-06-21,81,47.0,,0.47,38.07
2017-06-22,89,47.0,,0.47,41.83
2017-06-23,70,47.0,,0.47,32.9
2017-06-24,66,47.0,,0.47,31.02
2017-06-25,62,47.0,,0.47,29.139999999999997
2017-06-26,80,47.0,,0.47,37.599999999999994
2017-06-27,80,47.0,,0.47,37.599999999999994
2017-06-28,72,47.0,,0.47,33.839999999999996
2017-06-29,75,47.0,,0.47,35.25
2017-06-30,77,47.0,,0.47,36.19
2017-07-01,67,42.0,False,0.42,28.14
2017-07-02,67,42.0,,0.42,28.14
2017-07-03,80,42.0,,0.42,33.6
2017-07-04,72,42.0,,0.42,30.24
2017-07-05,85,42.0,,0.42,35.699999999999996
2017-07-06,100,42.0,,0.42,42.0
2017-07-07,91,42.0,,0.42,38.22
2017-07-08,76,42.0,,0.42,31.919999999999998
2017-07-09,70,42.0,,0.42,29.4
2017-07-10,87,42.0,,0.42,36.54
2017-07-11,88,42.0,,0.42,36.96
2017-07-12,92,42.0,,0.42,38.64
2017-07-13,85,42.0,,0.42,35.699999999999996
2017-07-14,79,42.0,,0.42,33.18
2017-07-15,67,42.0,,0.42,28.14
2017-07-16,76,42.0,,0.42,31.919999999999998
2017-07-17,91,42.0,,0.42,38.22
2017-07-18,86,42.0,,0.42,36.12
2017-07-19,84,42.0,,0.42,35.28
2017-07-20,85,42.0,,0.42,35.699999999999996
2017-07-21,78,42.0,,0.42,32.76
2017-07-22,80,42.0,,0.42,33.6
2017-07-23,73,42.0,,0.42,30.66
2017-07-24,85,42.0,,0.42,35.699999999999996
2017-07-25,90,42.0,,0.42,37.8
2017-07-26,88,42.0,,0.42,36.96
2017-07-27,84,42.0,,0.42,35.28
2017-07-28,83,42.0,,0.42,34.86
2017-07-29,61,42.0,,0.42,25.619999999999997
2017-07-30,73,42.0,,0.42,30.66
2017-07-31,78,42.0,,0.42,32.76
2017-08-01,56,49.0,False,0.49,27.439999999999998
2017-08-02,60,49.0,,0.49,29.4
2017-08-03,75,49.0,,0.49,36.75
2017-08-04,59,49.0,,0.49,28.91
2017-08-05,42,49.0,,0.49,20.58
2017-08-06,47,49.0,,0.49,23.03
2017-08-07,53,49.0,,0.49,25.97
2017-08-08,52,49.0,,0.49,25.48
2017-08-09,60,49.0,,0.49,29.4
2017-08-10,68,49.0,,0.49,33.32
2017-08-11,61,49.0,,0.49,29.89
2017-08-12,51,49.0,,0.49,24.99
2017-08-13,45,49.0,,0.49,22.05
2017-08-14,51,49.0,,0.49,24.99
2017-08-15,50,49.0,,0.49,24.5
2017-08-16,64,49.0,,0.49,31.36
2017-08-17,69,49.0,,0.49,33.81
2017-08-18,59,49.0,,0.49,28.91
2017-08-19,46,49.0,,0.49,22.54
2017-08-20,47,49.0,,0.49,23.03
2017-08-21,61,49.0,,0.49,29.89
2017-08-22,72,49.0,,0.49,35.28
2017-08-23,62,49.0,,0.49,30.38
2017-08-24,82,49.0,,0.49,40.18
2017-08-25,86,49.0,,0.49,42.14
2017-08-26,43,49.0,,0.49,21.07
2017-08-27,50,49.0,,0.49,24.5
2017-08-28,72,49.0,,0.49,35.28
2017-08-29,87,49.0,,0.49,42.63
2017-08-30,85,49.0,,0.49,41.65
2017-08-31,100,49.0,,0.49,49.0
2017-09-01,72,69.0,False,0.69,49.67999999999999
2017-09-02,43,69.0,,0.69,29.669999999999998
2017-09-03,55,69.0,,0.69,37.949999999999996
2017-09-04,63,69.0,,0.69,43.47
2017-09-05,85,69.0,,0.69,58.65
2017-09-06,93,69.0,,0.69,64.17
2017-09-07,85,69.0,,0.69,58.65
2017-09-08,77,69.0,,0.69,53.129999999999995
2017-09-09,43,69.0,,0.69,29.669999999999998
2017-09-10,53,69.0,,0.69,36.57
2017-09-11,82,69.0,,0.69,56.58
2017-09-12,86,69.0,,0.69,59.339999999999996
2017-09-13,85,69.0,,0.69,58.65
2017-09-14,97,69.0,,0.69,66.92999999999999
2017-09-15,91,69.0,,0.69,62.78999999999999
2017-09-16,49,69.0,,0.69,33.809999999999995
2017-09-17,54,69.0,,0.69,37.26
2017-09-18,93,69.0,,0.69,64.17
2017-09-19,99,69.0,,0.69,68.30999999999999
2017-09-20,98,69.0,,0.69,67.61999999999999
2017-09-21,88,69.0,,0.69,60.72
2017-09-22,86,69.0,,0.69,59.339999999999996
2017-09-23,43,69.0,,0.69,29.669999999999998
2017-09-24,64,69.0,,0.69,44.16
2017-09-25,95,69.0,,0.69,65.55
2017-09-26,99,69.0,,0.69,68.30999999999999
2017-09-27,100,69.0,,0.69,69.0
2017-09-28,96,69.0,,0.69,66.24
2017-09-29,85,69.0,,0.69,58.65
2017-09-30,54,69.0,,0.69,37.26
2017-10-01,67,69.0,False,0.69,46.23
2017-10-02,92,69.0,,0.69,63.48
2017-10-03,94,69.0,,0.69,64.86
2017-10-04,94,69.0,,0.69,64.86
2017-10-05,95,69.0,,0.69,65.55
2017-10-06,82,69.0,,0.69,56.58
2017-10-07,51,69.0,,0.69,35.19
2017-10-08,61,69.0,,0.69,42.089999999999996
2017-10-09,80,69.0,,0.69,55.199999999999996
2017-10-10,96,69.0,,0.69,66.24
2017-10-11,89,69.0,,0.69,61.41
2017-10-12,93,69.0,,0.69,64.17
2017-10-13,84,69.0,,0.69,57.959999999999994
2017-10-14,51,69.0,,0.69,35.19
2017-10-15,61,69.0,,0.69,42.089999999999996
2017-10-16,99,69.0,,0.69,68.30999999999999
2017-10-17,100,69.0,,0.69,69.0
2017-10-18,97,69.0,,0.69,66.92999999999999
2017-10-19,97,69.0,,0.69,66.92999999999999
2017-10-20,85,69.0,,0.69,58.65
