date,growth_unscaled,growth_monthly,isPartial,scale,growth
2011-08-23,84,61.0,,0.61,51.24
2011-08-24,84,61.0,,0.61,51.24
2011-08-25,85,61.0,,0.61,51.85
2011-08-26,94,61.0,,0.61,57.339999999999996
2011-08-27,69,61.0,,0.61,42.089999999999996
2011-08-28,72,61.0,,0.61,43.92
2011-08-29,76,61.0,,0.61,46.36
2011-08-30,89,61.0,,0.61,54.29
2011-08-31,87,61.0,,0.61,53.07
2011-09-01,65,71.0,False,0.71,46.15
2011-09-02,68,71.0,,0.71,48.28
2011-09-03,51,71.0,,0.71,36.21
2011-09-04,60,71.0,,0.71,42.599999999999994
2011-09-05,70,71.0,,0.71,49.699999999999996
2011-09-06,82,71.0,,0.71,58.22
2011-09-07,78,71.0,,0.71,55.379999999999995
2011-09-08,84,71.0,,0.71,59.64
2011-09-09,69,71.0,,0.71,48.989999999999995
2011-09-10,53,71.0,,0.71,37.629999999999995
2011-09-11,68,71.0,,0.71,48.28
2011-09-12,83,71.0,,0.71,58.93
2011-09-13,90,71.0,,0.71,63.9
2011-09-14,81,71.0,,0.71,57.51
2011-09-15,83,71.0,,0.71,58.93
2011-09-16,76,71.0,,0.71,53.959999999999994
2011-09-17,62,71.0,,0.71,44.019999999999996
2011-09-18,70,71.0,,0.71,49.699999999999996
2011-09-19,88,71.0,,0.71,62.48
2011-09-20,100,71.0,,0.71,71.0
2011-09-21,93,71.0,,0.71,66.03
2011-09-22,83,71.0,,0.71,58.93
2011-09-23,78,71.0,,0.71,55.379999999999995
2011-09-24,51,71.0,,0.71,36.21
2011-09-25,69,71.0,,0.71,48.989999999999995
2011-09-26,84,71.0,,0.71,59.64
2011-09-27,94,71.0,,0.71,66.74
2011-09-28,90,71.0,,0.71,63.9
2011-09-29,88,71.0,,0.71,62.48
2011-09-30,85,71.0,,0.71,60.349999999999994
2011-10-01,63,73.0,False,0.73,45.99
2011-10-02,74,73.0,,0.73,54.019999999999996
2011-10-03,84,73.0,,0.73,61.32
2011-10-04,84,73.0,,0.73,61.32
2011-10-05,88,73.0,,0.73,64.24
2011-10-06,89,73.0,,0.73,64.97
2011-10-07,87,73.0,,0.73,63.51
2011-10-08,56,73.0,,0.73,40.879999999999995
2011-10-09,66,73.0,,0.73,48.18
2011-10-10,90,73.0,,0.73,65.7
2011-10-11,95,73.0,,0.73,69.35
2011-10-12,99,73.0,,0.73,72.27
2011-10-13,89,73.0,,0.73,64.97
2011-10-14,82,73.0,,0.73,59.86
2011-10-15,62,73.0,,0.73,45.26
2011-10-16,78,73.0,,0.73,56.94
2011-10-17,92,73.0,,0.73,67.16
2011-10-18,100,73.0,,0.73,73.0
2011-10-19,97,73.0,,0.73,70.81
2011-10-20,90,73.0,,0.73,65.7
2011-10-21,82,73.0,,0.73,59.86
2011-10-22,58,73.0,,0.73,42.339999999999996
2011-10-23,74,73.0,,0.73,54.019999999999996
2011-10-24,91,73.0,,0.73,66.42999999999999
2011-10-25,90,73.0,,0.73,65.7
2011-10-26,99,73.0,,0.73,72.27
2011-10-27,88,73.0,,0.73,64.24
2011-10-28,76,73.0,,0.73,55.48
2011-10-29,51,73.0,,0.73,37.23
2011-10-30,68,73.0,,0.73,49.64
2011-10-31,93,73.0,,0.73,67.89
2011-11-01,90,70.0,False,0.7,62.99999999999999
2011-11-02,92,70.0,,0.7,64.39999999999999
2011-11-03,100,70.0,,0.7,70.0
2011-11-04,79,70.0,,0.7,55.3
2011-11-05,62,70.0,,0.7,43.4
2011-11-06,62,70.0,,0.7,43.4
2011-11-07,89,70.0,,0.7,62.3
2011-11-08,89,70.0,,0.7,62.3
2011-11-09,87,70.0,,0.7,60.9
2011-11-10,87,70.0,,0.7,60.9
2011-11-11,71,70.0,,0.7,49.699999999999996
2011-11-12,58,70.0,,0.7,40.599999999999994
2011-11-13,68,70.0,,0.7,47.599999999999994
2011-11-14,87,70.0,,0.7,60.9
2011-11-15,98,70.0,,0.7,68.6
2011-11-16,85,70.0,,0.7,59.49999999999999
2011-11-17,86,70.0,,0.7,60.199999999999996
2011-11-18,81,70.0,,0.7,56.699999999999996
2011-11-19,58,70.0,,0.7,40.599999999999994
2011-11-20,63,70.0,,0.7,44.099999999999994
2011-11-21,85,70.0,,0.7,59.49999999999999
2011-11-22,82,70.0,,0.7,57.4
2011-11-23,65,70.0,,0.7,45.5
2011-11-24,44,70.0,,0.7,30.799999999999997
2011-11-25,44,70.0,,0.7,30.799999999999997
2011-11-26,51,70.0,,0.7,35.699999999999996
2011-11-27,71,70.0,,0.7,49.699999999999996
2011-11-28,94,70.0,,0.7,65.8
2011-11-29,94,70.0,,0.7,65.8
2011-11-30,96,70.0,,0.7,67.19999999999999
2011-12-01,100,59.0,False,0.59,59.0
2011-12-02,88,59.0,,0.59,51.919999999999995
2011-12-03,69,59.0,,0.59,40.71
2011-12-04,77,59.0,,0.59,45.43
2011-12-05,90,59.0,,0.59,53.099999999999994
2011-12-06,94,59.0,,0.59,55.459999999999994
2011-12-07,93,59.0,,0.59,54.87
2011-12-08,91,59.0,,0.59,53.69
2011-12-09,76,59.0,,0.59,44.839999999999996
2011-12-10,60,59.0,,0.59,35.4
2011-12-11,64,59.0,,0.59,37.76
2011-12-12,88,59.0,,0.59,51.919999999999995
2011-12-13,86,59.0,,0.59,50.739999999999995
2011-12-14,87,59.0,,0.59,51.33
2011-12-15,90,59.0,,0.59,53.099999999999994
2011-12-16,74,59.0,,0.59,43.66
2011-12-17,53,59.0,,0.59,31.27
2011-12-18,54,59.0,,0.59,31.86
2011-12-19,64,59.0,,0.59,37.76
2011-12-20,73,59.0,,0.59,43.07
2011-12-21,60,59.0,,0.59,35.4
2011-12-22,61,59.0,,0.59,35.989999999999995
2011-12-23,54,59.0,,0.59,31.86
2011-12-24,44,59.0,,0.59,25.959999999999997
2011-12-25,38,59.0,,0.59,22.419999999999998
2011-12-26,49,59.0,,0.59,28.91
2011-12-27,54,59.0,,0.59,31.86
2011-12-28,58,59.0,,0.59,34.22
2011-12-29,63,59.0,,0.59,37.169999999999995
2011-12-30,67,59.0,,0.59,39.53
2011-12-31,54,59.0,,0.59,31.86
2012-01-01,53,67.0,False,0.67,35.510000000000005
2012-01-02,63,67.0,,0.67,42.21
2012-01-03,76,67.0,,0.67,50.92
2012-01-04,73,67.0,,0.67,48.910000000000004
2012-01-05,83,67.0,,0.67,55.61000000000001
2012-01-06,82,67.0,,0.67,54.940000000000005
2012-01-07,69,67.0,,0.67,46.230000000000004
2012-01-08,66,67.0,,0.67,44.220000000000006
2012-01-09,89,67.0,,0.67,59.63
2012-01-10,81,67.0,,0.67,54.27
2012-01-11,87,67.0,,0.67,58.290000000000006
2012-01-12,87,67.0,,0.67,58.290000000000006
2012-01-13,75,67.0,,0.67,50.25
2012-01-14,52,67.0,,0.67,34.84
2012-01-15,71,67.0,,0.67,47.57
2012-01-16,76,67.0,,0.67,50.92
2012-01-17,83,67.0,,0.67,55.61000000000001
2012-01-18,83,67.0,,0.67,55.61000000000001
2012-01-19,91,67.0,,0.67,60.970000000000006
2012-01-20,78,67.0,,0.67,52.260000000000005
2012-01-21,65,67.0,,0.67,43.550000000000004
2012-01-22,75,67.0,,0.67,50.25
2012-01-23,89,67.0,,0.67,59.63
2012-01-24,85,67.0,,0.67,56.95
2012-01-25,91,67.0,,0.67,60.970000000000006
2012-01-26,89,67.0,,0.67,59.63
2012-01-27,85,67.0,,0.67,56.95
2012-01-28,66,67.0,,0.67,44.220000000000006
2012-01-29,75,67.0,,0.67,50.25
2012-01-30,97,67.0,,0.67,64.99000000000001
2012-01-31,100,67.0,,0.67,67.0
2012-02-01,99,72.0,False,0.72,71.28
2012-02-02,92,72.0,,0.72,66.24
2012-02-03,86,72.0,,0.72,61.919999999999995
2012-02-04,69,72.0,,0.72,49.68
2012-02-05,78,72.0,,0.72,56.16
2012-02-06,91,72.0,,0.72,65.52
2012-02-07,90,72.0,,0.72,64.8
2012-02-08,85,72.0,,0.72,61.199999999999996
2012-02-09,98,72.0,,0.72,70.56
2012-02-10,78,72.0,,0.72,56.16
2012-02-11,60,72.0,,0.72,43.199999999999996
2012-02-12,73,72.0,,0.72,52.559999999999995
2012-02-13,87,72.0,,0.72,62.64
2012-02-14,80,72.0,,0.72,57.599999999999994
2012-02-15,94,72.0,,0.72,67.67999999999999
2012-02-16,100,72.0,,0.72,72.0
2012-02-17,75,72.0,,0.72,54.0
2012-02-18,68,72.0,,0.72,48.96
2012-02-19,63,72.0,,0.72,45.36
2012-02-20,78,72.0,,0.72,56.16
2012-02-21,98,72.0,,0.72,70.56
2012-02-22,92,72.0,,0.72,66.24
2012-02-23,89,72.0,,0.72,64.08
2012-02-24,90,72.0,,0.72,64.8
2012-02-25,64,72.0,,0.72,46.08
2012-02-26,76,72.0,,0.72,54.72
2012-02-27,95,72.0,,0.72,68.39999999999999
2012-02-28,93,72.0,,0.72,66.96
2012-02-29,89,72.0,,0.72,64.08
2012-03-01,100,72.0,False,0.72,72.0
2012-03-02,84,72.0,,0.72,60.48
2012-03-03,57,72.0,,0.72,41.04
2012-03-04,70,72.0,,0.72,50.4
2012-03-05,87,72.0,,0.72,62.64
2012-03-06,91,72.0,,0.72,65.52
2012-03-07,80,72.0,,0.72,57.599999999999994
2012-03-08,87,72.0,,0.72,62.64
2012-03-09,80,72.0,,0.72,57.599999999999994
2012-03-10,60,72.0,,0.72,43.199999999999996
2012-03-11,59,72.0,,0.72,42.48
2012-03-12,82,72.0,,0.72,59.04
2012-03-13,81,72.0,,0.72,58.32
2012-03-14,84,72.0,,0.72,60.48
2012-03-15,80,72.0,,0.72,57.599999999999994
2012-03-16,71,72.0,,0.72,51.12
2012-03-17,56,72.0,,0.72,40.32
2012-03-18,70,72.0,,0.72,50.4
2012-03-19,87,72.0,,0.72,62.64
2012-03-20,82,72.0,,0.72,59.04
2012-03-21,90,72.0,,0.72,64.8
2012-03-22,81,72.0,,0.72,58.32
2012-03-23,73,72.0,,0.72,52.559999999999995
2012-03-24,65,72.0,,0.72,46.8
2012-03-25,76,72.0,,0.72,54.72
2012-03-26,88,72.0,,0.72,63.36
2012-03-27,87,72.0,,0.72,62.64
2012-03-28,89,72.0,,0.72,64.08
2012-03-29,87,72.0,,0.72,62.64
2012-03-30,76,72.0,,0.72,54.72
2012-03-31,63,72.0,,0.72,45.36
2012-04-01,68,76.0,False,0.76,51.68
2012-04-02,93,76.0,,0.76,70.68
2012-04-03,86,76.0,,0.76,65.36
2012-04-04,81,76.0,,0.76,61.56
2012-04-05,91,76.0,,0.76,69.16
2012-04-06,80,76.0,,0.76,60.8
2012-04-07,53,76.0,,0.76,40.28
2012-04-08,63,76.0,,0.76,47.88
2012-04-09,88,76.0,,0.76,66.88
2012-04-10,88,76.0,,0.76,66.88
2012-04-11,100,76.0,,0.76,76.0
2012-04-12,88,76.0,,0.76,66.88
2012-04-13,75,76.0,,0.76,57.0
2012-04-14,69,76.0,,0.76,52.44
2012-04-15,68,76.0,,0.76,51.68
2012-04-16,84,76.0,,0.76,63.84
2012-04-17,92,76.0,,0.76,69.92
2012-04-18,93,76.0,,0.76,70.68
2012-04-19,79,76.0,,0.76,60.04
2012-04-20,85,76.0,,0.76,64.6
2012-04-21,63,76.0,,0.76,47.88
2012-04-22,84,76.0,,0.76,63.84
2012-04-23,99,76.0,,0.76,75.24
2012-04-24,100,76.0,,0.76,76.0
2012-04-25,99,76.0,,0.76,75.24
2012-04-26,90,76.0,,0.76,68.4
2012-04-27,89,76.0,,0.76,67.64
2012-04-28,67,76.0,,0.76,50.92
2012-04-29,69,76.0,,0.76,52.44
2012-04-30,87,76.0,,0.76,66.12
2012-05-01,100,71.0,False,0.71,71.0
2012-05-02,81,71.0,,0.71,57.51
2012-05-03,86,71.0,,0.71,61.059999999999995
2012-05-04,71,71.0,,0.71,50.41
2012-05-05,65,71.0,,0.71,46.15
2012-05-06,70,71.0,,0.71,49.699999999999996
2012-05-07,86,71.0,,0.71,61.059999999999995
2012-05-08,80,71.0,,0.71,56.8
2012-05-09,82,71.0,,0.71,58.22
2012-05-10,80,71.0,,0.71,56.8
2012-05-11,75,71.0,,0.71,53.25
2012-05-12,62,71.0,,0.71,44.019999999999996
2012-05-13,57,71.0,,0.71,40.47
2012-05-14,80,71.0,,0.71,56.8
2012-05-15,78,71.0,,0.71,55.379999999999995
2012-05-16,89,71.0,,0.71,63.19
2012-05-17,75,71.0,,0.71,53.25
2012-05-18,75,71.0,,0.71,53.25
2012-05-19,60,71.0,,0.71,42.599999999999994
2012-05-20,72,71.0,,0.71,51.12
2012-05-21,72,71.0,,0.71,51.12
2012-05-22,81,71.0,,0.71,57.51
2012-05-23,76,71.0,,0.71,53.959999999999994
2012-05-24,75,71.0,,0.71,53.25
2012-05-25,67,71.0,,0.71,47.57
2012-05-26,47,71.0,,0.71,33.37
2012-05-27,62,71.0,,0.71,44.019999999999996
2012-05-28,66,71.0,,0.71,46.86
2012-05-29,70,71.0,,0.71,49.699999999999996
2012-05-30,75,71.0,,0.71,53.25
2012-05-31,65,71.0,,0.71,46.15
2012-06-01,92,62.0,False,0.62,57.04
2012-06-02,69,62.0,,0.62,42.78
2012-06-03,83,62.0,,0.62,51.46
2012-06-04,95,62.0,,0.62,58.9
2012-06-05,93,62.0,,0.62,57.66
2012-06-06,93,62.0,,0.62,57.66
2012-06-07,96,62.0,,0.62,59.519999999999996
2012-06-08,88,62.0,,0.62,54.56
2012-06-09,72,62.0,,0.62,44.64
2012-06-10,80,62.0,,0.62,49.6
2012-06-11,97,62.0,,0.62,60.14
2012-06-12,90,62.0,,0.62,55.8
2012-06-13,100,62.0,,0.62,62.0
2012-06-14,94,62.0,,0.62,58.28
2012-06-15,96,62.0,,0.62,59.519999999999996
2012-06-16,68,62.0,,0.62,42.16
2012-06-17,77,62.0,,0.62,47.74
2012-06-18,93,62.0,,0.62,57.66
2012-06-19,80,62.0,,0.62,49.6
2012-06-20,72,62.0,,0.62,44.64
2012-06-21,75,62.0,,0.62,46.5
2012-06-22,82,62.0,,0.62,50.839999999999996
2012-06-23,79,62.0,,0.62,48.98
2012-06-24,68,62.0,,0.62,42.16
2012-06-25,82,62.0,,0.62,50.839999999999996
2012-06-26,91,62.0,,0.62,56.42
2012-06-27,89,62.0,,0.62,55.18
2012-06-28,93,62.0,,0.62,57.66
2012-06-29,79,62.0,,0.62,48.98
2012-06-30,69,62.0,,0.62,42.78
2012-07-01,76,60.0,False,0.6,45.6
2012-07-02,96,60.0,,0.6,57.599999999999994
2012-07-03,81,60.0,,0.6,48.6
2012-07-04,72,60.0,,0.6,43.199999999999996
2012-07-05,74,60.0,,0.6,44.4
2012-07-06,83,60.0,,0.6,49.8
2012-07-07,77,60.0,,0.6,46.199999999999996
2012-07-08,78,60.0,,0.6,46.8
2012-07-09,93,60.0,,0.6,55.8
2012-07-10,91,60.0,,0.6,54.6
2012-07-11,88,60.0,,0.6,52.8
2012-07-12,91,60.0,,0.6,54.6
2012-07-13,81,60.0,,0.6,48.6
2012-07-14,72,60.0,,0.6,43.199999999999996
2012-07-15,91,60.0,,0.6,54.6
2012-07-16,90,60.0,,0.6,54.0
2012-07-17,93,60.0,,0.6,55.8
2012-07-18,95,60.0,,0.6,57.0
2012-07-19,90,60.0,,0.6,54.0
2012-07-20,78,60.0,,0.6,46.8
2012-07-21,75,60.0,,0.6,45.0
2012-07-22,74,60.0,,0.6,44.4
2012-07-23,93,60.0,,0.6,55.8
2012-07-24,90,60.0,,0.6,54.0
2012-07-25,97,60.0,,0.6,58.199999999999996
2012-07-26,91,60.0,,0.6,54.6
2012-07-27,85,60.0,,0.6,51.0
2012-07-28,79,60.0,,0.6,47.4
2012-07-29,86,60.0,,0.6,51.6
2012-07-30,100,60.0,,0.6,60.0
2012-07-31,90,60.0,,0.6,54.0
2012-08-01,83,62.0,False,0.62,51.46
2012-08-02,81,62.0,,0.62,50.22
2012-08-03,74,62.0,,0.62,45.88
2012-08-04,61,62.0,,0.62,37.82
2012-08-05,76,62.0,,0.62,47.12
2012-08-06,79,62.0,,0.62,48.98
2012-08-07,80,62.0,,0.62,49.6
2012-08-08,87,62.0,,0.62,53.94
2012-08-09,82,62.0,,0.62,50.839999999999996
2012-08-10,80,62.0,,0.62,49.6
2012-08-11,73,62.0,,0.62,45.26
2012-08-12,82,62.0,,0.62,50.839999999999996
2012-08-13,86,62.0,,0.62,53.32
2012-08-14,88,62.0,,0.62,54.56
2012-08-15,93,62.0,,0.62,57.66
2012-08-16,80,62.0,,0.62,49.6
2012-08-17,78,62.0,,0.62,48.36
2012-08-18,63,62.0,,0.62,39.06
2012-08-19,73,62.0,,0.62,45.26
2012-08-20,83,62.0,,0.62,51.46
2012-08-21,77,62.0,,0.62,47.74
2012-08-22,83,62.0,,0.62,51.46
2012-08-23,84,62.0,,0.62,52.08
2012-08-24,76,62.0,,0.62,47.12
2012-08-25,69,62.0,,0.62,42.78
2012-08-26,75,62.0,,0.62,46.5
2012-08-27,82,62.0,,0.62,50.839999999999996
2012-08-28,85,62.0,,0.62,52.7
2012-08-29,100,62.0,,0.62,62.0
2012-08-30,91,62.0,,0.62,56.42
2012-08-31,91,62.0,,0.62,56.42
2012-09-01,64,72.0,False,0.72,46.08
2012-09-02,66,72.0,,0.72,47.519999999999996
2012-09-03,74,72.0,,0.72,53.28
2012-09-04,82,72.0,,0.72,59.04
2012-09-05,89,72.0,,0.72,64.08
2012-09-06,95,72.0,,0.72,68.39999999999999
2012-09-07,89,72.0,,0.72,64.08
2012-09-08,63,72.0,,0.72,45.36
2012-09-09,72,72.0,,0.72,51.839999999999996
2012-09-10,87,72.0,,0.72,62.64
2012-09-11,86,72.0,,0.72,61.919999999999995
2012-09-12,93,72.0,,0.72,66.96
2012-09-13,97,72.0,,0.72,69.84
2012-09-14,81,72.0,,0.72,58.32
2012-09-15,65,72.0,,0.72,46.8
2012-09-16,72,72.0,,0.72,51.839999999999996
2012-09-17,97,72.0,,0.72,69.84
2012-09-18,87,72.0,,0.72,62.64
2012-09-19,99,72.0,,0.72,71.28
2012-09-20,91,72.0,,0.72,65.52
2012-09-21,89,72.0,,0.72,64.08
2012-09-22,71,72.0,,0.72,51.12
2012-09-23,78,72.0,,0.72,56.16
2012-09-24,87,72.0,,0.72,62.64
2012-09-25,88,72.0,,0.72,63.36
2012-09-26,100,72.0,,0.72,72.0
2012-09-27,94,72.0,,0.72,67.67999999999999
2012-09-28,91,72.0,,0.72,65.52
2012-09-29,60,72.0,,0.72,43.199999999999996
2012-09-30,77,72.0,,0.72,55.44
2012-10-01,83,75.0,False,0.75,62.25
2012-10-02,87,75.0,,0.75,65.25
2012-10-03,88,75.0,,0.75,66.0
2012-10-04,100,75.0,,0.75,75.0
2012-10-05,72,75.0,,0.75,54.0
2012-10-06,60,75.0,,0.75,45.0
2012-10-07,73,75.0,,0.75,54.75
2012-10-08,88,75.0,,0.75,66.0
2012-10-09,98,75.0,,0.75,73.5
2012-10-10,93,75.0,,0.75,69.75
2012-10-11,86,75.0,,0.75,64.5
2012-10-12,86,75.0,,0.75,64.5
2012-10-13,57,75.0,,0.75,42.75
2012-10-14,61,75.0,,0.75,45.75
2012-10-15,91,75.0,,0.75,68.25
2012-10-16,92,75.0,,0.75,69.0
2012-10-17,88,75.0,,0.75,66.0
2012-10-18,93,75.0,,0.75,69.75
2012-10-19,81,75.0,,0.75,60.75
2012-10-20,57,75.0,,0.75,42.75
2012-10-21,72,75.0,,0.75,54.0
2012-10-22,93,75.0,,0.75,69.75
2012-10-23,82,75.0,,0.75,61.5
2012-10-24,89,75.0,,0.75,66.75
2012-10-25,78,75.0,,0.75,58.5
2012-10-26,74,75.0,,0.75,55.5
2012-10-27,63,75.0,,0.75,47.25
2012-10-28,52,75.0,,0.75,39.0
2012-10-29,82,75.0,,0.75,61.5
2012-10-30,72,75.0,,0.75,54.0
2012-10-31,83,75.0,,0.75,62.25
2012-11-01,73,69.0,False,0.69,50.37
2012-11-02,80,69.0,,0.69,55.199999999999996
2012-11-03,66,69.0,,0.69,45.54
2012-11-04,63,69.0,,0.69,43.47
2012-11-05,90,69.0,,0.69,62.099999999999994
2012-11-06,76,69.0,,0.69,52.44
2012-11-07,82,69.0,,0.69,56.58
2012-11-08,78,69.0,,0.69,53.81999999999999
2012-11-09,74,69.0,,0.69,51.059999999999995
2012-11-10,73,69.0,,0.69,50.37
2012-11-11,63,69.0,,0.69,43.47
2012-11-12,95,69.0,,0.69,65.55
2012-11-13,79,69.0,,0.69,54.51
2012-11-14,83,69.0,,0.69,57.269999999999996
2012-11-15,86,69.0,,0.69,59.339999999999996
2012-11-16,72,69.0,,0.69,49.67999999999999
2012-11-17,54,69.0,,0.69,37.26
2012-11-18,59,69.0,,0.69,40.709999999999994
2012-11-19,74,69.0,,0.69,51.059999999999995
2012-11-20,74,69.0,,0.69,51.059999999999995
2012-11-21,60,69.0,,0.69,41.4
2012-11-22,49,69.0,,0.69,33.809999999999995
2012-11-23,51,69.0,,0.69,35.19
2012-11-24,60,69.0,,0.69,41.4
2012-11-25,73,69.0,,0.69,50.37
2012-11-26,72,69.0,,0.69,49.67999999999999
2012-11-27,100,69.0,,0.69,69.0
2012-11-28,84,69.0,,0.69,57.959999999999994
2012-11-29,95,69.0,,0.69,65.55
2012-11-30,82,69.0,,0.69,56.58
2012-12-01,66,60.0,False,0.6,39.6
2012-12-02,72,60.0,,0.6,43.199999999999996
2012-12-03,92,60.0,,0.6,55.199999999999996
2012-12-04,100,60.0,,0.6,60.0
2012-12-05,97,60.0,,0.6,58.199999999999996
2012-12-06,94,60.0,,0.6,56.4
2012-12-07,96,60.0,,0.6,57.599999999999994
2012-12-08,57,60.0,,0.6,34.199999999999996
2012-12-09,67,60.0,,0.6,40.199999999999996
2012-12-10,100,60.0,,0.6,60.0
2012-12-11,93,60.0,,0.6,55.8
2012-12-12,89,60.0,,0.6,53.4
2012-12-13,94,60.0,,0.6,56.4
2012-12-14,79,60.0,,0.6,47.4
2012-12-15,57,60.0,,0.6,34.199999999999996
2012-12-16,63,60.0,,0.6,37.8
2012-12-17,77,60.0,,0.6,46.199999999999996
2012-12-18,75,60.0,,0.6,45.0
2012-12-19,81,60.0,,0.6,48.6
2012-12-20,66,60.0,,0.6,39.6
2012-12-21,70,60.0,,0.6,42.0
2012-12-22,43,60.0,,0.6,25.8
2012-12-23,49,60.0,,0.6,29.4
2012-12-24,43,60.0,,0.6,25.8
2012-12-25,43,60.0,,0.6,25.8
2012-12-26,56,60.0,,0.6,33.6
2012-12-27,52,60.0,,0.6,31.2
2012-12-28,59,60.0,,0.6,35.4
2012-12-29,58,60.0,,0.6,34.8
2012-12-30,50,60.0,,0.6,30.0
2012-12-31,52,60.0,,0.6,31.2
2013-01-01,55,67.0,False,0.67,36.85
2013-01-02,78,67.0,,0.67,52.260000000000005
2013-01-03,64,67.0,,0.67,42.88
2013-01-04,81,67.0,,0.67,54.27
2013-01-05,52,67.0,,0.67,34.84
2013-01-06,64,67.0,,0.67,42.88
2013-01-07,79,67.0,,0.67,52.93
2013-01-08,87,67.0,,0.67,58.290000000000006
2013-01-09,89,67.0,,0.67,59.63
2013-01-10,81,67.0,,0.67,54.27
2013-01-11,77,67.0,,0.67,51.59
2013-01-12,80,67.0,,0.67,53.6
2013-01-13,66,67.0,,0.67,44.220000000000006
2013-01-14,99,67.0,,0.67,66.33
2013-01-15,90,67.0,,0.67,60.300000000000004
2013-01-16,86,67.0,,0.67,57.620000000000005
2013-01-17,86,67.0,,0.67,57.620000000000005
2013-01-18,78,67.0,,0.67,52.260000000000005
2013-01-19,68,67.0,,0.67,45.56
2013-01-20,67,67.0,,0.67,44.89
2013-01-21,78,67.0,,0.67,52.260000000000005
2013-01-22,84,67.0,,0.67,56.28
2013-01-23,96,67.0,,0.67,64.32000000000001
2013-01-24,89,67.0,,0.67,59.63
2013-01-25,94,67.0,,0.67,62.980000000000004
2013-01-26,63,67.0,,0.67,42.21
2013-01-27,79,67.0,,0.67,52.93
2013-01-28,92,67.0,,0.67,61.64
2013-01-29,99,67.0,,0.67,66.33
2013-01-30,100,67.0,,0.67,67.0
2013-01-31,98,67.0,,0.67,65.66000000000001
2013-02-01,92,77.0,False,0.77,70.84
2013-02-02,68,77.0,,0.77,52.36
2013-02-03,77,77.0,,0.77,59.29
2013-02-04,87,77.0,,0.77,66.99
2013-02-05,94,77.0,,0.77,72.38
2013-02-06,96,77.0,,0.77,73.92
2013-02-07,87,77.0,,0.77,66.99
2013-02-08,74,77.0,,0.77,56.980000000000004
2013-02-09,71,77.0,,0.77,54.67
2013-02-10,74,77.0,,0.77,56.980000000000004
2013-02-11,90,77.0,,0.77,69.3
2013-02-12,92,77.0,,0.77,70.84
2013-02-13,94,77.0,,0.77,72.38
2013-02-14,87,77.0,,0.77,66.99
2013-02-15,79,77.0,,0.77,60.83
2013-02-16,63,77.0,,0.77,48.51
2013-02-17,70,77.0,,0.77,53.9
2013-02-18,87,77.0,,0.77,66.99
2013-02-19,95,77.0,,0.77,73.15
2013-02-20,94,77.0,,0.77,72.38
2013-02-21,97,77.0,,0.77,74.69
2013-02-22,87,77.0,,0.77,66.99
2013-02-23,68,77.0,,0.77,52.36
2013-02-24,71,77.0,,0.77,54.67
2013-02-25,97,77.0,,0.77,74.69
2013-02-26,92,77.0,,0.77,70.84
2013-02-27,100,77.0,,0.77,77.0
2013-02-28,95,77.0,,0.77,73.15
2013-03-01,94,72.0,False,0.72,67.67999999999999
2013-03-02,67,72.0,,0.72,48.239999999999995
2013-03-03,74,72.0,,0.72,53.28
2013-03-04,96,72.0,,0.72,69.12
2013-03-05,96,72.0,,0.72,69.12
2013-03-06,100,72.0,,0.72,72.0
2013-03-07,97,72.0,,0.72,69.84
2013-03-08,87,72.0,,0.72,62.64
2013-03-09,69,72.0,,0.72,49.68
2013-03-10,75,72.0,,0.72,54.0
2013-03-11,93,72.0,,0.72,66.96
2013-03-12,92,72.0,,0.72,66.24
2013-03-13,91,72.0,,0.72,65.52
2013-03-14,96,72.0,,0.72,69.12
2013-03-15,93,72.0,,0.72,66.96
2013-03-16,70,72.0,,0.72,50.4
2013-03-17,76,72.0,,0.72,54.72
2013-03-18,95,72.0,,0.72,68.39999999999999
2013-03-19,98,72.0,,0.72,70.56
2013-03-20,97,72.0,,0.72,69.84
2013-03-21,98,72.0,,0.72,70.56
2013-03-22,83,72.0,,0.72,59.76
2013-03-23,67,72.0,,0.72,48.239999999999995
2013-03-24,74,72.0,,0.72,53.28
2013-03-25,88,72.0,,0.72,63.36
2013-03-26,98,72.0,,0.72,70.56
2013-03-27,97,72.0,,0.72,69.84
2013-03-28,91,72.0,,0.72,65.52
2013-03-29,74,72.0,,0.72,53.28
2013-03-30,62,72.0,,0.72,44.64
2013-03-31,78,72.0,,0.72,56.16
2013-04-01,77,78.0,False,0.78,60.06
2013-04-02,83,78.0,,0.78,64.74000000000001
2013-04-03,84,78.0,,0.78,65.52
2013-04-04,97,78.0,,0.78,75.66
2013-04-05,80,78.0,,0.78,62.400000000000006
2013-04-06,63,78.0,,0.78,49.14
2013-04-07,77,78.0,,0.78,60.06
2013-04-08,86,78.0,,0.78,67.08
2013-04-09,100,78.0,,0.78,78.0
2013-04-10,94,78.0,,0.78,73.32000000000001
2013-04-11,85,78.0,,0.78,66.3
2013-04-12,79,78.0,,0.78,61.620000000000005
2013-04-13,62,78.0,,0.78,48.36
2013-04-14,78,78.0,,0.78,60.84
2013-04-15,91,78.0,,0.78,70.98
2013-04-16,89,78.0,,0.78,69.42
2013-04-17,95,78.0,,0.78,74.10000000000001
2013-04-18,88,78.0,,0.78,68.64
2013-04-19,81,78.0,,0.78,63.18
2013-04-20,64,78.0,,0.78,49.92
2013-04-21,78,78.0,,0.78,60.84
