date,growth_unscaled,growth_monthly,isPartial,scale,growth
2019-08-20,98,75.0,,0.75,73.5
2019-08-21,94,75.0,,0.75,70.5
2019-08-22,96,75.0,,0.75,72.0
2019-08-23,84,75.0,,0.75,63.0
2019-08-24,64,75.0,,0.75,48.0
2019-08-25,73,75.0,,0.75,54.75
2019-08-26,90,75.0,,0.75,67.5
2019-08-27,97,75.0,,0.75,72.75
2019-08-28,100,75.0,,0.75,75.0
2019-08-29,95,75.0,,0.75,71.25
2019-08-30,91,75.0,,0.75,68.25
2019-08-31,57,75.0,,0.75,42.75
2019-09-01,55,87.0,False,0.87,47.85
2019-09-02,67,87.0,,0.87,58.29
2019-09-03,79,87.0,,0.87,68.73
2019-09-04,83,87.0,,0.87,72.21
2019-09-05,84,87.0,,0.87,73.08
2019-09-06,80,87.0,,0.87,69.6
2019-09-07,60,87.0,,0.87,52.2
2019-09-08,68,87.0,,0.87,59.16
2019-09-09,94,87.0,,0.87,81.78
2019-09-10,91,87.0,,0.87,79.17
2019-09-11,90,87.0,,0.87,78.3
2019-09-12,90,87.0,,0.87,78.3
2019-09-13,79,87.0,,0.87,68.73
2019-09-14,62,87.0,,0.87,53.94
2019-09-15,67,87.0,,0.87,58.29
2019-09-16,98,87.0,,0.87,85.26
2019-09-17,92,87.0,,0.87,80.04
2019-09-18,92,87.0,,0.87,80.04
2019-09-19,92,87.0,,0.87,80.04
2019-09-20,84,87.0,,0.87,73.08
2019-09-21,63,87.0,,0.87,54.81
2019-09-22,75,87.0,,0.87,65.25
2019-09-23,85,87.0,,0.87,73.95
2019-09-24,100,87.0,,0.87,87.0
2019-09-25,98,87.0,,0.87,85.26
2019-09-26,90,87.0,,0.87,78.3
2019-09-27,88,87.0,,0.87,76.56
2019-09-28,63,87.0,,0.87,54.81
2019-09-29,64,87.0,,0.87,55.68
2019-09-30,98,87.0,,0.87,85.26
2019-10-01,96,88.0,False,0.88,84.48
2019-10-02,95,88.0,,0.88,83.6
2019-10-03,91,88.0,,0.88,80.08
2019-10-04,81,88.0,,0.88,71.28
2019-10-05,61,88.0,,0.88,53.68
2019-10-06,66,88.0,,0.88,58.08
2019-10-07,91,88.0,,0.88,80.08
2019-10-08,90,88.0,,0.88,79.2
2019-10-09,92,88.0,,0.88,80.96
2019-10-10,89,88.0,,0.88,78.32000000000001
2019-10-11,83,88.0,,0.88,73.04
2019-10-12,55,88.0,,0.88,48.4
2019-10-13,64,88.0,,0.88,56.32
2019-10-14,86,88.0,,0.88,75.68
2019-10-15,85,88.0,,0.88,74.8
2019-10-16,88,88.0,,0.88,77.44
2019-10-17,91,88.0,,0.88,80.08
2019-10-18,76,88.0,,0.88,66.88
2019-10-19,55,88.0,,0.88,48.4
2019-10-20,69,88.0,,0.88,60.72
2019-10-21,90,88.0,,0.88,79.2
2019-10-22,89,88.0,,0.88,78.32000000000001
2019-10-23,100,88.0,,0.88,88.0
2019-10-24,87,88.0,,0.88,76.56
2019-10-25,77,88.0,,0.88,67.76
2019-10-26,56,88.0,,0.88,49.28
2019-10-27,65,88.0,,0.88,57.2
2019-10-28,85,88.0,,0.88,74.8
2019-10-29,89,88.0,,0.88,78.32000000000001
2019-10-30,86,88.0,,0.88,75.68
2019-10-31,82,88.0,,0.88,72.16
2019-11-01,80,82.0,False,0.82,65.6
2019-11-02,64,82.0,,0.82,52.48
2019-11-03,65,82.0,,0.82,53.3
2019-11-04,99,82.0,,0.82,81.17999999999999
2019-11-05,100,82.0,,0.82,82.0
2019-11-06,94,82.0,,0.82,77.08
2019-11-07,100,82.0,,0.82,82.0
2019-11-08,85,82.0,,0.82,69.7
2019-11-09,57,82.0,,0.82,46.739999999999995
2019-11-10,66,82.0,,0.82,54.12
2019-11-11,86,82.0,,0.82,70.52
2019-11-12,92,82.0,,0.82,75.44
2019-11-13,91,82.0,,0.82,74.61999999999999
2019-11-14,95,82.0,,0.82,77.89999999999999
2019-11-15,83,82.0,,0.82,68.06
2019-11-16,60,82.0,,0.82,49.199999999999996
2019-11-17,68,82.0,,0.82,55.76
2019-11-18,92,82.0,,0.82,75.44
2019-11-19,97,82.0,,0.82,79.53999999999999
2019-11-20,98,82.0,,0.82,80.36
2019-11-21,95,82.0,,0.82,77.89999999999999
2019-11-22,87,82.0,,0.82,71.33999999999999
2019-11-23,61,82.0,,0.82,50.019999999999996
2019-11-24,67,82.0,,0.82,54.94
2019-11-25,83,82.0,,0.82,68.06
2019-11-26,86,82.0,,0.82,70.52
2019-11-27,64,82.0,,0.82,52.48
2019-11-28,47,82.0,,0.82,38.54
2019-11-29,48,82.0,,0.82,39.36
2019-11-30,59,82.0,,0.82,48.379999999999995
2019-12-01,67,74.0,False,0.74,49.58
2019-12-02,86,74.0,,0.74,63.64
2019-12-03,98,74.0,,0.74,72.52
2019-12-04,90,74.0,,0.74,66.6
2019-12-05,92,74.0,,0.74,68.08
2019-12-06,88,74.0,,0.74,65.12
2019-12-07,65,74.0,,0.74,48.1
2019-12-08,66,74.0,,0.74,48.839999999999996
2019-12-09,92,74.0,,0.74,68.08
2019-12-10,96,74.0,,0.74,71.03999999999999
2019-12-11,100,74.0,,0.74,74.0
2019-12-12,87,74.0,,0.74,64.38
2019-12-13,86,74.0,,0.74,63.64
2019-12-14,65,74.0,,0.74,48.1
2019-12-15,67,74.0,,0.74,49.58
2019-12-16,89,74.0,,0.74,65.86
2019-12-17,90,74.0,,0.74,66.6
2019-12-18,77,74.0,,0.74,56.98
2019-12-19,80,74.0,,0.74,59.2
2019-12-20,72,74.0,,0.74,53.28
2019-12-21,53,74.0,,0.74,39.22
2019-12-22,51,74.0,,0.74,37.74
2019-12-23,58,74.0,,0.74,42.92
2019-12-24,54,74.0,,0.74,39.96
2019-12-25,41,74.0,,0.74,30.34
2019-12-26,55,74.0,,0.74,40.7
2019-12-27,66,74.0,,0.74,48.839999999999996
2019-12-28,59,74.0,,0.74,43.66
2019-12-29,60,74.0,,0.74,44.4
2019-12-30,62,74.0,,0.74,45.88
2019-12-31,68,74.0,,0.74,50.32
2020-01-01,56,84.0,False,0.84,47.04
2020-01-02,76,84.0,,0.84,63.839999999999996
2020-01-03,73,84.0,,0.84,61.32
2020-01-04,62,84.0,,0.84,52.08
2020-01-05,63,84.0,,0.84,52.919999999999995
2020-01-06,78,84.0,,0.84,65.52
2020-01-07,90,84.0,,0.84,75.6
2020-01-08,89,84.0,,0.84,74.75999999999999
2020-01-09,85,84.0,,0.84,71.39999999999999
2020-01-10,84,84.0,,0.84,70.56
2020-01-11,64,84.0,,0.84,53.76
2020-01-12,66,84.0,,0.84,55.44
2020-01-13,91,84.0,,0.84,76.44
2020-01-14,97,84.0,,0.84,81.48
2020-01-15,98,84.0,,0.84,82.32
2020-01-16,95,84.0,,0.84,79.8
2020-01-17,88,84.0,,0.84,73.92
2020-01-18,65,84.0,,0.84,54.6
2020-01-19,65,84.0,,0.84,54.6
2020-01-20,79,84.0,,0.84,66.36
2020-01-21,94,84.0,,0.84,78.96
2020-01-22,93,84.0,,0.84,78.11999999999999
2020-01-23,98,84.0,,0.84,82.32
2020-01-24,85,84.0,,0.84,71.39999999999999
2020-01-25,72,84.0,,0.84,60.48
2020-01-26,68,84.0,,0.84,57.12
2020-01-27,88,84.0,,0.84,73.92
2020-01-28,96,84.0,,0.84,80.64
2020-01-29,99,84.0,,0.84,83.16
2020-01-30,100,84.0,,0.84,84.0
2020-01-31,88,84.0,,0.84,73.92
2020-02-01,65,91.0,False,0.91,59.15
2020-02-02,69,91.0,,0.91,62.79
2020-02-03,82,91.0,,0.91,74.62
2020-02-04,91,91.0,,0.91,82.81
2020-02-05,99,91.0,,0.91,90.09
2020-02-06,95,91.0,,0.91,86.45
2020-02-07,91,91.0,,0.91,82.81
2020-02-08,63,91.0,,0.91,57.330000000000005
2020-02-09,78,91.0,,0.91,70.98
2020-02-10,92,91.0,,0.91,83.72
2020-02-11,97,91.0,,0.91,88.27
2020-02-12,92,91.0,,0.91,83.72
2020-02-13,94,91.0,,0.91,85.54
2020-02-14,88,91.0,,0.91,80.08
2020-02-15,65,91.0,,0.91,59.15
2020-02-16,74,91.0,,0.91,67.34
2020-02-17,83,91.0,,0.91,75.53
2020-02-18,94,91.0,,0.91,85.54
2020-02-19,93,91.0,,0.91,84.63000000000001
2020-02-20,92,91.0,,0.91,83.72
2020-02-21,77,91.0,,0.91,70.07000000000001
2020-02-22,73,91.0,,0.91,66.43
2020-02-23,80,91.0,,0.91,72.8
2020-02-24,100,91.0,,0.91,91.0
2020-02-25,99,91.0,,0.91,90.09
2020-02-26,92,91.0,,0.91,83.72
2020-02-27,93,91.0,,0.91,84.63000000000001
2020-02-28,88,91.0,,0.91,80.08
2020-02-29,65,91.0,,0.91,59.15
2020-03-01,76,87.0,False,0.87,66.12
2020-03-02,98,87.0,,0.87,85.26
2020-03-03,98,87.0,,0.87,85.26
2020-03-04,94,87.0,,0.87,81.78
2020-03-05,100,87.0,,0.87,87.0
2020-03-06,94,87.0,,0.87,81.78
2020-03-07,69,87.0,,0.87,60.03
2020-03-08,73,87.0,,0.87,63.51
2020-03-09,93,87.0,,0.87,80.91
2020-03-10,93,87.0,,0.87,80.91
2020-03-11,93,87.0,,0.87,80.91
2020-03-12,87,87.0,,0.87,75.69
2020-03-13,76,87.0,,0.87,66.12
2020-03-14,65,87.0,,0.87,56.55
2020-03-15,68,87.0,,0.87,59.16
2020-03-16,72,87.0,,0.87,62.64
2020-03-17,80,87.0,,0.87,69.6
2020-03-18,78,87.0,,0.87,67.86
2020-03-19,82,87.0,,0.87,71.34
2020-03-20,73,87.0,,0.87,63.51
2020-03-21,68,87.0,,0.87,59.16
2020-03-22,77,87.0,,0.87,66.99
2020-03-23,88,87.0,,0.87,76.56
2020-03-24,90,87.0,,0.87,78.3
2020-03-25,94,87.0,,0.87,81.78
2020-03-26,96,87.0,,0.87,83.52
2020-03-27,91,87.0,,0.87,79.17
2020-03-28,74,87.0,,0.87,64.38
2020-03-29,86,87.0,,0.87,74.82
2020-03-30,96,87.0,,0.87,83.52
2020-03-31,97,87.0,,0.87,84.39
2020-04-01,85,100.0,False,1.0,85.0
2020-04-02,88,100.0,,1.0,88.0
2020-04-03,87,100.0,,1.0,87.0
2020-04-04,74,100.0,,1.0,74.0
2020-04-05,75,100.0,,1.0,75.0
2020-04-06,86,100.0,,1.0,86.0
2020-04-07,91,100.0,,1.0,91.0
2020-04-08,89,100.0,,1.0,89.0
2020-04-09,89,100.0,,1.0,89.0
2020-04-10,80,100.0,,1.0,80.0
2020-04-11,73,100.0,,1.0,73.0
2020-04-12,69,100.0,,1.0,69.0
2020-04-13,86,100.0,,1.0,86.0
2020-04-14,94,100.0,,1.0,94.0
2020-04-15,89,100.0,,1.0,89.0
2020-04-16,94,100.0,,1.0,94.0
2020-04-17,90,100.0,,1.0,90.0
2020-04-18,78,100.0,,1.0,78.0
2020-04-19,84,100.0,,1.0,84.0
2020-04-20,98,100.0,,1.0,98.0
2020-04-21,91,100.0,,1.0,91.0
2020-04-22,100,100.0,,1.0,100.0
2020-04-23,93,100.0,,1.0,93.0
2020-04-24,93,100.0,,1.0,93.0
2020-04-25,77,100.0,,1.0,77.0
2020-04-26,85,100.0,,1.0,85.0
2020-04-27,92,100.0,,1.0,92.0
2020-04-28,96,100.0,,1.0,96.0
2020-04-29,96,100.0,,1.0,96.0
2020-04-30,97,100.0,,1.0,97.0
2020-05-01,89,93.0,False,0.93,82.77000000000001
2020-05-02,79,93.0,,0.93,73.47
2020-05-03,80,93.0,,0.93,74.4
2020-05-04,100,93.0,,0.93,93.0
2020-05-05,95,93.0,,0.93,88.35000000000001
2020-05-06,95,93.0,,0.93,88.35000000000001
2020-05-07,90,93.0,,0.93,83.7
2020-05-08,90,93.0,,0.93,83.7
2020-05-09,76,93.0,,0.93,70.68
2020-05-10,68,93.0,,0.93,63.24
2020-05-11,87,93.0,,0.93,80.91000000000001
2020-05-12,91,93.0,,0.93,84.63000000000001
2020-05-13,89,93.0,,0.93,82.77000000000001
2020-05-14,88,93.0,,0.93,81.84
2020-05-15,87,93.0,,0.93,80.91000000000001
2020-05-16,75,93.0,,0.93,69.75
2020-05-17,76,93.0,,0.93,70.68
2020-05-18,82,93.0,,0.93,76.26
2020-05-19,89,93.0,,0.93,82.77000000000001
2020-05-20,82,93.0,,0.93,76.26
2020-05-21,90,93.0,,0.93,83.7
2020-05-22,80,93.0,,0.93,74.4
2020-05-23,73,93.0,,0.93,67.89
2020-05-24,75,93.0,,0.93,69.75
2020-05-25,75,93.0,,0.93,69.75
2020-05-26,83,93.0,,0.93,77.19
2020-05-27,81,93.0,,0.93,75.33
2020-05-28,86,93.0,,0.93,79.98
2020-05-29,86,93.0,,0.93,79.98
2020-05-30,70,93.0,,0.93,65.10000000000001
2020-05-31,70,93.0,,0.93,65.10000000000001
2020-06-01,86,82.0,False,0.82,70.52
2020-06-02,93,82.0,,0.82,76.25999999999999
2020-06-03,95,82.0,,0.82,77.89999999999999
2020-06-04,92,82.0,,0.82,75.44
2020-06-05,91,82.0,,0.82,74.61999999999999
2020-06-06,83,82.0,,0.82,68.06
2020-06-07,88,82.0,,0.82,72.16
2020-06-08,94,82.0,,0.82,77.08
2020-06-09,97,82.0,,0.82,79.53999999999999
2020-06-10,99,82.0,,0.82,81.17999999999999
2020-06-11,96,82.0,,0.82,78.72
2020-06-12,92,82.0,,0.82,75.44
2020-06-13,83,82.0,,0.82,68.06
2020-06-14,86,82.0,,0.82,70.52
2020-06-15,93,82.0,,0.82,76.25999999999999
2020-06-16,100,82.0,,0.82,82.0
2020-06-17,96,82.0,,0.82,78.72
2020-06-18,90,82.0,,0.82,73.8
2020-06-19,90,82.0,,0.82,73.8
2020-06-20,78,82.0,,0.82,63.959999999999994
2020-06-21,75,82.0,,0.82,61.49999999999999
2020-06-22,95,82.0,,0.82,77.89999999999999
2020-06-23,91,82.0,,0.82,74.61999999999999
2020-06-24,97,82.0,,0.82,79.53999999999999
2020-06-25,91,82.0,,0.82,74.61999999999999
2020-06-26,83,82.0,,0.82,68.06
2020-06-27,79,82.0,,0.82,64.78
2020-06-28,86,82.0,,0.82,70.52
2020-06-29,92,82.0,,0.82,75.44
2020-06-30,90,82.0,,0.82,73.8
2020-07-01,90,79.0,False,0.79,71.10000000000001
2020-07-02,91,79.0,,0.79,71.89
2020-07-03,80,79.0,,0.79,63.2
2020-07-04,75,79.0,,0.79,59.25
2020-07-05,80,79.0,,0.79,63.2
2020-07-06,94,79.0,,0.79,74.26
2020-07-07,90,79.0,,0.79,71.10000000000001
2020-07-08,95,79.0,,0.79,75.05
2020-07-09,97,79.0,,0.79,76.63000000000001
2020-07-10,94,79.0,,0.79,74.26
2020-07-11,77,79.0,,0.79,60.830000000000005
2020-07-12,79,79.0,,0.79,62.410000000000004
2020-07-13,100,79.0,,0.79,79.0
2020-07-14,87,79.0,,0.79,68.73
2020-07-15,87,79.0,,0.79,68.73
2020-07-16,95,79.0,,0.79,75.05
2020-07-17,87,79.0,,0.79,68.73
2020-07-18,78,79.0,,0.79,61.620000000000005
2020-07-19,83,79.0,,0.79,65.57000000000001
2020-07-20,92,79.0,,0.79,72.68
2020-07-21,94,79.0,,0.79,74.26
2020-07-22,95,79.0,,0.79,75.05
2020-07-23,90,79.0,,0.79,71.10000000000001
2020-07-24,81,79.0,,0.79,63.99
2020-07-25,79,79.0,,0.79,62.410000000000004
2020-07-26,81,79.0,,0.79,63.99
2020-07-27,91,79.0,,0.79,71.89
2020-07-28,92,79.0,,0.79,72.68
2020-07-29,97,79.0,,0.79,76.63000000000001
2020-07-30,92,79.0,,0.79,72.68
2020-07-31,89,79.0,,0.79,70.31
2020-08-01,70,80.0,False,0.8,56.0
2020-08-02,74,80.0,,0.8,59.2
2020-08-03,81,80.0,,0.8,64.8
2020-08-04,74,80.0,,0.8,59.2
2020-08-05,80,80.0,,0.8,64.0
2020-08-06,79,80.0,,0.8,63.2
2020-08-07,78,80.0,,0.8,62.400000000000006
2020-08-08,69,80.0,,0.8,55.2
2020-08-09,76,80.0,,0.8,60.800000000000004
2020-08-10,76,80.0,,0.8,60.800000000000004
2020-08-11,82,80.0,,0.8,65.60000000000001
2020-08-12,77,80.0,,0.8,61.6
2020-08-13,88,80.0,,0.8,70.4
2020-08-14,80,80.0,,0.8,64.0
2020-08-15,65,80.0,,0.8,52.0
2020-08-16,71,80.0,,0.8,56.800000000000004
2020-08-17,76,80.0,,0.8,60.800000000000004
2020-08-18,85,80.0,,0.8,68.0
2020-08-19,87,80.0,,0.8,69.60000000000001
2020-08-20,86,80.0,,0.8,68.8
2020-08-21,84,80.0,,0.8,67.2
2020-08-22,75,80.0,,0.8,60.0
2020-08-23,73,80.0,,0.8,58.400000000000006
2020-08-24,89,80.0,,0.8,71.2
2020-08-25,98,80.0,,0.8,78.4
2020-08-26,100,80.0,,0.8,80.0
2020-08-27,92,80.0,,0.8,73.60000000000001
2020-08-28,91,80.0,,0.8,72.8
2020-08-29,71,80.0,,0.8,56.800000000000004
2020-08-30,81,80.0,,0.8,64.8
2020-08-31,97,80.0,,0.8,77.60000000000001
2020-09-01,80,99.0,False,0.99,79.2
2020-09-02,87,99.0,,0.99,86.13
2020-09-03,82,99.0,,0.99,81.17999999999999
2020-09-04,77,99.0,,0.99,76.23
2020-09-05,62,99.0,,0.99,61.38
2020-09-06,68,99.0,,0.99,67.32
2020-09-07,68,99.0,,0.99,67.32
2020-09-08,85,99.0,,0.99,84.15
2020-09-09,87,99.0,,0.99,86.13
2020-09-10,85,99.0,,0.99,84.15
2020-09-11,82,99.0,,0.99,81.17999999999999
2020-09-12,61,99.0,,0.99,60.39
2020-09-13,66,99.0,,0.99,65.34
2020-09-14,82,99.0,,0.99,81.17999999999999
2020-09-15,86,99.0,,0.99,85.14
2020-09-16,97,99.0,,0.99,96.03
2020-09-17,96,99.0,,0.99,95.03999999999999
2020-09-18,87,99.0,,0.99,86.13
2020-09-19,57,99.0,,0.99,56.43
2020-09-20,73,99.0,,0.99,72.27
2020-09-21,88,99.0,,0.99,87.12
2020-09-22,92,99.0,,0.99,91.08
2020-09-23,88,99.0,,0.99,87.12
2020-09-24,100,99.0,,0.99,99.0
2020-09-25,87,99.0,,0.99,86.13
2020-09-26,59,99.0,,0.99,58.41
2020-09-27,67,99.0,,0.99,66.33
2020-09-28,85,99.0,,0.99,84.15
2020-09-29,86,99.0,,0.99,85.14
2020-09-30,92,99.0,,0.99,91.08
2020-10-01,97,94.0,False,0.94,91.17999999999999
2020-10-02,88,94.0,,0.94,82.72
2020-10-03,62,94.0,,0.94,58.279999999999994
2020-10-04,72,94.0,,0.94,67.67999999999999
2020-10-05,95,94.0,,0.94,89.3
2020-10-06,94,94.0,,0.94,88.36
2020-10-07,95,94.0,,0.94,89.3
2020-10-08,94,94.0,,0.94,88.36
2020-10-09,84,94.0,,0.94,78.96
2020-10-10,66,94.0,,0.94,62.04
2020-10-11,74,94.0,,0.94,69.56
2020-10-12,83,94.0,,0.94,78.02
2020-10-13,90,94.0,,0.94,84.6
2020-10-14,88,94.0,,0.94,82.72
2020-10-15,87,94.0,,0.94,81.78
2020-10-16,82,94.0,,0.94,77.08
2020-10-17,66,94.0,,0.94,62.04
2020-10-18,74,94.0,,0.94,69.56
2020-10-19,85,94.0,,0.94,79.89999999999999
2020-10-20,90,94.0,,0.94,84.6
2020-10-21,88,94.0,,0.94,82.72
2020-10-22,91,94.0,,0.94,85.53999999999999
2020-10-23,83,94.0,,0.94,78.02
2020-10-24,59,94.0,,0.94,55.459999999999994
2020-10-25,68,94.0,,0.94,63.919999999999995
2020-10-26,88,94.0,,0.94,82.72
2020-10-27,83,94.0,,0.94,78.02
2020-10-28,87,94.0,,0.94,81.78
2020-10-29,100,94.0,,0.94,94.0
2020-10-30,88,94.0,,0.94,82.72
2020-10-31,54,94.0,,0.94,50.76
2020-11-01,73,80.0,True,0.8,58.400000000000006
2020-11-02,93,80.0,,0.8,74.4
2020-11-03,93,80.0,,0.8,74.4
2020-11-04,53,80.0,,0.8,42.400000000000006
2020-11-05,76,80.0,,0.8,60.800000000000004
2020-11-06,77,80.0,,0.8,61.6
2020-11-07,60,80.0,,0.8,48.0
2020-11-08,74,80.0,,0.8,59.2
2020-11-09,98,80.0,,0.8,78.4
2020-11-10,97,80.0,,0.8,77.60000000000001
2020-11-11,85,80.0,,0.8,68.0
2020-11-12,97,80.0,,0.8,77.60000000000001
2020-11-13,92,80.0,,0.8,73.60000000000001
2020-11-14,66,80.0,,0.8,52.800000000000004
2020-11-15,72,80.0,,0.8,57.6
2020-11-16,98,80.0,,0.8,78.4
2020-11-17,100,80.0,,0.8,80.0
2020-11-18,93,80.0,,0.8,74.4
2020-11-19,95,80.0,,0.8,76.0
2020-11-20,86,80.0,,0.8,68.8
2020-11-21,65,80.0,,0.8,52.0
2020-11-22,69,80.0,,0.8,55.2
2020-11-23,86,80.0,,0.8,68.8
2020-11-24,89,80.0,,0.8,71.2
2020-11-25,73,80.0,,0.8,58.400000000000006
2020-11-26,56,80.0,,0.8,44.800000000000004
2020-11-27,58,80.0,,0.8,46.400000000000006
2020-11-28,66,80.0,,0.8,52.800000000000004
