date,kitchen_unscaled,kitchen_monthly,isPartial,scale,kitchen
2011-09-03,92,55.0,,0.55,50.6
2011-09-04,93,55.0,,0.55,51.150000000000006
2011-09-05,93,55.0,,0.55,51.150000000000006
2011-09-06,82,55.0,,0.55,45.1
2011-09-07,78,55.0,,0.55,42.900000000000006
2011-09-08,69,55.0,,0.55,37.95
2011-09-09,74,55.0,,0.55,40.7
2011-09-10,78,55.0,,0.55,42.900000000000006
2011-09-11,84,55.0,,0.55,46.2
2011-09-12,77,55.0,,0.55,42.35
2011-09-13,84,55.0,,0.55,46.2
2011-09-14,79,55.0,,0.55,43.45
2011-09-15,73,55.0,,0.55,40.150000000000006
2011-09-16,74,55.0,,0.55,40.7
2011-09-17,91,55.0,,0.55,50.050000000000004
2011-09-18,90,55.0,,0.55,49.50000000000001
2011-09-19,75,55.0,,0.55,41.25
2011-09-20,100,55.0,,0.55,55.00000000000001
2011-09-21,79,55.0,,0.55,43.45
2011-09-22,77,55.0,,0.55,42.35
2011-09-23,73,55.0,,0.55,40.150000000000006
2011-09-24,95,55.0,,0.55,52.25000000000001
2011-09-25,94,55.0,,0.55,51.7
2011-09-26,78,55.0,,0.55,42.900000000000006
2011-09-27,74,55.0,,0.55,40.7
2011-09-28,78,55.0,,0.55,42.900000000000006
2011-09-29,75,55.0,,0.55,41.25
2011-09-30,76,55.0,,0.55,41.800000000000004
2011-10-01,95,55.0,False,0.55,52.25000000000001
2011-10-02,89,55.0,,0.55,48.95
2011-10-03,68,55.0,,0.55,37.400000000000006
2011-10-04,72,55.0,,0.55,39.6
2011-10-05,72,55.0,,0.55,39.6
2011-10-06,64,55.0,,0.55,35.2
2011-10-07,72,55.0,,0.55,39.6
2011-10-08,96,55.0,,0.55,52.800000000000004
2011-10-09,85,55.0,,0.55,46.75000000000001
2011-10-10,76,55.0,,0.55,41.800000000000004
2011-10-11,73,55.0,,0.55,40.150000000000006
2011-10-12,72,55.0,,0.55,39.6
2011-10-13,70,55.0,,0.55,38.5
2011-10-14,71,55.0,,0.55,39.050000000000004
2011-10-15,83,55.0,,0.55,45.650000000000006
2011-10-16,91,55.0,,0.55,50.050000000000004
2011-10-17,77,55.0,,0.55,42.35
2011-10-18,75,55.0,,0.55,41.25
2011-10-19,75,55.0,,0.55,41.25
2011-10-20,74,55.0,,0.55,40.7
2011-10-21,76,55.0,,0.55,41.800000000000004
2011-10-22,97,55.0,,0.55,53.35
2011-10-23,92,55.0,,0.55,50.6
2011-10-24,81,55.0,,0.55,44.550000000000004
2011-10-25,73,55.0,,0.55,40.150000000000006
2011-10-26,69,55.0,,0.55,37.95
2011-10-27,76,55.0,,0.55,41.800000000000004
2011-10-28,77,55.0,,0.55,42.35
2011-10-29,92,55.0,,0.55,50.6
2011-10-30,100,55.0,,0.55,55.00000000000001
2011-10-31,73,55.0,,0.55,40.150000000000006
2011-11-01,62,60.0,False,0.6,37.199999999999996
2011-11-02,66,60.0,,0.6,39.6
2011-11-03,62,60.0,,0.6,37.199999999999996
2011-11-04,71,60.0,,0.6,42.6
2011-11-05,89,60.0,,0.6,53.4
2011-11-06,82,60.0,,0.6,49.199999999999996
2011-11-07,71,60.0,,0.6,42.6
2011-11-08,65,60.0,,0.6,39.0
2011-11-09,66,60.0,,0.6,39.6
2011-11-10,65,60.0,,0.6,39.0
2011-11-11,70,60.0,,0.6,42.0
2011-11-12,100,60.0,,0.6,60.0
2011-11-13,89,60.0,,0.6,53.4
2011-11-14,70,60.0,,0.6,42.0
2011-11-15,70,60.0,,0.6,42.0
2011-11-16,70,60.0,,0.6,42.0
2011-11-17,71,60.0,,0.6,42.6
2011-11-18,70,60.0,,0.6,42.0
2011-11-19,90,60.0,,0.6,54.0
2011-11-20,94,60.0,,0.6,56.4
2011-11-21,78,60.0,,0.6,46.8
2011-11-22,78,60.0,,0.6,46.8
2011-11-23,80,60.0,,0.6,48.0
2011-11-24,88,60.0,,0.6,52.8
2011-11-25,82,60.0,,0.6,49.199999999999996
2011-11-26,89,60.0,,0.6,53.4
2011-11-27,94,60.0,,0.6,56.4
2011-11-28,77,60.0,,0.6,46.199999999999996
2011-11-29,73,60.0,,0.6,43.8
2011-11-30,69,60.0,,0.6,41.4
2011-12-01,72,63.0,False,0.63,45.36
2011-12-02,81,63.0,,0.63,51.03
2011-12-03,97,63.0,,0.63,61.11
2011-12-04,96,63.0,,0.63,60.480000000000004
2011-12-05,76,63.0,,0.63,47.88
2011-12-06,76,63.0,,0.63,47.88
2011-12-07,78,63.0,,0.63,49.14
2011-12-08,81,63.0,,0.63,51.03
2011-12-09,83,63.0,,0.63,52.29
2011-12-10,90,63.0,,0.63,56.7
2011-12-11,100,63.0,,0.63,63.0
2011-12-12,84,63.0,,0.63,52.92
2011-12-13,82,63.0,,0.63,51.660000000000004
2011-12-14,78,63.0,,0.63,49.14
2011-12-15,83,63.0,,0.63,52.29
2011-12-16,77,63.0,,0.63,48.51
2011-12-17,93,63.0,,0.63,58.59
2011-12-18,98,63.0,,0.63,61.74
2011-12-19,83,63.0,,0.63,52.29
2011-12-20,81,63.0,,0.63,51.03
2011-12-21,80,63.0,,0.63,50.4
2011-12-22,84,63.0,,0.63,52.92
2011-12-23,85,63.0,,0.63,53.55
2011-12-24,90,63.0,,0.63,56.7
2011-12-25,75,63.0,,0.63,47.25
2011-12-26,86,63.0,,0.63,54.18
2011-12-27,89,63.0,,0.63,56.07
2011-12-28,87,63.0,,0.63,54.81
2011-12-29,88,63.0,,0.63,55.44
2011-12-30,89,63.0,,0.63,56.07
2011-12-31,95,63.0,,0.63,59.85
2012-01-01,95,61.0,False,0.61,57.949999999999996
2012-01-02,96,61.0,,0.61,58.56
2012-01-03,79,61.0,,0.61,48.19
2012-01-04,79,61.0,,0.61,48.19
2012-01-05,77,61.0,,0.61,46.97
2012-01-06,77,61.0,,0.61,46.97
2012-01-07,97,61.0,,0.61,59.17
2012-01-08,100,61.0,,0.61,61.0
2012-01-09,77,61.0,,0.61,46.97
2012-01-10,74,61.0,,0.61,45.14
2012-01-11,80,61.0,,0.61,48.8
2012-01-12,79,61.0,,0.61,48.19
2012-01-13,78,61.0,,0.61,47.58
2012-01-14,97,61.0,,0.61,59.17
2012-01-15,99,61.0,,0.61,60.39
2012-01-16,88,61.0,,0.61,53.68
2012-01-17,70,61.0,,0.61,42.699999999999996
2012-01-18,73,61.0,,0.61,44.53
2012-01-19,86,61.0,,0.61,52.46
2012-01-20,81,61.0,,0.61,49.41
2012-01-21,97,61.0,,0.61,59.17
2012-01-22,99,61.0,,0.61,60.39
2012-01-23,77,61.0,,0.61,46.97
2012-01-24,72,61.0,,0.61,43.92
2012-01-25,71,61.0,,0.61,43.31
2012-01-26,78,61.0,,0.61,47.58
2012-01-27,76,61.0,,0.61,46.36
2012-01-28,95,61.0,,0.61,57.949999999999996
2012-01-29,98,61.0,,0.61,59.78
2012-01-30,77,61.0,,0.61,46.97
2012-01-31,75,61.0,,0.61,45.75
2012-02-01,66,59.0,False,0.59,38.94
2012-02-02,91,59.0,,0.59,53.69
2012-02-03,85,59.0,,0.59,50.15
2012-02-04,100,59.0,,0.59,59.0
2012-02-05,93,59.0,,0.59,54.87
2012-02-06,71,59.0,,0.59,41.89
2012-02-07,68,59.0,,0.59,40.12
2012-02-08,72,59.0,,0.59,42.48
2012-02-09,78,59.0,,0.59,46.019999999999996
2012-02-10,77,59.0,,0.59,45.43
2012-02-11,95,59.0,,0.59,56.05
2012-02-12,86,59.0,,0.59,50.739999999999995
2012-02-13,70,59.0,,0.59,41.3
2012-02-14,69,59.0,,0.59,40.71
2012-02-15,71,59.0,,0.59,41.89
2012-02-16,70,59.0,,0.59,41.3
2012-02-17,72,59.0,,0.59,42.48
2012-02-18,87,59.0,,0.59,51.33
2012-02-19,95,59.0,,0.59,56.05
2012-02-20,86,59.0,,0.59,50.739999999999995
2012-02-21,75,59.0,,0.59,44.25
2012-02-22,69,59.0,,0.59,40.71
2012-02-23,65,59.0,,0.59,38.35
2012-02-24,85,59.0,,0.59,50.15
2012-02-25,97,59.0,,0.59,57.23
2012-02-26,93,59.0,,0.59,54.87
2012-02-27,70,59.0,,0.59,41.3
2012-02-28,66,59.0,,0.59,38.94
2012-02-29,69,59.0,,0.59,40.71
2012-03-01,72,55.0,False,0.55,39.6
2012-03-02,72,55.0,,0.55,39.6
2012-03-03,100,55.0,,0.55,55.00000000000001
2012-03-04,91,55.0,,0.55,50.050000000000004
2012-03-05,79,55.0,,0.55,43.45
2012-03-06,64,55.0,,0.55,35.2
2012-03-07,65,55.0,,0.55,35.75
2012-03-08,64,55.0,,0.55,35.2
2012-03-09,64,55.0,,0.55,35.2
2012-03-10,83,55.0,,0.55,45.650000000000006
2012-03-11,81,55.0,,0.55,44.550000000000004
2012-03-12,75,55.0,,0.55,41.25
2012-03-13,61,55.0,,0.55,33.550000000000004
2012-03-14,70,55.0,,0.55,38.5
2012-03-15,66,55.0,,0.55,36.300000000000004
2012-03-16,59,55.0,,0.55,32.45
2012-03-17,76,55.0,,0.55,41.800000000000004
2012-03-18,78,55.0,,0.55,42.900000000000006
2012-03-19,62,55.0,,0.55,34.1
2012-03-20,64,55.0,,0.55,35.2
2012-03-21,66,55.0,,0.55,36.300000000000004
2012-03-22,63,55.0,,0.55,34.650000000000006
2012-03-23,65,55.0,,0.55,35.75
2012-03-24,82,55.0,,0.55,45.1
2012-03-25,79,55.0,,0.55,43.45
2012-03-26,62,55.0,,0.55,34.1
2012-03-27,59,55.0,,0.55,32.45
2012-03-28,63,55.0,,0.55,34.650000000000006
2012-03-29,67,55.0,,0.55,36.85
2012-03-30,62,55.0,,0.55,34.1
2012-03-31,72,55.0,,0.55,39.6
2012-04-01,94,52.0,False,0.52,48.88
2012-04-02,78,52.0,,0.52,40.56
2012-04-03,70,52.0,,0.52,36.4
2012-04-04,76,52.0,,0.52,39.52
2012-04-05,75,52.0,,0.52,39.0
2012-04-06,75,52.0,,0.52,39.0
2012-04-07,87,52.0,,0.52,45.24
2012-04-08,83,52.0,,0.52,43.160000000000004
2012-04-09,70,52.0,,0.52,36.4
2012-04-10,70,52.0,,0.52,36.4
2012-04-11,69,52.0,,0.52,35.88
2012-04-12,76,52.0,,0.52,39.52
2012-04-13,82,52.0,,0.52,42.64
2012-04-14,88,52.0,,0.52,45.760000000000005
2012-04-15,88,52.0,,0.52,45.760000000000005
2012-04-16,73,52.0,,0.52,37.96
2012-04-17,75,52.0,,0.52,39.0
2012-04-18,68,52.0,,0.52,35.36
2012-04-19,78,52.0,,0.52,40.56
2012-04-20,77,52.0,,0.52,40.04
2012-04-21,94,52.0,,0.52,48.88
2012-04-22,99,52.0,,0.52,51.480000000000004
2012-04-23,81,52.0,,0.52,42.120000000000005
2012-04-24,76,52.0,,0.52,39.52
2012-04-25,77,52.0,,0.52,40.04
2012-04-26,75,52.0,,0.52,39.0
2012-04-27,75,52.0,,0.52,39.0
2012-04-28,100,52.0,,0.52,52.0
2012-04-29,94,52.0,,0.52,48.88
2012-04-30,76,52.0,,0.52,39.52
2012-05-01,72,53.0,False,0.53,38.160000000000004
2012-05-02,77,53.0,,0.53,40.81
2012-05-03,73,53.0,,0.53,38.690000000000005
2012-05-04,79,53.0,,0.53,41.870000000000005
2012-05-05,83,53.0,,0.53,43.99
2012-05-06,86,53.0,,0.53,45.580000000000005
2012-05-07,81,53.0,,0.53,42.93
2012-05-08,86,53.0,,0.53,45.580000000000005
2012-05-09,78,53.0,,0.53,41.34
2012-05-10,77,53.0,,0.53,40.81
2012-05-11,82,53.0,,0.53,43.46
2012-05-12,95,53.0,,0.53,50.35
2012-05-13,100,53.0,,0.53,53.0
2012-05-14,74,53.0,,0.53,39.22
2012-05-15,76,53.0,,0.53,40.28
2012-05-16,75,53.0,,0.53,39.75
2012-05-17,73,53.0,,0.53,38.690000000000005
2012-05-18,74,53.0,,0.53,39.22
2012-05-19,91,53.0,,0.53,48.230000000000004
2012-05-20,90,53.0,,0.53,47.7
2012-05-21,76,53.0,,0.53,40.28
2012-05-22,79,53.0,,0.53,41.870000000000005
2012-05-23,81,53.0,,0.53,42.93
2012-05-24,73,53.0,,0.53,38.690000000000005
2012-05-25,82,53.0,,0.53,43.46
2012-05-26,94,53.0,,0.53,49.82
2012-05-27,100,53.0,,0.53,53.0
2012-05-28,91,53.0,,0.53,48.230000000000004
2012-05-29,81,53.0,,0.53,42.93
2012-05-30,77,53.0,,0.53,40.81
2012-05-31,75,53.0,,0.53,39.75
2012-06-01,77,56.0,False,0.56,43.120000000000005
2012-06-02,93,56.0,,0.56,52.080000000000005
2012-06-03,97,56.0,,0.56,54.32000000000001
2012-06-04,84,56.0,,0.56,47.040000000000006
2012-06-05,87,56.0,,0.56,48.720000000000006
2012-06-06,86,56.0,,0.56,48.160000000000004
2012-06-07,88,56.0,,0.56,49.28
2012-06-08,80,56.0,,0.56,44.800000000000004
2012-06-09,96,56.0,,0.56,53.760000000000005
2012-06-10,97,56.0,,0.56,54.32000000000001
2012-06-11,88,56.0,,0.56,49.28
2012-06-12,88,56.0,,0.56,49.28
2012-06-13,86,56.0,,0.56,48.160000000000004
2012-06-14,86,56.0,,0.56,48.160000000000004
2012-06-15,79,56.0,,0.56,44.24
2012-06-16,96,56.0,,0.56,53.760000000000005
2012-06-17,96,56.0,,0.56,53.760000000000005
2012-06-18,80,56.0,,0.56,44.800000000000004
2012-06-19,90,56.0,,0.56,50.400000000000006
2012-06-20,90,56.0,,0.56,50.400000000000006
2012-06-21,87,56.0,,0.56,48.720000000000006
2012-06-22,81,56.0,,0.56,45.36000000000001
2012-06-23,100,56.0,,0.56,56.00000000000001
2012-06-24,100,56.0,,0.56,56.00000000000001
2012-06-25,84,56.0,,0.56,47.040000000000006
2012-06-26,85,56.0,,0.56,47.6
2012-06-27,86,56.0,,0.56,48.160000000000004
2012-06-28,79,56.0,,0.56,44.24
2012-06-29,81,56.0,,0.56,45.36000000000001
2012-06-30,94,56.0,,0.56,52.64000000000001
2012-07-01,79,58.0,False,0.58,45.82
2012-07-02,76,58.0,,0.58,44.08
2012-07-03,81,58.0,,0.58,46.98
2012-07-04,89,58.0,,0.58,51.62
2012-07-05,79,58.0,,0.58,45.82
2012-07-06,76,58.0,,0.58,44.08
2012-07-07,89,58.0,,0.58,51.62
2012-07-08,95,58.0,,0.58,55.099999999999994
2012-07-09,79,58.0,,0.58,45.82
2012-07-10,80,58.0,,0.58,46.4
2012-07-11,77,58.0,,0.58,44.66
2012-07-12,81,58.0,,0.58,46.98
2012-07-13,78,58.0,,0.58,45.239999999999995
2012-07-14,88,58.0,,0.58,51.04
2012-07-15,100,58.0,,0.58,57.99999999999999
2012-07-16,79,58.0,,0.58,45.82
2012-07-17,79,58.0,,0.58,45.82
2012-07-18,75,58.0,,0.58,43.5
2012-07-19,80,58.0,,0.58,46.4
2012-07-20,80,58.0,,0.58,46.4
2012-07-21,87,58.0,,0.58,50.459999999999994
2012-07-22,95,58.0,,0.58,55.099999999999994
2012-07-23,76,58.0,,0.58,44.08
2012-07-24,81,58.0,,0.58,46.98
2012-07-25,78,58.0,,0.58,45.239999999999995
2012-07-26,85,58.0,,0.58,49.3
2012-07-27,70,58.0,,0.58,40.599999999999994
2012-07-28,91,58.0,,0.58,52.779999999999994
2012-07-29,96,58.0,,0.58,55.67999999999999
2012-07-30,76,58.0,,0.58,44.08
2012-07-31,80,58.0,,0.58,46.4
2012-08-01,73,56.0,False,0.56,40.88
2012-08-02,78,56.0,,0.56,43.68000000000001
2012-08-03,74,56.0,,0.56,41.440000000000005
2012-08-04,90,56.0,,0.56,50.400000000000006
2012-08-05,94,56.0,,0.56,52.64000000000001
2012-08-06,81,56.0,,0.56,45.36000000000001
2012-08-07,77,56.0,,0.56,43.120000000000005
2012-08-08,79,56.0,,0.56,44.24
2012-08-09,76,56.0,,0.56,42.56
2012-08-10,77,56.0,,0.56,43.120000000000005
2012-08-11,92,56.0,,0.56,51.52
2012-08-12,93,56.0,,0.56,52.080000000000005
2012-08-13,82,56.0,,0.56,45.92
2012-08-14,80,56.0,,0.56,44.800000000000004
2012-08-15,84,56.0,,0.56,47.040000000000006
2012-08-16,80,56.0,,0.56,44.800000000000004
2012-08-17,77,56.0,,0.56,43.120000000000005
2012-08-18,95,56.0,,0.56,53.2
2012-08-19,100,56.0,,0.56,56.00000000000001
2012-08-20,80,56.0,,0.56,44.800000000000004
2012-08-21,84,56.0,,0.56,47.040000000000006
2012-08-22,79,56.0,,0.56,44.24
2012-08-23,76,56.0,,0.56,42.56
2012-08-24,76,56.0,,0.56,42.56
2012-08-25,94,56.0,,0.56,52.64000000000001
2012-08-26,93,56.0,,0.56,52.080000000000005
2012-08-27,80,56.0,,0.56,44.800000000000004
2012-08-28,77,56.0,,0.56,43.120000000000005
2012-08-29,75,56.0,,0.56,42.00000000000001
2012-08-30,72,56.0,,0.56,40.32000000000001
2012-08-31,70,56.0,,0.56,39.2
2012-09-01,92,54.0,False,0.54,49.68000000000001
2012-09-02,98,54.0,,0.54,52.92
2012-09-03,93,54.0,,0.54,50.220000000000006
2012-09-04,83,54.0,,0.54,44.82
2012-09-05,80,54.0,,0.54,43.2
2012-09-06,78,54.0,,0.54,42.120000000000005
2012-09-07,79,54.0,,0.54,42.660000000000004
2012-09-08,93,54.0,,0.54,50.220000000000006
2012-09-09,95,54.0,,0.54,51.300000000000004
2012-09-10,76,54.0,,0.54,41.040000000000006
2012-09-11,82,54.0,,0.54,44.28
2012-09-12,74,54.0,,0.54,39.96
2012-09-13,76,54.0,,0.54,41.040000000000006
2012-09-14,74,54.0,,0.54,39.96
2012-09-15,91,54.0,,0.54,49.14
2012-09-16,95,54.0,,0.54,51.300000000000004
2012-09-17,81,54.0,,0.54,43.74
2012-09-18,80,54.0,,0.54,43.2
2012-09-19,78,54.0,,0.54,42.120000000000005
2012-09-20,72,54.0,,0.54,38.88
2012-09-21,75,54.0,,0.54,40.5
2012-09-22,93,54.0,,0.54,50.220000000000006
2012-09-23,92,54.0,,0.54,49.68000000000001
2012-09-24,76,54.0,,0.54,41.040000000000006
2012-09-25,72,54.0,,0.54,38.88
2012-09-26,72,54.0,,0.54,38.88
2012-09-27,77,54.0,,0.54,41.580000000000005
2012-09-28,78,54.0,,0.54,42.120000000000005
2012-09-29,96,54.0,,0.54,51.84
2012-09-30,100,54.0,,0.54,54.0
2012-10-01,81,53.0,False,0.53,42.93
2012-10-02,81,53.0,,0.53,42.93
2012-10-03,77,53.0,,0.53,40.81
2012-10-04,78,53.0,,0.53,41.34
2012-10-05,82,53.0,,0.53,43.46
2012-10-06,98,53.0,,0.53,51.940000000000005
2012-10-07,98,53.0,,0.53,51.940000000000005
2012-10-08,88,53.0,,0.53,46.64
2012-10-09,80,53.0,,0.53,42.400000000000006
2012-10-10,75,53.0,,0.53,39.75
2012-10-11,80,53.0,,0.53,42.400000000000006
2012-10-12,77,53.0,,0.53,40.81
2012-10-13,100,53.0,,0.53,53.0
2012-10-14,94,53.0,,0.53,49.82
2012-10-15,78,53.0,,0.53,41.34
2012-10-16,92,53.0,,0.53,48.760000000000005
2012-10-17,84,53.0,,0.53,44.52
2012-10-18,82,53.0,,0.53,43.46
2012-10-19,83,53.0,,0.53,43.99
2012-10-20,97,53.0,,0.53,51.410000000000004
2012-10-21,98,53.0,,0.53,51.940000000000005
2012-10-22,84,53.0,,0.53,44.52
2012-10-23,75,53.0,,0.53,39.75
2012-10-24,78,53.0,,0.53,41.34
2012-10-25,74,53.0,,0.53,39.22
2012-10-26,77,53.0,,0.53,40.81
2012-10-27,92,53.0,,0.53,48.760000000000005
2012-10-28,88,53.0,,0.53,46.64
2012-10-29,77,53.0,,0.53,40.81
2012-10-30,71,53.0,,0.53,37.63
2012-10-31,74,53.0,,0.53,39.22
2012-11-01,68,60.0,False,0.6,40.8
2012-11-02,70,60.0,,0.6,42.0
2012-11-03,83,60.0,,0.6,49.8
2012-11-04,89,60.0,,0.6,53.4
2012-11-05,70,60.0,,0.6,42.0
2012-11-06,66,60.0,,0.6,39.6
2012-11-07,63,60.0,,0.6,37.8
2012-11-08,72,60.0,,0.6,43.199999999999996
2012-11-09,77,60.0,,0.6,46.199999999999996
2012-11-10,87,60.0,,0.6,52.199999999999996
2012-11-11,95,60.0,,0.6,57.0
2012-11-12,83,60.0,,0.6,49.8
2012-11-13,76,60.0,,0.6,45.6
2012-11-14,74,60.0,,0.6,44.4
2012-11-15,75,60.0,,0.6,45.0
2012-11-16,79,60.0,,0.6,47.4
2012-11-17,96,60.0,,0.6,57.599999999999994
2012-11-18,93,60.0,,0.6,55.8
2012-11-19,80,60.0,,0.6,48.0
2012-11-20,82,60.0,,0.6,49.199999999999996
2012-11-21,88,60.0,,0.6,52.8
2012-11-22,84,60.0,,0.6,50.4
2012-11-23,88,60.0,,0.6,52.8
2012-11-24,100,60.0,,0.6,60.0
2012-11-25,97,60.0,,0.6,58.199999999999996
2012-11-26,82,60.0,,0.6,49.199999999999996
2012-11-27,76,60.0,,0.6,45.6
2012-11-28,74,60.0,,0.6,44.4
2012-11-29,76,60.0,,0.6,45.6
2012-11-30,79,60.0,,0.6,47.4
2012-12-01,85,61.0,False,0.61,51.85
2012-12-02,87,61.0,,0.61,53.07
2012-12-03,74,61.0,,0.61,45.14
2012-12-04,72,61.0,,0.61,43.92
2012-12-05,71,61.0,,0.61,43.31
2012-12-06,72,61.0,,0.61,43.92
2012-12-07,75,61.0,,0.61,45.75
2012-12-08,92,61.0,,0.61,56.12
2012-12-09,89,61.0,,0.61,54.29
2012-12-10,77,61.0,,0.61,46.97
2012-12-11,72,61.0,,0.61,43.92
2012-12-12,71,61.0,,0.61,43.31
2012-12-13,72,61.0,,0.61,43.92
2012-12-14,69,61.0,,0.61,42.089999999999996
2012-12-15,80,61.0,,0.61,48.8
2012-12-16,87,61.0,,0.61,53.07
2012-12-17,75,61.0,,0.61,45.75
2012-12-18,72,61.0,,0.61,43.92
2012-12-19,71,61.0,,0.61,43.31
2012-12-20,71,61.0,,0.61,43.31
2012-12-21,67,61.0,,0.61,40.87
2012-12-22,88,61.0,,0.61,53.68
2012-12-23,89,61.0,,0.61,54.29
2012-12-24,79,61.0,,0.61,48.19
2012-12-25,60,61.0,,0.61,36.6
2012-12-26,74,61.0,,0.61,45.14
2012-12-27,83,61.0,,0.61,50.629999999999995
2012-12-28,82,61.0,,0.61,50.019999999999996
2012-12-29,95,61.0,,0.61,57.949999999999996
2012-12-30,100,61.0,,0.61,61.0
2012-12-31,77,61.0,,0.61,46.97
2013-01-01,83,63.0,False,0.63,52.29
2013-01-02,70,63.0,,0.63,44.1
2013-01-03,76,63.0,,0.63,47.88
2013-01-04,75,63.0,,0.63,47.25
2013-01-05,88,63.0,,0.63,55.44
2013-01-06,100,63.0,,0.63,63.0
2013-01-07,71,63.0,,0.63,44.73
2013-01-08,68,63.0,,0.63,42.84
2013-01-09,68,63.0,,0.63,42.84
2013-01-10,72,63.0,,0.63,45.36
2013-01-11,71,63.0,,0.63,44.73
2013-01-12,95,63.0,,0.63,59.85
2013-01-13,87,63.0,,0.63,54.81
2013-01-14,69,63.0,,0.63,43.47
2013-01-15,65,63.0,,0.63,40.95
2013-01-16,67,63.0,,0.63,42.21
2013-01-17,73,63.0,,0.63,45.99
2013-01-18,70,63.0,,0.63,44.1
2013-01-19,90,63.0,,0.63,56.7
2013-01-20,97,63.0,,0.63,61.11
2013-01-21,79,63.0,,0.63,49.77
2013-01-22,68,63.0,,0.63,42.84
2013-01-23,69,63.0,,0.63,43.47
2013-01-24,77,63.0,,0.63,48.51
2013-01-25,75,63.0,,0.63,47.25
2013-01-26,95,63.0,,0.63,59.85
2013-01-27,97,63.0,,0.63,61.11
2013-01-28,71,63.0,,0.63,44.73
2013-01-29,66,63.0,,0.63,41.58
2013-01-30,64,63.0,,0.63,40.32
2013-01-31,77,63.0,,0.63,48.51
2013-02-01,69,63.0,False,0.63,43.47
2013-02-02,87,63.0,,0.63,54.81
2013-02-03,81,63.0,,0.63,51.03
2013-02-04,58,63.0,,0.63,36.54
2013-02-05,63,63.0,,0.63,39.69
2013-02-06,61,63.0,,0.63,38.43
2013-02-07,74,63.0,,0.63,46.62
2013-02-08,74,63.0,,0.63,46.62
2013-02-09,85,63.0,,0.63,53.55
2013-02-10,88,63.0,,0.63,55.44
2013-02-11,68,63.0,,0.63,42.84
2013-02-12,65,63.0,,0.63,40.95
2013-02-13,66,63.0,,0.63,41.58
2013-02-14,77,63.0,,0.63,48.51
2013-02-15,75,63.0,,0.63,47.25
2013-02-16,85,63.0,,0.63,53.55
2013-02-17,100,63.0,,0.63,63.0
2013-02-18,77,63.0,,0.63,48.51
2013-02-19,69,63.0,,0.63,43.47
2013-02-20,68,63.0,,0.63,42.84
2013-02-21,68,63.0,,0.63,42.84
2013-02-22,65,63.0,,0.63,40.95
2013-02-23,85,63.0,,0.63,53.55
2013-02-24,84,63.0,,0.63,52.92
2013-02-25,62,63.0,,0.63,39.06
2013-02-26,65,63.0,,0.63,40.95
2013-02-27,63,63.0,,0.63,39.69
2013-02-28,64,63.0,,0.63,40.32
2013-03-01,69,62.0,False,0.62,42.78
2013-03-02,90,62.0,,0.62,55.8
2013-03-03,90,62.0,,0.62,55.8
2013-03-04,70,62.0,,0.62,43.4
2013-03-05,72,62.0,,0.62,44.64
2013-03-06,71,62.0,,0.62,44.02
2013-03-07,70,62.0,,0.62,43.4
2013-03-08,68,62.0,,0.62,42.16
2013-03-09,84,62.0,,0.62,52.08
2013-03-10,91,62.0,,0.62,56.42
2013-03-11,73,62.0,,0.62,45.26
2013-03-12,79,62.0,,0.62,48.98
2013-03-13,81,62.0,,0.62,50.22
2013-03-14,74,62.0,,0.62,45.88
2013-03-15,74,62.0,,0.62,45.88
2013-03-16,87,62.0,,0.62,53.94
2013-03-17,91,62.0,,0.62,56.42
2013-03-18,72,62.0,,0.62,44.64
2013-03-19,71,62.0,,0.62,44.02
2013-03-20,71,62.0,,0.62,44.02
2013-03-21,72,62.0,,0.62,44.64
2013-03-22,70,62.0,,0.62,43.4
2013-03-23,100,62.0,,0.62,62.0
2013-03-24,90,62.0,,0.62,55.8
2013-03-25,69,62.0,,0.62,42.78
2013-03-26,70,62.0,,0.62,43.4
2013-03-27,73,62.0,,0.62,45.26
2013-03-28,75,62.0,,0.62,46.5
2013-03-29,75,62.0,,0.62,46.5
2013-03-30,84,62.0,,0.62,52.08
2013-03-31,80,62.0,,0.62,49.6
2013-04-01,65,58.0,False,0.58,37.699999999999996
2013-04-02,68,58.0,,0.58,39.44
2013-04-03,68,58.0,,0.58,39.44
2013-04-04,67,58.0,,0.58,38.86
2013-04-05,68,58.0,,0.58,39.44
2013-04-06,85,58.0,,0.58,49.3
2013-04-07,89,58.0,,0.58,51.62
2013-04-08,67,58.0,,0.58,38.86
2013-04-09,63,58.0,,0.58,36.54
2013-04-10,69,58.0,,0.58,40.019999999999996
2013-04-11,65,58.0,,0.58,37.699999999999996
2013-04-12,72,58.0,,0.58,41.76
2013-04-13,82,58.0,,0.58,47.559999999999995
2013-04-14,82,58.0,,0.58,47.559999999999995
2013-04-15,66,58.0,,0.58,38.279999999999994
2013-04-16,61,58.0,,0.58,35.379999999999995
2013-04-17,69,58.0,,0.58,40.019999999999996
2013-04-18,75,58.0,,0.58,43.5
2013-04-19,65,58.0,,0.58,37.699999999999996
2013-04-20,79,58.0,,0.58,45.82
2013-04-21,91,58.0,,0.58,52.779999999999994
2013-04-22,66,58.0,,0.58,38.279999999999994
2013-04-23,65,58.0,,0.58,37.699999999999996
2013-04-24,69,58.0,,0.58,40.019999999999996
2013-04-25,65,58.0,,0.58,37.699999999999996
2013-04-26,68,58.0,,0.58,39.44
2013-04-27,79,58.0,,0.58,45.82
