date,rare earths_unscaled,rare earths_monthly,isPartial,scale,rare earths
2010-01-01,0,7.0,False,0.07,0.0
2010-01-02,0,7.0,,0.07,0.0
2010-01-03,0,7.0,,0.07,0.0
2010-01-04,0,7.0,,0.07,0.0
2010-01-05,0,7.0,,0.07,0.0
2010-01-06,93,7.0,,0.07,6.510000000000001
2010-01-07,0,7.0,,0.07,0.0
2010-01-08,0,7.0,,0.07,0.0
2010-01-09,0,7.0,,0.07,0.0
2010-01-10,0,7.0,,0.07,0.0
2010-01-11,0,7.0,,0.07,0.0
2010-01-12,0,7.0,,0.07,0.0
2010-01-13,0,7.0,,0.07,0.0
2010-01-14,0,7.0,,0.07,0.0
2010-01-15,0,7.0,,0.07,0.0
2010-01-16,0,7.0,,0.07,0.0
2010-01-17,0,7.0,,0.07,0.0
2010-01-18,100,7.0,,0.07,7.000000000000001
2010-01-19,0,7.0,,0.07,0.0
2010-01-20,0,7.0,,0.07,0.0
2010-01-21,0,7.0,,0.07,0.0
2010-01-22,92,7.0,,0.07,6.44
2010-01-23,0,7.0,,0.07,0.0
2010-01-24,0,7.0,,0.07,0.0
2010-01-25,88,7.0,,0.07,6.16
2010-01-26,0,7.0,,0.07,0.0
2010-01-27,0,7.0,,0.07,0.0
2010-01-28,0,7.0,,0.07,0.0
2010-01-29,0,7.0,,0.07,0.0
2010-01-30,0,7.0,,0.07,0.0
2010-01-31,0,7.0,,0.07,0.0
2010-02-01,0,13.0,False,0.13,0.0
2010-02-02,0,13.0,,0.13,0.0
2010-02-03,0,13.0,,0.13,0.0
2010-02-04,0,13.0,,0.13,0.0
2010-02-05,0,13.0,,0.13,0.0
2010-02-06,0,13.0,,0.13,0.0
2010-02-07,0,13.0,,0.13,0.0
2010-02-08,100,13.0,,0.13,13.0
2010-02-09,0,13.0,,0.13,0.0
2010-02-10,0,13.0,,0.13,0.0
2010-02-11,0,13.0,,0.13,0.0
2010-02-12,0,13.0,,0.13,0.0
2010-02-13,0,13.0,,0.13,0.0
2010-02-14,0,13.0,,0.13,0.0
2010-02-15,0,13.0,,0.13,0.0
2010-02-16,0,13.0,,0.13,0.0
2010-02-17,0,13.0,,0.13,0.0
2010-02-18,97,13.0,,0.13,12.610000000000001
2010-02-19,0,13.0,,0.13,0.0
2010-02-20,0,13.0,,0.13,0.0
2010-02-21,0,13.0,,0.13,0.0
2010-02-22,0,13.0,,0.13,0.0
2010-02-23,0,13.0,,0.13,0.0
2010-02-24,0,13.0,,0.13,0.0
2010-02-25,0,13.0,,0.13,0.0
2010-02-26,0,13.0,,0.13,0.0
2010-02-27,0,13.0,,0.13,0.0
2010-02-28,0,13.0,,0.13,0.0
2010-03-01,0,100.0,False,1.0,0.0
2010-03-02,0,100.0,,1.0,0.0
2010-03-03,0,100.0,,1.0,0.0
2010-03-04,0,100.0,,1.0,0.0
2010-03-05,0,100.0,,1.0,0.0
2010-03-06,0,100.0,,1.0,0.0
2010-03-07,0,100.0,,1.0,0.0
2010-03-08,0,100.0,,1.0,0.0
2010-03-09,93,100.0,,1.0,93.0
2010-03-10,100,100.0,,1.0,100.0
2010-03-11,0,100.0,,1.0,0.0
2010-03-12,0,100.0,,1.0,0.0
2010-03-13,0,100.0,,1.0,0.0
2010-03-14,11,100.0,,1.0,11.0
2010-03-15,7,100.0,,1.0,7.0
2010-03-16,0,100.0,,1.0,0.0
2010-03-17,0,100.0,,1.0,0.0
2010-03-18,0,100.0,,1.0,0.0
2010-03-19,0,100.0,,1.0,0.0
2010-03-20,0,100.0,,1.0,0.0
2010-03-21,0,100.0,,1.0,0.0
2010-03-22,0,100.0,,1.0,0.0
2010-03-23,0,100.0,,1.0,0.0
2010-03-24,7,100.0,,1.0,7.0
2010-03-25,0,100.0,,1.0,0.0
2010-03-26,0,100.0,,1.0,0.0
2010-03-27,0,100.0,,1.0,0.0
2010-03-28,0,100.0,,1.0,0.0
2010-03-29,0,100.0,,1.0,0.0
2010-03-30,0,100.0,,1.0,0.0
2010-03-31,0,100.0,,1.0,0.0
2010-04-01,0,14.0,False,0.14,0.0
2010-04-02,0,14.0,,0.14,0.0
2010-04-03,0,14.0,,0.14,0.0
2010-04-04,0,14.0,,0.14,0.0
2010-04-05,0,14.0,,0.14,0.0
2010-04-06,51,14.0,,0.14,7.140000000000001
2010-04-07,0,14.0,,0.14,0.0
2010-04-08,0,14.0,,0.14,0.0
2010-04-09,0,14.0,,0.14,0.0
2010-04-10,0,14.0,,0.14,0.0
2010-04-11,76,14.0,,0.14,10.64
2010-04-12,100,14.0,,0.14,14.000000000000002
2010-04-13,0,14.0,,0.14,0.0
2010-04-14,50,14.0,,0.14,7.000000000000001
2010-04-15,0,14.0,,0.14,0.0
2010-04-16,53,14.0,,0.14,7.420000000000001
2010-04-17,0,14.0,,0.14,0.0
2010-04-18,0,14.0,,0.14,0.0
2010-04-19,0,14.0,,0.14,0.0
2010-04-20,0,14.0,,0.14,0.0
2010-04-21,0,14.0,,0.14,0.0
2010-04-22,0,14.0,,0.14,0.0
2010-04-23,0,14.0,,0.14,0.0
2010-04-24,0,14.0,,0.14,0.0
2010-04-25,0,14.0,,0.14,0.0
2010-04-26,0,14.0,,0.14,0.0
2010-04-27,48,14.0,,0.14,6.720000000000001
2010-04-28,50,14.0,,0.14,7.000000000000001
2010-04-29,0,14.0,,0.14,0.0
2010-04-30,0,14.0,,0.14,0.0
2010-05-01,0,7.0,False,0.07,0.0
2010-05-02,0,7.0,,0.07,0.0
2010-05-03,0,7.0,,0.07,0.0
2010-05-04,0,7.0,,0.07,0.0
2010-05-05,0,7.0,,0.07,0.0
2010-05-06,0,7.0,,0.07,0.0
2010-05-07,0,7.0,,0.07,0.0
2010-05-08,0,7.0,,0.07,0.0
2010-05-09,0,7.0,,0.07,0.0
2010-05-10,0,7.0,,0.07,0.0
2010-05-11,0,7.0,,0.07,0.0
2010-05-12,0,7.0,,0.07,0.0
2010-05-13,0,7.0,,0.07,0.0
2010-05-14,0,7.0,,0.07,0.0
2010-05-15,0,7.0,,0.07,0.0
2010-05-16,0,7.0,,0.07,0.0
2010-05-17,0,7.0,,0.07,0.0
2010-05-18,0,7.0,,0.07,0.0
2010-05-19,0,7.0,,0.07,0.0
2010-05-20,0,7.0,,0.07,0.0
2010-05-21,0,7.0,,0.07,0.0
2010-05-22,0,7.0,,0.07,0.0
2010-05-23,0,7.0,,0.07,0.0
2010-05-24,0,7.0,,0.07,0.0
2010-05-25,0,7.0,,0.07,0.0
2010-05-26,0,7.0,,0.07,0.0
2010-05-27,0,7.0,,0.07,0.0
2010-05-28,0,7.0,,0.07,0.0
2010-05-29,0,7.0,,0.07,0.0
2010-05-30,0,7.0,,0.07,0.0
2010-05-31,100,7.0,,0.07,7.000000000000001
2010-06-01,0,7.0,False,0.07,0.0
2010-06-02,0,7.0,,0.07,0.0
2010-06-03,0,7.0,,0.07,0.0
2010-06-04,0,7.0,,0.07,0.0
2010-06-05,0,7.0,,0.07,0.0
2010-06-06,0,7.0,,0.07,0.0
2010-06-07,0,7.0,,0.07,0.0
2010-06-08,0,7.0,,0.07,0.0
2010-06-09,0,7.0,,0.07,0.0
2010-06-10,0,7.0,,0.07,0.0
2010-06-11,0,7.0,,0.07,0.0
2010-06-12,0,7.0,,0.07,0.0
2010-06-13,0,7.0,,0.07,0.0
2010-06-14,0,7.0,,0.07,0.0
2010-06-15,0,7.0,,0.07,0.0
2010-06-16,99,7.0,,0.07,6.930000000000001
2010-06-17,0,7.0,,0.07,0.0
2010-06-18,0,7.0,,0.07,0.0
2010-06-19,0,7.0,,0.07,0.0
2010-06-20,0,7.0,,0.07,0.0
2010-06-21,0,7.0,,0.07,0.0
2010-06-22,0,7.0,,0.07,0.0
2010-06-23,0,7.0,,0.07,0.0
2010-06-24,100,7.0,,0.07,7.000000000000001
2010-06-25,0,7.0,,0.07,0.0
2010-06-26,0,7.0,,0.07,0.0
2010-06-27,0,7.0,,0.07,0.0
2010-06-28,0,7.0,,0.07,0.0
2010-06-29,0,7.0,,0.07,0.0
2010-06-30,0,7.0,,0.07,0.0
2010-07-01,0,3.0,False,0.03,0.0
2010-07-02,0,3.0,,0.03,0.0
2010-07-03,0,3.0,,0.03,0.0
2010-07-04,0,3.0,,0.03,0.0
2010-07-05,0,3.0,,0.03,0.0
2010-07-06,0,3.0,,0.03,0.0
2010-07-07,0,3.0,,0.03,0.0
2010-07-08,0,3.0,,0.03,0.0
2010-07-09,100,3.0,,0.03,3.0
2010-07-10,0,3.0,,0.03,0.0
2010-07-11,0,3.0,,0.03,0.0
2010-07-12,0,3.0,,0.03,0.0
2010-07-13,94,3.0,,0.03,2.82
2010-07-14,0,3.0,,0.03,0.0
2010-07-15,0,3.0,,0.03,0.0
2010-07-16,0,3.0,,0.03,0.0
2010-07-17,0,3.0,,0.03,0.0
2010-07-18,0,3.0,,0.03,0.0
2010-07-19,0,3.0,,0.03,0.0
2010-07-20,0,3.0,,0.03,0.0
2010-07-21,95,3.0,,0.03,2.85
2010-07-22,97,3.0,,0.03,2.9099999999999997
2010-07-23,0,3.0,,0.03,0.0
2010-07-24,0,3.0,,0.03,0.0
2010-07-25,0,3.0,,0.03,0.0
2010-07-26,0,3.0,,0.03,0.0
2010-07-27,0,3.0,,0.03,0.0
2010-07-28,0,3.0,,0.03,0.0
2010-07-29,0,3.0,,0.03,0.0
2010-07-30,0,3.0,,0.03,0.0
2010-07-31,0,3.0,,0.03,0.0
2010-08-01,0,6.0,False,0.06,0.0
2010-08-02,75,6.0,,0.06,4.5
2010-08-03,0,6.0,,0.06,0.0
2010-08-04,75,6.0,,0.06,4.5
2010-08-05,0,6.0,,0.06,0.0
2010-08-06,0,6.0,,0.06,0.0
2010-08-07,0,6.0,,0.06,0.0
2010-08-08,0,6.0,,0.06,0.0
2010-08-09,0,6.0,,0.06,0.0
2010-08-10,0,6.0,,0.06,0.0
2010-08-11,0,6.0,,0.06,0.0
2010-08-12,0,6.0,,0.06,0.0
2010-08-13,78,6.0,,0.06,4.68
2010-08-14,0,6.0,,0.06,0.0
2010-08-15,0,6.0,,0.06,0.0
2010-08-16,0,6.0,,0.06,0.0
2010-08-17,0,6.0,,0.06,0.0
2010-08-18,0,6.0,,0.06,0.0
2010-08-19,0,6.0,,0.06,0.0
2010-08-20,0,6.0,,0.06,0.0
2010-08-21,0,6.0,,0.06,0.0
2010-08-22,0,6.0,,0.06,0.0
2010-08-23,0,6.0,,0.06,0.0
2010-08-24,72,6.0,,0.06,4.32
2010-08-25,0,6.0,,0.06,0.0
2010-08-26,0,6.0,,0.06,0.0
2010-08-27,77,6.0,,0.06,4.62
2010-08-28,0,6.0,,0.06,0.0
2010-08-29,100,6.0,,0.06,6.0
2010-08-30,0,6.0,,0.06,0.0
2010-08-31,0,6.0,,0.06,0.0
2010-09-01,32,29.0,False,0.29,9.28
2010-09-02,32,29.0,,0.29,9.28
2010-09-03,0,29.0,,0.29,0.0
2010-09-04,0,29.0,,0.29,0.0
2010-09-05,0,29.0,,0.29,0.0
2010-09-06,0,29.0,,0.29,0.0
2010-09-07,0,29.0,,0.29,0.0
2010-09-08,0,29.0,,0.29,0.0
2010-09-09,31,29.0,,0.29,8.99
2010-09-10,33,29.0,,0.29,9.569999999999999
2010-09-11,0,29.0,,0.29,0.0
2010-09-12,0,29.0,,0.29,0.0
2010-09-13,32,29.0,,0.29,9.28
2010-09-14,31,29.0,,0.29,8.99
2010-09-15,0,29.0,,0.29,0.0
2010-09-16,0,29.0,,0.29,0.0
2010-09-17,0,29.0,,0.29,0.0
2010-09-18,0,29.0,,0.29,0.0
2010-09-19,44,29.0,,0.29,12.76
2010-09-20,32,29.0,,0.29,9.28
2010-09-21,0,29.0,,0.29,0.0
2010-09-22,31,29.0,,0.29,8.99
2010-09-23,62,29.0,,0.29,17.98
2010-09-24,100,29.0,,0.29,28.999999999999996
2010-09-25,44,29.0,,0.29,12.76
2010-09-26,43,29.0,,0.29,12.469999999999999
2010-09-27,31,29.0,,0.29,8.99
2010-09-28,30,29.0,,0.29,8.7
2010-09-29,62,29.0,,0.29,17.98
2010-09-30,31,29.0,,0.29,8.99
2010-10-01,0,70.0,False,0.7,0.0
2010-10-02,19,70.0,,0.7,13.299999999999999
2010-10-03,0,70.0,,0.7,0.0
2010-10-04,34,70.0,,0.7,23.799999999999997
2010-10-05,13,70.0,,0.7,9.1
2010-10-06,14,70.0,,0.7,9.799999999999999
2010-10-07,37,70.0,,0.7,25.9
2010-10-08,15,70.0,,0.7,10.5
2010-10-09,0,70.0,,0.7,0.0
2010-10-10,20,70.0,,0.7,14.0
2010-10-11,0,70.0,,0.7,0.0
2010-10-12,14,70.0,,0.7,9.799999999999999
2010-10-13,0,70.0,,0.7,0.0
2010-10-14,13,70.0,,0.7,9.1
2010-10-15,0,70.0,,0.7,0.0
2010-10-16,19,70.0,,0.7,13.299999999999999
2010-10-17,0,70.0,,0.7,0.0
2010-10-18,27,70.0,,0.7,18.9
2010-10-19,20,70.0,,0.7,14.0
2010-10-20,100,70.0,,0.7,70.0
2010-10-21,27,70.0,,0.7,18.9
2010-10-22,14,70.0,,0.7,9.799999999999999
2010-10-23,19,70.0,,0.7,13.299999999999999
2010-10-24,0,70.0,,0.7,0.0
2010-10-25,26,70.0,,0.7,18.2
2010-10-26,39,70.0,,0.7,27.299999999999997
2010-10-27,26,70.0,,0.7,18.2
2010-10-28,40,70.0,,0.7,28.0
2010-10-29,29,70.0,,0.7,20.299999999999997
2010-10-30,38,70.0,,0.7,26.599999999999998
2010-10-31,29,70.0,,0.7,20.299999999999997
2010-11-01,49,31.0,False,0.31,15.19
2010-11-02,0,31.0,,0.31,0.0
2010-11-03,22,31.0,,0.31,6.82
2010-11-04,23,31.0,,0.31,7.13
2010-11-05,0,31.0,,0.31,0.0
2010-11-06,100,31.0,,0.31,31.0
2010-11-07,0,31.0,,0.31,0.0
2010-11-08,24,31.0,,0.31,7.4399999999999995
2010-11-09,0,31.0,,0.31,0.0
2010-11-10,0,31.0,,0.31,0.0
2010-11-11,0,31.0,,0.31,0.0
2010-11-12,25,31.0,,0.31,7.75
2010-11-13,0,31.0,,0.31,0.0
2010-11-14,33,31.0,,0.31,10.23
2010-11-15,0,31.0,,0.31,0.0
2010-11-16,0,31.0,,0.31,0.0
2010-11-17,0,31.0,,0.31,0.0
2010-11-18,0,31.0,,0.31,0.0
2010-11-19,25,31.0,,0.31,7.75
2010-11-20,0,31.0,,0.31,0.0
2010-11-21,0,31.0,,0.31,0.0
2010-11-22,0,31.0,,0.31,0.0
2010-11-23,0,31.0,,0.31,0.0
2010-11-24,26,31.0,,0.31,8.06
2010-11-25,0,31.0,,0.31,0.0
2010-11-26,0,31.0,,0.31,0.0
2010-11-27,0,31.0,,0.31,0.0
2010-11-28,0,31.0,,0.31,0.0
2010-11-29,0,31.0,,0.31,0.0
2010-11-30,0,31.0,,0.31,0.0
2010-12-01,0,60.0,False,0.6,0.0
2010-12-02,0,60.0,,0.6,0.0
2010-12-03,9,60.0,,0.6,5.3999999999999995
2010-12-04,0,60.0,,0.6,0.0
2010-12-05,0,60.0,,0.6,0.0
2010-12-06,8,60.0,,0.6,4.8
2010-12-07,8,60.0,,0.6,4.8
2010-12-08,17,60.0,,0.6,10.2
2010-12-09,9,60.0,,0.6,5.3999999999999995
2010-12-10,0,60.0,,0.6,0.0
2010-12-11,0,60.0,,0.6,0.0
2010-12-12,0,60.0,,0.6,0.0
2010-12-13,9,60.0,,0.6,5.3999999999999995
2010-12-14,8,60.0,,0.6,4.8
2010-12-15,26,60.0,,0.6,15.6
2010-12-16,9,60.0,,0.6,5.3999999999999995
2010-12-17,9,60.0,,0.6,5.3999999999999995
2010-12-18,0,60.0,,0.6,0.0
2010-12-19,0,60.0,,0.6,0.0
2010-12-20,0,60.0,,0.6,0.0
2010-12-21,0,60.0,,0.6,0.0
2010-12-22,0,60.0,,0.6,0.0
2010-12-23,0,60.0,,0.6,0.0
2010-12-24,0,60.0,,0.6,0.0
2010-12-25,0,60.0,,0.6,0.0
2010-12-26,13,60.0,,0.6,7.8
2010-12-27,10,60.0,,0.6,6.0
2010-12-28,100,60.0,,0.6,60.0
2010-12-29,54,60.0,,0.6,32.4
2010-12-30,51,60.0,,0.6,30.599999999999998
2010-12-31,17,60.0,,0.6,10.2
2011-01-01,80,30.0,False,0.3,24.0
2011-01-02,97,30.0,,0.3,29.099999999999998
2011-01-03,51,30.0,,0.3,15.299999999999999
2011-01-04,49,30.0,,0.3,14.7
2011-01-05,49,30.0,,0.3,14.7
2011-01-06,50,30.0,,0.3,15.0
2011-01-07,50,30.0,,0.3,15.0
2011-01-08,62,30.0,,0.3,18.599999999999998
2011-01-09,0,30.0,,0.3,0.0
2011-01-10,0,30.0,,0.3,0.0
2011-01-11,0,30.0,,0.3,0.0
2011-01-12,97,30.0,,0.3,29.099999999999998
2011-01-13,96,30.0,,0.3,28.799999999999997
2011-01-14,99,30.0,,0.3,29.7
2011-01-15,0,30.0,,0.3,0.0
2011-01-16,0,30.0,,0.3,0.0
2011-01-17,100,30.0,,0.3,30.0
2011-01-18,94,30.0,,0.3,28.2
2011-01-19,47,30.0,,0.3,14.1
2011-01-20,0,30.0,,0.3,0.0
2011-01-21,0,30.0,,0.3,0.0
2011-01-22,60,30.0,,0.3,18.0
2011-01-23,0,30.0,,0.3,0.0
2011-01-24,0,30.0,,0.3,0.0
2011-01-25,70,30.0,,0.3,21.0
2011-01-26,0,30.0,,0.3,0.0
2011-01-27,0,30.0,,0.3,0.0
2011-01-28,49,30.0,,0.3,14.7
2011-01-29,60,30.0,,0.3,18.0
2011-01-30,58,30.0,,0.3,17.4
2011-01-31,44,30.0,,0.3,13.2
2011-02-01,95,22.0,False,0.22,20.9
2011-02-02,48,22.0,,0.22,10.56
2011-02-03,49,22.0,,0.22,10.78
2011-02-04,51,22.0,,0.22,11.22
2011-02-05,0,22.0,,0.22,0.0
2011-02-06,64,22.0,,0.22,14.08
2011-02-07,50,22.0,,0.22,11.0
2011-02-08,49,22.0,,0.22,10.78
2011-02-09,50,22.0,,0.22,11.0
2011-02-10,0,22.0,,0.22,0.0
2011-02-11,52,22.0,,0.22,11.44
2011-02-12,0,22.0,,0.22,0.0
2011-02-13,0,22.0,,0.22,0.0
2011-02-14,0,22.0,,0.22,0.0
2011-02-15,50,22.0,,0.22,11.0
2011-02-16,99,22.0,,0.22,21.78
2011-02-17,50,22.0,,0.22,11.0
2011-02-18,52,22.0,,0.22,11.44
2011-02-19,65,22.0,,0.22,14.3
2011-02-20,0,22.0,,0.22,0.0
2011-02-21,0,22.0,,0.22,0.0
2011-02-22,0,22.0,,0.22,0.0
2011-02-23,100,22.0,,0.22,22.0
2011-02-24,50,22.0,,0.22,11.0
2011-02-25,0,22.0,,0.22,0.0
2011-02-26,0,22.0,,0.22,0.0
2011-02-27,64,22.0,,0.22,14.08
2011-02-28,0,22.0,,0.22,0.0
2011-03-01,30,26.0,False,0.26,7.800000000000001
2011-03-02,0,26.0,,0.26,0.0
2011-03-03,0,26.0,,0.26,0.0
2011-03-04,32,26.0,,0.26,8.32
2011-03-05,0,26.0,,0.26,0.0
2011-03-06,0,26.0,,0.26,0.0
2011-03-07,31,26.0,,0.26,8.06
2011-03-08,30,26.0,,0.26,7.800000000000001
2011-03-09,0,26.0,,0.26,0.0
2011-03-10,31,26.0,,0.26,8.06
2011-03-11,31,26.0,,0.26,8.06
2011-03-12,0,26.0,,0.26,0.0
2011-03-13,0,26.0,,0.26,0.0
2011-03-14,0,26.0,,0.26,0.0
2011-03-15,33,26.0,,0.26,8.58
2011-03-16,0,26.0,,0.26,0.0
2011-03-17,64,26.0,,0.26,16.64
2011-03-18,35,26.0,,0.26,9.1
2011-03-19,41,26.0,,0.26,10.66
2011-03-20,40,26.0,,0.26,10.4
2011-03-21,31,26.0,,0.26,8.06
2011-03-22,62,26.0,,0.26,16.12
2011-03-23,61,26.0,,0.26,15.860000000000001
2011-03-24,31,26.0,,0.26,8.06
2011-03-25,32,26.0,,0.26,8.32
2011-03-26,0,26.0,,0.26,0.0
2011-03-27,100,26.0,,0.26,26.0
2011-03-28,31,26.0,,0.26,8.06
2011-03-29,0,26.0,,0.26,0.0
2011-03-30,0,26.0,,0.26,0.0
2011-03-31,31,26.0,,0.26,8.06
2011-04-01,40,23.0,False,0.23,9.200000000000001
2011-04-02,51,23.0,,0.23,11.73
2011-04-03,50,23.0,,0.23,11.5
2011-04-04,0,23.0,,0.23,0.0
2011-04-05,37,23.0,,0.23,8.51
2011-04-06,76,23.0,,0.23,17.48
2011-04-07,58,23.0,,0.23,13.34
2011-04-08,79,23.0,,0.23,18.17
2011-04-09,100,23.0,,0.23,23.0
2011-04-10,51,23.0,,0.23,11.73
2011-04-11,0,23.0,,0.23,0.0
2011-04-12,0,23.0,,0.23,0.0
2011-04-13,38,23.0,,0.23,8.74
2011-04-14,58,23.0,,0.23,13.34
2011-04-15,40,23.0,,0.23,9.200000000000001
2011-04-16,0,23.0,,0.23,0.0
2011-04-17,0,23.0,,0.23,0.0
2011-04-18,38,23.0,,0.23,8.74
2011-04-19,37,23.0,,0.23,8.51
2011-04-20,38,23.0,,0.23,8.74
2011-04-21,0,23.0,,0.23,0.0
2011-04-22,84,23.0,,0.23,19.32
2011-04-23,51,23.0,,0.23,11.73
2011-04-24,0,23.0,,0.23,0.0
2011-04-25,38,23.0,,0.23,8.74
2011-04-26,0,23.0,,0.23,0.0
2011-04-27,0,23.0,,0.23,0.0
2011-04-28,75,23.0,,0.23,17.25
2011-04-29,39,23.0,,0.23,8.97
2011-04-30,0,23.0,,0.23,0.0
2011-05-01,0,34.0,False,0.34,0.0
2011-05-02,64,34.0,,0.34,21.76
2011-05-03,33,34.0,,0.34,11.22
2011-05-04,0,34.0,,0.34,0.0
2011-05-05,0,34.0,,0.34,0.0
2011-05-06,36,34.0,,0.34,12.24
2011-05-07,92,34.0,,0.34,31.28
2011-05-08,46,34.0,,0.34,15.64
2011-05-09,0,34.0,,0.34,0.0
2011-05-10,0,34.0,,0.34,0.0
2011-05-11,0,34.0,,0.34,0.0
2011-05-12,34,34.0,,0.34,11.56
2011-05-13,71,34.0,,0.34,24.14
2011-05-14,0,34.0,,0.34,0.0
2011-05-15,0,34.0,,0.34,0.0
2011-05-16,100,34.0,,0.34,34.0
2011-05-17,0,34.0,,0.34,0.0
2011-05-18,0,34.0,,0.34,0.0
2011-05-19,34,34.0,,0.34,11.56
2011-05-20,0,34.0,,0.34,0.0
2011-05-21,0,34.0,,0.34,0.0
2011-05-22,0,34.0,,0.34,0.0
2011-05-23,33,34.0,,0.34,11.22
2011-05-24,33,34.0,,0.34,11.22
2011-05-25,67,34.0,,0.34,22.78
2011-05-26,34,34.0,,0.34,11.56
2011-05-27,37,34.0,,0.34,12.58
2011-05-28,0,34.0,,0.34,0.0
2011-05-29,0,34.0,,0.34,0.0
2011-05-30,0,34.0,,0.34,0.0
2011-05-31,0,34.0,,0.34,0.0
2011-06-01,0,18.0,False,0.18,0.0
2011-06-02,0,18.0,,0.18,0.0
2011-06-03,0,18.0,,0.18,0.0
2011-06-04,0,18.0,,0.18,0.0
2011-06-05,0,18.0,,0.18,0.0
2011-06-06,0,18.0,,0.18,0.0
2011-06-07,0,18.0,,0.18,0.0
2011-06-08,0,18.0,,0.18,0.0
2011-06-09,0,18.0,,0.18,0.0
2011-06-10,0,18.0,,0.18,0.0
2011-06-11,0,18.0,,0.18,0.0
2011-06-12,0,18.0,,0.18,0.0
2011-06-13,0,18.0,,0.18,0.0
2011-06-14,0,18.0,,0.18,0.0
2011-06-15,50,18.0,,0.18,9.0
2011-06-16,0,18.0,,0.18,0.0
2011-06-17,0,18.0,,0.18,0.0
2011-06-18,0,18.0,,0.18,0.0
2011-06-19,0,18.0,,0.18,0.0
2011-06-20,48,18.0,,0.18,8.64
2011-06-21,0,18.0,,0.18,0.0
2011-06-22,49,18.0,,0.18,8.82
2011-06-23,100,18.0,,0.18,18.0
2011-06-24,0,18.0,,0.18,0.0
2011-06-25,0,18.0,,0.18,0.0
2011-06-26,0,18.0,,0.18,0.0
2011-06-27,49,18.0,,0.18,8.82
2011-06-28,0,18.0,,0.18,0.0
2011-06-29,0,18.0,,0.18,0.0
2011-06-30,0,18.0,,0.18,0.0
2011-07-01,21,29.0,False,0.29,6.09
2011-07-02,0,29.0,,0.29,0.0
2011-07-03,0,29.0,,0.29,0.0
2011-07-04,78,29.0,,0.29,22.619999999999997
2011-07-05,62,29.0,,0.29,17.98
2011-07-06,19,29.0,,0.29,5.51
2011-07-07,19,29.0,,0.29,5.51
2011-07-08,0,29.0,,0.29,0.0
2011-07-09,0,29.0,,0.29,0.0
2011-07-10,0,29.0,,0.29,0.0
2011-07-11,0,29.0,,0.29,0.0
2011-07-12,0,29.0,,0.29,0.0
2011-07-13,0,29.0,,0.29,0.0
2011-07-14,0,29.0,,0.29,0.0
2011-07-15,20,29.0,,0.29,5.8
2011-07-16,100,29.0,,0.29,28.999999999999996
2011-07-17,0,29.0,,0.29,0.0
2011-07-18,19,29.0,,0.29,5.51
2011-07-19,0,29.0,,0.29,0.0
2011-07-20,38,29.0,,0.29,11.02
2011-07-21,0,29.0,,0.29,0.0
2011-07-22,20,29.0,,0.29,5.8
2011-07-23,24,29.0,,0.29,6.959999999999999
2011-07-24,0,29.0,,0.29,0.0
2011-07-25,19,29.0,,0.29,5.51
2011-07-26,0,29.0,,0.29,0.0
2011-07-27,19,29.0,,0.29,5.51
2011-07-28,0,29.0,,0.29,0.0
2011-07-29,20,29.0,,0.29,5.8
2011-07-30,0,29.0,,0.29,0.0
2011-07-31,0,29.0,,0.29,0.0
2011-08-01,0,30.0,False,0.3,0.0
2011-08-02,39,30.0,,0.3,11.7
2011-08-03,39,30.0,,0.3,11.7
2011-08-04,0,30.0,,0.3,0.0
2011-08-05,0,30.0,,0.3,0.0
2011-08-06,50,30.0,,0.3,15.0
2011-08-07,0,30.0,,0.3,0.0
2011-08-08,76,30.0,,0.3,22.8
2011-08-09,0,30.0,,0.3,0.0
2011-08-10,78,30.0,,0.3,23.4
2011-08-11,0,30.0,,0.3,0.0
2011-08-12,0,30.0,,0.3,0.0
2011-08-13,50,30.0,,0.3,15.0
2011-08-14,100,30.0,,0.3,30.0
2011-08-15,0,30.0,,0.3,0.0
2011-08-16,0,30.0,,0.3,0.0
2011-08-17,0,30.0,,0.3,0.0
2011-08-18,0,30.0,,0.3,0.0
2011-08-19,0,30.0,,0.3,0.0
2011-08-20,0,30.0,,0.3,0.0
2011-08-21,50,30.0,,0.3,15.0
2011-08-22,0,30.0,,0.3,0.0
2011-08-23,0,30.0,,0.3,0.0
2011-08-24,77,30.0,,0.3,23.099999999999998
2011-08-25,0,30.0,,0.3,0.0
2011-08-26,79,30.0,,0.3,23.7
2011-08-27,0,30.0,,0.3,0.0
2011-08-28,0,30.0,,0.3,0.0
2011-08-29,0,30.0,,0.3,0.0
2011-08-30,0,30.0,,0.3,0.0
2011-08-31,0,30.0,,0.3,0.0
2011-09-01,33,20.0,False,0.2,6.6000000000000005
2011-09-02,0,20.0,,0.2,0.0
2011-09-03,0,20.0,,0.2,0.0
2011-09-04,0,20.0,,0.2,0.0
2011-09-05,0,20.0,,0.2,0.0
2011-09-06,63,20.0,,0.2,12.600000000000001
2011-09-07,32,20.0,,0.2,6.4
2011-09-08,0,20.0,,0.2,0.0
2011-09-09,33,20.0,,0.2,6.6000000000000005
2011-09-10,0,20.0,,0.2,0.0
2011-09-11,0,20.0,,0.2,0.0
2011-09-12,0,20.0,,0.2,0.0
2011-09-13,0,20.0,,0.2,0.0
2011-09-14,31,20.0,,0.2,6.2
2011-09-15,0,20.0,,0.2,0.0
2011-09-16,67,20.0,,0.2,13.4
