date,religion_unscaled,religion_monthly,isPartial,scale,religion
2013-08-14,68,62.0,,0.62,42.16
2013-08-15,72,62.0,,0.62,44.64
2013-08-16,74,62.0,,0.62,45.88
2013-08-17,75,62.0,,0.62,46.5
2013-08-18,84,62.0,,0.62,52.08
2013-08-19,72,62.0,,0.62,44.64
2013-08-20,72,62.0,,0.62,44.64
2013-08-21,84,62.0,,0.62,52.08
2013-08-22,87,62.0,,0.62,53.94
2013-08-23,83,62.0,,0.62,51.46
2013-08-24,74,62.0,,0.62,45.88
2013-08-25,96,62.0,,0.62,59.519999999999996
2013-08-26,88,62.0,,0.62,54.56
2013-08-27,85,62.0,,0.62,52.7
2013-08-28,90,62.0,,0.62,55.8
2013-08-29,100,62.0,,0.62,62.0
2013-08-30,85,62.0,,0.62,52.7
2013-08-31,79,62.0,,0.62,48.98
2013-09-01,69,83.0,False,0.83,57.269999999999996
2013-09-02,74,83.0,,0.83,61.419999999999995
2013-09-03,79,83.0,,0.83,65.57
2013-09-04,75,83.0,,0.83,62.25
2013-09-05,80,83.0,,0.83,66.39999999999999
2013-09-06,78,83.0,,0.83,64.74
2013-09-07,61,83.0,,0.83,50.629999999999995
2013-09-08,75,83.0,,0.83,62.25
2013-09-09,83,83.0,,0.83,68.89
2013-09-10,77,83.0,,0.83,63.91
2013-09-11,87,83.0,,0.83,72.21
2013-09-12,88,83.0,,0.83,73.03999999999999
2013-09-13,83,83.0,,0.83,68.89
2013-09-14,64,83.0,,0.83,53.12
2013-09-15,75,83.0,,0.83,62.25
2013-09-16,90,83.0,,0.83,74.7
2013-09-17,91,83.0,,0.83,75.53
2013-09-18,96,83.0,,0.83,79.67999999999999
2013-09-19,95,83.0,,0.83,78.85
2013-09-20,86,83.0,,0.83,71.38
2013-09-21,60,83.0,,0.83,49.8
2013-09-22,74,83.0,,0.83,61.419999999999995
2013-09-23,92,83.0,,0.83,76.36
2013-09-24,91,83.0,,0.83,75.53
2013-09-25,100,83.0,,0.83,83.0
2013-09-26,96,83.0,,0.83,79.67999999999999
2013-09-27,84,83.0,,0.83,69.72
2013-09-28,64,83.0,,0.83,53.12
2013-09-29,79,83.0,,0.83,65.57
2013-09-30,84,83.0,,0.83,69.72
2013-10-01,91,86.0,False,0.86,78.26
2013-10-02,94,86.0,,0.86,80.84
2013-10-03,88,86.0,,0.86,75.67999999999999
2013-10-04,78,86.0,,0.86,67.08
2013-10-05,63,86.0,,0.86,54.18
2013-10-06,78,86.0,,0.86,67.08
2013-10-07,87,86.0,,0.86,74.82
2013-10-08,95,86.0,,0.86,81.7
2013-10-09,97,86.0,,0.86,83.42
2013-10-10,89,86.0,,0.86,76.53999999999999
2013-10-11,76,86.0,,0.86,65.36
2013-10-12,60,86.0,,0.86,51.6
2013-10-13,74,86.0,,0.86,63.64
2013-10-14,81,86.0,,0.86,69.66
2013-10-15,96,86.0,,0.86,82.56
2013-10-16,86,86.0,,0.86,73.96
2013-10-17,81,86.0,,0.86,69.66
2013-10-18,79,86.0,,0.86,67.94
2013-10-19,68,86.0,,0.86,58.48
2013-10-20,80,86.0,,0.86,68.8
2013-10-21,90,86.0,,0.86,77.4
2013-10-22,86,86.0,,0.86,73.96
2013-10-23,100,86.0,,0.86,86.0
2013-10-24,92,86.0,,0.86,79.12
2013-10-25,82,86.0,,0.86,70.52
2013-10-26,67,86.0,,0.86,57.62
2013-10-27,75,86.0,,0.86,64.5
2013-10-28,86,86.0,,0.86,73.96
2013-10-29,90,86.0,,0.86,77.4
2013-10-30,85,86.0,,0.86,73.1
2013-10-31,93,86.0,,0.86,79.98
2013-11-01,77,83.0,False,0.83,63.91
2013-11-02,64,83.0,,0.83,53.12
2013-11-03,80,83.0,,0.83,66.39999999999999
2013-11-04,95,83.0,,0.83,78.85
2013-11-05,89,83.0,,0.83,73.86999999999999
2013-11-06,94,83.0,,0.83,78.02
2013-11-07,97,83.0,,0.83,80.50999999999999
2013-11-08,83,83.0,,0.83,68.89
2013-11-09,61,83.0,,0.83,50.629999999999995
2013-11-10,78,83.0,,0.83,64.74
2013-11-11,84,83.0,,0.83,69.72
2013-11-12,88,83.0,,0.83,73.03999999999999
2013-11-13,98,83.0,,0.83,81.33999999999999
2013-11-14,91,83.0,,0.83,75.53
2013-11-15,86,83.0,,0.83,71.38
2013-11-16,62,83.0,,0.83,51.46
2013-11-17,79,83.0,,0.83,65.57
2013-11-18,93,83.0,,0.83,77.19
2013-11-19,100,83.0,,0.83,83.0
2013-11-20,100,83.0,,0.83,83.0
2013-11-21,97,83.0,,0.83,80.50999999999999
2013-11-22,87,83.0,,0.83,72.21
2013-11-23,67,83.0,,0.83,55.61
2013-11-24,79,83.0,,0.83,65.57
2013-11-25,90,83.0,,0.83,74.7
2013-11-26,81,83.0,,0.83,67.22999999999999
2013-11-27,63,83.0,,0.83,52.29
2013-11-28,66,83.0,,0.83,54.779999999999994
2013-11-29,81,83.0,,0.83,67.22999999999999
2013-11-30,81,83.0,,0.83,67.22999999999999
2013-12-01,79,85.0,False,0.85,67.14999999999999
2013-12-02,100,85.0,,0.85,85.0
2013-12-03,96,85.0,,0.85,81.6
2013-12-04,89,85.0,,0.85,75.64999999999999
2013-12-05,91,85.0,,0.85,77.35
2013-12-06,98,85.0,,0.85,83.3
2013-12-07,67,85.0,,0.85,56.949999999999996
2013-12-08,93,85.0,,0.85,79.05
2013-12-09,95,85.0,,0.85,80.75
2013-12-10,91,85.0,,0.85,77.35
2013-12-11,99,85.0,,0.85,84.14999999999999
2013-12-12,98,85.0,,0.85,83.3
2013-12-13,85,85.0,,0.85,72.25
2013-12-14,60,85.0,,0.85,51.0
2013-12-15,88,85.0,,0.85,74.8
2013-12-16,90,85.0,,0.85,76.5
2013-12-17,91,85.0,,0.85,77.35
2013-12-18,80,85.0,,0.85,68.0
2013-12-19,88,85.0,,0.85,74.8
2013-12-20,79,85.0,,0.85,67.14999999999999
2013-12-21,73,85.0,,0.85,62.05
2013-12-22,68,85.0,,0.85,57.8
2013-12-23,64,85.0,,0.85,54.4
2013-12-24,76,85.0,,0.85,64.6
2013-12-25,77,85.0,,0.85,65.45
2013-12-26,64,85.0,,0.85,54.4
2013-12-27,54,85.0,,0.85,45.9
2013-12-28,61,85.0,,0.85,51.85
2013-12-29,67,85.0,,0.85,56.949999999999996
2013-12-30,58,85.0,,0.85,49.3
2013-12-31,52,85.0,,0.85,44.199999999999996
2014-01-01,71,74.0,False,0.74,52.54
2014-01-02,68,74.0,,0.74,50.32
2014-01-03,67,74.0,,0.74,49.58
2014-01-04,75,74.0,,0.74,55.5
2014-01-05,75,74.0,,0.74,55.5
2014-01-06,78,74.0,,0.74,57.72
2014-01-07,81,74.0,,0.74,59.94
2014-01-08,83,74.0,,0.74,61.42
2014-01-09,87,74.0,,0.74,64.38
2014-01-10,90,74.0,,0.74,66.6
2014-01-11,65,74.0,,0.74,48.1
2014-01-12,80,74.0,,0.74,59.2
2014-01-13,88,74.0,,0.74,65.12
2014-01-14,90,74.0,,0.74,66.6
2014-01-15,93,74.0,,0.74,68.82
2014-01-16,97,74.0,,0.74,71.78
2014-01-17,88,74.0,,0.74,65.12
2014-01-18,74,74.0,,0.74,54.76
2014-01-19,78,74.0,,0.74,57.72
2014-01-20,77,74.0,,0.74,56.98
2014-01-21,87,74.0,,0.74,64.38
2014-01-22,89,74.0,,0.74,65.86
2014-01-23,85,74.0,,0.74,62.9
2014-01-24,82,74.0,,0.74,60.68
2014-01-25,71,74.0,,0.74,52.54
2014-01-26,88,74.0,,0.74,65.12
2014-01-27,100,74.0,,0.74,74.0
2014-01-28,90,74.0,,0.74,66.6
2014-01-29,94,74.0,,0.74,69.56
2014-01-30,85,74.0,,0.74,62.9
2014-01-31,89,74.0,,0.74,65.86
2014-02-01,66,78.0,False,0.78,51.480000000000004
2014-02-02,70,78.0,,0.78,54.6
2014-02-03,78,78.0,,0.78,60.84
2014-02-04,82,78.0,,0.78,63.96
2014-02-05,87,78.0,,0.78,67.86
2014-02-06,91,78.0,,0.78,70.98
2014-02-07,77,78.0,,0.78,60.06
2014-02-08,72,78.0,,0.78,56.160000000000004
2014-02-09,82,78.0,,0.78,63.96
2014-02-10,85,78.0,,0.78,66.3
2014-02-11,82,78.0,,0.78,63.96
2014-02-12,82,78.0,,0.78,63.96
2014-02-13,79,78.0,,0.78,61.620000000000005
2014-02-14,76,78.0,,0.78,59.28
2014-02-15,61,78.0,,0.78,47.58
2014-02-16,76,78.0,,0.78,59.28
2014-02-17,78,78.0,,0.78,60.84
2014-02-18,88,78.0,,0.78,68.64
2014-02-19,84,78.0,,0.78,65.52
2014-02-20,88,78.0,,0.78,68.64
2014-02-21,78,78.0,,0.78,60.84
2014-02-22,65,78.0,,0.78,50.7
2014-02-23,85,78.0,,0.78,66.3
2014-02-24,94,78.0,,0.78,73.32000000000001
2014-02-25,93,78.0,,0.78,72.54
2014-02-26,87,78.0,,0.78,67.86
2014-02-27,100,78.0,,0.78,78.0
2014-02-28,86,78.0,,0.78,67.08
2014-03-01,74,77.0,False,0.77,56.980000000000004
2014-03-02,90,77.0,,0.77,69.3
2014-03-03,98,77.0,,0.77,75.46000000000001
2014-03-04,94,77.0,,0.77,72.38
2014-03-05,94,77.0,,0.77,72.38
2014-03-06,93,77.0,,0.77,71.61
2014-03-07,86,77.0,,0.77,66.22
2014-03-08,75,77.0,,0.77,57.75
2014-03-09,88,77.0,,0.77,67.76
2014-03-10,99,77.0,,0.77,76.23
2014-03-11,92,77.0,,0.77,70.84
2014-03-12,93,77.0,,0.77,71.61
2014-03-13,87,77.0,,0.77,66.99
2014-03-14,79,77.0,,0.77,60.83
2014-03-15,73,77.0,,0.77,56.21
2014-03-16,86,77.0,,0.77,66.22
2014-03-17,87,77.0,,0.77,66.99
2014-03-18,96,77.0,,0.77,73.92
2014-03-19,91,77.0,,0.77,70.07000000000001
2014-03-20,94,77.0,,0.77,72.38
2014-03-21,84,77.0,,0.77,64.68
2014-03-22,63,77.0,,0.77,48.51
2014-03-23,78,77.0,,0.77,60.06
2014-03-24,100,77.0,,0.77,77.0
2014-03-25,90,77.0,,0.77,69.3
2014-03-26,90,77.0,,0.77,69.3
2014-03-27,93,77.0,,0.77,71.61
2014-03-28,85,77.0,,0.77,65.45
2014-03-29,82,77.0,,0.77,63.14
2014-03-30,84,77.0,,0.77,64.68
2014-03-31,85,77.0,,0.77,65.45
2014-04-01,82,86.0,False,0.86,70.52
2014-04-02,83,86.0,,0.86,71.38
2014-04-03,80,86.0,,0.86,68.8
2014-04-04,80,86.0,,0.86,68.8
2014-04-05,63,86.0,,0.86,54.18
2014-04-06,75,86.0,,0.86,64.5
2014-04-07,77,86.0,,0.86,66.22
2014-04-08,87,86.0,,0.86,74.82
2014-04-09,90,86.0,,0.86,77.4
2014-04-10,84,86.0,,0.86,72.24
2014-04-11,78,86.0,,0.86,67.08
2014-04-12,64,86.0,,0.86,55.04
2014-04-13,86,86.0,,0.86,73.96
2014-04-14,89,86.0,,0.86,76.53999999999999
2014-04-15,84,86.0,,0.86,72.24
2014-04-16,83,86.0,,0.86,71.38
2014-04-17,87,86.0,,0.86,74.82
2014-04-18,76,86.0,,0.86,65.36
2014-04-19,73,86.0,,0.86,62.78
2014-04-20,100,86.0,,0.86,86.0
2014-04-21,93,86.0,,0.86,79.98
2014-04-22,91,86.0,,0.86,78.26
2014-04-23,94,86.0,,0.86,80.84
2014-04-24,94,86.0,,0.86,80.84
2014-04-25,82,86.0,,0.86,70.52
2014-04-26,65,86.0,,0.86,55.9
2014-04-27,85,86.0,,0.86,73.1
2014-04-28,97,86.0,,0.86,83.42
2014-04-29,93,86.0,,0.86,79.98
2014-04-30,86,86.0,,0.86,73.96
2014-05-01,93,74.0,False,0.74,68.82
2014-05-02,85,74.0,,0.74,62.9
2014-05-03,64,74.0,,0.74,47.36
2014-05-04,89,74.0,,0.74,65.86
2014-05-05,100,74.0,,0.74,74.0
2014-05-06,98,74.0,,0.74,72.52
2014-05-07,98,74.0,,0.74,72.52
2014-05-08,95,74.0,,0.74,70.3
2014-05-09,75,74.0,,0.74,55.5
2014-05-10,64,74.0,,0.74,47.36
2014-05-11,77,74.0,,0.74,56.98
2014-05-12,91,74.0,,0.74,67.34
2014-05-13,96,74.0,,0.74,71.03999999999999
2014-05-14,95,74.0,,0.74,70.3
2014-05-15,88,74.0,,0.74,65.12
2014-05-16,79,74.0,,0.74,58.46
2014-05-17,65,74.0,,0.74,48.1
2014-05-18,70,74.0,,0.74,51.8
2014-05-19,87,74.0,,0.74,64.38
2014-05-20,78,74.0,,0.74,57.72
2014-05-21,80,74.0,,0.74,59.2
2014-05-22,89,74.0,,0.74,65.86
2014-05-23,79,74.0,,0.74,58.46
2014-05-24,62,74.0,,0.74,45.88
2014-05-25,73,74.0,,0.74,54.019999999999996
2014-05-26,72,74.0,,0.74,53.28
2014-05-27,75,74.0,,0.74,55.5
2014-05-28,80,74.0,,0.74,59.2
2014-05-29,75,74.0,,0.74,55.5
2014-05-30,69,74.0,,0.74,51.06
2014-05-31,59,74.0,,0.74,43.66
2014-06-01,77,60.0,False,0.6,46.199999999999996
2014-06-02,92,60.0,,0.6,55.199999999999996
2014-06-03,87,60.0,,0.6,52.199999999999996
2014-06-04,100,60.0,,0.6,60.0
2014-06-05,83,60.0,,0.6,49.8
2014-06-06,78,60.0,,0.6,46.8
2014-06-07,74,60.0,,0.6,44.4
2014-06-08,79,60.0,,0.6,47.4
2014-06-09,83,60.0,,0.6,49.8
2014-06-10,72,60.0,,0.6,43.199999999999996
2014-06-11,80,60.0,,0.6,48.0
2014-06-12,56,60.0,,0.6,33.6
2014-06-13,71,60.0,,0.6,42.6
2014-06-14,80,60.0,,0.6,48.0
2014-06-15,83,60.0,,0.6,49.8
2014-06-16,68,60.0,,0.6,40.8
2014-06-17,80,60.0,,0.6,48.0
2014-06-18,76,60.0,,0.6,45.6
2014-06-19,67,60.0,,0.6,40.199999999999996
2014-06-20,70,60.0,,0.6,42.0
2014-06-21,86,60.0,,0.6,51.6
2014-06-22,89,60.0,,0.6,53.4
2014-06-23,66,60.0,,0.6,39.6
2014-06-24,68,60.0,,0.6,40.8
2014-06-25,75,60.0,,0.6,45.0
2014-06-26,60,60.0,,0.6,36.0
2014-06-27,65,60.0,,0.6,39.0
2014-06-28,71,60.0,,0.6,42.6
2014-06-29,82,60.0,,0.6,49.199999999999996
2014-06-30,91,60.0,,0.6,54.6
2014-07-01,81,60.0,False,0.6,48.6
2014-07-02,77,60.0,,0.6,46.199999999999996
2014-07-03,73,60.0,,0.6,43.8
2014-07-04,82,60.0,,0.6,49.199999999999996
2014-07-05,81,60.0,,0.6,48.6
2014-07-06,91,60.0,,0.6,54.6
2014-07-07,76,60.0,,0.6,45.6
2014-07-08,71,60.0,,0.6,42.6
2014-07-09,84,60.0,,0.6,50.4
2014-07-10,81,60.0,,0.6,48.6
2014-07-11,78,60.0,,0.6,46.8
2014-07-12,70,60.0,,0.6,42.0
2014-07-13,100,60.0,,0.6,60.0
2014-07-14,75,60.0,,0.6,45.0
2014-07-15,69,60.0,,0.6,41.4
2014-07-16,72,60.0,,0.6,43.199999999999996
2014-07-17,71,60.0,,0.6,42.6
2014-07-18,72,60.0,,0.6,43.199999999999996
2014-07-19,77,60.0,,0.6,46.199999999999996
2014-07-20,88,60.0,,0.6,52.8
2014-07-21,73,60.0,,0.6,43.8
2014-07-22,74,60.0,,0.6,44.4
2014-07-23,68,60.0,,0.6,40.8
2014-07-24,68,60.0,,0.6,40.8
2014-07-25,74,60.0,,0.6,44.4
2014-07-26,81,60.0,,0.6,48.6
2014-07-27,93,60.0,,0.6,55.8
2014-07-28,80,60.0,,0.6,48.0
2014-07-29,83,60.0,,0.6,49.8
2014-07-30,76,60.0,,0.6,45.6
2014-07-31,71,60.0,,0.6,42.6
2014-08-01,67,67.0,False,0.67,44.89
2014-08-02,70,67.0,,0.67,46.900000000000006
2014-08-03,81,67.0,,0.67,54.27
2014-08-04,83,67.0,,0.67,55.61000000000001
2014-08-05,59,67.0,,0.67,39.53
2014-08-06,74,67.0,,0.67,49.580000000000005
2014-08-07,76,67.0,,0.67,50.92
2014-08-08,88,67.0,,0.67,58.96
2014-08-09,85,67.0,,0.67,56.95
2014-08-10,81,67.0,,0.67,54.27
2014-08-11,76,67.0,,0.67,50.92
2014-08-12,100,67.0,,0.67,67.0
2014-08-13,91,67.0,,0.67,60.970000000000006
2014-08-14,84,67.0,,0.67,56.28
2014-08-15,77,67.0,,0.67,51.59
2014-08-16,76,67.0,,0.67,50.92
2014-08-17,99,67.0,,0.67,66.33
2014-08-18,77,67.0,,0.67,51.59
2014-08-19,87,67.0,,0.67,58.290000000000006
2014-08-20,82,67.0,,0.67,54.940000000000005
2014-08-21,80,67.0,,0.67,53.6
2014-08-22,72,67.0,,0.67,48.24
2014-08-23,71,67.0,,0.67,47.57
2014-08-24,73,67.0,,0.67,48.910000000000004
2014-08-25,92,67.0,,0.67,61.64
2014-08-26,91,67.0,,0.67,60.970000000000006
2014-08-27,85,67.0,,0.67,56.95
2014-08-28,99,67.0,,0.67,66.33
2014-08-29,92,67.0,,0.67,61.64
2014-08-30,74,67.0,,0.67,49.580000000000005
2014-08-31,93,67.0,,0.67,62.31
2014-09-01,85,88.0,False,0.88,74.8
2014-09-02,88,88.0,,0.88,77.44
2014-09-03,95,88.0,,0.88,83.6
2014-09-04,88,88.0,,0.88,77.44
2014-09-05,83,88.0,,0.88,73.04
2014-09-06,63,88.0,,0.88,55.44
2014-09-07,83,88.0,,0.88,73.04
2014-09-08,90,88.0,,0.88,79.2
2014-09-09,90,88.0,,0.88,79.2
2014-09-10,92,88.0,,0.88,80.96
2014-09-11,99,88.0,,0.88,87.12
2014-09-12,80,88.0,,0.88,70.4
2014-09-13,68,88.0,,0.88,59.84
2014-09-14,94,88.0,,0.88,82.72
2014-09-15,91,88.0,,0.88,80.08
2014-09-16,99,88.0,,0.88,87.12
2014-09-17,96,88.0,,0.88,84.48
2014-09-18,96,88.0,,0.88,84.48
2014-09-19,93,88.0,,0.88,81.84
2014-09-20,71,88.0,,0.88,62.48
2014-09-21,82,88.0,,0.88,72.16
2014-09-22,93,88.0,,0.88,81.84
2014-09-23,94,88.0,,0.88,82.72
2014-09-24,100,88.0,,0.88,88.0
2014-09-25,96,88.0,,0.88,84.48
2014-09-26,93,88.0,,0.88,81.84
2014-09-27,77,88.0,,0.88,67.76
2014-09-28,97,88.0,,0.88,85.36
2014-09-29,99,88.0,,0.88,87.12
2014-09-30,95,88.0,,0.88,83.6
2014-10-01,97,87.0,False,0.87,84.39
2014-10-02,89,87.0,,0.87,77.42999999999999
2014-10-03,81,87.0,,0.87,70.47
2014-10-04,64,87.0,,0.87,55.68
2014-10-05,75,87.0,,0.87,65.25
2014-10-06,96,87.0,,0.87,83.52
2014-10-07,95,87.0,,0.87,82.65
2014-10-08,94,87.0,,0.87,81.78
2014-10-09,87,87.0,,0.87,75.69
2014-10-10,77,87.0,,0.87,66.99
2014-10-11,64,87.0,,0.87,55.68
2014-10-12,70,87.0,,0.87,60.9
2014-10-13,80,87.0,,0.87,69.6
2014-10-14,88,87.0,,0.87,76.56
2014-10-15,83,87.0,,0.87,72.21
2014-10-16,84,87.0,,0.87,73.08
2014-10-17,81,87.0,,0.87,70.47
2014-10-18,63,87.0,,0.87,54.81
2014-10-19,74,87.0,,0.87,64.38
2014-10-20,81,87.0,,0.87,70.47
2014-10-21,81,87.0,,0.87,70.47
2014-10-22,90,87.0,,0.87,78.3
2014-10-23,84,87.0,,0.87,73.08
2014-10-24,82,87.0,,0.87,71.34
2014-10-25,58,87.0,,0.87,50.46
2014-10-26,80,87.0,,0.87,69.6
2014-10-27,79,87.0,,0.87,68.73
2014-10-28,86,87.0,,0.87,74.82
2014-10-29,100,87.0,,0.87,87.0
2014-10-30,86,87.0,,0.87,74.82
2014-10-31,78,87.0,,0.87,67.86
2014-11-01,60,83.0,False,0.83,49.8
2014-11-02,79,83.0,,0.83,65.57
2014-11-03,92,83.0,,0.83,76.36
2014-11-04,90,83.0,,0.83,74.7
2014-11-05,90,83.0,,0.83,74.7
2014-11-06,92,83.0,,0.83,76.36
2014-11-07,85,83.0,,0.83,70.55
2014-11-08,65,83.0,,0.83,53.949999999999996
2014-11-09,83,83.0,,0.83,68.89
2014-11-10,89,83.0,,0.83,73.86999999999999
2014-11-11,85,83.0,,0.83,70.55
2014-11-12,91,83.0,,0.83,75.53
2014-11-13,85,83.0,,0.83,70.55
2014-11-14,84,83.0,,0.83,69.72
2014-11-15,62,83.0,,0.83,51.46
2014-11-16,80,83.0,,0.83,66.39999999999999
2014-11-17,97,83.0,,0.83,80.50999999999999
2014-11-18,97,83.0,,0.83,80.50999999999999
2014-11-19,100,83.0,,0.83,83.0
2014-11-20,91,83.0,,0.83,75.53
2014-11-21,84,83.0,,0.83,69.72
2014-11-22,60,83.0,,0.83,49.8
2014-11-23,73,83.0,,0.83,60.589999999999996
2014-11-24,84,83.0,,0.83,69.72
2014-11-25,76,83.0,,0.83,63.08
2014-11-26,69,83.0,,0.83,57.269999999999996
2014-11-27,64,83.0,,0.83,53.12
2014-11-28,76,83.0,,0.83,63.08
2014-11-29,72,83.0,,0.83,59.76
2014-11-30,84,83.0,,0.83,69.72
2014-12-01,97,81.0,False,0.81,78.57000000000001
2014-12-02,89,81.0,,0.81,72.09
2014-12-03,94,81.0,,0.81,76.14
2014-12-04,89,81.0,,0.81,72.09
2014-12-05,80,81.0,,0.81,64.80000000000001
2014-12-06,63,81.0,,0.81,51.03
2014-12-07,83,81.0,,0.81,67.23
2014-12-08,97,81.0,,0.81,78.57000000000001
2014-12-09,98,81.0,,0.81,79.38000000000001
2014-12-10,100,81.0,,0.81,81.0
2014-12-11,80,81.0,,0.81,64.80000000000001
2014-12-12,82,81.0,,0.81,66.42
2014-12-13,66,81.0,,0.81,53.46
2014-12-14,84,81.0,,0.81,68.04
2014-12-15,86,81.0,,0.81,69.66000000000001
2014-12-16,97,81.0,,0.81,78.57000000000001
2014-12-17,83,81.0,,0.81,67.23
2014-12-18,79,81.0,,0.81,63.99
2014-12-19,66,81.0,,0.81,53.46
2014-12-20,63,81.0,,0.81,51.03
2014-12-21,69,81.0,,0.81,55.89
2014-12-22,55,81.0,,0.81,44.550000000000004
2014-12-23,58,81.0,,0.81,46.980000000000004
2014-12-24,69,81.0,,0.81,55.89
2014-12-25,78,81.0,,0.81,63.18000000000001
2014-12-26,64,81.0,,0.81,51.84
2014-12-27,56,81.0,,0.81,45.36
2014-12-28,65,81.0,,0.81,52.650000000000006
2014-12-29,62,81.0,,0.81,50.220000000000006
2014-12-30,46,81.0,,0.81,37.260000000000005
2014-12-31,48,81.0,,0.81,38.88
2015-01-01,60,77.0,False,0.77,46.2
2015-01-02,61,77.0,,0.77,46.97
2015-01-03,70,77.0,,0.77,53.9
2015-01-04,85,77.0,,0.77,65.45
2015-01-05,72,77.0,,0.77,55.44
2015-01-06,80,77.0,,0.77,61.6
2015-01-07,88,77.0,,0.77,67.76
2015-01-08,100,77.0,,0.77,77.0
2015-01-09,94,77.0,,0.77,72.38
2015-01-10,81,77.0,,0.77,62.370000000000005
2015-01-11,87,77.0,,0.77,66.99
2015-01-12,92,77.0,,0.77,70.84
2015-01-13,95,77.0,,0.77,73.15
2015-01-14,95,77.0,,0.77,73.15
2015-01-15,89,77.0,,0.77,68.53
2015-01-16,86,77.0,,0.77,66.22
2015-01-17,66,77.0,,0.77,50.82
2015-01-18,79,77.0,,0.77,60.83
2015-01-19,72,77.0,,0.77,55.44
2015-01-20,86,77.0,,0.77,66.22
2015-01-21,91,77.0,,0.77,70.07000000000001
2015-01-22,91,77.0,,0.77,70.07000000000001
2015-01-23,86,77.0,,0.77,66.22
2015-01-24,65,77.0,,0.77,50.050000000000004
2015-01-25,77,77.0,,0.77,59.29
2015-01-26,84,77.0,,0.77,64.68
2015-01-27,86,77.0,,0.77,66.22
2015-01-28,89,77.0,,0.77,68.53
2015-01-29,93,77.0,,0.77,71.61
2015-01-30,80,77.0,,0.77,61.6
2015-01-31,63,77.0,,0.77,48.51
2015-02-01,80,82.0,False,0.82,65.6
2015-02-02,89,82.0,,0.82,72.97999999999999
2015-02-03,96,82.0,,0.82,78.72
2015-02-04,99,82.0,,0.82,81.17999999999999
2015-02-05,98,82.0,,0.82,80.36
2015-02-06,94,82.0,,0.82,77.08
2015-02-07,67,82.0,,0.82,54.94
2015-02-08,79,82.0,,0.82,64.78
2015-02-09,98,82.0,,0.82,80.36
2015-02-10,95,82.0,,0.82,77.89999999999999
2015-02-11,100,82.0,,0.82,82.0
2015-02-12,95,82.0,,0.82,77.89999999999999
2015-02-13,79,82.0,,0.82,64.78
2015-02-14,65,82.0,,0.82,53.3
2015-02-15,74,82.0,,0.82,60.68
2015-02-16,85,82.0,,0.82,69.7
2015-02-17,85,82.0,,0.82,69.7
2015-02-18,96,82.0,,0.82,78.72
2015-02-19,96,82.0,,0.82,78.72
2015-02-20,90,82.0,,0.82,73.8
2015-02-21,79,82.0,,0.82,64.78
2015-02-22,84,82.0,,0.82,68.88
2015-02-23,90,82.0,,0.82,73.8
2015-02-24,87,82.0,,0.82,71.33999999999999
2015-02-25,92,82.0,,0.82,75.44
2015-02-26,99,82.0,,0.82,81.17999999999999
2015-02-27,87,82.0,,0.82,71.33999999999999
2015-02-28,72,82.0,,0.82,59.04
2015-03-01,77,80.0,False,0.8,61.6
2015-03-02,78,80.0,,0.8,62.400000000000006
2015-03-03,80,80.0,,0.8,64.0
2015-03-04,82,80.0,,0.8,65.60000000000001
2015-03-05,78,80.0,,0.8,62.400000000000006
2015-03-06,77,80.0,,0.8,61.6
2015-03-07,71,80.0,,0.8,56.800000000000004
2015-03-08,77,80.0,,0.8,61.6
2015-03-09,73,80.0,,0.8,58.400000000000006
2015-03-10,73,80.0,,0.8,58.400000000000006
2015-03-11,77,80.0,,0.8,61.6
2015-03-12,77,80.0,,0.8,61.6
2015-03-13,65,80.0,,0.8,52.0
2015-03-14,62,80.0,,0.8,49.6
2015-03-15,66,80.0,,0.8,52.800000000000004
2015-03-16,79,80.0,,0.8,63.2
2015-03-17,91,80.0,,0.8,72.8
2015-03-18,81,80.0,,0.8,64.8
2015-03-19,75,80.0,,0.8,60.0
2015-03-20,59,80.0,,0.8,47.2
2015-03-21,55,80.0,,0.8,44.0
2015-03-22,66,80.0,,0.8,52.800000000000004
2015-03-23,82,80.0,,0.8,65.60000000000001
2015-03-24,90,80.0,,0.8,72.0
2015-03-25,94,80.0,,0.8,75.2
2015-03-26,98,80.0,,0.8,78.4
2015-03-27,96,80.0,,0.8,76.80000000000001
2015-03-28,76,80.0,,0.8,60.800000000000004
2015-03-29,92,80.0,,0.8,73.60000000000001
2015-03-30,100,80.0,,0.8,80.0
2015-03-31,96,80.0,,0.8,76.80000000000001
2015-04-01,86,84.0,False,0.84,72.24
2015-04-02,100,84.0,,0.84,84.0
2015-04-03,76,84.0,,0.84,63.839999999999996
2015-04-04,76,84.0,,0.84,63.839999999999996
2015-04-05,99,84.0,,0.84,83.16
2015-04-06,71,84.0,,0.84,59.64
2015-04-07,77,84.0,,0.84,64.67999999999999
2015-04-08,79,84.0,,0.84,66.36
2015-04-09,76,84.0,,0.84,63.839999999999996
2015-04-10,74,84.0,,0.84,62.16
2015-04-11,55,84.0,,0.84,46.199999999999996
2015-04-12,77,84.0,,0.84,64.67999999999999
2015-04-13,83,84.0,,0.84,69.72
2015-04-14,80,84.0,,0.84,67.2
2015-04-15,75,84.0,,0.84,63.0
2015-04-16,68,84.0,,0.84,57.12
2015-04-17,69,84.0,,0.84,57.96
2015-04-18,66,84.0,,0.84,55.44
2015-04-19,70,84.0,,0.84,58.8
