date,economics_unscaled,economics_monthly,isPartial,scale,economics
2018-07-04,67,37.0,,0.37,24.79
2018-07-05,78,37.0,,0.37,28.86
2018-07-06,75,37.0,,0.37,27.75
2018-07-07,66,37.0,,0.37,24.419999999999998
2018-07-08,74,37.0,,0.37,27.38
2018-07-09,100,37.0,,0.37,37.0
2018-07-10,97,37.0,,0.37,35.89
2018-07-11,79,37.0,,0.37,29.23
2018-07-12,92,37.0,,0.37,34.04
2018-07-13,80,37.0,,0.37,29.6
2018-07-14,49,37.0,,0.37,18.13
2018-07-15,64,37.0,,0.37,23.68
2018-07-16,93,37.0,,0.37,34.41
2018-07-17,83,37.0,,0.37,30.71
2018-07-18,78,37.0,,0.37,28.86
2018-07-19,88,37.0,,0.37,32.56
2018-07-20,72,37.0,,0.37,26.64
2018-07-21,46,37.0,,0.37,17.02
2018-07-22,75,37.0,,0.37,27.75
2018-07-23,90,37.0,,0.37,33.3
2018-07-24,97,37.0,,0.37,35.89
2018-07-25,79,37.0,,0.37,29.23
2018-07-26,90,37.0,,0.37,33.3
2018-07-27,87,37.0,,0.37,32.19
2018-07-28,60,37.0,,0.37,22.2
2018-07-29,58,37.0,,0.37,21.46
2018-07-30,99,37.0,,0.37,36.63
2018-07-31,95,37.0,,0.37,35.15
2018-08-01,40,58.0,False,0.58,23.2
2018-08-02,41,58.0,,0.58,23.779999999999998
2018-08-03,42,58.0,,0.58,24.36
2018-08-04,24,58.0,,0.58,13.919999999999998
2018-08-05,30,58.0,,0.58,17.4
2018-08-06,43,58.0,,0.58,24.939999999999998
2018-08-07,41,58.0,,0.58,23.779999999999998
2018-08-08,44,58.0,,0.58,25.52
2018-08-09,45,58.0,,0.58,26.099999999999998
2018-08-10,42,58.0,,0.58,24.36
2018-08-11,30,58.0,,0.58,17.4
2018-08-12,29,58.0,,0.58,16.82
2018-08-13,48,58.0,,0.58,27.839999999999996
2018-08-14,50,58.0,,0.58,28.999999999999996
2018-08-15,55,58.0,,0.58,31.9
2018-08-16,57,58.0,,0.58,33.059999999999995
2018-08-17,56,58.0,,0.58,32.48
2018-08-18,36,58.0,,0.58,20.88
2018-08-19,40,58.0,,0.58,23.2
2018-08-20,72,58.0,,0.58,41.76
2018-08-21,74,58.0,,0.58,42.919999999999995
2018-08-22,78,58.0,,0.58,45.239999999999995
2018-08-23,89,58.0,,0.58,51.62
2018-08-24,69,58.0,,0.58,40.019999999999996
2018-08-25,33,58.0,,0.58,19.139999999999997
2018-08-26,47,58.0,,0.58,27.259999999999998
2018-08-27,84,58.0,,0.58,48.72
2018-08-28,100,58.0,,0.58,57.99999999999999
2018-08-29,100,58.0,,0.58,57.99999999999999
2018-08-30,91,58.0,,0.58,52.779999999999994
2018-08-31,80,58.0,,0.58,46.4
2018-09-01,30,83.0,False,0.83,24.9
2018-09-02,42,83.0,,0.83,34.86
2018-09-03,52,83.0,,0.83,43.16
2018-09-04,83,83.0,,0.83,68.89
2018-09-05,98,83.0,,0.83,81.33999999999999
2018-09-06,100,83.0,,0.83,83.0
2018-09-07,81,83.0,,0.83,67.22999999999999
2018-09-08,28,83.0,,0.83,23.24
2018-09-09,54,83.0,,0.83,44.82
2018-09-10,83,83.0,,0.83,68.89
2018-09-11,78,83.0,,0.83,64.74
2018-09-12,91,83.0,,0.83,75.53
2018-09-13,87,83.0,,0.83,72.21
2018-09-14,65,83.0,,0.83,53.949999999999996
2018-09-15,38,83.0,,0.83,31.54
2018-09-16,47,83.0,,0.83,39.01
2018-09-17,92,83.0,,0.83,76.36
2018-09-18,82,83.0,,0.83,68.06
2018-09-19,71,83.0,,0.83,58.93
2018-09-20,85,83.0,,0.83,70.55
2018-09-21,72,83.0,,0.83,59.76
2018-09-22,37,83.0,,0.83,30.709999999999997
2018-09-23,49,83.0,,0.83,40.669999999999995
2018-09-24,96,83.0,,0.83,79.67999999999999
2018-09-25,87,83.0,,0.83,72.21
2018-09-26,84,83.0,,0.83,69.72
2018-09-27,76,83.0,,0.83,63.08
2018-09-28,68,83.0,,0.83,56.44
2018-09-29,34,83.0,,0.83,28.22
2018-09-30,36,83.0,,0.83,29.88
2018-10-01,92,84.0,False,0.84,77.28
2018-10-02,98,84.0,,0.84,82.32
2018-10-03,88,84.0,,0.84,73.92
2018-10-04,100,84.0,,0.84,84.0
2018-10-05,75,84.0,,0.84,63.0
2018-10-06,34,84.0,,0.84,28.56
2018-10-07,52,84.0,,0.84,43.68
2018-10-08,91,84.0,,0.84,76.44
2018-10-09,100,84.0,,0.84,84.0
2018-10-10,88,84.0,,0.84,73.92
2018-10-11,94,84.0,,0.84,78.96
2018-10-12,71,84.0,,0.84,59.64
2018-10-13,41,84.0,,0.84,34.44
2018-10-14,54,84.0,,0.84,45.36
2018-10-15,91,84.0,,0.84,76.44
2018-10-16,87,84.0,,0.84,73.08
2018-10-17,84,84.0,,0.84,70.56
2018-10-18,85,84.0,,0.84,71.39999999999999
2018-10-19,75,84.0,,0.84,63.0
2018-10-20,35,84.0,,0.84,29.4
2018-10-21,46,84.0,,0.84,38.64
2018-10-22,90,84.0,,0.84,75.6
2018-10-23,87,84.0,,0.84,73.08
2018-10-24,88,84.0,,0.84,73.92
2018-10-25,89,84.0,,0.84,74.75999999999999
2018-10-26,75,84.0,,0.84,63.0
2018-10-27,37,84.0,,0.84,31.08
2018-10-28,49,84.0,,0.84,41.16
2018-10-29,98,84.0,,0.84,82.32
2018-10-30,97,84.0,,0.84,81.48
2018-10-31,87,84.0,,0.84,73.08
2018-11-01,92,68.0,False,0.68,62.56
2018-11-02,76,68.0,,0.68,51.68000000000001
2018-11-03,43,68.0,,0.68,29.240000000000002
2018-11-04,48,68.0,,0.68,32.64
2018-11-05,84,68.0,,0.68,57.120000000000005
2018-11-06,82,68.0,,0.68,55.760000000000005
2018-11-07,92,68.0,,0.68,62.56
2018-11-08,100,68.0,,0.68,68.0
2018-11-09,64,68.0,,0.68,43.52
2018-11-10,37,68.0,,0.68,25.16
2018-11-11,47,68.0,,0.68,31.96
2018-11-12,75,68.0,,0.68,51.00000000000001
2018-11-13,83,68.0,,0.68,56.440000000000005
2018-11-14,94,68.0,,0.68,63.92
2018-11-15,81,68.0,,0.68,55.080000000000005
2018-11-16,72,68.0,,0.68,48.96
2018-11-17,33,68.0,,0.68,22.44
2018-11-18,38,68.0,,0.68,25.840000000000003
2018-11-19,71,68.0,,0.68,48.28
2018-11-20,56,68.0,,0.68,38.080000000000005
2018-11-21,27,68.0,,0.68,18.360000000000003
2018-11-22,26,68.0,,0.68,17.68
2018-11-23,21,68.0,,0.68,14.280000000000001
2018-11-24,36,68.0,,0.68,24.48
2018-11-25,41,68.0,,0.68,27.880000000000003
2018-11-26,67,68.0,,0.68,45.56
2018-11-27,82,68.0,,0.68,55.760000000000005
2018-11-28,78,68.0,,0.68,53.040000000000006
2018-11-29,91,68.0,,0.68,61.88
2018-11-30,75,68.0,,0.68,51.00000000000001
2018-12-01,43,62.0,False,0.62,26.66
2018-12-02,40,62.0,,0.62,24.8
2018-12-03,79,62.0,,0.62,48.98
2018-12-04,92,62.0,,0.62,57.04
2018-12-05,90,62.0,,0.62,55.8
2018-12-06,87,62.0,,0.62,53.94
2018-12-07,75,62.0,,0.62,46.5
2018-12-08,37,62.0,,0.62,22.94
2018-12-09,48,62.0,,0.62,29.759999999999998
2018-12-10,75,62.0,,0.62,46.5
2018-12-11,97,62.0,,0.62,60.14
2018-12-12,100,62.0,,0.62,62.0
2018-12-13,92,62.0,,0.62,57.04
2018-12-14,67,62.0,,0.62,41.54
2018-12-15,37,62.0,,0.62,22.94
2018-12-16,47,62.0,,0.62,29.14
2018-12-17,92,62.0,,0.62,57.04
2018-12-18,73,62.0,,0.62,45.26
2018-12-19,81,62.0,,0.62,50.22
2018-12-20,59,62.0,,0.62,36.58
2018-12-21,36,62.0,,0.62,22.32
2018-12-22,27,62.0,,0.62,16.74
2018-12-23,20,62.0,,0.62,12.4
2018-12-24,22,62.0,,0.62,13.64
2018-12-25,27,62.0,,0.62,16.74
2018-12-26,25,62.0,,0.62,15.5
2018-12-27,30,62.0,,0.62,18.6
2018-12-28,34,62.0,,0.62,21.08
2018-12-29,28,62.0,,0.62,17.36
2018-12-30,32,62.0,,0.62,19.84
2018-12-31,31,62.0,,0.62,19.22
2019-01-01,30,77.0,False,0.77,23.1
2019-01-02,43,77.0,,0.77,33.11
2019-01-03,46,77.0,,0.77,35.42
2019-01-04,53,77.0,,0.77,40.81
2019-01-05,36,77.0,,0.77,27.72
2019-01-06,44,77.0,,0.77,33.88
2019-01-07,72,77.0,,0.77,55.44
2019-01-08,86,77.0,,0.77,66.22
2019-01-09,86,77.0,,0.77,66.22
2019-01-10,86,77.0,,0.77,66.22
2019-01-11,86,77.0,,0.77,66.22
2019-01-12,40,77.0,,0.77,30.8
2019-01-13,42,77.0,,0.77,32.34
2019-01-14,93,77.0,,0.77,71.61
2019-01-15,97,77.0,,0.77,74.69
2019-01-16,95,77.0,,0.77,73.15
2019-01-17,96,77.0,,0.77,73.92
2019-01-18,76,77.0,,0.77,58.52
2019-01-19,37,77.0,,0.77,28.490000000000002
2019-01-20,39,77.0,,0.77,30.03
2019-01-21,49,77.0,,0.77,37.730000000000004
2019-01-22,91,77.0,,0.77,70.07000000000001
2019-01-23,100,77.0,,0.77,77.0
2019-01-24,94,77.0,,0.77,72.38
2019-01-25,87,77.0,,0.77,66.99
2019-01-26,38,77.0,,0.77,29.26
2019-01-27,54,77.0,,0.77,41.58
2019-01-28,94,77.0,,0.77,72.38
2019-01-29,96,77.0,,0.77,73.92
2019-01-30,81,77.0,,0.77,62.370000000000005
2019-01-31,85,77.0,,0.77,65.45
2019-02-01,89,79.0,False,0.79,70.31
2019-02-02,44,79.0,,0.79,34.760000000000005
2019-02-03,45,79.0,,0.79,35.550000000000004
2019-02-04,89,79.0,,0.79,70.31
2019-02-05,98,79.0,,0.79,77.42
2019-02-06,93,79.0,,0.79,73.47
2019-02-07,97,79.0,,0.79,76.63000000000001
2019-02-08,77,79.0,,0.79,60.830000000000005
2019-02-09,46,79.0,,0.79,36.34
2019-02-10,49,79.0,,0.79,38.71
2019-02-11,86,79.0,,0.79,67.94
2019-02-12,93,79.0,,0.79,73.47
2019-02-13,95,79.0,,0.79,75.05
2019-02-14,77,79.0,,0.79,60.830000000000005
2019-02-15,74,79.0,,0.79,58.46
2019-02-16,34,79.0,,0.79,26.86
2019-02-17,46,79.0,,0.79,36.34
2019-02-18,63,79.0,,0.79,49.77
2019-02-19,93,79.0,,0.79,73.47
2019-02-20,81,79.0,,0.79,63.99
2019-02-21,95,79.0,,0.79,75.05
2019-02-22,75,79.0,,0.79,59.25
2019-02-23,35,79.0,,0.79,27.650000000000002
2019-02-24,44,79.0,,0.79,34.760000000000005
2019-02-25,86,79.0,,0.79,67.94
2019-02-26,100,79.0,,0.79,79.0
2019-02-27,95,79.0,,0.79,75.05
2019-02-28,87,79.0,,0.79,68.73
2019-03-01,79,69.0,False,0.69,54.51
2019-03-02,47,69.0,,0.69,32.43
2019-03-03,53,69.0,,0.69,36.57
2019-03-04,80,69.0,,0.69,55.199999999999996
2019-03-05,92,69.0,,0.69,63.48
2019-03-06,100,69.0,,0.69,69.0
2019-03-07,86,69.0,,0.69,59.339999999999996
2019-03-08,71,69.0,,0.69,48.989999999999995
2019-03-09,43,69.0,,0.69,29.669999999999998
2019-03-10,48,69.0,,0.69,33.12
2019-03-11,84,69.0,,0.69,57.959999999999994
2019-03-12,84,69.0,,0.69,57.959999999999994
2019-03-13,80,69.0,,0.69,55.199999999999996
2019-03-14,79,69.0,,0.69,54.51
2019-03-15,67,69.0,,0.69,46.23
2019-03-16,37,69.0,,0.69,25.529999999999998
2019-03-17,38,69.0,,0.69,26.22
2019-03-18,80,69.0,,0.69,55.199999999999996
2019-03-19,85,69.0,,0.69,58.65
2019-03-20,83,69.0,,0.69,57.269999999999996
2019-03-21,80,69.0,,0.69,55.199999999999996
2019-03-22,71,69.0,,0.69,48.989999999999995
2019-03-23,33,69.0,,0.69,22.77
2019-03-24,47,69.0,,0.69,32.43
2019-03-25,85,69.0,,0.69,58.65
2019-03-26,80,69.0,,0.69,55.199999999999996
2019-03-27,83,69.0,,0.69,57.269999999999996
2019-03-28,87,69.0,,0.69,60.029999999999994
2019-03-29,77,69.0,,0.69,53.129999999999995
2019-03-30,36,69.0,,0.69,24.839999999999996
2019-03-31,48,69.0,,0.69,33.12
2019-04-01,97,73.0,False,0.73,70.81
2019-04-02,93,73.0,,0.73,67.89
2019-04-03,77,73.0,,0.73,56.21
2019-04-04,100,73.0,,0.73,73.0
2019-04-05,73,73.0,,0.73,53.29
2019-04-06,40,73.0,,0.73,29.2
2019-04-07,48,73.0,,0.73,35.04
2019-04-08,87,73.0,,0.73,63.51
2019-04-09,75,73.0,,0.73,54.75
2019-04-10,95,73.0,,0.73,69.35
2019-04-11,93,73.0,,0.73,67.89
2019-04-12,70,73.0,,0.73,51.1
2019-04-13,42,73.0,,0.73,30.66
2019-04-14,43,73.0,,0.73,31.39
2019-04-15,73,73.0,,0.73,53.29
2019-04-16,93,73.0,,0.73,67.89
2019-04-17,70,73.0,,0.73,51.1
2019-04-18,73,73.0,,0.73,53.29
2019-04-19,57,73.0,,0.73,41.61
2019-04-20,43,73.0,,0.73,31.39
2019-04-21,36,73.0,,0.73,26.28
2019-04-22,74,73.0,,0.73,54.019999999999996
2019-04-23,82,73.0,,0.73,59.86
2019-04-24,91,73.0,,0.73,66.42999999999999
2019-04-25,84,73.0,,0.73,61.32
2019-04-26,71,73.0,,0.73,51.83
2019-04-27,31,73.0,,0.73,22.63
2019-04-28,39,73.0,,0.73,28.47
2019-04-29,87,73.0,,0.73,63.51
2019-04-30,88,73.0,,0.73,64.24
2019-05-01,94,66.0,False,0.66,62.040000000000006
2019-05-02,90,66.0,,0.66,59.400000000000006
2019-05-03,76,66.0,,0.66,50.160000000000004
2019-05-04,42,66.0,,0.66,27.720000000000002
2019-05-05,55,66.0,,0.66,36.300000000000004
2019-05-06,100,66.0,,0.66,66.0
2019-05-07,89,66.0,,0.66,58.74
2019-05-08,91,66.0,,0.66,60.06
2019-05-09,86,66.0,,0.66,56.760000000000005
2019-05-10,75,66.0,,0.66,49.5
2019-05-11,32,66.0,,0.66,21.12
2019-05-12,41,66.0,,0.66,27.060000000000002
2019-05-13,81,66.0,,0.66,53.46
2019-05-14,90,66.0,,0.66,59.400000000000006
2019-05-15,90,66.0,,0.66,59.400000000000006
2019-05-16,87,66.0,,0.66,57.42
2019-05-17,66,66.0,,0.66,43.56
2019-05-18,32,66.0,,0.66,21.12
2019-05-19,31,66.0,,0.66,20.46
2019-05-20,77,66.0,,0.66,50.82
2019-05-21,72,66.0,,0.66,47.52
2019-05-22,70,66.0,,0.66,46.2
2019-05-23,60,66.0,,0.66,39.6
2019-05-24,55,66.0,,0.66,36.300000000000004
2019-05-25,29,66.0,,0.66,19.14
2019-05-26,25,66.0,,0.66,16.5
2019-05-27,44,66.0,,0.66,29.040000000000003
2019-05-28,55,66.0,,0.66,36.300000000000004
2019-05-29,68,66.0,,0.66,44.88
2019-05-30,54,66.0,,0.66,35.64
2019-05-31,47,66.0,,0.66,31.020000000000003
2019-06-01,44,41.0,False,0.41,18.04
2019-06-02,56,41.0,,0.41,22.959999999999997
2019-06-03,88,41.0,,0.41,36.08
2019-06-04,97,41.0,,0.41,39.769999999999996
2019-06-05,82,41.0,,0.41,33.62
2019-06-06,100,41.0,,0.41,41.0
2019-06-07,67,41.0,,0.41,27.47
2019-06-08,46,41.0,,0.41,18.86
2019-06-09,57,41.0,,0.41,23.369999999999997
2019-06-10,77,41.0,,0.41,31.569999999999997
2019-06-11,69,41.0,,0.41,28.29
2019-06-12,75,41.0,,0.41,30.749999999999996
2019-06-13,74,41.0,,0.41,30.34
2019-06-14,59,41.0,,0.41,24.189999999999998
2019-06-15,48,41.0,,0.41,19.68
2019-06-16,49,41.0,,0.41,20.09
2019-06-17,68,41.0,,0.41,27.88
2019-06-18,72,41.0,,0.41,29.52
2019-06-19,75,41.0,,0.41,30.749999999999996
2019-06-20,62,41.0,,0.41,25.419999999999998
2019-06-21,60,41.0,,0.41,24.599999999999998
2019-06-22,36,41.0,,0.41,14.76
2019-06-23,52,41.0,,0.41,21.32
2019-06-24,68,41.0,,0.41,27.88
2019-06-25,81,41.0,,0.41,33.21
2019-06-26,67,41.0,,0.41,27.47
2019-06-27,64,41.0,,0.41,26.24
2019-06-28,59,41.0,,0.41,24.189999999999998
2019-06-29,40,41.0,,0.41,16.4
2019-06-30,41,41.0,,0.41,16.81
2019-07-01,86,35.0,False,0.35,30.099999999999998
2019-07-02,83,35.0,,0.35,29.049999999999997
2019-07-03,76,35.0,,0.35,26.599999999999998
2019-07-04,56,35.0,,0.35,19.599999999999998
2019-07-05,66,35.0,,0.35,23.099999999999998
2019-07-06,54,35.0,,0.35,18.9
2019-07-07,69,35.0,,0.35,24.15
2019-07-08,93,35.0,,0.35,32.55
2019-07-09,87,35.0,,0.35,30.45
2019-07-10,81,35.0,,0.35,28.349999999999998
2019-07-11,73,35.0,,0.35,25.549999999999997
2019-07-12,68,35.0,,0.35,23.799999999999997
2019-07-13,62,35.0,,0.35,21.7
2019-07-14,66,35.0,,0.35,23.099999999999998
2019-07-15,59,35.0,,0.35,20.65
2019-07-16,89,35.0,,0.35,31.15
2019-07-17,87,35.0,,0.35,30.45
2019-07-18,100,35.0,,0.35,35.0
2019-07-19,60,35.0,,0.35,21.0
2019-07-20,47,35.0,,0.35,16.45
2019-07-21,78,35.0,,0.35,27.299999999999997
2019-07-22,92,35.0,,0.35,32.199999999999996
2019-07-23,78,35.0,,0.35,27.299999999999997
2019-07-24,82,35.0,,0.35,28.7
2019-07-25,75,35.0,,0.35,26.25
2019-07-26,70,35.0,,0.35,24.5
2019-07-27,46,35.0,,0.35,16.099999999999998
2019-07-28,66,35.0,,0.35,23.099999999999998
2019-07-29,74,35.0,,0.35,25.9
2019-07-30,67,35.0,,0.35,23.45
2019-07-31,80,35.0,,0.35,28.0
2019-08-01,35,56.0,False,0.56,19.6
2019-08-02,33,56.0,,0.56,18.48
2019-08-03,22,56.0,,0.56,12.32
2019-08-04,21,56.0,,0.56,11.760000000000002
2019-08-05,35,56.0,,0.56,19.6
2019-08-06,41,56.0,,0.56,22.96
2019-08-07,40,56.0,,0.56,22.400000000000002
2019-08-08,39,56.0,,0.56,21.840000000000003
2019-08-09,40,56.0,,0.56,22.400000000000002
2019-08-10,31,56.0,,0.56,17.360000000000003
2019-08-11,31,56.0,,0.56,17.360000000000003
2019-08-12,36,56.0,,0.56,20.160000000000004
2019-08-13,51,56.0,,0.56,28.560000000000002
2019-08-14,59,56.0,,0.56,33.040000000000006
2019-08-15,57,56.0,,0.56,31.92
2019-08-16,51,56.0,,0.56,28.560000000000002
2019-08-17,30,56.0,,0.56,16.8
2019-08-18,37,56.0,,0.56,20.720000000000002
2019-08-19,72,56.0,,0.56,40.32000000000001
2019-08-20,70,56.0,,0.56,39.2
2019-08-21,75,56.0,,0.56,42.00000000000001
2019-08-22,75,56.0,,0.56,42.00000000000001
2019-08-23,75,56.0,,0.56,42.00000000000001
2019-08-24,30,56.0,,0.56,16.8
2019-08-25,34,56.0,,0.56,19.040000000000003
2019-08-26,78,56.0,,0.56,43.68000000000001
2019-08-27,97,56.0,,0.56,54.32000000000001
2019-08-28,100,56.0,,0.56,56.00000000000001
2019-08-29,91,56.0,,0.56,50.96000000000001
2019-08-30,69,56.0,,0.56,38.64
2019-08-31,35,56.0,,0.56,19.6
2019-09-01,40,79.0,False,0.79,31.6
2019-09-02,46,79.0,,0.79,36.34
2019-09-03,81,79.0,,0.79,63.99
2019-09-04,92,79.0,,0.79,72.68
2019-09-05,99,79.0,,0.79,78.21000000000001
2019-09-06,80,79.0,,0.79,63.2
2019-09-07,35,79.0,,0.79,27.650000000000002
2019-09-08,55,79.0,,0.79,43.45
2019-09-09,100,79.0,,0.79,79.0
2019-09-10,99,79.0,,0.79,78.21000000000001
2019-09-11,86,79.0,,0.79,67.94
2019-09-12,86,79.0,,0.79,67.94
2019-09-13,77,79.0,,0.79,60.830000000000005
2019-09-14,38,79.0,,0.79,30.020000000000003
2019-09-15,50,79.0,,0.79,39.5
2019-09-16,89,79.0,,0.79,70.31
2019-09-17,91,79.0,,0.79,71.89
2019-09-18,85,79.0,,0.79,67.15
2019-09-19,88,79.0,,0.79,69.52000000000001
2019-09-20,72,79.0,,0.79,56.88
2019-09-21,36,79.0,,0.79,28.44
2019-09-22,53,79.0,,0.79,41.870000000000005
2019-09-23,90,79.0,,0.79,71.10000000000001
2019-09-24,92,79.0,,0.79,72.68
2019-09-25,87,79.0,,0.79,68.73
2019-09-26,87,79.0,,0.79,68.73
2019-09-27,74,79.0,,0.79,58.46
2019-09-28,38,79.0,,0.79,30.020000000000003
2019-09-29,45,79.0,,0.79,35.550000000000004
2019-09-30,90,79.0,,0.79,71.10000000000001
2019-10-01,89,79.0,False,0.79,70.31
2019-10-02,88,79.0,,0.79,69.52000000000001
2019-10-03,71,79.0,,0.79,56.09
2019-10-04,57,79.0,,0.79,45.03
2019-10-05,37,79.0,,0.79,29.23
2019-10-06,48,79.0,,0.79,37.92
2019-10-07,76,79.0,,0.79,60.040000000000006
2019-10-08,89,79.0,,0.79,70.31
2019-10-09,81,79.0,,0.79,63.99
2019-10-10,72,79.0,,0.79,56.88
2019-10-11,70,79.0,,0.79,55.300000000000004
2019-10-12,33,79.0,,0.79,26.07
2019-10-13,44,79.0,,0.79,34.760000000000005
2019-10-14,100,79.0,,0.79,79.0
2019-10-15,98,79.0,,0.79,77.42
2019-10-16,85,79.0,,0.79,67.15
2019-10-17,79,79.0,,0.79,62.410000000000004
2019-10-18,71,79.0,,0.79,56.09
2019-10-19,46,79.0,,0.79,36.34
2019-10-20,43,79.0,,0.79,33.97
2019-10-21,83,79.0,,0.79,65.57000000000001
2019-10-22,77,79.0,,0.79,60.830000000000005
2019-10-23,83,79.0,,0.79,65.57000000000001
2019-10-24,81,79.0,,0.79,63.99
2019-10-25,71,79.0,,0.79,56.09
2019-10-26,25,79.0,,0.79,19.75
2019-10-27,42,79.0,,0.79,33.18
2019-10-28,77,79.0,,0.79,60.830000000000005
2019-10-29,92,79.0,,0.79,72.68
2019-10-30,72,79.0,,0.79,56.88
2019-10-31,72,79.0,,0.79,56.88
2019-11-01,72,64.0,False,0.64,46.08
2019-11-02,37,64.0,,0.64,23.68
2019-11-03,46,64.0,,0.64,29.44
2019-11-04,80,64.0,,0.64,51.2
2019-11-05,86,64.0,,0.64,55.04
2019-11-06,78,64.0,,0.64,49.92
2019-11-07,88,64.0,,0.64,56.32
2019-11-08,72,64.0,,0.64,46.08
2019-11-09,40,64.0,,0.64,25.6
2019-11-10,49,64.0,,0.64,31.36
2019-11-11,66,64.0,,0.64,42.24
2019-11-12,100,64.0,,0.64,64.0
2019-11-13,92,64.0,,0.64,58.88
2019-11-14,78,64.0,,0.64,49.92
2019-11-15,72,64.0,,0.64,46.08
2019-11-16,33,64.0,,0.64,21.12
2019-11-17,45,64.0,,0.64,28.8
2019-11-18,76,64.0,,0.64,48.64
2019-11-19,83,64.0,,0.64,53.120000000000005
2019-11-20,81,64.0,,0.64,51.84
2019-11-21,72,64.0,,0.64,46.08
2019-11-22,75,64.0,,0.64,48.0
2019-11-23,37,64.0,,0.64,23.68
2019-11-24,42,64.0,,0.64,26.88
2019-11-25,70,64.0,,0.64,44.800000000000004
2019-11-26,65,64.0,,0.64,41.6
2019-11-27,35,64.0,,0.64,22.400000000000002
2019-11-28,29,64.0,,0.64,18.56
2019-11-29,29,64.0,,0.64,18.56
2019-11-30,31,64.0,,0.64,19.84
2019-12-01,51,55.0,False,0.55,28.05
2019-12-02,81,55.0,,0.55,44.550000000000004
2019-12-03,89,55.0,,0.55,48.95
2019-12-04,91,55.0,,0.55,50.050000000000004
2019-12-05,83,55.0,,0.55,45.650000000000006
2019-12-06,75,55.0,,0.55,41.25
2019-12-07,39,55.0,,0.55,21.450000000000003
2019-12-08,62,55.0,,0.55,34.1
2019-12-09,91,55.0,,0.55,50.050000000000004
2019-12-10,100,55.0,,0.55,55.00000000000001
2019-12-11,88,55.0,,0.55,48.400000000000006
2019-12-12,97,55.0,,0.55,53.35
2019-12-13,99,55.0,,0.55,54.45
2019-12-14,41,55.0,,0.55,22.55
2019-12-15,46,55.0,,0.55,25.3
2019-12-16,82,55.0,,0.55,45.1
2019-12-17,77,55.0,,0.55,42.35
2019-12-18,82,55.0,,0.55,45.1
2019-12-19,67,55.0,,0.55,36.85
2019-12-20,52,55.0,,0.55,28.6
2019-12-21,29,55.0,,0.55,15.950000000000001
2019-12-22,27,55.0,,0.55,14.850000000000001
2019-12-23,24,55.0,,0.55,13.200000000000001
2019-12-24,23,55.0,,0.55,12.65
2019-12-25,22,55.0,,0.55,12.100000000000001
2019-12-26,25,55.0,,0.55,13.750000000000002
2019-12-27,25,55.0,,0.55,13.750000000000002
2019-12-28,25,55.0,,0.55,13.750000000000002
2019-12-29,27,55.0,,0.55,14.850000000000001
2019-12-30,34,55.0,,0.55,18.700000000000003
2019-12-31,32,55.0,,0.55,17.6
2020-01-01,24,70.0,False,0.7,16.799999999999997
2020-01-02,36,70.0,,0.7,25.2
2020-01-03,37,70.0,,0.7,25.9
2020-01-04,28,70.0,,0.7,19.599999999999998
2020-01-05,33,70.0,,0.7,23.099999999999998
2020-01-06,57,70.0,,0.7,39.9
2020-01-07,79,70.0,,0.7,55.3
2020-01-08,78,70.0,,0.7,54.599999999999994
2020-01-09,89,70.0,,0.7,62.3
2020-01-10,85,70.0,,0.7,59.49999999999999
2020-01-11,35,70.0,,0.7,24.5
2020-01-12,37,70.0,,0.7,25.9
2020-01-13,83,70.0,,0.7,58.099999999999994
2020-01-14,92,70.0,,0.7,64.39999999999999
2020-01-15,97,70.0,,0.7,67.89999999999999
2020-01-16,92,70.0,,0.7,64.39999999999999
2020-01-17,78,70.0,,0.7,54.599999999999994
2020-01-18,39,70.0,,0.7,27.299999999999997
2020-01-19,34,70.0,,0.7,23.799999999999997
2020-01-20,48,70.0,,0.7,33.599999999999994
2020-01-21,88,70.0,,0.7,61.599999999999994
2020-01-22,100,70.0,,0.7,70.0
2020-01-23,91,70.0,,0.7,63.699999999999996
2020-01-24,82,70.0,,0.7,57.4
2020-01-25,37,70.0,,0.7,25.9
2020-01-26,42,70.0,,0.7,29.4
2020-01-27,87,70.0,,0.7,60.9
2020-01-28,99,70.0,,0.7,69.3
2020-01-29,94,70.0,,0.7,65.8
2020-01-30,91,70.0,,0.7,63.699999999999996
2020-01-31,81,70.0,,0.7,56.699999999999996
2020-02-01,39,75.0,False,0.75,29.25
2020-02-02,46,75.0,,0.75,34.5
2020-02-03,88,75.0,,0.75,66.0
2020-02-04,91,75.0,,0.75,68.25
2020-02-05,99,75.0,,0.75,74.25
2020-02-06,84,75.0,,0.75,63.0
2020-02-07,83,75.0,,0.75,62.25
2020-02-08,40,75.0,,0.75,30.0
2020-02-09,53,75.0,,0.75,39.75
2020-02-10,85,75.0,,0.75,63.75
2020-02-11,92,75.0,,0.75,69.0
2020-02-12,100,75.0,,0.75,75.0
2020-02-13,87,75.0,,0.75,65.25
2020-02-14,69,75.0,,0.75,51.75
2020-02-15,45,75.0,,0.75,33.75
2020-02-16,40,75.0,,0.75,30.0
2020-02-17,62,75.0,,0.75,46.5
2020-02-18,89,75.0,,0.75,66.75
2020-02-19,87,75.0,,0.75,65.25
2020-02-20,90,75.0,,0.75,67.5
2020-02-21,78,75.0,,0.75,58.5
2020-02-22,35,75.0,,0.75,26.25
2020-02-23,44,75.0,,0.75,33.0
