date,economics_unscaled,economics_monthly,isPartial,scale,economics
2015-03-05,94,80.0,,0.8,75.2
2015-03-06,74,80.0,,0.8,59.2
2015-03-07,47,80.0,,0.8,37.6
2015-03-08,49,80.0,,0.8,39.2
2015-03-09,89,80.0,,0.8,71.2
2015-03-10,80,80.0,,0.8,64.0
2015-03-11,73,80.0,,0.8,58.400000000000006
2015-03-12,77,80.0,,0.8,61.6
2015-03-13,65,80.0,,0.8,52.0
2015-03-14,48,80.0,,0.8,38.400000000000006
2015-03-15,61,80.0,,0.8,48.800000000000004
2015-03-16,78,80.0,,0.8,62.400000000000006
2015-03-17,84,80.0,,0.8,67.2
2015-03-18,83,80.0,,0.8,66.4
2015-03-19,98,80.0,,0.8,78.4
2015-03-20,65,80.0,,0.8,52.0
2015-03-21,44,80.0,,0.8,35.2
2015-03-22,38,80.0,,0.8,30.400000000000002
2015-03-23,82,80.0,,0.8,65.60000000000001
2015-03-24,100,80.0,,0.8,80.0
2015-03-25,82,80.0,,0.8,65.60000000000001
2015-03-26,95,80.0,,0.8,76.0
2015-03-27,66,80.0,,0.8,52.800000000000004
2015-03-28,39,80.0,,0.8,31.200000000000003
2015-03-29,59,80.0,,0.8,47.2
2015-03-30,83,80.0,,0.8,66.4
2015-03-31,89,80.0,,0.8,71.2
2015-04-01,80,88.0,False,0.88,70.4
2015-04-02,76,88.0,,0.88,66.88
2015-04-03,49,88.0,,0.88,43.12
2015-04-04,40,88.0,,0.88,35.2
2015-04-05,35,88.0,,0.88,30.8
2015-04-06,79,88.0,,0.88,69.52
2015-04-07,72,88.0,,0.88,63.36
2015-04-08,82,88.0,,0.88,72.16
2015-04-09,73,88.0,,0.88,64.24
2015-04-10,67,88.0,,0.88,58.96
2015-04-11,39,88.0,,0.88,34.32
2015-04-12,47,88.0,,0.88,41.36
2015-04-13,88,88.0,,0.88,77.44
2015-04-14,81,88.0,,0.88,71.28
2015-04-15,80,88.0,,0.88,70.4
2015-04-16,86,88.0,,0.88,75.68
2015-04-17,61,88.0,,0.88,53.68
2015-04-18,31,88.0,,0.88,27.28
2015-04-19,52,88.0,,0.88,45.76
2015-04-20,90,88.0,,0.88,79.2
2015-04-21,86,88.0,,0.88,75.68
2015-04-22,72,88.0,,0.88,63.36
2015-04-23,85,88.0,,0.88,74.8
2015-04-24,83,88.0,,0.88,73.04
2015-04-25,36,88.0,,0.88,31.68
2015-04-26,49,88.0,,0.88,43.12
2015-04-27,100,88.0,,0.88,88.0
2015-04-28,97,88.0,,0.88,85.36
2015-04-29,87,88.0,,0.88,76.56
2015-04-30,82,88.0,,0.88,72.16
2015-05-01,73,75.0,False,0.75,54.75
2015-05-02,50,75.0,,0.75,37.5
2015-05-03,66,75.0,,0.75,49.5
2015-05-04,89,75.0,,0.75,66.75
2015-05-05,100,75.0,,0.75,75.0
2015-05-06,93,75.0,,0.75,69.75
2015-05-07,97,75.0,,0.75,72.75
2015-05-08,84,75.0,,0.75,63.0
2015-05-09,45,75.0,,0.75,33.75
2015-05-10,55,75.0,,0.75,41.25
2015-05-11,87,75.0,,0.75,65.25
2015-05-12,81,75.0,,0.75,60.75
2015-05-13,92,75.0,,0.75,69.0
2015-05-14,96,75.0,,0.75,72.0
2015-05-15,73,75.0,,0.75,54.75
2015-05-16,46,75.0,,0.75,34.5
2015-05-17,42,75.0,,0.75,31.5
2015-05-18,88,75.0,,0.75,66.0
2015-05-19,80,75.0,,0.75,60.0
2015-05-20,69,75.0,,0.75,51.75
2015-05-21,71,75.0,,0.75,53.25
2015-05-22,53,75.0,,0.75,39.75
2015-05-23,37,75.0,,0.75,27.75
2015-05-24,41,75.0,,0.75,30.75
2015-05-25,41,75.0,,0.75,30.75
2015-05-26,76,75.0,,0.75,57.0
2015-05-27,77,75.0,,0.75,57.75
2015-05-28,74,75.0,,0.75,55.5
2015-05-29,60,75.0,,0.75,45.0
2015-05-30,29,75.0,,0.75,21.75
2015-05-31,43,75.0,,0.75,32.25
2015-06-01,85,51.0,False,0.51,43.35
2015-06-02,90,51.0,,0.51,45.9
2015-06-03,100,51.0,,0.51,51.0
2015-06-04,80,51.0,,0.51,40.8
2015-06-05,78,51.0,,0.51,39.78
2015-06-06,41,51.0,,0.51,20.91
2015-06-07,57,51.0,,0.51,29.07
2015-06-08,80,51.0,,0.51,40.8
2015-06-09,78,51.0,,0.51,39.78
2015-06-10,72,51.0,,0.51,36.72
2015-06-11,73,51.0,,0.51,37.230000000000004
2015-06-12,54,51.0,,0.51,27.54
2015-06-13,36,51.0,,0.51,18.36
2015-06-14,52,51.0,,0.51,26.52
2015-06-15,69,51.0,,0.51,35.19
2015-06-16,73,51.0,,0.51,37.230000000000004
2015-06-17,74,51.0,,0.51,37.74
2015-06-18,57,51.0,,0.51,29.07
2015-06-19,57,51.0,,0.51,29.07
2015-06-20,35,51.0,,0.51,17.85
2015-06-21,48,51.0,,0.51,24.48
2015-06-22,77,51.0,,0.51,39.27
2015-06-23,66,51.0,,0.51,33.660000000000004
2015-06-24,63,51.0,,0.51,32.13
2015-06-25,61,51.0,,0.51,31.11
2015-06-26,50,51.0,,0.51,25.5
2015-06-27,49,51.0,,0.51,24.990000000000002
2015-06-28,39,51.0,,0.51,19.89
2015-06-29,54,51.0,,0.51,27.54
2015-06-30,72,51.0,,0.51,36.72
2015-07-01,94,45.0,False,0.45,42.300000000000004
2015-07-02,77,45.0,,0.45,34.65
2015-07-03,49,45.0,,0.45,22.05
2015-07-04,48,45.0,,0.45,21.6
2015-07-05,57,45.0,,0.45,25.650000000000002
2015-07-06,92,45.0,,0.45,41.4
2015-07-07,98,45.0,,0.45,44.1
2015-07-08,85,45.0,,0.45,38.25
2015-07-09,74,45.0,,0.45,33.300000000000004
2015-07-10,66,45.0,,0.45,29.7
2015-07-11,51,45.0,,0.45,22.95
2015-07-12,68,45.0,,0.45,30.6
2015-07-13,78,45.0,,0.45,35.1
2015-07-14,100,45.0,,0.45,45.0
2015-07-15,79,45.0,,0.45,35.550000000000004
2015-07-16,91,45.0,,0.45,40.95
2015-07-17,66,45.0,,0.45,29.7
2015-07-18,52,45.0,,0.45,23.400000000000002
2015-07-19,75,45.0,,0.45,33.75
2015-07-20,88,45.0,,0.45,39.6
2015-07-21,97,45.0,,0.45,43.65
2015-07-22,93,45.0,,0.45,41.85
2015-07-23,86,45.0,,0.45,38.7
2015-07-24,74,45.0,,0.45,33.300000000000004
2015-07-25,60,45.0,,0.45,27.0
2015-07-26,70,45.0,,0.45,31.5
2015-07-27,77,45.0,,0.45,34.65
2015-07-28,85,45.0,,0.45,38.25
2015-07-29,93,45.0,,0.45,41.85
2015-07-30,88,45.0,,0.45,39.6
2015-07-31,81,45.0,,0.45,36.45
2015-08-01,31,62.0,False,0.62,19.22
2015-08-02,27,62.0,,0.62,16.74
2015-08-03,44,62.0,,0.62,27.28
2015-08-04,44,62.0,,0.62,27.28
2015-08-05,49,62.0,,0.62,30.38
2015-08-06,43,62.0,,0.62,26.66
2015-08-07,48,62.0,,0.62,29.759999999999998
2015-08-08,22,62.0,,0.62,13.64
2015-08-09,37,62.0,,0.62,22.94
2015-08-10,54,62.0,,0.62,33.48
2015-08-11,59,62.0,,0.62,36.58
2015-08-12,42,62.0,,0.62,26.04
2015-08-13,45,62.0,,0.62,27.9
2015-08-14,53,62.0,,0.62,32.86
2015-08-15,36,62.0,,0.62,22.32
2015-08-16,36,62.0,,0.62,22.32
2015-08-17,69,62.0,,0.62,42.78
2015-08-18,62,62.0,,0.62,38.44
2015-08-19,62,62.0,,0.62,38.44
2015-08-20,65,62.0,,0.62,40.3
2015-08-21,62,62.0,,0.62,38.44
2015-08-22,41,62.0,,0.62,25.419999999999998
2015-08-23,41,62.0,,0.62,25.419999999999998
2015-08-24,84,62.0,,0.62,52.08
2015-08-25,94,62.0,,0.62,58.28
2015-08-26,94,62.0,,0.62,58.28
2015-08-27,100,62.0,,0.62,62.0
2015-08-28,80,62.0,,0.62,49.6
2015-08-29,40,62.0,,0.62,24.8
2015-08-30,50,62.0,,0.62,31.0
2015-08-31,86,62.0,,0.62,53.32
2015-09-01,87,100.0,False,1.0,87.0
2015-09-02,95,100.0,,1.0,95.0
2015-09-03,88,100.0,,1.0,88.0
2015-09-04,70,100.0,,1.0,70.0
2015-09-05,39,100.0,,1.0,39.0
2015-09-06,38,100.0,,1.0,38.0
2015-09-07,65,100.0,,1.0,65.0
2015-09-08,87,100.0,,1.0,87.0
2015-09-09,93,100.0,,1.0,93.0
2015-09-10,89,100.0,,1.0,89.0
2015-09-11,81,100.0,,1.0,81.0
2015-09-12,39,100.0,,1.0,39.0
2015-09-13,54,100.0,,1.0,54.0
2015-09-14,84,100.0,,1.0,84.0
2015-09-15,99,100.0,,1.0,99.0
2015-09-16,96,100.0,,1.0,96.0
2015-09-17,79,100.0,,1.0,79.0
2015-09-18,68,100.0,,1.0,68.0
2015-09-19,35,100.0,,1.0,35.0
2015-09-20,51,100.0,,1.0,51.0
2015-09-21,82,100.0,,1.0,82.0
2015-09-22,100,100.0,,1.0,100.0
2015-09-23,83,100.0,,1.0,83.0
2015-09-24,83,100.0,,1.0,83.0
2015-09-25,87,100.0,,1.0,87.0
2015-09-26,43,100.0,,1.0,43.0
2015-09-27,55,100.0,,1.0,55.0
2015-09-28,73,100.0,,1.0,73.0
2015-09-29,81,100.0,,1.0,81.0
2015-09-30,91,100.0,,1.0,91.0
2015-10-01,95,92.0,False,0.92,87.4
2015-10-02,68,92.0,,0.92,62.56
2015-10-03,36,92.0,,0.92,33.120000000000005
2015-10-04,53,92.0,,0.92,48.760000000000005
2015-10-05,90,92.0,,0.92,82.8
2015-10-06,93,92.0,,0.92,85.56
2015-10-07,98,92.0,,0.92,90.16000000000001
2015-10-08,85,92.0,,0.92,78.2
2015-10-09,70,92.0,,0.92,64.4
2015-10-10,48,92.0,,0.92,44.160000000000004
2015-10-11,46,92.0,,0.92,42.32
2015-10-12,100,92.0,,0.92,92.0
2015-10-13,82,92.0,,0.92,75.44
2015-10-14,86,92.0,,0.92,79.12
2015-10-15,91,92.0,,0.92,83.72
2015-10-16,71,92.0,,0.92,65.32000000000001
2015-10-17,40,92.0,,0.92,36.800000000000004
2015-10-18,51,92.0,,0.92,46.92
2015-10-19,85,92.0,,0.92,78.2
2015-10-20,88,92.0,,0.92,80.96000000000001
2015-10-21,92,92.0,,0.92,84.64
2015-10-22,90,92.0,,0.92,82.8
2015-10-23,70,92.0,,0.92,64.4
2015-10-24,32,92.0,,0.92,29.44
2015-10-25,48,92.0,,0.92,44.160000000000004
2015-10-26,93,92.0,,0.92,85.56
2015-10-27,89,92.0,,0.92,81.88000000000001
2015-10-28,90,92.0,,0.92,82.8
2015-10-29,92,92.0,,0.92,84.64
2015-10-30,67,92.0,,0.92,61.64
2015-10-31,42,92.0,,0.92,38.64
2015-11-01,48,83.0,False,0.83,39.839999999999996
2015-11-02,89,83.0,,0.83,73.86999999999999
2015-11-03,98,83.0,,0.83,81.33999999999999
2015-11-04,95,83.0,,0.83,78.85
2015-11-05,94,83.0,,0.83,78.02
2015-11-06,82,83.0,,0.83,68.06
2015-11-07,41,83.0,,0.83,34.03
2015-11-08,56,83.0,,0.83,46.48
2015-11-09,88,83.0,,0.83,73.03999999999999
2015-11-10,84,83.0,,0.83,69.72
2015-11-11,73,83.0,,0.83,60.589999999999996
2015-11-12,91,83.0,,0.83,75.53
2015-11-13,86,83.0,,0.83,71.38
2015-11-14,38,83.0,,0.83,31.54
2015-11-15,45,83.0,,0.83,37.35
2015-11-16,84,83.0,,0.83,69.72
2015-11-17,92,83.0,,0.83,76.36
2015-11-18,100,83.0,,0.83,83.0
2015-11-19,89,83.0,,0.83,73.86999999999999
2015-11-20,72,83.0,,0.83,59.76
2015-11-21,45,83.0,,0.83,37.35
2015-11-22,45,83.0,,0.83,37.35
2015-11-23,76,83.0,,0.83,63.08
2015-11-24,70,83.0,,0.83,58.099999999999994
2015-11-25,30,83.0,,0.83,24.9
2015-11-26,28,83.0,,0.83,23.24
2015-11-27,29,83.0,,0.83,24.07
2015-11-28,32,83.0,,0.83,26.56
2015-11-29,46,83.0,,0.83,38.18
2015-11-30,76,83.0,,0.83,63.08
2015-12-01,84,74.0,False,0.74,62.16
2015-12-02,82,74.0,,0.74,60.68
2015-12-03,92,74.0,,0.74,68.08
2015-12-04,70,74.0,,0.74,51.8
2015-12-05,48,74.0,,0.74,35.519999999999996
2015-12-06,53,74.0,,0.74,39.22
2015-12-07,100,74.0,,0.74,74.0
2015-12-08,94,74.0,,0.74,69.56
2015-12-09,93,74.0,,0.74,68.82
2015-12-10,100,74.0,,0.74,74.0
2015-12-11,85,74.0,,0.74,62.9
2015-12-12,42,74.0,,0.74,31.08
2015-12-13,56,74.0,,0.74,41.44
2015-12-14,91,74.0,,0.74,67.34
2015-12-15,90,74.0,,0.74,66.6
2015-12-16,87,74.0,,0.74,64.38
2015-12-17,84,74.0,,0.74,62.16
2015-12-18,63,74.0,,0.74,46.62
2015-12-19,33,74.0,,0.74,24.419999999999998
2015-12-20,33,74.0,,0.74,24.419999999999998
2015-12-21,42,74.0,,0.74,31.08
2015-12-22,45,74.0,,0.74,33.3
2015-12-23,35,74.0,,0.74,25.9
2015-12-24,28,74.0,,0.74,20.72
2015-12-25,11,74.0,,0.74,8.14
2015-12-26,27,74.0,,0.74,19.98
2015-12-27,27,74.0,,0.74,19.98
2015-12-28,31,74.0,,0.74,22.94
2015-12-29,34,74.0,,0.74,25.16
2015-12-30,30,74.0,,0.74,22.2
2015-12-31,27,74.0,,0.74,19.98
2016-01-01,22,83.0,False,0.83,18.259999999999998
2016-01-02,34,83.0,,0.83,28.22
2016-01-03,36,83.0,,0.83,29.88
2016-01-04,51,83.0,,0.83,42.33
2016-01-05,67,83.0,,0.83,55.61
2016-01-06,76,83.0,,0.83,63.08
2016-01-07,75,83.0,,0.83,62.25
2016-01-08,70,83.0,,0.83,58.099999999999994
2016-01-09,38,83.0,,0.83,31.54
2016-01-10,30,83.0,,0.83,24.9
2016-01-11,86,83.0,,0.83,71.38
2016-01-12,80,83.0,,0.83,66.39999999999999
2016-01-13,89,83.0,,0.83,73.86999999999999
2016-01-14,78,83.0,,0.83,64.74
2016-01-15,74,83.0,,0.83,61.419999999999995
2016-01-16,31,83.0,,0.83,25.73
2016-01-17,38,83.0,,0.83,31.54
2016-01-18,46,83.0,,0.83,38.18
2016-01-19,82,83.0,,0.83,68.06
2016-01-20,100,83.0,,0.83,83.0
2016-01-21,94,83.0,,0.83,78.02
2016-01-22,67,83.0,,0.83,55.61
2016-01-23,42,83.0,,0.83,34.86
2016-01-24,51,83.0,,0.83,42.33
2016-01-25,81,83.0,,0.83,67.22999999999999
2016-01-26,97,83.0,,0.83,80.50999999999999
2016-01-27,91,83.0,,0.83,75.53
2016-01-28,84,83.0,,0.83,69.72
2016-01-29,79,83.0,,0.83,65.57
2016-01-30,41,83.0,,0.83,34.03
2016-01-31,53,83.0,,0.83,43.989999999999995
2016-02-01,92,91.0,False,0.91,83.72
2016-02-02,96,91.0,,0.91,87.36
2016-02-03,95,91.0,,0.91,86.45
2016-02-04,97,91.0,,0.91,88.27
2016-02-05,83,91.0,,0.91,75.53
2016-02-06,44,91.0,,0.91,40.04
2016-02-07,54,91.0,,0.91,49.14
2016-02-08,83,91.0,,0.91,75.53
2016-02-09,92,91.0,,0.91,83.72
2016-02-10,99,91.0,,0.91,90.09
2016-02-11,100,91.0,,0.91,91.0
2016-02-12,76,91.0,,0.91,69.16
2016-02-13,42,91.0,,0.91,38.22
2016-02-14,51,91.0,,0.91,46.410000000000004
2016-02-15,60,91.0,,0.91,54.6
2016-02-16,84,91.0,,0.91,76.44
2016-02-17,88,91.0,,0.91,80.08
2016-02-18,88,91.0,,0.91,80.08
2016-02-19,87,91.0,,0.91,79.17
2016-02-20,44,91.0,,0.91,40.04
2016-02-21,47,91.0,,0.91,42.77
2016-02-22,92,91.0,,0.91,83.72
2016-02-23,99,91.0,,0.91,90.09
2016-02-24,93,91.0,,0.91,84.63000000000001
2016-02-25,96,91.0,,0.91,87.36
2016-02-26,75,91.0,,0.91,68.25
2016-02-27,45,91.0,,0.91,40.95
2016-02-28,55,91.0,,0.91,50.050000000000004
2016-02-29,98,91.0,,0.91,89.18
2016-03-01,92,80.0,False,0.8,73.60000000000001
2016-03-02,100,80.0,,0.8,80.0
2016-03-03,97,80.0,,0.8,77.60000000000001
2016-03-04,82,80.0,,0.8,65.60000000000001
2016-03-05,44,80.0,,0.8,35.2
2016-03-06,50,80.0,,0.8,40.0
2016-03-07,82,80.0,,0.8,65.60000000000001
2016-03-08,93,80.0,,0.8,74.4
2016-03-09,95,80.0,,0.8,76.0
2016-03-10,100,80.0,,0.8,80.0
2016-03-11,77,80.0,,0.8,61.6
2016-03-12,43,80.0,,0.8,34.4
2016-03-13,48,80.0,,0.8,38.400000000000006
2016-03-14,84,80.0,,0.8,67.2
2016-03-15,85,80.0,,0.8,68.0
2016-03-16,87,80.0,,0.8,69.60000000000001
2016-03-17,77,80.0,,0.8,61.6
2016-03-18,76,80.0,,0.8,60.800000000000004
2016-03-19,39,80.0,,0.8,31.200000000000003
2016-03-20,49,80.0,,0.8,39.2
2016-03-21,74,80.0,,0.8,59.2
2016-03-22,87,80.0,,0.8,69.60000000000001
2016-03-23,78,80.0,,0.8,62.400000000000006
2016-03-24,75,80.0,,0.8,60.0
2016-03-25,55,80.0,,0.8,44.0
2016-03-26,38,80.0,,0.8,30.400000000000002
2016-03-27,50,80.0,,0.8,40.0
2016-03-28,84,80.0,,0.8,67.2
2016-03-29,88,80.0,,0.8,70.4
2016-03-30,88,80.0,,0.8,70.4
2016-03-31,88,80.0,,0.8,70.4
2016-04-01,63,87.0,False,0.87,54.81
2016-04-02,38,87.0,,0.87,33.06
2016-04-03,50,87.0,,0.87,43.5
2016-04-04,80,87.0,,0.87,69.6
2016-04-05,100,87.0,,0.87,87.0
2016-04-06,86,87.0,,0.87,74.82
2016-04-07,79,87.0,,0.87,68.73
2016-04-08,77,87.0,,0.87,66.99
2016-04-09,45,87.0,,0.87,39.15
2016-04-10,54,87.0,,0.87,46.98
2016-04-11,97,87.0,,0.87,84.39
2016-04-12,99,87.0,,0.87,86.13
2016-04-13,79,87.0,,0.87,68.73
2016-04-14,93,87.0,,0.87,80.91
2016-04-15,69,87.0,,0.87,60.03
2016-04-16,36,87.0,,0.87,31.32
2016-04-17,58,87.0,,0.87,50.46
2016-04-18,76,87.0,,0.87,66.12
2016-04-19,96,87.0,,0.87,83.52
2016-04-20,89,87.0,,0.87,77.42999999999999
2016-04-21,80,87.0,,0.87,69.6
2016-04-22,67,87.0,,0.87,58.29
2016-04-23,42,87.0,,0.87,36.54
2016-04-24,40,87.0,,0.87,34.8
2016-04-25,87,87.0,,0.87,75.69
2016-04-26,84,87.0,,0.87,73.08
2016-04-27,89,87.0,,0.87,77.42999999999999
2016-04-28,89,87.0,,0.87,77.42999999999999
2016-04-29,70,87.0,,0.87,60.9
2016-04-30,42,87.0,,0.87,36.54
2016-05-01,51,73.0,False,0.73,37.23
2016-05-02,99,73.0,,0.73,72.27
2016-05-03,100,73.0,,0.73,73.0
2016-05-04,97,73.0,,0.73,70.81
2016-05-05,90,73.0,,0.73,65.7
2016-05-06,78,73.0,,0.73,56.94
2016-05-07,41,73.0,,0.73,29.93
2016-05-08,50,73.0,,0.73,36.5
2016-05-09,93,73.0,,0.73,67.89
2016-05-10,81,73.0,,0.73,59.129999999999995
2016-05-11,95,73.0,,0.73,69.35
2016-05-12,85,73.0,,0.73,62.05
2016-05-13,72,73.0,,0.73,52.56
2016-05-14,37,73.0,,0.73,27.009999999999998
2016-05-15,42,73.0,,0.73,30.66
2016-05-16,69,73.0,,0.73,50.37
2016-05-17,82,73.0,,0.73,59.86
2016-05-18,78,73.0,,0.73,56.94
2016-05-19,69,73.0,,0.73,50.37
2016-05-20,64,73.0,,0.73,46.72
2016-05-21,39,73.0,,0.73,28.47
2016-05-22,35,73.0,,0.73,25.55
2016-05-23,64,73.0,,0.73,46.72
2016-05-24,71,73.0,,0.73,51.83
2016-05-25,59,73.0,,0.73,43.07
2016-05-26,63,73.0,,0.73,45.99
2016-05-27,51,73.0,,0.73,37.23
2016-05-28,24,73.0,,0.73,17.52
2016-05-29,33,73.0,,0.73,24.09
2016-05-30,38,73.0,,0.73,27.74
2016-05-31,56,73.0,,0.73,40.879999999999995
2016-06-01,91,47.0,False,0.47,42.769999999999996
2016-06-02,85,47.0,,0.47,39.949999999999996
2016-06-03,83,47.0,,0.47,39.01
2016-06-04,55,47.0,,0.47,25.849999999999998
2016-06-05,71,47.0,,0.47,33.37
2016-06-06,81,47.0,,0.47,38.07
2016-06-07,86,47.0,,0.47,40.419999999999995
2016-06-08,100,47.0,,0.47,47.0
2016-06-09,84,47.0,,0.47,39.48
2016-06-10,83,47.0,,0.47,39.01
2016-06-11,61,47.0,,0.47,28.669999999999998
2016-06-12,45,47.0,,0.47,21.15
2016-06-13,64,47.0,,0.47,30.08
2016-06-14,77,47.0,,0.47,36.19
2016-06-15,75,47.0,,0.47,35.25
2016-06-16,65,47.0,,0.47,30.549999999999997
2016-06-17,60,47.0,,0.47,28.2
2016-06-18,48,47.0,,0.47,22.56
2016-06-19,50,47.0,,0.47,23.5
2016-06-20,64,47.0,,0.47,30.08
2016-06-21,61,47.0,,0.47,28.669999999999998
2016-06-22,63,47.0,,0.47,29.61
2016-06-23,57,47.0,,0.47,26.79
2016-06-24,70,47.0,,0.47,32.9
2016-06-25,45,47.0,,0.47,21.15
2016-06-26,41,47.0,,0.47,19.27
2016-06-27,53,47.0,,0.47,24.91
2016-06-28,67,47.0,,0.47,31.49
2016-06-29,62,47.0,,0.47,29.139999999999997
2016-06-30,65,47.0,,0.47,30.549999999999997
2016-07-01,66,39.0,False,0.39,25.740000000000002
2016-07-02,60,39.0,,0.39,23.400000000000002
2016-07-03,48,39.0,,0.39,18.72
2016-07-04,66,39.0,,0.39,25.740000000000002
2016-07-05,72,39.0,,0.39,28.080000000000002
2016-07-06,86,39.0,,0.39,33.54
2016-07-07,85,39.0,,0.39,33.15
2016-07-08,76,39.0,,0.39,29.64
2016-07-09,46,39.0,,0.39,17.94
2016-07-10,72,39.0,,0.39,28.080000000000002
2016-07-11,93,39.0,,0.39,36.27
2016-07-12,100,39.0,,0.39,39.0
2016-07-13,92,39.0,,0.39,35.88
2016-07-14,78,39.0,,0.39,30.42
2016-07-15,76,39.0,,0.39,29.64
2016-07-16,57,39.0,,0.39,22.23
2016-07-17,71,39.0,,0.39,27.69
2016-07-18,97,39.0,,0.39,37.83
2016-07-19,86,39.0,,0.39,33.54
2016-07-20,91,39.0,,0.39,35.49
2016-07-21,85,39.0,,0.39,33.15
2016-07-22,65,39.0,,0.39,25.35
2016-07-23,51,39.0,,0.39,19.89
2016-07-24,64,39.0,,0.39,24.96
2016-07-25,82,39.0,,0.39,31.98
2016-07-26,85,39.0,,0.39,33.15
2016-07-27,76,39.0,,0.39,29.64
2016-07-28,86,39.0,,0.39,33.54
2016-07-29,75,39.0,,0.39,29.25
2016-07-30,69,39.0,,0.39,26.91
2016-07-31,68,39.0,,0.39,26.52
2016-08-01,30,58.0,False,0.58,17.4
2016-08-02,35,58.0,,0.58,20.299999999999997
2016-08-03,42,58.0,,0.58,24.36
2016-08-04,38,58.0,,0.58,22.04
2016-08-05,34,58.0,,0.58,19.72
2016-08-06,23,58.0,,0.58,13.34
2016-08-07,29,58.0,,0.58,16.82
2016-08-08,51,58.0,,0.58,29.58
2016-08-09,43,58.0,,0.58,24.939999999999998
2016-08-10,45,58.0,,0.58,26.099999999999998
2016-08-11,47,58.0,,0.58,27.259999999999998
2016-08-12,45,58.0,,0.58,26.099999999999998
2016-08-13,31,58.0,,0.58,17.98
2016-08-14,35,58.0,,0.58,20.299999999999997
2016-08-15,44,58.0,,0.58,25.52
2016-08-16,57,58.0,,0.58,33.059999999999995
2016-08-17,61,58.0,,0.58,35.379999999999995
2016-08-18,52,58.0,,0.58,30.159999999999997
2016-08-19,47,58.0,,0.58,27.259999999999998
2016-08-20,32,58.0,,0.58,18.56
2016-08-21,34,58.0,,0.58,19.72
2016-08-22,71,58.0,,0.58,41.18
2016-08-23,77,58.0,,0.58,44.66
2016-08-24,81,58.0,,0.58,46.98
2016-08-25,93,58.0,,0.58,53.94
2016-08-26,83,58.0,,0.58,48.13999999999999
2016-08-27,39,58.0,,0.58,22.619999999999997
2016-08-28,54,58.0,,0.58,31.319999999999997
2016-08-29,88,58.0,,0.58,51.04
2016-08-30,93,58.0,,0.58,53.94
2016-08-31,100,58.0,,0.58,57.99999999999999
2016-09-01,83,92.0,False,0.92,76.36
2016-09-02,57,92.0,,0.92,52.440000000000005
2016-09-03,28,92.0,,0.92,25.76
2016-09-04,33,92.0,,0.92,30.360000000000003
2016-09-05,50,92.0,,0.92,46.0
2016-09-06,76,92.0,,0.92,69.92
2016-09-07,83,92.0,,0.92,76.36
2016-09-08,86,92.0,,0.92,79.12
2016-09-09,65,92.0,,0.92,59.800000000000004
2016-09-10,33,92.0,,0.92,30.360000000000003
2016-09-11,44,92.0,,0.92,40.480000000000004
2016-09-12,79,92.0,,0.92,72.68
2016-09-13,82,92.0,,0.92,75.44
2016-09-14,84,92.0,,0.92,77.28
2016-09-15,81,92.0,,0.92,74.52000000000001
2016-09-16,73,92.0,,0.92,67.16
2016-09-17,35,92.0,,0.92,32.2
2016-09-18,45,92.0,,0.92,41.4
2016-09-19,82,92.0,,0.92,75.44
2016-09-20,88,92.0,,0.92,80.96000000000001
2016-09-21,74,92.0,,0.92,68.08
2016-09-22,72,92.0,,0.92,66.24000000000001
2016-09-23,63,92.0,,0.92,57.96
2016-09-24,32,92.0,,0.92,29.44
2016-09-25,39,92.0,,0.92,35.88
2016-09-26,71,92.0,,0.92,65.32000000000001
2016-09-27,100,92.0,,0.92,92.0
2016-09-28,89,92.0,,0.92,81.88000000000001
2016-09-29,84,92.0,,0.92,77.28
2016-09-30,75,92.0,,0.92,69.0
2016-10-01,28,86.0,False,0.86,24.08
2016-10-02,40,86.0,,0.86,34.4
2016-10-03,64,86.0,,0.86,55.04
2016-10-04,67,86.0,,0.86,57.62
2016-10-05,68,86.0,,0.86,58.48
2016-10-06,64,86.0,,0.86,55.04
2016-10-07,49,86.0,,0.86,42.14
2016-10-08,32,86.0,,0.86,27.52
2016-10-09,30,86.0,,0.86,25.8
2016-10-10,67,86.0,,0.86,57.62
2016-10-11,71,86.0,,0.86,61.06
2016-10-12,100,86.0,,0.86,86.0
2016-10-13,78,86.0,,0.86,67.08
2016-10-14,56,86.0,,0.86,48.16
2016-10-15,33,86.0,,0.86,28.38
2016-10-16,37,86.0,,0.86,31.82
2016-10-17,64,86.0,,0.86,55.04
2016-10-18,72,86.0,,0.86,61.92
2016-10-19,59,86.0,,0.86,50.74
2016-10-20,67,86.0,,0.86,57.62
2016-10-21,56,86.0,,0.86,48.16
2016-10-22,28,86.0,,0.86,24.08
2016-10-23,37,86.0,,0.86,31.82
2016-10-24,70,86.0,,0.86,60.199999999999996
2016-10-25,75,86.0,,0.86,64.5
2016-10-26,61,86.0,,0.86,52.46
2016-10-27,65,86.0,,0.86,55.9
2016-10-28,54,86.0,,0.86,46.44
2016-10-29,27,86.0,,0.86,23.22
2016-10-30,38,86.0,,0.86,32.68
2016-10-31,63,86.0,,0.86,54.18
2016-11-01,87,80.0,False,0.8,69.60000000000001
2016-11-02,93,80.0,,0.8,74.4
2016-11-03,73,80.0,,0.8,58.400000000000006
2016-11-04,70,80.0,,0.8,56.0
2016-11-05,36,80.0,,0.8,28.8
2016-11-06,39,80.0,,0.8,31.200000000000003
