date,stocks_unscaled,stocks_monthly,isPartial,scale,stocks
2015-08-01,24,26.0,False,0.26,6.24
2015-08-02,24,26.0,,0.26,6.24
2015-08-03,30,26.0,,0.26,7.800000000000001
2015-08-04,29,26.0,,0.26,7.54
2015-08-05,32,26.0,,0.26,8.32
2015-08-06,35,26.0,,0.26,9.1
2015-08-07,28,26.0,,0.26,7.28
2015-08-08,26,26.0,,0.26,6.76
2015-08-09,23,26.0,,0.26,5.98
2015-08-10,29,26.0,,0.26,7.54
2015-08-11,31,26.0,,0.26,8.06
2015-08-12,30,26.0,,0.26,7.800000000000001
2015-08-13,30,26.0,,0.26,7.800000000000001
2015-08-14,33,26.0,,0.26,8.58
2015-08-15,20,26.0,,0.26,5.2
2015-08-16,22,26.0,,0.26,5.720000000000001
2015-08-17,27,26.0,,0.26,7.0200000000000005
2015-08-18,26,26.0,,0.26,6.76
2015-08-19,33,26.0,,0.26,8.58
2015-08-20,40,26.0,,0.26,10.4
2015-08-21,50,26.0,,0.26,13.0
2015-08-22,36,26.0,,0.26,9.36
2015-08-23,27,26.0,,0.26,7.0200000000000005
2015-08-24,100,26.0,,0.26,26.0
2015-08-25,78,26.0,,0.26,20.28
2015-08-26,65,26.0,,0.26,16.900000000000002
2015-08-27,55,26.0,,0.26,14.3
2015-08-28,43,26.0,,0.26,11.18
2015-08-29,25,26.0,,0.26,6.5
2015-08-30,25,26.0,,0.26,6.5
2015-08-31,36,26.0,,0.26,9.36
2015-09-01,100,22.0,False,0.22,22.0
2015-09-02,95,22.0,,0.22,20.9
2015-09-03,81,22.0,,0.22,17.82
2015-09-04,76,22.0,,0.22,16.72
2015-09-05,48,22.0,,0.22,10.56
2015-09-06,42,22.0,,0.22,9.24
2015-09-07,45,22.0,,0.22,9.9
2015-09-08,70,22.0,,0.22,15.4
2015-09-09,69,22.0,,0.22,15.18
2015-09-10,74,22.0,,0.22,16.28
2015-09-11,68,22.0,,0.22,14.96
2015-09-12,43,22.0,,0.22,9.46
2015-09-13,35,22.0,,0.22,7.7
2015-09-14,67,22.0,,0.22,14.74
2015-09-15,65,22.0,,0.22,14.3
2015-09-16,82,22.0,,0.22,18.04
2015-09-17,61,22.0,,0.22,13.42
2015-09-18,66,22.0,,0.22,14.52
2015-09-19,41,22.0,,0.22,9.02
2015-09-20,33,22.0,,0.22,7.26
2015-09-21,74,22.0,,0.22,16.28
2015-09-22,76,22.0,,0.22,16.72
2015-09-23,72,22.0,,0.22,15.84
2015-09-24,79,22.0,,0.22,17.38
2015-09-25,69,22.0,,0.22,15.18
2015-09-26,55,22.0,,0.22,12.1
2015-09-27,46,22.0,,0.22,10.12
2015-09-28,71,22.0,,0.22,15.62
2015-09-29,78,22.0,,0.22,17.16
2015-09-30,75,22.0,,0.22,16.5
2015-10-01,78,22.0,False,0.22,17.16
2015-10-02,69,22.0,,0.22,15.18
2015-10-03,49,22.0,,0.22,10.78
2015-10-04,51,22.0,,0.22,11.22
2015-10-05,81,22.0,,0.22,17.82
2015-10-06,82,22.0,,0.22,18.04
2015-10-07,97,22.0,,0.22,21.34
2015-10-08,77,22.0,,0.22,16.94
2015-10-09,90,22.0,,0.22,19.8
2015-10-10,54,22.0,,0.22,11.88
2015-10-11,47,22.0,,0.22,10.34
2015-10-12,74,22.0,,0.22,16.28
2015-10-13,93,22.0,,0.22,20.46
2015-10-14,86,22.0,,0.22,18.92
2015-10-15,87,22.0,,0.22,19.14
2015-10-16,78,22.0,,0.22,17.16
2015-10-17,52,22.0,,0.22,11.44
2015-10-18,43,22.0,,0.22,9.46
2015-10-19,85,22.0,,0.22,18.7
2015-10-20,85,22.0,,0.22,18.7
2015-10-21,90,22.0,,0.22,19.8
2015-10-22,86,22.0,,0.22,18.92
2015-10-23,96,22.0,,0.22,21.12
2015-10-24,47,22.0,,0.22,10.34
2015-10-25,53,22.0,,0.22,11.66
2015-10-26,86,22.0,,0.22,18.92
2015-10-27,87,22.0,,0.22,19.14
2015-10-28,89,22.0,,0.22,19.580000000000002
2015-10-29,100,22.0,,0.22,22.0
2015-10-30,78,22.0,,0.22,17.16
2015-10-31,51,22.0,,0.22,11.22
2015-11-01,48,20.0,False,0.2,9.600000000000001
2015-11-02,81,20.0,,0.2,16.2
2015-11-03,94,20.0,,0.2,18.8
2015-11-04,100,20.0,,0.2,20.0
2015-11-05,88,20.0,,0.2,17.6
2015-11-06,83,20.0,,0.2,16.6
2015-11-07,56,20.0,,0.2,11.200000000000001
2015-11-08,57,20.0,,0.2,11.4
2015-11-09,84,20.0,,0.2,16.8
2015-11-10,87,20.0,,0.2,17.400000000000002
2015-11-11,76,20.0,,0.2,15.200000000000001
2015-11-12,91,20.0,,0.2,18.2
2015-11-13,90,20.0,,0.2,18.0
2015-11-14,54,20.0,,0.2,10.8
2015-11-15,51,20.0,,0.2,10.200000000000001
2015-11-16,79,20.0,,0.2,15.8
2015-11-17,86,20.0,,0.2,17.2
2015-11-18,85,20.0,,0.2,17.0
2015-11-19,92,20.0,,0.2,18.400000000000002
2015-11-20,89,20.0,,0.2,17.8
2015-11-21,57,20.0,,0.2,11.4
2015-11-22,51,20.0,,0.2,10.200000000000001
2015-11-23,83,20.0,,0.2,16.6
2015-11-24,75,20.0,,0.2,15.0
2015-11-25,80,20.0,,0.2,16.0
2015-11-26,51,20.0,,0.2,10.200000000000001
2015-11-27,55,20.0,,0.2,11.0
2015-11-28,53,20.0,,0.2,10.600000000000001
2015-11-29,52,20.0,,0.2,10.4
2015-11-30,70,20.0,,0.2,14.0
2015-12-01,87,22.0,False,0.22,19.14
2015-12-02,92,22.0,,0.22,20.24
2015-12-03,94,22.0,,0.22,20.68
2015-12-04,81,22.0,,0.22,17.82
2015-12-05,54,22.0,,0.22,11.88
2015-12-06,53,22.0,,0.22,11.66
2015-12-07,87,22.0,,0.22,19.14
2015-12-08,97,22.0,,0.22,21.34
2015-12-09,96,22.0,,0.22,21.12
2015-12-10,86,22.0,,0.22,18.92
2015-12-11,85,22.0,,0.22,18.7
2015-12-12,61,22.0,,0.22,13.42
2015-12-13,58,22.0,,0.22,12.76
2015-12-14,84,22.0,,0.22,18.48
2015-12-15,88,22.0,,0.22,19.36
2015-12-16,85,22.0,,0.22,18.7
2015-12-17,100,22.0,,0.22,22.0
2015-12-18,91,22.0,,0.22,20.02
2015-12-19,63,22.0,,0.22,13.86
2015-12-20,56,22.0,,0.22,12.32
2015-12-21,73,22.0,,0.22,16.06
2015-12-22,80,22.0,,0.22,17.6
2015-12-23,68,22.0,,0.22,14.96
2015-12-24,66,22.0,,0.22,14.52
2015-12-25,56,22.0,,0.22,12.32
2015-12-26,56,22.0,,0.22,12.32
2015-12-27,68,22.0,,0.22,14.96
2015-12-28,83,22.0,,0.22,18.26
2015-12-29,93,22.0,,0.22,20.46
2015-12-30,82,22.0,,0.22,18.04
2015-12-31,85,22.0,,0.22,18.7
2016-01-01,39,26.0,False,0.26,10.14
2016-01-02,44,26.0,,0.26,11.440000000000001
2016-01-03,40,26.0,,0.26,10.4
2016-01-04,81,26.0,,0.26,21.060000000000002
2016-01-05,82,26.0,,0.26,21.32
2016-01-06,79,26.0,,0.26,20.54
2016-01-07,89,26.0,,0.26,23.14
2016-01-08,83,26.0,,0.26,21.580000000000002
2016-01-09,48,26.0,,0.26,12.48
2016-01-10,50,26.0,,0.26,13.0
2016-01-11,64,26.0,,0.26,16.64
2016-01-12,66,26.0,,0.26,17.16
2016-01-13,76,26.0,,0.26,19.76
2016-01-14,72,26.0,,0.26,18.72
2016-01-15,80,26.0,,0.26,20.8
2016-01-16,49,26.0,,0.26,12.74
2016-01-17,42,26.0,,0.26,10.92
2016-01-18,57,26.0,,0.26,14.82
2016-01-19,78,26.0,,0.26,20.28
2016-01-20,100,26.0,,0.26,26.0
2016-01-21,85,26.0,,0.26,22.1
2016-01-22,71,26.0,,0.26,18.46
2016-01-23,49,26.0,,0.26,12.74
2016-01-24,42,26.0,,0.26,10.92
2016-01-25,78,26.0,,0.26,20.28
2016-01-26,70,26.0,,0.26,18.2
2016-01-27,65,26.0,,0.26,16.900000000000002
2016-01-28,81,26.0,,0.26,21.060000000000002
2016-01-29,69,26.0,,0.26,17.94
2016-01-30,51,26.0,,0.26,13.26
2016-01-31,46,26.0,,0.26,11.96
2016-02-01,76,26.0,False,0.26,19.76
2016-02-02,87,26.0,,0.26,22.62
2016-02-03,91,26.0,,0.26,23.66
2016-02-04,99,26.0,,0.26,25.740000000000002
2016-02-05,91,26.0,,0.26,23.66
2016-02-06,60,26.0,,0.26,15.600000000000001
2016-02-07,49,26.0,,0.26,12.74
2016-02-08,86,26.0,,0.26,22.36
2016-02-09,100,26.0,,0.26,26.0
2016-02-10,93,26.0,,0.26,24.18
2016-02-11,99,26.0,,0.26,25.740000000000002
2016-02-12,89,26.0,,0.26,23.14
2016-02-13,60,26.0,,0.26,15.600000000000001
2016-02-14,52,26.0,,0.26,13.52
2016-02-15,60,26.0,,0.26,15.600000000000001
2016-02-16,86,26.0,,0.26,22.36
2016-02-17,96,26.0,,0.26,24.96
2016-02-18,95,26.0,,0.26,24.7
2016-02-19,81,26.0,,0.26,21.060000000000002
2016-02-20,52,26.0,,0.26,13.52
2016-02-21,48,26.0,,0.26,12.48
2016-02-22,79,26.0,,0.26,20.54
2016-02-23,86,26.0,,0.26,22.36
2016-02-24,78,26.0,,0.26,20.28
2016-02-25,88,26.0,,0.26,22.880000000000003
2016-02-26,85,26.0,,0.26,22.1
2016-02-27,49,26.0,,0.26,12.74
2016-02-28,48,26.0,,0.26,12.48
2016-02-29,80,26.0,,0.26,20.8
2016-03-01,80,24.0,False,0.24,19.2
2016-03-02,81,24.0,,0.24,19.439999999999998
2016-03-03,100,24.0,,0.24,24.0
2016-03-04,87,24.0,,0.24,20.88
2016-03-05,59,24.0,,0.24,14.16
2016-03-06,46,24.0,,0.24,11.04
2016-03-07,88,24.0,,0.24,21.119999999999997
2016-03-08,100,24.0,,0.24,24.0
2016-03-09,81,24.0,,0.24,19.439999999999998
2016-03-10,91,24.0,,0.24,21.84
2016-03-11,81,24.0,,0.24,19.439999999999998
2016-03-12,49,24.0,,0.24,11.76
2016-03-13,41,24.0,,0.24,9.84
2016-03-14,82,24.0,,0.24,19.68
2016-03-15,79,24.0,,0.24,18.96
2016-03-16,79,24.0,,0.24,18.96
2016-03-17,87,24.0,,0.24,20.88
2016-03-18,82,24.0,,0.24,19.68
2016-03-19,49,24.0,,0.24,11.76
2016-03-20,58,24.0,,0.24,13.92
2016-03-21,84,24.0,,0.24,20.16
2016-03-22,83,24.0,,0.24,19.919999999999998
2016-03-23,80,24.0,,0.24,19.2
2016-03-24,71,24.0,,0.24,17.04
2016-03-25,57,24.0,,0.24,13.68
2016-03-26,46,24.0,,0.24,11.04
2016-03-27,50,24.0,,0.24,12.0
2016-03-28,78,24.0,,0.24,18.72
2016-03-29,90,24.0,,0.24,21.599999999999998
2016-03-30,85,24.0,,0.24,20.4
2016-03-31,87,24.0,,0.24,20.88
2016-04-01,71,24.0,False,0.24,17.04
2016-04-02,51,24.0,,0.24,12.24
2016-04-03,55,24.0,,0.24,13.2
2016-04-04,73,24.0,,0.24,17.52
2016-04-05,79,24.0,,0.24,18.96
2016-04-06,82,24.0,,0.24,19.68
2016-04-07,89,24.0,,0.24,21.36
2016-04-08,76,24.0,,0.24,18.24
2016-04-09,45,24.0,,0.24,10.799999999999999
2016-04-10,51,24.0,,0.24,12.24
2016-04-11,78,24.0,,0.24,18.72
2016-04-12,88,24.0,,0.24,21.119999999999997
2016-04-13,95,24.0,,0.24,22.8
2016-04-14,95,24.0,,0.24,22.8
2016-04-15,76,24.0,,0.24,18.24
2016-04-16,62,24.0,,0.24,14.879999999999999
2016-04-17,55,24.0,,0.24,13.2
2016-04-18,78,24.0,,0.24,18.72
2016-04-19,100,24.0,,0.24,24.0
2016-04-20,76,24.0,,0.24,18.24
2016-04-21,91,24.0,,0.24,21.84
2016-04-22,83,24.0,,0.24,19.919999999999998
2016-04-23,54,24.0,,0.24,12.959999999999999
2016-04-24,52,24.0,,0.24,12.48
2016-04-25,81,24.0,,0.24,19.439999999999998
2016-04-26,84,24.0,,0.24,20.16
2016-04-27,92,24.0,,0.24,22.08
2016-04-28,94,24.0,,0.24,22.56
2016-04-29,86,24.0,,0.24,20.64
2016-04-30,50,24.0,,0.24,12.0
2016-05-01,70,21.0,False,0.21,14.7
2016-05-02,100,21.0,,0.21,21.0
2016-05-03,98,21.0,,0.21,20.58
2016-05-04,91,21.0,,0.21,19.11
2016-05-05,91,21.0,,0.21,19.11
2016-05-06,90,21.0,,0.21,18.9
2016-05-07,54,21.0,,0.21,11.34
2016-05-08,48,21.0,,0.21,10.08
2016-05-09,97,21.0,,0.21,20.37
2016-05-10,93,21.0,,0.21,19.529999999999998
2016-05-11,88,21.0,,0.21,18.48
2016-05-12,95,21.0,,0.21,19.95
2016-05-13,87,21.0,,0.21,18.27
2016-05-14,52,21.0,,0.21,10.92
2016-05-15,57,21.0,,0.21,11.969999999999999
2016-05-16,91,21.0,,0.21,19.11
2016-05-17,94,21.0,,0.21,19.74
2016-05-18,93,21.0,,0.21,19.529999999999998
2016-05-19,90,21.0,,0.21,18.9
2016-05-20,74,21.0,,0.21,15.54
2016-05-21,52,21.0,,0.21,10.92
2016-05-22,52,21.0,,0.21,10.92
2016-05-23,85,21.0,,0.21,17.849999999999998
2016-05-24,88,21.0,,0.21,18.48
2016-05-25,86,21.0,,0.21,18.06
2016-05-26,83,21.0,,0.21,17.43
2016-05-27,81,21.0,,0.21,17.009999999999998
2016-05-28,50,21.0,,0.21,10.5
2016-05-29,49,21.0,,0.21,10.29
2016-05-30,43,21.0,,0.21,9.03
2016-05-31,73,21.0,,0.21,15.33
2016-06-01,31,21.0,False,0.21,6.51
2016-06-02,32,21.0,,0.21,6.72
2016-06-03,30,21.0,,0.21,6.3
2016-06-04,17,21.0,,0.21,3.57
2016-06-05,21,21.0,,0.21,4.41
2016-06-06,32,21.0,,0.21,6.72
2016-06-07,35,21.0,,0.21,7.35
2016-06-08,34,21.0,,0.21,7.14
2016-06-09,30,21.0,,0.21,6.3
2016-06-10,31,21.0,,0.21,6.51
2016-06-11,19,21.0,,0.21,3.9899999999999998
2016-06-12,19,21.0,,0.21,3.9899999999999998
2016-06-13,35,21.0,,0.21,7.35
2016-06-14,33,21.0,,0.21,6.93
2016-06-15,31,21.0,,0.21,6.51
2016-06-16,32,21.0,,0.21,6.72
2016-06-17,30,21.0,,0.21,6.3
2016-06-18,19,21.0,,0.21,3.9899999999999998
2016-06-19,16,21.0,,0.21,3.36
2016-06-20,31,21.0,,0.21,6.51
2016-06-21,30,21.0,,0.21,6.3
2016-06-22,30,21.0,,0.21,6.3
2016-06-23,34,21.0,,0.21,7.14
2016-06-24,100,21.0,,0.21,21.0
2016-06-25,36,21.0,,0.21,7.56
2016-06-26,29,21.0,,0.21,6.09
2016-06-27,55,21.0,,0.21,11.549999999999999
2016-06-28,47,21.0,,0.21,9.87
2016-06-29,42,21.0,,0.21,8.82
2016-06-30,39,21.0,,0.21,8.19
2016-07-01,76,20.0,False,0.2,15.200000000000001
2016-07-02,53,20.0,,0.2,10.600000000000001
2016-07-03,44,20.0,,0.2,8.8
2016-07-04,54,20.0,,0.2,10.8
2016-07-05,68,20.0,,0.2,13.600000000000001
2016-07-06,73,20.0,,0.2,14.600000000000001
2016-07-07,76,20.0,,0.2,15.200000000000001
2016-07-08,70,20.0,,0.2,14.0
2016-07-09,56,20.0,,0.2,11.200000000000001
2016-07-10,50,20.0,,0.2,10.0
2016-07-11,79,20.0,,0.2,15.8
2016-07-12,100,20.0,,0.2,20.0
2016-07-13,86,20.0,,0.2,17.2
2016-07-14,81,20.0,,0.2,16.2
2016-07-15,77,20.0,,0.2,15.4
2016-07-16,52,20.0,,0.2,10.4
2016-07-17,51,20.0,,0.2,10.200000000000001
2016-07-18,75,20.0,,0.2,15.0
2016-07-19,76,20.0,,0.2,15.200000000000001
2016-07-20,78,20.0,,0.2,15.600000000000001
2016-07-21,80,20.0,,0.2,16.0
2016-07-22,62,20.0,,0.2,12.4
2016-07-23,46,20.0,,0.2,9.200000000000001
2016-07-24,50,20.0,,0.2,10.0
2016-07-25,77,20.0,,0.2,15.4
2016-07-26,77,20.0,,0.2,15.4
2016-07-27,78,20.0,,0.2,15.600000000000001
2016-07-28,70,20.0,,0.2,14.0
2016-07-29,68,20.0,,0.2,13.600000000000001
2016-07-30,42,20.0,,0.2,8.4
2016-07-31,46,20.0,,0.2,9.200000000000001
2016-08-01,94,18.0,False,0.18,16.919999999999998
2016-08-02,100,18.0,,0.18,18.0
2016-08-03,88,18.0,,0.18,15.84
2016-08-04,84,18.0,,0.18,15.12
2016-08-05,96,18.0,,0.18,17.28
2016-08-06,55,18.0,,0.18,9.9
2016-08-07,49,18.0,,0.18,8.82
2016-08-08,77,18.0,,0.18,13.86
2016-08-09,90,18.0,,0.18,16.2
2016-08-10,88,18.0,,0.18,15.84
2016-08-11,89,18.0,,0.18,16.02
2016-08-12,73,18.0,,0.18,13.139999999999999
2016-08-13,51,18.0,,0.18,9.18
2016-08-14,56,18.0,,0.18,10.08
2016-08-15,84,18.0,,0.18,15.12
2016-08-16,98,18.0,,0.18,17.64
2016-08-17,86,18.0,,0.18,15.479999999999999
2016-08-18,84,18.0,,0.18,15.12
2016-08-19,87,18.0,,0.18,15.66
2016-08-20,53,18.0,,0.18,9.54
2016-08-21,54,18.0,,0.18,9.719999999999999
2016-08-22,71,18.0,,0.18,12.78
2016-08-23,82,18.0,,0.18,14.76
2016-08-24,83,18.0,,0.18,14.94
2016-08-25,83,18.0,,0.18,14.94
2016-08-26,85,18.0,,0.18,15.299999999999999
2016-08-27,46,18.0,,0.18,8.28
2016-08-28,56,18.0,,0.18,10.08
2016-08-29,80,18.0,,0.18,14.399999999999999
2016-08-30,84,18.0,,0.18,15.12
2016-08-31,75,18.0,,0.18,13.5
2016-09-01,91,20.0,False,0.2,18.2
2016-09-02,70,20.0,,0.2,14.0
2016-09-03,54,20.0,,0.2,10.8
2016-09-04,53,20.0,,0.2,10.600000000000001
2016-09-05,56,20.0,,0.2,11.200000000000001
2016-09-06,92,20.0,,0.2,18.400000000000002
2016-09-07,94,20.0,,0.2,18.8
2016-09-08,89,20.0,,0.2,17.8
2016-09-09,100,20.0,,0.2,20.0
2016-09-10,55,20.0,,0.2,11.0
2016-09-11,54,20.0,,0.2,10.8
2016-09-12,85,20.0,,0.2,17.0
2016-09-13,93,20.0,,0.2,18.6
2016-09-14,86,20.0,,0.2,17.2
2016-09-15,93,20.0,,0.2,18.6
2016-09-16,83,20.0,,0.2,16.6
2016-09-17,59,20.0,,0.2,11.8
2016-09-18,52,20.0,,0.2,10.4
2016-09-19,95,20.0,,0.2,19.0
2016-09-20,85,20.0,,0.2,17.0
2016-09-21,91,20.0,,0.2,18.2
2016-09-22,94,20.0,,0.2,18.8
2016-09-23,92,20.0,,0.2,18.400000000000002
2016-09-24,61,20.0,,0.2,12.200000000000001
2016-09-25,67,20.0,,0.2,13.4
2016-09-26,90,20.0,,0.2,18.0
2016-09-27,92,20.0,,0.2,18.400000000000002
2016-09-28,88,20.0,,0.2,17.6
2016-09-29,99,20.0,,0.2,19.8
2016-09-30,83,20.0,,0.2,16.6
2016-10-01,54,21.0,False,0.21,11.34
2016-10-02,47,21.0,,0.21,9.87
2016-10-03,84,21.0,,0.21,17.64
2016-10-04,93,21.0,,0.21,19.529999999999998
2016-10-05,95,21.0,,0.21,19.95
2016-10-06,88,21.0,,0.21,18.48
2016-10-07,87,21.0,,0.21,18.27
2016-10-08,58,21.0,,0.21,12.18
2016-10-09,54,21.0,,0.21,11.34
2016-10-10,77,21.0,,0.21,16.169999999999998
2016-10-11,89,21.0,,0.21,18.689999999999998
2016-10-12,90,21.0,,0.21,18.9
2016-10-13,95,21.0,,0.21,19.95
2016-10-14,82,21.0,,0.21,17.22
2016-10-15,52,21.0,,0.21,10.92
2016-10-16,55,21.0,,0.21,11.549999999999999
2016-10-17,97,21.0,,0.21,20.37
2016-10-18,99,21.0,,0.21,20.79
2016-10-19,95,21.0,,0.21,19.95
2016-10-20,82,21.0,,0.21,17.22
2016-10-21,88,21.0,,0.21,18.48
2016-10-22,58,21.0,,0.21,12.18
2016-10-23,60,21.0,,0.21,12.6
2016-10-24,99,21.0,,0.21,20.79
2016-10-25,100,21.0,,0.21,21.0
2016-10-26,98,21.0,,0.21,20.58
2016-10-27,99,21.0,,0.21,20.79
2016-10-28,89,21.0,,0.21,18.689999999999998
2016-10-29,54,21.0,,0.21,11.34
2016-10-30,60,21.0,,0.21,12.6
2016-10-31,87,21.0,,0.21,18.27
2016-11-01,22,31.0,False,0.31,6.82
2016-11-02,25,31.0,,0.31,7.75
2016-11-03,24,31.0,,0.31,7.4399999999999995
2016-11-04,24,31.0,,0.31,7.4399999999999995
2016-11-05,18,31.0,,0.31,5.58
2016-11-06,16,31.0,,0.31,4.96
2016-11-07,25,31.0,,0.31,7.75
2016-11-08,27,31.0,,0.31,8.37
2016-11-09,100,31.0,,0.31,31.0
2016-11-10,52,31.0,,0.31,16.12
2016-11-11,41,31.0,,0.31,12.709999999999999
2016-11-12,21,31.0,,0.31,6.51
2016-11-13,19,31.0,,0.31,5.89
2016-11-14,33,31.0,,0.31,10.23
2016-11-15,37,31.0,,0.31,11.47
2016-11-16,34,31.0,,0.31,10.54
2016-11-17,33,31.0,,0.31,10.23
2016-11-18,29,31.0,,0.31,8.99
2016-11-19,17,31.0,,0.31,5.27
2016-11-20,17,31.0,,0.31,5.27
2016-11-21,29,31.0,,0.31,8.99
2016-11-22,33,31.0,,0.31,10.23
2016-11-23,28,31.0,,0.31,8.68
2016-11-24,18,31.0,,0.31,5.58
2016-11-25,21,31.0,,0.31,6.51
2016-11-26,16,31.0,,0.31,4.96
2016-11-27,18,31.0,,0.31,5.58
2016-11-28,24,31.0,,0.31,7.4399999999999995
2016-11-29,26,31.0,,0.31,8.06
2016-11-30,33,31.0,,0.31,10.23
2016-12-01,92,26.0,False,0.26,23.92
2016-12-02,78,26.0,,0.26,20.28
2016-12-03,53,26.0,,0.26,13.780000000000001
2016-12-04,55,26.0,,0.26,14.3
2016-12-05,86,26.0,,0.26,22.36
2016-12-06,83,26.0,,0.26,21.580000000000002
2016-12-07,91,26.0,,0.26,23.66
2016-12-08,100,26.0,,0.26,26.0
2016-12-09,86,26.0,,0.26,22.36
2016-12-10,53,26.0,,0.26,13.780000000000001
2016-12-11,55,26.0,,0.26,14.3
2016-12-12,83,26.0,,0.26,21.580000000000002
2016-12-13,88,26.0,,0.26,22.880000000000003
2016-12-14,92,26.0,,0.26,23.92
2016-12-15,85,26.0,,0.26,22.1
2016-12-16,76,26.0,,0.26,19.76
2016-12-17,55,26.0,,0.26,14.3
2016-12-18,51,26.0,,0.26,13.26
2016-12-19,74,26.0,,0.26,19.240000000000002
2016-12-20,82,26.0,,0.26,21.32
2016-12-21,82,26.0,,0.26,21.32
2016-12-22,79,26.0,,0.26,20.54
2016-12-23,73,26.0,,0.26,18.98
2016-12-24,50,26.0,,0.26,13.0
2016-12-25,45,26.0,,0.26,11.700000000000001
2016-12-26,55,26.0,,0.26,14.3
2016-12-27,82,26.0,,0.26,21.32
2016-12-28,85,26.0,,0.26,22.1
2016-12-29,84,26.0,,0.26,21.84
2016-12-30,81,26.0,,0.26,21.060000000000002
2016-12-31,68,26.0,,0.26,17.68
2017-01-01,44,31.0,False,0.31,13.64
2017-01-02,55,31.0,,0.31,17.05
2017-01-03,74,31.0,,0.31,22.94
2017-01-04,90,31.0,,0.31,27.9
2017-01-05,81,31.0,,0.31,25.11
2017-01-06,77,31.0,,0.31,23.87
2017-01-07,48,31.0,,0.31,14.879999999999999
2017-01-08,51,31.0,,0.31,15.81
2017-01-09,68,31.0,,0.31,21.08
2017-01-10,70,31.0,,0.31,21.7
2017-01-11,80,31.0,,0.31,24.8
2017-01-12,79,31.0,,0.31,24.49
2017-01-13,73,31.0,,0.31,22.63
2017-01-14,53,31.0,,0.31,16.43
2017-01-15,51,31.0,,0.31,15.81
2017-01-16,51,31.0,,0.31,15.81
2017-01-17,75,31.0,,0.31,23.25
2017-01-18,75,31.0,,0.31,23.25
2017-01-19,78,31.0,,0.31,24.18
2017-01-20,72,31.0,,0.31,22.32
2017-01-21,53,31.0,,0.31,16.43
2017-01-22,52,31.0,,0.31,16.12
2017-01-23,70,31.0,,0.31,21.7
2017-01-24,81,31.0,,0.31,25.11
2017-01-25,100,31.0,,0.31,31.0
2017-01-26,89,31.0,,0.31,27.59
2017-01-27,81,31.0,,0.31,25.11
2017-01-28,54,31.0,,0.31,16.74
2017-01-29,54,31.0,,0.31,16.74
2017-01-30,80,31.0,,0.31,24.8
2017-01-31,85,31.0,,0.31,26.35
2017-02-01,100,32.0,False,0.32,32.0
2017-02-02,85,32.0,,0.32,27.2
2017-02-03,91,32.0,,0.32,29.12
2017-02-04,63,32.0,,0.32,20.16
2017-02-05,63,32.0,,0.32,20.16
2017-02-06,72,32.0,,0.32,23.04
2017-02-07,82,32.0,,0.32,26.240000000000002
2017-02-08,86,32.0,,0.32,27.52
2017-02-09,88,32.0,,0.32,28.16
2017-02-10,81,32.0,,0.32,25.92
2017-02-11,58,32.0,,0.32,18.56
2017-02-12,58,32.0,,0.32,18.56
2017-02-13,74,32.0,,0.32,23.68
2017-02-14,87,32.0,,0.32,27.84
2017-02-15,92,32.0,,0.32,29.44
2017-02-16,100,32.0,,0.32,32.0
2017-02-17,78,32.0,,0.32,24.96
2017-02-18,61,32.0,,0.32,19.52
2017-02-19,46,32.0,,0.32,14.72
2017-02-20,56,32.0,,0.32,17.92
2017-02-21,83,32.0,,0.32,26.560000000000002
2017-02-22,87,32.0,,0.32,27.84
2017-02-23,81,32.0,,0.32,25.92
2017-02-24,88,32.0,,0.32,28.16
2017-02-25,52,32.0,,0.32,16.64
2017-02-26,60,32.0,,0.32,19.2
2017-02-27,71,32.0,,0.32,22.72
2017-02-28,96,32.0,,0.32,30.72
2017-03-01,89,31.0,False,0.31,27.59
2017-03-02,100,31.0,,0.31,31.0
2017-03-03,88,31.0,,0.31,27.28
2017-03-04,60,31.0,,0.31,18.6
2017-03-05,54,31.0,,0.31,16.74
2017-03-06,75,31.0,,0.31,23.25
2017-03-07,81,31.0,,0.31,25.11
2017-03-08,76,31.0,,0.31,23.56
2017-03-09,72,31.0,,0.31,22.32
2017-03-10,74,31.0,,0.31,22.94
2017-03-11,44,31.0,,0.31,13.64
2017-03-12,43,31.0,,0.31,13.33
2017-03-13,69,31.0,,0.31,21.39
2017-03-14,65,31.0,,0.31,20.15
2017-03-15,71,31.0,,0.31,22.01
2017-03-16,68,31.0,,0.31,21.08
2017-03-17,61,31.0,,0.31,18.91
2017-03-18,42,31.0,,0.31,13.02
2017-03-19,43,31.0,,0.31,13.33
2017-03-20,64,31.0,,0.31,19.84
2017-03-21,67,31.0,,0.31,20.77
2017-03-22,66,31.0,,0.31,20.46
2017-03-23,65,31.0,,0.31,20.15
2017-03-24,66,31.0,,0.31,20.46
2017-03-25,37,31.0,,0.31,11.47
2017-03-26,37,31.0,,0.31,11.47
2017-03-27,67,31.0,,0.31,20.77
2017-03-28,76,31.0,,0.31,23.56
2017-03-29,71,31.0,,0.31,22.01
2017-03-30,68,31.0,,0.31,21.08
2017-03-31,61,31.0,,0.31,18.91
2017-04-01,56,27.0,False,0.27,15.120000000000001
2017-04-02,47,27.0,,0.27,12.690000000000001
2017-04-03,80,27.0,,0.27,21.6
2017-04-04,83,27.0,,0.27,22.41
2017-04-05,79,27.0,,0.27,21.330000000000002
2017-04-06,78,27.0,,0.27,21.060000000000002
