date,derivatives_unscaled,derivatives_monthly,isPartial,scale,derivatives
2020-10-28,61,46.0,,0.46,28.060000000000002
2020-10-29,91,46.0,,0.46,41.86
2020-10-30,63,46.0,,0.46,28.98
2020-10-31,18,46.0,,0.46,8.280000000000001
2020-11-01,52,31.0,True,0.31,16.12
2020-11-02,84,31.0,,0.31,26.04
2020-11-03,88,31.0,,0.31,27.28
2020-11-04,50,31.0,,0.31,15.5
2020-11-05,66,31.0,,0.31,20.46
2020-11-06,100,31.0,,0.31,31.0
2020-11-07,53,31.0,,0.31,16.43
2020-11-08,47,31.0,,0.31,14.57
2020-11-09,99,31.0,,0.31,30.69
2020-11-10,85,31.0,,0.31,26.35
2020-11-11,67,31.0,,0.31,20.77
2020-11-12,76,31.0,,0.31,23.56
2020-11-13,80,31.0,,0.31,24.8
2020-11-14,26,31.0,,0.31,8.06
2020-11-15,38,31.0,,0.31,11.78
2020-11-16,61,31.0,,0.31,18.91
2020-11-17,72,31.0,,0.31,22.32
2020-11-18,57,31.0,,0.31,17.669999999999998
2020-11-19,78,31.0,,0.31,24.18
2020-11-20,75,31.0,,0.31,23.25
2020-11-21,29,31.0,,0.31,8.99
2020-11-22,37,31.0,,0.31,11.47
2020-11-23,60,31.0,,0.31,18.6
2020-11-24,72,31.0,,0.31,22.32
2020-11-25,38,31.0,,0.31,11.78
2020-11-26,30,31.0,,0.31,9.3
2020-11-27,16,31.0,,0.31,4.96
2020-11-28,16,31.0,,0.31,4.96
