date,derivatives_unscaled,derivatives_monthly,isPartial,scale,derivatives
2014-12-26,14,51.0,,0.51,7.140000000000001
2014-12-27,10,51.0,,0.51,5.1
2014-12-28,14,51.0,,0.51,7.140000000000001
2014-12-29,15,51.0,,0.51,7.65
2014-12-30,20,51.0,,0.51,10.2
2014-12-31,10,51.0,,0.51,5.1
2015-01-01,0,45.0,False,0.45,0.0
2015-01-02,0,45.0,,0.45,0.0
2015-01-03,45,45.0,,0.45,20.25
2015-01-04,26,45.0,,0.45,11.700000000000001
2015-01-05,45,45.0,,0.45,20.25
2015-01-06,84,45.0,,0.45,37.800000000000004
2015-01-07,62,45.0,,0.45,27.900000000000002
2015-01-08,66,45.0,,0.45,29.7
2015-01-09,56,45.0,,0.45,25.2
2015-01-10,4,45.0,,0.45,1.8
2015-01-11,40,45.0,,0.45,18.0
2015-01-12,57,45.0,,0.45,25.650000000000002
2015-01-13,46,45.0,,0.45,20.7
2015-01-14,76,45.0,,0.45,34.2
2015-01-15,90,45.0,,0.45,40.5
2015-01-16,67,45.0,,0.45,30.150000000000002
2015-01-17,23,45.0,,0.45,10.35
2015-01-18,49,45.0,,0.45,22.05
2015-01-19,57,45.0,,0.45,25.650000000000002
2015-01-20,58,45.0,,0.45,26.1
2015-01-21,100,45.0,,0.45,45.0
2015-01-22,79,45.0,,0.45,35.550000000000004
2015-01-23,80,45.0,,0.45,36.0
2015-01-24,35,45.0,,0.45,15.75
2015-01-25,27,45.0,,0.45,12.15
2015-01-26,46,45.0,,0.45,20.7
2015-01-27,77,45.0,,0.45,34.65
2015-01-28,96,45.0,,0.45,43.2
2015-01-29,85,45.0,,0.45,38.25
2015-01-30,79,45.0,,0.45,35.550000000000004
2015-01-31,35,45.0,,0.45,15.75
2015-02-01,33,66.0,False,0.66,21.78
2015-02-02,63,66.0,,0.66,41.580000000000005
2015-02-03,81,66.0,,0.66,53.46
2015-02-04,87,66.0,,0.66,57.42
2015-02-05,89,66.0,,0.66,58.74
2015-02-06,81,66.0,,0.66,53.46
2015-02-07,32,66.0,,0.66,21.12
2015-02-08,48,66.0,,0.66,31.68
2015-02-09,82,66.0,,0.66,54.120000000000005
2015-02-10,100,66.0,,0.66,66.0
2015-02-11,98,66.0,,0.66,64.68
2015-02-12,83,66.0,,0.66,54.78
2015-02-13,69,66.0,,0.66,45.54
2015-02-14,43,66.0,,0.66,28.380000000000003
2015-02-15,39,66.0,,0.66,25.740000000000002
2015-02-16,72,66.0,,0.66,47.52
2015-02-17,58,66.0,,0.66,38.28
2015-02-18,79,66.0,,0.66,52.14
2015-02-19,73,66.0,,0.66,48.18
2015-02-20,55,66.0,,0.66,36.300000000000004
2015-02-21,40,66.0,,0.66,26.400000000000002
2015-02-22,38,66.0,,0.66,25.080000000000002
2015-02-23,93,66.0,,0.66,61.38
2015-02-24,94,66.0,,0.66,62.040000000000006
2015-02-25,99,66.0,,0.66,65.34
2015-02-26,91,66.0,,0.66,60.06
2015-02-27,83,66.0,,0.66,54.78
2015-02-28,36,66.0,,0.66,23.76
2015-03-01,52,55.0,False,0.55,28.6
2015-03-02,91,55.0,,0.55,50.050000000000004
2015-03-03,100,55.0,,0.55,55.00000000000001
2015-03-04,94,55.0,,0.55,51.7
2015-03-05,88,55.0,,0.55,48.400000000000006
2015-03-06,41,55.0,,0.55,22.55
2015-03-07,46,55.0,,0.55,25.3
2015-03-08,49,55.0,,0.55,26.950000000000003
2015-03-09,74,55.0,,0.55,40.7
2015-03-10,61,55.0,,0.55,33.550000000000004
2015-03-11,92,55.0,,0.55,50.6
2015-03-12,73,55.0,,0.55,40.150000000000006
2015-03-13,64,55.0,,0.55,35.2
2015-03-14,27,55.0,,0.55,14.850000000000001
2015-03-15,43,55.0,,0.55,23.650000000000002
2015-03-16,63,55.0,,0.55,34.650000000000006
2015-03-17,59,55.0,,0.55,32.45
2015-03-18,62,55.0,,0.55,34.1
2015-03-19,62,55.0,,0.55,34.1
2015-03-20,63,55.0,,0.55,34.650000000000006
2015-03-21,23,55.0,,0.55,12.65
2015-03-22,34,55.0,,0.55,18.700000000000003
2015-03-23,78,55.0,,0.55,42.900000000000006
2015-03-24,70,55.0,,0.55,38.5
2015-03-25,82,55.0,,0.55,45.1
2015-03-26,84,55.0,,0.55,46.2
2015-03-27,54,55.0,,0.55,29.700000000000003
2015-03-28,28,55.0,,0.55,15.400000000000002
2015-03-29,37,55.0,,0.55,20.35
2015-03-30,48,55.0,,0.55,26.400000000000002
2015-03-31,52,55.0,,0.55,28.6
2015-04-01,57,55.0,False,0.55,31.35
2015-04-02,65,55.0,,0.55,35.75
2015-04-03,54,55.0,,0.55,29.700000000000003
2015-04-04,29,55.0,,0.55,15.950000000000001
2015-04-05,35,55.0,,0.55,19.25
2015-04-06,38,55.0,,0.55,20.900000000000002
2015-04-07,40,55.0,,0.55,22.0
2015-04-08,74,55.0,,0.55,40.7
2015-04-09,67,55.0,,0.55,36.85
2015-04-10,69,55.0,,0.55,37.95
2015-04-11,39,55.0,,0.55,21.450000000000003
2015-04-12,39,55.0,,0.55,21.450000000000003
2015-04-13,66,55.0,,0.55,36.300000000000004
2015-04-14,90,55.0,,0.55,49.50000000000001
2015-04-15,91,55.0,,0.55,50.050000000000004
2015-04-16,71,55.0,,0.55,39.050000000000004
2015-04-17,74,55.0,,0.55,40.7
2015-04-18,15,55.0,,0.55,8.25
2015-04-19,53,55.0,,0.55,29.150000000000002
2015-04-20,77,55.0,,0.55,42.35
2015-04-21,97,55.0,,0.55,53.35
2015-04-22,100,55.0,,0.55,55.00000000000001
2015-04-23,63,55.0,,0.55,34.650000000000006
2015-04-24,66,55.0,,0.55,36.300000000000004
2015-04-25,34,55.0,,0.55,18.700000000000003
2015-04-26,44,55.0,,0.55,24.200000000000003
2015-04-27,67,55.0,,0.55,36.85
2015-04-28,80,55.0,,0.55,44.0
2015-04-29,67,55.0,,0.55,36.85
2015-04-30,64,55.0,,0.55,35.2
2015-05-01,50,38.0,False,0.38,19.0
2015-05-02,48,38.0,,0.38,18.240000000000002
2015-05-03,40,38.0,,0.38,15.2
2015-05-04,76,38.0,,0.38,28.88
2015-05-05,100,38.0,,0.38,38.0
2015-05-06,64,38.0,,0.38,24.32
2015-05-07,37,38.0,,0.38,14.06
2015-05-08,42,38.0,,0.38,15.96
2015-05-09,21,38.0,,0.38,7.98
2015-05-10,16,38.0,,0.38,6.08
2015-05-11,32,38.0,,0.38,12.16
2015-05-12,61,38.0,,0.38,23.18
2015-05-13,71,38.0,,0.38,26.98
2015-05-14,50,38.0,,0.38,19.0
2015-05-15,42,38.0,,0.38,15.96
2015-05-16,21,38.0,,0.38,7.98
2015-05-17,16,38.0,,0.38,6.08
2015-05-18,49,38.0,,0.38,18.62
2015-05-19,53,38.0,,0.38,20.14
2015-05-20,43,38.0,,0.38,16.34
2015-05-21,32,38.0,,0.38,12.16
2015-05-22,27,38.0,,0.38,10.26
2015-05-23,9,38.0,,0.38,3.42
2015-05-24,13,38.0,,0.38,4.94
2015-05-25,16,38.0,,0.38,6.08
2015-05-26,31,38.0,,0.38,11.78
2015-05-27,44,38.0,,0.38,16.72
2015-05-28,51,38.0,,0.38,19.38
2015-05-29,43,38.0,,0.38,16.34
2015-05-30,8,38.0,,0.38,3.04
2015-05-31,8,38.0,,0.38,3.04
2015-06-01,79,32.0,False,0.32,25.28
2015-06-02,59,32.0,,0.32,18.88
2015-06-03,100,32.0,,0.32,32.0
2015-06-04,67,32.0,,0.32,21.44
2015-06-05,70,32.0,,0.32,22.400000000000002
2015-06-06,35,32.0,,0.32,11.200000000000001
2015-06-07,62,32.0,,0.32,19.84
2015-06-08,33,32.0,,0.32,10.56
2015-06-09,40,32.0,,0.32,12.8
2015-06-10,75,32.0,,0.32,24.0
2015-06-11,76,32.0,,0.32,24.32
2015-06-12,57,32.0,,0.32,18.240000000000002
2015-06-13,18,32.0,,0.32,5.76
2015-06-14,18,32.0,,0.32,5.76
2015-06-15,68,32.0,,0.32,21.76
2015-06-16,67,32.0,,0.32,21.44
2015-06-17,67,32.0,,0.32,21.44
2015-06-18,62,32.0,,0.32,19.84
2015-06-19,43,32.0,,0.32,13.76
2015-06-20,17,32.0,,0.32,5.44
2015-06-21,44,32.0,,0.32,14.08
2015-06-22,41,32.0,,0.32,13.120000000000001
2015-06-23,74,32.0,,0.32,23.68
2015-06-24,61,32.0,,0.32,19.52
2015-06-25,98,32.0,,0.32,31.36
2015-06-26,72,32.0,,0.32,23.04
2015-06-27,43,32.0,,0.32,13.76
2015-06-28,18,32.0,,0.32,5.76
2015-06-29,47,32.0,,0.32,15.040000000000001
2015-06-30,60,32.0,,0.32,19.2
2015-07-01,57,31.0,False,0.31,17.669999999999998
2015-07-02,33,31.0,,0.31,10.23
2015-07-03,39,31.0,,0.31,12.09
2015-07-04,61,31.0,,0.31,18.91
2015-07-05,9,31.0,,0.31,2.79
2015-07-06,51,31.0,,0.31,15.81
2015-07-07,56,31.0,,0.31,17.36
2015-07-08,94,31.0,,0.31,29.14
2015-07-09,52,31.0,,0.31,16.12
2015-07-10,100,31.0,,0.31,31.0
2015-07-11,24,31.0,,0.31,7.4399999999999995
2015-07-12,58,31.0,,0.31,17.98
2015-07-13,45,31.0,,0.31,13.95
2015-07-14,82,31.0,,0.31,25.419999999999998
2015-07-15,50,31.0,,0.31,15.5
2015-07-16,65,31.0,,0.31,20.15
2015-07-17,47,31.0,,0.31,14.57
2015-07-18,8,31.0,,0.31,2.48
2015-07-19,17,31.0,,0.31,5.27
2015-07-20,33,31.0,,0.31,10.23
2015-07-21,64,31.0,,0.31,19.84
2015-07-22,64,31.0,,0.31,19.84
2015-07-23,52,31.0,,0.31,16.12
2015-07-24,53,31.0,,0.31,16.43
2015-07-25,48,31.0,,0.31,14.879999999999999
2015-07-26,16,31.0,,0.31,4.96
2015-07-27,57,31.0,,0.31,17.669999999999998
2015-07-28,32,31.0,,0.31,9.92
2015-07-29,32,31.0,,0.31,9.92
2015-07-30,32,31.0,,0.31,9.92
2015-07-31,53,31.0,,0.31,16.43
2015-08-01,12,30.0,False,0.3,3.5999999999999996
2015-08-02,31,30.0,,0.3,9.299999999999999
2015-08-03,39,30.0,,0.3,11.7
2015-08-04,39,30.0,,0.3,11.7
2015-08-05,32,30.0,,0.3,9.6
2015-08-06,61,30.0,,0.3,18.3
2015-08-07,41,30.0,,0.3,12.299999999999999
2015-08-08,22,30.0,,0.3,6.6
2015-08-09,32,30.0,,0.3,9.6
2015-08-10,34,30.0,,0.3,10.2
2015-08-11,29,30.0,,0.3,8.7
2015-08-12,27,30.0,,0.3,8.1
2015-08-13,30,30.0,,0.3,9.0
2015-08-14,38,30.0,,0.3,11.4
2015-08-15,43,30.0,,0.3,12.9
2015-08-16,28,30.0,,0.3,8.4
2015-08-17,24,30.0,,0.3,7.199999999999999
2015-08-18,24,30.0,,0.3,7.199999999999999
2015-08-19,31,30.0,,0.3,9.299999999999999
2015-08-20,56,30.0,,0.3,16.8
2015-08-21,55,30.0,,0.3,16.5
2015-08-22,25,30.0,,0.3,7.5
2015-08-23,24,30.0,,0.3,7.199999999999999
2015-08-24,48,30.0,,0.3,14.399999999999999
2015-08-25,54,30.0,,0.3,16.2
2015-08-26,63,30.0,,0.3,18.9
2015-08-27,100,30.0,,0.3,30.0
2015-08-28,78,30.0,,0.3,23.4
2015-08-29,18,30.0,,0.3,5.3999999999999995
2015-08-30,51,30.0,,0.3,15.299999999999999
2015-08-31,62,30.0,,0.3,18.599999999999998
2015-09-01,52,72.0,False,0.72,37.44
2015-09-02,52,72.0,,0.72,37.44
2015-09-03,46,72.0,,0.72,33.12
2015-09-04,29,72.0,,0.72,20.88
2015-09-05,11,72.0,,0.72,7.92
2015-09-06,27,72.0,,0.72,19.439999999999998
2015-09-07,33,72.0,,0.72,23.759999999999998
2015-09-08,55,72.0,,0.72,39.6
2015-09-09,43,72.0,,0.72,30.959999999999997
2015-09-10,74,72.0,,0.72,53.28
2015-09-11,48,72.0,,0.72,34.56
2015-09-12,34,72.0,,0.72,24.48
2015-09-13,44,72.0,,0.72,31.68
2015-09-14,47,72.0,,0.72,33.839999999999996
2015-09-15,67,72.0,,0.72,48.239999999999995
2015-09-16,77,72.0,,0.72,55.44
2015-09-17,56,72.0,,0.72,40.32
2015-09-18,52,72.0,,0.72,37.44
2015-09-19,27,72.0,,0.72,19.439999999999998
2015-09-20,40,72.0,,0.72,28.799999999999997
2015-09-21,69,72.0,,0.72,49.68
2015-09-22,90,72.0,,0.72,64.8
2015-09-23,68,72.0,,0.72,48.96
2015-09-24,62,72.0,,0.72,44.64
2015-09-25,76,72.0,,0.72,54.72
2015-09-26,36,72.0,,0.72,25.919999999999998
2015-09-27,38,72.0,,0.72,27.36
2015-09-28,75,72.0,,0.72,54.0
2015-09-29,100,72.0,,0.72,72.0
2015-09-30,72,72.0,,0.72,51.839999999999996
2015-10-01,73,84.0,False,0.84,61.32
2015-10-02,65,84.0,,0.84,54.6
2015-10-03,31,84.0,,0.84,26.04
2015-10-04,60,84.0,,0.84,50.4
2015-10-05,60,84.0,,0.84,50.4
2015-10-06,100,84.0,,0.84,84.0
2015-10-07,86,84.0,,0.84,72.24
2015-10-08,93,84.0,,0.84,78.11999999999999
2015-10-09,58,84.0,,0.84,48.72
2015-10-10,34,84.0,,0.84,28.56
2015-10-11,44,84.0,,0.84,36.96
2015-10-12,81,84.0,,0.84,68.03999999999999
2015-10-13,85,84.0,,0.84,71.39999999999999
2015-10-14,80,84.0,,0.84,67.2
2015-10-15,78,84.0,,0.84,65.52
2015-10-16,61,84.0,,0.84,51.239999999999995
2015-10-17,20,84.0,,0.84,16.8
2015-10-18,31,84.0,,0.84,26.04
2015-10-19,88,84.0,,0.84,73.92
2015-10-20,81,84.0,,0.84,68.03999999999999
2015-10-21,95,84.0,,0.84,79.8
2015-10-22,75,84.0,,0.84,63.0
2015-10-23,58,84.0,,0.84,48.72
2015-10-24,27,84.0,,0.84,22.68
2015-10-25,51,84.0,,0.84,42.839999999999996
2015-10-26,76,84.0,,0.84,63.839999999999996
2015-10-27,86,84.0,,0.84,72.24
2015-10-28,79,84.0,,0.84,66.36
2015-10-29,68,84.0,,0.84,57.12
2015-10-30,59,84.0,,0.84,49.559999999999995
2015-10-31,15,84.0,,0.84,12.6
2015-11-01,36,59.0,False,0.59,21.24
2015-11-02,68,59.0,,0.59,40.12
2015-11-03,90,59.0,,0.59,53.099999999999994
2015-11-04,100,59.0,,0.59,59.0
2015-11-05,69,59.0,,0.59,40.71
2015-11-06,65,59.0,,0.59,38.35
2015-11-07,27,59.0,,0.59,15.93
2015-11-08,71,59.0,,0.59,41.89
2015-11-09,74,59.0,,0.59,43.66
2015-11-10,65,59.0,,0.59,38.35
2015-11-11,58,59.0,,0.59,34.22
2015-11-12,76,59.0,,0.59,44.839999999999996
2015-11-13,67,59.0,,0.59,39.53
2015-11-14,34,59.0,,0.59,20.06
2015-11-15,37,59.0,,0.59,21.83
2015-11-16,47,59.0,,0.59,27.729999999999997
2015-11-17,85,59.0,,0.59,50.15
2015-11-18,67,59.0,,0.59,39.53
2015-11-19,82,59.0,,0.59,48.379999999999995
2015-11-20,46,59.0,,0.59,27.139999999999997
2015-11-21,41,59.0,,0.59,24.189999999999998
2015-11-22,44,59.0,,0.59,25.959999999999997
2015-11-23,76,59.0,,0.59,44.839999999999996
2015-11-24,49,59.0,,0.59,28.91
2015-11-25,24,59.0,,0.59,14.16
2015-11-26,7,59.0,,0.59,4.13
2015-11-27,10,59.0,,0.59,5.8999999999999995
2015-11-28,17,59.0,,0.59,10.03
2015-11-29,23,59.0,,0.59,13.569999999999999
2015-11-30,47,59.0,,0.59,27.729999999999997
2015-12-01,61,52.0,False,0.52,31.720000000000002
2015-12-02,49,52.0,,0.52,25.48
2015-12-03,55,52.0,,0.52,28.6
2015-12-04,55,52.0,,0.52,28.6
2015-12-05,25,52.0,,0.52,13.0
2015-12-06,41,52.0,,0.52,21.32
2015-12-07,69,52.0,,0.52,35.88
2015-12-08,70,52.0,,0.52,36.4
2015-12-09,80,52.0,,0.52,41.6
2015-12-10,100,52.0,,0.52,52.0
2015-12-11,65,52.0,,0.52,33.800000000000004
2015-12-12,41,52.0,,0.52,21.32
2015-12-13,60,52.0,,0.52,31.200000000000003
2015-12-14,64,52.0,,0.52,33.28
2015-12-15,92,52.0,,0.52,47.84
2015-12-16,80,52.0,,0.52,41.6
2015-12-17,68,52.0,,0.52,35.36
2015-12-18,45,52.0,,0.52,23.400000000000002
2015-12-19,10,52.0,,0.52,5.2
2015-12-20,19,52.0,,0.52,9.88
2015-12-21,34,52.0,,0.52,17.68
2015-12-22,25,52.0,,0.52,13.0
2015-12-23,25,52.0,,0.52,13.0
2015-12-24,10,52.0,,0.52,5.2
2015-12-25,14,52.0,,0.52,7.28
2015-12-26,7,52.0,,0.52,3.64
2015-12-27,8,52.0,,0.52,4.16
2015-12-28,9,52.0,,0.52,4.68
2015-12-29,20,52.0,,0.52,10.4
2015-12-30,18,52.0,,0.52,9.36
2015-12-31,17,52.0,,0.52,8.84
2016-01-01,15,43.0,False,0.43,6.45
2016-01-02,30,43.0,,0.43,12.9
2016-01-03,25,43.0,,0.43,10.75
2016-01-04,60,43.0,,0.43,25.8
2016-01-05,55,43.0,,0.43,23.65
2016-01-06,70,43.0,,0.43,30.099999999999998
2016-01-07,67,43.0,,0.43,28.81
2016-01-08,42,43.0,,0.43,18.06
2016-01-09,6,43.0,,0.43,2.58
2016-01-10,31,43.0,,0.43,13.33
2016-01-11,54,43.0,,0.43,23.22
2016-01-12,88,43.0,,0.43,37.839999999999996
2016-01-13,88,43.0,,0.43,37.839999999999996
2016-01-14,61,43.0,,0.43,26.23
2016-01-15,65,43.0,,0.43,27.95
2016-01-16,40,43.0,,0.43,17.2
2016-01-17,41,43.0,,0.43,17.63
2016-01-18,52,43.0,,0.43,22.36
2016-01-19,74,43.0,,0.43,31.82
2016-01-20,100,43.0,,0.43,43.0
2016-01-21,89,43.0,,0.43,38.269999999999996
2016-01-22,71,43.0,,0.43,30.53
2016-01-23,37,43.0,,0.43,15.91
2016-01-24,29,43.0,,0.43,12.47
2016-01-25,76,43.0,,0.43,32.68
2016-01-26,96,43.0,,0.43,41.28
2016-01-27,98,43.0,,0.43,42.14
2016-01-28,86,43.0,,0.43,36.98
2016-01-29,61,43.0,,0.43,26.23
2016-01-30,30,43.0,,0.43,12.9
2016-01-31,61,43.0,,0.43,26.23
2016-02-01,58,61.0,False,0.61,35.38
2016-02-02,50,61.0,,0.61,30.5
2016-02-03,91,61.0,,0.61,55.51
2016-02-04,87,61.0,,0.61,53.07
2016-02-05,56,61.0,,0.61,34.16
2016-02-06,32,61.0,,0.61,19.52
2016-02-07,38,61.0,,0.61,23.18
2016-02-08,60,61.0,,0.61,36.6
2016-02-09,86,61.0,,0.61,52.46
2016-02-10,94,61.0,,0.61,57.339999999999996
2016-02-11,100,61.0,,0.61,61.0
2016-02-12,95,61.0,,0.61,57.949999999999996
2016-02-13,32,61.0,,0.61,19.52
2016-02-14,41,61.0,,0.61,25.009999999999998
2016-02-15,38,61.0,,0.61,23.18
2016-02-16,72,61.0,,0.61,43.92
2016-02-17,94,61.0,,0.61,57.339999999999996
2016-02-18,85,61.0,,0.61,51.85
2016-02-19,97,61.0,,0.61,59.17
2016-02-20,75,61.0,,0.61,45.75
2016-02-21,35,61.0,,0.61,21.349999999999998
2016-02-22,86,61.0,,0.61,52.46
2016-02-23,85,61.0,,0.61,51.85
2016-02-24,81,61.0,,0.61,49.41
2016-02-25,91,61.0,,0.61,55.51
2016-02-26,74,61.0,,0.61,45.14
2016-02-27,52,61.0,,0.61,31.72
2016-02-28,55,61.0,,0.61,33.55
2016-02-29,59,61.0,,0.61,35.99
2016-03-01,70,51.0,False,0.51,35.7
2016-03-02,100,51.0,,0.51,51.0
2016-03-03,77,51.0,,0.51,39.27
2016-03-04,61,51.0,,0.51,31.11
2016-03-05,37,51.0,,0.51,18.87
2016-03-06,37,51.0,,0.51,18.87
2016-03-07,69,51.0,,0.51,35.19
2016-03-08,71,51.0,,0.51,36.21
2016-03-09,82,51.0,,0.51,41.82
2016-03-10,74,51.0,,0.51,37.74
2016-03-11,73,51.0,,0.51,37.230000000000004
2016-03-12,32,51.0,,0.51,16.32
2016-03-13,23,51.0,,0.51,11.73
2016-03-14,73,51.0,,0.51,37.230000000000004
2016-03-15,55,51.0,,0.51,28.05
2016-03-16,61,51.0,,0.51,31.11
2016-03-17,62,51.0,,0.51,31.62
2016-03-18,60,51.0,,0.51,30.6
2016-03-19,32,51.0,,0.51,16.32
2016-03-20,40,51.0,,0.51,20.4
2016-03-21,46,51.0,,0.51,23.46
2016-03-22,79,51.0,,0.51,40.29
2016-03-23,52,51.0,,0.51,26.52
2016-03-24,45,51.0,,0.51,22.95
2016-03-25,44,51.0,,0.51,22.44
2016-03-26,24,51.0,,0.51,12.24
2016-03-27,25,51.0,,0.51,12.75
2016-03-28,55,51.0,,0.51,28.05
2016-03-29,82,51.0,,0.51,41.82
2016-03-30,51,51.0,,0.51,26.01
2016-03-31,80,51.0,,0.51,40.8
2016-04-01,33,51.0,False,0.51,16.830000000000002
2016-04-02,20,51.0,,0.51,10.2
2016-04-03,29,51.0,,0.51,14.790000000000001
2016-04-04,42,51.0,,0.51,21.42
2016-04-05,46,51.0,,0.51,23.46
2016-04-06,42,51.0,,0.51,21.42
2016-04-07,43,51.0,,0.51,21.93
2016-04-08,41,51.0,,0.51,20.91
2016-04-09,19,51.0,,0.51,9.69
2016-04-10,15,51.0,,0.51,7.65
2016-04-11,38,51.0,,0.51,19.38
2016-04-12,55,51.0,,0.51,28.05
2016-04-13,52,51.0,,0.51,26.52
2016-04-14,54,51.0,,0.51,27.54
2016-04-15,50,51.0,,0.51,25.5
2016-04-16,15,51.0,,0.51,7.65
2016-04-17,25,51.0,,0.51,12.75
2016-04-18,43,51.0,,0.51,21.93
2016-04-19,38,51.0,,0.51,19.38
2016-04-20,58,51.0,,0.51,29.580000000000002
2016-04-21,33,51.0,,0.51,16.830000000000002
2016-04-22,50,51.0,,0.51,25.5
2016-04-23,19,51.0,,0.51,9.69
2016-04-24,25,51.0,,0.51,12.75
2016-04-25,38,51.0,,0.51,19.38
2016-04-26,38,51.0,,0.51,19.38
2016-04-27,58,51.0,,0.51,29.580000000000002
2016-04-28,41,51.0,,0.51,20.91
2016-04-29,100,51.0,,0.51,51.0
2016-04-30,34,51.0,,0.51,17.34
2016-05-01,71,46.0,False,0.46,32.660000000000004
2016-05-02,100,46.0,,0.46,46.0
2016-05-03,54,46.0,,0.46,24.84
2016-05-04,85,46.0,,0.46,39.1
2016-05-05,99,46.0,,0.46,45.54
2016-05-06,75,46.0,,0.46,34.5
2016-05-07,51,46.0,,0.46,23.46
2016-05-08,44,46.0,,0.46,20.240000000000002
2016-05-09,64,46.0,,0.46,29.44
2016-05-10,57,46.0,,0.46,26.220000000000002
2016-05-11,74,46.0,,0.46,34.04
2016-05-12,63,46.0,,0.46,28.98
2016-05-13,30,46.0,,0.46,13.8
2016-05-14,11,46.0,,0.46,5.0600000000000005
2016-05-15,36,46.0,,0.46,16.560000000000002
2016-05-16,44,46.0,,0.46,20.240000000000002
2016-05-17,55,46.0,,0.46,25.3
2016-05-18,41,46.0,,0.46,18.86
2016-05-19,45,46.0,,0.46,20.7
2016-05-20,31,46.0,,0.46,14.26
2016-05-21,11,46.0,,0.46,5.0600000000000005
2016-05-22,18,46.0,,0.46,8.280000000000001
2016-05-23,56,46.0,,0.46,25.76
2016-05-24,47,46.0,,0.46,21.62
2016-05-25,48,46.0,,0.46,22.080000000000002
2016-05-26,59,46.0,,0.46,27.14
2016-05-27,38,46.0,,0.46,17.48
2016-05-28,23,46.0,,0.46,10.58
2016-05-29,8,46.0,,0.46,3.68
2016-05-30,39,46.0,,0.46,17.94
2016-05-31,47,46.0,,0.46,21.62
2016-06-01,94,25.0,False,0.25,23.5
2016-06-02,100,25.0,,0.25,25.0
2016-06-03,63,25.0,,0.25,15.75
2016-06-04,59,25.0,,0.25,14.75
2016-06-05,41,25.0,,0.25,10.25
2016-06-06,83,25.0,,0.25,20.75
2016-06-07,58,25.0,,0.25,14.5
2016-06-08,79,25.0,,0.25,19.75
2016-06-09,78,25.0,,0.25,19.5
2016-06-10,68,25.0,,0.25,17.0
2016-06-11,24,25.0,,0.25,6.0
2016-06-12,42,25.0,,0.25,10.5
2016-06-13,80,25.0,,0.25,20.0
2016-06-14,59,25.0,,0.25,14.75
2016-06-15,89,25.0,,0.25,22.25
2016-06-16,54,25.0,,0.25,13.5
2016-06-17,37,25.0,,0.25,9.25
2016-06-18,29,25.0,,0.25,7.25
2016-06-19,52,25.0,,0.25,13.0
2016-06-20,65,25.0,,0.25,16.25
2016-06-21,56,25.0,,0.25,14.0
2016-06-22,33,25.0,,0.25,8.25
2016-06-23,79,25.0,,0.25,19.75
2016-06-24,58,25.0,,0.25,14.5
2016-06-25,25,25.0,,0.25,6.25
2016-06-26,47,25.0,,0.25,11.75
2016-06-27,56,25.0,,0.25,14.0
2016-06-28,47,25.0,,0.25,11.75
2016-06-29,63,25.0,,0.25,15.75
2016-06-30,73,25.0,,0.25,18.25
2016-07-01,38,24.0,False,0.24,9.12
2016-07-02,33,24.0,,0.24,7.92
2016-07-03,30,24.0,,0.24,7.199999999999999
2016-07-04,25,24.0,,0.24,6.0
2016-07-05,51,24.0,,0.24,12.24
2016-07-06,55,24.0,,0.24,13.2
2016-07-07,67,24.0,,0.24,16.08
2016-07-08,56,24.0,,0.24,13.44
2016-07-09,35,24.0,,0.24,8.4
2016-07-10,29,24.0,,0.24,6.96
2016-07-11,80,24.0,,0.24,19.2
2016-07-12,77,24.0,,0.24,18.48
2016-07-13,66,24.0,,0.24,15.84
2016-07-14,74,24.0,,0.24,17.759999999999998
2016-07-15,35,24.0,,0.24,8.4
2016-07-16,40,24.0,,0.24,9.6
2016-07-17,44,24.0,,0.24,10.559999999999999
2016-07-18,70,24.0,,0.24,16.8
2016-07-19,100,24.0,,0.24,24.0
2016-07-20,62,24.0,,0.24,14.879999999999999
2016-07-21,59,24.0,,0.24,14.16
2016-07-22,41,24.0,,0.24,9.84
2016-07-23,39,24.0,,0.24,9.36
2016-07-24,39,24.0,,0.24,9.36
2016-07-25,66,24.0,,0.24,15.84
2016-07-26,51,24.0,,0.24,12.24
2016-07-27,58,24.0,,0.24,13.92
2016-07-28,70,24.0,,0.24,16.8
2016-07-29,71,24.0,,0.24,17.04
2016-07-30,25,24.0,,0.24,6.0
2016-07-31,25,24.0,,0.24,6.0
2016-08-01,46,28.0,False,0.28,12.88
2016-08-02,74,28.0,,0.28,20.720000000000002
2016-08-03,76,28.0,,0.28,21.28
2016-08-04,76,28.0,,0.28,21.28
2016-08-05,49,28.0,,0.28,13.72
2016-08-06,21,28.0,,0.28,5.880000000000001
2016-08-07,36,28.0,,0.28,10.080000000000002
2016-08-08,76,28.0,,0.28,21.28
2016-08-09,88,28.0,,0.28,24.64
2016-08-10,42,28.0,,0.28,11.760000000000002
2016-08-11,43,28.0,,0.28,12.040000000000001
2016-08-12,25,28.0,,0.28,7.000000000000001
2016-08-13,14,28.0,,0.28,3.9200000000000004
2016-08-14,43,28.0,,0.28,12.040000000000001
2016-08-15,24,28.0,,0.28,6.720000000000001
2016-08-16,30,28.0,,0.28,8.4
2016-08-17,74,28.0,,0.28,20.720000000000002
2016-08-18,13,28.0,,0.28,3.6400000000000006
2016-08-19,31,28.0,,0.28,8.680000000000001
2016-08-20,29,28.0,,0.28,8.120000000000001
2016-08-21,28,28.0,,0.28,7.840000000000001
2016-08-22,77,28.0,,0.28,21.560000000000002
