date,metals_unscaled,metals_monthly,isPartial,scale,metals
2010-01-01,34,73.0,False,0.73,24.82
2010-01-02,39,73.0,,0.73,28.47
2010-01-03,22,73.0,,0.73,16.06
2010-01-04,90,73.0,,0.73,65.7
2010-01-05,82,73.0,,0.73,59.86
2010-01-06,77,73.0,,0.73,56.21
2010-01-07,85,73.0,,0.73,62.05
2010-01-08,61,73.0,,0.73,44.53
2010-01-09,36,73.0,,0.73,26.28
2010-01-10,61,73.0,,0.73,44.53
2010-01-11,81,73.0,,0.73,59.129999999999995
2010-01-12,85,73.0,,0.73,62.05
2010-01-13,77,73.0,,0.73,56.21
2010-01-14,100,73.0,,0.73,73.0
2010-01-15,96,73.0,,0.73,70.08
2010-01-16,39,73.0,,0.73,28.47
2010-01-17,52,73.0,,0.73,37.96
2010-01-18,70,73.0,,0.73,51.1
2010-01-19,57,73.0,,0.73,41.61
2010-01-20,71,73.0,,0.73,51.83
2010-01-21,96,73.0,,0.73,70.08
2010-01-22,55,73.0,,0.73,40.15
2010-01-23,38,73.0,,0.73,27.74
2010-01-24,39,73.0,,0.73,28.47
2010-01-25,61,73.0,,0.73,44.53
2010-01-26,65,73.0,,0.73,47.449999999999996
2010-01-27,48,73.0,,0.73,35.04
2010-01-28,95,73.0,,0.73,69.35
2010-01-29,65,73.0,,0.73,47.449999999999996
2010-01-30,34,73.0,,0.73,24.82
2010-01-31,29,73.0,,0.73,21.169999999999998
2010-02-01,80,82.0,False,0.82,65.6
2010-02-02,88,82.0,,0.82,72.16
2010-02-03,79,82.0,,0.82,64.78
2010-02-04,63,82.0,,0.82,51.66
2010-02-05,100,82.0,,0.82,82.0
2010-02-06,27,82.0,,0.82,22.139999999999997
2010-02-07,28,82.0,,0.82,22.959999999999997
2010-02-08,59,82.0,,0.82,48.379999999999995
2010-02-09,76,82.0,,0.82,62.31999999999999
2010-02-10,67,82.0,,0.82,54.94
2010-02-11,72,82.0,,0.82,59.04
2010-02-12,74,82.0,,0.82,60.68
2010-02-13,40,82.0,,0.82,32.8
2010-02-14,41,82.0,,0.82,33.62
2010-02-15,65,82.0,,0.82,53.3
2010-02-16,69,82.0,,0.82,56.58
2010-02-17,60,82.0,,0.82,49.199999999999996
2010-02-18,100,82.0,,0.82,82.0
2010-02-19,84,82.0,,0.82,68.88
2010-02-20,51,82.0,,0.82,41.82
2010-02-21,45,82.0,,0.82,36.9
2010-02-22,82,82.0,,0.82,67.24
2010-02-23,85,82.0,,0.82,69.7
2010-02-24,79,82.0,,0.82,64.78
2010-02-25,92,82.0,,0.82,75.44
2010-02-26,80,82.0,,0.82,65.6
2010-02-27,46,82.0,,0.82,37.72
2010-02-28,36,82.0,,0.82,29.52
2010-03-01,100,72.0,False,0.72,72.0
2010-03-02,100,72.0,,0.72,72.0
2010-03-03,91,72.0,,0.72,65.52
2010-03-04,79,72.0,,0.72,56.879999999999995
2010-03-05,70,72.0,,0.72,50.4
2010-03-06,35,72.0,,0.72,25.2
2010-03-07,40,72.0,,0.72,28.799999999999997
2010-03-08,79,72.0,,0.72,56.879999999999995
2010-03-09,70,72.0,,0.72,50.4
2010-03-10,84,72.0,,0.72,60.48
2010-03-11,91,72.0,,0.72,65.52
2010-03-12,59,72.0,,0.72,42.48
2010-03-13,29,72.0,,0.72,20.88
2010-03-14,42,72.0,,0.72,30.24
2010-03-15,86,72.0,,0.72,61.919999999999995
2010-03-16,65,72.0,,0.72,46.8
2010-03-17,79,72.0,,0.72,56.879999999999995
2010-03-18,79,72.0,,0.72,56.879999999999995
2010-03-19,67,72.0,,0.72,48.239999999999995
2010-03-20,41,72.0,,0.72,29.52
2010-03-21,36,72.0,,0.72,25.919999999999998
2010-03-22,76,72.0,,0.72,54.72
2010-03-23,73,72.0,,0.72,52.559999999999995
2010-03-24,88,72.0,,0.72,63.36
2010-03-25,82,72.0,,0.72,59.04
2010-03-26,73,72.0,,0.72,52.559999999999995
2010-03-27,32,72.0,,0.72,23.04
2010-03-28,22,72.0,,0.72,15.84
2010-03-29,75,72.0,,0.72,54.0
2010-03-30,86,72.0,,0.72,61.919999999999995
2010-03-31,78,72.0,,0.72,56.16
2010-04-01,65,73.0,False,0.73,47.449999999999996
2010-04-02,49,73.0,,0.73,35.769999999999996
2010-04-03,23,73.0,,0.73,16.79
2010-04-04,34,73.0,,0.73,24.82
2010-04-05,82,73.0,,0.73,59.86
2010-04-06,97,73.0,,0.73,70.81
2010-04-07,88,73.0,,0.73,64.24
2010-04-08,65,73.0,,0.73,47.449999999999996
2010-04-09,86,73.0,,0.73,62.78
2010-04-10,39,73.0,,0.73,28.47
2010-04-11,44,73.0,,0.73,32.12
2010-04-12,79,73.0,,0.73,57.67
2010-04-13,100,73.0,,0.73,73.0
2010-04-14,81,73.0,,0.73,59.129999999999995
2010-04-15,80,73.0,,0.73,58.4
2010-04-16,75,73.0,,0.73,54.75
2010-04-17,32,73.0,,0.73,23.36
2010-04-18,30,73.0,,0.73,21.9
2010-04-19,83,73.0,,0.73,60.589999999999996
2010-04-20,96,73.0,,0.73,70.08
2010-04-21,79,73.0,,0.73,57.67
2010-04-22,93,73.0,,0.73,67.89
2010-04-23,92,73.0,,0.73,67.16
2010-04-24,43,73.0,,0.73,31.39
2010-04-25,51,73.0,,0.73,37.23
2010-04-26,81,73.0,,0.73,59.129999999999995
2010-04-27,81,73.0,,0.73,59.129999999999995
2010-04-28,69,73.0,,0.73,50.37
2010-04-29,92,73.0,,0.73,67.16
2010-04-30,61,73.0,,0.73,44.53
2010-05-01,43,74.0,False,0.74,31.82
2010-05-02,32,74.0,,0.74,23.68
2010-05-03,94,74.0,,0.74,69.56
2010-05-04,89,74.0,,0.74,65.86
2010-05-05,100,74.0,,0.74,74.0
2010-05-06,68,74.0,,0.74,50.32
2010-05-07,98,74.0,,0.74,72.52
2010-05-08,44,74.0,,0.74,32.56
2010-05-09,41,74.0,,0.74,30.34
2010-05-10,93,74.0,,0.74,68.82
2010-05-11,91,74.0,,0.74,67.34
2010-05-12,86,74.0,,0.74,63.64
2010-05-13,79,74.0,,0.74,58.46
2010-05-14,72,74.0,,0.74,53.28
2010-05-15,39,74.0,,0.74,28.86
2010-05-16,75,74.0,,0.74,55.5
2010-05-17,85,74.0,,0.74,62.9
2010-05-18,99,74.0,,0.74,73.26
2010-05-19,92,74.0,,0.74,68.08
2010-05-20,63,74.0,,0.74,46.62
2010-05-21,56,74.0,,0.74,41.44
2010-05-22,33,74.0,,0.74,24.419999999999998
2010-05-23,60,74.0,,0.74,44.4
2010-05-24,92,74.0,,0.74,68.08
2010-05-25,80,74.0,,0.74,59.2
2010-05-26,71,74.0,,0.74,52.54
2010-05-27,75,74.0,,0.74,55.5
2010-05-28,84,74.0,,0.74,62.16
2010-05-29,25,74.0,,0.74,18.5
2010-05-30,16,74.0,,0.74,11.84
2010-05-31,26,74.0,,0.74,19.24
2010-06-01,66,65.0,False,0.65,42.9
2010-06-02,74,65.0,,0.65,48.1
2010-06-03,85,65.0,,0.65,55.25
2010-06-04,67,65.0,,0.65,43.550000000000004
2010-06-05,22,65.0,,0.65,14.3
2010-06-06,22,65.0,,0.65,14.3
2010-06-07,83,65.0,,0.65,53.95
2010-06-08,94,65.0,,0.65,61.1
2010-06-09,85,65.0,,0.65,55.25
2010-06-10,44,65.0,,0.65,28.6
2010-06-11,43,65.0,,0.65,27.95
2010-06-12,22,65.0,,0.65,14.3
2010-06-13,32,65.0,,0.65,20.8
2010-06-14,67,65.0,,0.65,43.550000000000004
2010-06-15,100,65.0,,0.65,65.0
2010-06-16,51,65.0,,0.65,33.15
2010-06-17,99,65.0,,0.65,64.35000000000001
2010-06-18,64,65.0,,0.65,41.6
2010-06-19,30,65.0,,0.65,19.5
2010-06-20,35,65.0,,0.65,22.75
2010-06-21,56,65.0,,0.65,36.4
2010-06-22,52,65.0,,0.65,33.800000000000004
2010-06-23,56,65.0,,0.65,36.4
2010-06-24,46,65.0,,0.65,29.900000000000002
2010-06-25,57,65.0,,0.65,37.050000000000004
2010-06-26,32,65.0,,0.65,20.8
2010-06-27,13,65.0,,0.65,8.450000000000001
2010-06-28,60,65.0,,0.65,39.0
2010-06-29,79,65.0,,0.65,51.35
2010-06-30,63,65.0,,0.65,40.95
2010-07-01,89,55.0,False,0.55,48.95
2010-07-02,77,55.0,,0.55,42.35
2010-07-03,45,55.0,,0.55,24.750000000000004
2010-07-04,21,55.0,,0.55,11.55
2010-07-05,46,55.0,,0.55,25.3
2010-07-06,81,55.0,,0.55,44.550000000000004
2010-07-07,82,55.0,,0.55,45.1
2010-07-08,81,55.0,,0.55,44.550000000000004
2010-07-09,76,55.0,,0.55,41.800000000000004
2010-07-10,36,55.0,,0.55,19.8
2010-07-11,43,55.0,,0.55,23.650000000000002
2010-07-12,63,55.0,,0.55,34.650000000000006
2010-07-13,77,55.0,,0.55,42.35
2010-07-14,86,55.0,,0.55,47.300000000000004
2010-07-15,74,55.0,,0.55,40.7
2010-07-16,75,55.0,,0.55,41.25
2010-07-17,41,55.0,,0.55,22.55
2010-07-18,30,55.0,,0.55,16.5
2010-07-19,66,55.0,,0.55,36.300000000000004
2010-07-20,79,55.0,,0.55,43.45
2010-07-21,66,55.0,,0.55,36.300000000000004
2010-07-22,82,55.0,,0.55,45.1
2010-07-23,68,55.0,,0.55,37.400000000000006
2010-07-24,32,55.0,,0.55,17.6
2010-07-25,37,55.0,,0.55,20.35
2010-07-26,82,55.0,,0.55,45.1
2010-07-27,100,55.0,,0.55,55.00000000000001
2010-07-28,61,55.0,,0.55,33.550000000000004
2010-07-29,83,55.0,,0.55,45.650000000000006
2010-07-30,88,55.0,,0.55,48.400000000000006
2010-07-31,37,55.0,,0.55,20.35
2010-08-01,45,54.0,False,0.54,24.3
2010-08-02,78,54.0,,0.54,42.120000000000005
2010-08-03,85,54.0,,0.54,45.900000000000006
2010-08-04,100,54.0,,0.54,54.0
2010-08-05,96,54.0,,0.54,51.84
2010-08-06,74,54.0,,0.54,39.96
2010-08-07,26,54.0,,0.54,14.040000000000001
2010-08-08,34,54.0,,0.54,18.36
2010-08-09,100,54.0,,0.54,54.0
2010-08-10,97,54.0,,0.54,52.38
2010-08-11,76,54.0,,0.54,41.040000000000006
2010-08-12,80,54.0,,0.54,43.2
2010-08-13,71,54.0,,0.54,38.34
2010-08-14,28,54.0,,0.54,15.120000000000001
2010-08-15,40,54.0,,0.54,21.6
2010-08-16,64,54.0,,0.54,34.56
2010-08-17,91,54.0,,0.54,49.14
2010-08-18,91,54.0,,0.54,49.14
2010-08-19,100,54.0,,0.54,54.0
2010-08-20,88,54.0,,0.54,47.52
2010-08-21,41,54.0,,0.54,22.14
2010-08-22,27,54.0,,0.54,14.580000000000002
2010-08-23,85,54.0,,0.54,45.900000000000006
2010-08-24,65,54.0,,0.54,35.1
2010-08-25,90,54.0,,0.54,48.6
2010-08-26,85,54.0,,0.54,45.900000000000006
2010-08-27,75,54.0,,0.54,40.5
2010-08-28,40,54.0,,0.54,21.6
2010-08-29,31,54.0,,0.54,16.740000000000002
2010-08-30,83,54.0,,0.54,44.82
2010-08-31,93,54.0,,0.54,50.220000000000006
2010-09-01,90,69.0,False,0.69,62.099999999999994
2010-09-02,62,69.0,,0.69,42.779999999999994
2010-09-03,58,69.0,,0.69,40.019999999999996
2010-09-04,45,69.0,,0.69,31.049999999999997
2010-09-05,32,69.0,,0.69,22.08
2010-09-06,32,69.0,,0.69,22.08
2010-09-07,96,69.0,,0.69,66.24
2010-09-08,80,69.0,,0.69,55.199999999999996
2010-09-09,86,69.0,,0.69,59.339999999999996
2010-09-10,61,69.0,,0.69,42.089999999999996
2010-09-11,39,69.0,,0.69,26.909999999999997
2010-09-12,28,69.0,,0.69,19.32
2010-09-13,73,69.0,,0.69,50.37
2010-09-14,91,69.0,,0.69,62.78999999999999
2010-09-15,96,69.0,,0.69,66.24
2010-09-16,70,69.0,,0.69,48.3
2010-09-17,68,69.0,,0.69,46.919999999999995
2010-09-18,35,69.0,,0.69,24.15
2010-09-19,41,69.0,,0.69,28.29
2010-09-20,86,69.0,,0.69,59.339999999999996
2010-09-21,75,69.0,,0.69,51.74999999999999
2010-09-22,91,69.0,,0.69,62.78999999999999
2010-09-23,89,69.0,,0.69,61.41
2010-09-24,77,69.0,,0.69,53.129999999999995
2010-09-25,31,69.0,,0.69,21.389999999999997
2010-09-26,53,69.0,,0.69,36.57
2010-09-27,80,69.0,,0.69,55.199999999999996
2010-09-28,100,69.0,,0.69,69.0
2010-09-29,95,69.0,,0.69,65.55
2010-09-30,93,69.0,,0.69,64.17
2010-10-01,52,75.0,False,0.75,39.0
2010-10-02,35,75.0,,0.75,26.25
2010-10-03,25,75.0,,0.75,18.75
2010-10-04,67,75.0,,0.75,50.25
2010-10-05,77,75.0,,0.75,57.75
2010-10-06,89,75.0,,0.75,66.75
2010-10-07,89,75.0,,0.75,66.75
2010-10-08,71,75.0,,0.75,53.25
2010-10-09,38,75.0,,0.75,28.5
2010-10-10,36,75.0,,0.75,27.0
2010-10-11,78,75.0,,0.75,58.5
2010-10-12,78,75.0,,0.75,58.5
2010-10-13,66,75.0,,0.75,49.5
2010-10-14,79,75.0,,0.75,59.25
2010-10-15,67,75.0,,0.75,50.25
2010-10-16,28,75.0,,0.75,21.0
2010-10-17,34,75.0,,0.75,25.5
2010-10-18,70,75.0,,0.75,52.5
2010-10-19,70,75.0,,0.75,52.5
2010-10-20,100,75.0,,0.75,75.0
2010-10-21,93,75.0,,0.75,69.75
2010-10-22,74,75.0,,0.75,55.5
2010-10-23,31,75.0,,0.75,23.25
2010-10-24,31,75.0,,0.75,23.25
2010-10-25,80,75.0,,0.75,60.0
2010-10-26,85,75.0,,0.75,63.75
2010-10-27,71,75.0,,0.75,53.25
2010-10-28,70,75.0,,0.75,52.5
2010-10-29,77,75.0,,0.75,57.75
2010-10-30,24,75.0,,0.75,18.0
2010-10-31,37,75.0,,0.75,27.75
2010-11-01,79,75.0,False,0.75,59.25
2010-11-02,81,75.0,,0.75,60.75
2010-11-03,89,75.0,,0.75,66.75
2010-11-04,99,75.0,,0.75,74.25
2010-11-05,86,75.0,,0.75,64.5
2010-11-06,37,75.0,,0.75,27.75
2010-11-07,39,75.0,,0.75,29.25
2010-11-08,91,75.0,,0.75,68.25
2010-11-09,100,75.0,,0.75,75.0
2010-11-10,86,75.0,,0.75,64.5
2010-11-11,74,75.0,,0.75,55.5
2010-11-12,79,75.0,,0.75,59.25
2010-11-13,42,75.0,,0.75,31.5
2010-11-14,20,75.0,,0.75,15.0
2010-11-15,73,75.0,,0.75,54.75
2010-11-16,76,75.0,,0.75,57.0
2010-11-17,96,75.0,,0.75,72.0
2010-11-18,77,75.0,,0.75,57.75
2010-11-19,71,75.0,,0.75,53.25
2010-11-20,29,75.0,,0.75,21.75
2010-11-21,42,75.0,,0.75,31.5
2010-11-22,79,75.0,,0.75,59.25
2010-11-23,66,75.0,,0.75,49.5
2010-11-24,60,75.0,,0.75,45.0
2010-11-25,29,75.0,,0.75,21.75
2010-11-26,21,75.0,,0.75,15.75
2010-11-27,32,75.0,,0.75,24.0
2010-11-28,32,75.0,,0.75,24.0
2010-11-29,62,75.0,,0.75,46.5
2010-11-30,75,75.0,,0.75,56.25
2010-12-01,93,72.0,False,0.72,66.96
2010-12-02,98,72.0,,0.72,70.56
2010-12-03,95,72.0,,0.72,68.39999999999999
2010-12-04,39,72.0,,0.72,28.08
2010-12-05,36,72.0,,0.72,25.919999999999998
2010-12-06,95,72.0,,0.72,68.39999999999999
2010-12-07,100,72.0,,0.72,72.0
2010-12-08,83,72.0,,0.72,59.76
2010-12-09,99,72.0,,0.72,71.28
2010-12-10,84,72.0,,0.72,60.48
2010-12-11,57,72.0,,0.72,41.04
2010-12-12,56,72.0,,0.72,40.32
2010-12-13,84,72.0,,0.72,60.48
2010-12-14,96,72.0,,0.72,69.12
2010-12-15,93,72.0,,0.72,66.96
2010-12-16,68,72.0,,0.72,48.96
2010-12-17,84,72.0,,0.72,60.48
2010-12-18,36,72.0,,0.72,25.919999999999998
2010-12-19,31,72.0,,0.72,22.32
2010-12-20,72,72.0,,0.72,51.839999999999996
2010-12-21,67,72.0,,0.72,48.239999999999995
2010-12-22,84,72.0,,0.72,60.48
2010-12-23,54,72.0,,0.72,38.879999999999995
2010-12-24,39,72.0,,0.72,28.08
2010-12-25,31,72.0,,0.72,22.32
2010-12-26,24,72.0,,0.72,17.28
2010-12-27,52,72.0,,0.72,37.44
2010-12-28,61,72.0,,0.72,43.92
2010-12-29,84,72.0,,0.72,60.48
2010-12-30,69,72.0,,0.72,49.68
2010-12-31,35,72.0,,0.72,25.2
2011-01-01,31,77.0,False,0.77,23.87
2011-01-02,38,77.0,,0.77,29.26
2011-01-03,76,77.0,,0.77,58.52
2011-01-04,84,77.0,,0.77,64.68
2011-01-05,68,77.0,,0.77,52.36
2011-01-06,94,77.0,,0.77,72.38
2011-01-07,71,77.0,,0.77,54.67
2011-01-08,27,77.0,,0.77,20.79
2011-01-09,45,77.0,,0.77,34.65
2011-01-10,86,77.0,,0.77,66.22
2011-01-11,71,77.0,,0.77,54.67
2011-01-12,57,77.0,,0.77,43.89
2011-01-13,74,77.0,,0.77,56.980000000000004
2011-01-14,96,77.0,,0.77,73.92
2011-01-15,38,77.0,,0.77,29.26
2011-01-16,51,77.0,,0.77,39.27
2011-01-17,100,77.0,,0.77,77.0
2011-01-18,69,77.0,,0.77,53.13
2011-01-19,80,77.0,,0.77,61.6
2011-01-20,83,77.0,,0.77,63.910000000000004
2011-01-21,93,77.0,,0.77,71.61
2011-01-22,58,77.0,,0.77,44.660000000000004
2011-01-23,31,77.0,,0.77,23.87
2011-01-24,71,77.0,,0.77,54.67
2011-01-25,88,77.0,,0.77,67.76
2011-01-26,83,77.0,,0.77,63.910000000000004
2011-01-27,78,77.0,,0.77,60.06
2011-01-28,62,77.0,,0.77,47.74
2011-01-29,40,77.0,,0.77,30.8
2011-01-30,57,77.0,,0.77,43.89
2011-01-31,66,77.0,,0.77,50.82
2011-02-01,74,77.0,False,0.77,56.980000000000004
2011-02-02,59,77.0,,0.77,45.43
2011-02-03,77,77.0,,0.77,59.29
2011-02-04,76,77.0,,0.77,58.52
2011-02-05,45,77.0,,0.77,34.65
2011-02-06,42,77.0,,0.77,32.34
2011-02-07,80,77.0,,0.77,61.6
2011-02-08,100,77.0,,0.77,77.0
2011-02-09,63,77.0,,0.77,48.51
2011-02-10,85,77.0,,0.77,65.45
2011-02-11,66,77.0,,0.77,50.82
2011-02-12,39,77.0,,0.77,30.03
2011-02-13,49,77.0,,0.77,37.730000000000004
2011-02-14,68,77.0,,0.77,52.36
2011-02-15,85,77.0,,0.77,65.45
2011-02-16,76,77.0,,0.77,58.52
2011-02-17,71,77.0,,0.77,54.67
2011-02-18,70,77.0,,0.77,53.9
2011-02-19,45,77.0,,0.77,34.65
2011-02-20,39,77.0,,0.77,30.03
2011-02-21,70,77.0,,0.77,53.9
2011-02-22,79,77.0,,0.77,60.83
2011-02-23,68,77.0,,0.77,52.36
2011-02-24,80,77.0,,0.77,61.6
2011-02-25,76,77.0,,0.77,58.52
2011-02-26,48,77.0,,0.77,36.96
2011-02-27,36,77.0,,0.77,27.72
2011-02-28,88,77.0,,0.77,67.76
2011-03-01,77,79.0,False,0.79,60.830000000000005
2011-03-02,74,79.0,,0.79,58.46
2011-03-03,70,79.0,,0.79,55.300000000000004
2011-03-04,56,79.0,,0.79,44.24
2011-03-05,43,79.0,,0.79,33.97
2011-03-06,31,79.0,,0.79,24.490000000000002
2011-03-07,96,79.0,,0.79,75.84
2011-03-08,73,79.0,,0.79,57.67
2011-03-09,63,79.0,,0.79,49.77
2011-03-10,100,79.0,,0.79,79.0
2011-03-11,60,79.0,,0.79,47.400000000000006
2011-03-12,32,79.0,,0.79,25.28
2011-03-13,36,79.0,,0.79,28.44
2011-03-14,66,79.0,,0.79,52.14
2011-03-15,69,79.0,,0.79,54.510000000000005
2011-03-16,78,79.0,,0.79,61.620000000000005
2011-03-17,56,79.0,,0.79,44.24
2011-03-18,56,79.0,,0.79,44.24
2011-03-19,36,79.0,,0.79,28.44
2011-03-20,38,79.0,,0.79,30.020000000000003
2011-03-21,71,79.0,,0.79,56.09
2011-03-22,75,79.0,,0.79,59.25
2011-03-23,82,79.0,,0.79,64.78
2011-03-24,72,79.0,,0.79,56.88
2011-03-25,59,79.0,,0.79,46.61
2011-03-26,44,79.0,,0.79,34.760000000000005
2011-03-27,38,79.0,,0.79,30.020000000000003
2011-03-28,64,79.0,,0.79,50.56
2011-03-29,79,79.0,,0.79,62.410000000000004
2011-03-30,79,79.0,,0.79,62.410000000000004
2011-03-31,74,79.0,,0.79,58.46
2011-04-01,74,75.0,False,0.75,55.5
2011-04-02,37,75.0,,0.75,27.75
2011-04-03,37,75.0,,0.75,27.75
2011-04-04,53,75.0,,0.75,39.75
2011-04-05,66,75.0,,0.75,49.5
2011-04-06,81,75.0,,0.75,60.75
2011-04-07,93,75.0,,0.75,69.75
2011-04-08,100,75.0,,0.75,75.0
2011-04-09,44,75.0,,0.75,33.0
2011-04-10,33,75.0,,0.75,24.75
2011-04-11,77,75.0,,0.75,57.75
2011-04-12,98,75.0,,0.75,73.5
2011-04-13,83,75.0,,0.75,62.25
2011-04-14,83,75.0,,0.75,62.25
2011-04-15,60,75.0,,0.75,45.0
2011-04-16,33,75.0,,0.75,24.75
2011-04-17,36,75.0,,0.75,27.0
2011-04-18,73,75.0,,0.75,54.75
2011-04-19,73,75.0,,0.75,54.75
2011-04-20,75,75.0,,0.75,56.25
2011-04-21,85,75.0,,0.75,63.75
2011-04-22,72,75.0,,0.75,54.0
2011-04-23,46,75.0,,0.75,34.5
2011-04-24,43,75.0,,0.75,32.25
2011-04-25,90,75.0,,0.75,67.5
2011-04-26,84,75.0,,0.75,63.0
2011-04-27,88,75.0,,0.75,66.0
2011-04-28,89,75.0,,0.75,66.75
2011-04-29,74,75.0,,0.75,55.5
2011-04-30,33,75.0,,0.75,24.75
2011-05-01,56,75.0,False,0.75,42.0
2011-05-02,89,75.0,,0.75,66.75
2011-05-03,100,75.0,,0.75,75.0
2011-05-04,94,75.0,,0.75,70.5
2011-05-05,82,75.0,,0.75,61.5
2011-05-06,96,75.0,,0.75,72.0
2011-05-07,42,75.0,,0.75,31.5
2011-05-08,37,75.0,,0.75,27.75
2011-05-09,88,75.0,,0.75,66.0
2011-05-10,71,75.0,,0.75,53.25
2011-05-11,83,75.0,,0.75,62.25
2011-05-12,83,75.0,,0.75,62.25
2011-05-13,72,75.0,,0.75,54.0
2011-05-14,34,75.0,,0.75,25.5
2011-05-15,28,75.0,,0.75,21.0
2011-05-16,88,75.0,,0.75,66.0
2011-05-17,96,75.0,,0.75,72.0
2011-05-18,69,75.0,,0.75,51.75
2011-05-19,75,75.0,,0.75,56.25
2011-05-20,72,75.0,,0.75,54.0
2011-05-21,48,75.0,,0.75,36.0
2011-05-22,32,75.0,,0.75,24.0
2011-05-23,84,75.0,,0.75,63.0
2011-05-24,80,75.0,,0.75,60.0
2011-05-25,67,75.0,,0.75,50.25
2011-05-26,67,75.0,,0.75,50.25
2011-05-27,74,75.0,,0.75,55.5
2011-05-28,26,75.0,,0.75,19.5
2011-05-29,30,75.0,,0.75,22.5
2011-05-30,59,75.0,,0.75,44.25
2011-05-31,78,75.0,,0.75,58.5
2011-06-01,96,70.0,False,0.7,67.19999999999999
2011-06-02,94,70.0,,0.7,65.8
2011-06-03,91,70.0,,0.7,63.699999999999996
2011-06-04,59,70.0,,0.7,41.3
2011-06-05,47,70.0,,0.7,32.9
2011-06-06,80,70.0,,0.7,56.0
2011-06-07,93,70.0,,0.7,65.1
2011-06-08,84,70.0,,0.7,58.8
2011-06-09,89,70.0,,0.7,62.3
2011-06-10,83,70.0,,0.7,58.099999999999994
2011-06-11,39,70.0,,0.7,27.299999999999997
2011-06-12,45,70.0,,0.7,31.499999999999996
2011-06-13,92,70.0,,0.7,64.39999999999999
2011-06-14,85,70.0,,0.7,59.49999999999999
2011-06-15,98,70.0,,0.7,68.6
2011-06-16,84,70.0,,0.7,58.8
2011-06-17,77,70.0,,0.7,53.9
2011-06-18,44,70.0,,0.7,30.799999999999997
2011-06-19,46,70.0,,0.7,32.199999999999996
2011-06-20,100,70.0,,0.7,70.0
2011-06-21,83,70.0,,0.7,58.099999999999994
2011-06-22,93,70.0,,0.7,65.1
2011-06-23,78,70.0,,0.7,54.599999999999994
2011-06-24,80,70.0,,0.7,56.0
2011-06-25,44,70.0,,0.7,30.799999999999997
2011-06-26,32,70.0,,0.7,22.4
2011-06-27,85,70.0,,0.7,59.49999999999999
2011-06-28,100,70.0,,0.7,70.0
2011-06-29,80,70.0,,0.7,56.0
2011-06-30,86,70.0,,0.7,60.199999999999996
2011-07-01,83,63.0,False,0.63,52.29
2011-07-02,49,63.0,,0.63,30.87
2011-07-03,34,63.0,,0.63,21.42
2011-07-04,39,63.0,,0.63,24.57
2011-07-05,100,63.0,,0.63,63.0
2011-07-06,76,63.0,,0.63,47.88
2011-07-07,69,63.0,,0.63,43.47
2011-07-08,70,63.0,,0.63,44.1
2011-07-09,64,63.0,,0.63,40.32
2011-07-10,54,63.0,,0.63,34.02
2011-07-11,94,63.0,,0.63,59.22
2011-07-12,100,63.0,,0.63,63.0
2011-07-13,84,63.0,,0.63,52.92
2011-07-14,99,63.0,,0.63,62.37
2011-07-15,89,63.0,,0.63,56.07
2011-07-16,39,63.0,,0.63,24.57
2011-07-17,47,63.0,,0.63,29.61
2011-07-18,89,63.0,,0.63,56.07
2011-07-19,87,63.0,,0.63,54.81
2011-07-20,67,63.0,,0.63,42.21
2011-07-21,73,63.0,,0.63,45.99
2011-07-22,70,63.0,,0.63,44.1
2011-07-23,49,63.0,,0.63,30.87
2011-07-24,44,63.0,,0.63,27.72
2011-07-25,68,63.0,,0.63,42.84
2011-07-26,85,63.0,,0.63,53.55
2011-07-27,89,63.0,,0.63,56.07
2011-07-28,82,63.0,,0.63,51.660000000000004
2011-07-29,62,63.0,,0.63,39.06
2011-07-30,48,63.0,,0.63,30.240000000000002
2011-07-31,33,63.0,,0.63,20.79
2011-08-01,85,76.0,False,0.76,64.6
2011-08-02,62,76.0,,0.76,47.12
2011-08-03,71,76.0,,0.76,53.96
2011-08-04,91,76.0,,0.76,69.16
2011-08-05,77,76.0,,0.76,58.52
2011-08-06,35,76.0,,0.76,26.6
2011-08-07,38,76.0,,0.76,28.88
2011-08-08,87,76.0,,0.76,66.12
2011-08-09,100,76.0,,0.76,76.0
2011-08-10,73,76.0,,0.76,55.480000000000004
2011-08-11,87,76.0,,0.76,66.12
2011-08-12,76,76.0,,0.76,57.76
2011-08-13,52,76.0,,0.76,39.52
2011-08-14,36,76.0,,0.76,27.36
2011-08-15,66,76.0,,0.76,50.160000000000004
2011-08-16,61,76.0,,0.76,46.36
2011-08-17,55,76.0,,0.76,41.8
2011-08-18,70,76.0,,0.76,53.2
2011-08-19,85,76.0,,0.76,64.6
2011-08-20,31,76.0,,0.76,23.56
2011-08-21,51,76.0,,0.76,38.76
2011-08-22,76,76.0,,0.76,57.76
2011-08-23,80,76.0,,0.76,60.8
2011-08-24,77,76.0,,0.76,58.52
2011-08-25,90,76.0,,0.76,68.4
2011-08-26,64,76.0,,0.76,48.64
2011-08-27,39,76.0,,0.76,29.64
2011-08-28,39,76.0,,0.76,29.64
2011-08-29,87,76.0,,0.76,66.12
2011-08-30,76,76.0,,0.76,57.76
2011-08-31,83,76.0,,0.76,63.08
2011-09-01,72,87.0,False,0.87,62.64
2011-09-02,62,87.0,,0.87,53.94
2011-09-03,34,87.0,,0.87,29.58
2011-09-04,36,87.0,,0.87,31.32
