date,metals_unscaled,metals_monthly,isPartial,scale,metals
2018-01-30,100,76.0,,0.76,76.0
2018-01-31,87,76.0,,0.76,66.12
2018-02-01,75,92.0,False,0.92,69.0
2018-02-02,70,92.0,,0.92,64.4
2018-02-03,40,92.0,,0.92,36.800000000000004
2018-02-04,34,92.0,,0.92,31.28
2018-02-05,69,92.0,,0.92,63.480000000000004
2018-02-06,84,92.0,,0.92,77.28
2018-02-07,88,92.0,,0.92,80.96000000000001
2018-02-08,70,92.0,,0.92,64.4
2018-02-09,72,92.0,,0.92,66.24000000000001
2018-02-10,51,92.0,,0.92,46.92
2018-02-11,53,92.0,,0.92,48.760000000000005
2018-02-12,100,92.0,,0.92,92.0
2018-02-13,98,92.0,,0.92,90.16000000000001
2018-02-14,94,92.0,,0.92,86.48
2018-02-15,82,92.0,,0.92,75.44
2018-02-16,83,92.0,,0.92,76.36
2018-02-17,51,92.0,,0.92,46.92
2018-02-18,40,92.0,,0.92,36.800000000000004
2018-02-19,71,92.0,,0.92,65.32000000000001
2018-02-20,83,92.0,,0.92,76.36
2018-02-21,81,92.0,,0.92,74.52000000000001
2018-02-22,84,92.0,,0.92,77.28
2018-02-23,84,92.0,,0.92,77.28
2018-02-24,46,92.0,,0.92,42.32
2018-02-25,48,92.0,,0.92,44.160000000000004
2018-02-26,86,92.0,,0.92,79.12
2018-02-27,80,92.0,,0.92,73.60000000000001
2018-02-28,86,92.0,,0.92,79.12
2018-03-01,83,76.0,False,0.76,63.08
2018-03-02,65,76.0,,0.76,49.4
2018-03-03,37,76.0,,0.76,28.12
2018-03-04,29,76.0,,0.76,22.04
2018-03-05,88,76.0,,0.76,66.88
2018-03-06,83,76.0,,0.76,63.08
2018-03-07,100,76.0,,0.76,76.0
2018-03-08,86,76.0,,0.76,65.36
2018-03-09,61,76.0,,0.76,46.36
2018-03-10,36,76.0,,0.76,27.36
2018-03-11,41,76.0,,0.76,31.16
2018-03-12,69,76.0,,0.76,52.44
2018-03-13,75,76.0,,0.76,57.0
2018-03-14,67,76.0,,0.76,50.92
2018-03-15,71,76.0,,0.76,53.96
2018-03-16,67,76.0,,0.76,50.92
2018-03-17,49,76.0,,0.76,37.24
2018-03-18,35,76.0,,0.76,26.6
2018-03-19,75,76.0,,0.76,57.0
2018-03-20,74,76.0,,0.76,56.24
2018-03-21,75,76.0,,0.76,57.0
2018-03-22,84,76.0,,0.76,63.84
2018-03-23,61,76.0,,0.76,46.36
2018-03-24,37,76.0,,0.76,28.12
2018-03-25,26,76.0,,0.76,19.76
2018-03-26,75,76.0,,0.76,57.0
2018-03-27,68,76.0,,0.76,51.68
2018-03-28,68,76.0,,0.76,51.68
2018-03-29,60,76.0,,0.76,45.6
2018-03-30,54,76.0,,0.76,41.04
2018-03-31,40,76.0,,0.76,30.4
2018-04-01,38,73.0,False,0.73,27.74
2018-04-02,77,73.0,,0.73,56.21
2018-04-03,76,73.0,,0.73,55.48
2018-04-04,76,73.0,,0.73,55.48
2018-04-05,83,73.0,,0.73,60.589999999999996
2018-04-06,81,73.0,,0.73,59.129999999999995
2018-04-07,31,73.0,,0.73,22.63
2018-04-08,45,73.0,,0.73,32.85
2018-04-09,95,73.0,,0.73,69.35
2018-04-10,100,73.0,,0.73,73.0
2018-04-11,77,73.0,,0.73,56.21
2018-04-12,74,73.0,,0.73,54.019999999999996
2018-04-13,90,73.0,,0.73,65.7
2018-04-14,37,73.0,,0.73,27.009999999999998
2018-04-15,37,73.0,,0.73,27.009999999999998
2018-04-16,89,73.0,,0.73,64.97
2018-04-17,91,73.0,,0.73,66.42999999999999
2018-04-18,89,73.0,,0.73,64.97
2018-04-19,61,73.0,,0.73,44.53
2018-04-20,82,73.0,,0.73,59.86
2018-04-21,37,73.0,,0.73,27.009999999999998
2018-04-22,40,73.0,,0.73,29.2
2018-04-23,85,73.0,,0.73,62.05
2018-04-24,99,73.0,,0.73,72.27
2018-04-25,85,73.0,,0.73,62.05
2018-04-26,73,73.0,,0.73,53.29
2018-04-27,70,73.0,,0.73,51.1
2018-04-28,40,73.0,,0.73,29.2
2018-04-29,42,73.0,,0.73,30.66
2018-04-30,68,73.0,,0.73,49.64
2018-05-01,88,69.0,False,0.69,60.72
2018-05-02,88,69.0,,0.69,60.72
2018-05-03,91,69.0,,0.69,62.78999999999999
2018-05-04,85,69.0,,0.69,58.65
2018-05-05,53,69.0,,0.69,36.57
2018-05-06,40,69.0,,0.69,27.599999999999998
2018-05-07,100,69.0,,0.69,69.0
2018-05-08,93,69.0,,0.69,64.17
2018-05-09,95,69.0,,0.69,65.55
2018-05-10,79,69.0,,0.69,54.51
2018-05-11,77,69.0,,0.69,53.129999999999995
2018-05-12,42,69.0,,0.69,28.979999999999997
2018-05-13,39,69.0,,0.69,26.909999999999997
2018-05-14,92,69.0,,0.69,63.48
2018-05-15,84,69.0,,0.69,57.959999999999994
2018-05-16,92,69.0,,0.69,63.48
2018-05-17,80,69.0,,0.69,55.199999999999996
2018-05-18,72,69.0,,0.69,49.67999999999999
2018-05-19,48,69.0,,0.69,33.12
2018-05-20,41,69.0,,0.69,28.29
2018-05-21,84,69.0,,0.69,57.959999999999994
2018-05-22,89,69.0,,0.69,61.41
2018-05-23,93,69.0,,0.69,64.17
2018-05-24,81,69.0,,0.69,55.88999999999999
2018-05-25,78,69.0,,0.69,53.81999999999999
2018-05-26,42,69.0,,0.69,28.979999999999997
2018-05-27,29,69.0,,0.69,20.009999999999998
2018-05-28,45,69.0,,0.69,31.049999999999997
2018-05-29,73,69.0,,0.69,50.37
2018-05-30,81,69.0,,0.69,55.88999999999999
2018-05-31,84,69.0,,0.69,57.959999999999994
2018-06-01,100,58.0,False,0.58,57.99999999999999
2018-06-02,70,58.0,,0.58,40.599999999999994
2018-06-03,42,58.0,,0.58,24.36
2018-06-04,96,58.0,,0.58,55.67999999999999
2018-06-05,84,58.0,,0.58,48.72
2018-06-06,84,58.0,,0.58,48.72
2018-06-07,80,58.0,,0.58,46.4
2018-06-08,78,58.0,,0.58,45.239999999999995
2018-06-09,46,58.0,,0.58,26.68
2018-06-10,46,58.0,,0.58,26.68
2018-06-11,91,58.0,,0.58,52.779999999999994
2018-06-12,100,58.0,,0.58,57.99999999999999
2018-06-13,84,58.0,,0.58,48.72
2018-06-14,89,58.0,,0.58,51.62
2018-06-15,71,58.0,,0.58,41.18
2018-06-16,52,58.0,,0.58,30.159999999999997
2018-06-17,51,58.0,,0.58,29.58
2018-06-18,77,58.0,,0.58,44.66
2018-06-19,79,58.0,,0.58,45.82
2018-06-20,63,58.0,,0.58,36.54
2018-06-21,84,58.0,,0.58,48.72
2018-06-22,76,58.0,,0.58,44.08
2018-06-23,51,58.0,,0.58,29.58
2018-06-24,44,58.0,,0.58,25.52
2018-06-25,80,58.0,,0.58,46.4
2018-06-26,87,58.0,,0.58,50.459999999999994
2018-06-27,81,58.0,,0.58,46.98
2018-06-28,71,58.0,,0.58,41.18
2018-06-29,83,58.0,,0.58,48.13999999999999
2018-06-30,44,58.0,,0.58,25.52
2018-07-01,39,55.0,False,0.55,21.450000000000003
2018-07-02,83,55.0,,0.55,45.650000000000006
2018-07-03,84,55.0,,0.55,46.2
2018-07-04,55,55.0,,0.55,30.250000000000004
2018-07-05,88,55.0,,0.55,48.400000000000006
2018-07-06,80,55.0,,0.55,44.0
2018-07-07,44,55.0,,0.55,24.200000000000003
2018-07-08,48,55.0,,0.55,26.400000000000002
2018-07-09,95,55.0,,0.55,52.25000000000001
2018-07-10,94,55.0,,0.55,51.7
2018-07-11,88,55.0,,0.55,48.400000000000006
2018-07-12,82,55.0,,0.55,45.1
2018-07-13,88,55.0,,0.55,48.400000000000006
2018-07-14,64,55.0,,0.55,35.2
2018-07-15,50,55.0,,0.55,27.500000000000004
2018-07-16,89,55.0,,0.55,48.95
2018-07-17,91,55.0,,0.55,50.050000000000004
2018-07-18,83,55.0,,0.55,45.650000000000006
2018-07-19,90,55.0,,0.55,49.50000000000001
2018-07-20,84,55.0,,0.55,46.2
2018-07-21,47,55.0,,0.55,25.85
2018-07-22,45,55.0,,0.55,24.750000000000004
2018-07-23,95,55.0,,0.55,52.25000000000001
2018-07-24,85,55.0,,0.55,46.75000000000001
2018-07-25,87,55.0,,0.55,47.85
2018-07-26,83,55.0,,0.55,45.650000000000006
2018-07-27,81,55.0,,0.55,44.550000000000004
2018-07-28,58,55.0,,0.55,31.900000000000002
2018-07-29,40,55.0,,0.55,22.0
2018-07-30,100,55.0,,0.55,55.00000000000001
2018-07-31,84,55.0,,0.55,46.2
2018-08-01,80,64.0,False,0.64,51.2
2018-08-02,76,64.0,,0.64,48.64
2018-08-03,70,64.0,,0.64,44.800000000000004
2018-08-04,45,64.0,,0.64,28.8
2018-08-05,45,64.0,,0.64,28.8
2018-08-06,80,64.0,,0.64,51.2
2018-08-07,79,64.0,,0.64,50.56
2018-08-08,76,64.0,,0.64,48.64
2018-08-09,76,64.0,,0.64,48.64
2018-08-10,82,64.0,,0.64,52.480000000000004
2018-08-11,42,64.0,,0.64,26.88
2018-08-12,35,64.0,,0.64,22.400000000000002
2018-08-13,74,64.0,,0.64,47.36
2018-08-14,83,64.0,,0.64,53.120000000000005
2018-08-15,85,64.0,,0.64,54.4
2018-08-16,96,64.0,,0.64,61.44
2018-08-17,83,64.0,,0.64,53.120000000000005
2018-08-18,54,64.0,,0.64,34.56
2018-08-19,51,64.0,,0.64,32.64
2018-08-20,95,64.0,,0.64,60.800000000000004
2018-08-21,85,64.0,,0.64,54.4
2018-08-22,92,64.0,,0.64,58.88
2018-08-23,85,64.0,,0.64,54.4
2018-08-24,87,64.0,,0.64,55.68
2018-08-25,56,64.0,,0.64,35.84
2018-08-26,55,64.0,,0.64,35.2
2018-08-27,99,64.0,,0.64,63.36
2018-08-28,99,64.0,,0.64,63.36
2018-08-29,93,64.0,,0.64,59.52
2018-08-30,100,64.0,,0.64,64.0
2018-08-31,78,64.0,,0.64,49.92
2018-09-01,31,84.0,False,0.84,26.04
2018-09-02,23,84.0,,0.84,19.32
2018-09-03,33,84.0,,0.84,27.72
2018-09-04,66,84.0,,0.84,55.44
2018-09-05,74,84.0,,0.84,62.16
2018-09-06,83,84.0,,0.84,69.72
2018-09-07,69,84.0,,0.84,57.96
2018-09-08,36,84.0,,0.84,30.24
2018-09-09,37,84.0,,0.84,31.08
2018-09-10,80,84.0,,0.84,67.2
2018-09-11,72,84.0,,0.84,60.48
2018-09-12,82,84.0,,0.84,68.88
2018-09-13,72,84.0,,0.84,60.48
2018-09-14,70,84.0,,0.84,58.8
2018-09-15,39,84.0,,0.84,32.76
2018-09-16,35,84.0,,0.84,29.4
2018-09-17,90,84.0,,0.84,75.6
2018-09-18,85,84.0,,0.84,71.39999999999999
2018-09-19,92,84.0,,0.84,77.28
2018-09-20,83,84.0,,0.84,69.72
2018-09-21,77,84.0,,0.84,64.67999999999999
2018-09-22,41,84.0,,0.84,34.44
2018-09-23,44,84.0,,0.84,36.96
2018-09-24,82,84.0,,0.84,68.88
2018-09-25,97,84.0,,0.84,81.48
2018-09-26,100,84.0,,0.84,84.0
2018-09-27,93,84.0,,0.84,78.11999999999999
2018-09-28,89,84.0,,0.84,74.75999999999999
2018-09-29,35,84.0,,0.84,29.4
2018-09-30,39,84.0,,0.84,32.76
2018-10-01,83,95.0,False,0.95,78.85
2018-10-02,77,95.0,,0.95,73.14999999999999
2018-10-03,91,95.0,,0.95,86.45
2018-10-04,92,95.0,,0.95,87.39999999999999
2018-10-05,76,95.0,,0.95,72.2
2018-10-06,31,95.0,,0.95,29.45
2018-10-07,33,95.0,,0.95,31.349999999999998
2018-10-08,85,95.0,,0.95,80.75
2018-10-09,87,95.0,,0.95,82.64999999999999
2018-10-10,78,95.0,,0.95,74.1
2018-10-11,80,95.0,,0.95,76.0
2018-10-12,88,95.0,,0.95,83.6
2018-10-13,37,95.0,,0.95,35.15
2018-10-14,39,95.0,,0.95,37.05
2018-10-15,88,95.0,,0.95,83.6
2018-10-16,100,95.0,,0.95,95.0
2018-10-17,99,95.0,,0.95,94.05
2018-10-18,90,95.0,,0.95,85.5
2018-10-19,81,95.0,,0.95,76.95
2018-10-20,31,95.0,,0.95,29.45
2018-10-21,35,95.0,,0.95,33.25
2018-10-22,93,95.0,,0.95,88.35
2018-10-23,96,95.0,,0.95,91.19999999999999
2018-10-24,81,95.0,,0.95,76.95
2018-10-25,93,95.0,,0.95,88.35
2018-10-26,74,95.0,,0.95,70.3
2018-10-27,33,95.0,,0.95,31.349999999999998
2018-10-28,42,95.0,,0.95,39.9
2018-10-29,99,95.0,,0.95,94.05
2018-10-30,95,95.0,,0.95,90.25
2018-10-31,89,95.0,,0.95,84.55
2018-11-01,89,87.0,False,0.87,77.42999999999999
2018-11-02,87,87.0,,0.87,75.69
2018-11-03,43,87.0,,0.87,37.41
2018-11-04,41,87.0,,0.87,35.67
2018-11-05,90,87.0,,0.87,78.3
2018-11-06,95,87.0,,0.87,82.65
2018-11-07,88,87.0,,0.87,76.56
2018-11-08,86,87.0,,0.87,74.82
2018-11-09,97,87.0,,0.87,84.39
2018-11-10,36,87.0,,0.87,31.32
2018-11-11,34,87.0,,0.87,29.58
2018-11-12,81,87.0,,0.87,70.47
2018-11-13,95,87.0,,0.87,82.65
2018-11-14,100,87.0,,0.87,87.0
2018-11-15,83,87.0,,0.87,72.21
2018-11-16,85,87.0,,0.87,73.95
2018-11-17,39,87.0,,0.87,33.93
2018-11-18,31,87.0,,0.87,26.97
2018-11-19,71,87.0,,0.87,61.77
2018-11-20,67,87.0,,0.87,58.29
2018-11-21,44,87.0,,0.87,38.28
2018-11-22,24,87.0,,0.87,20.88
2018-11-23,35,87.0,,0.87,30.45
2018-11-24,32,87.0,,0.87,27.84
2018-11-25,34,87.0,,0.87,29.58
2018-11-26,74,87.0,,0.87,64.38
2018-11-27,89,87.0,,0.87,77.42999999999999
2018-11-28,93,87.0,,0.87,80.91
2018-11-29,96,87.0,,0.87,83.52
2018-11-30,78,87.0,,0.87,67.86
2018-12-01,39,74.0,False,0.74,28.86
2018-12-02,41,74.0,,0.74,30.34
2018-12-03,88,74.0,,0.74,65.12
2018-12-04,94,74.0,,0.74,69.56
2018-12-05,92,74.0,,0.74,68.08
2018-12-06,100,74.0,,0.74,74.0
2018-12-07,85,74.0,,0.74,62.9
2018-12-08,35,74.0,,0.74,25.9
2018-12-09,40,74.0,,0.74,29.6
2018-12-10,93,74.0,,0.74,68.82
2018-12-11,92,74.0,,0.74,68.08
2018-12-12,98,74.0,,0.74,72.52
2018-12-13,91,74.0,,0.74,67.34
2018-12-14,84,74.0,,0.74,62.16
2018-12-15,56,74.0,,0.74,41.44
2018-12-16,43,74.0,,0.74,31.82
2018-12-17,100,74.0,,0.74,74.0
2018-12-18,88,74.0,,0.74,65.12
2018-12-19,89,74.0,,0.74,65.86
2018-12-20,77,74.0,,0.74,56.98
2018-12-21,56,74.0,,0.74,41.44
2018-12-22,38,74.0,,0.74,28.12
2018-12-23,25,74.0,,0.74,18.5
2018-12-24,38,74.0,,0.74,28.12
2018-12-25,21,74.0,,0.74,15.54
2018-12-26,48,74.0,,0.74,35.519999999999996
2018-12-27,51,74.0,,0.74,37.74
2018-12-28,44,74.0,,0.74,32.56
2018-12-29,33,74.0,,0.74,24.419999999999998
2018-12-30,29,74.0,,0.74,21.46
2018-12-31,39,74.0,,0.74,28.86
2019-01-01,28,75.0,False,0.75,21.0
2019-01-02,80,75.0,,0.75,60.0
2019-01-03,55,75.0,,0.75,41.25
2019-01-04,79,75.0,,0.75,59.25
2019-01-05,37,75.0,,0.75,27.75
2019-01-06,25,75.0,,0.75,18.75
2019-01-07,83,75.0,,0.75,62.25
2019-01-08,82,75.0,,0.75,61.5
2019-01-09,89,75.0,,0.75,66.75
2019-01-10,91,75.0,,0.75,68.25
2019-01-11,89,75.0,,0.75,66.75
2019-01-12,45,75.0,,0.75,33.75
2019-01-13,49,75.0,,0.75,36.75
2019-01-14,85,75.0,,0.75,63.75
2019-01-15,87,75.0,,0.75,65.25
2019-01-16,89,75.0,,0.75,66.75
2019-01-17,94,75.0,,0.75,70.5
2019-01-18,74,75.0,,0.75,55.5
2019-01-19,44,75.0,,0.75,33.0
2019-01-20,34,75.0,,0.75,25.5
2019-01-21,73,75.0,,0.75,54.75
2019-01-22,74,75.0,,0.75,55.5
2019-01-23,99,75.0,,0.75,74.25
2019-01-24,91,75.0,,0.75,68.25
2019-01-25,80,75.0,,0.75,60.0
2019-01-26,36,75.0,,0.75,27.0
2019-01-27,40,75.0,,0.75,30.0
2019-01-28,72,75.0,,0.75,54.0
2019-01-29,78,75.0,,0.75,58.5
2019-01-30,100,75.0,,0.75,75.0
2019-01-31,88,75.0,,0.75,66.0
2019-02-01,78,78.0,False,0.78,60.84
2019-02-02,40,78.0,,0.78,31.200000000000003
2019-02-03,43,78.0,,0.78,33.54
2019-02-04,82,78.0,,0.78,63.96
2019-02-05,91,78.0,,0.78,70.98
2019-02-06,96,78.0,,0.78,74.88
2019-02-07,95,78.0,,0.78,74.10000000000001
2019-02-08,85,78.0,,0.78,66.3
2019-02-09,55,78.0,,0.78,42.9
2019-02-10,59,78.0,,0.78,46.02
2019-02-11,85,78.0,,0.78,66.3
2019-02-12,85,78.0,,0.78,66.3
2019-02-13,100,78.0,,0.78,78.0
2019-02-14,84,78.0,,0.78,65.52
2019-02-15,76,78.0,,0.78,59.28
2019-02-16,29,78.0,,0.78,22.62
2019-02-17,40,78.0,,0.78,31.200000000000003
2019-02-18,65,78.0,,0.78,50.7
2019-02-19,72,78.0,,0.78,56.160000000000004
2019-02-20,92,78.0,,0.78,71.76
2019-02-21,75,78.0,,0.78,58.5
2019-02-22,72,78.0,,0.78,56.160000000000004
2019-02-23,41,78.0,,0.78,31.98
2019-02-24,42,78.0,,0.78,32.76
2019-02-25,74,78.0,,0.78,57.72
2019-02-26,91,78.0,,0.78,70.98
2019-02-27,80,78.0,,0.78,62.400000000000006
2019-02-28,89,78.0,,0.78,69.42
2019-03-01,75,71.0,False,0.71,53.25
2019-03-02,43,71.0,,0.71,30.529999999999998
2019-03-03,44,71.0,,0.71,31.24
2019-03-04,88,71.0,,0.71,62.48
2019-03-05,77,71.0,,0.71,54.669999999999995
2019-03-06,81,71.0,,0.71,57.51
2019-03-07,95,71.0,,0.71,67.45
2019-03-08,64,71.0,,0.71,45.44
2019-03-09,39,71.0,,0.71,27.689999999999998
2019-03-10,39,71.0,,0.71,27.689999999999998
2019-03-11,93,71.0,,0.71,66.03
2019-03-12,88,71.0,,0.71,62.48
2019-03-13,75,71.0,,0.71,53.25
2019-03-14,87,71.0,,0.71,61.769999999999996
2019-03-15,71,71.0,,0.71,50.41
2019-03-16,35,71.0,,0.71,24.849999999999998
2019-03-17,44,71.0,,0.71,31.24
2019-03-18,93,71.0,,0.71,66.03
2019-03-19,81,71.0,,0.71,57.51
2019-03-20,91,71.0,,0.71,64.61
2019-03-21,96,71.0,,0.71,68.16
2019-03-22,81,71.0,,0.71,57.51
2019-03-23,41,71.0,,0.71,29.11
2019-03-24,27,71.0,,0.71,19.169999999999998
2019-03-25,84,71.0,,0.71,59.64
2019-03-26,81,71.0,,0.71,57.51
2019-03-27,100,71.0,,0.71,71.0
2019-03-28,80,71.0,,0.71,56.8
2019-03-29,89,71.0,,0.71,63.19
2019-03-30,52,71.0,,0.71,36.92
2019-03-31,23,71.0,,0.71,16.33
2019-04-01,77,73.0,False,0.73,56.21
2019-04-02,89,73.0,,0.73,64.97
2019-04-03,94,73.0,,0.73,68.62
2019-04-04,95,73.0,,0.73,69.35
2019-04-05,74,73.0,,0.73,54.019999999999996
2019-04-06,43,73.0,,0.73,31.39
2019-04-07,40,73.0,,0.73,29.2
2019-04-08,96,73.0,,0.73,70.08
2019-04-09,93,73.0,,0.73,67.89
2019-04-10,93,73.0,,0.73,67.89
2019-04-11,91,73.0,,0.73,66.42999999999999
2019-04-12,86,73.0,,0.73,62.78
2019-04-13,45,73.0,,0.73,32.85
2019-04-14,34,73.0,,0.73,24.82
2019-04-15,87,73.0,,0.73,63.51
2019-04-16,100,73.0,,0.73,73.0
2019-04-17,86,73.0,,0.73,62.78
2019-04-18,82,73.0,,0.73,59.86
2019-04-19,65,73.0,,0.73,47.449999999999996
2019-04-20,42,73.0,,0.73,30.66
2019-04-21,41,73.0,,0.73,29.93
2019-04-22,83,73.0,,0.73,60.589999999999996
2019-04-23,90,73.0,,0.73,65.7
2019-04-24,99,73.0,,0.73,72.27
2019-04-25,86,73.0,,0.73,62.78
2019-04-26,73,73.0,,0.73,53.29
2019-04-27,34,73.0,,0.73,24.82
2019-04-28,50,73.0,,0.73,36.5
2019-04-29,89,73.0,,0.73,64.97
2019-04-30,76,73.0,,0.73,55.48
2019-05-01,91,72.0,False,0.72,65.52
2019-05-02,87,72.0,,0.72,62.64
2019-05-03,72,72.0,,0.72,51.839999999999996
2019-05-04,48,72.0,,0.72,34.56
2019-05-05,52,72.0,,0.72,37.44
2019-05-06,83,72.0,,0.72,59.76
2019-05-07,77,72.0,,0.72,55.44
2019-05-08,85,72.0,,0.72,61.199999999999996
2019-05-09,86,72.0,,0.72,61.919999999999995
2019-05-10,79,72.0,,0.72,56.879999999999995
2019-05-11,40,72.0,,0.72,28.799999999999997
2019-05-12,36,72.0,,0.72,25.919999999999998
2019-05-13,78,72.0,,0.72,56.16
2019-05-14,91,72.0,,0.72,65.52
2019-05-15,81,72.0,,0.72,58.32
2019-05-16,93,72.0,,0.72,66.96
2019-05-17,76,72.0,,0.72,54.72
2019-05-18,48,72.0,,0.72,34.56
2019-05-19,40,72.0,,0.72,28.799999999999997
2019-05-20,78,72.0,,0.72,56.16
2019-05-21,79,72.0,,0.72,56.879999999999995
2019-05-22,96,72.0,,0.72,69.12
2019-05-23,94,72.0,,0.72,67.67999999999999
2019-05-24,78,72.0,,0.72,56.16
2019-05-25,48,72.0,,0.72,34.56
2019-05-26,35,72.0,,0.72,25.2
2019-05-27,47,72.0,,0.72,33.839999999999996
2019-05-28,73,72.0,,0.72,52.559999999999995
2019-05-29,100,72.0,,0.72,72.0
2019-05-30,94,72.0,,0.72,67.67999999999999
2019-05-31,90,72.0,,0.72,64.8
2019-06-01,53,62.0,False,0.62,32.86
2019-06-02,50,62.0,,0.62,31.0
2019-06-03,85,62.0,,0.62,52.7
2019-06-04,92,62.0,,0.62,57.04
2019-06-05,91,62.0,,0.62,56.42
2019-06-06,88,62.0,,0.62,54.56
2019-06-07,91,62.0,,0.62,56.42
2019-06-08,48,62.0,,0.62,29.759999999999998
2019-06-09,44,62.0,,0.62,27.28
2019-06-10,86,62.0,,0.62,53.32
2019-06-11,100,62.0,,0.62,62.0
2019-06-12,89,62.0,,0.62,55.18
2019-06-13,90,62.0,,0.62,55.8
2019-06-14,78,62.0,,0.62,48.36
2019-06-15,53,62.0,,0.62,32.86
2019-06-16,44,62.0,,0.62,27.28
2019-06-17,93,62.0,,0.62,57.66
2019-06-18,89,62.0,,0.62,55.18
2019-06-19,80,62.0,,0.62,49.6
2019-06-20,71,62.0,,0.62,44.02
2019-06-21,80,62.0,,0.62,49.6
2019-06-22,53,62.0,,0.62,32.86
2019-06-23,47,62.0,,0.62,29.14
2019-06-24,85,62.0,,0.62,52.7
2019-06-25,81,62.0,,0.62,50.22
2019-06-26,87,62.0,,0.62,53.94
2019-06-27,82,62.0,,0.62,50.839999999999996
2019-06-28,71,62.0,,0.62,44.02
2019-06-29,58,62.0,,0.62,35.96
2019-06-30,45,62.0,,0.62,27.9
2019-07-01,73,55.0,False,0.55,40.150000000000006
2019-07-02,80,55.0,,0.55,44.0
2019-07-03,82,55.0,,0.55,45.1
2019-07-04,49,55.0,,0.55,26.950000000000003
2019-07-05,58,55.0,,0.55,31.900000000000002
2019-07-06,45,55.0,,0.55,24.750000000000004
2019-07-07,41,55.0,,0.55,22.55
2019-07-08,99,55.0,,0.55,54.45
2019-07-09,99,55.0,,0.55,54.45
2019-07-10,81,55.0,,0.55,44.550000000000004
2019-07-11,100,55.0,,0.55,55.00000000000001
2019-07-12,90,55.0,,0.55,49.50000000000001
2019-07-13,52,55.0,,0.55,28.6
2019-07-14,51,55.0,,0.55,28.05
2019-07-15,79,55.0,,0.55,43.45
2019-07-16,87,55.0,,0.55,47.85
2019-07-17,66,55.0,,0.55,36.300000000000004
2019-07-18,69,55.0,,0.55,37.95
2019-07-19,78,55.0,,0.55,42.900000000000006
2019-07-20,39,55.0,,0.55,21.450000000000003
2019-07-21,41,55.0,,0.55,22.55
2019-07-22,88,55.0,,0.55,48.400000000000006
2019-07-23,78,55.0,,0.55,42.900000000000006
2019-07-24,85,55.0,,0.55,46.75000000000001
2019-07-25,74,55.0,,0.55,40.7
2019-07-26,68,55.0,,0.55,37.400000000000006
2019-07-27,45,55.0,,0.55,24.750000000000004
2019-07-28,30,55.0,,0.55,16.5
2019-07-29,80,55.0,,0.55,44.0
2019-07-30,87,55.0,,0.55,47.85
2019-07-31,74,55.0,,0.55,40.7
2019-08-01,75,64.0,False,0.64,48.0
2019-08-02,64,64.0,,0.64,40.96
2019-08-03,42,64.0,,0.64,26.88
2019-08-04,34,64.0,,0.64,21.76
2019-08-05,76,64.0,,0.64,48.64
2019-08-06,69,64.0,,0.64,44.160000000000004
2019-08-07,79,64.0,,0.64,50.56
2019-08-08,83,64.0,,0.64,53.120000000000005
2019-08-09,77,64.0,,0.64,49.28
2019-08-10,54,64.0,,0.64,34.56
2019-08-11,33,64.0,,0.64,21.12
2019-08-12,68,64.0,,0.64,43.52
2019-08-13,71,64.0,,0.64,45.44
2019-08-14,70,64.0,,0.64,44.800000000000004
2019-08-15,80,64.0,,0.64,51.2
2019-08-16,80,64.0,,0.64,51.2
2019-08-17,46,64.0,,0.64,29.44
2019-08-18,35,64.0,,0.64,22.400000000000002
2019-08-19,87,64.0,,0.64,55.68
2019-08-20,77,64.0,,0.64,49.28
2019-08-21,94,64.0,,0.64,60.160000000000004
2019-08-22,84,64.0,,0.64,53.76
2019-08-23,79,64.0,,0.64,50.56
2019-08-24,49,64.0,,0.64,31.36
2019-08-25,37,64.0,,0.64,23.68
2019-08-26,83,64.0,,0.64,53.120000000000005
2019-08-27,94,64.0,,0.64,60.160000000000004
2019-08-28,100,64.0,,0.64,64.0
2019-08-29,91,64.0,,0.64,58.24
2019-08-30,92,64.0,,0.64,58.88
2019-08-31,44,64.0,,0.64,28.16
2019-09-01,27,83.0,False,0.83,22.41
2019-09-02,34,83.0,,0.83,28.22
2019-09-03,65,83.0,,0.83,53.949999999999996
2019-09-04,86,83.0,,0.83,71.38
2019-09-05,72,83.0,,0.83,59.76
2019-09-06,58,83.0,,0.83,48.14
2019-09-07,35,83.0,,0.83,29.049999999999997
2019-09-08,35,83.0,,0.83,29.049999999999997
2019-09-09,72,83.0,,0.83,59.76
2019-09-10,78,83.0,,0.83,64.74
2019-09-11,85,83.0,,0.83,70.55
2019-09-12,86,83.0,,0.83,71.38
2019-09-13,83,83.0,,0.83,68.89
2019-09-14,36,83.0,,0.83,29.88
2019-09-15,36,83.0,,0.83,29.88
2019-09-16,77,83.0,,0.83,63.91
2019-09-17,90,83.0,,0.83,74.7
2019-09-18,91,83.0,,0.83,75.53
2019-09-19,77,83.0,,0.83,63.91
2019-09-20,78,83.0,,0.83,64.74
2019-09-21,36,83.0,,0.83,29.88
2019-09-22,28,83.0,,0.83,23.24
2019-09-23,88,83.0,,0.83,73.03999999999999
2019-09-24,87,83.0,,0.83,72.21
2019-09-25,99,83.0,,0.83,82.17
2019-09-26,89,83.0,,0.83,73.86999999999999
2019-09-27,90,83.0,,0.83,74.7
2019-09-28,48,83.0,,0.83,39.839999999999996
2019-09-29,43,83.0,,0.83,35.69
