date,earnings_unscaled,earnings_monthly,isPartial,scale,earnings
2014-12-09,63,24.0,,0.24,15.12
2014-12-10,78,24.0,,0.24,18.72
2014-12-11,63,24.0,,0.24,15.12
2014-12-12,69,24.0,,0.24,16.56
2014-12-13,54,24.0,,0.24,12.959999999999999
2014-12-14,58,24.0,,0.24,13.92
2014-12-15,79,24.0,,0.24,18.96
2014-12-16,85,24.0,,0.24,20.4
2014-12-17,85,24.0,,0.24,20.4
2014-12-18,70,24.0,,0.24,16.8
2014-12-19,57,24.0,,0.24,13.68
2014-12-20,33,24.0,,0.24,7.92
2014-12-21,40,24.0,,0.24,9.6
2014-12-22,67,24.0,,0.24,16.08
2014-12-23,63,24.0,,0.24,15.12
2014-12-24,32,24.0,,0.24,7.68
2014-12-25,35,24.0,,0.24,8.4
2014-12-26,40,24.0,,0.24,9.6
2014-12-27,35,24.0,,0.24,8.4
2014-12-28,42,24.0,,0.24,10.08
2014-12-29,70,24.0,,0.24,16.8
2014-12-30,63,24.0,,0.24,15.12
2014-12-31,42,24.0,,0.24,10.08
2015-01-01,15,47.0,False,0.47,7.05
2015-01-02,21,47.0,,0.47,9.87
2015-01-03,13,47.0,,0.47,6.109999999999999
2015-01-04,16,47.0,,0.47,7.52
2015-01-05,21,47.0,,0.47,9.87
2015-01-06,27,47.0,,0.47,12.69
2015-01-07,18,47.0,,0.47,8.459999999999999
2015-01-08,26,47.0,,0.47,12.219999999999999
2015-01-09,29,47.0,,0.47,13.629999999999999
2015-01-10,19,47.0,,0.47,8.93
2015-01-11,20,47.0,,0.47,9.399999999999999
2015-01-12,24,47.0,,0.47,11.28
2015-01-13,36,47.0,,0.47,16.919999999999998
2015-01-14,44,47.0,,0.47,20.68
2015-01-15,43,47.0,,0.47,20.209999999999997
2015-01-16,41,47.0,,0.47,19.27
2015-01-17,22,47.0,,0.47,10.34
2015-01-18,17,47.0,,0.47,7.989999999999999
2015-01-19,25,47.0,,0.47,11.75
2015-01-20,54,47.0,,0.47,25.38
2015-01-21,51,47.0,,0.47,23.97
2015-01-22,66,47.0,,0.47,31.02
2015-01-23,48,47.0,,0.47,22.56
2015-01-24,26,47.0,,0.47,12.219999999999999
2015-01-25,31,47.0,,0.47,14.569999999999999
2015-01-26,61,47.0,,0.47,28.669999999999998
2015-01-27,100,47.0,,0.47,47.0
2015-01-28,91,47.0,,0.47,42.769999999999996
2015-01-29,85,47.0,,0.47,39.949999999999996
2015-01-30,48,47.0,,0.47,22.56
2015-01-31,29,47.0,,0.47,13.629999999999999
2015-02-01,42,49.0,False,0.49,20.58
2015-02-02,83,49.0,,0.49,40.67
2015-02-03,81,49.0,,0.49,39.69
2015-02-04,84,49.0,,0.49,41.16
2015-02-05,97,49.0,,0.49,47.53
2015-02-06,66,49.0,,0.49,32.339999999999996
2015-02-07,39,49.0,,0.49,19.11
2015-02-08,30,49.0,,0.49,14.7
2015-02-09,64,49.0,,0.49,31.36
2015-02-10,81,49.0,,0.49,39.69
2015-02-11,100,49.0,,0.49,49.0
2015-02-12,93,49.0,,0.49,45.57
2015-02-13,71,49.0,,0.49,34.79
2015-02-14,32,49.0,,0.49,15.68
2015-02-15,29,49.0,,0.49,14.209999999999999
2015-02-16,45,49.0,,0.49,22.05
2015-02-17,66,49.0,,0.49,32.339999999999996
2015-02-18,82,49.0,,0.49,40.18
2015-02-19,76,49.0,,0.49,37.24
2015-02-20,57,49.0,,0.49,27.93
2015-02-21,43,49.0,,0.49,21.07
2015-02-22,47,49.0,,0.49,23.03
2015-02-23,59,49.0,,0.49,28.91
2015-02-24,74,49.0,,0.49,36.26
2015-02-25,84,49.0,,0.49,41.16
2015-02-26,70,49.0,,0.49,34.3
2015-02-27,50,49.0,,0.49,24.5
2015-02-28,43,49.0,,0.49,21.07
2015-03-01,52,31.0,False,0.31,16.12
2015-03-02,100,31.0,,0.31,31.0
2015-03-03,78,31.0,,0.31,24.18
2015-03-04,68,31.0,,0.31,21.08
2015-03-05,69,31.0,,0.31,21.39
2015-03-06,56,31.0,,0.31,17.36
2015-03-07,37,31.0,,0.31,11.47
2015-03-08,49,31.0,,0.31,15.19
2015-03-09,77,31.0,,0.31,23.87
2015-03-10,50,31.0,,0.31,15.5
2015-03-11,85,31.0,,0.31,26.35
2015-03-12,75,31.0,,0.31,23.25
2015-03-13,65,31.0,,0.31,20.15
2015-03-14,48,31.0,,0.31,14.879999999999999
2015-03-15,63,31.0,,0.31,19.53
2015-03-16,78,31.0,,0.31,24.18
2015-03-17,69,31.0,,0.31,21.39
2015-03-18,68,31.0,,0.31,21.08
2015-03-19,52,31.0,,0.31,16.12
2015-03-20,62,31.0,,0.31,19.22
2015-03-21,27,31.0,,0.31,8.37
2015-03-22,51,31.0,,0.31,15.81
2015-03-23,58,31.0,,0.31,17.98
2015-03-24,68,31.0,,0.31,21.08
2015-03-25,70,31.0,,0.31,21.7
2015-03-26,68,31.0,,0.31,21.08
2015-03-27,62,31.0,,0.31,19.22
2015-03-28,37,31.0,,0.31,11.47
2015-03-29,36,31.0,,0.31,11.16
2015-03-30,88,31.0,,0.31,27.28
2015-03-31,67,31.0,,0.31,20.77
2015-04-01,30,56.0,False,0.56,16.8
2015-04-02,31,56.0,,0.56,17.360000000000003
2015-04-03,18,56.0,,0.56,10.080000000000002
2015-04-04,19,56.0,,0.56,10.64
2015-04-05,18,56.0,,0.56,10.080000000000002
2015-04-06,35,56.0,,0.56,19.6
2015-04-07,34,56.0,,0.56,19.040000000000003
2015-04-08,38,56.0,,0.56,21.28
2015-04-09,38,56.0,,0.56,21.28
2015-04-10,34,56.0,,0.56,19.040000000000003
2015-04-11,29,56.0,,0.56,16.240000000000002
2015-04-12,39,56.0,,0.56,21.840000000000003
2015-04-13,52,56.0,,0.56,29.120000000000005
2015-04-14,48,56.0,,0.56,26.880000000000003
2015-04-15,53,56.0,,0.56,29.680000000000003
2015-04-16,53,56.0,,0.56,29.680000000000003
2015-04-17,43,56.0,,0.56,24.080000000000002
2015-04-18,23,56.0,,0.56,12.88
2015-04-19,25,56.0,,0.56,14.000000000000002
2015-04-20,60,56.0,,0.56,33.6
2015-04-21,63,56.0,,0.56,35.28
2015-04-22,73,56.0,,0.56,40.88
2015-04-23,89,56.0,,0.56,49.84
2015-04-24,57,56.0,,0.56,31.92
2015-04-25,37,56.0,,0.56,20.720000000000002
2015-04-26,34,56.0,,0.56,19.040000000000003
2015-04-27,100,56.0,,0.56,56.00000000000001
2015-04-28,68,56.0,,0.56,38.080000000000005
2015-04-29,64,56.0,,0.56,35.84
2015-04-30,55,56.0,,0.56,30.800000000000004
2015-05-01,62,36.0,False,0.36,22.32
2015-05-02,56,36.0,,0.36,20.16
2015-05-03,91,36.0,,0.36,32.76
2015-05-04,87,36.0,,0.36,31.32
2015-05-05,100,36.0,,0.36,36.0
2015-05-06,92,36.0,,0.36,33.12
2015-05-07,89,36.0,,0.36,32.04
2015-05-08,55,36.0,,0.36,19.8
2015-05-09,37,36.0,,0.36,13.32
2015-05-10,46,36.0,,0.36,16.56
2015-05-11,59,36.0,,0.36,21.24
2015-05-12,66,36.0,,0.36,23.759999999999998
2015-05-13,62,36.0,,0.36,22.32
2015-05-14,55,36.0,,0.36,19.8
2015-05-15,39,36.0,,0.36,14.04
2015-05-16,27,36.0,,0.36,9.719999999999999
2015-05-17,29,36.0,,0.36,10.44
2015-05-18,48,36.0,,0.36,17.28
2015-05-19,59,36.0,,0.36,21.24
2015-05-20,51,36.0,,0.36,18.36
2015-05-21,50,36.0,,0.36,18.0
2015-05-22,37,36.0,,0.36,13.32
2015-05-23,27,36.0,,0.36,9.719999999999999
2015-05-24,25,36.0,,0.36,9.0
2015-05-25,33,36.0,,0.36,11.879999999999999
2015-05-26,35,36.0,,0.36,12.6
2015-05-27,46,36.0,,0.36,16.56
2015-05-28,39,36.0,,0.36,14.04
2015-05-29,39,36.0,,0.36,14.04
2015-05-30,24,36.0,,0.36,8.64
2015-05-31,24,36.0,,0.36,8.64
2015-06-01,58,26.0,False,0.26,15.08
2015-06-02,58,26.0,,0.26,15.08
2015-06-03,51,26.0,,0.26,13.26
2015-06-04,58,26.0,,0.26,15.08
2015-06-05,53,26.0,,0.26,13.780000000000001
2015-06-06,55,26.0,,0.26,14.3
2015-06-07,40,26.0,,0.26,10.4
2015-06-08,77,26.0,,0.26,20.02
2015-06-09,67,26.0,,0.26,17.42
2015-06-10,60,26.0,,0.26,15.600000000000001
2015-06-11,65,26.0,,0.26,16.900000000000002
2015-06-12,48,26.0,,0.26,12.48
2015-06-13,25,26.0,,0.26,6.5
2015-06-14,53,26.0,,0.26,13.780000000000001
2015-06-15,56,26.0,,0.26,14.56
2015-06-16,47,26.0,,0.26,12.22
2015-06-17,53,26.0,,0.26,13.780000000000001
2015-06-18,63,26.0,,0.26,16.38
2015-06-19,68,26.0,,0.26,17.68
2015-06-20,38,26.0,,0.26,9.88
2015-06-21,55,26.0,,0.26,14.3
2015-06-22,100,26.0,,0.26,26.0
2015-06-23,56,26.0,,0.26,14.56
2015-06-24,68,26.0,,0.26,17.68
2015-06-25,73,26.0,,0.26,18.98
2015-06-26,51,26.0,,0.26,13.26
2015-06-27,31,26.0,,0.26,8.06
2015-06-28,43,26.0,,0.26,11.18
2015-06-29,60,26.0,,0.26,15.600000000000001
2015-06-30,73,26.0,,0.26,18.98
2015-07-01,23,53.0,False,0.53,12.190000000000001
2015-07-02,22,53.0,,0.53,11.66
2015-07-03,13,53.0,,0.53,6.890000000000001
2015-07-04,17,53.0,,0.53,9.01
2015-07-05,15,53.0,,0.53,7.95
2015-07-06,25,53.0,,0.53,13.25
2015-07-07,32,53.0,,0.53,16.96
2015-07-08,27,53.0,,0.53,14.31
2015-07-09,29,53.0,,0.53,15.370000000000001
2015-07-10,30,53.0,,0.53,15.9
2015-07-11,15,53.0,,0.53,7.95
2015-07-12,26,53.0,,0.53,13.780000000000001
2015-07-13,42,53.0,,0.53,22.26
2015-07-14,51,53.0,,0.53,27.03
2015-07-15,46,53.0,,0.53,24.380000000000003
2015-07-16,51,53.0,,0.53,27.03
2015-07-17,45,53.0,,0.53,23.85
2015-07-18,28,53.0,,0.53,14.84
2015-07-19,24,53.0,,0.53,12.72
2015-07-20,74,53.0,,0.53,39.22
2015-07-21,100,53.0,,0.53,53.0
2015-07-22,68,53.0,,0.53,36.04
2015-07-23,76,53.0,,0.53,40.28
2015-07-24,48,53.0,,0.53,25.44
2015-07-25,18,53.0,,0.53,9.540000000000001
2015-07-26,24,53.0,,0.53,12.72
2015-07-27,51,53.0,,0.53,27.03
2015-07-28,60,53.0,,0.53,31.8
2015-07-29,63,53.0,,0.53,33.39
2015-07-30,55,53.0,,0.53,29.150000000000002
2015-07-31,41,53.0,,0.53,21.73
2015-08-01,31,36.0,False,0.36,11.16
2015-08-02,37,36.0,,0.36,13.32
2015-08-03,78,36.0,,0.36,28.08
2015-08-04,97,36.0,,0.36,34.92
2015-08-05,100,36.0,,0.36,36.0
2015-08-06,74,36.0,,0.36,26.64
2015-08-07,60,36.0,,0.36,21.599999999999998
2015-08-08,21,36.0,,0.36,7.56
2015-08-09,17,36.0,,0.36,6.12
2015-08-10,67,36.0,,0.36,24.119999999999997
2015-08-11,53,36.0,,0.36,19.08
2015-08-12,45,36.0,,0.36,16.2
2015-08-13,43,36.0,,0.36,15.479999999999999
2015-08-14,47,36.0,,0.36,16.919999999999998
2015-08-15,31,36.0,,0.36,11.16
2015-08-16,37,36.0,,0.36,13.32
2015-08-17,48,36.0,,0.36,17.28
2015-08-18,45,36.0,,0.36,16.2
2015-08-19,44,36.0,,0.36,15.84
2015-08-20,38,36.0,,0.36,13.68
2015-08-21,39,36.0,,0.36,14.04
2015-08-22,17,36.0,,0.36,6.12
2015-08-23,32,36.0,,0.36,11.52
2015-08-24,36,36.0,,0.36,12.959999999999999
2015-08-25,42,36.0,,0.36,15.12
2015-08-26,55,36.0,,0.36,19.8
2015-08-27,44,36.0,,0.36,15.84
2015-08-28,40,36.0,,0.36,14.399999999999999
2015-08-29,24,36.0,,0.36,8.64
2015-08-30,41,36.0,,0.36,14.76
2015-08-31,48,36.0,,0.36,17.28
2015-09-01,75,35.0,False,0.35,26.25
2015-09-02,85,35.0,,0.35,29.749999999999996
2015-09-03,84,35.0,,0.35,29.4
2015-09-04,65,35.0,,0.35,22.75
2015-09-05,49,35.0,,0.35,17.15
2015-09-06,49,35.0,,0.35,17.15
2015-09-07,72,35.0,,0.35,25.2
2015-09-08,73,35.0,,0.35,25.549999999999997
2015-09-09,80,35.0,,0.35,28.0
2015-09-10,86,35.0,,0.35,30.099999999999998
2015-09-11,78,35.0,,0.35,27.299999999999997
2015-09-12,62,35.0,,0.35,21.7
2015-09-13,74,35.0,,0.35,25.9
2015-09-14,93,35.0,,0.35,32.55
2015-09-15,92,35.0,,0.35,32.199999999999996
2015-09-16,92,35.0,,0.35,32.199999999999996
2015-09-17,76,35.0,,0.35,26.599999999999998
2015-09-18,71,35.0,,0.35,24.849999999999998
2015-09-19,45,35.0,,0.35,15.749999999999998
2015-09-20,75,35.0,,0.35,26.25
2015-09-21,90,35.0,,0.35,31.499999999999996
2015-09-22,98,35.0,,0.35,34.3
2015-09-23,87,35.0,,0.35,30.45
2015-09-24,84,35.0,,0.35,29.4
2015-09-25,67,35.0,,0.35,23.45
2015-09-26,42,35.0,,0.35,14.7
2015-09-27,73,35.0,,0.35,25.549999999999997
2015-09-28,100,35.0,,0.35,35.0
2015-09-29,88,35.0,,0.35,30.799999999999997
2015-09-30,89,35.0,,0.35,31.15
2015-10-01,30,53.0,False,0.53,15.9
2015-10-02,30,53.0,,0.53,15.9
2015-10-03,16,53.0,,0.53,8.48
2015-10-04,22,53.0,,0.53,11.66
2015-10-05,36,53.0,,0.53,19.080000000000002
2015-10-06,37,53.0,,0.53,19.61
2015-10-07,33,53.0,,0.53,17.490000000000002
2015-10-08,39,53.0,,0.53,20.67
2015-10-09,30,53.0,,0.53,15.9
2015-10-10,20,53.0,,0.53,10.600000000000001
2015-10-11,23,53.0,,0.53,12.190000000000001
2015-10-12,38,53.0,,0.53,20.14
2015-10-13,53,53.0,,0.53,28.09
2015-10-14,54,53.0,,0.53,28.62
2015-10-15,48,53.0,,0.53,25.44
2015-10-16,37,53.0,,0.53,19.61
2015-10-17,16,53.0,,0.53,8.48
2015-10-18,19,53.0,,0.53,10.07
2015-10-19,45,53.0,,0.53,23.85
2015-10-20,51,53.0,,0.53,27.03
2015-10-21,57,53.0,,0.53,30.21
2015-10-22,76,53.0,,0.53,40.28
2015-10-23,57,53.0,,0.53,30.21
2015-10-24,25,53.0,,0.53,13.25
2015-10-25,22,53.0,,0.53,11.66
2015-10-26,66,53.0,,0.53,34.980000000000004
2015-10-27,100,53.0,,0.53,53.0
2015-10-28,65,53.0,,0.53,34.45
2015-10-29,56,53.0,,0.53,29.68
2015-10-30,51,53.0,,0.53,27.03
2015-10-31,23,53.0,,0.53,12.190000000000001
2015-11-01,26,38.0,False,0.38,9.88
2015-11-02,62,38.0,,0.38,23.56
2015-11-03,73,38.0,,0.38,27.740000000000002
2015-11-04,100,38.0,,0.38,38.0
2015-11-05,77,38.0,,0.38,29.26
2015-11-06,47,38.0,,0.38,17.86
2015-11-07,26,38.0,,0.38,9.88
2015-11-08,27,38.0,,0.38,10.26
2015-11-09,44,38.0,,0.38,16.72
2015-11-10,43,38.0,,0.38,16.34
2015-11-11,45,38.0,,0.38,17.1
2015-11-12,47,38.0,,0.38,17.86
2015-11-13,38,38.0,,0.38,14.44
2015-11-14,15,38.0,,0.38,5.7
2015-11-15,25,38.0,,0.38,9.5
2015-11-16,32,38.0,,0.38,12.16
2015-11-17,39,38.0,,0.38,14.82
2015-11-18,37,38.0,,0.38,14.06
2015-11-19,33,38.0,,0.38,12.540000000000001
2015-11-20,31,38.0,,0.38,11.78
2015-11-21,24,38.0,,0.38,9.120000000000001
2015-11-22,23,38.0,,0.38,8.74
2015-11-23,41,38.0,,0.38,15.58
2015-11-24,37,38.0,,0.38,14.06
2015-11-25,26,38.0,,0.38,9.88
2015-11-26,10,38.0,,0.38,3.8
2015-11-27,18,38.0,,0.38,6.84
2015-11-28,16,38.0,,0.38,6.08
2015-11-29,21,38.0,,0.38,7.98
2015-11-30,35,38.0,,0.38,13.3
2015-12-01,86,29.0,False,0.29,24.939999999999998
2015-12-02,86,29.0,,0.29,24.939999999999998
2015-12-03,86,29.0,,0.29,24.939999999999998
2015-12-04,72,29.0,,0.29,20.88
2015-12-05,37,29.0,,0.29,10.729999999999999
2015-12-06,46,29.0,,0.29,13.34
2015-12-07,94,29.0,,0.29,27.259999999999998
2015-12-08,96,29.0,,0.29,27.839999999999996
2015-12-09,100,29.0,,0.29,28.999999999999996
2015-12-10,91,29.0,,0.29,26.389999999999997
2015-12-11,65,29.0,,0.29,18.849999999999998
2015-12-12,39,29.0,,0.29,11.309999999999999
2015-12-13,36,29.0,,0.29,10.44
2015-12-14,73,29.0,,0.29,21.169999999999998
2015-12-15,72,29.0,,0.29,20.88
2015-12-16,59,29.0,,0.29,17.11
2015-12-17,85,29.0,,0.29,24.65
2015-12-18,58,29.0,,0.29,16.82
2015-12-19,39,29.0,,0.29,11.309999999999999
2015-12-20,61,29.0,,0.29,17.689999999999998
2015-12-21,66,29.0,,0.29,19.139999999999997
2015-12-22,75,29.0,,0.29,21.75
2015-12-23,52,29.0,,0.29,15.079999999999998
2015-12-24,42,29.0,,0.29,12.18
2015-12-25,55,29.0,,0.29,15.95
2015-12-26,58,29.0,,0.29,16.82
2015-12-27,38,29.0,,0.29,11.02
2015-12-28,58,29.0,,0.29,16.82
2015-12-29,70,29.0,,0.29,20.299999999999997
2015-12-30,80,29.0,,0.29,23.2
2015-12-31,48,29.0,,0.29,13.919999999999998
2016-01-01,15,45.0,False,0.45,6.75
2016-01-02,20,45.0,,0.45,9.0
2016-01-03,17,45.0,,0.45,7.65
2016-01-04,31,45.0,,0.45,13.950000000000001
2016-01-05,30,45.0,,0.45,13.5
2016-01-06,26,45.0,,0.45,11.700000000000001
2016-01-07,28,45.0,,0.45,12.6
2016-01-08,31,45.0,,0.45,13.950000000000001
2016-01-09,19,45.0,,0.45,8.55
2016-01-10,19,45.0,,0.45,8.55
2016-01-11,35,45.0,,0.45,15.75
2016-01-12,40,45.0,,0.45,18.0
2016-01-13,40,45.0,,0.45,18.0
2016-01-14,41,45.0,,0.45,18.45
2016-01-15,36,45.0,,0.45,16.2
2016-01-16,27,45.0,,0.45,12.15
2016-01-17,21,45.0,,0.45,9.450000000000001
2016-01-18,28,45.0,,0.45,12.6
2016-01-19,55,45.0,,0.45,24.75
2016-01-20,53,45.0,,0.45,23.85
2016-01-21,54,45.0,,0.45,24.3
2016-01-22,53,45.0,,0.45,23.85
2016-01-23,27,45.0,,0.45,12.15
2016-01-24,26,45.0,,0.45,11.700000000000001
2016-01-25,48,45.0,,0.45,21.6
2016-01-26,100,45.0,,0.45,45.0
2016-01-27,84,45.0,,0.45,37.800000000000004
2016-01-28,96,45.0,,0.45,43.2
2016-01-29,61,45.0,,0.45,27.45
2016-01-30,32,45.0,,0.45,14.4
2016-01-31,36,45.0,,0.45,16.2
2016-02-01,96,51.0,False,0.51,48.96
2016-02-02,100,51.0,,0.51,51.0
2016-02-03,90,51.0,,0.51,45.9
2016-02-04,81,51.0,,0.51,41.31
2016-02-05,72,51.0,,0.51,36.72
2016-02-06,45,51.0,,0.51,22.95
2016-02-07,39,51.0,,0.51,19.89
2016-02-08,66,51.0,,0.51,33.660000000000004
2016-02-09,83,51.0,,0.51,42.33
2016-02-10,91,51.0,,0.51,46.410000000000004
2016-02-11,71,51.0,,0.51,36.21
2016-02-12,55,51.0,,0.51,28.05
2016-02-13,28,51.0,,0.51,14.280000000000001
2016-02-14,35,51.0,,0.51,17.85
2016-02-15,54,51.0,,0.51,27.54
2016-02-16,67,51.0,,0.51,34.17
2016-02-17,71,51.0,,0.51,36.21
2016-02-18,61,51.0,,0.51,31.11
2016-02-19,49,51.0,,0.51,24.990000000000002
2016-02-20,32,51.0,,0.51,16.32
2016-02-21,36,51.0,,0.51,18.36
2016-02-22,60,51.0,,0.51,30.6
2016-02-23,62,51.0,,0.51,31.62
2016-02-24,63,51.0,,0.51,32.13
2016-02-25,71,51.0,,0.51,36.21
2016-02-26,57,51.0,,0.51,29.07
2016-02-27,27,51.0,,0.51,13.77
2016-02-28,33,51.0,,0.51,16.830000000000002
2016-02-29,56,51.0,,0.51,28.560000000000002
2016-03-01,100,35.0,False,0.35,35.0
2016-03-02,97,35.0,,0.35,33.949999999999996
2016-03-03,87,35.0,,0.35,30.45
2016-03-04,76,35.0,,0.35,26.599999999999998
2016-03-05,48,35.0,,0.35,16.799999999999997
2016-03-06,59,35.0,,0.35,20.65
2016-03-07,62,35.0,,0.35,21.7
2016-03-08,96,35.0,,0.35,33.599999999999994
2016-03-09,84,35.0,,0.35,29.4
2016-03-10,94,35.0,,0.35,32.9
2016-03-11,60,35.0,,0.35,21.0
2016-03-12,41,35.0,,0.35,14.35
2016-03-13,48,35.0,,0.35,16.799999999999997
2016-03-14,83,35.0,,0.35,29.049999999999997
2016-03-15,78,35.0,,0.35,27.299999999999997
2016-03-16,74,35.0,,0.35,25.9
2016-03-17,77,35.0,,0.35,26.95
2016-03-18,69,35.0,,0.35,24.15
2016-03-19,49,35.0,,0.35,17.15
2016-03-20,69,35.0,,0.35,24.15
2016-03-21,75,35.0,,0.35,26.25
2016-03-22,66,35.0,,0.35,23.099999999999998
2016-03-23,70,35.0,,0.35,24.5
2016-03-24,80,35.0,,0.35,28.0
2016-03-25,56,35.0,,0.35,19.599999999999998
2016-03-26,40,35.0,,0.35,14.0
2016-03-27,51,35.0,,0.35,17.849999999999998
2016-03-28,98,35.0,,0.35,34.3
2016-03-29,72,35.0,,0.35,25.2
2016-03-30,78,35.0,,0.35,27.299999999999997
2016-03-31,76,35.0,,0.35,26.599999999999998
2016-04-01,21,60.0,False,0.6,12.6
2016-04-02,16,60.0,,0.6,9.6
2016-04-03,18,60.0,,0.6,10.799999999999999
2016-04-04,29,60.0,,0.6,17.4
2016-04-05,30,60.0,,0.6,18.0
2016-04-06,29,60.0,,0.6,17.4
2016-04-07,27,60.0,,0.6,16.2
2016-04-08,31,60.0,,0.6,18.599999999999998
2016-04-09,23,60.0,,0.6,13.799999999999999
2016-04-10,40,60.0,,0.6,24.0
2016-04-11,46,60.0,,0.6,27.599999999999998
2016-04-12,40,60.0,,0.6,24.0
2016-04-13,42,60.0,,0.6,25.2
2016-04-14,39,60.0,,0.6,23.4
2016-04-15,33,60.0,,0.6,19.8
2016-04-16,16,60.0,,0.6,9.6
2016-04-17,21,60.0,,0.6,12.6
2016-04-18,48,60.0,,0.6,28.799999999999997
2016-04-19,48,60.0,,0.6,28.799999999999997
2016-04-20,55,60.0,,0.6,33.0
2016-04-21,56,60.0,,0.6,33.6
2016-04-22,57,60.0,,0.6,34.199999999999996
2016-04-23,46,60.0,,0.6,27.599999999999998
2016-04-24,42,60.0,,0.6,25.2
2016-04-25,74,60.0,,0.6,44.4
2016-04-26,100,60.0,,0.6,60.0
2016-04-27,88,60.0,,0.6,52.8
2016-04-28,86,60.0,,0.6,51.6
2016-04-29,59,60.0,,0.6,35.4
2016-04-30,40,60.0,,0.6,24.0
2016-05-01,39,38.0,False,0.38,14.82
2016-05-02,77,38.0,,0.38,29.26
2016-05-03,82,38.0,,0.38,31.16
2016-05-04,100,38.0,,0.38,38.0
2016-05-05,81,38.0,,0.38,30.78
2016-05-06,62,38.0,,0.38,23.56
2016-05-07,36,38.0,,0.38,13.68
2016-05-08,38,38.0,,0.38,14.44
2016-05-09,71,38.0,,0.38,26.98
2016-05-10,69,38.0,,0.38,26.22
2016-05-11,63,38.0,,0.38,23.94
2016-05-12,58,38.0,,0.38,22.04
2016-05-13,47,38.0,,0.38,17.86
2016-05-14,28,38.0,,0.38,10.64
2016-05-15,42,38.0,,0.38,15.96
2016-05-16,49,38.0,,0.38,18.62
2016-05-17,47,38.0,,0.38,17.86
2016-05-18,53,38.0,,0.38,20.14
2016-05-19,50,38.0,,0.38,19.0
2016-05-20,30,38.0,,0.38,11.4
2016-05-21,23,38.0,,0.38,8.74
2016-05-22,34,38.0,,0.38,12.92
2016-05-23,38,38.0,,0.38,14.44
2016-05-24,44,38.0,,0.38,16.72
2016-05-25,44,38.0,,0.38,16.72
2016-05-26,44,38.0,,0.38,16.72
2016-05-27,30,38.0,,0.38,11.4
2016-05-28,17,38.0,,0.38,6.46
2016-05-29,22,38.0,,0.38,8.36
2016-05-30,28,38.0,,0.38,10.64
2016-05-31,40,38.0,,0.38,15.2
2016-06-01,88,26.0,False,0.26,22.880000000000003
2016-06-02,78,26.0,,0.26,20.28
2016-06-03,82,26.0,,0.26,21.32
2016-06-04,51,26.0,,0.26,13.26
2016-06-05,68,26.0,,0.26,17.68
2016-06-06,93,26.0,,0.26,24.18
2016-06-07,87,26.0,,0.26,22.62
2016-06-08,81,26.0,,0.26,21.060000000000002
2016-06-09,92,26.0,,0.26,23.92
2016-06-10,70,26.0,,0.26,18.2
2016-06-11,58,26.0,,0.26,15.08
2016-06-12,61,26.0,,0.26,15.860000000000001
2016-06-13,92,26.0,,0.26,23.92
2016-06-14,75,26.0,,0.26,19.5
2016-06-15,79,26.0,,0.26,20.54
2016-06-16,94,26.0,,0.26,24.44
2016-06-17,95,26.0,,0.26,24.7
2016-06-18,63,26.0,,0.26,16.38
2016-06-19,73,26.0,,0.26,18.98
2016-06-20,93,26.0,,0.26,24.18
2016-06-21,82,26.0,,0.26,21.32
2016-06-22,75,26.0,,0.26,19.5
2016-06-23,97,26.0,,0.26,25.220000000000002
2016-06-24,67,26.0,,0.26,17.42
2016-06-25,56,26.0,,0.26,14.56
2016-06-26,60,26.0,,0.26,15.600000000000001
2016-06-27,91,26.0,,0.26,23.66
2016-06-28,84,26.0,,0.26,21.84
2016-06-29,100,26.0,,0.26,26.0
2016-06-30,90,26.0,,0.26,23.400000000000002
2016-07-01,23,50.0,False,0.5,11.5
2016-07-02,17,50.0,,0.5,8.5
2016-07-03,17,50.0,,0.5,8.5
2016-07-04,16,50.0,,0.5,8.0
2016-07-05,29,50.0,,0.5,14.5
2016-07-06,32,50.0,,0.5,16.0
2016-07-07,24,50.0,,0.5,12.0
2016-07-08,27,50.0,,0.5,13.5
2016-07-09,19,50.0,,0.5,9.5
2016-07-10,19,50.0,,0.5,9.5
2016-07-11,40,50.0,,0.5,20.0
2016-07-12,37,50.0,,0.5,18.5
2016-07-13,38,50.0,,0.5,19.0
2016-07-14,42,50.0,,0.5,21.0
2016-07-15,41,50.0,,0.5,20.5
2016-07-16,18,50.0,,0.5,9.0
2016-07-17,31,50.0,,0.5,15.5
2016-07-18,63,50.0,,0.5,31.5
2016-07-19,62,50.0,,0.5,31.0
2016-07-20,62,50.0,,0.5,31.0
2016-07-21,73,50.0,,0.5,36.5
2016-07-22,51,50.0,,0.5,25.5
2016-07-23,19,50.0,,0.5,9.5
2016-07-24,28,50.0,,0.5,14.0
2016-07-25,67,50.0,,0.5,33.5
2016-07-26,100,50.0,,0.5,50.0
2016-07-27,93,50.0,,0.5,46.5
2016-07-28,96,50.0,,0.5,48.0
2016-07-29,55,50.0,,0.5,27.5
2016-07-30,23,50.0,,0.5,11.5
2016-07-31,24,50.0,,0.5,12.0
2016-08-01,84,39.0,False,0.39,32.76
2016-08-02,91,39.0,,0.39,35.49
2016-08-03,100,39.0,,0.39,39.0
2016-08-04,97,39.0,,0.39,37.83
2016-08-05,66,39.0,,0.39,25.740000000000002
2016-08-06,30,39.0,,0.39,11.700000000000001
2016-08-07,38,39.0,,0.39,14.82
