date,quarantine_unscaled,quarantine_monthly,isPartial,scale,quarantine
2015-01-28,54,1.0,,0.01,0.54
2015-01-29,68,1.0,,0.01,0.68
2015-01-30,35,1.0,,0.01,0.35000000000000003
2015-01-31,30,1.0,,0.01,0.3
2015-02-01,61,1.0,False,0.01,0.61
2015-02-02,77,1.0,,0.01,0.77
2015-02-03,100,1.0,,0.01,1.0
2015-02-04,50,1.0,,0.01,0.5
2015-02-05,78,1.0,,0.01,0.78
2015-02-06,92,1.0,,0.01,0.92
2015-02-07,42,1.0,,0.01,0.42
2015-02-08,78,1.0,,0.01,0.78
2015-02-09,82,1.0,,0.01,0.8200000000000001
2015-02-10,82,1.0,,0.01,0.8200000000000001
2015-02-11,56,1.0,,0.01,0.56
2015-02-12,78,1.0,,0.01,0.78
2015-02-13,69,1.0,,0.01,0.6900000000000001
2015-02-14,50,1.0,,0.01,0.5
2015-02-15,36,1.0,,0.01,0.36
2015-02-16,71,1.0,,0.01,0.71
2015-02-17,73,1.0,,0.01,0.73
2015-02-18,28,1.0,,0.01,0.28
2015-02-19,79,1.0,,0.01,0.79
2015-02-20,64,1.0,,0.01,0.64
2015-02-21,35,1.0,,0.01,0.35000000000000003
2015-02-22,63,1.0,,0.01,0.63
2015-02-23,94,1.0,,0.01,0.9400000000000001
2015-02-24,28,1.0,,0.01,0.28
2015-02-25,45,1.0,,0.01,0.45
2015-02-26,62,1.0,,0.01,0.62
2015-02-27,62,1.0,,0.01,0.62
2015-02-28,41,1.0,,0.01,0.41000000000000003
2015-03-01,78,1.0,False,0.01,0.78
2015-03-02,45,1.0,,0.01,0.45
2015-03-03,51,1.0,,0.01,0.51
2015-03-04,57,1.0,,0.01,0.5700000000000001
2015-03-05,63,1.0,,0.01,0.63
2015-03-06,60,1.0,,0.01,0.6
2015-03-07,37,1.0,,0.01,0.37
2015-03-08,60,1.0,,0.01,0.6
2015-03-09,100,1.0,,0.01,1.0
2015-03-10,34,1.0,,0.01,0.34
2015-03-11,41,1.0,,0.01,0.41000000000000003
2015-03-12,41,1.0,,0.01,0.41000000000000003
2015-03-13,36,1.0,,0.01,0.36
2015-03-14,51,1.0,,0.01,0.51
2015-03-15,45,1.0,,0.01,0.45
2015-03-16,60,1.0,,0.01,0.6
2015-03-17,65,1.0,,0.01,0.65
2015-03-18,60,1.0,,0.01,0.6
2015-03-19,53,1.0,,0.01,0.53
2015-03-20,54,1.0,,0.01,0.54
2015-03-21,15,1.0,,0.01,0.15
2015-03-22,74,1.0,,0.01,0.74
2015-03-23,47,1.0,,0.01,0.47000000000000003
2015-03-24,88,1.0,,0.01,0.88
2015-03-25,50,1.0,,0.01,0.5
2015-03-26,49,1.0,,0.01,0.49
2015-03-27,74,1.0,,0.01,0.74
2015-03-28,41,1.0,,0.01,0.41000000000000003
2015-03-29,57,1.0,,0.01,0.5700000000000001
2015-03-30,24,1.0,,0.01,0.24
2015-03-31,42,1.0,,0.01,0.42
2015-04-01,30,1.0,False,0.01,0.3
2015-04-02,31,1.0,,0.01,0.31
2015-04-03,53,1.0,,0.01,0.53
2015-04-04,69,1.0,,0.01,0.6900000000000001
2015-04-05,24,1.0,,0.01,0.24
2015-04-06,68,1.0,,0.01,0.68
2015-04-07,35,1.0,,0.01,0.35000000000000003
2015-04-08,66,1.0,,0.01,0.66
2015-04-09,47,1.0,,0.01,0.47000000000000003
2015-04-10,49,1.0,,0.01,0.49
2015-04-11,15,1.0,,0.01,0.15
2015-04-12,31,1.0,,0.01,0.31
2015-04-13,53,1.0,,0.01,0.53
2015-04-14,63,1.0,,0.01,0.63
2015-04-15,70,1.0,,0.01,0.7000000000000001
2015-04-16,100,1.0,,0.01,1.0
2015-04-17,56,1.0,,0.01,0.56
2015-04-18,63,1.0,,0.01,0.63
2015-04-19,53,1.0,,0.01,0.53
2015-04-20,52,1.0,,0.01,0.52
2015-04-21,77,1.0,,0.01,0.77
2015-04-22,83,1.0,,0.01,0.8300000000000001
2015-04-23,55,1.0,,0.01,0.55
2015-04-24,68,1.0,,0.01,0.68
2015-04-25,39,1.0,,0.01,0.39
2015-04-26,47,1.0,,0.01,0.47000000000000003
2015-04-27,71,1.0,,0.01,0.71
2015-04-28,35,1.0,,0.01,0.35000000000000003
2015-04-29,36,1.0,,0.01,0.36
2015-04-30,90,1.0,,0.01,0.9
2015-05-01,74,1.0,False,0.01,0.74
2015-05-02,19,1.0,,0.01,0.19
2015-05-03,28,1.0,,0.01,0.28
2015-05-04,71,1.0,,0.01,0.71
2015-05-05,56,1.0,,0.01,0.56
2015-05-06,85,1.0,,0.01,0.85
2015-05-07,58,1.0,,0.01,0.58
2015-05-08,90,1.0,,0.01,0.9
2015-05-09,57,1.0,,0.01,0.5700000000000001
2015-05-10,29,1.0,,0.01,0.29
2015-05-11,87,1.0,,0.01,0.87
2015-05-12,64,1.0,,0.01,0.64
2015-05-13,100,1.0,,0.01,1.0
2015-05-14,58,1.0,,0.01,0.58
2015-05-15,60,1.0,,0.01,0.6
2015-05-16,47,1.0,,0.01,0.47000000000000003
2015-05-17,57,1.0,,0.01,0.5700000000000001
2015-05-18,7,1.0,,0.01,0.07
2015-05-19,65,1.0,,0.01,0.65
2015-05-20,44,1.0,,0.01,0.44
2015-05-21,46,1.0,,0.01,0.46
2015-05-22,71,1.0,,0.01,0.71
2015-05-23,70,1.0,,0.01,0.7000000000000001
2015-05-24,83,1.0,,0.01,0.8300000000000001
2015-05-25,37,1.0,,0.01,0.37
2015-05-26,72,1.0,,0.01,0.72
2015-05-27,72,1.0,,0.01,0.72
2015-05-28,53,1.0,,0.01,0.53
2015-05-29,62,1.0,,0.01,0.62
2015-05-30,38,1.0,,0.01,0.38
2015-05-31,57,1.0,,0.01,0.5700000000000001
2015-06-01,34,1.0,False,0.01,0.34
2015-06-02,69,1.0,,0.01,0.6900000000000001
2015-06-03,49,1.0,,0.01,0.49
2015-06-04,50,1.0,,0.01,0.5
2015-06-05,75,1.0,,0.01,0.75
2015-06-06,64,1.0,,0.01,0.64
2015-06-07,47,1.0,,0.01,0.47000000000000003
2015-06-08,57,1.0,,0.01,0.5700000000000001
2015-06-09,78,1.0,,0.01,0.78
2015-06-10,43,1.0,,0.01,0.43
2015-06-11,80,1.0,,0.01,0.8
2015-06-12,75,1.0,,0.01,0.75
2015-06-13,75,1.0,,0.01,0.75
2015-06-14,28,1.0,,0.01,0.28
2015-06-15,100,1.0,,0.01,1.0
2015-06-16,78,1.0,,0.01,0.78
2015-06-17,28,1.0,,0.01,0.28
2015-06-18,57,1.0,,0.01,0.5700000000000001
2015-06-19,38,1.0,,0.01,0.38
2015-06-20,36,1.0,,0.01,0.36
2015-06-21,19,1.0,,0.01,0.19
2015-06-22,14,1.0,,0.01,0.14
2015-06-23,42,1.0,,0.01,0.42
2015-06-24,28,1.0,,0.01,0.28
2015-06-25,51,1.0,,0.01,0.51
2015-06-26,45,1.0,,0.01,0.45
2015-06-27,36,1.0,,0.01,0.36
2015-06-28,92,1.0,,0.01,0.92
2015-06-29,51,1.0,,0.01,0.51
2015-06-30,56,1.0,,0.01,0.56
2015-07-01,74,1.0,False,0.01,0.74
2015-07-02,59,1.0,,0.01,0.59
2015-07-03,68,1.0,,0.01,0.68
2015-07-04,42,1.0,,0.01,0.42
2015-07-05,68,1.0,,0.01,0.68
2015-07-06,70,1.0,,0.01,0.7000000000000001
2015-07-07,30,1.0,,0.01,0.3
2015-07-08,99,1.0,,0.01,0.99
2015-07-09,44,1.0,,0.01,0.44
2015-07-10,64,1.0,,0.01,0.64
2015-07-11,100,1.0,,0.01,1.0
2015-07-12,39,1.0,,0.01,0.39
2015-07-13,52,1.0,,0.01,0.52
2015-07-14,72,1.0,,0.01,0.72
2015-07-15,64,1.0,,0.01,0.64
2015-07-16,49,1.0,,0.01,0.49
2015-07-17,91,1.0,,0.01,0.91
2015-07-18,46,1.0,,0.01,0.46
2015-07-19,35,1.0,,0.01,0.35000000000000003
2015-07-20,63,1.0,,0.01,0.63
2015-07-21,52,1.0,,0.01,0.52
2015-07-22,73,1.0,,0.01,0.73
2015-07-23,66,1.0,,0.01,0.66
2015-07-24,77,1.0,,0.01,0.77
2015-07-25,50,1.0,,0.01,0.5
2015-07-26,50,1.0,,0.01,0.5
2015-07-27,56,1.0,,0.01,0.56
2015-07-28,65,1.0,,0.01,0.65
2015-07-29,73,1.0,,0.01,0.73
2015-07-30,82,1.0,,0.01,0.8200000000000001
2015-07-31,59,1.0,,0.01,0.59
2015-08-01,43,1.0,False,0.01,0.43
2015-08-02,35,1.0,,0.01,0.35000000000000003
2015-08-03,41,1.0,,0.01,0.41000000000000003
2015-08-04,7,1.0,,0.01,0.07
2015-08-05,54,1.0,,0.01,0.54
2015-08-06,7,1.0,,0.01,0.07
2015-08-07,28,1.0,,0.01,0.28
2015-08-08,61,1.0,,0.01,0.61
2015-08-09,35,1.0,,0.01,0.35000000000000003
2015-08-10,48,1.0,,0.01,0.48
2015-08-11,87,1.0,,0.01,0.87
2015-08-12,81,1.0,,0.01,0.81
2015-08-13,89,1.0,,0.01,0.89
2015-08-14,77,1.0,,0.01,0.77
2015-08-15,34,1.0,,0.01,0.34
2015-08-16,35,1.0,,0.01,0.35000000000000003
2015-08-17,20,1.0,,0.01,0.2
2015-08-18,100,1.0,,0.01,1.0
2015-08-19,73,1.0,,0.01,0.73
2015-08-20,67,1.0,,0.01,0.67
2015-08-21,41,1.0,,0.01,0.41000000000000003
2015-08-22,8,1.0,,0.01,0.08
2015-08-23,59,1.0,,0.01,0.59
2015-08-24,78,1.0,,0.01,0.78
2015-08-25,39,1.0,,0.01,0.39
2015-08-26,45,1.0,,0.01,0.45
2015-08-27,33,1.0,,0.01,0.33
2015-08-28,20,1.0,,0.01,0.2
2015-08-29,8,1.0,,0.01,0.08
2015-08-30,98,1.0,,0.01,0.98
2015-08-31,38,1.0,,0.01,0.38
2015-09-01,42,1.0,False,0.01,0.42
2015-09-02,25,1.0,,0.01,0.25
2015-09-03,49,1.0,,0.01,0.49
2015-09-04,45,1.0,,0.01,0.45
2015-09-05,96,1.0,,0.01,0.96
2015-09-06,65,1.0,,0.01,0.65
2015-09-07,60,1.0,,0.01,0.6
2015-09-08,78,1.0,,0.01,0.78
2015-09-09,100,1.0,,0.01,1.0
2015-09-10,78,1.0,,0.01,0.78
2015-09-11,98,1.0,,0.01,0.98
2015-09-12,84,1.0,,0.01,0.84
2015-09-13,77,1.0,,0.01,0.77
2015-09-14,42,1.0,,0.01,0.42
2015-09-15,71,1.0,,0.01,0.71
2015-09-16,59,1.0,,0.01,0.59
2015-09-17,47,1.0,,0.01,0.47000000000000003
2015-09-18,56,1.0,,0.01,0.56
2015-09-19,86,1.0,,0.01,0.86
2015-09-20,84,1.0,,0.01,0.84
2015-09-21,53,1.0,,0.01,0.53
2015-09-22,53,1.0,,0.01,0.53
2015-09-23,60,1.0,,0.01,0.6
2015-09-24,72,1.0,,0.01,0.72
2015-09-25,44,1.0,,0.01,0.44
2015-09-26,86,1.0,,0.01,0.86
2015-09-27,62,1.0,,0.01,0.62
2015-09-28,75,1.0,,0.01,0.75
2015-09-29,46,1.0,,0.01,0.46
2015-09-30,87,1.0,,0.01,0.87
2015-10-01,50,1.0,False,0.01,0.5
2015-10-02,52,1.0,,0.01,0.52
2015-10-03,75,1.0,,0.01,0.75
2015-10-04,57,1.0,,0.01,0.5700000000000001
2015-10-05,89,1.0,,0.01,0.89
2015-10-06,44,1.0,,0.01,0.44
2015-10-07,70,1.0,,0.01,0.7000000000000001
2015-10-08,51,1.0,,0.01,0.51
2015-10-09,45,1.0,,0.01,0.45
2015-10-10,76,1.0,,0.01,0.76
2015-10-11,100,1.0,,0.01,1.0
2015-10-12,52,1.0,,0.01,0.52
2015-10-13,50,1.0,,0.01,0.5
2015-10-14,31,1.0,,0.01,0.31
2015-10-15,57,1.0,,0.01,0.5700000000000001
2015-10-16,57,1.0,,0.01,0.5700000000000001
2015-10-17,58,1.0,,0.01,0.58
2015-10-18,73,1.0,,0.01,0.73
2015-10-19,43,1.0,,0.01,0.43
2015-10-20,54,1.0,,0.01,0.54
2015-10-21,55,1.0,,0.01,0.55
2015-10-22,68,1.0,,0.01,0.68
2015-10-23,51,1.0,,0.01,0.51
2015-10-24,64,1.0,,0.01,0.64
2015-10-25,63,1.0,,0.01,0.63
2015-10-26,55,1.0,,0.01,0.55
2015-10-27,72,1.0,,0.01,0.72
2015-10-28,24,1.0,,0.01,0.24
2015-10-29,49,1.0,,0.01,0.49
2015-10-30,52,1.0,,0.01,0.52
2015-10-31,90,1.0,,0.01,0.9
2015-11-01,53,1.0,False,0.01,0.53
2015-11-02,53,1.0,,0.01,0.53
2015-11-03,99,1.0,,0.01,0.99
2015-11-04,70,1.0,,0.01,0.7000000000000001
2015-11-05,78,1.0,,0.01,0.78
2015-11-06,80,1.0,,0.01,0.8
2015-11-07,60,1.0,,0.01,0.6
2015-11-08,60,1.0,,0.01,0.6
2015-11-09,85,1.0,,0.01,0.85
2015-11-10,92,1.0,,0.01,0.92
2015-11-11,16,1.0,,0.01,0.16
2015-11-12,64,1.0,,0.01,0.64
2015-11-13,74,1.0,,0.01,0.74
2015-11-14,100,1.0,,0.01,1.0
2015-11-15,60,1.0,,0.01,0.6
2015-11-16,93,1.0,,0.01,0.93
2015-11-17,61,1.0,,0.01,0.61
2015-11-18,63,1.0,,0.01,0.63
2015-11-19,55,1.0,,0.01,0.55
2015-11-20,64,1.0,,0.01,0.64
2015-11-21,20,1.0,,0.01,0.2
2015-11-22,69,1.0,,0.01,0.6900000000000001
2015-11-23,32,1.0,,0.01,0.32
2015-11-24,96,1.0,,0.01,0.96
2015-11-25,71,1.0,,0.01,0.71
2015-11-26,10,1.0,,0.01,0.1
2015-11-27,38,1.0,,0.01,0.38
2015-11-28,20,1.0,,0.01,0.2
2015-11-29,29,1.0,,0.01,0.29
2015-11-30,66,1.0,,0.01,0.66
2015-12-01,76,1.0,False,0.01,0.76
2015-12-02,42,1.0,,0.01,0.42
2015-12-03,56,1.0,,0.01,0.56
2015-12-04,66,1.0,,0.01,0.66
2015-12-05,46,1.0,,0.01,0.46
2015-12-06,46,1.0,,0.01,0.46
2015-12-07,98,1.0,,0.01,0.98
2015-12-08,48,1.0,,0.01,0.48
2015-12-09,63,1.0,,0.01,0.63
2015-12-10,72,1.0,,0.01,0.72
2015-12-11,44,1.0,,0.01,0.44
2015-12-12,38,1.0,,0.01,0.38
2015-12-13,82,1.0,,0.01,0.8200000000000001
2015-12-14,63,1.0,,0.01,0.63
2015-12-15,94,1.0,,0.01,0.9400000000000001
2015-12-16,59,1.0,,0.01,0.59
2015-12-17,38,1.0,,0.01,0.38
2015-12-18,32,1.0,,0.01,0.32
2015-12-19,100,1.0,,0.01,1.0
2015-12-20,20,1.0,,0.01,0.2
2015-12-21,56,1.0,,0.01,0.56
2015-12-22,57,1.0,,0.01,0.5700000000000001
2015-12-23,51,1.0,,0.01,0.51
2015-12-24,48,1.0,,0.01,0.48
2015-12-25,45,1.0,,0.01,0.45
2015-12-26,40,1.0,,0.01,0.4
2015-12-27,19,1.0,,0.01,0.19
2015-12-28,58,1.0,,0.01,0.58
2015-12-29,97,1.0,,0.01,0.97
2015-12-30,74,1.0,,0.01,0.74
2015-12-31,51,1.0,,0.01,0.51
2016-01-01,25,1.0,False,0.01,0.25
2016-01-02,44,1.0,,0.01,0.44
2016-01-03,85,1.0,,0.01,0.85
2016-01-04,86,1.0,,0.01,0.86
2016-01-05,31,1.0,,0.01,0.31
2016-01-06,37,1.0,,0.01,0.37
2016-01-07,80,1.0,,0.01,0.8
2016-01-08,87,1.0,,0.01,0.87
2016-01-09,29,1.0,,0.01,0.29
2016-01-10,27,1.0,,0.01,0.27
2016-01-11,100,1.0,,0.01,1.0
2016-01-12,84,1.0,,0.01,0.84
2016-01-13,68,1.0,,0.01,0.68
2016-01-14,69,1.0,,0.01,0.6900000000000001
2016-01-15,56,1.0,,0.01,0.56
2016-01-16,50,1.0,,0.01,0.5
2016-01-17,35,1.0,,0.01,0.35000000000000003
2016-01-18,96,1.0,,0.01,0.96
2016-01-19,54,1.0,,0.01,0.54
2016-01-20,48,1.0,,0.01,0.48
2016-01-21,60,1.0,,0.01,0.6
2016-01-22,56,1.0,,0.01,0.56
2016-01-23,57,1.0,,0.01,0.5700000000000001
2016-01-24,50,1.0,,0.01,0.5
2016-01-25,83,1.0,,0.01,0.8300000000000001
2016-01-26,54,1.0,,0.01,0.54
2016-01-27,48,1.0,,0.01,0.48
2016-01-28,61,1.0,,0.01,0.61
2016-01-29,62,1.0,,0.01,0.62
2016-01-30,29,1.0,,0.01,0.29
2016-01-31,43,1.0,,0.01,0.43
2016-02-01,46,1.0,False,0.01,0.46
2016-02-02,67,1.0,,0.01,0.67
2016-02-03,63,1.0,,0.01,0.63
2016-02-04,76,1.0,,0.01,0.76
2016-02-05,54,1.0,,0.01,0.54
2016-02-06,28,1.0,,0.01,0.28
2016-02-07,49,1.0,,0.01,0.49
2016-02-08,100,1.0,,0.01,1.0
2016-02-09,56,1.0,,0.01,0.56
2016-02-10,57,1.0,,0.01,0.5700000000000001
2016-02-11,87,1.0,,0.01,0.87
2016-02-12,96,1.0,,0.01,0.96
2016-02-13,41,1.0,,0.01,0.41000000000000003
2016-02-14,34,1.0,,0.01,0.34
2016-02-15,66,1.0,,0.01,0.66
2016-02-16,57,1.0,,0.01,0.5700000000000001
2016-02-17,92,1.0,,0.01,0.92
2016-02-18,58,1.0,,0.01,0.58
2016-02-19,60,1.0,,0.01,0.6
2016-02-20,56,1.0,,0.01,0.56
2016-02-21,69,1.0,,0.01,0.6900000000000001
2016-02-22,96,1.0,,0.01,0.96
2016-02-23,62,1.0,,0.01,0.62
2016-02-24,84,1.0,,0.01,0.84
2016-02-25,57,1.0,,0.01,0.5700000000000001
2016-02-26,47,1.0,,0.01,0.47000000000000003
2016-02-27,49,1.0,,0.01,0.49
2016-02-28,76,1.0,,0.01,0.76
2016-02-29,77,1.0,,0.01,0.77
2016-03-01,83,1.0,False,0.01,0.8300000000000001
2016-03-02,51,1.0,,0.01,0.51
2016-03-03,100,1.0,,0.01,1.0
2016-03-04,70,1.0,,0.01,0.7000000000000001
2016-03-05,81,1.0,,0.01,0.81
2016-03-06,69,1.0,,0.01,0.6900000000000001
2016-03-07,90,1.0,,0.01,0.9
2016-03-08,37,1.0,,0.01,0.37
2016-03-09,84,1.0,,0.01,0.84
2016-03-10,64,1.0,,0.01,0.64
2016-03-11,94,1.0,,0.01,0.9400000000000001
2016-03-12,45,1.0,,0.01,0.45
2016-03-13,12,1.0,,0.01,0.12
2016-03-14,59,1.0,,0.01,0.59
2016-03-15,64,1.0,,0.01,0.64
2016-03-16,79,1.0,,0.01,0.79
2016-03-17,59,1.0,,0.01,0.59
2016-03-18,51,1.0,,0.01,0.51
2016-03-19,19,1.0,,0.01,0.19
2016-03-20,45,1.0,,0.01,0.45
2016-03-21,64,1.0,,0.01,0.64
2016-03-22,49,1.0,,0.01,0.49
2016-03-23,76,1.0,,0.01,0.76
2016-03-24,49,1.0,,0.01,0.49
2016-03-25,64,1.0,,0.01,0.64
2016-03-26,39,1.0,,0.01,0.39
2016-03-27,47,1.0,,0.01,0.47000000000000003
2016-03-28,49,1.0,,0.01,0.49
2016-03-29,37,1.0,,0.01,0.37
2016-03-30,70,1.0,,0.01,0.7000000000000001
2016-03-31,22,1.0,,0.01,0.22
2016-04-01,54,1.0,False,0.01,0.54
2016-04-02,70,1.0,,0.01,0.7000000000000001
2016-04-03,70,1.0,,0.01,0.7000000000000001
2016-04-04,81,1.0,,0.01,0.81
2016-04-05,64,1.0,,0.01,0.64
2016-04-06,81,1.0,,0.01,0.81
2016-04-07,70,1.0,,0.01,0.7000000000000001
2016-04-08,96,1.0,,0.01,0.96
2016-04-09,49,1.0,,0.01,0.49
2016-04-10,48,1.0,,0.01,0.48
2016-04-11,53,1.0,,0.01,0.53
2016-04-12,87,1.0,,0.01,0.87
2016-04-13,41,1.0,,0.01,0.41000000000000003
2016-04-14,65,1.0,,0.01,0.65
2016-04-15,43,1.0,,0.01,0.43
2016-04-16,59,1.0,,0.01,0.59
2016-04-17,51,1.0,,0.01,0.51
2016-04-18,100,1.0,,0.01,1.0
2016-04-19,47,1.0,,0.01,0.47000000000000003
2016-04-20,69,1.0,,0.01,0.6900000000000001
2016-04-21,87,1.0,,0.01,0.87
2016-04-22,60,1.0,,0.01,0.6
2016-04-23,44,1.0,,0.01,0.44
2016-04-24,21,1.0,,0.01,0.21
2016-04-25,58,1.0,,0.01,0.58
2016-04-26,70,1.0,,0.01,0.7000000000000001
2016-04-27,81,1.0,,0.01,0.81
2016-04-28,35,1.0,,0.01,0.35000000000000003
2016-04-29,78,1.0,,0.01,0.78
2016-04-30,84,1.0,,0.01,0.84
2016-05-01,58,1.0,False,0.01,0.58
2016-05-02,60,1.0,,0.01,0.6
2016-05-03,53,1.0,,0.01,0.53
2016-05-04,100,1.0,,0.01,1.0
2016-05-05,61,1.0,,0.01,0.61
2016-05-06,56,1.0,,0.01,0.56
2016-05-07,52,1.0,,0.01,0.52
2016-05-08,30,1.0,,0.01,0.3
2016-05-09,91,1.0,,0.01,0.91
2016-05-10,42,1.0,,0.01,0.42
2016-05-11,80,1.0,,0.01,0.8
2016-05-12,74,1.0,,0.01,0.74
2016-05-13,63,1.0,,0.01,0.63
2016-05-14,90,1.0,,0.01,0.9
2016-05-15,74,1.0,,0.01,0.74
2016-05-16,49,1.0,,0.01,0.49
2016-05-17,78,1.0,,0.01,0.78
2016-05-18,48,1.0,,0.01,0.48
2016-05-19,61,1.0,,0.01,0.61
2016-05-20,98,1.0,,0.01,0.98
2016-05-21,8,1.0,,0.01,0.08
2016-05-22,38,1.0,,0.01,0.38
2016-05-23,56,1.0,,0.01,0.56
2016-05-24,56,1.0,,0.01,0.56
2016-05-25,68,1.0,,0.01,0.68
2016-05-26,69,1.0,,0.01,0.6900000000000001
2016-05-27,59,1.0,,0.01,0.59
2016-05-28,54,1.0,,0.01,0.54
2016-05-29,64,1.0,,0.01,0.64
2016-05-30,36,1.0,,0.01,0.36
2016-05-31,93,1.0,,0.01,0.93
2016-06-01,17,1.0,False,0.01,0.17
2016-06-02,40,1.0,,0.01,0.4
2016-06-03,75,1.0,,0.01,0.75
2016-06-04,53,1.0,,0.01,0.53
2016-06-05,26,1.0,,0.01,0.26
2016-06-06,61,1.0,,0.01,0.61
2016-06-07,72,1.0,,0.01,0.72
2016-06-08,67,1.0,,0.01,0.67
2016-06-09,29,1.0,,0.01,0.29
2016-06-10,41,1.0,,0.01,0.41000000000000003
2016-06-11,34,1.0,,0.01,0.34
2016-06-12,47,1.0,,0.01,0.47000000000000003
2016-06-13,40,1.0,,0.01,0.4
2016-06-14,33,1.0,,0.01,0.33
2016-06-15,51,1.0,,0.01,0.51
2016-06-16,40,1.0,,0.01,0.4
2016-06-17,47,1.0,,0.01,0.47000000000000003
2016-06-18,28,1.0,,0.01,0.28
2016-06-19,28,1.0,,0.01,0.28
2016-06-20,79,1.0,,0.01,0.79
2016-06-21,80,1.0,,0.01,0.8
2016-06-22,58,1.0,,0.01,0.58
2016-06-23,29,1.0,,0.01,0.29
2016-06-24,58,1.0,,0.01,0.58
2016-06-25,27,1.0,,0.01,0.27
2016-06-26,14,1.0,,0.01,0.14
2016-06-27,51,1.0,,0.01,0.51
2016-06-28,62,1.0,,0.01,0.62
2016-06-29,100,1.0,,0.01,1.0
2016-06-30,83,1.0,,0.01,0.8300000000000001
2016-07-01,33,1.0,False,0.01,0.33
2016-07-02,54,1.0,,0.01,0.54
2016-07-03,48,1.0,,0.01,0.48
2016-07-04,46,1.0,,0.01,0.46
2016-07-05,48,1.0,,0.01,0.48
2016-07-06,46,1.0,,0.01,0.46
2016-07-07,85,1.0,,0.01,0.85
2016-07-08,39,1.0,,0.01,0.39
2016-07-09,23,1.0,,0.01,0.23
2016-07-10,69,1.0,,0.01,0.6900000000000001
2016-07-11,46,1.0,,0.01,0.46
2016-07-12,46,1.0,,0.01,0.46
2016-07-13,80,1.0,,0.01,0.8
2016-07-14,51,1.0,,0.01,0.51
2016-07-15,27,1.0,,0.01,0.27
2016-07-16,46,1.0,,0.01,0.46
2016-07-17,39,1.0,,0.01,0.39
2016-07-18,53,1.0,,0.01,0.53
2016-07-19,78,1.0,,0.01,0.78
2016-07-20,46,1.0,,0.01,0.46
2016-07-21,98,1.0,,0.01,0.98
2016-07-22,40,1.0,,0.01,0.4
2016-07-23,53,1.0,,0.01,0.53
2016-07-24,39,1.0,,0.01,0.39
2016-07-25,71,1.0,,0.01,0.71
2016-07-26,58,1.0,,0.01,0.58
2016-07-27,45,1.0,,0.01,0.45
2016-07-28,39,1.0,,0.01,0.39
2016-07-29,100,1.0,,0.01,1.0
2016-07-30,76,1.0,,0.01,0.76
2016-07-31,67,1.0,,0.01,0.67
2016-08-01,55,1.0,False,0.01,0.55
2016-08-02,87,1.0,,0.01,0.87
2016-08-03,50,1.0,,0.01,0.5
2016-08-04,32,1.0,,0.01,0.32
2016-08-05,46,1.0,,0.01,0.46
2016-08-06,100,1.0,,0.01,1.0
2016-08-07,38,1.0,,0.01,0.38
2016-08-08,38,1.0,,0.01,0.38
2016-08-09,38,1.0,,0.01,0.38
2016-08-10,38,1.0,,0.01,0.38
2016-08-11,53,1.0,,0.01,0.53
2016-08-12,46,1.0,,0.01,0.46
2016-08-13,15,1.0,,0.01,0.15
2016-08-14,15,1.0,,0.01,0.15
2016-08-15,52,1.0,,0.01,0.52
2016-08-16,20,1.0,,0.01,0.2
2016-08-17,72,1.0,,0.01,0.72
2016-08-18,54,1.0,,0.01,0.54
2016-08-19,41,1.0,,0.01,0.41000000000000003
2016-08-20,39,1.0,,0.01,0.39
2016-08-21,31,1.0,,0.01,0.31
2016-08-22,59,1.0,,0.01,0.59
2016-08-23,39,1.0,,0.01,0.39
2016-08-24,70,1.0,,0.01,0.7000000000000001
2016-08-25,79,1.0,,0.01,0.79
2016-08-26,62,1.0,,0.01,0.62
2016-08-27,14,1.0,,0.01,0.14
2016-08-28,50,1.0,,0.01,0.5
2016-08-29,42,1.0,,0.01,0.42
2016-08-30,30,1.0,,0.01,0.3
2016-08-31,60,1.0,,0.01,0.6
2016-09-01,28,1.0,False,0.01,0.28
2016-09-02,33,1.0,,0.01,0.33
2016-09-03,32,1.0,,0.01,0.32
2016-09-04,57,1.0,,0.01,0.5700000000000001
2016-09-05,22,1.0,,0.01,0.22
2016-09-06,23,1.0,,0.01,0.23
2016-09-07,42,1.0,,0.01,0.42
2016-09-08,31,1.0,,0.01,0.31
2016-09-09,36,1.0,,0.01,0.36
2016-09-10,27,1.0,,0.01,0.27
2016-09-11,27,1.0,,0.01,0.27
2016-09-12,38,1.0,,0.01,0.38
2016-09-13,34,1.0,,0.01,0.34
2016-09-14,31,1.0,,0.01,0.31
2016-09-15,47,1.0,,0.01,0.47000000000000003
2016-09-16,40,1.0,,0.01,0.4
2016-09-17,37,1.0,,0.01,0.37
2016-09-18,43,1.0,,0.01,0.43
2016-09-19,30,1.0,,0.01,0.3
2016-09-20,50,1.0,,0.01,0.5
2016-09-21,92,1.0,,0.01,0.92
2016-09-22,70,1.0,,0.01,0.7000000000000001
2016-09-23,100,1.0,,0.01,1.0
2016-09-24,52,1.0,,0.01,0.52
2016-09-25,58,1.0,,0.01,0.58
2016-09-26,56,1.0,,0.01,0.56
2016-09-27,54,1.0,,0.01,0.54
2016-09-28,54,1.0,,0.01,0.54
2016-09-29,42,1.0,,0.01,0.42
2016-09-30,48,1.0,,0.01,0.48
2016-10-01,48,1.0,False,0.01,0.48
2016-10-02,100,1.0,,0.01,1.0
2016-10-03,62,1.0,,0.01,0.62
