date,oil_unscaled,oil_monthly,isPartial,scale,oil
2011-09-07,92,47.0,,0.47,43.239999999999995
2011-09-08,92,47.0,,0.47,43.239999999999995
2011-09-09,91,47.0,,0.47,42.769999999999996
2011-09-10,90,47.0,,0.47,42.3
2011-09-11,92,47.0,,0.47,43.239999999999995
2011-09-12,92,47.0,,0.47,43.239999999999995
2011-09-13,95,47.0,,0.47,44.65
2011-09-14,94,47.0,,0.47,44.18
2011-09-15,97,47.0,,0.47,45.589999999999996
2011-09-16,91,47.0,,0.47,42.769999999999996
2011-09-17,92,47.0,,0.47,43.239999999999995
2011-09-18,84,47.0,,0.47,39.48
2011-09-19,92,47.0,,0.47,43.239999999999995
2011-09-20,98,47.0,,0.47,46.059999999999995
2011-09-21,94,47.0,,0.47,44.18
2011-09-22,96,47.0,,0.47,45.12
2011-09-23,94,47.0,,0.47,44.18
2011-09-24,90,47.0,,0.47,42.3
2011-09-25,90,47.0,,0.47,42.3
2011-09-26,100,47.0,,0.47,47.0
2011-09-27,95,47.0,,0.47,44.65
2011-09-28,98,47.0,,0.47,46.059999999999995
2011-09-29,95,47.0,,0.47,44.65
2011-09-30,94,47.0,,0.47,44.18
2011-10-01,82,47.0,False,0.47,38.54
2011-10-02,81,47.0,,0.47,38.07
2011-10-03,100,47.0,,0.47,47.0
2011-10-04,84,47.0,,0.47,39.48
2011-10-05,95,47.0,,0.47,44.65
2011-10-06,90,47.0,,0.47,42.3
2011-10-07,87,47.0,,0.47,40.89
2011-10-08,86,47.0,,0.47,40.419999999999995
2011-10-09,81,47.0,,0.47,38.07
2011-10-10,91,47.0,,0.47,42.769999999999996
2011-10-11,90,47.0,,0.47,42.3
2011-10-12,91,47.0,,0.47,42.769999999999996
2011-10-13,88,47.0,,0.47,41.36
2011-10-14,84,47.0,,0.47,39.48
2011-10-15,81,47.0,,0.47,38.07
2011-10-16,79,47.0,,0.47,37.129999999999995
2011-10-17,88,47.0,,0.47,41.36
2011-10-18,90,47.0,,0.47,42.3
2011-10-19,83,47.0,,0.47,39.01
2011-10-20,88,47.0,,0.47,41.36
2011-10-21,93,47.0,,0.47,43.71
2011-10-22,94,47.0,,0.47,44.18
2011-10-23,80,47.0,,0.47,37.599999999999994
2011-10-24,95,47.0,,0.47,44.65
2011-10-25,93,47.0,,0.47,43.71
2011-10-26,89,47.0,,0.47,41.83
2011-10-27,92,47.0,,0.47,43.239999999999995
2011-10-28,85,47.0,,0.47,39.949999999999996
2011-10-29,80,47.0,,0.47,37.599999999999994
2011-10-30,88,47.0,,0.47,41.36
2011-10-31,94,47.0,,0.47,44.18
2011-11-01,97,47.0,False,0.47,45.589999999999996
2011-11-02,97,47.0,,0.47,45.589999999999996
2011-11-03,94,47.0,,0.47,44.18
2011-11-04,91,47.0,,0.47,42.769999999999996
2011-11-05,99,47.0,,0.47,46.529999999999994
2011-11-06,92,47.0,,0.47,43.239999999999995
2011-11-07,99,47.0,,0.47,46.529999999999994
2011-11-08,95,47.0,,0.47,44.65
2011-11-09,90,47.0,,0.47,42.3
2011-11-10,90,47.0,,0.47,42.3
2011-11-11,88,47.0,,0.47,41.36
2011-11-12,90,47.0,,0.47,42.3
2011-11-13,89,47.0,,0.47,41.83
2011-11-14,98,47.0,,0.47,46.059999999999995
2011-11-15,93,47.0,,0.47,43.71
2011-11-16,100,47.0,,0.47,47.0
2011-11-17,94,47.0,,0.47,44.18
2011-11-18,86,47.0,,0.47,40.419999999999995
2011-11-19,93,47.0,,0.47,43.71
2011-11-20,89,47.0,,0.47,41.83
2011-11-21,95,47.0,,0.47,44.65
2011-11-22,96,47.0,,0.47,45.12
2011-11-23,95,47.0,,0.47,44.65
2011-11-24,85,47.0,,0.47,39.949999999999996
2011-11-25,80,47.0,,0.47,37.599999999999994
2011-11-26,86,47.0,,0.47,40.419999999999995
2011-11-27,87,47.0,,0.47,40.89
2011-11-28,94,47.0,,0.47,44.18
2011-11-29,91,47.0,,0.47,42.769999999999996
2011-11-30,94,47.0,,0.47,44.18
2011-12-01,86,45.0,False,0.45,38.7
2011-12-02,89,45.0,,0.45,40.050000000000004
2011-12-03,84,45.0,,0.45,37.800000000000004
2011-12-04,85,45.0,,0.45,38.25
2011-12-05,90,45.0,,0.45,40.5
2011-12-06,88,45.0,,0.45,39.6
2011-12-07,86,45.0,,0.45,38.7
2011-12-08,85,45.0,,0.45,38.25
2011-12-09,81,45.0,,0.45,36.45
2011-12-10,85,45.0,,0.45,38.25
2011-12-11,81,45.0,,0.45,36.45
2011-12-12,89,45.0,,0.45,40.050000000000004
2011-12-13,89,45.0,,0.45,40.050000000000004
2011-12-14,93,45.0,,0.45,41.85
2011-12-15,86,45.0,,0.45,38.7
2011-12-16,83,45.0,,0.45,37.35
2011-12-17,84,45.0,,0.45,37.800000000000004
2011-12-18,89,45.0,,0.45,40.050000000000004
2011-12-19,90,45.0,,0.45,40.5
2011-12-20,90,45.0,,0.45,40.5
2011-12-21,83,45.0,,0.45,37.35
2011-12-22,83,45.0,,0.45,37.35
2011-12-23,86,45.0,,0.45,38.7
2011-12-24,74,45.0,,0.45,33.300000000000004
2011-12-25,65,45.0,,0.45,29.25
2011-12-26,79,45.0,,0.45,35.550000000000004
2011-12-27,85,45.0,,0.45,38.25
2011-12-28,93,45.0,,0.45,41.85
2011-12-29,100,45.0,,0.45,45.0
2011-12-30,92,45.0,,0.45,41.4
2011-12-31,89,45.0,,0.45,40.050000000000004
2012-01-01,71,49.0,False,0.49,34.79
2012-01-02,86,49.0,,0.49,42.14
2012-01-03,94,49.0,,0.49,46.06
2012-01-04,100,49.0,,0.49,49.0
2012-01-05,96,49.0,,0.49,47.04
2012-01-06,95,49.0,,0.49,46.55
2012-01-07,98,49.0,,0.49,48.019999999999996
2012-01-08,94,49.0,,0.49,46.06
2012-01-09,92,49.0,,0.49,45.08
2012-01-10,89,49.0,,0.49,43.61
2012-01-11,91,49.0,,0.49,44.589999999999996
2012-01-12,89,49.0,,0.49,43.61
2012-01-13,89,49.0,,0.49,43.61
2012-01-14,95,49.0,,0.49,46.55
2012-01-15,85,49.0,,0.49,41.65
2012-01-16,92,49.0,,0.49,45.08
2012-01-17,92,49.0,,0.49,45.08
2012-01-18,93,49.0,,0.49,45.57
2012-01-19,94,49.0,,0.49,46.06
2012-01-20,92,49.0,,0.49,45.08
2012-01-21,86,49.0,,0.49,42.14
2012-01-22,88,49.0,,0.49,43.12
2012-01-23,88,49.0,,0.49,43.12
2012-01-24,92,49.0,,0.49,45.08
2012-01-25,94,49.0,,0.49,46.06
2012-01-26,91,49.0,,0.49,44.589999999999996
2012-01-27,87,49.0,,0.49,42.63
2012-01-28,89,49.0,,0.49,43.61
2012-01-29,91,49.0,,0.49,44.589999999999996
2012-01-30,92,49.0,,0.49,45.08
2012-01-31,95,49.0,,0.49,46.55
2012-02-01,91,51.0,False,0.51,46.410000000000004
2012-02-02,87,51.0,,0.51,44.37
2012-02-03,87,51.0,,0.51,44.37
2012-02-04,93,51.0,,0.51,47.43
2012-02-05,96,51.0,,0.51,48.96
2012-02-06,97,51.0,,0.51,49.47
2012-02-07,89,51.0,,0.51,45.39
2012-02-08,87,51.0,,0.51,44.37
2012-02-09,88,51.0,,0.51,44.88
2012-02-10,85,51.0,,0.51,43.35
2012-02-11,83,51.0,,0.51,42.33
2012-02-12,82,51.0,,0.51,41.82
2012-02-13,87,51.0,,0.51,44.37
2012-02-14,82,51.0,,0.51,41.82
2012-02-15,88,51.0,,0.51,44.88
2012-02-16,91,51.0,,0.51,46.410000000000004
2012-02-17,85,51.0,,0.51,43.35
2012-02-18,89,51.0,,0.51,45.39
2012-02-19,91,51.0,,0.51,46.410000000000004
2012-02-20,99,51.0,,0.51,50.49
2012-02-21,99,51.0,,0.51,50.49
2012-02-22,94,51.0,,0.51,47.94
2012-02-23,94,51.0,,0.51,47.94
2012-02-24,99,51.0,,0.51,50.49
2012-02-25,98,51.0,,0.51,49.980000000000004
2012-02-26,92,51.0,,0.51,46.92
2012-02-27,100,51.0,,0.51,51.0
2012-02-28,96,51.0,,0.51,48.96
2012-02-29,93,51.0,,0.51,47.43
2012-03-01,90,52.0,False,0.52,46.800000000000004
2012-03-02,96,52.0,,0.52,49.92
2012-03-03,100,52.0,,0.52,52.0
2012-03-04,96,52.0,,0.52,49.92
2012-03-05,93,52.0,,0.52,48.36
2012-03-06,92,52.0,,0.52,47.84
2012-03-07,87,52.0,,0.52,45.24
2012-03-08,90,52.0,,0.52,46.800000000000004
2012-03-09,93,52.0,,0.52,48.36
2012-03-10,98,52.0,,0.52,50.96
2012-03-11,91,52.0,,0.52,47.32
2012-03-12,95,52.0,,0.52,49.4
2012-03-13,89,52.0,,0.52,46.28
2012-03-14,91,52.0,,0.52,47.32
2012-03-15,96,52.0,,0.52,49.92
2012-03-16,88,52.0,,0.52,45.760000000000005
2012-03-17,97,52.0,,0.52,50.440000000000005
2012-03-18,100,52.0,,0.52,52.0
2012-03-19,100,52.0,,0.52,52.0
2012-03-20,91,52.0,,0.52,47.32
2012-03-21,93,52.0,,0.52,48.36
2012-03-22,95,52.0,,0.52,49.4
2012-03-23,95,52.0,,0.52,49.4
2012-03-24,88,52.0,,0.52,45.760000000000005
2012-03-25,90,52.0,,0.52,46.800000000000004
2012-03-26,96,52.0,,0.52,49.92
2012-03-27,94,52.0,,0.52,48.88
2012-03-28,87,52.0,,0.52,45.24
2012-03-29,94,52.0,,0.52,48.88
2012-03-30,92,52.0,,0.52,47.84
2012-03-31,93,52.0,,0.52,48.36
2012-04-01,94,49.0,False,0.49,46.06
2012-04-02,93,49.0,,0.49,45.57
2012-04-03,89,49.0,,0.49,43.61
2012-04-04,92,49.0,,0.49,45.08
2012-04-05,92,49.0,,0.49,45.08
2012-04-06,92,49.0,,0.49,45.08
2012-04-07,98,49.0,,0.49,48.019999999999996
2012-04-08,88,49.0,,0.49,43.12
2012-04-09,92,49.0,,0.49,45.08
2012-04-10,91,49.0,,0.49,44.589999999999996
2012-04-11,94,49.0,,0.49,46.06
2012-04-12,92,49.0,,0.49,45.08
2012-04-13,88,49.0,,0.49,43.12
2012-04-14,93,49.0,,0.49,45.57
2012-04-15,93,49.0,,0.49,45.57
2012-04-16,93,49.0,,0.49,45.57
2012-04-17,97,49.0,,0.49,47.53
2012-04-18,97,49.0,,0.49,47.53
2012-04-19,98,49.0,,0.49,48.019999999999996
2012-04-20,92,49.0,,0.49,45.08
2012-04-21,100,49.0,,0.49,49.0
2012-04-22,94,49.0,,0.49,46.06
2012-04-23,92,49.0,,0.49,45.08
2012-04-24,96,49.0,,0.49,47.04
2012-04-25,94,49.0,,0.49,46.06
2012-04-26,93,49.0,,0.49,45.57
2012-04-27,92,49.0,,0.49,45.08
2012-04-28,95,49.0,,0.49,46.55
2012-04-29,91,49.0,,0.49,44.589999999999996
2012-04-30,98,49.0,,0.49,48.019999999999996
2012-05-01,97,49.0,False,0.49,47.53
2012-05-02,94,49.0,,0.49,46.06
2012-05-03,92,49.0,,0.49,45.08
2012-05-04,91,49.0,,0.49,44.589999999999996
2012-05-05,97,49.0,,0.49,47.53
2012-05-06,91,49.0,,0.49,44.589999999999996
2012-05-07,94,49.0,,0.49,46.06
2012-05-08,95,49.0,,0.49,46.55
2012-05-09,97,49.0,,0.49,47.53
2012-05-10,89,49.0,,0.49,43.61
2012-05-11,90,49.0,,0.49,44.1
2012-05-12,96,49.0,,0.49,47.04
2012-05-13,86,49.0,,0.49,42.14
2012-05-14,100,49.0,,0.49,49.0
2012-05-15,97,49.0,,0.49,47.53
2012-05-16,98,49.0,,0.49,48.019999999999996
2012-05-17,92,49.0,,0.49,45.08
2012-05-18,97,49.0,,0.49,47.53
2012-05-19,97,49.0,,0.49,47.53
2012-05-20,96,49.0,,0.49,47.04
2012-05-21,95,49.0,,0.49,46.55
2012-05-22,96,49.0,,0.49,47.04
2012-05-23,94,49.0,,0.49,46.06
2012-05-24,96,49.0,,0.49,47.04
2012-05-25,96,49.0,,0.49,47.04
2012-05-26,96,49.0,,0.49,47.04
2012-05-27,95,49.0,,0.49,46.55
2012-05-28,94,49.0,,0.49,46.06
2012-05-29,94,49.0,,0.49,46.06
2012-05-30,99,49.0,,0.49,48.51
2012-05-31,90,49.0,,0.49,44.1
2012-06-01,89,51.0,False,0.51,45.39
2012-06-02,98,51.0,,0.51,49.980000000000004
2012-06-03,94,51.0,,0.51,47.94
2012-06-04,93,51.0,,0.51,47.43
2012-06-05,94,51.0,,0.51,47.94
2012-06-06,91,51.0,,0.51,46.410000000000004
2012-06-07,94,51.0,,0.51,47.94
2012-06-08,94,51.0,,0.51,47.94
2012-06-09,94,51.0,,0.51,47.94
2012-06-10,95,51.0,,0.51,48.45
2012-06-11,97,51.0,,0.51,49.47
2012-06-12,97,51.0,,0.51,49.47
2012-06-13,90,51.0,,0.51,45.9
2012-06-14,97,51.0,,0.51,49.47
2012-06-15,92,51.0,,0.51,46.92
2012-06-16,95,51.0,,0.51,48.45
2012-06-17,89,51.0,,0.51,45.39
2012-06-18,93,51.0,,0.51,47.43
2012-06-19,89,51.0,,0.51,45.39
2012-06-20,88,51.0,,0.51,44.88
2012-06-21,99,51.0,,0.51,50.49
2012-06-22,95,51.0,,0.51,48.45
2012-06-23,100,51.0,,0.51,51.0
2012-06-24,92,51.0,,0.51,46.92
2012-06-25,97,51.0,,0.51,49.47
2012-06-26,96,51.0,,0.51,48.96
2012-06-27,93,51.0,,0.51,47.43
2012-06-28,91,51.0,,0.51,46.410000000000004
2012-06-29,91,51.0,,0.51,46.410000000000004
2012-06-30,96,51.0,,0.51,48.96
2012-07-01,86,50.0,False,0.5,43.0
2012-07-02,91,50.0,,0.5,45.5
2012-07-03,90,50.0,,0.5,45.0
2012-07-04,89,50.0,,0.5,44.5
2012-07-05,84,50.0,,0.5,42.0
2012-07-06,89,50.0,,0.5,44.5
2012-07-07,100,50.0,,0.5,50.0
2012-07-08,89,50.0,,0.5,44.5
2012-07-09,92,50.0,,0.5,46.0
2012-07-10,93,50.0,,0.5,46.5
2012-07-11,90,50.0,,0.5,45.0
2012-07-12,90,50.0,,0.5,45.0
2012-07-13,90,50.0,,0.5,45.0
2012-07-14,98,50.0,,0.5,49.0
2012-07-15,89,50.0,,0.5,44.5
2012-07-16,90,50.0,,0.5,45.0
2012-07-17,94,50.0,,0.5,47.0
2012-07-18,89,50.0,,0.5,44.5
2012-07-19,86,50.0,,0.5,43.0
2012-07-20,87,50.0,,0.5,43.5
2012-07-21,95,50.0,,0.5,47.5
2012-07-22,91,50.0,,0.5,45.5
2012-07-23,88,50.0,,0.5,44.0
2012-07-24,93,50.0,,0.5,46.5
2012-07-25,88,50.0,,0.5,44.0
2012-07-26,93,50.0,,0.5,46.5
2012-07-27,83,50.0,,0.5,41.5
2012-07-28,94,50.0,,0.5,47.0
2012-07-29,87,50.0,,0.5,43.5
2012-07-30,87,50.0,,0.5,43.5
2012-07-31,87,50.0,,0.5,43.5
2012-08-01,92,50.0,False,0.5,46.0
2012-08-02,100,50.0,,0.5,50.0
2012-08-03,93,50.0,,0.5,46.5
2012-08-04,94,50.0,,0.5,47.0
2012-08-05,93,50.0,,0.5,46.5
2012-08-06,94,50.0,,0.5,47.0
2012-08-07,94,50.0,,0.5,47.0
2012-08-08,96,50.0,,0.5,48.0
2012-08-09,98,50.0,,0.5,49.0
2012-08-10,92,50.0,,0.5,46.0
2012-08-11,94,50.0,,0.5,47.0
2012-08-12,95,50.0,,0.5,47.5
2012-08-13,97,50.0,,0.5,48.5
2012-08-14,100,50.0,,0.5,50.0
2012-08-15,97,50.0,,0.5,48.5
2012-08-16,96,50.0,,0.5,48.0
2012-08-17,96,50.0,,0.5,48.0
2012-08-18,96,50.0,,0.5,48.0
2012-08-19,100,50.0,,0.5,50.0
2012-08-20,95,50.0,,0.5,47.5
2012-08-21,95,50.0,,0.5,47.5
2012-08-22,95,50.0,,0.5,47.5
2012-08-23,97,50.0,,0.5,48.5
2012-08-24,87,50.0,,0.5,43.5
2012-08-25,100,50.0,,0.5,50.0
2012-08-26,97,50.0,,0.5,48.5
2012-08-27,97,50.0,,0.5,48.5
2012-08-28,91,50.0,,0.5,45.5
2012-08-29,91,50.0,,0.5,45.5
2012-08-30,91,50.0,,0.5,45.5
2012-08-31,93,50.0,,0.5,46.5
2012-09-01,96,50.0,False,0.5,48.0
2012-09-02,95,50.0,,0.5,47.5
2012-09-03,99,50.0,,0.5,49.5
2012-09-04,93,50.0,,0.5,46.5
2012-09-05,94,50.0,,0.5,47.0
2012-09-06,93,50.0,,0.5,46.5
2012-09-07,94,50.0,,0.5,47.0
2012-09-08,92,50.0,,0.5,46.0
2012-09-09,93,50.0,,0.5,46.5
2012-09-10,96,50.0,,0.5,48.0
2012-09-11,95,50.0,,0.5,47.5
2012-09-12,95,50.0,,0.5,47.5
2012-09-13,91,50.0,,0.5,45.5
2012-09-14,90,50.0,,0.5,45.0
2012-09-15,98,50.0,,0.5,49.0
2012-09-16,98,50.0,,0.5,49.0
2012-09-17,100,50.0,,0.5,50.0
2012-09-18,96,50.0,,0.5,48.0
2012-09-19,96,50.0,,0.5,48.0
2012-09-20,92,50.0,,0.5,46.0
2012-09-21,91,50.0,,0.5,45.5
2012-09-22,97,50.0,,0.5,48.5
2012-09-23,96,50.0,,0.5,48.0
2012-09-24,100,50.0,,0.5,50.0
2012-09-25,100,50.0,,0.5,50.0
2012-09-26,95,50.0,,0.5,47.5
2012-09-27,94,50.0,,0.5,47.0
2012-09-28,94,50.0,,0.5,47.0
2012-09-29,94,50.0,,0.5,47.0
2012-09-30,91,50.0,,0.5,45.5
2012-10-01,90,49.0,False,0.49,44.1
2012-10-02,87,49.0,,0.49,42.63
2012-10-03,88,49.0,,0.49,43.12
2012-10-04,92,49.0,,0.49,45.08
2012-10-05,86,49.0,,0.49,42.14
2012-10-06,90,49.0,,0.49,44.1
2012-10-07,88,49.0,,0.49,43.12
2012-10-08,92,49.0,,0.49,45.08
2012-10-09,92,49.0,,0.49,45.08
2012-10-10,90,49.0,,0.49,44.1
2012-10-11,90,49.0,,0.49,44.1
2012-10-12,83,49.0,,0.49,40.67
2012-10-13,86,49.0,,0.49,42.14
2012-10-14,84,49.0,,0.49,41.16
2012-10-15,85,49.0,,0.49,41.65
2012-10-16,90,49.0,,0.49,44.1
2012-10-17,100,49.0,,0.49,49.0
2012-10-18,89,49.0,,0.49,43.61
2012-10-19,86,49.0,,0.49,42.14
2012-10-20,88,49.0,,0.49,43.12
2012-10-21,90,49.0,,0.49,44.1
2012-10-22,88,49.0,,0.49,43.12
2012-10-23,86,49.0,,0.49,42.14
2012-10-24,90,49.0,,0.49,44.1
2012-10-25,86,49.0,,0.49,42.14
2012-10-26,83,49.0,,0.49,40.67
2012-10-27,87,49.0,,0.49,42.63
2012-10-28,82,49.0,,0.49,40.18
2012-10-29,81,49.0,,0.49,39.69
2012-10-30,81,49.0,,0.49,39.69
2012-10-31,82,49.0,,0.49,40.18
2012-11-01,83,48.0,False,0.48,39.839999999999996
2012-11-02,85,48.0,,0.48,40.8
2012-11-03,85,48.0,,0.48,40.8
2012-11-04,88,48.0,,0.48,42.239999999999995
2012-11-05,90,48.0,,0.48,43.199999999999996
2012-11-06,79,48.0,,0.48,37.92
2012-11-07,74,48.0,,0.48,35.519999999999996
2012-11-08,87,48.0,,0.48,41.76
2012-11-09,82,48.0,,0.48,39.36
2012-11-10,86,48.0,,0.48,41.28
2012-11-11,84,48.0,,0.48,40.32
2012-11-12,88,48.0,,0.48,42.239999999999995
2012-11-13,89,48.0,,0.48,42.72
2012-11-14,90,48.0,,0.48,43.199999999999996
2012-11-15,88,48.0,,0.48,42.239999999999995
2012-11-16,100,48.0,,0.48,48.0
2012-11-17,94,48.0,,0.48,45.12
2012-11-18,87,48.0,,0.48,41.76
2012-11-19,90,48.0,,0.48,43.199999999999996
2012-11-20,86,48.0,,0.48,41.28
2012-11-21,90,48.0,,0.48,43.199999999999996
2012-11-22,79,48.0,,0.48,37.92
2012-11-23,71,48.0,,0.48,34.08
2012-11-24,82,48.0,,0.48,39.36
2012-11-25,82,48.0,,0.48,39.36
2012-11-26,87,48.0,,0.48,41.76
2012-11-27,85,48.0,,0.48,40.8
2012-11-28,87,48.0,,0.48,41.76
2012-11-29,81,48.0,,0.48,38.879999999999995
2012-11-30,82,48.0,,0.48,39.36
2012-12-01,95,46.0,False,0.46,43.7
2012-12-02,94,46.0,,0.46,43.24
2012-12-03,99,46.0,,0.46,45.54
2012-12-04,95,46.0,,0.46,43.7
2012-12-05,95,46.0,,0.46,43.7
2012-12-06,97,46.0,,0.46,44.620000000000005
2012-12-07,94,46.0,,0.46,43.24
2012-12-08,94,46.0,,0.46,43.24
2012-12-09,89,46.0,,0.46,40.940000000000005
2012-12-10,93,46.0,,0.46,42.78
2012-12-11,96,46.0,,0.46,44.160000000000004
2012-12-12,94,46.0,,0.46,43.24
2012-12-13,92,46.0,,0.46,42.32
2012-12-14,88,46.0,,0.46,40.480000000000004
2012-12-15,89,46.0,,0.46,40.940000000000005
2012-12-16,86,46.0,,0.46,39.56
2012-12-17,90,46.0,,0.46,41.4
2012-12-18,92,46.0,,0.46,42.32
2012-12-19,88,46.0,,0.46,40.480000000000004
2012-12-20,87,46.0,,0.46,40.02
2012-12-21,85,46.0,,0.46,39.1
2012-12-22,91,46.0,,0.46,41.86
2012-12-23,90,46.0,,0.46,41.4
2012-12-24,88,46.0,,0.46,40.480000000000004
2012-12-25,66,46.0,,0.46,30.360000000000003
2012-12-26,91,46.0,,0.46,41.86
2012-12-27,94,46.0,,0.46,43.24
2012-12-28,96,46.0,,0.46,44.160000000000004
2012-12-29,100,46.0,,0.46,46.0
2012-12-30,94,46.0,,0.46,43.24
2012-12-31,94,46.0,,0.46,43.24
2013-01-01,76,52.0,False,0.52,39.52
2013-01-02,87,52.0,,0.52,45.24
2013-01-03,100,52.0,,0.52,52.0
2013-01-04,99,52.0,,0.52,51.480000000000004
2013-01-05,96,52.0,,0.52,49.92
2013-01-06,96,52.0,,0.52,49.92
2013-01-07,93,52.0,,0.52,48.36
2013-01-08,90,52.0,,0.52,46.800000000000004
2013-01-09,92,52.0,,0.52,47.84
2013-01-10,90,52.0,,0.52,46.800000000000004
2013-01-11,87,52.0,,0.52,45.24
2013-01-12,92,52.0,,0.52,47.84
2013-01-13,88,52.0,,0.52,45.760000000000005
2013-01-14,87,52.0,,0.52,45.24
2013-01-15,91,52.0,,0.52,47.32
2013-01-16,86,52.0,,0.52,44.72
2013-01-17,85,52.0,,0.52,44.2
2013-01-18,90,52.0,,0.52,46.800000000000004
2013-01-19,93,52.0,,0.52,48.36
2013-01-20,92,52.0,,0.52,47.84
2013-01-21,97,52.0,,0.52,50.440000000000005
2013-01-22,91,52.0,,0.52,47.32
2013-01-23,95,52.0,,0.52,49.4
2013-01-24,91,52.0,,0.52,47.32
2013-01-25,91,52.0,,0.52,47.32
2013-01-26,95,52.0,,0.52,49.4
2013-01-27,92,52.0,,0.52,47.84
2013-01-28,92,52.0,,0.52,47.84
2013-01-29,93,52.0,,0.52,48.36
2013-01-30,88,52.0,,0.52,45.760000000000005
2013-01-31,89,52.0,,0.52,46.28
2013-02-01,90,51.0,False,0.51,45.9
2013-02-02,99,51.0,,0.51,50.49
2013-02-03,91,51.0,,0.51,46.410000000000004
2013-02-04,89,51.0,,0.51,45.39
2013-02-05,90,51.0,,0.51,45.9
2013-02-06,88,51.0,,0.51,44.88
2013-02-07,91,51.0,,0.51,46.410000000000004
2013-02-08,88,51.0,,0.51,44.88
2013-02-09,93,51.0,,0.51,47.43
2013-02-10,93,51.0,,0.51,47.43
2013-02-11,87,51.0,,0.51,44.37
2013-02-12,90,51.0,,0.51,45.9
2013-02-13,88,51.0,,0.51,44.88
2013-02-14,88,51.0,,0.51,44.88
2013-02-15,86,51.0,,0.51,43.86
2013-02-16,92,51.0,,0.51,46.92
2013-02-17,93,51.0,,0.51,47.43
2013-02-18,100,51.0,,0.51,51.0
2013-02-19,93,51.0,,0.51,47.43
2013-02-20,94,51.0,,0.51,47.94
2013-02-21,93,51.0,,0.51,47.43
2013-02-22,91,51.0,,0.51,46.410000000000004
2013-02-23,99,51.0,,0.51,50.49
2013-02-24,92,51.0,,0.51,46.92
2013-02-25,91,51.0,,0.51,46.410000000000004
2013-02-26,94,51.0,,0.51,47.94
2013-02-27,93,51.0,,0.51,47.43
2013-02-28,92,51.0,,0.51,46.92
2013-03-01,88,54.0,False,0.54,47.52
2013-03-02,94,54.0,,0.54,50.760000000000005
2013-03-03,94,54.0,,0.54,50.760000000000005
2013-03-04,95,54.0,,0.54,51.300000000000004
2013-03-05,98,54.0,,0.54,52.92
2013-03-06,86,54.0,,0.54,46.440000000000005
2013-03-07,94,54.0,,0.54,50.760000000000005
2013-03-08,88,54.0,,0.54,47.52
2013-03-09,97,54.0,,0.54,52.38
2013-03-10,90,54.0,,0.54,48.6
2013-03-11,94,54.0,,0.54,50.760000000000005
2013-03-12,89,54.0,,0.54,48.06
2013-03-13,87,54.0,,0.54,46.980000000000004
2013-03-14,89,54.0,,0.54,48.06
2013-03-15,92,54.0,,0.54,49.68000000000001
2013-03-16,90,54.0,,0.54,48.6
2013-03-17,93,54.0,,0.54,50.220000000000006
2013-03-18,91,54.0,,0.54,49.14
2013-03-19,88,54.0,,0.54,47.52
2013-03-20,93,54.0,,0.54,50.220000000000006
2013-03-21,95,54.0,,0.54,51.300000000000004
2013-03-22,94,54.0,,0.54,50.760000000000005
2013-03-23,95,54.0,,0.54,51.300000000000004
2013-03-24,95,54.0,,0.54,51.300000000000004
2013-03-25,90,54.0,,0.54,48.6
2013-03-26,90,54.0,,0.54,48.6
2013-03-27,85,54.0,,0.54,45.900000000000006
2013-03-28,89,54.0,,0.54,48.06
2013-03-29,93,54.0,,0.54,50.220000000000006
2013-03-30,100,54.0,,0.54,54.0
2013-03-31,97,54.0,,0.54,52.38
2013-04-01,90,54.0,False,0.54,48.6
2013-04-02,93,54.0,,0.54,50.220000000000006
2013-04-03,91,54.0,,0.54,49.14
2013-04-04,92,54.0,,0.54,49.68000000000001
2013-04-05,92,54.0,,0.54,49.68000000000001
2013-04-06,99,54.0,,0.54,53.46
2013-04-07,98,54.0,,0.54,52.92
2013-04-08,91,54.0,,0.54,49.14
2013-04-09,87,54.0,,0.54,46.980000000000004
2013-04-10,87,54.0,,0.54,46.980000000000004
2013-04-11,89,54.0,,0.54,48.06
2013-04-12,87,54.0,,0.54,46.980000000000004
2013-04-13,96,54.0,,0.54,51.84
2013-04-14,95,54.0,,0.54,51.300000000000004
2013-04-15,85,54.0,,0.54,45.900000000000006
2013-04-16,88,54.0,,0.54,47.52
2013-04-17,90,54.0,,0.54,48.6
2013-04-18,90,54.0,,0.54,48.6
2013-04-19,81,54.0,,0.54,43.74
2013-04-20,91,54.0,,0.54,49.14
2013-04-21,95,54.0,,0.54,51.300000000000004
2013-04-22,90,54.0,,0.54,48.6
2013-04-23,90,54.0,,0.54,48.6
2013-04-24,90,54.0,,0.54,48.6
2013-04-25,91,54.0,,0.54,49.14
2013-04-26,87,54.0,,0.54,46.980000000000004
2013-04-27,100,54.0,,0.54,54.0
2013-04-28,93,54.0,,0.54,50.220000000000006
2013-04-29,88,54.0,,0.54,47.52
2013-04-30,88,54.0,,0.54,47.52
2013-05-01,97,53.0,False,0.53,51.410000000000004
2013-05-02,90,53.0,,0.53,47.7
2013-05-03,93,53.0,,0.53,49.29
2013-05-04,100,53.0,,0.53,53.0
2013-05-05,95,53.0,,0.53,50.35
2013-05-06,94,53.0,,0.53,49.82
2013-05-07,94,53.0,,0.53,49.82
2013-05-08,88,53.0,,0.53,46.64
2013-05-09,91,53.0,,0.53,48.230000000000004
